ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,Yellow Media,Kuppam,janasena party,tdp pattabhi,ap employees,ap assembly session today,high court,alliance,Peddireddy ,polavaram,visakha,byreddy siddharth reddy
kg5HKPd6vxM,2022-12-10,0.996439516544342,1500.0,TV5,240.0,2.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EoMRydvhusw,2022-12-11,0.7130329012870789,2304.0,TV9,395.0,7.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HtSDy3FYESg,2022-12-11,-0.995912492275238,5288.0,TV9,253.0,4.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oA81jOzOkdM,2022-12-11,0.9826404452323914,3210.0,TV9,206.0,0.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EnFnh_JWj9Q,2022-12-11,-0.99904865026474,50803.0,TV9,48.0,76.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J7fXmCdUJ7k,2022-12-11,-0.995089590549469,5442.0,TV9,452.0,1.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64KmBduLabI,2022-12-12,-0.996454119682312,3853.0,TV9,343.0,4.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xZ9n5DGsx_E,2022-12-12,-0.9973078966140748,1007.0,TV9,343.0,2.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w8VZvPZ0S0w,2022-12-12,-0.9977473616600036,2234.0,TV9,357.0,0.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3AUOpXLSsUA,2022-12-13,0.970828413963318,5627.0,TV5,355.0,12.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0RIOwjmFK34,2022-12-13,-0.9923200011253356,1844.0,TV5,426.0,1.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aqjucSeMwUU,2022-12-13,-0.9994625449180604,21523.0,ABN,275.0,27.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MNYvcfI4_jE,2022-12-13,-0.99281245470047,574.0,TV5,534.0,2.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h0z9v2Z2D9o,2022-12-14,-0.6516096591949463,726.0,Sakshi,255.0,1.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qv4OhHwQgZY,2022-12-14,-0.997016191482544,1436.0,TV5,333.0,0.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8lxNjvqgpA,2022-12-15,0.9969045519828796,5254.0,TV9,195.0,4.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ry93IeqGTcs,2022-12-15,0.997928500175476,5283.0,TV9,142.0,7.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_Z4tU9zjVXg,2022-12-15,-0.9974557757377625,44840.0,TV9,255.0,1.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MBKLE3dGAw0,2022-12-16,0.9967347979545592,2105.0,TV9,68.0,2.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zCuaHeVEfs4,2022-12-17,-0.998489499092102,4295.0,TV9,243.0,1.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v0YZAS8LIBY,2022-12-17,-0.9936619997024536,4823.0,TV9,303.0,4.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IyIL8_FOuLs,2022-12-17,-0.9883793592453004,61980.0,Sakshi,501.0,88.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
oA3UJhaJK0M,2022-12-18,0.9887675642967224,2901.0,TV9,154.0,9.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uGJDh55b6co,2022-12-18,-0.9978296160697936,214856.0,TV9,263.0,147.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x8e0JiiDbLM,2022-12-19,-0.9872885942459106,22507.0,ABN,505.0,70.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
_yNcxdquZnU,2022-12-19,-0.9962455630302428,4775.0,ABN,256.0,24.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LLsvFVFqRH0,2022-12-19,-0.9989099502563475,468.0,ABN,93.0,1.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
lDlUfTdrAfI,2022-12-21,-0.9984943866729736,2800.0,ABN,338.0,1.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
pa6vPWhutA4,2022-12-21,0.9987598657608032,6010.0,Sakshi,191.0,8.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ajcSKElB3tk,2022-12-21,0.9975426197052002,2316.0,TV5,545.0,5.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OGOidpVLpQ4,2022-12-21,0.9944498538970948,1770.0,TV9,110.0,1.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z3yInw03hoI,2022-12-22,0.998377799987793,2385.0,Sakshi,436.0,16.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CzY7QPdUckg,2022-12-22,-0.9971575736999512,3239.0,TV9,130.0,25.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1Bm7NKNLZM,2022-12-23,0.997512698173523,2000.0,TV9,206.0,0.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yn6UccF75_4,2022-12-23,0.9963300824165344,2594.0,TV9,556.0,0.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nSHla0ryNNc,2022-12-23,-0.99898499250412,11734.0,TV9,208.0,6.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
X980_yKFPWc,2022-12-24,-0.9946669340133668,23995.0,TV9,455.0,12.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jpBjnymn8YU,2022-12-24,-0.9974258542060852,7574.0,TV9,382.0,4.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HW2_lPKzHsU,2022-12-26,0.9811970591545104,4347.0,TV9,347.0,0.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FaUhs2QAWkM,2022-12-26,-0.9982762336730956,1885.0,ABN,555.0,5.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tKYwtT3StLc,2022-12-26,0.9967793822288512,47319.0,Sakshi,337.0,35.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
J2xvdJgz8Hs,2022-12-27,0.9966418743133544,4697.0,Sakshi,362.0,4.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mNt122qJOIw,2022-12-27,0.9635902047157288,3401.0,TV9,306.0,2.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XmYOHV7gblU,2022-12-27,-0.9955520033836364,11881.0,TV9,160.0,15.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pVpZj0ReA7c,2022-12-27,-0.9948039650917052,1825.0,ABN,209.0,12.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0vH1D3-Y4q0,2022-12-27,0.9982205033302308,1254.0,Sakshi,436.0,1.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UYWPeNS0xvI,2022-12-27,-0.9988516569137572,8072.0,TV9,205.0,14.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YNAGtAhb-SY,2022-12-27,-0.9993230104446412,10310.0,TV9,231.0,34.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TfV8tMl5g34,2022-12-27,0.9846616387367249,4099.0,TV9,147.0,10.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gBw7Ev-v-9s,2022-12-28,-0.9992917776107788,3403.0,TV9,357.0,0.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mg-xl5QR-2o,2022-12-28,0.980993390083313,40273.0,TV9,461.0,41.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
go14-wxUbZg,2022-12-29,0.9988489151000975,647.0,ABN,101.0,1.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gxeq4bITPFY,2022-12-29,-0.999319553375244,358.0,TV9,280.0,1.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QQ2OzdHsGkE,2022-12-29,-0.9979864358901978,1519.0,ABN,250.0,1.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0
KCX2O33T0ZQ,2022-12-29,0.998798370361328,1448.0,TV9,269.0,0.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
b3oFKpKIQxg,2022-12-29,-0.9920998215675354,4389.0,ABN,200.0,4.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GuADaK0kSeo,2022-12-29,0.9969270825386048,2495.0,ABN,310.0,3.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lpt_UjQTS70,2022-12-30,0.9971041083335876,434.0,TV9,194.0,0.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
J2i1lI8n8WE,2023-01-01,0.9961172342300416,7765.0,TV9,296.0,1.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
KehIh_CEBC4,2023-01-01,0.9732840657234192,1589.0,TV9,241.0,2.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nZHPiJWeNY0,2023-01-02,-0.998735249042511,2663.0,ABN,501.0,10.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nfwStYN_ZV4,2023-01-02,0.9945843815803528,1218.0,TV9,342.0,0.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suf0sOBz41U,2023-01-02,0.9977927207946776,27310.0,TV9,290.0,20.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jeYFYeg_NwQ,2023-01-02,-0.994772732257843,983.0,TV9,153.0,1.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eED2iJYRGzE,2023-01-03,-0.9931724667549132,20515.0,ABN,155.0,35.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pav8rqa8sj4,2023-01-04,0.99871826171875,784.0,TV9,275.0,4.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nHMChNUZ5Ck,2023-01-04,-0.996630847454071,776.0,TV5,295.0,0.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SzBCEm07X1U,2023-01-04,-0.9989284873008728,1727.0,Sakshi,222.0,28.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
DjEFhq-2lDc,2023-01-04,-0.9968822002410888,1071.0,TV9,65.0,1.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EZ06iALHR1k,2023-01-04,-0.999392867088318,1943.0,TV9,220.0,15.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xcdr6xPGnbw,2023-01-04,-0.998950719833374,1581.0,Sakshi,255.0,11.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PVCWC1K16hM,2023-01-04,0.9940696954727172,928.0,TV9,335.0,5.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0
ghNlNIVIiLI,2023-01-04,-0.9904656410217284,1835.0,Sakshi,180.0,13.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jybqgfhxkvk,2023-01-05,0.9789791703224182,6551.0,ABN,336.0,34.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3NbcvG7qG7s,2023-01-05,-0.997269570827484,2313.0,TV9,333.0,12.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ND_GyW3egzk,2023-01-05,0.9828417897224426,1156.0,ABN,258.0,2.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
eHSu7piI2V8,2023-01-05,0.9929211735725404,1273.0,TV9,349.0,0.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1VlXPBN2n_0,2023-01-05,-0.999414563179016,3523.0,TV9,294.0,19.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1Tqr4VTRi00,2023-01-05,0.998615860939026,423.0,TV9,272.0,0.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y7nNJr2y1m4,2023-01-05,0.9971662163734436,1910.0,TV5,390.0,2.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
rzimow4RwaA,2023-01-05,-0.993166983127594,1304.0,TV5,240.0,0.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z1BqhdSXioo,2023-01-05,-0.9953117370605468,2574.0,TV9,305.0,2.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1
8mpHD7y4i9E,2023-01-06,0.9956824779510498,1997.0,TV5,155.0,2.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GZdp3NmZDgg,2023-01-06,0.9953861832618712,81341.0,TV9,374.0,74.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kLuNRKmy944,2023-01-06,-0.9979264736175536,2186.0,TV9,365.0,4.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
_gJlL6nwaZA,2023-01-07,0.9986507296562196,7173.0,TV9,423.0,33.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2HiRp1HJFp0,2023-01-07,0.996829092502594,1595.0,TV9,299.0,0.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
a5wGBng9upM,2023-01-08,0.9962818026542664,24038.0,TV9,471.0,101.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ArNxhGe0SDw,2023-01-08,0.992026150226593,8844.0,TV5,287.0,25.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
j8WtHuY6EBs,2023-01-09,-0.9994433522224426,7999.0,TV9,312.0,16.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AQECVwRTGmI,2023-01-09,0.9584266543388368,5553.0,ABN,370.0,9.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
045BMwG5uS0,2023-01-09,0.9984649419784546,19114.0,TV9,191.0,23.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIAMSl1S16o,2023-01-09,-0.9984642267227172,8946.0,ABN,170.0,33.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Em3u_uZU5ls,2023-01-09,-0.9990999698638916,25025.0,TV9,345.0,67.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5wp3zg5lsfg,2023-01-10,-0.9987240433692932,529.0,TV5,323.0,3.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uizkE3tIbJs,2023-01-10,-0.9733515977859496,2804.0,TV9,544.0,1.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_wJ-ITILXDw,2023-01-10,0.99755597114563,64363.0,Sakshi,553.0,84.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wUBPXpD7GnY,2023-01-10,-0.9988133907318116,12268.0,ABN,48.0,4.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CWtjxN2PwzE,2023-01-10,-0.9968088269233704,7093.0,TV9,251.0,35.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
PrmlqqYvNEE,2023-01-11,0.9893201589584352,860.0,TV9,126.0,0.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VR3_lDa_N-w,2023-01-11,0.9981884360313416,10938.0,TV9,488.0,14.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ugnP5zJpuaY,2023-01-11,0.9988009929656982,617.0,TV9,138.0,0.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daHiCND8zHE,2023-01-11,0.9986547231674194,1906.0,TV9,167.0,1.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
X2St6C-Yps4,2023-01-12,0.9987391829490662,2584.0,ABN,190.0,1.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
bxCxP7eWSz8,2023-01-12,0.9975082874298096,8049.0,ABN,305.0,4.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
tDrDqXFqE8I,2023-01-12,-0.9991106390953064,4596.0,ABN,215.0,1.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oaEKu_JajvI,2023-01-12,-0.9991868138313292,13249.0,TV9,232.0,27.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bIuCjo60jL8,2023-01-12,0.867409348487854,994.0,ABN,263.0,0.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPVan3AEHi8,2023-01-12,0.9876011610031128,5319.0,ABN,315.0,6.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
dKcaLZry4kE,2023-01-13,0.998814821243286,21182.0,TV5,167.0,19.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2IuMSGmaWvo,2023-01-13,0.9966378211975098,2377.0,ABN,325.0,1.0,adoni.png,Y Sai Prasad Reddy,YSRCP,Adoni,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
