ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,janasena party,ap employees,ap assembly session today,alliance,polavaram,visakha,byreddy siddharth reddy
M0E27-WSZ4A,2022-12-05,-0.999007284641266,1555.0,TV9,259.0,6.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4Q2HlaaLJ5k,2022-12-05,-0.9957178235054016,685.0,TV5,322.0,0.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ER2rRHASDts,2022-12-06,0.9942069053649902,1331.0,Sakshi,235.0,2.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ECLmnkU8LDs,2022-12-07,-0.971904158592224,6175.0,Sakshi,386.0,11.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0
uK7K7yUMZXU,2022-12-08,-0.9949283599853516,922.0,ABN,185.0,1.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VxCJNhFxJnE,2022-12-09,-0.9810210466384888,3505.0,TV5,184.0,6.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1wOAvGLcCc,2022-12-10,-0.9922888875007628,1329.0,TV9,208.0,2.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
itoZZcDX23M,2022-12-10,0.9978744983673096,3887.0,TV9,350.0,11.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Wgr2sD8XpfA,2022-12-10,-0.9898472428321838,3365.0,TV9,154.0,2.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LXqg1pJiGTU,2022-12-11,0.9985222220420836,2585.0,ABN,590.0,2.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
cc8wGZjz548,2022-12-14,0.9948686361312866,2305.0,TV9,545.0,2.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9HkZ1QhqVGk,2022-12-16,-0.9952351450920104,1270.0,ABN,191.0,0.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YQTFbjtKX7A,2022-12-17,-0.9973002076148988,6499.0,TV5,585.0,8.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
v71DhvPRdsQ,2022-12-18,-0.99759441614151,1677.0,TV9,269.0,2.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4GdPthu9xwA,2022-12-18,-0.9986944794654846,1030.0,TV9,222.0,0.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0HwrKfytm2I,2022-12-19,-0.9994617104530334,671.0,ABN,553.0,1.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OQjjwKMicNg,2022-12-19,0.9602136611938475,812.0,TV5,260.0,2.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
M-Q5HrT4Uxg,2022-12-20,0.9975148439407348,2278.0,TV9,257.0,1.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
wY7rt6gkcu0,2022-12-22,0.9963288903236388,1120.0,TV9,387.0,1.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Jhl9FsIzYl0,2022-12-26,0.9935665726661682,63563.0,TV9,412.0,87.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
cf8QutopwVk,2022-12-30,0.9955779314041138,2331.0,TV5,238.0,6.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
Ll3geiJURQ8,2022-12-30,-0.9990230798721312,1477.0,Sakshi,114.0,1.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
Voq9flT3e_Q,2022-12-31,-0.9973047971725464,1907.0,TV9,191.0,2.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
nT-5h4RF-9M,2022-12-31,0.9973317384719848,1088.0,TV9,265.0,0.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHRxEB2SMCg,2023-01-01,0.994934618473053,3126.0,Sakshi,361.0,4.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0
AuU-0B_HdfM,2023-01-03,-0.9972702860832214,652.0,TV5,586.0,0.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6za76mAD-00,2023-01-05,0.9962963461875916,1098.0,Sakshi,169.0,1.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8FMR4I75a6k,2023-01-06,-0.9826274514198304,16188.0,Sakshi,370.0,62.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
bopkckOrgz0,2023-01-06,0.996286392211914,3803.0,TV9,421.0,9.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WGHuDXOJWJA,2023-01-07,-0.9956724643707277,1008.0,ABN,423.0,0.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6y01aVJbWPU,2023-01-09,0.9957658052444458,535.0,ABN,445.0,2.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2p3tZYXzB7U,2023-01-09,-0.9984322190284728,4914.0,TV9,298.0,13.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
2Nb6CRJx_-w,2023-01-09,0.9937782287597656,1241.0,ABN,235.0,5.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
BtdXV9ML_t8,2023-01-09,-0.9885927438735962,16869.0,Sakshi,342.0,68.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0
dQACyQFowWA,2023-01-10,0.991413712501526,801.0,Sakshi,437.0,2.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7uh_Jy_29HM,2023-01-10,0.9946582913398744,855.0,TV5,170.0,0.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
OiehVnIC_Fk,2023-01-10,-0.9985743761062622,12662.0,TV9,395.0,57.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FxUjLdjM3E0,2023-01-10,0.9919386506080629,2600.0,TV9,331.0,2.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nAZQB1MQ2og,2023-01-12,-0.9971998929977416,54987.0,TV9,427.0,102.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
hp2ba5LnPOc,2023-01-12,-0.9950432777404784,11379.0,TV5,145.0,19.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
QvLG7taTCvQ,2023-01-12,0.9891371130943298,8623.0,TV9,218.0,24.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0
KBWaOPeToW0,2023-01-13,0.9948508143424988,7893.0,TV9,425.0,13.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
R45WqJO6Zfk,2023-01-13,-0.9979314804077148,71514.0,Sakshi,554.0,597.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
nD4y-Uxn5L4,2023-01-13,0.998724400997162,14869.0,TV9,195.0,36.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yygSk1Bb5zI,2023-01-14,-0.9862701296806335,1892.0,TV9,413.0,9.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_QSBbN1P5HA,2023-01-15,-0.9993528723716736,34724.0,Sakshi,420.0,55.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
n0ntratx4MU,2023-01-16,0.979130208492279,1996.0,ABN,185.0,1.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kE8A8Nu02Go,2023-01-17,-0.9936000108718872,2280.0,TV9,389.0,4.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mAVQDe7pm7E,2023-01-17,0.973025918006897,1443.0,TV9,100.0,0.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JuO67v1SexA,2023-01-20,-0.9993883371353148,2654.0,ABN,119.0,3.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_eXEbHGrg38,2023-01-20,-0.9993484616279602,2220.0,ABN,495.0,3.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E-X-yNAl3pA,2023-01-20,-0.9961413741111756,1783.0,ABN,242.0,2.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-TH8knKCJOs,2023-01-22,0.9910566806793212,2542.0,TV9,447.0,0.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SX0uBSnxLx4,2023-01-23,0.9922997951507568,1351.0,TV9,357.0,7.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TCfRx1jQAoc,2023-01-24,-0.99780935049057,601.0,TV5,373.0,2.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t-2be2kFx5o,2023-01-24,-0.999460756778717,1510.0,TV9,184.0,10.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9TuN1n3jQN0,2023-01-24,-0.9979116320610046,881.0,TV9,265.0,3.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ddq5LV3GhLM,2023-01-24,0.9983545541763306,876.0,TV9,279.0,3.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xYpe2q_Dr8c,2023-01-25,0.9981775283813475,2242.0,TV9,550.0,1.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zsMB2mbkDeI,2023-01-25,-0.9892507791519164,1449.0,Sakshi,154.0,5.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
mnG7VYz1Ajc,2023-01-27,-0.9965317845344543,3547.0,TV9,204.0,1.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Am86s83tOHM,2023-01-28,-0.9975984692573548,3763.0,TV9,332.0,5.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p3k9y9V6724,2023-01-28,-0.998523771762848,2828.0,ABN,130.0,2.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Jo4zwqFs3wg,2023-01-28,0.9976933598518372,9475.0,Sakshi,497.0,31.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
PciqE40osqM,2023-01-28,0.9983313679695128,889.0,ABN,370.0,2.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XWvkkx97ZfI,2023-01-28,-0.9934660792350768,6812.0,TV9,264.0,7.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8D6wmYQzd8g,2023-01-31,0.994234263896942,169491.0,TV9,188.0,8.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aMKpGEe8Fb8,2023-02-02,0.9883737564086914,5968.0,Sakshi,388.0,15.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9Tc7jKujT2w,2023-02-03,-0.9972979426383972,4077.0,TV5,286.0,7.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
b8_SxH61rQ8,2023-02-03,-0.9621917605400084,117855.0,TV9,281.0,262.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
riLnil0Pm0M,2023-02-07,0.996392786502838,18131.0,Sakshi,118.0,144.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z9ePU8NzJfk,2023-02-07,-0.9937402009963988,831.0,ABN,325.0,0.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EKz9kdP2UaI,2023-02-08,0.998681366443634,494.0,TV9,278.0,0.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
sXp1LCl4nN4,2023-02-08,-0.991407036781311,886.0,ABN,290.0,1.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0YcQ4sRFNc0,2023-02-09,-0.999450385570526,7880.0,TV9,234.0,17.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
s4M1BzMviMQ,2023-02-09,-0.9924282431602478,13693.0,TV9,362.0,38.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
h5PerRphbHg,2023-02-09,0.9970462918281556,190.0,TV9,284.0,0.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ey6jSWmoofk,2023-02-09,-0.973291516304016,5868.0,TV9,362.0,10.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4V8LboYAsZQ,2023-02-09,-0.9990703463554382,2632.0,TV9,281.0,4.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
v-9ZZgDbq8g,2023-02-11,0.9977405071258544,8701.0,TV5,320.0,6.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bI7eqpVJ9GQ,2023-02-12,-0.9923738837242126,11709.0,TV9,460.0,17.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51YhWQaQrA0,2023-02-14,-0.9935781955718994,7764.0,ABN,504.0,8.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AX4rRvobCsA,2023-02-14,0.9956938028335572,4669.0,Sakshi,597.0,19.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
MhVWvpRWQlc,2023-02-15,-0.9942418336868286,11936.0,ABN,250.0,14.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N7DESXPq264,2023-02-15,-0.995126724243164,680.0,ABN,200.0,1.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
yIftNc1QKUQ,2023-02-16,-0.9983137845993042,2353.0,ABN,222.0,3.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bm64l46HooE,2023-02-16,0.9800849556922911,239.0,ABN,416.0,0.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03WOEaVJWbE,2023-02-16,0.9982262253761292,744.0,TV9,264.0,0.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AfFwMSGPA-I,2023-02-17,-0.9902104139328004,1298.0,TV9,146.0,1.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ycd4xn8v_QE,2023-02-17,0.9928523898124696,26122.0,TV9,215.0,2.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25petel1sSQ,2023-02-17,0.9977990984916688,3194.0,TV9,192.0,4.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TjZSCa0XGG4,2023-02-18,0.9958993792533876,761.0,TV9,148.0,1.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUj_rV3lupo,2023-02-20,-0.9326609373092652,125867.0,TV9,36.0,19.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
By89zYwkjRA,2023-02-20,0.996969997882843,844.0,TV9,222.0,0.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7iPu4eqRlVw,2023-02-22,-0.959015130996704,3907.0,TV5,185.0,2.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MTbZb_KwzMQ,2023-02-23,-0.9973430037498474,1238.0,TV9,307.0,6.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
W3pDHM2xPJs,2023-02-23,0.998104691505432,610.0,TV9,268.0,0.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dk1JsAlOgIQ,2023-02-23,-0.9951177835464478,6547.0,TV9,344.0,13.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
edZGyQjLn44,2023-02-23,-0.9994743466377258,3660.0,TV9,299.0,14.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sL4YTTXECxI,2023-02-23,0.997483730316162,563.0,TV9,267.0,2.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-x7nfSwMEQA,2023-02-27,-0.9984322190284728,818.0,ABN,105.0,0.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9B1q8-QZfx0,2023-02-27,-0.99598491191864,1312.0,TV9,323.0,3.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BivcvAPXVd0,2023-02-27,0.9986365437507628,537.0,TV9,308.0,2.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4jpwvcQ2ObE,2023-03-02,-0.9983888864517212,1052.0,ABN,330.0,2.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
cr_gABOHk2o,2023-03-03,-0.9973430037498474,772.0,TV9,339.0,2.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6lllCUNILLg,2023-03-03,-0.998955011367798,1265.0,TV9,233.0,1.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEKJjKCYDJw,2023-03-06,0.996585488319397,1126.0,ABN,103.0,4.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
u9M1BBPeYkk,2023-03-06,0.9986567497253418,1915.0,ABN,65.0,1.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
JkoumXUPT_k,2023-03-08,-0.9994946718215942,334221.0,Sakshi,57.0,407.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
iZ5LtJvW7MI,2023-03-08,-0.992380917072296,160260.0,Sakshi,55.0,174.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
9uHFiKTKuXc,2023-03-11,0.9919169545173644,2829.0,Sakshi,325.0,4.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
73lbv8TkoVo,2023-03-11,-0.9991899132728576,2817.0,TV9,223.0,4.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xG1R5CfRIAQ,2023-03-11,0.9987865090370178,1018.0,TV9,315.0,7.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ozK7ckMPXP4,2023-03-11,0.9974853992462158,1887.0,Sakshi,276.0,2.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1
shdkrP1ltUk,2023-03-11,0.9971275925636292,965.0,TV9,276.0,0.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jYHXDr1imPM,2023-03-11,-0.9994910955429076,1323.0,TV9,261.0,2.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
EOqayF2y6PM,2023-03-12,-0.9984896183013916,1567.0,TV9,255.0,0.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
s6463rlOMGg,2023-03-12,0.9983148574829102,3010.0,TV9,124.0,2.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cnsknVU1z3I,2023-03-14,0.9762337803840636,9264.0,ABN,239.0,17.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CyKTRc_z_Ew,2023-03-16,-0.9980096220970154,2675.0,TV9,260.0,5.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
qfcvYDF7bGE,2023-03-17,0.997712016105652,529.0,TV9,34.0,1.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OKvgkAsZ23k,2023-03-17,0.998305320739746,960.0,TV9,271.0,0.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
G2ykV24Puho,2023-03-18,0.9977703094482422,714.0,Sakshi,172.0,1.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1
