ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,raghurama ,AP ,yuvagalam,amaravati,ambati rambabu,YS Viveka Case,janasena party,tdp pattabhi,ap employees,Sajjala ,ap assembly session today,jr ntr,high court,alliance,ambati rambabu ,polavaram,visakha,byreddy siddharth reddy,vijayasai reddy,roja,nellore ,srikakulam,yuvashakti,tadepalli,vangaveeti radha,suprem court,tdp leaders arrest,ap development,tadipatri,Anam Ramanarayana Reddy,janasena alliance with tdp,varahi ,maa nammakam nuvve jagan,nandigama,High Court
fOfy5jK2oWI,2022-11-17,-0.9994370341300964,3382.0,ABN,465.0,8.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jREjH0DuPdk,2022-11-17,-0.9945248365402222,11239.0,ABN,355.0,24.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P-ie12RohQc,2022-11-17,0.9908607006072998,35484.0,ABN,490.0,54.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WzjfMYMki-k,2022-11-19,0.9931197166442872,3151.0,TV5,341.0,4.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
YebthG_jiB0,2022-11-20,-0.9974815249443054,18079.0,TV5,385.0,34.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-pzz-pr7X2s,2022-11-20,-0.9982060194015504,95711.0,TV5,215.0,198.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cJICtt7P0hM,2022-11-23,-0.9989256262779236,7534.0,ABN,430.0,26.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9vCQOGrZI7A,2022-11-23,0.9970192909240724,2284.0,ABN,215.0,1.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
x5VXfkoaJCc,2022-11-23,0.9895302653312684,13600.0,ABN,330.0,12.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sY9wU6vm1ss,2022-11-23,-0.99947589635849,1463.0,ABN,330.0,4.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ePfumjJsegc,2022-11-23,-0.9914520978927612,74584.0,ABN,410.0,104.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc9wWLu6exE,2022-11-23,-0.987330436706543,15513.0,ABN,445.0,9.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mRIwb1mVjD8,2022-11-23,-0.9988012313842772,2390.0,ABN,315.0,0.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z4_IcsC8ego,2022-11-23,-0.9984918832778932,2705.0,ABN,195.0,1.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0
kAxpA0k0NZ4,2022-11-23,-0.9994100332260132,3127.0,ABN,425.0,7.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p2WgCg28Zvk,2022-11-23,-0.9984000325202942,1556.0,ABN,225.0,1.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0Sdsm_7mntI,2022-11-23,-0.9987217783927916,25627.0,ABN,500.0,49.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nkS_3zVNdDI,2022-11-24,-0.9975811243057252,641.0,ABN,137.0,3.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F4dpGmZNTrI,2022-11-25,-0.9981752634048462,1467.0,TV5,260.0,2.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
f-p3Vlakeac,2022-11-25,-0.9782700538635254,1828.0,TV5,380.0,2.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGGhYk4VoIc,2022-11-25,0.9978508949279784,41156.0,TV5,435.0,49.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6rsie_3mNgQ,2022-11-28,0.9923232793807985,75411.0,TV5,520.0,189.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nweHp3RJUeo,2022-11-28,0.9907721281051636,11017.0,ABN,255.0,19.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Uzbh_Jlw8KY,2022-11-28,-0.9917094111442566,2282.0,ABN,320.0,3.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
sJNQovFwTAk,2022-11-28,-0.9899479150772096,1757.0,TV5,275.0,3.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OB0vxRxHVYk,2022-11-28,0.9536528587341307,9567.0,ABN,245.0,19.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
Fl-TMkZHnH4,2022-11-28,-0.9903230667114258,8193.0,TV5,125.0,12.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SrOiMESUOy4,2022-11-28,-0.9986698627471924,2013.0,ABN,145.0,3.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LXBUNCeBiW8,2022-11-30,0.9945260882377625,41716.0,ABN,329.0,54.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jJRpCoHw3Rs,2022-11-30,-0.998928964138031,1210.0,ABN,195.0,1.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cajbebq8y9k,2022-11-30,-0.9887884259223938,3328.0,ABN,360.0,0.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H83rXxArPNE,2022-11-30,-0.9988192915916444,1551.0,ABN,265.0,6.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
upUbejQaXFk,2022-11-30,0.9985097050666808,17980.0,ABN,330.0,48.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
zit63E1vP5w,2022-12-02,-0.9984776377677916,21347.0,ABN,415.0,24.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_ltXlyIq6EQ,2022-12-02,-0.9950373768806458,1599.0,ABN,136.0,4.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
V0uhqWaPNhc,2022-12-02,-0.9970746040344238,4794.0,ABN,255.0,3.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G9ZSQzokWvg,2022-12-02,-0.9916914701461792,9988.0,ABN,340.0,5.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
jSuQp2cNNFk,2022-12-02,0.99860817193985,2103.0,ABN,225.0,0.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1Eiz8rrKnMk,2022-12-02,-0.9994571805000304,3669.0,ABN,425.0,2.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cPsmKQErEPU,2022-12-02,-0.9984509944915771,2884.0,ABN,267.0,0.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P_c6H7mzAbY,2022-12-04,-0.996557116508484,20272.0,TV5,545.0,31.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ew074mXgagA,2022-12-04,0.9986022114753724,4858.0,TV5,320.0,20.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
EOnMnTzpb3w,2022-12-07,-0.9975346326828004,5850.0,TV5,335.0,10.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gVI6ntQdVJI,2022-12-07,0.9922404289245604,35136.0,TV5,355.0,71.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12Ga5soArfk,2022-12-08,-0.99931538105011,3274.0,ABN,265.0,2.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wwjNQ9F0oG4,2022-12-08,-0.9966118931770324,2299.0,ABN,165.0,4.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UG6thtl4w2w,2022-12-08,-0.9919843077659608,5069.0,ABN,195.0,27.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zz3yvg9uBgo,2022-12-08,-0.9942157864570618,34009.0,ABN,290.0,36.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uK7K7yUMZXU,2022-12-08,-0.9949283599853516,922.0,ABN,185.0,1.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xG9Q9g5mmF4,2022-12-09,-0.9947564601898192,2185.0,ABN,245.0,4.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
c609V5r3Llw,2022-12-10,0.9924719333648682,2780.0,TV5,211.0,4.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OMeShh1iPdY,2022-12-12,-0.9971871972084044,4467.0,ABN,430.0,10.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7lx3Z8pEWBU,2022-12-12,0.9950900077819824,2049.0,ABN,230.0,3.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
W3iANzYLoHQ,2022-12-12,-0.9894744157791138,57436.0,ABN,300.0,47.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
JKIitWOWEwE,2022-12-12,-0.9976822137832642,3782.0,ABN,250.0,0.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
xFlfmFUD1NE,2022-12-12,0.9915257096290588,2751.0,ABN,330.0,6.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JrWwNFE4dDU,2022-12-12,-0.9921058416366576,2206.0,ABN,280.0,3.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0Qp1UgZzBFA,2022-12-12,0.996861457824707,46511.0,TV5,440.0,80.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
zN66cgrT4M0,2022-12-15,0.9971200227737428,14325.0,TV5,535.0,53.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zz8hO9sNRsI,2022-12-17,0.9967341423034668,31248.0,ABN,360.0,24.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZKE2Lxd08AE,2022-12-17,-0.9914242625236512,9790.0,ABN,235.0,21.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zq-E286lU_w,2022-12-17,-0.9989294409751892,26803.0,ABN,280.0,30.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Be0PQcJvO4o,2022-12-17,-0.9974154233932496,2492.0,ABN,245.0,0.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3kpCKZ6Ezr4,2022-12-17,-0.9983567595481871,7838.0,ABN,275.0,4.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNQTCyZnpHo,2022-12-19,0.997217893600464,30506.0,TV5,400.0,29.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oXw6x54tPqo,2022-12-19,-0.9899458289146424,3493.0,TV5,290.0,6.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_iQgTF2be30,2022-12-19,0.9971160888671876,45502.0,TV5,500.0,66.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yMn97mrNhag,2022-12-19,0.9968473315238952,3359.0,TV5,200.0,3.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3pMKfHrc1xY,2022-12-20,-0.9979720711708068,1206.0,ABN,385.0,2.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
a3ga30zqMlM,2022-12-20,0.990833342075348,3445.0,TV5,297.0,10.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
aWUxjCcbPRA,2022-12-27,-0.998126208782196,1847.0,ABN,220.0,1.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t9mBqjNfTik,2022-12-27,-0.9933673739433287,1632.0,ABN,305.0,2.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obOX_lJkjLM,2022-12-27,-0.9973583817481996,13182.0,ABN,290.0,35.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r24jZ447A4Y,2022-12-27,-0.9894102811813354,2935.0,ABN,320.0,7.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
69FdDT9Jtog,2022-12-30,-0.9984264373779296,5249.0,ABN,295.0,13.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD1Fsh9qwAA,2022-12-30,-0.9984970092773438,16683.0,ABN,580.0,23.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIxTe7UIhas,2022-12-30,0.9882599115371704,4977.0,ABN,200.0,6.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L5OtipfsqGg,2022-12-30,-0.9970067143440248,4518.0,ABN,395.0,3.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hkOuxOWv8mQ,2022-12-30,-0.9984758496284484,4984.0,ABN,345.0,8.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
YoGvCzSFtcs,2022-12-30,-0.9810099005699158,9167.0,ABN,410.0,19.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ow8qTYlNCxE,2022-12-30,0.9976327419281006,9981.0,ABN,405.0,11.0,Advocate _Sravan Kumar.png,Advocate Sravan Kumar,MEDIA,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
