ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,raghurama ,AP ,yuvagalam,amaravati,ambati rambabu,janasena party,ap employees,ap assembly session today,high court,alliance,polavaram,visakha,byreddy siddharth reddy,vijayasai reddy,kotamreddy ,roja,nellore ,yuvashakti,tadepalli,suprem court,ap development,tadipatri,Anam Ramanarayana Reddy,varahi ,nandigama,High Court
Yx3OrPG_Jrw,2022-11-10,-0.9920781254768372,9174.0,ABN,580.0,6.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3jcfbGhNmzI,2022-11-10,-0.9980127811431884,2082.0,ABN,596.0,0.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pXHWbBBiPfk,2022-11-10,-0.9902987480163574,1136.0,ABN,381.0,0.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
T3aYK7qUa-A,2022-11-11,0.997295081615448,2002.0,Sakshi,341.0,6.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VB53BamVZ18,2022-11-13,-0.9985367059707642,485.0,ABN,173.0,0.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0
5F5Z9WpG_3s,2022-11-13,-0.9958063364028932,741.0,ABN,75.0,1.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
JPi5nOHfBk4,2022-11-14,0.9908734560012816,9843.0,Sakshi,384.0,39.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VjARY-PbjtE,2022-11-14,0.9904807209968568,4545.0,ABN,372.0,4.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Ax_aaDDKyZw,2022-11-16,-0.998426914215088,27507.0,ABN,281.0,34.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
YwhPL8yYXbk,2022-11-16,-0.9941664934158324,14404.0,ABN,300.0,44.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_1Zy0NxkERc,2022-11-16,-0.994210124015808,3902.0,ABN,280.0,2.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
zaeY73APciA,2022-11-18,-0.998873770236969,2100.0,ABN,185.0,2.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZcoCOPq-tEE,2022-11-18,-0.9988328814506532,1842.0,ABN,240.0,1.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
zA_RVqQj2BU,2022-11-18,-0.9972679615020752,8037.0,ABN,200.0,7.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RIHXcgGPgFk,2022-11-18,0.9970357418060304,574.0,Sakshi,290.0,0.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KYoatpJV3jg,2022-11-19,-0.997379720211029,2120.0,ABN,233.0,2.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
NdQshGPQvLU,2022-11-19,0.9927167296409608,1327.0,TV9,586.0,0.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uin8f3iR8Ik,2022-11-20,-0.9905731081962584,1625.0,ABN,180.0,1.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LWkyd_7MjjM,2022-11-21,-0.9888415932655334,709.0,TV9,490.0,0.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9373doRDEUE,2022-11-22,0.9932583570480348,55633.0,TV5,495.0,197.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CKiC4pzzl5o,2022-11-22,-0.997014045715332,2325.0,TV9,318.0,0.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kSFgStCMIFE,2022-11-22,0.988582730293274,21213.0,TV5,515.0,44.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPeLCKRVmy8,2022-11-23,-0.5374605059623718,2235.0,TV9,199.0,14.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
wFX9swaI5-g,2022-11-23,-0.998449444770813,93210.0,TV5,465.0,110.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCDyg7qGalM,2022-11-23,-0.9992493987083436,2621.0,TV9,203.0,2.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z16wjPQQqEI,2022-11-24,0.9786381125450134,17034.0,TV5,88.0,38.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
t6W_B3uivrs,2022-11-26,0.9984637498855592,2952.0,TV9,504.0,4.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bgaqmj2FOzE,2022-11-26,-0.9981594681739808,20135.0,TV5,295.0,60.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
S0TTOyxxWQw,2022-11-26,0.9792461395263672,16515.0,TV5,345.0,29.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vaSxMEk8IBI,2022-11-26,0.99427729845047,26974.0,TV5,370.0,34.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xU-qx2AV2z0,2022-11-26,-0.996220052242279,3254.0,TV5,310.0,19.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
NxOEXN6k7gI,2022-11-26,-0.996945321559906,603.0,TV5,261.0,1.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
z1Te-ONqmPA,2022-11-28,-0.995162308216095,2762.0,ABN,175.0,7.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2uv9OzrAoSk,2022-11-28,0.9903608560562134,1402.0,Sakshi,421.0,4.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TduBQ2EYI2Y,2022-11-28,-0.9994891881942748,3476.0,ABN,145.0,5.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GXVrbhO5-Ls,2022-11-28,-0.998138189315796,2571.0,ABN,240.0,6.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D3vM1uEw5gY,2022-11-28,-0.9981352090835572,6947.0,ABN,305.0,7.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
aE6fbU35RAs,2022-11-29,-0.9968170523643494,44350.0,ABN,430.0,70.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jvmn3Zw3IQ8,2022-11-30,-0.9992465972900392,1107.0,TV5,160.0,1.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
yZ8VyofvXtk,2022-12-01,-0.9992095232009888,2997.0,ABN,140.0,6.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xkiByMYIT10,2022-12-01,-0.9984129667282104,1028.0,TV5,328.0,7.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Aw0Pk0IEofg,2022-12-01,-0.9893146753311156,940.0,ABN,278.0,3.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
agnjZbEG5vg,2022-12-01,-0.9925754070281982,1384.0,TV5,145.0,0.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
YdrsyoK53uk,2022-12-01,-0.9979165196418762,58186.0,ABN,558.0,36.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NiwdYUvfBQs,2022-12-01,-0.9908984303474426,518.0,TV5,133.0,1.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
qUwo_04xVX4,2022-12-01,-0.998804211616516,3408.0,ABN,210.0,11.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uDv1QkC_83E,2022-12-01,-0.9993886947631836,1439.0,ABN,180.0,3.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9NwCcGLdquY,2022-12-01,-0.9988940358161926,5806.0,TV5,360.0,14.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
qZePc5fFzkM,2022-12-01,-0.9975137710571288,2272.0,ABN,160.0,1.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gyO59PGiBUg,2022-12-02,-0.996838927268982,792.0,ABN,243.0,1.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-cBE9c0csLQ,2022-12-03,-0.994687557220459,685.0,TV9,159.0,0.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Vabzi-ZgCKk,2022-12-03,-0.9872335195541382,913.0,TV9,159.0,0.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ot5BNf76qVk,2022-12-03,-0.977447748184204,1105.0,TV9,327.0,0.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_qyUH0bxCyo,2022-12-03,-0.9955241680145264,532.0,TV9,328.0,0.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0
k-G0FH7FLoc,2022-12-03,-0.9090378880500792,2033.0,TV9,326.0,5.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ho6HoqqnZeo,2022-12-03,0.998401701450348,6496.0,TV9,193.0,5.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0
0NKiehVh81c,2022-12-04,0.9936410784721376,754.0,TV9,252.0,1.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Y0z3wUAaF2o,2022-12-05,0.7308987379074097,1633.0,ABN,308.0,0.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4qLyXnbg0Fk,2022-12-06,-0.9993213415145874,1783.0,TV9,211.0,2.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
978CCbUiQ6s,2022-12-06,-0.9980192184448242,1119.0,TV9,471.0,3.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rv5XrOpO_5M,2022-12-06,-0.993766188621521,1194.0,TV9,323.0,2.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
q2HtXxAmzWo,2022-12-06,-0.9966051578521729,2566.0,TV9,402.0,1.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0
q4GJYxl-WuQ,2022-12-06,0.9917157292366028,982.0,TV9,412.0,1.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HS9iw4QTMyU,2022-12-06,-0.9828197956085204,655.0,Sakshi,339.0,2.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8yQUxGw69ug,2022-12-06,0.9951326251029968,2641.0,ABN,215.0,3.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lQnKi1CkXZM,2022-12-06,-0.9763496518135072,1052.0,TV9,358.0,1.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y2j7lCFMIp0,2022-12-06,-0.9981496334075928,5354.0,ABN,140.0,16.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0
bdmTRwkBvw8,2022-12-06,0.9978488683700562,2255.0,ABN,265.0,5.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tA9jih_DGUI,2022-12-06,0.9986523985862732,4212.0,TV9,375.0,1.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AfpB6K-2a1s,2022-12-06,-0.9978147745132446,2634.0,ABN,280.0,3.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0
ZkjLYfR4tT8,2022-12-07,0.7008056640625,3323.0,ABN,425.0,1.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PxunsUBZkRk,2022-12-08,0.998454213142395,69261.0,TV9,100.0,12.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FRhuQTEnIuM,2022-12-11,0.9955331087112428,12311.0,TV5,121.0,18.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0
qFlR8acMWj8,2022-12-12,-0.9783318042755128,2367.0,ABN,313.0,15.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qJX1g0NAeJY,2022-12-12,-0.985877275466919,1382.0,ABN,339.0,7.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QjslparWZy8,2022-12-12,-0.9955161213874816,1935.0,ABN,180.0,12.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0Qp1UgZzBFA,2022-12-12,0.996861457824707,46511.0,TV5,440.0,80.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
VnGYcYbguHw,2022-12-12,0.9950188398361206,3121.0,TV5,430.0,9.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F85agamHypw,2022-12-14,-0.9975261092185974,1688.0,TV9,209.0,3.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6yKEkj2jFrk,2022-12-17,0.9960144758224488,2776.0,ABN,299.0,12.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ZNRr0WOd5Nk,2022-12-17,0.9373818635940552,5632.0,TV9,184.0,8.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
dHYOJHh6wh0,2022-12-18,0.9982840418815612,7217.0,TV9,173.0,8.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
NgyY0QqzXBQ,2022-12-18,-0.9986135959625244,4787.0,TV9,241.0,0.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_H6EXfhgszE,2022-12-19,-0.998525321483612,523.0,ABN,195.0,0.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OWNLKIBtnec,2022-12-19,-0.9668669104576112,2458.0,TV5,158.0,2.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0
3pMKfHrc1xY,2022-12-20,-0.9979720711708068,1206.0,ABN,385.0,2.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
i8d0ateWvgM,2022-12-20,-0.9979342222213744,7978.0,TV9,255.0,9.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v9wWnkNXXvM,2022-12-20,0.986791491508484,34329.0,TV5,514.0,23.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
LFejrwZh7m0,2022-12-21,0.9951673746109008,1416.0,TV9,502.0,0.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGoKbMJuPr0,2022-12-22,-0.9952927827835084,9627.0,TV9,255.0,7.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Nd-EqRfkYVg,2022-12-22,-0.9801433682441713,2255.0,TV9,220.0,1.0,mangalagiri.png,Alla Ramakrishna Reddy,YSRCP,Mangalagiri,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
