ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,Yellow Media,janasena party,ap employees,ap assembly session today,Atchannaidu,YSRCP Plenary,alliance,gudivada amarnath,polavaram,visakha,kotamreddy ,roja,nellore ,srikakulam,yuvashakti,tadepalli,investors summit,suprem court,ap development,tadipatri,gudivada ,Kodali Nani ,varahi ,maa nammakam nuvve jagan,nandigama
l2cqzMQeERA,2022-08-17,0.9889190793037416,11314.0,Sakshi,204.0,192.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
FNm_a95oUSc,2022-08-17,0.9862422943115234,37889.0,Sakshi,311.0,112.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
-COH4HpHx1M,2022-08-21,0.9898090362548828,4093.0,TV5,382.0,13.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nAhn9PhdQYo,2022-08-22,-0.9873365759849548,2797.0,Sakshi,524.0,23.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zijdfwr5MdI,2022-08-25,0.9980941414833068,1997.0,Sakshi,145.0,9.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1
XmufSWbOfeY,2022-08-29,-0.9989738464355468,7644.0,TV5,252.0,26.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
QSobuFBjvKU,2022-09-06,-0.9993701577186584,1414.0,TV5,135.0,3.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1
V0ROSRi7Iy8,2022-09-10,0.982382595539093,1813.0,Sakshi,394.0,10.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
JtrNtt9-RZ0,2022-09-12,-0.9960384368896484,1610.0,Sakshi,498.0,3.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qZAO_c_XtEc,2022-09-13,0.9884890913963318,1869.0,Sakshi,498.0,10.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
daWBQEIineo,2022-09-13,-0.9902077317237854,5639.0,Sakshi,509.0,31.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
reXLP3Rj8M8,2022-09-13,-0.996653378009796,5169.0,TV5,231.0,4.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3-QjAnr8gOk,2022-09-13,0.9823284149169922,4908.0,Sakshi,272.0,31.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MKKY_T96io8,2022-09-15,-0.9983861446380616,12949.0,Sakshi,220.0,11.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
p701VZoiS28,2022-09-15,-0.9985756874084472,2985.0,Sakshi,319.0,4.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
vA0Kimelcug,2022-09-16,0.9985608458518982,10419.0,Sakshi,393.0,21.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OlUyqlyNmQk,2022-09-16,0.9837333559989928,5919.0,TV5,267.0,6.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2d367F3O5Qk,2022-09-16,0.9949905276298524,54447.0,Sakshi,518.0,175.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
t-53xga0zNM,2022-09-17,0.9984631538391112,3511.0,Sakshi,183.0,9.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QGh8u3j2voQ,2022-09-22,-0.9958751797676086,6918.0,TV5,351.0,11.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0
nzfi-Ow0b7E,2022-09-24,0.996301770210266,2674.0,Sakshi,178.0,6.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2pVboMEi8-4,2022-09-24,0.9949513673782348,1002.0,Sakshi,362.0,1.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wvgLmgrTTxY,2022-09-24,0.9899740219116212,1567.0,Sakshi,591.0,18.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
oHGC3opVxlE,2022-09-26,-0.9602888226509094,8037.0,Sakshi,595.0,32.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
KfZBOfXemDk,2022-09-30,-0.9938217401504515,13730.0,Sakshi,211.0,97.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tYUJhziu1GI,2022-10-10,0.996753752231598,1648.0,Sakshi,73.0,2.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
FKHzn3Hge1c,2022-10-10,-0.9929788708686828,2877.0,Sakshi,255.0,21.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
to_w722mZOM,2022-10-10,-0.9968756437301636,6198.0,TV5,162.0,19.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jJJ-YT4h1Gg,2022-10-11,0.9928418397903442,4745.0,Sakshi,233.0,14.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
corEhHS5erU,2022-10-11,0.989096999168396,2762.0,Sakshi,522.0,42.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
H9t3S6c12q4,2022-10-11,-0.9957525730133056,3932.0,Sakshi,123.0,15.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
D1njyEAOEtk,2022-10-12,0.994140923023224,20400.0,Sakshi,399.0,250.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OH4it2w4wWA,2022-10-12,-0.9988226294517516,2718.0,Sakshi,221.0,11.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FamHKi4it1U,2022-10-12,-0.9976861476898192,1399.0,Sakshi,265.0,5.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
fpulqhotlpg,2022-10-12,0.990829586982727,2293.0,Sakshi,493.0,4.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bPgXybq6c0A,2022-10-13,-0.9992000460624696,2258.0,ABN,226.0,4.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grU7byqEN5A,2022-10-13,-0.9945451021194458,2071.0,ABN,401.0,3.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
bgzS5nB3L9o,2022-10-14,-0.9902969002723694,5675.0,Sakshi,495.0,18.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ze5ry62QMss,2022-10-14,0.9942212104797364,2140.0,TV5,190.0,5.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
_pu2bL093fI,2022-10-15,-0.9981579184532166,2262.0,ABN,185.0,32.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,1
W981fsGbaqs,2022-10-15,-0.9987779259681702,4399.0,Sakshi,399.0,185.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
CK6K6TC6RDA,2022-10-15,-0.9983277916908264,2372.0,Sakshi,359.0,81.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
hvR296lQmA0,2022-10-15,0.9967790246009828,2518.0,Sakshi,203.0,12.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
dHSTOn5ecNA,2022-10-16,-0.9932006001472472,667.0,ABN,156.0,6.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
l2w9bBcteaA,2022-10-16,-0.9984394907951356,27167.0,TV5,330.0,44.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6xvylfNUbrY,2022-10-16,0.9979079961776732,14143.0,Sakshi,561.0,144.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HFh15nPsP6U,2022-10-16,0.9952697157859802,2766.0,Sakshi,484.0,64.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
dnkgsgNa2rY,2022-10-16,-0.9943617582321168,7319.0,Sakshi,142.0,141.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
cokzTW4er6g,2022-10-18,-0.998007833957672,1746.0,Sakshi,138.0,36.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
qNcZwO_HIIc,2022-10-18,-0.9986446499824524,10569.0,Sakshi,205.0,122.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
Go2kezoCslU,2022-10-18,0.9933949112892152,16875.0,Sakshi,391.0,186.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
_efh-y2QSM0,2022-10-18,-0.9988124370574952,1235.0,Sakshi,324.0,10.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
EO_RYmSiXJM,2022-10-18,-0.99735826253891,3937.0,Sakshi,245.0,37.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8fEFD0Z5_jU,2022-10-27,0.930295467376709,8776.0,ABN,265.0,9.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
cWiz1DW4_3M,2022-10-27,-0.7984555959701538,1536.0,Sakshi,283.0,8.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
Z_6OkT-3ht4,2022-10-27,0.9986544847488404,4417.0,Sakshi,462.0,7.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
vASjhK98Dag,2022-10-27,0.9919215440750122,18406.0,Sakshi,310.0,124.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
-DTLFhHcc5g,2022-11-01,0.9974756836891174,880.0,TV5,170.0,7.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATSmXdKYm-8,2022-11-01,0.9976723790168762,544.0,TV5,265.0,0.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pIC_X4Gvjbw,2022-11-06,-0.99822336435318,22036.0,Sakshi,523.0,127.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3CamUlLEMQ,2022-11-08,0.9971523284912108,3817.0,Sakshi,49.0,10.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Ytlyv3pVjCg,2022-11-12,-0.99130517244339,864.0,ABN,77.0,2.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tErDwKNfBOc,2022-11-12,-0.9980852603912354,5355.0,Sakshi,494.0,28.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFh3aw4G3AI,2022-11-12,-0.997740626335144,5046.0,Sakshi,483.0,18.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SegnBq7GOz4,2022-11-12,0.9971157312393188,79739.0,Sakshi,570.0,391.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
httXbRyF3z8,2022-11-14,0.9959471821784972,4437.0,Sakshi,171.0,3.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kgt0C86X_2I,2022-11-18,-0.9947267174720764,1776.0,TV9,336.0,1.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
oSnhSXcUExQ,2022-11-19,0.9858740568161012,1644.0,TV9,518.0,0.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ji2uoQLbboE,2022-11-21,-0.9688612222671508,1380.0,ABN,220.0,0.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RoBmbBVUSKY,2022-11-22,-0.98812335729599,16065.0,TV5,265.0,14.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1
fvTnSngRw-k,2022-11-22,-0.9984000325202942,3998.0,TV9,268.0,1.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wXhAebRnFjs,2022-11-23,0.9984534978866576,1889.0,TV9,194.0,3.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
srYH_khDWyA,2022-11-28,0.9916280508041382,1027.0,Sakshi,490.0,4.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
lwfLp9ByNrc,2022-11-28,-0.9974319338798524,1062.0,TV9,123.0,0.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4SK9wyLvaF0,2022-11-28,-0.9930688142776488,2254.0,Sakshi,510.0,6.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BJVBadZXt0U,2022-11-28,0.9976673126220704,13853.0,Sakshi,501.0,86.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Nz9EyYRnXpE,2022-11-28,-0.9970210194587708,1338.0,TV9,154.0,1.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
A-lVzANxtgY,2022-11-28,0.9825130701065063,823.0,Sakshi,522.0,2.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_CPBcr-I2-g,2022-11-29,-0.9045612812042236,7939.0,TV9,310.0,9.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
iuS09UTPGHE,2022-11-29,0.9807834029197692,6112.0,Sakshi,343.0,8.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7lqJJ-xqwmI,2022-12-03,-0.9902418255805968,2067.0,TV9,283.0,13.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
CPcp8A2HilE,2022-12-03,-0.9991833567619324,2168.0,TV9,151.0,5.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ji3iu8rVYBk,2022-12-03,-0.9986972212791444,2023.0,TV9,314.0,1.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cku1cEIrH70,2022-12-04,-0.9946194887161256,2389.0,Sakshi,170.0,13.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Rwt6eG2cbvo,2022-12-04,-0.9926115870475768,1049.0,TV9,163.0,3.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04nA1EpVQ3o,2022-12-04,-0.998271346092224,1295.0,Sakshi,188.0,3.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
S0c_SdhjwD0,2022-12-04,0.9932141304016112,3150.0,Sakshi,79.0,25.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
lVNJWm7Kjb4,2022-12-04,0.9933699369430542,1592.0,Sakshi,515.0,10.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DtPAXsOIsVE,2022-12-11,-0.9954332113265992,6165.0,Sakshi,235.0,28.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0
dypwt9TsSAI,2022-12-12,0.9927769899368286,1792.0,TV9,60.0,17.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_pAb4BhbpGk,2022-12-12,-0.9978450536727904,14768.0,TV9,72.0,210.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G-pSdrEoEsg,2022-12-12,0.9977049231529236,1221.0,TV9,213.0,3.0,ankapalle.png,Gudivada Amarnath,YSRCP,anakapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
