ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,raghurama ,AP ,yuvagalam,amaravati,ambati rambabu,YS Viveka Case,Yellow Media,panchayat elections,Kuppam,janasena party,tdp pattabhi,ap employees,Sajjala ,ap assembly session today,jr ntr,Atchannaidu,YSRCP Plenary,high court,alliance,Peddireddy ,vangalapudi anitha,ambati rambabu ,polavaram,visakha,byreddy siddharth reddy, vidadala ,Kakani,vijayasai reddy,jogi ramesh ,kotamreddy ,roja,vidya deevena,nellore ,srikakulam,yuvashakti,tadepalli,ayyanna patrudu ,ys vijayamma,Pension,vangaveeti radha,suprem court,perni nani ,tdp leaders arrest,ap development,balineni srinivasa reddy,tadipatri,gudivada ,Kodali Nani ,varahi ,nellore mekapati,maa nammakam nuvve jagan,nandigama,High Court
M_MreNInyZw,2022-09-25,0.9985626339912416,136775.0,Sakshi,555.0,235.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nuH6EX9G-G8,2022-09-25,0.9973918199539183,21181.0,Sakshi,429.0,70.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7qAnT59nVdo,2022-09-25,0.9978076815605164,3548.0,Sakshi,226.0,10.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
eE2oIRxuMFQ,2022-09-25,0.9986333250999452,5672.0,Sakshi,516.0,18.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rfXHM_U0NPI,2022-09-27,-0.9863392114639282,319.0,TV5,245.0,0.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1d9F7PGJ-NU,2022-09-28,-0.9926344752311708,2444.0,TV5,234.0,1.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
alwbFjh7nho,2022-10-01,-0.9984126091003418,4276.0,TV5,145.0,17.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
jROFFgPJJ68,2022-10-01,-0.9911919236183168,2916.0,TV5,170.0,12.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
SbEr98W8YmY,2022-10-02,-0.9990758895874025,2959.0,Sakshi,321.0,17.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
iIm4ZH6Eo8o,2022-10-02,0.9987565279006958,175.0,TV5,82.0,1.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1zm9D-JcJfk,2022-10-02,0.9987370371818542,642.0,TV5,199.0,1.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maIiHPZaa-Q,2022-10-02,0.9963808655738832,18384.0,Sakshi,289.0,50.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
RIVj8RrNIfQ,2022-10-03,0.9971489310264589,547.0,TV5,285.0,2.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k1uawtwi-v4,2022-10-03,0.9938602447509766,860.0,Sakshi,444.0,1.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9vkK6P2Wt8s,2022-10-04,-0.9919821619987488,2337.0,TV5,353.0,0.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N-nNzPISThY,2022-10-05,0.9985781908035278,4037.0,Sakshi,523.0,11.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JJ2cTqB3nd0,2022-10-05,0.995717465877533,2152.0,TV5,510.0,2.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RqNQpz4os2w,2022-10-08,-0.998498558998108,3303.0,TV5,195.0,10.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JrxzBALK8nE,2022-10-08,-0.9981824159622192,1064.0,TV5,318.0,4.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
GZ2VGMJd1fM,2022-10-08,0.9924414157867432,805.0,TV5,370.0,0.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
6rJqaD6zFAw,2022-10-10,-0.9971182346343994,1198.0,TV5,265.0,5.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
IBFORdLiYdM,2022-10-10,-0.9931796789169312,119492.0,Sakshi,430.0,193.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gwt9a9xqRyw,2022-10-10,-0.9985430240631104,1772.0,TV5,220.0,6.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1zl2xSmoB9M,2022-10-10,0.9509682655334472,12653.0,Sakshi,392.0,56.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wORT2-xxBVU,2022-10-11,0.9927782416343688,7989.0,TV5,382.0,7.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9B__wNjHEc4,2022-10-11,-0.9444124698638916,533.0,TV5,97.0,0.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hAj8FJhpk1M,2022-10-11,-0.9788402318954468,165.0,TV5,64.0,0.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bwWfkYiFNbE,2022-10-12,0.9925657510757446,5235.0,TV5,95.0,12.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_04LTrXvunQ,2022-10-12,0.9952777624130248,8896.0,TV5,185.0,16.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1M4zYRwbpSM,2022-10-12,-0.997195601463318,2059.0,Sakshi,139.0,11.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SuUZnlAM_fs,2022-10-12,0.9761091470718384,625.0,TV5,153.0,5.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uNRmC4qh1dA,2022-10-12,0.9881581664085388,21966.0,TV5,545.0,26.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hm9WpFLaF_Q,2022-10-14,0.9892765283584596,3906.0,Sakshi,62.0,3.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7bkn9uboQuQ,2022-10-14,0.9982097148895264,2732.0,Sakshi,539.0,9.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v2hxQfMu9N8,2022-10-14,-0.9933696985244752,8239.0,TV5,315.0,7.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pGEqPGrgwbc,2022-10-14,-0.9929832220077516,1082.0,Sakshi,261.0,5.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-SjN-GL21fw,2022-10-15,-0.9978500604629515,1456.0,ABN,292.0,2.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
XlDlyZLnwyE,2022-10-16,-0.999502658843994,31790.0,TV5,202.0,43.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6xvylfNUbrY,2022-10-16,0.9979079961776732,14143.0,Sakshi,561.0,144.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HFh15nPsP6U,2022-10-16,0.9952697157859802,2766.0,Sakshi,484.0,64.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WdBH5Yv38lw,2022-10-17,-0.9990259408950806,9041.0,Sakshi,157.0,65.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1Bh0uM9-sg,2022-10-18,-0.9980790615081788,925.0,ABN,275.0,1.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
y3yLvdITQ-8,2022-10-18,0.9856500029563904,6213.0,ABN,450.0,10.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EQurJ4u3E4A,2022-10-18,-0.999350607395172,4866.0,ABN,265.0,8.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4NBGiaCWAm8,2022-10-19,-0.998234748840332,12544.0,ABN,390.0,18.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c5E-0SgXFi8,2022-10-19,0.9923123717308044,34437.0,TV5,505.0,67.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zL-Kc2A3pZM,2022-10-19,0.9891988635063172,3630.0,Sakshi,499.0,11.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pc50BzIwj7M,2022-10-19,-0.9968966245651244,10108.0,Sakshi,491.0,64.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cQ71LBPAswc,2022-10-19,-0.999419927597046,33853.0,Sakshi,134.0,427.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_UXq5H3KK5A,2022-10-19,0.9863702058792114,2156.0,Sakshi,579.0,12.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CvgDQbopouM,2022-10-20,-0.996459424495697,20849.0,Sakshi,574.0,115.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2MsfaeXazKg,2022-10-21,0.998427391052246,551336.0,Sakshi,373.0,809.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FC1ZJp19Kow,2022-10-22,0.9934890270233154,1880.0,TV5,326.0,1.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
T8rrdUc04JY,2022-10-22,-0.9977988600730896,71008.0,Sakshi,223.0,105.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
kkQpAIFFMc8,2022-10-23,0.9983518123626708,690.0,TV5,207.0,1.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mxjYRLZSz3Y,2022-10-24,0.993296444416046,3975.0,Sakshi,540.0,8.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frutLqD_Vp4,2022-10-25,-0.9974355101585388,1439.0,TV5,245.0,2.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aXnLpipihVk,2022-10-25,0.9987969398498536,13392.0,Sakshi,408.0,37.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pAjSHBA8Fhs,2022-10-27,-0.9985602498054504,420.0,Sakshi,124.0,2.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ba18re559Ng,2022-10-27,-0.9978188276290894,342.0,ABN,467.0,0.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0ZKxFdw5JM,2022-10-27,-0.9991483688354492,562.0,TV5,217.0,0.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
txXZtLFfQeY,2022-10-27,-0.993698239326477,1177.0,TV5,204.0,0.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PiSdwdkCJsY,2022-10-27,0.9980114698410034,1916.0,Sakshi,417.0,6.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jJryK_EHhYc,2022-10-29,0.9888157844543456,784.0,TV5,504.0,2.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gYcuahHLr5c,2022-10-29,-0.999242663383484,2763.0,TV5,310.0,5.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3jPiXwrwGK0,2022-10-29,0.8542861938476562,4814.0,ABN,545.0,18.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
