ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,AP ,yuvagalam,amaravati,Kuppam,janasena party,ap employees,Sajjala ,ap assembly session today,alliance,Peddireddy ,polavaram,visakha,byreddy siddharth reddy
t4-KbAiH1N0,2023-02-01,-0.9957916736602784,2912.0,TV5,310.0,5.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
r2B7VmC7O7k,2023-02-01,-0.9945249557495116,20671.0,TV9,218.0,22.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
u1gG6xSySy8,2023-02-01,-0.999242663383484,8968.0,TV5,270.0,9.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EyIY-VvgXxs,2023-02-01,0.9920543432235718,6095.0,TV5,125.0,8.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hRX7V41rbpk,2023-02-01,0.996254563331604,3185.0,TV9,310.0,3.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ePrHLV_UOE8,2023-02-01,-0.9985047578811646,18501.0,ABN,239.0,28.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FbV7-OJKvOg,2023-02-01,-0.9984707236289978,2192.0,TV9,585.0,2.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
882tM-B0f3E,2023-02-01,0.9940879344940186,2409.0,TV5,451.0,0.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PRgGTMnnMJ4,2023-02-01,-0.999488353729248,3060.0,ABN,235.0,6.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ViCuZ_6b5J8,2023-02-01,0.996831715106964,3373.0,TV9,447.0,2.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
thyxouESOGA,2023-02-01,0.990605652332306,10024.0,TV5,255.0,7.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74M404IOLWE,2023-02-01,-0.8844354748725891,2090.0,TV5,140.0,3.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U37UIs4nngA,2023-02-01,0.91835355758667,6520.0,TV9,264.0,28.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zVCLG9VDXIc,2023-02-01,-0.9978001713752748,9508.0,TV9,148.0,5.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
77M8k1DRxE8,2023-02-01,0.9941483736038208,16346.0,TV9,268.0,11.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8lhMMQoxxLY,2023-02-01,0.9341000318527222,3683.0,ABN,185.0,1.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-ILujbjhRco,2023-02-01,-0.9971386194229126,1940.0,TV9,263.0,3.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ejRD4tOXiyE,2023-02-01,-0.9986215829849244,3671.0,ABN,244.0,2.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
zXq4azFKLPI,2023-02-01,0.9979706406593324,12791.0,TV9,245.0,25.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
-yDugtNoiOM,2023-02-01,-0.9991206526756288,110640.0,TV5,515.0,68.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
IdBbqQT4aPI,2023-02-01,-0.9932177662849426,4106.0,TV9,308.0,7.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
eqrGWdqvGDA,2023-02-01,-0.998903751373291,5947.0,ABN,270.0,9.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1
b9E1K2h98IU,2023-02-01,0.9981733560562134,2869.0,TV9,245.0,3.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
fZfQNjvQ4b8,2023-02-01,-0.9973852038383484,5728.0,ABN,355.0,2.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U1mPKhIHjJk,2023-02-01,-0.9989338517189026,18778.0,ABN,362.0,25.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P5DdCsX6Noc,2023-02-01,-0.9981476068496704,16496.0,TV9,321.0,19.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k0pkh9OGRFc,2023-02-01,-0.997983455657959,7354.0,TV9,123.0,20.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1
38lDLR91wmI,2023-02-01,-0.9971375465393066,3935.0,TV5,170.0,5.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wbywuq0axMA,2023-02-01,-0.998198926448822,14210.0,TV9,433.0,11.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iLsC3kf5Fcg,2023-02-01,-0.9788581728935242,7507.0,TV5,155.0,12.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
g-hfjkpgjj4,2023-02-01,-0.9942892789840698,3124.0,TV9,243.0,8.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OAwug2CK5_M,2023-02-01,0.9959231615066528,10298.0,TV9,214.0,4.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cBF-e088qQs,2023-02-01,0.9971776008605956,1372.0,TV9,268.0,4.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
eGdFmHHLl2M,2023-02-02,0.9975124597549438,833.0,TV9,140.0,0.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QxwFBin2_yk,2023-02-02,0.9950239658355712,4533.0,TV5,251.0,2.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP5IshbeDCs,2023-02-02,-0.9973984956741332,5610.0,TV5,510.0,2.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
dASD4QspS-I,2023-02-02,-0.9960529804229736,2658.0,TV9,429.0,0.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
s1qRJhJUM0I,2023-02-02,-0.991126835346222,32862.0,TV9,155.0,26.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
keXKqORWZfs,2023-02-02,-0.9966174960136414,7447.0,ABN,466.0,3.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QNq48N6VyM4,2023-02-02,0.9898170232772828,1882.0,TV5,461.0,0.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0
NAV4WzUHTPU,2023-02-02,-0.9982507824897766,871.0,TV9,19.0,1.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
W3zRCci9Fq0,2023-02-02,0.9943097829818726,16895.0,TV5,318.0,15.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
s1j42FwWKfM,2023-02-02,-0.9917076230049132,3469.0,TV5,75.0,3.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
cjCaNCWiAbc,2023-02-03,-0.9976739287376404,3631.0,ABN,146.0,2.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAKPem09CM8,2023-02-03,-0.999479591846466,32119.0,TV9,44.0,5.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S1Bgtjx5VGc,2023-02-03,-0.9975320100784302,134548.0,TV9,238.0,10.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
PD8e-3b50Mg,2023-02-03,-0.9975420236587524,2439.0,ABN,123.0,3.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
lEHdI1_kJFw,2023-02-03,-0.9994702935218812,14429.0,ABN,494.0,10.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RE0aGPOxqsE,2023-02-03,0.9896755814552308,5550.0,TV9,311.0,4.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jgPdbhHVa0o,2023-02-03,-0.9647335410118104,430194.0,ABN,441.0,296.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
XMOA5duQUVo,2023-02-03,-0.9986903071403505,2506.0,TV5,109.0,2.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9m70Xb9NVWc,2023-02-03,-0.9987732768058776,136567.0,ABN,303.0,68.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
P_HRvx1SlGQ,2023-02-03,-0.9925846457481384,8450.0,ABN,116.0,8.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1ItGponJZks,2023-02-03,0.9961223006248474,61522.0,TV5,140.0,60.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0
7IjyWu3Whno,2023-02-03,-0.9959101676940918,30038.0,TV5,195.0,18.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TihbBNn1IGE,2023-02-03,-0.994088888168335,3462.0,ABN,206.0,2.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8CisHR1OW38,2023-02-03,0.9982709884643556,22989.0,TV9,349.0,27.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mwuvtwMf78I,2023-02-03,-0.9962111711502076,157945.0,ABN,281.0,56.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRcU7hMU_XI,2023-02-03,-0.9985888600349426,13679.0,TV9,50.0,4.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93z_KqO_2Fg,2023-02-03,-0.9985707998275756,3626.0,TV9,177.0,1.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
HpfhxH0b9tM,2023-02-03,0.5007063150405884,54539.0,TV9,230.0,6.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lyPmj7aFL44,2023-02-03,-0.9973621964454652,21859.0,TV5,200.0,37.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
4RIDQ7YOKL0,2023-02-03,0.992272973060608,142885.0,TV5,200.0,160.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1
nyMHBOxIob0,2023-02-03,-0.9972922205924988,5735.0,ABN,253.0,4.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Uw4IIURFjVM,2023-02-03,-0.9978171586990356,3497.0,ABN,320.0,4.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
r7611j-aaCc,2023-02-03,-0.9977455735206604,3498.0,TV9,281.0,7.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0kAMCf7zgAw,2023-02-03,-0.994178056716919,121491.0,ABN,295.0,41.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QjoeNwBfmcg,2023-02-03,-0.9907406568527222,4048.0,TV9,319.0,4.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cQuC3wjX21g,2023-02-03,0.9908984303474426,47432.0,TV9,211.0,0.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FaR6EEO-fP0,2023-02-04,0.9980837106704712,16492.0,TV5,130.0,21.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
kroH3ykJWak,2023-02-04,0.9920175075531006,2973.0,TV9,261.0,4.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nwBTnyoDjIg,2023-02-04,-0.9953315854072572,12150.0,ABN,103.0,16.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9ZvWTherpS0,2023-02-04,0.9949480295181274,3971.0,TV5,115.0,4.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zg0bXl_u4SU,2023-02-04,0.9935194849967957,3307.0,TV9,277.0,11.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I4AELJ_Ws6Y,2023-02-04,-0.9930631518363952,2248.0,TV9,421.0,1.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
ukptIuyRF-Q,2023-02-04,-0.9798198342323304,109162.0,TV5,474.0,96.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
bQGoO3T1tm4,2023-02-04,-0.9978273510932922,20140.0,TV9,21.0,3.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i5YFJuJNNLQ,2023-02-04,0.9888929724693298,66818.0,TV5,185.0,64.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A7hhrZMqCgk,2023-02-04,0.9984177350997924,16232.0,TV5,540.0,17.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
ToSLiVzUc_c,2023-02-04,-0.9962309002876282,5469.0,ABN,342.0,3.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1
z0HGUk507QI,2023-02-04,0.9917536973953248,1184.0,TV9,151.0,2.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
RwZtAQV01to,2023-02-04,-0.8472604751586914,5431.0,TV9,423.0,14.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0
ghcrLREuqBw,2023-02-04,0.9954642653465272,3999.0,TV9,168.0,0.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RhAUjPQz3w8,2023-02-04,-0.9902003407478333,2327.0,TV9,308.0,1.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0
LuEzjdPnwL4,2023-02-04,-0.9917791485786438,3214.0,TV9,599.0,6.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
OCWI9F3wLWo,2023-02-04,0.5664181709289551,4333.0,TV9,243.0,5.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
zpFKFh8bVaM,2023-02-04,-0.996819257736206,1701.0,TV9,264.0,5.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Xr85lbMj3Ac,2023-02-04,-0.999391794204712,1681.0,ABN,277.0,3.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IlyBy3ez0ks,2023-02-04,-0.9986146688461304,576376.0,ABN,342.0,239.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
oHvX8DZ5D7k,2023-02-04,0.9898540377616882,4091.0,TV5,130.0,3.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
jLeLFlthcFs,2023-02-04,0.9854055643081664,3201.0,TV5,105.0,2.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
I_X4acWqJGM,2023-02-04,0.990312933921814,3311.0,TV9,264.0,10.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
vYLqycW8eaE,2023-02-04,-0.9966241121292114,21413.0,TV5,250.0,25.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
WXFcKVhGDjI,2023-02-04,-0.9969173669815063,2017.0,TV9,262.0,4.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gr4bQHuHIoY,2023-02-04,-0.9983283877372742,2528.0,TV9,264.0,4.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
fqszFAyQxV8,2023-02-05,0.9953566193580629,1770.0,ABN,215.0,4.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S3vMwqICG5E,2023-02-05,0.9967915415763856,58609.0,TV9,152.0,157.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-BIJZad_bb4,2023-02-05,-0.9952375888824464,3923.0,ABN,145.0,6.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6MtHNNOndJc,2023-02-05,-0.993819773197174,13872.0,ABN,140.0,10.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
zXA9cCLDxLw,2023-02-05,-0.9889379739761353,12126.0,TV9,279.0,44.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BkL6wy0Oqc0,2023-02-05,0.9966148734092712,333.0,TV9,245.0,1.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wG43-5trBDE,2023-02-06,-0.998606503009796,4208.0,ABN,201.0,2.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
qY4X7EbZlOE,2023-02-07,0.9959657192230223,231385.0,TV5,510.0,433.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G81EnZKJ4XQ,2023-02-07,-0.9971855282783508,2986.0,ABN,310.0,4.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
RMP8-lGZXr8,2023-02-07,0.995206654071808,16365.0,TV5,240.0,12.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
btq9ThJEPsQ,2023-02-07,-0.996344029903412,495.0,ABN,118.0,0.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
aZhCaJF_yso,2023-02-07,0.9870299696922302,109613.0,TV5,220.0,142.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
riLnil0Pm0M,2023-02-07,0.996392786502838,18131.0,Sakshi,118.0,144.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESkYWCXDs5g,2023-02-07,-0.9981301426887512,3070.0,ABN,192.0,3.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SEIWLLI5E5k,2023-02-07,-0.9984664916992188,130753.0,ABN,119.0,101.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
xTzSsHHKfe8,2023-02-08,0.7451719045639038,6971.0,TV9,239.0,6.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
