ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,janasena party,ap employees,ap assembly session today,alliance,vangalapudi anitha,polavaram,visakha,byreddy siddharth reddy,roja,nellore ,yuvashakti,tadepalli,ys vijayamma,Pension,suprem court,ap development,tadipatri,varahi ,maa nammakam nuvve jagan,nandigama
eos8PeqorUk,2023-01-05,-0.9945412278175354,12551.0,TV5,96.0,12.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
qiE0xN-5-jc,2023-01-06,0.9938223361968994,138322.0,TV5,190.0,114.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qeKu-W-_MiQ,2023-01-06,0.9977533221244812,5764.0,Sakshi,134.0,3.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
8FMR4I75a6k,2023-01-06,-0.9826274514198304,16188.0,Sakshi,370.0,62.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bv6TUwr9egg,2023-01-07,0.9929377436637878,30172.0,TV9,432.0,15.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1zXMegCLqOo,2023-01-07,-0.990515947341919,914.0,Sakshi,290.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jEOZb7YxpME,2023-01-07,-0.9976304769515992,25920.0,TV9,397.0,11.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_A1lySdKxo,2023-01-08,0.9010125398635864,2354.0,TV9,134.0,6.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
pVZ0-hEtADM,2023-01-08,-0.9943488240242004,152332.0,TV9,396.0,83.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FlR7TbCZsEw,2023-01-08,0.9945613741874696,16699.0,TV5,204.0,38.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE8W-woH-tA,2023-01-08,-0.9955793023109436,117300.0,TV9,390.0,78.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5_SOOL9TVxQ,2023-01-09,0.9945974349975586,1226.0,TV9,135.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
fV0qk5o1MGg,2023-01-09,0.7616948485374451,13383.0,ABN,274.0,19.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NWlggwoBM1s,2023-01-09,-0.993844985961914,38547.0,TV9,175.0,19.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CsUqocr1v4c,2023-01-10,-0.9986187219619752,337901.0,TV9,469.0,518.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kohcaai9V34,2023-01-10,0.9955233335494996,28168.0,Sakshi,558.0,65.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JMtyRCZfcLE,2023-01-10,-0.9932490587234496,1915.0,TV9,273.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MjUKznUB7Uw,2023-01-10,-0.998596727848053,3036.0,TV9,270.0,8.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1
52j9QaFxlPM,2023-01-12,-0.9957375526428224,3476.0,ABN,289.0,7.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
fqEJEDgaLgY,2023-01-13,0.9863100051879884,4021.0,TV9,99.0,2.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nBIQZcWeF80,2023-01-13,-0.9970918893814088,120996.0,TV9,389.0,10.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4nXguuUSkag,2023-01-13,-0.9973747730255128,2455.0,TV9,233.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iFUMVByT970,2023-01-13,-0.99934059381485,27737.0,TV5,595.0,35.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x080UICPmwk,2023-01-13,0.9983811378479004,3320.0,TV5,177.0,4.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HLWBpTbjXSU,2023-01-14,0.998773157596588,2343.0,TV9,284.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ou0WC5gwfs0,2023-01-14,0.998891055583954,790.0,TV9,267.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0
zNFRhVOQR3M,2023-01-14,0.9982342720031738,2688.0,TV5,139.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6FtYap52XPQ,2023-01-14,0.995654821395874,1724.0,TV9,389.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M8ywCNk9doc,2023-01-14,0.997998297214508,2097.0,TV9,213.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
helcLOVEhcs,2023-01-15,0.9938451051712036,1454.0,TV9,270.0,5.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
YZz39jJaYBU,2023-01-15,0.998894989490509,2511.0,TV9,268.0,2.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
evPYKW2kyRA,2023-01-15,0.9989153146743774,6406.0,TV9,173.0,15.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
HTT9_EmpGYY,2023-01-16,0.9983308911323548,1539.0,TV9,213.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rY6u22m_cXA,2023-01-17,-0.9743106365203856,317.0,ABN,242.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F4LD0y1tFb0,2023-01-17,-0.9986061453819276,1134.0,ABN,60.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
VypWC6Podgg,2023-01-17,0.9948620200157166,4049.0,TV5,285.0,3.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0
hs3on2_ZOzk,2023-01-17,0.99617600440979,8382.0,Sakshi,425.0,4.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sEN8ZcJhBxE,2023-01-17,-0.9984757304191588,2732.0,ABN,255.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8OF3CLZ967I,2023-01-17,0.9880826473236084,579.0,TV5,119.0,2.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8XA3iYZ6-2Y,2023-01-17,-0.9886534810066224,1220.0,TV5,153.0,4.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tumk8AAo0_E,2023-01-19,-0.9955505132675172,1731.0,TV5,82.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
s8sv-OHZ_-U,2023-01-20,0.9981775283813475,3367.0,Sakshi,143.0,1.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0
oJQav4nN-BY,2023-01-20,-0.9979379773139954,701.0,ABN,159.0,1.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GKQmuAbMZB0,2023-01-20,-0.9975200295448304,870.0,TV9,285.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FZG7271C3Xw,2023-01-21,-0.9982157945632936,4061.0,TV9,109.0,5.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WlmTQPSy3RA,2023-01-21,-0.998766303062439,4087.0,ABN,328.0,2.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hRG5uP_5nXM,2023-01-21,-0.9677355885505676,4060.0,TV5,167.0,5.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
rtVQYpSvwkM,2023-01-21,-0.9983221888542176,1459.0,TV9,76.0,2.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZZVA6aPNK8,2023-01-22,0.9978233575820924,1705.0,TV5,169.0,3.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
nWw4HCpIpLA,2023-01-22,0.9981802701950072,2190.0,TV9,62.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CyxPYuKZji0,2023-01-22,-0.9927552342414856,25763.0,TV5,283.0,12.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O7jfBhnIO64,2023-01-23,-0.9875065088272096,770.0,TV5,244.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GymLyuqdSK8,2023-01-23,0.9933547973632812,951.0,TV5,162.0,6.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXmFbeQpICI,2023-01-24,-0.9955581426620485,278.0,TV5,173.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0
Od2eo3Z_b7o,2023-01-24,0.9985777139663696,1666.0,ABN,215.0,1.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
C2jm53MNVS0,2023-01-26,0.9949091076850892,885.0,ABN,392.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hD40pJtwE_o,2023-01-26,0.9983807802200316,4132.0,TV9,234.0,2.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
X89s2JrYBKY,2023-01-26,0.9986227750778198,727.0,ABN,105.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
06xmbcVftIw,2023-01-26,0.9980720281600952,1977.0,ABN,307.0,2.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
oGrz8XAoczg,2023-01-28,-0.996509850025177,2786.0,ABN,451.0,7.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pc7gkCRB-XI,2023-01-30,-0.9923405647277832,677.0,ABN,283.0,1.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
jq4gpggFOVY,2023-01-31,0.9833692908287048,8058.0,TV9,348.0,22.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R-GxZiNUKXo,2023-02-04,0.9945993423461914,913.0,TV5,73.0,1.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kc2ZL_PfABE,2023-02-06,0.9938348531723022,1015.0,TV5,477.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0_K0bJ2RDus,2023-02-06,0.9891614317893982,6509.0,TV5,255.0,7.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1
A7ob9iaBhOY,2023-02-08,-0.997904658317566,2160.0,TV5,534.0,4.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AHiZKlq0Js0,2023-02-08,-0.9898419976234436,3274.0,TV5,255.0,2.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XuhfcNiUI6g,2023-02-08,-0.985753893852234,44925.0,TV5,180.0,25.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2Pc2jz1sxhs,2023-02-08,-0.9994038343429564,7061.0,TV5,156.0,16.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PEnVPDNVFzU,2023-02-08,-0.99766206741333,5524.0,TV5,116.0,5.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
BMR8Y6IXQuI,2023-02-08,0.9979172348976136,2612.0,TV5,470.0,1.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ovh7xbNjO5I,2023-02-09,-0.9870423078536988,2282.0,Sakshi,162.0,2.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sMIdmfntdsI,2023-02-09,0.9984574317932128,691.0,ABN,318.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
fzbJyqUKlOo,2023-02-10,0.9719404578208924,446.0,TV5,190.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
cghUcBFCzGY,2023-02-10,-0.9985764026641846,740.0,TV5,175.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0
pb2J_D8f4KI,2023-02-10,-0.9975438714027404,3661.0,TV5,85.0,3.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Qs1F38WXhfU,2023-02-14,-0.9907622933387756,467.0,ABN,273.0,3.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
S67LDlgci6M,2023-02-14,-0.9977596998214722,523.0,ABN,291.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0978ejAyyzI,2023-02-14,-0.9876713752746582,571.0,ABN,130.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q_GG-n2ghtg,2023-02-15,-0.9991852641105652,6265.0,Sakshi,252.0,21.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cA6ghx16_JA,2023-02-15,0.9982812404632568,45747.0,TV5,388.0,68.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r8moSvNwscE,2023-02-17,-0.975594699382782,1496.0,ABN,385.0,6.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRws6kaGUsY,2023-02-18,0.9988491535186768,4758.0,TV5,296.0,2.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
zMBrsK6w63Y,2023-02-18,0.9986016154289246,750.0,TV9,327.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-ybrpcB_938,2023-02-19,0.9936471581459044,6872.0,TV9,46.0,4.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q2u40SJz8NI,2023-02-20,-0.9990211725234984,923.0,ABN,221.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZASbTxv2EL4,2023-02-20,-0.9981226325035096,2645.0,TV5,281.0,2.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1iq4uqLoxv8,2023-02-20,-0.9989780187606812,273192.0,TV9,38.0,203.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
fVOslIZpVhk,2023-02-20,-0.997905135154724,2633.0,TV5,195.0,1.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WDjCY-iwmvw,2023-02-20,-0.9977259039878844,4318.0,TV5,188.0,4.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
yu_dp09gPSw,2023-02-27,0.9982293248176576,1274.0,TV9,291.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
rdh_X-xk57k,2023-02-27,0.9908135533332824,594.0,TV9,260.0,1.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0
Cz-8FbBNFFA,2023-02-27,0.9865424633026124,1437.0,TV9,275.0,1.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F2_gdGvvHFc,2023-02-27,-0.9875584840774536,580.0,TV9,301.0,1.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1
MCsYcfSGe9A,2023-03-01,-0.9871059656143188,427.0,ABN,75.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FkO0rY4tA8A,2023-03-03,-0.9939613342285156,569.0,TV5,76.0,1.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
W_kXc1vEB70,2023-03-03,0.9933652281761168,668.0,TV5,254.0,1.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
