ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,janasena party,ap employees,ap assembly session today,alliance,vangalapudi anitha,polavaram,visakha,byreddy siddharth reddy,roja,nellore ,yuvashakti,tadepalli,ys vijayamma,Pension,suprem court,ap development,tadipatri,varahi ,maa nammakam nuvve jagan,nandigama
0-SVs9AwbuQ,2022-10-15,0.9967948794364928,1694.0,TV5,435.0,3.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1NQGL3Aywp0,2022-10-16,0.9974965453147888,7995.0,TV5,351.0,10.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wbZP8Iw9eRs,2022-10-17,0.990054726600647,17765.0,TV5,335.0,31.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
kAeW7qC0eEs,2022-10-18,-0.9852563142776488,3451.0,ABN,194.0,1.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3HM92clvjA8,2022-10-19,0.9964649677276612,468.0,ABN,99.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
oiaE3s74KBE,2022-10-19,-0.99224853515625,779.0,ABN,244.0,1.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
h0ghU9GKxVE,2022-10-20,-0.9948828220367432,1776.0,TV5,275.0,4.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eqCZS6l4h1Y,2022-10-20,0.9979214072227478,1841.0,TV5,320.0,3.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
zY-OeuCzeV4,2022-10-23,-0.9973133206367492,7783.0,TV5,265.0,29.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
ewuyYY1dpa8,2022-10-25,0.9986263513565063,2963.0,TV5,468.0,1.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f_TqGW7y1UA,2022-10-25,0.9942804574966432,4303.0,Sakshi,154.0,12.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
dV3zXITqG8w,2022-10-25,0.9900076389312744,2774.0,TV5,142.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uYoeIQuAaBc,2022-10-26,-0.9973503351211548,4049.0,Sakshi,78.0,14.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pqNvuZdRKxU,2022-10-29,-0.99686998128891,844.0,TV5,250.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
iUb590Lgesw,2022-10-30,-0.9984428286552428,4295.0,ABN,53.0,8.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9LQ43VMk3Pw,2022-11-01,-0.9994741082191468,1670.0,TV5,250.0,5.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0
AqrLYg3-liE,2022-11-02,-0.996170461177826,2556.0,TV5,350.0,1.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uMl9jiOyWoo,2022-11-02,-0.9986212253570556,5839.0,ABN,357.0,9.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s-UqnWP3fqc,2022-11-02,-0.9992423057556152,421.0,ABN,274.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
kw5xKofvS9M,2022-11-02,-0.9966467022895812,1135.0,ABN,232.0,2.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xpyZeuZ3zhc,2022-11-03,-0.9974794983863832,63945.0,ABN,596.0,92.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z5WozThAIqs,2022-11-04,0.9973891377449036,2375.0,Sakshi,194.0,2.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dJcTfoBsamE,2022-11-05,-0.9939392805099488,3476.0,ABN,528.0,3.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7VlyIQJ0Jsg,2022-11-06,0.9974831938743592,3024.0,ABN,294.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OBLX-MMDu4M,2022-11-06,0.9947276711463928,3123.0,TV5,95.0,1.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
yA_EIC6Dixs,2022-11-06,0.9816033840179444,1281.0,ABN,220.0,1.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
TQBoO8SY8nQ,2022-11-06,-0.9988032579421996,2415.0,TV5,480.0,9.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7DrXKKMuwDc,2022-11-07,0.9880310893058776,1896.0,TV5,301.0,1.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
qAWg6W93OXU,2022-11-07,0.9911288022994996,318.0,ABN,140.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRmPllRimC8,2022-11-07,-0.9978650212287904,1901.0,ABN,183.0,8.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B3UxYKZEi7A,2022-11-07,0.9972564578056335,759.0,TV5,357.0,1.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AmBKfEf3gB0,2022-11-07,-0.995256006717682,1364.0,TV5,131.0,3.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C865siPwbQ,2022-11-07,-0.9982282519340516,1255.0,ABN,267.0,1.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
XzaDv5JBbE0,2022-11-07,0.9979348182678224,629.0,TV5,178.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PFaC0IHUxAE,2022-11-08,-0.995089590549469,505.0,TV5,175.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBboNlTTfhI,2022-11-11,0.9955606460571288,5030.0,Sakshi,460.0,10.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HhiqrFs-IQ0,2022-11-11,-0.9941825270652772,1648.0,ABN,331.0,1.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0
M0FYIpDrj8Q,2022-11-11,-0.9978874325752258,303.0,TV5,165.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MitgrPIXVUk,2022-11-11,-0.998784363269806,1097.0,TV5,217.0,1.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
UvgN04xj6BE,2022-11-11,-0.9952242374420166,2540.0,TV5,248.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7lAeZBvW02M,2022-11-13,-0.8706135749816895,866.0,ABN,256.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
IV6ZzNkYY-o,2022-11-13,0.994045615196228,14660.0,Sakshi,203.0,59.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
YePDp8oBOb4,2022-11-14,0.995898425579071,10056.0,TV5,520.0,6.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20qHW9ZzIcA,2022-11-14,-0.9917318820953368,31423.0,TV5,327.0,17.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
T2xBWUs2K08,2022-11-15,0.9977631568908693,2440.0,ABN,68.0,1.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tyeylwL0c1s,2022-11-16,0.9978284239768982,27294.0,Sakshi,388.0,118.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mZs6qfDEp-k,2022-11-17,0.99871826171875,10551.0,Sakshi,177.0,28.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0
dVJ3N5L3Tg8,2022-11-18,-0.9960739612579346,804.0,ABN,181.0,1.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LnQ4q_6BcGg,2022-11-21,-0.9971674084663392,484.0,ABN,154.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nzgveej06aw,2022-11-21,0.9983283877372742,1425.0,TV5,348.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
GfUChS_K3NU,2022-11-22,-0.9950064420700072,2915.0,TV9,219.0,4.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4RiaxOLSOgo,2022-11-25,-0.9931780099868774,1707.0,TV9,225.0,1.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qair3jZhGAU,2022-11-28,-0.9985107779502868,1896.0,TV5,504.0,1.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nDjmHaISL_M,2022-11-29,-0.989422619342804,5692.0,TV5,192.0,8.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3YvedFdUqZo,2022-11-30,-0.999479591846466,69538.0,TV5,290.0,86.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2Sxr8iDoVY,2022-11-30,-0.9972544312477112,602.0,ABN,181.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JM4h6FlRaGE,2022-12-02,-0.998377561569214,2027.0,TV5,293.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lKx1ccG25KA,2022-12-02,-0.9922129511833192,7501.0,ABN,289.0,5.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3Er1139O26Q,2022-12-02,0.9923611283302308,23890.0,TV5,287.0,18.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0
ksNuu1f_Fmw,2022-12-02,-0.9924303889274596,821.0,ABN,310.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z_i7tI2sEd0,2022-12-02,-0.9831482172012328,958.0,TV5,312.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEgfBsDDP68,2022-12-03,0.9957899451255798,91873.0,Sakshi,599.0,91.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GjA_tvmfe48,2022-12-05,0.9218698143959044,1740.0,TV5,418.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8pcx_S--sSo,2022-12-05,-0.9971312284469604,99714.0,TV5,283.0,71.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
bRTFS-Y2f9A,2022-12-05,-0.9986748695373536,4864.0,ABN,595.0,4.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zK2-MC9Rsg4,2022-12-05,0.9909342527389526,12079.0,Sakshi,212.0,21.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
ne9DO26fuQM,2022-12-05,-0.9935073852539062,2964.0,ABN,500.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHjQDIxZqxA,2022-12-06,-0.992616593837738,30145.0,ABN,455.0,12.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xtTgFybJdIs,2022-12-09,0.9968054294586182,2769.0,TV9,515.0,4.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53mibMGQT7I,2022-12-09,-0.9953102469444276,68455.0,TV9,198.0,38.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KBUrE9Ke7kI,2022-12-10,-0.9977679252624512,2885.0,TV5,120.0,2.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t0sRyrxMokU,2022-12-10,0.9957854151725768,7121.0,TV5,326.0,13.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3Smuf5hYbso,2022-12-10,0.9815043807029724,1124.0,TV5,171.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-xjHfRDvnQ,2022-12-11,-0.9927131533622742,2790.0,TV5,99.0,1.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BKxM8wEaSM0,2022-12-11,0.9848981499671936,3808.0,TV5,403.0,3.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ciaeNCqdETg,2022-12-12,-0.993750274181366,6084.0,TV9,253.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ur7i4kOoYas,2022-12-12,0.9920454025268556,1976.0,TV9,241.0,1.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
pqUAel5Z6AQ,2022-12-13,-0.9960893392562866,1162.0,ABN,279.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
O3tDQLBlBmk,2022-12-14,-0.9917560815811156,1608.0,TV9,306.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tVn5UJ-GW_o,2022-12-16,0.998198926448822,3332.0,TV9,264.0,3.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
ViFFrpIsRoc,2022-12-16,0.997446060180664,674.0,TV5,246.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
XMTJd2ssCp0,2022-12-17,0.5335525870323181,2887.0,TV5,165.0,1.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f1zUGat1JIA,2022-12-18,-0.9958975315093994,573.0,TV5,194.0,3.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZIP__AJk5BM,2022-12-18,-0.9979660511016846,4780.0,TV5,267.0,2.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
sCMWyTa3bl8,2022-12-19,0.9983345866203308,2394.0,Sakshi,395.0,4.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
VSKOVcvy3WU,2022-12-20,0.9965184926986694,2131.0,TV5,207.0,12.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RjpqeevEWhA,2023-01-01,0.9982183575630188,9994.0,Sakshi,519.0,17.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bxMUxY9lnlo,2023-01-01,-0.9962235689163208,3135.0,Sakshi,277.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1
xRQydBNB3vc,2023-01-01,-0.9993605017662048,38367.0,ABN,231.0,35.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
y2FXYBAYFRE,2023-01-03,-0.994195818901062,5798.0,TV5,445.0,2.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
dOIZce8z93w,2023-01-03,-0.9993902444839478,442.0,ABN,435.0,1.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lI3odMYmt_c,2023-01-03,-0.9925835132598876,643.0,ABN,80.0,1.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cQpn-G6pzBk,2023-01-03,-0.9952396154403688,1702.0,Sakshi,362.0,13.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nR-x_bC4TUk,2023-01-04,0.998683750629425,1925.0,TV9,212.0,1.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y1TpQEjI4DI,2023-01-05,-0.9961060881614684,1412.0,ABN,227.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24bWJcPcH8U,2023-01-05,-0.9976932406425476,2857.0,TV9,478.0,0.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asTzTrY6EX0,2023-01-05,-0.9935929179191588,13357.0,ABN,207.0,13.0,prathipadu_.png,Mekathoti Sucharita,YSRCP,Prathipadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
