ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,YS Viveka Case,Gadapa Gadapaku ,panchayat elections,Kuppam,janasena party,tdp pattabhi,ap employees,Sajjala ,ap assembly session today,jr ntr,Atchannaidu,YSRCP Plenary,high court,gorantla ,alliance,Peddireddy ,vangalapudi anitha,ambati rambabu ,polavaram,visakha,byreddy siddharth reddy
LRaHQd9yVj0,2022-11-20,-0.999464213848114,571.0,ABN,255.0,2.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rxKcKdi1W5s,2022-11-21,-0.9941052198410034,4311.0,Sakshi,508.0,14.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_sptvAZDKfY,2022-11-21,-0.99859219789505,1537.0,Sakshi,203.0,4.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
sNCFMEQZNAk,2022-11-21,-0.9922686219215392,22664.0,TV9,437.0,59.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wsKTLfDl9kw,2022-11-21,-0.9994342923164368,11593.0,TV5,220.0,12.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RH2e9xaBq-w,2022-11-21,0.9876649975776672,8854.0,Sakshi,496.0,47.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0bzQC-MkxFs,2022-11-22,0.9979458451271056,748.0,TV9,135.0,0.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lIx3VneJMTQ,2022-11-22,-0.9982736110687256,6459.0,TV9,254.0,19.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
GfUChS_K3NU,2022-11-22,-0.9950064420700072,2915.0,TV9,219.0,4.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCh2Bv-NbAQ,2022-11-22,-0.9981600642204284,2563.0,TV9,305.0,1.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ocd5_wy7ses,2022-11-23,-0.9889982342720032,2937.0,TV9,534.0,16.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zPKSoub0Yn0,2022-11-24,-0.9964397549629213,813.0,TV9,74.0,0.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCWvtRzys7I,2022-11-24,-0.999440610408783,6119.0,TV9,277.0,4.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0h9KKVX9yh8,2022-11-24,-0.9978896975517272,1073.0,TV9,182.0,0.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
nMSgZhKSlkA,2022-11-24,-0.9962642788887024,1599.0,TV9,555.0,2.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tKSh51b6Qgc,2022-11-24,-0.997340977191925,4024.0,TV5,231.0,0.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SdcW0q6B_80,2022-11-24,0.9979907274246216,3769.0,Sakshi,381.0,7.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t6dOIaQ6d2A,2022-11-25,-0.9965597987174988,4078.0,TV9,103.0,7.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMyMNIqCCPY,2022-11-25,-0.999025821685791,3738.0,TV9,176.0,19.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
xVF2DCA4IQ4,2022-11-25,-0.9975246787071228,1348.0,TV9,167.0,8.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Zcphw_9Zi0,2022-11-26,-0.9963740706443788,481.0,TV5,395.0,0.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
t6W_B3uivrs,2022-11-26,0.9984637498855592,2952.0,TV9,504.0,4.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2MWwkzP45Fk,2022-11-26,0.9961601495742798,5752.0,TV5,120.0,12.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
shphVBHYWME,2022-11-27,-0.9987329840660096,4034.0,TV9,328.0,17.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jr-l6WpdgIU,2022-11-27,-0.9933843016624452,3173.0,TV9,138.0,17.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JMkVvzC6Pik,2022-11-27,-0.9980999827384948,2381.0,TV9,149.0,3.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dNKebMzXOeE,2022-11-27,-0.9844123721122742,11908.0,TV9,264.0,12.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jxIq6j3YDxQ,2022-11-27,0.9935278296470642,4327.0,TV9,158.0,24.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wSmsi3iYXkg,2022-11-27,-0.9968846440315248,5744.0,TV5,475.0,10.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2y714rlpaI,2022-11-27,0.9936536550521852,9423.0,TV5,235.0,20.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tpjNsxsMXBc,2022-11-27,-0.98996502161026,2330.0,TV9,219.0,4.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qCft7uM6JVQ,2022-11-27,-0.997775137424469,806.0,TV9,42.0,1.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XztNxJ5S7Do,2022-11-28,-0.9921689629554749,3822.0,ABN,410.0,3.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
iWKiVA4pnI0,2022-11-28,-0.9912028312683104,7393.0,TV5,212.0,8.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LOCivbhzNd4,2022-11-28,-0.9966374635696412,22704.0,TV9,322.0,115.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WyiqiuOj0D8,2022-11-28,-0.998551309108734,4622.0,TV5,449.0,5.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6LKFlTpZPC4,2022-11-28,-0.999398112297058,639.0,TV9,73.0,3.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wVIlJlAPjy8,2022-11-28,-0.9950160384178162,24947.0,TV9,227.0,3.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
u8Sp166TAR4,2022-11-29,0.9921682476997375,1161.0,Sakshi,252.0,0.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3P9IRsdq5ok,2022-11-30,-0.9982547163963318,2115.0,Sakshi,146.0,1.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
l1bBFFGqSx0,2022-11-30,-0.996029257774353,1411.0,TV9,92.0,0.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cKDppOPXnek,2022-12-01,0.9783529043197632,2031.0,ABN,249.0,1.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ghsZKwdSVe8,2022-12-01,0.9858425259590148,2718.0,TV9,356.0,1.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lKLEeHzGaWM,2022-12-01,-0.9915934801101683,899.0,TV9,97.0,0.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5eRnzOVtjs,2022-12-01,-0.9939228892326356,2479.0,TV9,175.0,2.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gz8gI5FoKNU,2022-12-01,-0.9994361996650696,1359.0,TV5,121.0,1.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
nj5RaAy1fV8,2022-12-01,-0.9910127520561218,2601.0,TV9,65.0,1.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9KtSfQ9vpfE,2022-12-01,-0.9962199330329896,25565.0,TV5,325.0,33.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10-J1NxMPQ8,2022-12-01,-0.9949482679367064,4133.0,TV5,250.0,4.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PcUIysl5Y1Q,2022-12-01,-0.9965721368789672,2900.0,TV9,172.0,4.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fCxLebifzr8,2022-12-02,-0.998445689678192,3199.0,TV9,194.0,6.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fbukBCqJsxg,2022-12-02,-0.9877983927726746,484.0,TV9,71.0,0.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5YOuBklgyUQ,2022-12-02,-0.9993441700935364,780.0,TV9,140.0,0.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05AFoyw4uYs,2022-12-02,0.9837102890014648,660.0,TV9,162.0,0.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETSN_FBfD1M,2022-12-02,-0.9982231259346008,23698.0,TV5,550.0,45.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tvFV4JIk4rg,2022-12-03,-0.9990612864494324,1332.0,TV5,110.0,4.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5u5qiG6329w,2022-12-03,-0.9121717810630798,2736.0,TV5,274.0,2.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ddk3TylfJfk,2022-12-03,0.99518084526062,1100.0,Sakshi,225.0,1.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SL2i_dQiSdI,2022-12-04,-0.9952898025512696,135645.0,TV9,219.0,8.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SQfdopZG0M8,2022-12-04,0.9859468340873718,865.0,TV9,456.0,1.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0NKiehVh81c,2022-12-04,0.9936410784721376,754.0,TV9,252.0,1.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qa-Dn1lE2ao,2022-12-04,0.9987993240356444,1762.0,ABN,115.0,0.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iNzoExdJ0tg,2022-12-04,0.9960083961486816,2398.0,TV9,422.0,0.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rWNVsiwxNpg,2022-12-05,0.9926801919937134,940.0,Sakshi,573.0,0.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_QA1iLVdHa0,2022-12-05,-0.9948089122772216,1381.0,ABN,295.0,0.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DpFckk_1wJo,2022-12-05,-0.9956793189048768,2043.0,TV9,281.0,17.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D291v8-p7qU,2022-12-05,0.998181939125061,4469.0,Sakshi,224.0,11.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
U4d2fPWVG5Q,2022-12-05,-0.9981220364570618,590.0,TV9,148.0,0.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0xykzdbL6fA,2022-12-05,-0.9994369149208068,1468.0,TV9,173.0,2.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
cSZ2iXfNNr8,2022-12-06,-0.9971430897712708,13662.0,ABN,360.0,27.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMBGkkVZ5kA,2022-12-06,-0.9988117218017578,1698.0,ABN,501.0,0.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-KcKD_SGy2g,2022-12-06,-0.991003394126892,8634.0,ABN,390.0,12.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D3q5op8UvPA,2022-12-06,-0.9926527738571168,4435.0,ABN,585.0,7.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4qLyXnbg0Fk,2022-12-06,-0.9993213415145874,1783.0,TV9,211.0,2.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DHjQDIxZqxA,2022-12-06,-0.992616593837738,30145.0,ABN,455.0,12.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SpQSTNbke6w,2022-12-06,0.9624305367469788,2305.0,ABN,546.0,4.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SdmHX9M_XuI,2022-12-07,-0.9878331422805786,4422.0,Sakshi,230.0,2.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0
pKcvpdKjD6c,2022-12-07,0.9987273812294006,1719.0,TV9,255.0,0.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ydL1NRzSIcc,2022-12-07,0.9974287152290344,906.0,TV5,304.0,3.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTFpopiZj50,2022-12-07,0.9982323050498962,621.0,TV9,193.0,1.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Re8Bl0bUheg,2022-12-07,0.9960259199142456,492.0,TV9,110.0,1.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IE_HhXD8Gcg,2022-12-07,-0.998078465461731,2596.0,TV5,145.0,5.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K4rOBdSUbA4,2022-12-07,0.9980986714363098,2528.0,TV9,346.0,0.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RVygFHtcAEw,2022-12-07,0.9979122281074524,217.0,ABN,285.0,0.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BnX7HdWTXoo,2022-12-07,-0.9994645714759828,1029.0,ABN,283.0,0.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
QAs-Lc1DysM,2022-12-08,0.993791162967682,1274.0,TV9,266.0,4.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
PdylucxTAAI,2022-12-08,-0.9714370965957642,778.0,TV9,97.0,1.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
058M0z29p2o,2022-12-08,0.9917036294937134,3568.0,TV9,266.0,0.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NQU5o9ObBXY,2022-12-08,-0.9982700347900392,4307.0,TV9,433.0,5.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
swCHc18ii2w,2022-12-09,-0.9954184293746948,1650.0,TV9,277.0,3.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q5rbHYS7KC8,2022-12-09,0.9970109462738036,62681.0,Sakshi,241.0,37.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SkEqG4e5vFY,2022-12-09,0.9988067150115968,2560.0,TV9,301.0,0.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QQcWfI5O2xM,2022-12-10,-0.9978758096694946,940.0,ABN,92.0,0.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eXlYtOhFby8,2022-12-10,-0.9974349141120912,64809.0,TV5,510.0,109.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eJVu32B3uZA,2022-12-11,0.9978526830673218,621.0,ABN,136.0,0.0,mantralayam.png,Y Balanagi Reddy,YSRCP,Mantralayam,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
