ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,raghurama ,AP ,yuvagalam,amaravati,ambati rambabu,YS Viveka Case,Yellow Media,Gadapa Gadapaku ,panchayat elections,Kuppam,janasena party,tdp pattabhi,Ramoji Rao,ap employees,Vidadala Rajini,Sajjala ,ap assembly session today,jr ntr,Atchannaidu,YSRCP Plenary,MLC Elections 2023,high court,gorantla ,alliance,Peddireddy ,vizag steel plant,vangalapudi anitha,ambati rambabu ,gudivada amarnath,polavaram,visakha,byreddy siddharth reddy
4i2iPsXDrLc,2020-03-16,-0.9994370341300964,1755.0,Sakshi,287.0,8.0,rajmundry_city.png,Adireddy Bhavani,TDP,Rajahmundry_city,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4cgnH6QdGMA,2020-03-16,-0.9977300763130188,85315.0,Sakshi,252.0,126.0,rajmundry_city.png,Adireddy Bhavani,TDP,Rajahmundry_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wda42vu7p9E,2020-03-16,-0.9994864463806152,2711.0,Sakshi,287.0,8.0,rajmundry_city.png,Adireddy Bhavani,TDP,Rajahmundry_city,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ve_aJmGTJfs,2020-03-16,-0.9785955548286438,7801.0,Sakshi,371.0,2.0,rajmundry_city.png,Adireddy Bhavani,TDP,Rajahmundry_city,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
peqMZIxsek8,2021-02-17,0.998229444026947,13836.0,Sakshi,436.0,13.0,rajmundry_city.png,Adireddy Bhavani,TDP,Rajahmundry_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1Hi3GMT6Tbg,2021-02-19,0.9985187649726868,3261.0,Sakshi,166.0,5.0,rajmundry_city.png,Adireddy Bhavani,TDP,Rajahmundry_city,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Su9byY0o4BU,2021-02-20,0.8991981744766235,2399.0,Sakshi,145.0,1.0,rajmundry_city.png,Adireddy Bhavani,TDP,Rajahmundry_city,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
PFJt8zQwsJA,2021-02-21,0.998317003250122,1249.0,Sakshi,183.0,0.0,rajmundry_city.png,Adireddy Bhavani,TDP,Rajahmundry_city,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
AePNVWcnOb8,2021-02-21,0.9926671385765076,395.0,Sakshi,250.0,0.0,rajmundry_city.png,Adireddy Bhavani,TDP,Rajahmundry_city,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
bZXpyl59I6c,2021-02-21,0.9978693723678588,2095.0,Sakshi,58.0,0.0,rajmundry_city.png,Adireddy Bhavani,TDP,Rajahmundry_city,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y4yBnx715a8,2021-02-28,0.996566891670227,9774.0,Sakshi,75.0,10.0,rajmundry_city.png,Adireddy Bhavani,TDP,Rajahmundry_city,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OBVNUoxMgQg,2021-08-04,0.9987454414367676,5539.0,Sakshi,253.0,12.0,rajmundry_city.png,Adireddy Bhavani,TDP,Rajahmundry_city,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clHtaknM-Ew,2021-09-04,0.99722820520401,3212.0,Sakshi,160.0,21.0,rajmundry_city.png,Adireddy Bhavani,TDP,Rajahmundry_city,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hnR3NBnrPzU,2021-10-26,0.9947890043258668,2534.0,Sakshi,310.0,10.0,rajmundry_city.png,Adireddy Bhavani,TDP,Rajahmundry_city,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qth-e4lSFuk,2021-10-26,-0.9977850914001464,1934.0,Sakshi,221.0,3.0,rajmundry_city.png,Adireddy Bhavani,TDP,Rajahmundry_city,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1922qOQpsIc,2021-10-26,-0.9938854575157166,31617.0,Sakshi,577.0,30.0,rajmundry_city.png,Adireddy Bhavani,TDP,Rajahmundry_city,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o1Hdeb0sd6M,2021-10-26,-0.9786304831504822,67842.0,Sakshi,37.0,44.0,rajmundry_city.png,Adireddy Bhavani,TDP,Rajahmundry_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r3y1xBeXd78,2021-10-27,-0.9983017444610596,228634.0,Sakshi,435.0,327.0,rajmundry_city.png,Adireddy Bhavani,TDP,Rajahmundry_city,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4XiVG4uvavE,2021-10-27,-0.9975263476371764,99430.0,Sakshi,390.0,156.0,rajmundry_city.png,Adireddy Bhavani,TDP,Rajahmundry_city,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S7TsVyZ95u8,2021-11-18,0.9985180497169496,41789.0,Sakshi,488.0,103.0,rajmundry_city.png,Adireddy Bhavani,TDP,Rajahmundry_city,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TFGdOae-7pU,2021-11-18,-0.9967098236083984,30434.0,Sakshi,256.0,46.0,rajmundry_city.png,Adireddy Bhavani,TDP,Rajahmundry_city,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rJpgTx_4cXw,2021-11-18,-0.9973735809326172,7414.0,Sakshi,129.0,12.0,rajmundry_city.png,Adireddy Bhavani,TDP,Rajahmundry_city,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
