ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,Kuppam,janasena party,tdp pattabhi,ap employees,ap assembly session today,jr ntr,alliance,Peddireddy ,polavaram,visakha,byreddy siddharth reddy
cafGVxLKhoQ,2023-02-19,0.9894405007362366,2905.0,ABN,361.0,2.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
in5bp-b3NA4,2023-02-19,0.9974768757820128,2613.0,ABN,100.0,1.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ioEfG5LKjzk,2023-02-19,-0.9922549724578856,1824.0,ABN,97.0,0.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BK-ojRlgRCA,2023-02-19,0.9981142282485962,16851.0,ABN,145.0,6.0,lokesh.png,N lokesh,TDP,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wieEDI9bYgw,2023-02-20,0.9977464079856871,8411.0,ABN,98.0,2.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9jdHPpHqmZ8,2023-02-20,0.985531210899353,129408.0,ABN,106.0,11.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
etxzNkA59gE,2023-02-20,0.9954627156257628,358805.0,TV9,415.0,280.0,lokesh.png,N lokesh,TDP,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KONI6-0aUII,2023-02-21,0.9973293542861938,1363.0,TV9,345.0,5.0,lokesh.png,N lokesh,TDP,,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
pCS8P0eLR_U,2023-02-21,-0.9953468441963196,954.0,ABN,311.0,0.0,lokesh.png,N lokesh,TDP,,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1
jIxpMu7wG-g,2023-02-21,-0.9982159733772278,5342.0,TV9,167.0,6.0,lokesh.png,N lokesh,TDP,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bUB3Rb25O3w,2023-02-22,-0.9987672567367554,29616.0,ABN,204.0,31.0,lokesh.png,N lokesh,TDP,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7D8AOV3SpCE,2023-02-22,-0.9991820454597472,5705.0,TV5,80.0,10.0,lokesh.png,N lokesh,TDP,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dLcPJmyIat4,2023-02-22,0.9932623505592346,27725.0,TV5,145.0,47.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0E2IozBezMk,2023-02-22,-0.9953197836875916,144597.0,TV5,90.0,204.0,lokesh.png,N lokesh,TDP,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WkSF3b4hbYY,2023-02-23,0.995741367340088,1418.0,ABN,240.0,1.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
edZGyQjLn44,2023-02-23,-0.9994743466377258,3660.0,TV9,299.0,14.0,lokesh.png,N lokesh,TDP,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QIAV8x7MgqI,2023-02-23,-0.9937455654144288,2391.0,TV5,44.0,4.0,lokesh.png,N lokesh,TDP,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9aWl8l-cWK8,2023-02-23,-0.9985663294792176,50342.0,TV5,140.0,122.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
_d8n6sKw7-w,2023-02-23,0.9982964396476746,1637.0,TV5,263.0,0.0,lokesh.png,N lokesh,TDP,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qq082Y52ogE,2023-02-24,0.9296960830688475,5268.0,TV5,130.0,28.0,lokesh.png,N lokesh,TDP,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T-NFSeKp6Uw,2023-02-24,0.9987897276878356,3270.0,TV5,185.0,3.0,lokesh.png,N lokesh,TDP,,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Uw9Yp36YEkY,2023-02-25,0.9954649806022644,2890.0,TV5,65.0,2.0,lokesh.png,N lokesh,TDP,,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
lAeTi6aqTQ8,2023-02-25,-0.9977989792823792,920.0,ABN,268.0,1.0,lokesh.png,N lokesh,TDP,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LoUGFFNP7_Q,2023-02-25,-0.9991911053657532,507.0,ABN,277.0,0.0,lokesh.png,N lokesh,TDP,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
UXjvwFpYdq0,2023-02-25,0.9965420365333556,1853.0,TV5,104.0,1.0,lokesh.png,N lokesh,TDP,,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
9H5Ol1PSuKg,2023-02-25,-0.9738925695419312,668.0,ABN,266.0,0.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hFqGVlx9LXM,2023-02-25,-0.9879844188690186,640.0,ABN,190.0,0.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xNYQoCZtGqY,2023-02-25,-0.9926235675811768,704.0,ABN,218.0,0.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
U4KVm_J3ngI,2023-02-25,-0.9988176226615906,775.0,ABN,239.0,0.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
foDrsVD9Ivo,2023-02-25,-0.9959558844566344,825.0,ABN,261.0,0.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
kn4P7B67lDc,2023-02-25,0.996380627155304,800.0,TV9,18.0,0.0,lokesh.png,N lokesh,TDP,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
J9Madx_b6XA,2023-02-26,-0.9986675977706908,987.0,TV9,69.0,3.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uM9-0uVFznQ,2023-02-26,-0.9994575381278992,6385.0,TV9,59.0,3.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OhP72BhGMy8,2023-02-26,-0.9994221925735474,4840.0,TV9,67.0,14.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
j4bNE1i6Scc,2023-02-27,-0.9969946146011353,3145.0,TV5,275.0,4.0,lokesh.png,N lokesh,TDP,,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
wpk2NbS6Tzo,2023-02-28,-0.997606635093689,60360.0,TV5,260.0,92.0,lokesh.png,N lokesh,TDP,,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ksjIwAWCOeg,2023-02-28,0.9988127946853638,29147.0,TV5,260.0,81.0,lokesh.png,N lokesh,TDP,,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
lLnRXqdaOXo,2023-02-28,-0.9979963898658752,1051.0,TV9,216.0,0.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zynlUdztzoY,2023-02-28,-0.9894468784332277,1783.0,ABN,265.0,0.0,lokesh.png,N lokesh,TDP,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8olpT42IpiQ,2023-02-28,-0.998744249343872,2153.0,TV5,235.0,3.0,lokesh.png,N lokesh,TDP,,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0
PHUhC-CT4HQ,2023-03-01,-0.996800422668457,5196.0,TV9,203.0,3.0,lokesh.png,N lokesh,TDP,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sfgq4rWwfKQ,2023-03-01,-0.9950041174888612,3681.0,TV5,223.0,2.0,lokesh.png,N lokesh,TDP,,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4jpwvcQ2ObE,2023-03-02,-0.9983888864517212,1052.0,ABN,330.0,2.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9TyRCGKvbxE,2023-03-02,0.9781113862991332,1273.0,TV5,319.0,0.0,lokesh.png,N lokesh,TDP,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
wq_jyxbFbSc,2023-03-02,0.9903646111488342,524.0,TV9,300.0,8.0,lokesh.png,N lokesh,TDP,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8eDxYrC2IZE,2023-03-02,0.9964244961738586,146032.0,Sakshi,221.0,259.0,lokesh.png,N lokesh,TDP,,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5Dwd_JSV264,2023-03-03,-0.9986109733581544,1157.0,TV9,156.0,2.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L9NXH2xPzV4,2023-03-03,0.99861741065979,6072.0,TV5,309.0,6.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
cr_gABOHk2o,2023-03-03,-0.9973430037498474,772.0,TV9,339.0,2.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jI9vvbvVnuc,2023-03-05,-0.9917932152748108,1012.0,TV5,191.0,0.0,lokesh.png,N lokesh,TDP,,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ohl90CDza44,2023-03-05,-0.9776751399040222,1984.0,TV5,183.0,2.0,lokesh.png,N lokesh,TDP,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
q8LdwmtodZE,2023-03-06,0.99277001619339,4348.0,TV5,210.0,11.0,lokesh.png,N lokesh,TDP,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
fpKGKJsQsMQ,2023-03-06,-0.9870256781578064,25871.0,TV9,178.0,51.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZpNb6w-QjnU,2023-03-06,-0.9993348717689514,15367.0,TV9,105.0,33.0,lokesh.png,N lokesh,TDP,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
x0Jzkuo3rrM,2023-03-06,-0.998127281665802,1954.0,TV5,276.0,2.0,lokesh.png,N lokesh,TDP,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z-HKqiR5LPI,2023-03-06,-0.9957230091094972,4183.0,TV5,285.0,19.0,lokesh.png,N lokesh,TDP,,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
HgwpZKGbKF0,2023-03-06,-0.9880819320678712,2732.0,TV9,139.0,0.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51juZRb5nxc,2023-03-06,-0.9967312812805176,16468.0,TV9,171.0,30.0,lokesh.png,N lokesh,TDP,,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-F5VSXoMacI,2023-03-06,-0.9901210069656372,2257.0,TV5,260.0,3.0,lokesh.png,N lokesh,TDP,,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
jis5r8AHXmE,2023-03-06,-0.9985489249229432,26901.0,TV5,170.0,28.0,lokesh.png,N lokesh,TDP,,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6jgoo709KEQ,2023-03-06,-0.9982106685638428,5362.0,TV5,111.0,11.0,lokesh.png,N lokesh,TDP,,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
lGkY1qSNWic,2023-03-06,-0.9988927245140076,3758.0,TV9,172.0,1.0,lokesh.png,N lokesh,TDP,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
nkMWomgOVcs,2023-03-06,-0.998932421207428,1816.0,TV5,275.0,5.0,lokesh.png,N lokesh,TDP,,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
VpFM3Iz37m8,2023-03-07,-0.9935137033462524,2739.0,TV9,111.0,7.0,lokesh.png,N lokesh,TDP,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GB8dhBdmb3k,2023-03-07,-0.9990130662918092,3050.0,TV9,136.0,7.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x5NLWdo2VIA,2023-03-07,0.998519003391266,4292.0,TV5,322.0,5.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
keR9KWJSasY,2023-03-07,-0.9978278279304504,1402.0,TV5,206.0,0.0,lokesh.png,N lokesh,TDP,,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1VZEBoW0KFE,2023-03-07,-0.9989641904830932,2227.0,TV9,274.0,7.0,lokesh.png,N lokesh,TDP,,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
y2aYtCo6CHg,2023-03-08,-0.9981696605682372,11251.0,TV5,305.0,23.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WTixIj0C0B4,2023-03-08,-0.987297296524048,2307.0,TV5,155.0,3.0,lokesh.png,N lokesh,TDP,,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
wtZnwAKI-k0,2023-03-08,-0.9856002330780028,997.0,TV5,80.0,1.0,lokesh.png,N lokesh,TDP,,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5KFVAaoMtXk,2023-03-08,-0.9970067143440248,8396.0,TV5,225.0,24.0,lokesh.png,N lokesh,TDP,,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LrXjlRmhBy8,2023-03-08,0.9956865310668944,220002.0,TV5,345.0,406.0,lokesh.png,N lokesh,TDP,,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0
YF2awK6rxwo,2023-03-08,0.9980508089065552,37832.0,TV5,90.0,71.0,lokesh.png,N lokesh,TDP,,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
XVfoEE4Rhds,2023-03-08,-0.9930517673492432,10598.0,TV5,115.0,26.0,lokesh.png,N lokesh,TDP,,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2DCLHk5enXM,2023-03-09,0.9897569417953492,271883.0,TV5,330.0,296.0,lokesh.png,N lokesh,TDP,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4TxClvlXOdc,2023-03-09,0.9983903169631958,662.0,ABN,196.0,0.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LKVV0yt1joo,2023-03-10,-0.9887797832489014,580.0,TV5,108.0,1.0,lokesh.png,N lokesh,TDP,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3-EzuIOozXg,2023-03-15,0.9904739260673524,2721.0,TV9,111.0,1.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zH5aaRBnsTM,2023-03-18,-0.9934439659118652,220129.0,ABN,312.0,169.0,lokesh.png,N lokesh,TDP,,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Vnt3Sr-e414,2023-03-18,-0.9981485605239868,2345.0,TV5,124.0,1.0,lokesh.png,N lokesh,TDP,,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
f2n0axjl784,2023-03-18,0.9986748695373536,1520.0,TV5,207.0,0.0,lokesh.png,N lokesh,TDP,,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
US0mfUcj-H0,2023-03-18,0.9972033500671388,7030.0,TV5,185.0,8.0,lokesh.png,N lokesh,TDP,,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
KP8O2hL5umE,2023-03-19,-0.9977300763130188,195987.0,TV5,234.0,171.0,lokesh.png,N lokesh,TDP,,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
F00n4DbxlB8,2023-03-19,-0.9987828135490416,7375.0,TV9,356.0,19.0,lokesh.png,N lokesh,TDP,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
WsFfp4I4ODk,2023-03-20,-0.9985173344612122,1872.0,TV9,261.0,3.0,lokesh.png,N lokesh,TDP,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CcyD3UVcR1M,2023-03-21,-0.9972527623176576,6004.0,TV9,206.0,17.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9507h3EEJEc,2023-03-21,0.990343451499939,13235.0,TV5,85.0,11.0,lokesh.png,N lokesh,TDP,,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gu_vWf5qUXU,2023-03-21,0.9983552098274232,3159.0,TV5,167.0,6.0,lokesh.png,N lokesh,TDP,,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
b3z3Wl9ju4o,2023-03-22,-0.986396312713623,5847.0,TV9,243.0,4.0,lokesh.png,N lokesh,TDP,,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QCE_PGKFxZM,2023-03-22,-0.9975205063819884,5767.0,TV9,165.0,6.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
j49ieVhb_-Q,2023-03-23,-0.9965399503707886,11150.0,Sakshi,97.0,36.0,lokesh.png,N lokesh,TDP,,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3aE-wwlTEQs,2023-03-23,0.9987298846244812,3669.0,Sakshi,322.0,15.0,lokesh.png,N lokesh,TDP,,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VUHsiP0gGWA,2023-03-25,0.9987863898277284,2033.0,TV5,197.0,1.0,lokesh.png,N lokesh,TDP,,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0
yP8U5EG_aDU,2023-03-25,0.9977977275848388,1924.0,TV5,188.0,1.0,lokesh.png,N lokesh,TDP,,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
qc5SV0Cco0E,2023-03-26,0.9927718043327332,5366.0,TV5,121.0,1.0,lokesh.png,N lokesh,TDP,,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
LuL6JQOJw1c,2023-03-26,0.9920033812522888,3414.0,TV5,260.0,7.0,lokesh.png,N lokesh,TDP,,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
nGdWav0mO7g,2023-03-26,0.9975005984306335,1600.0,TV5,138.0,1.0,lokesh.png,N lokesh,TDP,,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
dDJJhJiQjjM,2023-03-29,0.9986177682876588,972.0,TV5,107.0,0.0,lokesh.png,N lokesh,TDP,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xl5nuDd9VGE,2023-03-30,-0.9969026446342468,2094.0,TV5,129.0,4.0,lokesh.png,N lokesh,TDP,,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zz3alkIhKKs,2023-03-30,0.9983787536621094,24912.0,ABN,245.0,57.0,lokesh.png,N lokesh,TDP,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
rtb4Jq4e_x8,2023-04-02,-0.9979504942893982,4276.0,TV5,336.0,2.0,lokesh.png,N lokesh,TDP,,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T62S0xlXBQQ,2023-04-02,-0.9945381283760072,1094.0,TV5,45.0,0.0,lokesh.png,N lokesh,TDP,,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1jU9YB7J7bg,2023-04-03,-0.9979023933410645,3141.0,TV9,300.0,2.0,lokesh.png,N lokesh,TDP,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_ZzyCX-lSWI,2023-04-03,-0.9819353818893432,916.0,ABN,84.0,0.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xg3CYYRFriI,2023-04-03,-0.999215602874756,797.0,TV5,214.0,2.0,lokesh.png,N lokesh,TDP,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
VuWn_hTsP-o,2023-04-03,-0.9918265342712402,1060.0,TV5,325.0,0.0,lokesh.png,N lokesh,TDP,,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TZVPCds11Z4,2023-04-03,0.9935186505317688,2486.0,TV9,168.0,9.0,lokesh.png,N lokesh,TDP,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HeBwZxS-LYc,2023-04-03,0.9962843060493468,5767.0,TV9,246.0,14.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
hjLm9TeguD8,2023-04-04,0.9984498023986816,1175.0,ABN,323.0,3.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AsCcdjc9kzw,2023-04-04,0.9766022562980652,1496.0,ABN,289.0,1.0,lokesh.png,N lokesh,TDP,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Jw7P6myF7_A,2023-04-06,-0.9925212264060974,709.0,TV5,121.0,6.0,lokesh.png,N lokesh,TDP,,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
njTYUYkAY_4,2023-04-07,0.993384063243866,2987.0,TV5,74.0,4.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
wWzknxbA7JI,2023-04-08,0.9890576004981996,2360.0,TV9,334.0,18.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DG6jzTQW_1s,2023-04-08,0.986803948879242,581.0,TV5,105.0,0.0,lokesh.png,N lokesh,TDP,,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
GiUGNRXlDME,2023-04-08,0.9950719475746156,5956.0,TV9,104.0,10.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kQGo_pHetoA,2023-04-09,0.9919954538345336,2817.0,TV5,240.0,2.0,lokesh.png,N lokesh,TDP,,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
bSleSMlZ5Gc,2023-04-10,0.9875407814979552,756.0,TV9,198.0,0.0,lokesh.png,N lokesh,TDP,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QIH9vKaEm8s,2023-04-11,-0.9986746311187744,1739.0,TV5,312.0,0.0,lokesh.png,N lokesh,TDP,,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
STENwOah-3g,2023-04-11,-0.9960246086120604,694.0,TV5,90.0,0.0,lokesh.png,N lokesh,TDP,,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_Et4bS5fs8,2023-04-11,0.996404767036438,1146.0,TV9,191.0,2.0,lokesh.png,N lokesh,TDP,,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vjo9FfnMBC0,2023-04-16,0.9677222967147828,3672.0,TV5,105.0,2.0,lokesh.png,N lokesh,TDP,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TBEBMVhxSvs,2023-04-17,-0.9924579858779908,1300.0,TV5,185.0,2.0,lokesh.png,N lokesh,TDP,,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
nHxRqnOnuac,2023-04-17,-0.9953961968421936,4533.0,TV9,146.0,5.0,lokesh.png,N lokesh,TDP,,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s3WEdJBGfJE,2023-04-18,0.9959279894828796,1254.0,TV5,117.0,0.0,lokesh.png,N lokesh,TDP,,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LGQgzMRYd_E,2023-04-20,-0.9939518570899964,651.0,TV9,96.0,3.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
