ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ap employees,Sajjala ,ap assembly session today,alliance,gudivada amarnath,visakha
xu5gKZ5QQyw,2023-01-10,-0.9969358444213868,10773.0,TV9,161.0,2.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PQ7-1nEMF2Q,2023-01-11,0.9983342289924622,1413.0,Sakshi,284.0,2.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1
QGRPDE9qDsg,2023-01-11,0.9972175359725952,829.0,TV5,403.0,0.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rfaCK4QdTI0,2023-01-13,-0.9994538426399232,1711.0,TV9,288.0,19.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
fvsJA9HeECg,2023-01-13,0.9973925352096558,1487.0,Sakshi,551.0,12.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
W0C6lg-MQ5s,2023-01-13,-0.9979574680328368,2917.0,TV9,303.0,27.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
Wc6-8zTs7BQ,2023-01-17,0.9870293140411376,6599.0,Sakshi,548.0,21.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0
8NZgdbDES2Y,2023-01-18,0.998543381690979,1598.0,TV5,122.0,0.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ER3Wj235pYY,2023-01-18,0.9968701004981996,1653.0,TV5,182.0,3.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lr-J8pam5B8,2023-01-18,-0.997403919696808,16702.0,Sakshi,178.0,154.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Y3trDYuPbzc,2023-01-19,0.9957135915756226,1388.0,TV9,387.0,0.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5EBtJ7Pz08,2023-01-19,0.994904398918152,1432.0,Sakshi,546.0,7.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
50pgkKFn0xc,2023-01-19,0.9943819642066956,2660.0,Sakshi,595.0,4.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
bF1pU8N1pzU,2023-01-20,0.998381733894348,3281.0,Sakshi,283.0,10.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0
LG4_1UREWuA,2023-01-20,0.9979189038276672,1023.0,TV9,300.0,0.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xfcm9KSRBhU,2023-01-22,-0.9965826869010924,1659.0,TV9,267.0,11.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7IwyvOEOC0g,2023-01-22,0.99868506193161,551.0,TV9,268.0,1.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rOpTnwcKz3U,2023-01-25,0.9978723526000975,914.0,TV9,319.0,4.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4Y5wlzsHCpU,2023-01-25,0.9985204339027404,801.0,TV9,326.0,4.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
PtWpj3brnXo,2023-01-29,-0.9977272152900696,6364.0,Sakshi,268.0,17.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
peFv3wR258g,2023-01-29,0.9985791444778442,1128.0,TV9,208.0,0.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hr_trQmkb-I,2023-01-29,0.9987610578536988,515.0,TV9,228.0,1.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pxU9vP8VNv4,2023-01-30,0.994787335395813,16103.0,TV5,181.0,10.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
83l7h1dUusQ,2023-01-30,-0.999439775943756,3388.0,ABN,445.0,1.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ZoVTZT98TfE,2023-01-30,-0.9885833263397216,5679.0,TV9,511.0,1.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_1oBmbpNr1E,2023-01-30,-0.9994155168533324,33124.0,ABN,410.0,24.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ZRorPAPjg68,2023-01-31,0.9951555728912354,2129.0,TV9,389.0,8.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1ySFSTgAse4,2023-02-05,0.992548406124115,5172.0,Sakshi,529.0,10.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
4jvSzQf25NI,2023-02-05,0.9950119256973268,16027.0,TV9,137.0,39.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3vT8vwJxBg8,2023-02-05,0.9955381751060486,57161.0,TV9,288.0,300.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
A57SA4dSv2I,2023-02-05,-0.9937826991081238,3591.0,TV9,272.0,2.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P4NUXFTFHe0,2023-02-06,-0.9862301349639891,840.0,TV9,160.0,0.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2VUZ2gaJ4s4,2023-02-08,-0.9993880987167358,6343.0,TV9,434.0,14.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P7lwSUUDxqg,2023-02-08,-0.988497257232666,10069.0,TV9,155.0,30.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q7YQb1WsxA8,2023-02-09,0.996503472328186,10917.0,Sakshi,486.0,13.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TfReR8duuzs,2023-02-09,0.9980425834655762,5813.0,Sakshi,337.0,25.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0
V1yIG5Q8ZP8,2023-02-09,0.9869565963745116,7050.0,Sakshi,484.0,11.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1
f7HS_gmsHiU,2023-02-09,0.9961416125297546,9175.0,Sakshi,325.0,6.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RG5OcXEDIik,2023-02-09,0.9957475066184998,3655.0,TV9,425.0,2.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PZuQb1iAvME,2023-02-11,-0.9983750581741332,2038.0,Sakshi,308.0,6.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
Oon106mQnFg,2023-02-15,-0.9897878170013428,44922.0,TV9,227.0,5.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fKau_zLXyls,2023-02-15,-0.9990200996398926,1667.0,TV5,330.0,2.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
QyfrKUiW7ys,2023-02-15,0.9973785877227784,2355.0,TV5,385.0,1.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zmCfUZyisgM,2023-02-16,0.9987659454345704,136195.0,Sakshi,516.0,197.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
650C3QRAw-k,2023-02-16,-0.9922505021095276,747.0,TV9,277.0,0.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IB8I2GH_7k4,2023-02-17,-0.9971043467521667,457.0,ABN,354.0,0.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMpObMfh5Jo,2023-02-18,0.9771186709403992,6892.0,Sakshi,507.0,15.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
T4Ajw2q6Lbk,2023-02-18,-0.9983680844306946,1387.0,TV9,247.0,4.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CsgwiHg5-q4,2023-02-18,0.9899656772613524,60675.0,TV9,219.0,4.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
QE4xJoGlD4U,2023-02-18,-0.990415096282959,890.0,TV9,62.0,2.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
HijKnFXVrWA,2023-02-18,0.9981600642204284,2885.0,TV9,188.0,3.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
I1rkBebwPrY,2023-02-18,0.989816188812256,935.0,TV9,123.0,0.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2cHzfoTc8Fc,2023-02-18,0.997466802597046,365.0,TV5,219.0,4.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
e6BpkSfwoPU,2023-02-18,-0.998508632183075,3796.0,TV9,180.0,8.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Mh3boiv5rho,2023-02-19,0.9927693605422974,11938.0,TV9,406.0,3.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jt3-EXjFIHo,2023-02-22,0.9734261631965636,278255.0,Sakshi,42.0,466.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
MhX2cmxMTR8,2023-02-27,-0.9926210641860962,28928.0,TV9,177.0,212.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tQowNLNbWZA,2023-02-27,0.9951158761978148,737.0,TV9,45.0,0.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_9Z6hpCuOns,2023-02-27,-0.9556126594543456,7934.0,TV9,107.0,61.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YF-V-g0Eaxo,2023-02-28,0.9972227811813354,522.0,TV9,324.0,2.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
3HrZwFyoo5g,2023-02-28,0.9824298620224,22616.0,Sakshi,332.0,26.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
mXjN7RDX4fM,2023-02-28,0.9967271089553832,416.0,TV9,334.0,1.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
aZHJH1RIyFI,2023-03-01,0.710220217704773,682.0,TV9,273.0,0.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4y1OR77d3mU,2023-03-01,-0.9976997971534728,13445.0,TV9,348.0,10.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8xox_y5rhe0,2023-03-02,-0.9940045475959778,1182.0,TV9,268.0,0.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AvETKcGUDhM,2023-03-02,-0.9984286427497864,4225.0,TV9,216.0,7.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0
LSMUI0y4wkE,2023-03-02,0.9957127571105956,3356.0,TV9,290.0,1.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oXPIshO9JbI,2023-03-04,0.9975889921188354,727.0,TV9,262.0,2.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
l6W1GxFXXM4,2023-03-08,-0.997327208518982,2616.0,TV9,356.0,3.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-rsRB2l9L2g,2023-03-10,0.9983635544776917,6050.0,Sakshi,301.0,6.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IUtro5rCVk4,2023-03-13,-0.9845661520957948,7646.0,Sakshi,262.0,14.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
CkGkkR8r0XQ,2023-03-17,0.9907158613204956,1238.0,TV9,189.0,0.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kf_nqyvk8KM,2023-03-17,0.9981308579444884,23045.0,Sakshi,187.0,44.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uT2V3ZxUQk8,2023-03-19,-0.9962660670280457,554.0,TV9,144.0,0.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yDGZi0MHQE0,2023-03-21,-0.9909300208091736,661.0,TV9,283.0,0.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
bRk-2uMVD2M,2023-03-21,-0.9916008710861206,728.0,TV9,271.0,2.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
y5sRvCMDj-g,2023-03-21,-0.994159460067749,775.0,TV9,266.0,1.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
jgsnzQdxddE,2023-03-21,-0.9971835017204284,469.0,TV9,278.0,1.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
arQC0f5K0QQ,2023-03-21,0.9753441214561462,1785.0,TV9,296.0,18.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1
chXsU2O1pw0,2023-03-21,0.992738664150238,3626.0,ABN,103.0,10.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TFg-zPg_6_A,2023-03-24,-0.9984681010246276,1375.0,ABN,300.0,11.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
rAYwcmW4Ip4,2023-03-24,0.7202438712120056,1763.0,ABN,270.0,2.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
kO8I4iZVXG4,2023-03-24,0.9987976551055908,39038.0,Sakshi,102.0,59.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
ur1UDyWy_XY,2023-03-24,-0.9903053045272828,8995.0,ABN,245.0,14.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
gsXWtiRZ38o,2023-03-24,0.9962910413742064,1878.0,TV9,226.0,5.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
wPQ6SZPlkzQ,2023-03-25,-0.9988491535186768,1244.0,TV9,229.0,0.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ckCgiuFwFRQ,2023-03-26,-0.985397458076477,8739.0,TV9,277.0,20.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AebBc2AwAlI,2023-03-27,-0.9994102716445924,834.0,ABN,181.0,6.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XZ4zfvAIXoM,2023-03-27,-0.9991909861564636,1146.0,ABN,199.0,10.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e17c5cMs3g4,2023-03-28,-0.9983367919921876,6929.0,Sakshi,223.0,9.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1
CScRORhYGm4,2023-03-29,0.9983808994293212,6017.0,TV5,273.0,6.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
7SXq74_CfLQ,2023-03-31,-0.9925029277801514,5965.0,Sakshi,178.0,43.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0
fDQyLzLR0Zg,2023-03-31,-0.9985828399658204,2007.0,TV9,208.0,8.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1UmyVdXu5xs,2023-04-02,-0.997292935848236,2435.0,Sakshi,221.0,1.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
qGaCOHf0KBU,2023-04-05,-0.99795663356781,4950.0,TV9,174.0,8.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zCBzVrl0hKQ,2023-04-05,0.9983421564102172,2391.0,Sakshi,307.0,4.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Bz0e9M8YlG0,2023-04-07,-0.9924904704093932,40075.0,TV5,205.0,63.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
dUeqpuU--0k,2023-04-11,0.998160183429718,634.0,TV9,155.0,3.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
gIydocWtCIk,2023-04-11,-0.9978010058403016,6829.0,Sakshi,295.0,22.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1gTypInKgR4,2023-04-11,-0.9895052313804626,1054.0,TV9,221.0,0.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6wgGKAH7zys,2023-04-18,-0.9952730536460876,2818.0,TV9,184.0,10.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
tHBvVhy54Ic,2023-04-19,-0.9980289340019226,57729.0,TV5,190.0,50.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
znSHLOEsMZk,2023-04-19,-0.9931076169013976,4116.0,TV5,190.0,2.0,anaparty.png,Sathi Suryanarayana Reddy,YSRCP,Anaparty,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
