ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,janasena party,tdp pattabhi,ap employees,ap assembly session today,alliance,polavaram,visakha,byreddy siddharth reddy
n_YFOupe0Kg,2022-12-01,-0.9987192153930664,1740.0,TV9,291.0,9.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
3ljvE-JSaWk,2022-12-01,-0.9984130859375,878.0,TV9,197.0,5.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
elRqHPzVfsQ,2022-12-01,-0.9971115589141846,2444.0,TV9,183.0,4.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jpzThv6FcCg,2022-12-01,-0.9889421463012696,1479.0,TV9,300.0,4.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
93kglXpeHYA,2022-12-02,-0.9981253743171692,938.0,TV9,318.0,0.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aJU2ZXAe1Y8,2022-12-02,-0.9919360876083374,1284.0,TV9,254.0,1.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-lGyIlfYJMU,2022-12-02,-0.9941381216049194,2480.0,TV9,347.0,3.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aBOIt3ya2Xk,2022-12-03,0.9982339143753052,816.0,Sakshi,175.0,4.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8rsmD8Oe1f4,2022-12-03,0.9964942336082458,2025.0,ABN,382.0,4.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9B_f8yGzOtU,2022-12-04,0.9917799830436708,2050.0,TV9,307.0,0.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-iaRe2wPe2k,2022-12-05,-0.9910030364990234,74858.0,TV5,290.0,130.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
ud4i0o7_yOU,2022-12-05,0.9974502921104432,68745.0,Sakshi,361.0,105.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HhvarjHdx-c,2022-12-05,0.9865443110466005,815.0,Sakshi,429.0,8.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MBrkcf4Sr1I,2022-12-06,0.9907850027084352,19326.0,TV9,158.0,19.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zxy-b0DNwUI,2022-12-07,0.9940500259399414,3259.0,Sakshi,384.0,7.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3aAsi9PGW_w,2022-12-10,-0.9974297881126404,10545.0,TV9,250.0,32.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
gQJ_9Dik2N8,2022-12-12,-0.9976558685302734,1052.0,Sakshi,353.0,4.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0dGu_cMeOw,2022-12-14,-0.9888228178024292,5046.0,TV5,573.0,7.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RdQlCXOFH2E,2022-12-14,0.9987887740135192,2113.0,TV9,277.0,1.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0
6aIvYVrXOvc,2022-12-14,0.9976623058319092,2662.0,TV9,246.0,3.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38kBlvcE_p0,2022-12-14,-0.99774569272995,1455.0,ABN,342.0,0.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sn31OKiSA2M,2022-12-14,-0.993247389793396,17098.0,TV5,301.0,38.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RWNjXTc3BAs,2022-12-15,-0.9959920048713684,13635.0,ABN,290.0,17.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CGz8wQ_J4wk,2022-12-16,-0.9976492524147034,2354.0,ABN,479.0,2.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y4q81a8hjmY,2022-12-18,-0.9993081092834472,8754.0,TV9,231.0,10.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1
IyyaydXvDXk,2022-12-18,-0.7127268314361572,5137.0,TV5,295.0,7.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
RRC1f9dv0Wg,2022-12-19,-0.9994269609451294,17630.0,TV9,200.0,5.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W5wP59yL4Aw,2022-12-19,-0.9994738698005676,895.0,ABN,87.0,2.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PcSdCdPFe1s,2022-12-19,0.9882946014404296,5203.0,TV9,198.0,4.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
YNdkMCr-H5k,2022-12-20,0.9986128807067872,69814.0,Sakshi,516.0,136.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
by0tnIVKR_Q,2022-12-20,0.9530927538871764,6676.0,TV9,389.0,1.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4fKZxb8OLCE,2022-12-20,-0.9921026825904846,2388.0,TV9,274.0,0.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hPBGX9DeCz8,2022-12-22,-0.9981461763381958,20048.0,TV9,294.0,20.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2CcaIAUtTqs,2022-12-22,0.9930053353309632,175261.0,Sakshi,457.0,38.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
rEFcFKiXTYs,2022-12-26,0.9928470253944396,5526.0,TV9,195.0,4.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
yvI9Kkn0EiA,2022-12-28,-0.9908140301704408,1606.0,TV9,111.0,0.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ner0Znmorsw,2022-12-29,-0.999118149280548,5417.0,TV9,241.0,6.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69FdDT9Jtog,2022-12-30,-0.9984264373779296,5249.0,ABN,295.0,13.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ll3geiJURQ8,2022-12-30,-0.9990230798721312,1477.0,Sakshi,114.0,1.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
g0kYnfdOg80,2022-12-30,-0.9592615365982056,3695.0,ABN,470.0,3.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
bkQfz2avZls,2023-01-02,-0.9860959649086,1453.0,ABN,294.0,2.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D-zupj2U5Ew,2023-01-02,0.9856964349746704,4326.0,TV9,278.0,7.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
v5NzAhWBWBM,2023-01-02,-0.9980008006095886,52785.0,TV9,343.0,106.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0
e4GKSnpQlLQ,2023-01-02,-0.9977996945381165,5179.0,TV9,306.0,3.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DVD_wQ6BUsQ,2023-01-03,0.989969789981842,3089.0,TV9,70.0,13.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
_XuLEe6oZW0,2023-01-03,-0.955073356628418,7749.0,TV9,239.0,46.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pav8rqa8sj4,2023-01-04,0.99871826171875,784.0,TV9,275.0,4.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7IzyUo6w9Qw,2023-01-04,-0.9981958270072936,4785.0,TV9,412.0,6.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2rdREKO8aS4,2023-01-05,0.9980576634407043,910.0,TV9,219.0,0.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NeLE8OqzIVo,2023-01-05,-0.9973492622375488,1938.0,TV5,216.0,3.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2b-QfkKfcZs,2023-01-06,0.9924129843711852,2287.0,TV9,569.0,0.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7Q45zNTtwcE,2023-01-06,-0.999250590801239,2255.0,TV9,194.0,5.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kLuNRKmy944,2023-01-06,-0.9979264736175536,2186.0,TV9,365.0,4.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3Z3Wojx_1cA,2023-01-07,-0.9978151321411132,1094.0,TV9,495.0,0.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z9nybbIVrMQ,2023-01-07,0.9963396787643432,904.0,TV9,155.0,0.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OoJFeSzPj20,2023-01-07,-0.9979653358459472,953.0,Sakshi,126.0,5.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
AIu9o6NWxFQ,2023-01-07,-0.999419093132019,1859.0,TV9,322.0,0.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-37pFW32RuE,2023-01-07,-0.998258650302887,809.0,TV9,288.0,5.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8GyS3nh5kEo,2023-01-08,0.9956399202346802,251.0,TV9,316.0,0.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REgamSPbink,2023-01-09,0.9978145360946656,2102.0,Sakshi,210.0,17.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BtdXV9ML_t8,2023-01-09,-0.9885927438735962,16869.0,Sakshi,342.0,68.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
kohcaai9V34,2023-01-10,0.9955233335494996,28168.0,Sakshi,558.0,65.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wVqvCh1MF2s,2023-01-11,-0.98738431930542,2581.0,TV5,246.0,2.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LEJKIKb3OgY,2023-01-12,-0.9877094030380248,4821.0,TV5,272.0,6.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
u8n5sMeQKKU,2023-01-13,0.9983617663383484,44705.0,TV5,325.0,85.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
Xym4KiwrSIc,2023-01-14,-0.99928879737854,2313.0,TV9,86.0,7.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3Vlud1K6Icw,2023-01-16,-0.9911318421363832,2440.0,TV9,186.0,7.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
e9rcWCPVMnA,2023-01-16,0.998008906841278,2005.0,TV9,116.0,0.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tc1cDLn81ko,2023-01-17,0.9888877272605896,18796.0,Sakshi,272.0,47.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WXTSsRPGhbs,2023-01-17,-0.9901621341705322,16939.0,ABN,367.0,9.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
NY79-mn4ens,2023-01-19,-0.9831180572509766,2403.0,TV9,134.0,3.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
hToIqveO5pY,2023-01-20,-0.998744249343872,3579.0,TV5,570.0,4.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7AVBgnJ6cqo,2023-01-20,-0.9945456981658936,775.0,ABN,248.0,0.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bbgh4Rhv0F0,2023-01-21,-0.9897733330726624,864.0,Sakshi,224.0,6.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
AxRxoYr0EIg,2023-01-21,0.994542956352234,1193.0,Sakshi,500.0,1.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1QH6DYnZ08,2023-01-21,-0.9982649683952332,2043.0,ABN,206.0,4.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_iGZLivjIg0,2023-01-22,0.9979615211486816,158972.0,TV5,550.0,209.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5HyOOljExec,2023-01-22,0.9984378218650818,2953.0,Sakshi,577.0,20.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0
qJHTc_WiaD8,2023-01-23,-0.9969837069511414,1538.0,Sakshi,317.0,5.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
wW_qjg3mHk4,2023-01-24,-0.997307062149048,1193.0,TV9,279.0,3.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_VWiMuvnSFI,2023-01-24,-0.9810015559196472,508.0,ABN,321.0,0.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SdR8Lzn1xz8,2023-01-25,0.9703777432441713,428.0,Sakshi,200.0,3.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0
6wCOkIdU8KM,2023-01-26,-0.9979342222213744,11729.0,TV9,228.0,9.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iCB_U7QMDTU,2023-01-26,0.9944376945495604,8532.0,Sakshi,502.0,21.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ANmxC9cDIvM,2023-01-26,0.9884123206138612,1467.0,TV9,332.0,8.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WoSSB0tq_HE,2023-01-27,0.9978590607643129,15775.0,TV5,365.0,13.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
AswcjfI4BQQ,2023-01-28,0.9961950778961182,6139.0,TV5,275.0,3.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SaQ3XlQSUWI,2023-01-29,-0.9993647933006288,5728.0,Sakshi,223.0,11.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
LEXkYOqlMEU,2023-01-29,-0.9823904037475586,799.0,TV9,282.0,4.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X-Xra7CkKZw,2023-01-29,0.9984673857688904,981.0,TV9,304.0,3.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HbaBHkWK_D4,2023-01-30,-0.9974797368049622,7782.0,Sakshi,311.0,7.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0
u1gG6xSySy8,2023-02-01,-0.999242663383484,8968.0,TV5,270.0,9.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
lbivow6u8uQ,2023-02-01,-0.989644169807434,163699.0,TV9,456.0,131.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jb0gtCLzWog,2023-02-01,-0.998219907283783,17076.0,TV5,435.0,23.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_THl2OJzC4Y,2023-02-02,-0.9986234903335572,2173.0,ABN,270.0,1.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
d0LpON9WpYg,2023-02-02,0.9919559955596924,776.0,TV5,364.0,1.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jgPdbhHVa0o,2023-02-03,-0.9647335410118104,430194.0,ABN,441.0,296.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0kAMCf7zgAw,2023-02-03,-0.994178056716919,121491.0,ABN,295.0,41.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDGRKawpbjs,2023-02-04,-0.995658040046692,1130.0,TV9,262.0,3.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-WsYVYk6Oc,2023-02-04,-0.9985162615776062,1377.0,TV9,166.0,8.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1H7Jl3CroZ4,2023-02-04,0.9869720339775084,3770.0,TV9,256.0,7.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TxQZUD03v9k,2023-02-04,0.9932301044464112,2992.0,TV9,315.0,5.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xsp-NSorhXM,2023-02-04,0.988834798336029,211452.0,Sakshi,553.0,420.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
xV0xyycnQJw,2023-02-05,-0.9928988218307496,124425.0,TV5,405.0,109.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
wbIbZqoZmh8,2023-02-05,0.9973313808441162,21825.0,TV5,200.0,13.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s6dc6I0XOvo,2023-02-06,0.9956704378128052,1758.0,TV5,96.0,12.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XmmG5vvYNAw,2023-02-06,0.95671409368515,1556.0,ABN,204.0,0.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JtLSLU8YBU8,2023-02-06,-0.9970567226409912,1060.0,TV9,175.0,0.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EsY1wZs4R_4,2023-02-06,0.997725546360016,15369.0,TV5,425.0,23.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y3396TAufVc,2023-02-07,0.9976772665977478,536.0,TV5,99.0,0.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ddgx9RLTWYs,2023-02-07,0.9988090991973876,1126.0,ABN,174.0,7.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
btq9ThJEPsQ,2023-02-07,-0.996344029903412,495.0,ABN,118.0,0.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
