ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,Yellow Media,Gadapa Gadapaku ,Kuppam,janasena party,ap employees,ap assembly session today,jr ntr,YSRCP Plenary,alliance,ambati rambabu ,polavaram,visakha,byreddy siddharth reddy
7Q8YuoLcmCQ,2023-01-03,0.9923250675201416,4434.0,TV9,156.0,6.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hvvd5weZN-o,2023-01-03,0.9890583157539368,1657.0,ABN,314.0,0.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
RCOjwCsDlBg,2023-01-04,-0.9971939325332642,4377.0,Sakshi,186.0,15.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
nR-x_bC4TUk,2023-01-04,0.998683750629425,1925.0,TV9,212.0,1.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FrYkgEQ3fPQ,2023-01-04,0.9948157668113708,708.0,ABN,252.0,3.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PjQCgoc9Zl0,2023-01-04,0.9860495924949646,168779.0,TV5,575.0,275.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
oXNnz6nLvHE,2023-01-05,0.99847012758255,8091.0,Sakshi,249.0,21.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
NyepzoRnWkk,2023-01-05,0.9890503883361816,53113.0,TV5,575.0,144.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
EW1A1HTuQK0,2023-01-05,0.9973794221878052,1853.0,TV9,278.0,1.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Kun3TswQjiA,2023-01-05,0.9837920665740968,858.0,TV9,244.0,2.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
eHSu7piI2V8,2023-01-05,0.9929211735725404,1273.0,TV9,349.0,0.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cUUM2N_xdxo,2023-01-06,0.9950910806655884,554.0,TV9,299.0,0.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OB-rQvAZVns,2023-01-07,-0.9985431432724,2064.0,Sakshi,302.0,4.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
fxKhg2g0-iI,2023-01-07,0.9971753358840942,2756.0,Sakshi,135.0,2.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
QgMNtQhdd-I,2023-01-08,-0.98509418964386,22338.0,TV5,289.0,45.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7ZQXLZFNTIo,2023-01-08,0.9948529601097108,4776.0,TV5,120.0,5.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pVZ0-hEtADM,2023-01-08,-0.9943488240242004,152332.0,TV9,396.0,83.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p3JGXypnQiI,2023-01-09,0.9985718727111816,263401.0,Sakshi,100.0,225.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
_wJ-ITILXDw,2023-01-10,0.99755597114563,64363.0,Sakshi,553.0,84.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i7dzlNzDGKc,2023-01-10,0.9968196153640748,115200.0,Sakshi,375.0,327.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sunTNXFqKEE,2023-01-10,0.997876524925232,3237.0,Sakshi,212.0,4.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kohcaai9V34,2023-01-10,0.9955233335494996,28168.0,Sakshi,558.0,65.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J2tuLr5NVbU,2023-01-10,-0.9933018684387208,713.0,TV5,362.0,0.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6WphTNdVQx8,2023-01-11,-0.9935539960861206,3742.0,Sakshi,79.0,1.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
QZ4A0P_ZTxw,2023-01-12,0.9978764057159424,3300.0,Sakshi,107.0,18.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTww-DaxR34,2023-01-12,0.9988803267478944,2525.0,Sakshi,162.0,1.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MF02yevQ4Dg,2023-01-12,0.9988036155700684,1344.0,TV9,99.0,0.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QecIi9BoMKs,2023-01-12,0.9978523254394532,3439.0,Sakshi,213.0,11.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tpgGE6-N3UE,2023-01-12,0.996988832950592,14339.0,TV9,564.0,11.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eOsAZmuqbVo,2023-01-12,0.998357117176056,972.0,TV9,146.0,2.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R45WqJO6Zfk,2023-01-13,-0.9979314804077148,71514.0,Sakshi,554.0,597.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3BorsMDjtrI,2023-01-13,0.9531146287918092,3392.0,TV5,256.0,3.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hN6nKSelSj8,2023-01-13,0.9894416332244872,2723.0,TV5,310.0,7.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
dN2FDoNXnpI,2023-01-13,-0.9934988021850586,2404.0,TV9,163.0,0.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kvoO_lArY4Y,2023-01-14,0.99874085187912,1567.0,TV9,210.0,0.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
h8PYl7Ffen0,2023-01-15,0.9787373542785645,13338.0,TV5,505.0,17.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9RNwL-Q5tF4,2023-01-16,0.9982557892799376,446739.0,TV5,460.0,246.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mI3ztikudQo,2023-01-17,0.9985722303390504,892.0,ABN,328.0,0.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3vTgdje1uMw,2023-01-19,-0.999306321144104,577.0,ABN,390.0,1.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
R6gXGKOdquE,2023-01-20,0.9950891137123108,242014.0,TV9,227.0,149.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TzzurkA4Xao,2023-01-20,0.9942938685417176,3599.0,Sakshi,188.0,2.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
v1mJynMiLJw,2023-01-21,0.9866655468940736,12953.0,TV5,385.0,9.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Qi4YO5MJIC4,2023-01-21,0.996687352657318,3801.0,Sakshi,570.0,6.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5cRuCqbR1fM,2023-01-21,0.9964242577552797,29107.0,TV9,386.0,58.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTWmvBYa8xQ,2023-01-22,0.993821382522583,2244.0,TV9,108.0,0.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9L8LqEqid_8,2023-01-23,0.9973331689834596,710.0,TV5,462.0,1.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
KjZL-HaHHpU,2023-01-23,0.9984148740768432,24466.0,TV5,246.0,37.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91WVnOrirNE,2023-01-24,0.9973419308662416,178867.0,TV5,593.0,249.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TCfRx1jQAoc,2023-01-24,-0.99780935049057,601.0,TV5,373.0,2.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ddq5LV3GhLM,2023-01-24,0.9983545541763306,876.0,TV9,279.0,3.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ePk6gDp4O3Q,2023-01-24,-0.981451451778412,8548.0,Sakshi,51.0,9.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34AptEPzQgw,2023-01-24,0.9946093559265136,1226.0,TV9,193.0,0.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qeMtJ9H-i_8,2023-01-24,-0.9957624077796936,1196.0,TV5,260.0,1.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRS0cYBFWDY,2023-01-24,-0.996135115623474,1987.0,TV9,320.0,7.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9TuN1n3jQN0,2023-01-24,-0.9979116320610046,881.0,TV9,265.0,3.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c3tBe_-hxto,2023-01-24,0.9947311878204346,6833.0,Sakshi,317.0,19.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
EaRXjM98Syc,2023-01-24,-0.9917659163475036,177771.0,TV5,399.0,61.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TYoQGneaPy0,2023-01-24,0.9920638203620912,39179.0,Sakshi,224.0,77.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tjJpcxV1NmE,2023-01-24,0.9811738729476928,1838.0,TV9,135.0,1.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rOpTnwcKz3U,2023-01-25,0.9978723526000975,914.0,TV9,319.0,4.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
n_FlRoa2yhw,2023-01-25,0.9958374500274658,586.0,TV5,155.0,0.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ha4vhfP9bkY,2023-01-25,-0.9982985854148864,2947.0,TV9,321.0,8.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U1c8TyEBorU,2023-01-25,-0.99497389793396,1340.0,TV9,380.0,4.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
j8wNZImfHuY,2023-01-25,0.9958512783050536,2657.0,TV9,287.0,0.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-2piwiJ20,2023-01-26,0.9984922409057616,137344.0,TV9,217.0,9.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lyLyzvQVJ1o,2023-01-26,-0.9976886510849,2220.0,TV5,160.0,1.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qfGzyxrY2FU,2023-01-26,-0.9961367249488832,76136.0,Sakshi,249.0,385.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
F7cB35WJ3Fw,2023-01-27,0.9966939687728882,112316.0,TV5,585.0,148.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
zBfWYTYZfhI,2023-01-27,-0.991815745830536,1969.0,ABN,230.0,0.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OlPzXqSxC8M,2023-01-28,0.9980539083480836,1540.0,TV9,143.0,0.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0Jhbfqr5oKo,2023-01-28,-0.9905478358268738,9456.0,TV9,99.0,46.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2y5YAuxRh8,2023-01-28,-0.9773692488670348,602500.0,Sakshi,189.0,0.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
rDx3B5_oaFI,2023-01-28,-0.9970614314079284,8410.0,ABN,231.0,9.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLFoZPAYqc,2023-01-28,0.9977964162826538,7408.0,ABN,452.0,89.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
simMGG8tRT4,2023-01-28,-0.9946221113204956,27746.0,Sakshi,192.0,133.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
ulc_WmG_exU,2023-01-28,-0.9952473044395448,15465.0,TV9,311.0,3.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aQDB1jL98pI,2023-01-29,0.9981206059455872,2713.0,ABN,70.0,1.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
fTQZ76OvyXQ,2023-01-29,0.9984101057052612,76465.0,TV9,56.0,24.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_HYF_pgy-sE,2023-01-29,0.998568058013916,26097.0,TV9,66.0,9.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l3I6sixbnKg,2023-01-30,0.998522937297821,111073.0,Sakshi,390.0,280.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z-dilC0xW9s,2023-01-30,-0.9988262057304382,7535.0,ABN,278.0,28.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7-CsXxdW9dE,2023-01-30,-0.9984099864959716,1825.0,TV9,228.0,0.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0yJ1s77frH4,2023-01-30,-0.9880329370498656,61686.0,TV5,523.0,159.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
rFdJ95Mt8lk,2023-01-30,0.992206871509552,1034.0,TV5,435.0,1.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3s7RnUYqggI,2023-01-31,0.9920681715011596,225236.0,TV5,490.0,343.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jRnC7MLSHjw,2023-01-31,-0.9993953704833984,1855.0,TV9,275.0,9.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nLP0nNrtE24,2023-01-31,0.9944984316825868,1019.0,TV9,254.0,4.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O5SMNuWVLKU,2023-01-31,0.9985612034797668,82057.0,Sakshi,55.0,155.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
oH_w1_IEVzY,2023-01-31,0.991818904876709,2777.0,Sakshi,141.0,5.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
WR8TUIZBgdA,2023-01-31,0.9960719347000122,5175.0,Sakshi,261.0,50.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
B9UnL29S_N8,2023-01-31,-0.9427080154418944,210902.0,Sakshi,148.0,473.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GSKMcAZkR8A,2023-01-31,0.9860274791717528,45968.0,Sakshi,186.0,123.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RXuMRzEW04g,2023-01-31,0.9977725148200988,2802.0,TV9,186.0,2.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cgDu3_2AsHU,2023-02-01,0.9879222512245178,38590.0,TV5,366.0,45.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gpQUOe_QWpM,2023-02-01,0.9921004176139832,1067.0,TV9,457.0,1.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
hiR2d8Kpzgc,2023-02-02,0.983270823955536,32267.0,TV5,386.0,55.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
c9seCPvyDGs,2023-02-02,-0.9962032437324524,31244.0,TV5,122.0,39.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1s1fqMTeOYM,2023-02-02,-0.9968306422233582,4326.0,TV5,158.0,4.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mkgCcveO6OE,2023-02-02,-0.9945271611213684,41936.0,TV5,192.0,55.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
s-jT4u0O4S4,2023-02-02,-0.9949504137039183,3506.0,TV9,365.0,0.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e6P5RkSVAYg,2023-02-02,0.9984734654426576,6414.0,TV9,268.0,3.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRcU7hMU_XI,2023-02-03,-0.9985888600349426,13679.0,TV9,50.0,4.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VBwuYu3yVF0,2023-02-03,-0.9757994413375854,25945.0,TV9,228.0,3.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
YPntRNS81jA,2023-02-03,0.9977757334709167,52380.0,Sakshi,577.0,110.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TQcnhSMb_Zo,2023-02-03,0.9908580183982848,10227.0,TV9,184.0,8.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NqwitD_mdX4,2023-02-04,0.9923101663589478,81399.0,ABN,446.0,75.0,nellore_city.png,Anil Kumar Poluboina,YSRCP,Nellore_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
