ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,ambati rambabu,Gadapa Gadapaku ,janasena party,ap assembly session today,alliance,polavaram,visakha,byreddy siddharth reddy,Kakani,kotamreddy ,roja,nellore ,yuvashakti,tadepalli,suprem court,ap development,tadipatri,Devineni Uma,nandigama
xpljGHR8O5g,2022-10-27,-0.998440682888031,2699.0,ABN,375.0,0.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z_VaUq30ALc,2022-10-27,-0.9833891987800598,8810.0,ABN,395.0,10.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WeQXRA8f0nI,2022-10-27,-0.9979094862937928,4166.0,ABN,290.0,6.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3FXI_Lpppak,2022-10-30,-0.9971390962600708,494.0,TV5,305.0,0.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
tQae-tNTteQ,2022-10-30,-0.9870434403419496,1451.0,TV5,270.0,0.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
y7Fx7-Xvszs,2022-10-30,-0.9923782348632812,1512.0,TV5,356.0,2.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vS6dVDEy1H4,2022-10-30,0.9904308915138244,914.0,TV5,370.0,0.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JcQALWx0ZYk,2022-11-06,-0.9897144436836244,3867.0,Sakshi,258.0,2.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
OgmvcvdKBHs,2022-11-06,-0.989916741847992,6338.0,TV5,305.0,5.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lOjkTrEAZPU,2022-11-08,0.9978694915771484,1513.0,Sakshi,240.0,4.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
P8HIfefUpf4,2022-11-18,-0.9028894901275636,2651.0,Sakshi,235.0,4.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
k8H58RzhOsk,2022-11-19,-0.9985200762748718,3226.0,TV5,405.0,5.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0
S2ei2E93bsA,2022-11-19,-0.9556894302368164,4025.0,TV5,515.0,2.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FEZTvhBfwSc,2022-11-22,0.9942687749862672,12376.0,Sakshi,515.0,22.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DYCwwTzGIzY,2022-11-22,0.968666672706604,537.0,TV5,445.0,2.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bDQNywFXZtc,2022-11-22,0.9964361190795898,1452.0,TV5,440.0,1.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cZPet7313Ow,2022-11-22,-0.9958866238594056,723.0,TV5,590.0,0.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ByVqySsZa9M,2022-11-23,-0.9976869821548462,7491.0,TV9,180.0,3.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eb8HNYYzgeQ,2022-11-23,-0.9971561431884766,2367.0,ABN,394.0,3.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BlCzsTRdB5U,2022-11-23,0.9932501316070556,21322.0,TV9,490.0,23.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wL4bViF8lnE,2022-11-23,-0.9966283440589904,3221.0,TV9,169.0,1.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
ML_MhpyxUMQ,2022-11-23,-0.9596999883651732,995.0,TV9,101.0,0.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HChfrW4rgsM,2022-11-23,-0.9973763227462769,2697.0,ABN,100.0,0.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ZeAoq48yJAE,2022-11-23,-0.9985872507095336,8141.0,TV9,546.0,1.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dWUHlfBRRQw,2022-11-24,0.995400607585907,770.0,TV9,167.0,0.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M060li1C7Gg,2022-11-25,-0.994880199432373,1032.0,TV9,175.0,1.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1
ify8mBsK2qc,2022-11-25,-0.992241144180298,4230.0,TV9,210.0,0.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2MvgSr2gfno,2022-11-25,-0.9985612034797668,2193.0,TV9,177.0,1.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
YmDsjmf_svY,2022-11-25,0.9941400289535522,3128.0,TV9,342.0,1.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ozal07dR7q8,2022-11-25,0.9966670870780944,1080.0,TV9,188.0,0.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ww-22Lw5djA,2022-11-26,-0.9959955215454102,789.0,TV9,154.0,0.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HP3zZd0y4sc,2022-11-26,-0.8732292056083679,1431.0,TV9,147.0,0.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JF_Q99zjuIQ,2022-11-26,0.996239185333252,585.0,TV9,181.0,0.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ZWjcZA_YxrM,2022-11-26,-0.9916606545448304,1183.0,TV9,44.0,2.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0
Cn3INTQc7a0,2022-11-26,-0.9937543272972108,518.0,TV9,129.0,0.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
G9Daiak2rls,2022-11-26,-0.999455988407135,897.0,TV9,70.0,0.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
vpiQfTrCA-c,2022-11-26,-0.9967026114463806,956.0,TV9,157.0,1.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
IOtmp3JatjM,2022-11-26,0.9636096954345704,812.0,TV9,94.0,0.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HPMSXa2ZWfc,2022-11-29,-0.9893981218338012,1665.0,TV9,126.0,0.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0awQItp5KG8,2022-11-29,-0.9914062023162842,2408.0,TV9,135.0,0.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
DU6DAmno9kI,2022-11-29,-0.974157989025116,655.0,TV9,110.0,0.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y3fxQkFXVkk,2022-11-30,-0.998285472393036,12479.0,ABN,240.0,10.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
16-7yQu7EIA,2022-11-30,-0.9977952241897584,4372.0,ABN,335.0,5.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OIcvPvW0sFk,2022-11-30,-0.9920765161514282,963.0,TV5,220.0,1.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
WB3j0lnEK8w,2022-11-30,-0.9966326355934144,11830.0,TV5,210.0,11.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
ANdsxiG38QA,2022-12-03,0.995768904685974,163027.0,TV5,525.0,344.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NgUp8OPQw_U,2022-12-03,-0.9994377493858336,1078.0,TV9,453.0,2.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WcnssT4U85c,2022-12-03,-0.9903649687767028,9287.0,TV9,378.0,14.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7jDHLjLbqMk,2022-12-03,-0.9973403811454772,2923.0,TV9,384.0,4.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QjcbdRTDpRM,2022-12-03,-0.995956003665924,4864.0,TV9,304.0,0.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ji3iu8rVYBk,2022-12-03,-0.9986972212791444,2023.0,TV9,314.0,1.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1bh3gira5oI,2022-12-03,-0.999471127986908,3744.0,TV9,310.0,1.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JW9qTFoirI8,2022-12-04,0.9979070425033568,1327.0,TV9,300.0,1.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-HkZDdARzGg,2022-12-05,-0.9951081871986388,635.0,TV5,197.0,3.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8DpAqRV_F04,2022-12-05,-0.9980371594429016,993.0,ABN,303.0,2.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gNRA1zOoICM,2022-12-06,0.9968245029449464,2804.0,Sakshi,174.0,7.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sE5R5xzdgsc,2022-12-06,0.9974199533462524,1306.0,Sakshi,168.0,42.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
KBUrE9Ke7kI,2022-12-10,-0.9977679252624512,2885.0,TV5,120.0,2.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UaGJ5mXqIBY,2022-12-13,0.99671471118927,2908.0,Sakshi,249.0,11.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
lartgH4-usc,2022-12-15,0.9979885816574096,2065.0,TV9,142.0,4.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
pux-w4s2-vg,2022-12-15,0.9964107871055604,5459.0,TV9,63.0,1.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wJgzJv_cXck,2022-12-16,-0.9977353811264038,551.0,TV5,426.0,0.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CKuBxs9yhjU,2022-12-16,-0.9925435781478882,886.0,TV5,440.0,2.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaKIB2vvvJU,2022-12-16,0.9965229034423828,21847.0,TV9,417.0,6.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_H4S5QZnyG0,2022-12-16,-0.9852967858314514,1293.0,ABN,216.0,0.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J03IcWLvVtk,2022-12-17,-0.9949297308921814,5629.0,TV9,184.0,2.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0
7zqZIiuw9Zs,2022-12-19,-0.9983148574829102,1460.0,TV5,160.0,3.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BsFSFkfiC4M,2022-12-19,0.9842144250869752,2142.0,TV5,117.0,1.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ovF4glOPqvM,2022-12-19,-0.9898906946182252,3445.0,ABN,324.0,0.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B55Yq54Q058,2022-12-19,-0.996299684047699,331.0,TV5,135.0,0.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nz6Qf36SJqI,2022-12-21,-0.9961166381835938,1147.0,TV9,74.0,0.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8vwnFIfhDV0,2022-12-21,0.99604332447052,3180.0,ABN,585.0,16.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M42xKa_wsGg,2022-12-22,0.9925289154052734,748.0,TV9,59.0,0.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2x5IKcw9PJU,2022-12-24,-0.9904366135597228,6617.0,TV9,176.0,2.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
X980_yKFPWc,2022-12-24,-0.9946669340133668,23995.0,TV9,455.0,12.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QTYM4efbrYo,2022-12-26,0.9930689334869384,2224.0,Sakshi,359.0,6.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QiPwaXKsOPw,2022-12-26,-0.988095998764038,2844.0,TV9,233.0,1.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPP9bYr64Gk,2022-12-27,0.9971497654914856,1522.0,Sakshi,408.0,0.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
JOdK1WM-M0A,2022-12-28,0.9948673248291016,3740.0,Sakshi,289.0,10.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
gl34-xFm3qk,2022-12-30,-0.9917352199554444,1199.0,TV9,323.0,0.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QfFvBGUz-PQ,2022-12-30,0.9970113039016724,1510.0,TV9,383.0,2.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xdNHyiGJSWo,2022-12-30,-0.998525083065033,1089.0,TV9,193.0,0.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
h4wpvBmGPKA,2022-12-31,-0.9994797110557556,1746.0,TV9,284.0,4.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
EtnZubbuH-k,2022-12-31,-0.9991043210029602,505.0,TV9,275.0,2.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P-Q2Fui1pIk,2023-01-01,0.9958739876747132,3001.0,TV5,165.0,3.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
iKFFGAnD6uE,2023-01-04,-0.9978117346763612,1312.0,TV9,154.0,2.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hw3lcZqjMPk,2023-01-04,-0.9661615490913392,4480.0,TV9,248.0,9.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
nskmorgBTSA,2023-01-04,0.99647456407547,18586.0,TV5,155.0,34.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
RCOjwCsDlBg,2023-01-04,-0.9971939325332642,4377.0,Sakshi,186.0,15.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lKYa_5iuEeo,2023-01-04,-0.9866933226585388,26960.0,ABN,106.0,48.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VfN03s9yCtE,2023-01-04,-0.9899449944496156,2425.0,TV9,132.0,4.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3HbzH_P3aFA,2023-01-04,-0.9667999744415284,3240.0,TV9,105.0,9.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WlwYIkqJb_Y,2023-01-05,0.9957320094108582,700.0,TV5,263.0,0.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oXNnz6nLvHE,2023-01-05,0.99847012758255,8091.0,Sakshi,249.0,21.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu53cZpS4g,2023-01-06,-0.9886852502822876,980.0,TV9,200.0,1.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JApYOp658JU,2023-01-06,-0.9986370205879213,1150.0,TV9,210.0,1.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
OB-rQvAZVns,2023-01-07,-0.9985431432724,2064.0,Sakshi,302.0,4.0,myalavaram.png,Vasantha Venkata Krishna Prasad,YSRCP,Mylavaram,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
