ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,raghurama ,AP ,yuvagalam,amaravati,ambati rambabu,YS Viveka Case,Yellow Media,Gadapa Gadapaku ,panchayat elections,Kuppam,janasena party,tdp pattabhi,ap employees,Sajjala ,ap assembly session today,jr ntr,Atchannaidu,high court,gorantla ,alliance,Peddireddy ,vizag steel plant,vangalapudi anitha,ambati rambabu ,polavaram,visakha,byreddy siddharth reddy, vidadala ,Kakani,vijayasai reddy,privatization,kotamreddy ,lakshmi parvathi,Preethi,roja,vidya deevena,nellore ,srikakulam,yuvashakti,ram gopal varma,tadepalli,Buggana Rajendranath,ys vijayamma,Pension,vangaveeti radha,suprem court,perni nani ,tdp leaders arrest,Devineni Avinash,ap development,Kethireddy Venkatarami Reddy,balineni srinivasa reddy,tadipatri,Anam Ramanarayana Reddy,Corona,janasena alliance with tdp,gudivada ,Kodali Nani ,varahi ,election commission,nellore mekapati,maa nammakam nuvve jagan,nandigama,High Court
I2VCdB5Ad3k,2022-11-10,-0.997439980506897,10621.0,ABN,455.0,32.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0lSJWwrVoQ,2022-11-10,0.9986903071403505,39037.0,ABN,515.0,54.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cva7rqHUV-E,2022-11-10,-0.9968382120132446,1270.0,ABN,300.0,11.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MpJnVkNEGig,2022-11-11,0.9981473684310912,26167.0,Sakshi,337.0,119.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
V8HuzhVOeQg,2022-11-11,0.9945651292800904,31731.0,ABN,310.0,131.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ykq6fbSI9Lo,2022-11-12,-0.966411590576172,32784.0,TV5,290.0,38.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BX6fyUNd2UQ,2022-11-12,-0.9965014457702636,2596.0,TV5,320.0,3.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hPuZRsljBWQ,2022-11-13,0.9880235195159912,1707.0,ABN,310.0,4.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3WyfyNWHnE,2022-11-13,0.9986108541488647,2916.0,ABN,120.0,7.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s8jkS7HntHA,2022-11-13,0.9767260551452636,7739.0,TV5,581.0,10.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peiUPyXZguQ,2022-11-13,-0.9801635146141052,6280.0,TV5,396.0,9.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
K_qStAgZ5Ww,2022-11-14,-0.9831117987632751,5447.0,TV5,353.0,5.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7nqitmbRCWw,2022-11-14,0.9985219836235046,5791.0,TV5,210.0,11.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kdttOvypiN8,2022-11-15,0.9965240359306335,1019.0,ABN,259.0,1.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WQCLl9v8FcE,2022-11-15,0.9910596013069152,2361.0,Sakshi,186.0,11.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ax_aaDDKyZw,2022-11-16,-0.998426914215088,27507.0,ABN,281.0,34.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
YiH2fYCXAp0,2022-11-18,-0.9757848978042604,2384.0,ABN,235.0,1.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3yVTxphBUQY,2022-11-18,-0.997875452041626,2704.0,ABN,370.0,5.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZcoCOPq-tEE,2022-11-18,-0.9988328814506532,1842.0,ABN,240.0,1.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pCtgnbt64ZI,2022-11-18,0.9952687621116638,1325.0,TV9,554.0,3.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
zaeY73APciA,2022-11-18,-0.998873770236969,2100.0,ABN,185.0,2.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f5wX9tynqx0,2022-11-18,0.9914575219154358,1958.0,ABN,225.0,10.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
372k-V2NiW4,2022-11-18,-0.994881272315979,4092.0,ABN,245.0,11.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGizgYef9gk,2022-11-18,-0.9985817670822144,20305.0,ABN,425.0,12.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zA_RVqQj2BU,2022-11-18,-0.9972679615020752,8037.0,ABN,200.0,7.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y855bEq-ymA,2022-11-18,0.9935426712036132,10354.0,ABN,420.0,15.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qC5zjYI6WbQ,2022-11-19,-0.998683512210846,2574.0,TV9,278.0,4.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fHXKOoGOD8E,2022-11-19,-0.9986623525619508,1879.0,TV5,185.0,3.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZxvF_F8tO64,2022-11-19,-0.9990473389625548,2015.0,TV9,235.0,8.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yGBT9rSkC38,2022-11-19,-0.99124276638031,1892.0,TV9,80.0,2.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
u63j3gJL9b8,2022-11-19,-0.9994901418685912,5278.0,TV9,279.0,20.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1Ok7vUhy2TI,2022-11-19,-0.9952351450920104,658.0,ABN,373.0,7.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5F8ONgNNKTA,2022-11-19,-0.9994788765907288,624.0,ABN,192.0,0.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P4Eukh37H2c,2022-11-20,0.987199604511261,233.0,TV9,247.0,0.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dPxR4DfXa08,2022-11-20,0.9769240021705629,2483.0,TV9,161.0,0.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F3mULuBxBWk,2022-11-20,-0.9939182996749878,1324.0,TV9,63.0,5.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gzapoW1B2lE,2022-11-21,0.9985034465789796,814.0,TV9,228.0,0.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MHc1ljPhapU,2022-11-21,-0.9987164735794068,26527.0,TV9,332.0,19.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
n_MUzOeHDlA,2022-11-21,-0.9972153902053832,3148.0,TV9,269.0,16.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LWkyd_7MjjM,2022-11-21,-0.9888415932655334,709.0,TV9,490.0,0.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q8JKa6Cm_Qg,2022-11-21,-0.9931427240371704,2593.0,TV9,196.0,5.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jhMtv1mA2Gs,2022-11-21,-0.9981390237808228,100292.0,TV9,349.0,127.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PxvdRF8-V20,2022-11-21,-0.9985652565956116,12747.0,TV9,393.0,33.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_XzEQ0qAYdo,2022-11-21,-0.9993273019790648,2182.0,TV5,211.0,1.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kvas07wII-g,2022-11-21,-0.9971755743026732,1294.0,Sakshi,220.0,7.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
YM_GfSt8ano,2022-11-22,0.9967262744903564,4897.0,TV9,219.0,7.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
exgbmO1HwBA,2022-11-22,-0.9987095594406128,4014.0,TV9,201.0,18.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lIx3VneJMTQ,2022-11-22,-0.9982736110687256,6459.0,TV9,254.0,19.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
kox9xsQfRBI,2022-11-22,-0.9987635612487792,1795.0,TV9,87.0,8.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zO9TvJL0uBo,2022-11-22,-0.9907331466674804,574.0,TV9,217.0,1.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DN2oTvSS-IY,2022-11-22,-0.9970631003379822,2265.0,TV9,276.0,4.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cd7hpke9w6Y,2022-11-22,-0.9982261061668396,3048.0,ABN,465.0,5.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOl5gOiBlPo,2022-11-22,-0.9954522252082824,11456.0,ABN,490.0,16.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sVqYI0IUZ3U,2022-11-22,-0.9520264863967896,786.0,ABN,388.0,1.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_gr00FgDkY,2022-11-22,-0.9968881011009216,3667.0,TV9,217.0,5.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0zPpnarcKyM,2022-11-22,-0.998076558113098,2216.0,TV9,221.0,5.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vbAnw9UmJck,2022-11-23,0.9959591031074524,10997.0,TV5,265.0,8.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
eb8HNYYzgeQ,2022-11-23,-0.9971561431884766,2367.0,ABN,394.0,3.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wL4bViF8lnE,2022-11-23,-0.9966283440589904,3221.0,TV9,169.0,1.0,nandikotkur.png,Thoguru Arthur,YSRCP,Nandikotkur_sc,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
