ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,raghurama ,AP ,yuvagalam,amaravati,ambati rambabu,YS Viveka Case,Yellow Media,panchayat elections,Kuppam,janasena party,tdp pattabhi,Ramoji Rao,ap employees,Sajjala ,ap assembly session today,jr ntr,Atchannaidu,alliance,Peddireddy ,vizag steel plant,vangalapudi anitha,ambati rambabu ,gudivada amarnath,polavaram,visakha,byreddy siddharth reddy,Kakani,vijayasai reddy,kotamreddy ,roja,vidya deevena,nellore ,srikakulam,yuvashakti,tadepalli,Pension,vangaveeti radha,suprem court,perni nani ,ap development,Kethireddy Venkatarami Reddy,balineni srinivasa reddy,tadipatri,Anam Ramanarayana Reddy,Corona,janasena alliance with tdp,gudivada ,Kodali Nani ,varahi ,election commission,nellore mekapati,maa nammakam nuvve jagan,nandigama
UIvFUMyS57w,2021-11-15,-0.9967862367630004,2563.0,Sakshi,485.0,14.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4pL0vaNGwY,2021-11-15,-0.9970905780792236,12740.0,Sakshi,380.0,39.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8RBOtsxN_y0,2021-11-16,0.9892444610595704,13614.0,Sakshi,447.0,23.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T5KnyCO_5mQ,2021-11-18,0.9824129343032836,1811.0,Sakshi,232.0,3.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
sVHx_3lSEbk,2021-11-18,0.9910019040107728,4272.0,Sakshi,452.0,22.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2LQpE1dLXco,2021-11-18,0.9913656711578368,10203.0,Sakshi,541.0,26.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lFSbkEqaWko,2021-11-25,0.9566534161567688,680.0,Sakshi,121.0,4.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NF2AKK3ZGIU,2021-11-26,0.986659288406372,2846.0,Sakshi,400.0,3.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xCeZnj-YZv0,2021-11-26,-0.98127543926239,4189.0,Sakshi,433.0,12.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
j5ZjA7HFTmk,2021-12-06,-0.9982132911682128,20951.0,Sakshi,559.0,60.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSPPz6KZqwk,2021-12-10,0.9888043999671936,12781.0,Sakshi,457.0,98.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k-SJ8aJBX5Y,2021-12-11,-0.99797123670578,38282.0,Sakshi,386.0,121.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c6f9MDXJb7k,2021-12-13,-0.9990498423576356,12907.0,Sakshi,233.0,57.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gELey6OvoPg,2021-12-13,0.9721092581748962,27013.0,Sakshi,236.0,130.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wbwf5XVgCeo,2021-12-13,-0.9958141446113586,15357.0,Sakshi,253.0,124.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
u8PUrSXVnjQ,2021-12-13,0.9981147050857544,8835.0,Sakshi,244.0,71.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id9IXnw1O2E,2021-12-13,-0.9971287846565248,11377.0,Sakshi,397.0,88.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
m4ipVgsmKDM,2021-12-20,-0.9994192123413086,49707.0,Sakshi,320.0,161.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
qBF7udoYGdM,2021-12-20,0.9985700845718384,1811.0,Sakshi,264.0,2.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
PygkRhw0H50,2021-12-20,-0.9985210299491882,12119.0,Sakshi,164.0,19.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6KtH3pWwa1Y,2021-12-20,-0.9975814819335938,51940.0,Sakshi,205.0,207.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
s82HzQK3zp8,2021-12-21,0.998793363571167,29864.0,Sakshi,575.0,186.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YsCeSwnrs54,2021-12-22,-0.996879816055298,68604.0,Sakshi,246.0,160.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XrwrxEGMe7Q,2021-12-22,-0.998569130897522,4216.0,Sakshi,230.0,31.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9GUvanDijss,2021-12-22,-0.9978804588317872,5842.0,Sakshi,185.0,15.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
n8mBP2aNrYw,2021-12-29,-0.9878828525543212,12890.0,Sakshi,390.0,19.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U5a64_naF_g,2021-12-29,0.9940137267112732,64647.0,Sakshi,192.0,170.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ptNZ14TWh0k,2021-12-29,-0.9950548410415648,3907.0,Sakshi,254.0,13.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0DvLVw4iPis,2021-12-29,-0.9985438585281372,38368.0,Sakshi,152.0,84.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iG3LVH-aZAk,2021-12-29,-0.9971863627433776,21963.0,Sakshi,224.0,69.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mbnm-N2ifYE,2021-12-31,-0.9994070529937744,28070.0,Sakshi,294.0,160.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nTu6rTwrKtA,2021-12-31,0.9963114857673644,1239.0,Sakshi,312.0,4.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mYAk8Q928F4,2021-12-31,0.992967128753662,3909.0,Sakshi,389.0,13.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yRe8-wrqQVQ,2021-12-31,-0.997627317905426,12347.0,Sakshi,98.0,23.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
449nGu0cSnk,2021-12-31,0.9979569911956788,7604.0,Sakshi,99.0,6.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OXPkQnHM-Cc,2021-12-31,-0.9890216588974,14532.0,Sakshi,101.0,53.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y232y_8e-9M,2022-01-01,0.994730830192566,1588.0,Sakshi,515.0,13.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ixAqfnO_l-U,2022-01-01,0.989788055419922,4265.0,Sakshi,377.0,63.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d2BTdlCDF8g,2022-01-03,-0.9984147548675536,5915.0,Sakshi,100.0,32.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ZQhO5t5Nm-M,2022-01-03,0.9914013743400574,11734.0,Sakshi,379.0,41.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itgdf725NMM,2022-01-04,-0.9973817467689514,1443.0,Sakshi,303.0,10.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6Z0V3xg2aS0,2022-01-04,-0.998565137386322,6160.0,Sakshi,180.0,24.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RtblHQdxoI8,2022-01-04,-0.9844008088111876,4769.0,Sakshi,362.0,31.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
lWVyIRdL14o,2022-01-04,0.988114297389984,2093.0,Sakshi,375.0,9.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tdyvUv37YUQ,2022-01-06,-0.9975526928901672,62697.0,Sakshi,323.0,226.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
L7jo4wlhp3Q,2022-01-06,-0.9908357858657836,13659.0,Sakshi,99.0,39.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
j21Zt3LupY8,2022-01-06,-0.9987955093383788,44456.0,Sakshi,233.0,266.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DymQdwbduPM,2022-01-16,0.9983447790145874,13301.0,Sakshi,62.0,48.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rcIjP_gxCAA,2022-01-20,0.9980674386024476,2135.0,Sakshi,294.0,34.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
c35oMaKmY-g,2022-01-20,-0.9587773084640504,2883.0,Sakshi,314.0,32.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
iL581SnsWhE,2022-01-23,-0.9969287514686584,26335.0,Sakshi,327.0,99.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
rEDbuMMbJaA,2022-01-23,-0.9991119503974916,2998.0,Sakshi,231.0,45.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
cPQOVKU_e5Q,2022-01-23,-0.9986758828163148,39340.0,Sakshi,247.0,140.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0
9gv7a_ievJc,2022-01-25,-0.9993959665298462,21043.0,Sakshi,294.0,34.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
N4AOi_OuSAE,2022-01-25,-0.9770379066467284,5510.0,Sakshi,430.0,15.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
6lWLuwpHLEI,2022-01-25,-0.9902931451797484,174312.0,Sakshi,417.0,198.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
bFuzc__E82M,2022-01-25,-0.9986135959625244,375362.0,Sakshi,339.0,560.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hw2d-E_8YSk,2022-01-28,-0.9897865056991576,3076.0,Sakshi,207.0,5.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mZqVe-lYEgk,2022-02-06,0.9969582557678224,1818.0,Sakshi,228.0,6.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3H0voXoJCTg,2022-02-06,-0.9983940720558168,7306.0,Sakshi,317.0,50.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V9dmoVop3Uk,2022-02-17,-0.9845387935638428,11110.0,Sakshi,299.0,28.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
GEMUE1FVS4E,2022-02-23,-0.9982293248176576,37060.0,Sakshi,191.0,90.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
nlePZfp49yI,2022-02-23,-0.9972821474075316,28548.0,Sakshi,309.0,98.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ypoF-6h75qo,2022-02-23,-0.974504292011261,7657.0,Sakshi,444.0,32.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e6CY8DEzbxc,2022-02-23,-0.9977878332138062,3292.0,Sakshi,201.0,8.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MxehcF3FTn4,2022-02-24,-0.9985740184783936,4467.0,Sakshi,219.0,11.0,rayachoti.png,Gadikota Srikanth Reddy,YSRCP,Raychoti,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
