ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,Yellow Media,Gadapa Gadapaku ,janasena party,tdp pattabhi,Ramoji Rao,ap employees,Sajjala ,ap assembly session today,YSRCP Plenary,gorantla ,alliance,vizag steel plant,gudivada amarnath,polavaram,visakha,byreddy siddharth reddy
kf0CqYSL0EM,2022-08-21,-0.9965808987617492,92471.0,TV5,400.0,114.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
pbd4cRlC36E,2022-08-22,-0.998203992843628,807.0,TV5,196.0,2.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8nTt0bxWoI,2022-08-22,-0.9792424440383912,333461.0,TV5,95.0,324.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
XssQgBm4K3g,2022-08-23,-0.997909128665924,7237.0,Sakshi,230.0,51.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LwLSi-tO2CE,2022-08-26,-0.9936495423316956,5476.0,TV5,528.0,13.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
e7vCLFU8c3c,2022-08-27,-0.9954922199249268,75731.0,TV5,216.0,296.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xr3XHvGY81I,2022-08-28,-0.9980524778366088,1390.0,TV5,235.0,3.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9aFGV7VcfRM,2022-09-02,-0.9949070811271667,842.0,TV5,438.0,3.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DelC7k-V3xQ,2022-09-05,0.9925857186317444,52759.0,Sakshi,356.0,188.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PH3hDbUloaY,2022-09-07,0.99869042634964,17026.0,Sakshi,238.0,11.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
-M2q3WTeZJs,2022-09-08,-0.999459445476532,135623.0,Sakshi,277.0,282.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
F7IXUzeZA04,2022-09-08,-0.998736560344696,76673.0,Sakshi,288.0,72.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
V0ROSRi7Iy8,2022-09-10,0.982382595539093,1813.0,Sakshi,394.0,10.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
la8KoN8dSzc,2022-09-10,-0.998658299446106,4589.0,Sakshi,230.0,6.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0
n8rt_pVxg9k,2022-09-12,-0.9977754950523376,7636.0,Sakshi,240.0,21.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RlaXnV3xz9w,2022-09-12,-0.9959256649017334,27863.0,TV5,323.0,33.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
bfANwhN563I,2022-09-12,0.992780864238739,42955.0,Sakshi,516.0,160.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JtrNtt9-RZ0,2022-09-12,-0.9960384368896484,1610.0,Sakshi,498.0,3.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GgFFI1XrwcM,2022-09-12,0.9980351328849792,6719.0,TV5,537.0,13.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qZAO_c_XtEc,2022-09-13,0.9884890913963318,1869.0,Sakshi,498.0,10.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
f70xEkWY8f8,2022-09-13,0.9974932670593262,1916.0,TV5,475.0,6.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p701VZoiS28,2022-09-15,-0.9985756874084472,2985.0,Sakshi,319.0,4.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
vA0Kimelcug,2022-09-16,0.9985608458518982,10419.0,Sakshi,393.0,21.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bzc6YuyACuI,2022-09-16,-0.997766613960266,2674.0,TV5,165.0,2.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6ApNuCUEgZQ,2022-09-20,-0.9979021549224854,629.0,TV5,308.0,0.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0
HWgUxwndAVs,2022-09-21,-0.996777355670929,2710.0,TV5,81.0,10.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nk_Wzr-higY,2022-09-22,-0.9913853406906128,293701.0,Sakshi,322.0,0.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tSURbTNfD1M,2022-09-22,-0.9986911416053772,32346.0,TV5,310.0,77.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HNRfgJhUQkg,2022-09-26,-0.999431312084198,1770.0,TV5,157.0,6.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XlLrNel2Qbs,2022-09-27,0.9945477843284608,3156.0,TV5,269.0,1.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5N6Z5pjhERI,2022-09-28,-0.9956670999526978,11867.0,Sakshi,238.0,20.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QYaCBDnYZT0,2022-09-29,0.9879889488220216,113554.0,TV5,305.0,227.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PTn-JSetuh0,2022-09-30,0.988431990146637,64575.0,Sakshi,380.0,253.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WKm2c4rpGEw,2022-09-30,-0.9984261989593506,1369.0,TV5,180.0,0.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KfZBOfXemDk,2022-09-30,-0.9938217401504515,13730.0,Sakshi,211.0,97.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
4YkHxX3uqyw,2022-10-03,-0.998701810836792,3030.0,TV5,163.0,4.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Q3hpoRw7HnM,2022-10-04,0.9924193024635316,112916.0,Sakshi,410.0,51.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N-nNzPISThY,2022-10-05,0.9985781908035278,4037.0,Sakshi,523.0,11.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0jdh1dJSABU,2022-10-06,-0.99716979265213,11363.0,TV5,400.0,55.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_LUVZ61yfHU,2022-10-07,0.9970095157623292,408.0,TV5,215.0,1.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
naoTZ0G-IQg,2022-10-07,-0.9830321073532104,2117.0,Sakshi,230.0,8.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fhyt-ftnR8M,2022-10-10,0.9925280809402466,794.0,TV5,258.0,0.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4XNBhbtxu14,2022-10-10,0.9969521760940552,1801.0,Sakshi,310.0,3.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fru2cztfTdA,2022-10-11,-0.9988238215446472,4942.0,TV5,150.0,3.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
r31SQy24dOc,2022-10-11,-0.9981312155723572,2560.0,TV5,329.0,3.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JE8zz-8CMjw,2022-10-13,-0.998136043548584,1127.0,TV5,221.0,1.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
s8-LutKdQTA,2022-10-13,-0.9968464970588684,3758.0,TV5,270.0,0.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
XjFcnEJoU-8,2022-10-13,-0.9984020590782166,52629.0,TV5,190.0,23.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
yvp4ZjufA3k,2022-10-13,-0.9983533620834352,22187.0,TV5,455.0,15.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
j-ucPhpSmho,2022-10-13,0.9650757312774658,1031.0,TV5,90.0,0.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
dPUkksrUNDg,2022-10-14,-0.9963974356651306,2582.0,Sakshi,144.0,54.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OlsTCnhuJkg,2022-10-14,-0.9975020289421082,21866.0,ABN,510.0,18.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p5Cg2cZBhq8,2022-10-15,-0.9982879757881165,1268.0,ABN,332.0,1.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HFh15nPsP6U,2022-10-16,0.9952697157859802,2766.0,Sakshi,484.0,64.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
ihcSOP7dBcc,2022-10-17,-0.995701014995575,1745.0,TV5,251.0,0.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pr6_3KlbvBA,2022-10-17,0.9983409643173218,59083.0,Sakshi,421.0,152.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8C1T6oS0rl0,2022-10-18,-0.992192566394806,5192.0,Sakshi,110.0,16.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HC03QgoEXHc,2022-10-18,0.9943572878837584,312969.0,Sakshi,458.0,0.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EQurJ4u3E4A,2022-10-18,-0.999350607395172,4866.0,ABN,265.0,8.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ercE9qPcZiI,2022-10-18,-0.9957085847854614,1595.0,ABN,205.0,18.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba3xi9QC7E8,2022-10-18,-0.9792525172233582,3033.0,ABN,225.0,2.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
bEokpE31zaQ,2022-10-19,-0.7970948815345764,40914.0,TV5,261.0,75.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
B1H1_SsnPZA,2022-10-20,-0.9974479675292968,10273.0,ABN,198.0,34.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UiKm4wBxHPs,2022-10-20,-0.9971068501472472,1286.0,ABN,210.0,15.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_tqZZyasu8w,2022-10-25,-0.9966386556625366,6756.0,TV5,247.0,5.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A8cnu1151e8,2022-10-26,-0.984268307685852,2188.0,ABN,512.0,6.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSVtI8m4XKo,2022-10-26,-0.9914463758468628,38725.0,Sakshi,492.0,85.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0ZKxFdw5JM,2022-10-27,-0.9991483688354492,562.0,TV5,217.0,0.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hshXJTub0fM,2022-10-27,-0.999326229095459,985.0,TV5,148.0,2.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QaXZWvHu4cE,2022-10-28,-0.9717333912849426,1321.0,Sakshi,530.0,1.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jJryK_EHhYc,2022-10-29,0.9888157844543456,784.0,TV5,504.0,2.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2DcCkgT4mwE,2022-10-31,0.990041732788086,3296.0,TV5,171.0,5.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80EoTnIVbT8,2022-10-31,-0.9029171466827391,2937.0,TV5,222.0,8.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
usaLE0vA4TQ,2022-11-01,-0.9866939187049866,339.0,ABN,130.0,0.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9YTg2GEIYD4,2022-11-02,0.9985126852989196,1709.0,Sakshi,248.0,6.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KQFiYRWNfCU,2022-11-03,0.9875999689102172,1266.0,Sakshi,479.0,1.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NrybmCPwkXM,2022-11-03,-0.9786535501480104,6022.0,Sakshi,471.0,41.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YyEn2WHzSzE,2022-11-04,-0.9975634813308716,7464.0,TV5,178.0,7.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1g9kZEmTqLE,2022-11-05,-0.9513167142868042,2288.0,Sakshi,403.0,12.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tcHBXYbLatk,2022-11-05,-0.9983826875686646,3801.0,TV5,217.0,2.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
LuCSz1hXRcE,2022-11-05,0.9985421895980836,5146.0,TV5,280.0,7.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
btJTD07UmiQ,2022-11-08,0.9947657585144044,9644.0,TV5,385.0,40.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bcFxti7-G_I,2022-11-08,0.9975191354751588,22378.0,TV5,430.0,76.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CKm2mO0lKYA,2022-11-08,-0.9919454455375672,4250.0,Sakshi,164.0,12.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCAFXM-0RY0,2022-11-08,-0.9986165761947632,12412.0,TV5,247.0,18.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jnZddEEmoX8,2022-11-09,0.9981533885002136,3923.0,Sakshi,292.0,13.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7zdC_jslGNo,2022-11-09,-0.9700338244438172,4698.0,TV5,380.0,2.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9QBSaTWlVkU,2022-11-09,-0.9981060028076172,1147.0,TV5,554.0,1.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T3aYK7qUa-A,2022-11-11,0.997295081615448,2002.0,Sakshi,341.0,6.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kHCEZ16vb7g,2022-11-11,0.9697660207748412,5831.0,TV5,266.0,9.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Nrx8yjqCSrQ,2022-11-11,0.9940998554229736,23197.0,TV5,295.0,15.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
vLGZAVj-WM0,2022-11-11,-0.9952074885368348,4489.0,TV5,271.0,2.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zChe5P_2o4Y,2022-11-11,0.9972477555274964,2957.0,ABN,521.0,1.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kcez5c3Oubg,2022-11-12,0.996416449546814,9650.0,ABN,185.0,16.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ytlyv3pVjCg,2022-11-12,-0.99130517244339,864.0,ABN,77.0,2.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dqxgOY1HSwA,2022-11-12,0.998504877090454,125210.0,Sakshi,551.0,144.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SFh3aw4G3AI,2022-11-12,-0.997740626335144,5046.0,Sakshi,483.0,18.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
VHBNx1Ai2Is,2022-11-12,-0.9982117414474488,3382.0,ABN,332.0,19.0,visakapatnam.png,M.V.V.Satyanarayana,YSRCP,Visakhapatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
