ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,vizianagaram_.png,kodur.png,kadapa_l.png,vishakapatnam_west.png,kakinada.png,pulivendula.png,kanigiri.png,kalayan_durg.png,sattenapalli.png,Venkata_Mahesh.png,paturi_nagabhusnam.png,nandikotkur.png,tekkali.png
7fF7VuxuUjE,2022-09-30,75.0,1.0,3023.0,0.771534264087677,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
bwSa8ESDdfs,2023-04-15,188.0,12.0,113129.0,-0.9969977140426636,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
zQEgwopUCGY,2023-04-20,97.0,1.0,3427.0,-0.9970013499259948,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,1,0,0,0,0
_ZrO54hlJ2k,2023-04-10,43.0,0.0,863.0,0.8345597386360168,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
DkMaSdKjTHY,2022-12-06,369.0,4.0,8599.0,-0.9968976974487304,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
uwzL1Z87nZ4,2022-11-19,70.0,0.0,1744.0,0.9977371692657472,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
QjpyxzjLe_s,2023-03-21,136.0,28.0,5852.0,0.9952978491783142,Sakshi,Devineni Avinash,0,0,0,0,0,1,0,0,0,0,0,0,0
NxBW_rnX_9k,2022-10-14,75.0,0.0,720.0,0.9912817478179932,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
jefShWvAnUc,2023-04-17,266.0,13.0,18123.0,-0.9994670748710632,ABN,Devineni Avinash,0,0,0,0,0,1,0,0,0,0,0,1,0
krKyIWqY_pY,2023-01-10,302.0,34.0,10659.0,-0.96982342004776,Sakshi,Devineni Avinash,1,0,0,0,0,0,0,0,0,0,0,0,0
91lYm6qEEUI,2022-12-28,227.0,3.0,67046.0,-0.9974914789199828,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
SCYaPdpDEok,2022-11-09,80.0,1.0,2200.0,-0.9895328283309937,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
TDsMzGOO7QA,2022-12-20,204.0,18.0,21626.0,-0.993137001991272,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,1,0,0,0
AZIc9f6HBhY,2021-02-15,186.0,0.0,1664.0,0.9921661615371704,Sakshi,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
gJNkSYZT1tM,2022-08-20,739.0,13.0,13103.0,0.9934083223342896,Sakshi,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
exyaLF4_YTA,2022-11-25,218.0,8.0,28606.0,-0.9941347241401672,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
SUe4DhsDOoE,2023-03-24,134.0,10.0,22225.0,0.9943872690200806,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
MCCl5MtzRY8,2023-03-05,264.0,20.0,5396.0,-0.9973057508468628,ABN,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
gMybV6S8TZ4,2019-12-21,51.0,0.0,1871.0,0.9982837438583374,Sakshi,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
qchdj2YqKvY,2021-02-15,191.0,0.0,2025.0,0.9966338276863098,Sakshi,Devineni Avinash,0,1,0,0,0,0,0,0,0,0,0,0,0
6eefUKPGh_0,2023-04-11,53.0,5.0,6254.0,-0.9895477294921876,ABN,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
Kfcy8hd21hk,2022-12-19,219.0,9.0,144843.0,-0.9909446239471436,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
S9npJYigyW0,2022-11-27,68.0,0.0,1156.0,-0.9908213019371032,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
llbfVuEIiWE,2023-04-18,355.0,46.0,22098.0,-0.9988180994987488,ABN,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
kC_v-fIqJLE,2022-11-21,188.0,2.0,12016.0,0.994716227054596,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
F6dFdKwxzlo,2022-12-06,563.0,5.0,6094.0,-0.9942228198051452,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
St5Jt0LG6_U,2022-12-06,288.0,0.0,3183.0,-0.9957832098007202,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
WsngNRPavAk,2023-04-03,563.0,8.0,1940.0,-0.9979299306869508,Sakshi,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
Wo43EsB1hhY,2023-03-25,219.0,10.0,154499.0,0.992953598499298,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
ZAsMZsaTMaM,2023-02-12,105.0,0.0,5407.0,0.9909062385559082,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
dUM2QL4G4tA,2023-03-08,226.0,0.0,46766.0,-0.9899062514305116,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
8F2B-x-vaz0,2023-04-20,95.0,1.0,943.0,-0.9911453127861024,ABN,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
xG9Q9g5mmF4,2022-12-09,245.0,4.0,2185.0,-0.9947564601898192,ABN,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
KCYO6UP20N8,2023-04-03,74.0,0.0,1203.0,-0.9893179535865784,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
oTUmg39XjCM,2023-03-09,95.0,1.0,585.0,-0.9809197783470154,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
hfMyioXUEh4,2023-01-05,177.0,5.0,49964.0,-0.985933482646942,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
mzhOS3gXHvE,2022-10-17,253.0,52.0,10896.0,-0.982958734035492,Sakshi,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
Eqsp8MEc9fo,2022-10-12,316.0,42.0,15494.0,0.998273491859436,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
Srr7087Yv0g,2023-01-10,9525.0,9.0,37919.0,0.9974525570869446,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
Ips_DSXk_es,2023-02-12,55.0,0.0,2175.0,-0.995183765888214,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
P9N_bqbVLyU,2022-09-13,75.0,0.0,1052.0,-0.9837819337844848,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
747UoLcFXyg,2023-02-24,180.0,25.0,154041.0,0.9972630739212036,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
GeKa-Xwd47k,2022-11-04,228.0,0.0,1723.0,0.9972943663597108,ABN,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
k1xp3hgBcXE,2023-01-10,314.0,4.0,11798.0,-0.9831395745277404,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
j5BIoq32EEs,2023-02-28,105.0,0.0,2463.0,-0.99827241897583,TV5,Devineni Avinash,0,0,0,0,0,0,0,1,0,0,0,0,0
fDEwqwvYemI,2023-01-10,260.0,4.0,2026.0,-0.9934778213500975,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
sa0zk80p4Vw,2023-01-07,145.0,4.0,4964.0,0.99870502948761,Sakshi,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
7tOZSvOH7h0,2023-01-30,107.0,2.0,1479.0,0.9985236525535583,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
Nkep4oy7POI,2023-01-31,345.0,51.0,71559.0,-0.9976654052734376,ABN,Devineni Avinash,0,0,0,0,0,1,0,0,0,0,0,1,0
cPshR2CUXFk,2023-01-09,7895.0,34.0,18348.0,-0.9980366826057434,ABN,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
jPkVRSe_s-8,2023-02-10,339.0,1.0,1450.0,-0.9993374943733216,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
efiIh3iTXbI,2023-04-19,105.0,5.0,4339.0,0.9982629418373108,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
oE-HtcALZ2g,2023-01-11,10527.0,1.0,26527.0,-0.998959183692932,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
rZWhOuXjhpU,2023-03-01,124.0,2.0,510.0,-0.9987362027168274,ABN,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
nj3xlmj0__c,2023-03-10,204.0,2.0,5378.0,-0.9989983439445496,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
yHXtV4BgM_c,2023-01-05,226.0,30.0,164406.0,-0.9968475699424744,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
8Zi7EvTMX6I,2023-04-17,250.0,96.0,72763.0,0.9954267740249634,ABN,Devineni Avinash,0,0,0,0,0,0,0,1,0,0,0,0,0
D1g4z9k1wc4,2023-04-17,331.0,0.0,3662.0,-0.9963876008987428,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
zUVVZAu_aY0,2023-04-18,177.0,22.0,14037.0,-0.9990999698638916,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
Sy0xz_BldB8,2023-02-24,121.0,0.0,399.0,-0.992617666721344,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
IXu0OxUhbx0,2023-04-03,34.0,1.0,5239.0,0.9949353337287904,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
eLmAv9oUSH0,2022-12-05,202.0,0.0,2530.0,0.9976851940155028,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
H31Lrc81bEI,2023-04-18,85.0,29.0,41807.0,-0.9886682629585266,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
Hu_IHayGGjs,2022-03-03,105.0,99.0,13451.0,-0.998932421207428,Sakshi,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTgYJIIV3sY,2023-01-16,4405.0,2.0,7362.0,-0.994296371936798,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
kN--hEpGfAo,2023-03-05,75.0,0.0,1975.0,0.9953364729881288,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
0xaEOd_y1DA,2022-11-23,218.0,1.0,16751.0,-0.9913821816444396,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
KyFBYvyHUPw,2022-06-22,188.0,87.0,26035.0,-0.9992135763168336,Sakshi,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
Nx9eBdWTrCQ,2022-08-02,463.0,7.0,3441.0,-0.9961733222007751,Sakshi,Devineni Avinash,0,0,0,0,1,0,0,0,0,0,0,0,0
NfGW-7YXB18,2023-04-11,77.0,3.0,11152.0,0.9881795644760132,ABN,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
myxLlJ8vRW0,2021-02-16,200.0,0.0,1474.0,0.9917044639587402,Sakshi,Devineni Avinash,1,1,0,1,0,0,1,0,0,0,0,0,0
I0__BQHfOvI,2023-04-11,255.0,24.0,49034.0,-0.9954453706741332,ABN,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
ynzwjLWEasE,2023-03-12,293.0,6.0,2329.0,0.9982945322990416,Sakshi,Devineni Avinash,0,0,0,0,0,0,1,0,0,0,0,0,0
baun66kZ0oE,2023-01-31,230.0,13.0,3930.0,-0.9980762004852296,ABN,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,1,0,0
lddrk6koRdQ,2023-01-11,687.0,8.0,2070.0,-0.9951034784317015,Sakshi,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
H43LZBe0iIc,2022-12-23,209.0,12.0,127954.0,0.9782228469848632,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
99OETACOdzQ,2023-03-31,208.0,22.0,30470.0,-0.9974055886268616,ABN,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,1
mWZlzE6_vyk,2023-02-18,268.0,0.0,591.0,0.996601700782776,ABN,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
N-b34uF3Rf8,2023-04-17,199.0,6.0,4644.0,-0.9821871519088744,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
Dg94PD2_yeA,2023-03-31,302.0,4.0,2176.0,-0.9931594133377076,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
7qJYp-J9Aj4,2023-01-31,435.0,5.0,1725.0,-0.997849464416504,TV5,Devineni Avinash,0,1,0,1,0,0,0,0,0,0,0,0,0
ZNGHXsjSsfE,2023-03-19,235.0,1.0,1014.0,0.9985924363136292,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
FtDRFm6CTTQ,2022-11-29,338.0,0.0,892.0,-0.9975074529647828,TV5,Devineni Avinash,0,0,0,0,0,0,0,1,0,0,0,0,0
7JINA7FrbYs,2023-01-11,464.0,1.0,3264.0,-0.996068835258484,ABN,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
Fu2IjHiCTJY,2023-01-10,151.0,1.0,4902.0,-0.993859887123108,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
rxCOK75nu_s,2023-02-23,275.0,19.0,12300.0,0.9977803826332092,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
c9YRKFx5N2g,2022-12-11,188.0,16.0,160629.0,-0.9982125759124756,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
nl16wABmJY8,2023-03-09,193.0,0.0,699.0,0.9987568855285645,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,1,0
XdOYYkpI8VQ,2022-12-29,309.0,1.0,3914.0,0.997253954410553,ABN,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
Hdxjs3ErNY8,2021-11-02,74.0,8.0,4939.0,0.9971440434455872,Sakshi,Devineni Avinash,1,0,0,0,0,0,0,0,0,0,1,0,0
RIBMjw94NfE,2019-12-20,284.0,2.0,2154.0,0.9982081651687622,Sakshi,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
43YhF4kINPk,2023-01-28,400.0,82.0,91045.0,0.9964693784713744,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
rljab_18-t0,2023-04-14,545.0,36.0,17466.0,0.9976981282234192,Sakshi,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
3_09BPW99Aw,2021-02-18,240.0,9.0,18811.0,-0.997835338115692,Sakshi,Devineni Avinash,1,0,0,0,0,0,0,0,1,0,0,0,0
_OwcAFmK_wI,2022-12-02,218.0,2.0,19461.0,-0.9816837310791016,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
KuqTjGgqGFY,2023-04-18,80.0,0.0,1143.0,-0.9695008397102356,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
ncGfR3-V51I,2023-01-31,303.0,4.0,3105.0,0.9975392818450928,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
K-y9TF2D3tU,2023-04-22,326.0,52.0,73927.0,-0.9958916902542114,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
fNMI8RqtA8E,2022-09-26,85.0,0.0,3529.0,0.995079755783081,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
XuMKclSYiTs,2022-10-16,90.0,0.0,3146.0,0.9861730933189392,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
WGnkgRrXhq0,2023-03-11,97.0,1.0,961.0,-0.9918980598449708,ABN,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
Ei2CcMthlo0,2023-01-28,139.0,0.0,2032.0,0.988654851913452,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
Dtr7we8IJBE,2022-12-16,179.0,3.0,56727.0,-0.9936175346374512,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
vR3DQ2blMAw,2022-09-22,95.0,0.0,711.0,0.9935466647148132,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
Fx6WL1zWoPI,2023-04-16,235.0,32.0,22092.0,-0.9856333136558532,TV5,Devineni Avinash,0,0,1,0,0,0,0,0,0,0,0,0,0
UXMZlvzaC-g,2023-04-18,144.0,2.0,6567.0,-0.994335114955902,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
heTbe4vUqYM,2023-04-21,145.0,26.0,120071.0,-0.9969135522842408,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
pPkl2x6Lh3k,2023-01-22,437.0,0.0,1462.0,0.9942407608032228,TV9,Devineni Avinash,0,1,0,0,0,0,0,0,0,0,0,0,0
Zf14ouE4Qfo,2023-02-25,329.0,144.0,204711.0,0.9927570223808287,ABN,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
A2QMplB_qy4,2023-04-16,185.0,7.0,7395.0,-0.9911813735961914,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
q0kYPXx6zoc,2023-03-09,60.0,8.0,1339.0,0.97954523563385,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
n_KpI83r3AI,2021-02-14,192.0,0.0,3221.0,0.9951104521751404,Sakshi,Devineni Avinash,0,0,0,0,0,1,0,0,0,1,0,0,0
0DL1hPQok1g,2023-03-14,213.0,0.0,399.0,-0.9928529858589172,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
_ZF98VU5k0k,2023-04-18,80.0,0.0,2013.0,-0.9470495581626892,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
MjUKznUB7Uw,2023-01-10,270.0,8.0,3036.0,-0.998596727848053,TV9,Devineni Avinash,0,0,0,0,0,0,0,1,0,0,0,0,0
wo7Lb3170xw,2023-04-18,330.0,161.0,154498.0,0.9979275465011596,TV5,Devineni Avinash,0,1,0,0,0,0,0,0,0,0,0,0,0
2hoZ3_YUpyo,2023-04-17,195.0,2.0,6031.0,0.9964635968208312,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
mqL3kwnArKA,2020-03-13,141.0,29.0,20488.0,0.9958361387252808,Sakshi,Devineni Avinash,1,0,0,0,0,0,0,0,0,0,0,0,0
giTKVK4qNQo,2023-04-05,272.0,0.0,781.0,0.997102916240692,ABN,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
3dbKTqobBBU,2022-11-01,85.0,0.0,1551.0,-0.9867374300956726,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
h6VMEIk2S8c,2023-02-10,403.0,9.0,8283.0,-0.997932195663452,TV5,Devineni Avinash,0,0,0,0,1,0,0,0,0,0,0,0,1
DrzP48Npdoo,2023-01-23,45.0,7.0,11530.0,-0.9940873384475708,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
mjKoeiNPMmY,2021-02-17,228.0,1.0,4760.0,0.991859257221222,Sakshi,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
0tRVJsIfpXw,2023-01-16,190.0,2.0,68914.0,0.9967324733734132,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
3aRtWkqg45k,2023-04-17,182.0,87.0,172614.0,-0.997553527355194,ABN,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
3aAB2K9G8qk,2023-03-28,187.0,3.0,57968.0,-0.9993599057197572,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
7oDNhRQzfyY,2023-04-19,225.0,2.0,2327.0,-0.9985503554344176,ABN,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
lk1KeMUl_-I,2022-09-19,60.0,0.0,2253.0,-0.9970111846923828,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
B9SYptaXKKY,2023-02-12,305.0,74.0,52244.0,-0.9993869066238404,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
I5__sFcrmLU,2023-03-28,199.0,0.0,314.0,-0.9957857728004456,ABN,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
4pvJEmUaHr4,2022-10-23,245.0,0.0,734.0,0.9988057613372804,ABN,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
0HLj4WJUTWw,2022-12-31,101.0,8.0,4277.0,-0.9959547519683838,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
o6eLvoSV54o,2021-02-21,87.0,6.0,9451.0,0.9947068095207214,Sakshi,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
ajOKaf0DuOY,2023-04-16,292.0,16.0,13177.0,-0.9966790676116944,ABN,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,1,0
wlk2x_hHnCI,2022-10-05,95.0,1.0,1237.0,-0.9921091198921204,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
Tvbuj8_b_Ms,2023-04-17,291.0,4.0,4169.0,-0.9989970326423644,TV9,Devineni Avinash,0,0,1,0,0,0,0,0,0,0,0,0,0
AZrYMXhvT5U,2023-04-16,315.0,13.0,8498.0,-0.9924724102020264,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
s8uqk-mQjo4,2023-04-20,274.0,14.0,24321.0,-0.9993332028388976,ABN,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
rm86DeorGrA,2023-03-28,65.0,21.0,60558.0,-0.932951033115387,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
2Z7T9Xq-Bks,2023-03-13,40.0,253.0,283425.0,0.9988480806350708,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
Kw2Qgm1xdrs,2023-01-28,342.0,190.0,171550.0,-0.9974608421325684,TV5,Devineni Avinash,0,0,1,0,0,0,0,0,0,0,0,0,0
WAoaOrQnxVY,2022-02-22,276.0,3.0,5221.0,0.9927997589111328,Sakshi,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
YlIDMtZnYZ0,2019-12-23,319.0,21.0,39784.0,-0.9925187826156616,Sakshi,Devineni Avinash,0,0,0,0,0,1,0,0,0,0,0,0,0
ly-CnDcNqj8,2023-01-11,232.0,1.0,1737.0,-0.9896592497825624,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
BFJKZk0FO3k,2023-03-14,339.0,130.0,290772.0,0.9958362579345704,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
FwkIjfGIbcs,2020-03-12,366.0,2.0,3968.0,0.9984684586524964,Sakshi,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
TmSoyQL659w,2023-01-11,3355.0,4.0,7263.0,0.986549973487854,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
8vtW26EwD3o,2023-04-19,75.0,0.0,431.0,0.9983772039413452,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
rhS81xN5aBU,2023-02-10,32.0,1.0,6448.0,0.9960837364196776,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
Vv_vn5KPtbM,2023-03-23,342.0,1.0,1487.0,0.9967772364616394,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
TgNcpWrj2mE,2023-03-01,75.0,1.0,798.0,0.990507960319519,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
Xl91e0bfcRc,2023-03-05,267.0,181.0,89072.0,-0.9987579584121704,ABN,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
ZEZWBII8eE0,2023-04-14,197.0,10.0,8104.0,-0.9869131445884703,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,1,0
TV8hD57xfjQ,2023-03-06,40.0,0.0,1003.0,-0.9984425902366638,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
HFQXMIw0hZk,2023-02-07,137.0,1.0,606.0,0.9982081651687622,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
hbFOREkr7JU,2023-02-28,77.0,1.0,5934.0,0.9976661205291748,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
FefhW4Ut22E,2022-09-29,115.0,0.0,3204.0,0.99586820602417,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
uXqkkpHkCOw,2023-02-06,119.0,1.0,395.0,-0.991613507270813,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
zs0Zc2-5b1M,2023-03-06,332.0,45.0,28639.0,-0.9975912570953368,TV5,Devineni Avinash,0,0,0,0,0,0,0,1,0,0,0,0,0
X7_KM0R_0tc,2022-09-14,225.0,0.0,993.0,-0.9677715301513672,TV5,Devineni Avinash,0,0,0,0,0,0,0,1,0,0,0,0,0
u_AynWG43NQ,2022-12-17,228.0,4.0,69530.0,-0.9956639409065248,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
HrP7HYhjEPg,2022-12-30,207.0,51.0,35451.0,-0.9915302991867064,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
9PVs74FhG8M,2023-02-25,263.0,7.0,684.0,-0.99909508228302,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
ISwXaND1Z-E,2022-11-10,202.0,4.0,960.0,0.9971517324447632,ABN,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
7Sobb-e3sk4,2022-11-26,48.0,149.0,43564.0,0.99710875749588,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
ynQFZF767lM,2023-01-07,230.0,141.0,112199.0,0.997246503829956,Sakshi,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
i5rkW4mvIM8,2023-01-31,265.0,67.0,69296.0,-0.9973590970039368,ABN,Devineni Avinash,0,0,0,0,1,0,0,0,0,0,1,0,0
Xw_4xaZ9s50,2023-04-01,125.0,3.0,4819.0,-0.969343900680542,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
Rj6_78gIRsY,2022-10-07,329.0,8.0,3053.0,-0.9979896545410156,TV5,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
P2gmlLQXyHY,2023-03-01,229.0,2.0,4512.0,-0.924518346786499,TV9,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
j6s-_LXL25M,2023-01-11,246.0,3.0,4796.0,-0.9838077425956726,ABN,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
_QSBbN1P5HA,2023-01-15,420.0,55.0,34724.0,-0.9993528723716736,Sakshi,Devineni Avinash,0,0,0,0,0,0,0,0,0,0,0,0,0
