ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,raptadu.png,penukonda.png,vizianagaram_.png,kodur.png,srikakulam_.png,venkatagiri.png,vishakapatnam_west.png,kakinada.png,narsapuram_l.png,chintalapudi.png,tadikonda.png,eluru.png,palakollu.png,myudukur.png,pulivendula.png,kanigiri.png,sarvepalli.png,singanamala.png,vishakapatnam_south.png,kalayan_durg.png,kaikuluru.png,madugula.png,unguturu.png,repalle.png,sattenapalli.png,Venkata_Mahesh.png,vijayawada_east.png,nandyal_l.png,kurupam.png,paderu.png,nandikotkur.png,vizianagaram.png,tadepalligudem.png,sambasivarao.png,tekkali.png
kC_v-fIqJLE,2022-11-21,188.0,2.0,12016.0,0.994716227054596,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uMwZVGuZ_h0,2022-11-11,311.0,26.0,10743.0,0.9987263083457948,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
T0sieAa9bB0,2023-01-07,196.0,11.0,15255.0,-0.9931584000587464,TV9, vidadala ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Fvpw__ojVWg,2023-02-24,179.0,0.0,306.0,-0.9880521297454834,TV5, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w6NtAeG_1TI,2022-02-27,368.0,341.0,185419.0,0.9948561191558838,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wo43EsB1hhY,2023-03-25,219.0,10.0,154499.0,0.992953598499298,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLSDkVTGCQg,2022-06-20,1678.0,5.0,8350.0,0.9839879870414734,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dUM2QL4G4tA,2023-03-08,226.0,0.0,46766.0,-0.9899062514305116,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN58pgSFTXU,2022-09-06,93.0,5.0,3957.0,-0.9975923895835876,TV5, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YUs58fxY5b8,2019-12-21,67.0,2.0,1391.0,0.9956616759300232,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xG9Q9g5mmF4,2022-12-09,245.0,4.0,2185.0,-0.9947564601898192,ABN, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
W40Lfqi6ncQ,2023-04-06,132.0,75.0,52051.0,0.9978806972503662,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
okBJy7RtPo4,2022-04-06,66.0,10.0,15540.0,0.995515763759613,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mTO8T84SSLg,2022-10-17,206.0,77.0,17600.0,-0.9984338879585266,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uoZb9z-PjuM,2022-12-24,171.0,3.0,6904.0,0.998771607875824,ABN, vidadala ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw2YCQ3xWuM,2022-10-24,104.0,0.0,504.0,0.9988170862197876,ABN, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eqsp8MEc9fo,2022-10-12,316.0,42.0,15494.0,0.998273491859436,TV5, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VGRygEyz2kg,2023-01-27,377.0,2.0,1178.0,0.9979215264320374,ABN, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dtULw7y_7O8,2023-03-01,211.0,0.0,338.0,-0.9970839619636536,TV5, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
BOKFFogE1QQ,2023-03-07,97.0,4.0,1432.0,0.9978051781654358,TV5, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7Hih70BRuZc,2022-04-27,119.0,143.0,171631.0,0.9761777520179749,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73pyX8CqnWI,2022-12-10,248.0,15.0,8227.0,-0.997811496257782,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Nkep4oy7POI,2023-01-31,345.0,51.0,71559.0,-0.9976654052734376,ABN, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OQ4eUhm9w7g,2023-02-17,200.0,0.0,641.0,0.9985384941101074,TV5, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K-RVcnmNMn8,2022-09-12,145.0,0.0,450.0,0.9946656227111816,TV5, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q0r27ydmdi0,2023-01-25,225.0,1.0,1585.0,0.9981513619422911,TV5, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xMMY7zn8Ee8,2022-04-11,139.0,29.0,94620.0,0.9983378648757936,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8Zi7EvTMX6I,2023-04-17,250.0,96.0,72763.0,0.9954267740249634,ABN, vidadala ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eQYwa2dXaOE,2022-12-24,254.0,1.0,711.0,0.998772919178009,ABN, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LJw9cvS87bY,2022-12-23,161.0,4.0,1170.0,0.9970198273658752,ABN, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aEhW8bO6dWw,2023-04-03,155.0,16.0,15833.0,-0.9983702301979064,ABN, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xz9bYMaEWC4,2022-10-15,2705.0,14.0,8876.0,0.9962695837020874,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yOBgfP7lRJM,2022-09-07,100.0,6.0,15144.0,0.9919569492340088,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1ZJoa6Ldz90,2023-03-10,119.0,2.0,1698.0,0.9824725389480592,TV5, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cz0NCBqu95U,2023-03-03,89.0,1.0,797.0,-0.998029887676239,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2qE60laBKQ,2022-12-27,144.0,21.0,41640.0,-0.9978306889533995,ABN, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBV0YmDtri8,2022-12-10,83.0,0.0,1062.0,-0.993655800819397,ABN, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8gNNogNNjQ0,2023-01-09,48.0,1.0,2912.0,0.9972942471504213,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
jrMcjyueYWU,2022-10-15,883.0,118.0,84861.0,0.9946810603141784,TV5, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VR_b3T9Eq8A,2023-04-06,266.0,4.0,762.0,0.9978664517402648,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SpN2oay0NNk,2022-12-16,16.0,11.0,95555.0,-0.9986730813980104,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9EWjcrt6gzE,2023-03-11,58.0,1.0,12504.0,-0.9880258440971376,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h3OXFi1-L2o,2022-05-07,70.0,7.0,8660.0,0.9978335499763488,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NfGW-7YXB18,2023-04-11,77.0,3.0,11152.0,0.9881795644760132,ABN, vidadala ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XyKqlB7Xl3g,2023-01-06,40.0,4.0,12633.0,-0.993712604045868,ABN, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rSpRZnWs9rk,2023-03-16,128.0,39.0,125227.0,-0.991548478603363,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAurcJW6gL0,2023-04-06,146.0,70.0,112132.0,0.9949457049369812,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ynzwjLWEasE,2023-03-12,293.0,6.0,2329.0,0.9982945322990416,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z0jVMJA1kyc,2022-09-19,130.0,36.0,21644.0,-0.9889179468154908,TV5, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dtkbon7vylo,2023-01-25,75.0,0.0,232.0,0.9922288060188292,ABN, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UJkFPumrX1w,2023-03-30,355.0,13.0,19020.0,-0.9953227639198304,ABN, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tCXHdNIMYuI,2022-11-30,275.0,67.0,66812.0,0.9985606074333192,Sakshi, vidadala ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
K6vG-5iVHQo,2023-04-06,65.0,13.0,2564.0,0.9976556301116944,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DvrHLLsUzqY,2022-04-27,199.0,13.0,4011.0,0.997844696044922,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r4YeYR3iw7A,2022-09-13,67.0,12.0,5931.0,0.9965800642967224,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E3dOoTHcFtA,2022-08-21,181.0,1.0,760.0,-0.9983596205711364,TV5, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aDP0ULrPuF4,2022-03-16,1439.0,20.0,12899.0,0.9980610013008118,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H43LZBe0iIc,2022-12-23,209.0,12.0,127954.0,0.9782228469848632,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3rjSXnHixRk,2022-11-14,460.0,12.0,17671.0,0.9938902854919434,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R7cBVBLkomo,2023-03-16,95.0,0.0,4210.0,0.994429886341095,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7uUmno4t4QU,2022-07-08,79.0,41.0,241823.0,0.988730013370514,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yhhjva3QeOU,2022-09-21,290.0,251.0,150741.0,-0.9956900477409364,TV5, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mWZlzE6_vyk,2023-02-18,268.0,0.0,591.0,0.996601700782776,ABN, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
auz2WL2Qeog,2022-12-05,197.0,0.0,656.0,0.9988206028938292,ABN, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TkxymwFNKUQ,2023-03-04,161.0,107.0,196794.0,0.9978076815605164,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dlao6cvaD5g,2023-01-24,212.0,7.0,1241.0,-0.989801824092865,Sakshi, vidadala ,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
cvdLildnafg,2023-02-18,154.0,16.0,14458.0,0.9665020704269408,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vv-SsG1G2JY,2023-02-06,128.0,1.0,584.0,0.9981355667114258,TV5, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wWI42X7MUrM,2022-10-30,230.0,1.0,843.0,0.994828760623932,TV5, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2c6RgI6Nspg,2023-03-09,57.0,1.0,1670.0,0.9891195297241212,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZxjGrzwEpFo,2023-04-07,64.0,3.0,1671.0,-0.9977151155471802,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wb2w-sq0jTU,2021-09-17,61.0,16.0,5211.0,0.9982733726501464,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nl16wABmJY8,2023-03-09,193.0,0.0,699.0,0.9987568855285645,TV5, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9nr2QHeFwkY,2022-11-02,133.0,0.0,1640.0,-0.9987727999687196,TV5, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vzlG4-ZeyC8,2023-02-18,637.0,97.0,115501.0,-0.9974924325942992,TV5, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5mXgvzxRGMI,2023-02-15,1068.0,28.0,184444.0,0.9917906522750854,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUhKFk0jaIA,2023-01-27,250.0,6.0,2243.0,0.9950037598609924,ABN, vidadala ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51AqmRA6r-c,2022-09-21,153.0,282.0,155318.0,-0.9993532299995422,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d31BxjBNNtg,2022-12-13,112.0,5.0,5335.0,0.7734426856040955,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0770qeSk9gM,2022-08-15,91.0,5.0,5579.0,0.991040050983429,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NviTuPznO6c,2022-12-16,282.0,3.0,2887.0,-0.9921466708183287,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uTR4M846Z-w,2023-04-08,263.0,2.0,667.0,-0.9980047345161438,ABN, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5EMqBFEfbMc,2023-02-28,55.0,1.0,769.0,0.9983853101730348,TV5, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EwJp3U5dQYA,2023-04-06,8617.0,28.0,132556.0,0.9965163469314576,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QUc6vov70Dk,2022-11-29,153.0,1.0,3094.0,-0.9834519624710084,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t6ivVpMHm_Q,2022-12-12,332.0,1.0,1703.0,0.9938401579856871,TV5, vidadala ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pux2Wv_kH_4,2022-12-06,230.0,1.0,1331.0,0.9970802664756776,ABN, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_OwcAFmK_wI,2022-12-02,218.0,2.0,19461.0,-0.9816837310791016,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FZNbBshQKSg,2023-03-30,185.0,4.0,5417.0,-0.9981731176376344,ABN, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GNNZuaP0UvA,2023-02-08,414.0,1.0,942.0,0.9962188601493835,ABN, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L8iIN397yzY,2022-07-02,340.0,17.0,9534.0,0.9986698627471924,Sakshi, vidadala ,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRp4JFD5aTo,2022-06-01,134.0,10.0,4745.0,0.998484194278717,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hw87IVI4a6M,2022-09-20,291.0,61.0,32985.0,-0.9983803033828736,TV5, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FKjrRhYz8Cw,2022-04-27,896.0,643.0,271332.0,0.9972034692764282,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QUJ8d3SRBqw,2023-04-18,294.0,9.0,3394.0,-0.997008740901947,ABN, vidadala ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nxdLE9ME1lg,2023-04-09,61.0,1.0,623.0,0.998243808746338,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BxrNW1g6OWQ,2023-04-06,920.0,102.0,74957.0,0.9986637830734252,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bGnu_eePW4Y,2023-03-14,122.0,3.0,3471.0,0.9971756935119628,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dQACyQFowWA,2023-01-10,437.0,2.0,801.0,0.991413712501526,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
o8gJdRNp208,2023-03-19,162.0,0.0,390.0,-0.9891856908798218,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IbgCh8k-WOQ,2022-12-13,183.0,0.0,1082.0,-0.9977610111236572,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q-xXeTvcK2A,2023-02-13,153.0,165.0,156257.0,0.9964679479599,Sakshi, vidadala ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
oXbrsolMg7o,2022-10-15,400.0,33.0,4855.0,0.9983227849006652,TV5, vidadala ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
pCS8P0eLR_U,2023-02-21,311.0,0.0,954.0,-0.9953468441963196,ABN, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dt8d8bn7qps,2023-01-03,335.0,64.0,60386.0,0.9555421471595764,TV5, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
pPkl2x6Lh3k,2023-01-22,437.0,0.0,1462.0,0.9942407608032228,TV9, vidadala ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zf14ouE4Qfo,2023-02-25,329.0,144.0,204711.0,0.9927570223808287,ABN, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
PTDkqS1pDfg,2022-10-13,328.0,0.0,2922.0,-0.9941108822822572,TV5, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ht-VwfAloZo,2022-04-30,280.0,68.0,25831.0,0.5397605895996094,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ypbtNt57iSo,2023-01-27,59.0,18.0,22697.0,0.9788187742233276,ABN, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0DL1hPQok1g,2023-03-14,213.0,0.0,399.0,-0.9928529858589172,TV5, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5vtIPxfIVi0,2021-02-21,98.0,4.0,5973.0,0.9983933568000792,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
