ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,raptadu.png,penukonda.png,vizianagaram_.png,razole.png,rapka.png,gannavaram_vamsi.png,jaggayyapeta.png,Srungavarapukota.png,tenali.png,kodur.png,srikakulam_.png,venkatagiri.png,Advocate _Sravan Kumar.png,vishakapatnam_west.png,chodavaram.png,kakinada.png,narsapuram_l.png,eluru.png,venkat_krishna.png,palakollu.png,rajinikanth.png,gudivada.png,cheepurupali.png,penamaluru.png,myudukur.png,Rajam.png,pulivendula.png,kanigiri.png,vishakapatnam_south.png,kalayan_durg.png,murthy.png,madugula.png,unguturu.png,repalle.png,sattenapalli.png,Venkata_Mahesh.png,prathipadu.png,paturi_nagabhusnam.png,rayachoti.png,nandyal_l.png,nandikotkur.png,vizianagaram.png,tadepalligudem.png,sambasivarao.png,tekkali.png,kadiri.png,pawan.png,Narasannapeta.png
kFQLxWjMhBI,2022-11-23,180.0,1.0,2649.0,0.9911805987358092,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rUa5HhcDH5w,2023-04-05,125.0,1.0,1427.0,0.9977287650108336,TV9,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_DqF5knUBno,2022-05-09,236.0,0.0,618501.0,-0.9876123070716858,Sakshi,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-id3-nximx8,2023-03-26,324.0,13.0,12219.0,-0.9968292117118835,TV9,janasena alliance with tdp,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKKLyyGSuT4,2022-11-21,300.0,82.0,37088.0,-0.9917280673980712,TV9,janasena alliance with tdp,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qkZVTlqeyUQ,2023-03-30,340.0,19.0,21592.0,-0.9561854004859924,ABN,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CVHY97CDazE,2023-01-09,93.0,30.0,9528.0,-0.9970141649246216,Sakshi,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hTOAgM-4P1s,2022-12-20,254.0,325.0,142217.0,-0.9935791492462158,TV9,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
uZkFB26rjHw,2023-03-29,48.0,5.0,8411.0,0.9982826709747314,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEEn-jhPd1M,2023-04-20,168.0,0.0,2208.0,0.9986222982406616,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gc-YTah8LEY,2022-08-21,225.0,9.0,1373.0,0.9887822270393372,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GvNNZN23LYo,2023-03-28,245.0,46.0,40836.0,-0.9989991784095764,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gVFmR1edHW4,2022-11-18,227.0,4.0,108786.0,0.9892858862876892,TV9,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aN6oDJEeMyY,2022-12-21,250.0,65.0,25202.0,-0.998583197593689,ABN,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cGFp5ZQ7ghw,2022-09-20,287.0,7.0,8409.0,-0.995789349079132,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TLX0-q9mKcQ,2022-12-01,231.0,2.0,22348.0,-0.9966452717781068,TV9,janasena alliance with tdp,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
csEIk7DZKoo,2023-03-25,250.0,4.0,7776.0,-0.9952901601791382,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hIaovz9XyE0,2023-04-05,110.0,0.0,2629.0,0.9881068468093872,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r-Ip0GkwG_o,2022-09-24,80.0,0.0,477.0,0.9984391331672668,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ihdZ7KoNSo,2023-01-04,155.0,51.0,9395.0,0.9974738955497742,Sakshi,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DF0Cc-bkyv0,2023-02-12,316.0,34.0,48267.0,0.9969791173934937,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ma2e9MV0mDc,2022-11-05,95.0,270.0,117692.0,0.9965464472770692,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FVo4rEvSm2I,2022-09-26,57.0,300.0,195054.0,-0.9970086216926576,Sakshi,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mq8OSLevb5U,2023-01-30,150.0,5.0,4163.0,-0.998017430305481,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-qo1VO1Ax1Y,2023-03-07,260.0,7.0,2453.0,-0.9944905042648317,ABN,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jvOPF_cFuH0,2022-10-03,191.0,15.0,4580.0,-0.9989917874336244,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GlK6HDGg9Ck,2023-03-10,239.0,66.0,441804.0,0.9788206815719604,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dBa-rrDSy-s,2023-01-04,204.0,6.0,2407.0,-0.9971201419830322,ABN,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5FWmyAjyczE,2022-06-06,115.0,109.0,85890.0,-0.9974115490913392,Sakshi,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rjUUhu8uVQ0,2023-04-04,59.0,4.0,16623.0,-0.997766137123108,ABN,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PoGRyAvk16M,2022-11-03,240.0,1.0,4151.0,0.9875186085700988,ABN,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KlX-_yK51IE,2022-10-11,315.0,3.0,1967.0,-0.9980151653289796,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QcEbGp8Iqus,2023-03-24,137.0,23.0,25102.0,0.9885156154632568,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2y714rlpaI,2022-11-27,235.0,20.0,9423.0,0.9936536550521852,TV5,janasena alliance with tdp,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8ZU2wkOKm8I,2023-01-11,303.0,48.0,35006.0,-0.9925563931465148,ABN,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jbGmJ-T8e8c,2023-03-26,244.0,1.0,2386.0,0.9936991930007936,TV9,janasena alliance with tdp,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TDsMzGOO7QA,2022-12-20,204.0,18.0,21626.0,-0.993137001991272,TV9,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7FAIDGml_0M,2023-01-12,205.0,140.0,49133.0,0.9974567294120787,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
bOGlAq7Ic34,2022-10-09,136.0,0.0,2136.0,-0.9967328310012816,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GtFf5jYuZeQ,2023-03-26,300.0,96.0,40455.0,-0.9970478415489196,TV9,janasena alliance with tdp,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ll5bd0ICSzo,2022-10-19,122.0,7.0,6802.0,-0.9983659386634828,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_IgIsPcLciI,2023-04-17,296.0,7.0,7047.0,0.992572546005249,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NQgqGK0QWoc,2023-02-23,21.0,9.0,13390.0,0.9966942071914672,TV9,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cfrobFXh19I,2023-04-12,228.0,8.0,7603.0,0.9987672567367554,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL1qa_l4IUQ,2021-02-16,318.0,0.0,707.0,0.9975283741950988,Sakshi,janasena alliance with tdp,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
nxjG2oeKCcQ,2023-04-17,57.0,17.0,14572.0,-0.993047297000885,ABN,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KYWVB2stGNk,2023-04-06,349.0,4.0,12663.0,-0.9979658126831056,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FJw89u-uE6Q,2023-01-27,44.0,7.0,11544.0,0.9954164028167723,TV9,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0l_S7gRpoK0,2021-02-15,223.0,7.0,7595.0,0.99103981256485,Sakshi,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bdDLJ2aLz80,2022-09-10,106.0,5.0,3297.0,-0.989825963973999,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Dfa98gj4IM,2023-01-21,90.0,21.0,11936.0,0.9930241107940674,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bQVThHEWJL8,2022-09-08,165.0,0.0,868.0,0.9877155423164368,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fKsKJ5IEQUM,2022-10-01,289.0,0.0,692.0,0.9878336191177368,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jZ0VtFKH8kA,2022-09-23,90.0,0.0,774.0,-0.9637484550476074,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dG0MHgfKPNk,2023-03-27,145.0,5.0,5534.0,0.9986403584480286,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S9npJYigyW0,2022-11-27,68.0,0.0,1156.0,-0.9908213019371032,TV9,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kC_v-fIqJLE,2022-11-21,188.0,2.0,12016.0,0.994716227054596,TV9,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zRm_USqRYus,2022-03-01,349.0,1.0,2263.0,0.9879778623580932,Sakshi,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42h7Ry4IY4Q,2023-03-26,212.0,1.0,3263.0,0.9986752867698668,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gi7-h1IefYY,2022-09-12,190.0,2.0,13433.0,0.7358183264732361,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5UWiQvU-fi8,2022-09-25,344.0,19.0,2799.0,0.9956434965133668,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
j_AQE4YxUPo,2022-10-07,295.0,63.0,26107.0,0.9938554167747498,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFckIm1lu9o,2022-05-09,259.0,159.0,55970.0,-0.9879421591758728,Sakshi,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTVo31MtH3A,2023-03-29,90.0,1.0,654.0,0.9940415024757384,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9ILI-ZnW0Ic,2022-10-11,180.0,20.0,6648.0,-0.9776036739349364,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cz8u7TOdmkU,2022-09-18,145.0,16.0,1785.0,-0.9975959658622742,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
dUM2QL4G4tA,2023-03-08,226.0,0.0,46766.0,-0.9899062514305116,TV9,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xG9Q9g5mmF4,2022-12-09,245.0,4.0,2185.0,-0.9947564601898192,ABN,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1MV5iJ-W0jo,2022-11-08,165.0,13.0,6367.0,-0.9984952211380004,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw2YCQ3xWuM,2022-10-24,104.0,0.0,504.0,0.9988170862197876,ABN,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E1EscZrvZo4,2023-03-21,115.0,25.0,5255.0,0.993245542049408,Sakshi,janasena alliance with tdp,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eqsp8MEc9fo,2022-10-12,316.0,42.0,15494.0,0.998273491859436,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dSRaoE1EWiU,2023-01-11,275.0,2.0,1944.0,0.9984874725341796,TV9,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lodFVA6r1cA,2023-02-16,203.0,2.0,1103.0,-0.9910085797309875,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kjz2mx7GEzk,2023-03-14,324.0,14.0,19842.0,-0.9980521202087402,ABN,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747UoLcFXyg,2023-02-24,180.0,25.0,154041.0,0.9972630739212036,TV9,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
liEImzLuxTM,2023-04-09,208.0,5.0,3035.0,0.96318119764328,TV9,janasena alliance with tdp,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WnpqoUnZ-0g,2023-04-09,272.0,70.0,54290.0,-0.9994062185287476,ABN,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEbPi0onGu0,2022-11-20,304.0,68.0,20924.0,-0.9975066781044006,TV9,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sFRMgVv_cx8,2023-01-02,360.0,1.0,1739.0,-0.9969712495803832,ABN,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sqpTQ38N_fU,2022-08-21,152.0,3.0,585.0,0.9973862767219543,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WExLa3qWKco,2022-12-01,344.0,5.0,4425.0,-0.9986487030982972,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hZfwaDrjRyI,2023-01-12,405.0,25.0,16684.0,0.9953092932701112,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
b6PJVO7X6wc,2023-03-31,150.0,125.0,201693.0,0.9969171285629272,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YVdOjCcwXIs,2022-12-14,322.0,190.0,210772.0,-0.9973441958427428,TV9,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IqczDsK2BEg,2023-04-20,158.0,1.0,1600.0,-0.998011827468872,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PWGYMYaK234,2022-08-21,228.0,2.0,469.0,0.992438793182373,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q8ghxecy8dc,2023-04-04,196.0,0.0,1234.0,0.9975677132606506,TV5,janasena alliance with tdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
