ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,gandhar_nellore.png,kodur.png,venkatagiri.png,alur.png,kakinada.png,narsapuram_l.png,palakollu.png,pulivendula.png,kanigiri.png,kalayan_durg.png,madugula.png,sattenapalli.png,Venkata_Mahesh.png,paturi_nagabhusnam.png,vizianagaram.png,tekkali.png,pawan.png
IvnKfwdpAjk,2023-02-17,251.0,0.0,709.0,-0.9962259531021118,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0tRVJsIfpXw,2023-01-16,190.0,2.0,68914.0,0.9967324733734132,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAAXun_aosg,2023-02-23,140.0,4.0,7148.0,-0.9891349077224731,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
wtjhRpUCrh8,2023-02-23,305.0,8.0,4009.0,-0.9988590478897096,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
_SfGJzQ3Euw,2023-03-20,155.0,0.0,823.0,-0.997552454471588,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
rIMr9hxtIY8,2023-01-21,154.0,0.0,893.0,-0.9982473850250244,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7LxhdJXoZaA,2022-12-03,330.0,0.0,508.0,-0.9973425269126892,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
vH6h_8L4TQg,2022-11-01,143.0,8.0,1603.0,-0.991171419620514,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JrA4g8vSk8g,2023-04-08,218.0,6.0,2257.0,0.99813711643219,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8Rq6o3aNfhc,2022-10-21,235.0,87.0,23408.0,-0.999462902545929,Sakshi,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0V0lCOXvy4E,2023-02-14,250.0,137.0,199751.0,-0.9882405996322632,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SyQ-gugX9OI,2022-11-25,228.0,1.0,34652.0,-0.9941493272781372,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I5__sFcrmLU,2023-03-28,199.0,0.0,314.0,-0.9957857728004456,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4pvJEmUaHr4,2022-10-23,245.0,0.0,734.0,0.9988057613372804,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9Zztv9zUgLU,2023-03-28,285.0,7.0,1998.0,-0.9954480528831482,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4G2EhzSV8rg,2022-01-18,126.0,8.0,3264.0,-0.9974626302719116,Sakshi,cpi narayana,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
NN_bNzs9fQI,2023-03-06,136.0,10.0,6634.0,-0.8958603739738464,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xNkUTd-Nvv0,2023-04-22,75.0,0.0,429.0,0.996753990650177,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5Qrjzen-sA,2022-09-07,305.0,7.0,2293.0,-0.9971045851707458,TV5,cpi narayana,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RatRWWt2B2g,2023-03-11,276.0,16.0,2618.0,0.9970466494560242,TV9,cpi narayana,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IdemN9-jTuo,2022-10-06,264.0,15.0,2473.0,-0.988183856010437,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
WIAUqFPAMa8,2022-11-25,313.0,4.0,1072.0,-0.9941653609275818,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Z7T9Xq-Bks,2023-03-13,40.0,253.0,283425.0,0.9988480806350708,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KgcC-Gzb9rc,2022-11-24,265.0,6.0,1227.0,0.9955649971961976,ABN,cpi narayana,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
ly-CnDcNqj8,2023-01-11,232.0,1.0,1737.0,-0.9896592497825624,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TrbOaSq_rUQ,2022-09-17,170.0,1.0,4091.0,-0.9935125708580016,Sakshi,cpi narayana,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
hOmw6dObucQ,2022-10-09,173.0,21.0,3609.0,-0.9979077577590942,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5jEWSXLSuHc,2023-01-24,169.0,2.0,2060.0,0.9891341328620912,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rhS81xN5aBU,2023-02-10,32.0,1.0,6448.0,0.9960837364196776,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9cB1rxJCxvk,2022-09-14,124.0,1.0,4778.0,0.997024953365326,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EFPjK8Dn3b4,2023-04-18,321.0,24.0,45912.0,0.9623546600341796,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7UrvG8VMYwo,2023-01-20,260.0,1.0,661.0,-0.9988676309585572,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
nnZ2kH4CLyE,2022-09-28,139.0,0.0,2163.0,-0.9965481162071228,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4nVKp4XhiI0,2022-11-24,265.0,1.0,796.0,0.985506534576416,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hjv_deoWzWo,2023-01-18,327.0,12.0,5819.0,0.9977787137031556,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rO8nXypqLP0,2023-03-20,268.0,2.0,1335.0,-0.9994485974311828,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
XHhUjVunAyY,2023-01-10,139.0,1.0,2363.0,-0.98921400308609,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BwYhLFqZQFA,2023-02-16,177.0,4.0,3082.0,-0.9987205862998962,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ndGqG4reF8Y,2022-10-06,78.0,27.0,6241.0,-0.9980383515357972,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CswFc21A0yQ,2022-08-01,137.0,13.0,7295.0,-0.999229907989502,Sakshi,cpi narayana,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
T0CgTTY8vBc,2023-03-20,269.0,6.0,5982.0,-0.9949861764907836,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y8-_ruAmApo,2023-01-06,268.0,14.0,4912.0,-0.98901104927063,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hbFOREkr7JU,2023-02-28,77.0,1.0,5934.0,0.9976661205291748,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H_qYJPjzujg,2023-04-15,270.0,10.0,6067.0,-0.9991337656974792,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7EpgBLDNgnw,2022-11-23,179.0,8.0,1167.0,-0.9975760579109192,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1RP7FdfvcL4,2022-02-27,308.0,133.0,37866.0,-0.9972050786018372,Sakshi,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xyVhb6wMkAE,2023-02-21,51.0,8.0,3998.0,0.9967789053916932,ABN,cpi narayana,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
eLx-clgvXLM,2023-02-22,312.0,13.0,17010.0,-0.998054027557373,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iu7xCvCfLiQ,2019-12-25,146.0,140.0,175373.0,0.9985804557800292,Sakshi,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O6uRqvpwyd4,2023-04-05,61.0,7.0,1753.0,-0.992949604988098,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISwXaND1Z-E,2022-11-10,202.0,4.0,960.0,0.9971517324447632,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7Sobb-e3sk4,2022-11-26,48.0,149.0,43564.0,0.99710875749588,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t2ERbVe6D_k,2022-11-23,231.0,0.0,916.0,-0.9982252717018129,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0HNYIXOM9dQ,2022-12-28,253.0,0.0,619.0,0.991096019744873,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
JxXMLTN2e1A,2020-03-04,205.0,14.0,4865.0,-0.9974849224090576,Sakshi,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26LwRPinro8,2022-12-21,78.0,1.0,1625.0,0.9987229704856871,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8Vq-GbYSDVA,2023-03-07,303.0,4.0,352.0,-0.9938270449638368,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rj6_78gIRsY,2022-10-07,329.0,8.0,3053.0,-0.9979896545410156,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11sMBPRddS0,2023-04-02,91.0,3.0,880.0,-0.9991740584373474,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bsDhTrFygZ4,2022-02-10,137.0,160.0,142581.0,0.9988539218902588,Sakshi,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zw4HKLjn6_8,2023-02-03,456.0,102.0,124010.0,0.9868564009666444,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xbACCC8YT0Y,2022-09-11,100.0,0.0,1469.0,0.9958680868148804,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vAYBTB5NBb0,2023-01-26,169.0,0.0,1396.0,0.9969807267189026,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATwk5Iu19h4,2023-02-06,188.0,4.0,48692.0,0.9945631623268129,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRgF89ZNgo8,2022-12-03,40.0,1.0,2640.0,0.9941216111183168,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I2lP_t8P2BI,2023-03-03,295.0,15.0,2674.0,0.998803734779358,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zKjjCMLCPFU,2022-10-15,243.0,35.0,22322.0,-0.9979416728019714,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4lhF4ar_xCo,2023-03-27,141.0,0.0,625.0,-0.980105459690094,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wB3znqIM0d8,2023-04-09,269.0,13.0,1867.0,-0.9938703775405884,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GFjzbXtAZDY,2023-03-08,235.0,3.0,15109.0,0.9643322825431824,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
46PMG8nK51E,2023-01-08,286.0,11.0,21762.0,0.9861862659454346,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a389v7J4oJA,2023-04-08,193.0,3.0,2426.0,0.982864260673523,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUiTIZuBqU0,2023-02-02,100.0,7.0,13297.0,-0.9987019300460817,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1wtRM1apoA0,2023-03-29,160.0,3.0,3295.0,-0.994860827922821,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MfePppSbFCA,2023-04-02,158.0,12.0,7740.0,-0.9993093013763428,Sakshi,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yloZeP-ldQ8,2023-04-02,213.0,31.0,4078.0,-0.9887569546699524,Sakshi,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QEkGRV_EScE,2022-11-21,254.0,0.0,2432.0,0.9861149787902832,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZhfttMa-3Us,2023-04-15,109.0,4.0,2000.0,-0.9891479015350342,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59onqB5sfRo,2023-03-07,270.0,7.0,667.0,-0.9980506896972656,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4-lMYAJ_K9I,2023-04-15,338.0,4.0,6146.0,-0.9976949095726012,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wHSGS4hQRao,2022-11-07,62.0,0.0,1254.0,0.9983028173446656,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ77aU3a-Qw,2023-01-01,234.0,0.0,778.0,0.9980886578559875,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HRNbSXRFCik,2023-03-12,328.0,7.0,2941.0,0.9692771434783936,Sakshi,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ue6To8CfPtQ,2023-03-01,218.0,12.0,181745.0,-0.998968243598938,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2L0Ml3pkrY0,2022-10-12,281.0,1.0,2309.0,-0.9917426705360411,TV5,cpi narayana,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
wRIKCAtI65s,2023-02-20,172.0,0.0,683.0,-0.9933539628982544,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5TU5-o_XJh0,2022-11-07,207.0,13.0,14884.0,-0.99617201089859,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69gQsLnjpSs,2022-10-12,316.0,22.0,3823.0,-0.9965018033981324,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bL_RrzRzXhQ,2022-05-16,353.0,4.0,6198.0,-0.9988695979118348,Sakshi,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nUtPqMQfJJc,2023-03-26,185.0,228.0,177547.0,-0.998437225818634,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
dMVTL29vXVQ,2022-10-19,153.0,3.0,2355.0,-0.9991633892059326,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DL5OpNY3zXs,2022-10-06,220.0,1.0,1571.0,-0.9916730523109436,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q-2UOlSTrzs,2023-01-02,84.0,14.0,9417.0,-0.9975773692131042,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tDe9d45nGZE,2022-11-26,181.0,8.0,1558.0,-0.9992690682411194,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aoNbIVhgHJ4,2022-11-26,106.0,0.0,540.0,-0.9991921782493592,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WachDbOsEb4,2022-12-01,290.0,2.0,2104.0,-0.9984105825424194,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nqcIQ0GTOws,2022-10-18,83.0,11.0,9728.0,-0.999449908733368,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ve65pjkfWbQ,2022-10-13,296.0,0.0,157.0,0.9955676198005676,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iTa-80X2-q8,2023-03-01,216.0,27.0,44349.0,-0.997787594795227,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1mEPS3kayEg,2023-03-31,70.0,9.0,3196.0,-0.9881277680397034,TV5,cpi narayana,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
aIvQuIeinBc,2022-11-10,239.0,2.0,3466.0,-0.9967691898345948,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YTFCFU3Usk0,2023-03-10,231.0,2.0,1027.0,0.9914283156394958,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4VpDKYhRXsk,2022-12-12,135.0,0.0,1116.0,-0.982682466506958,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HgUO4HwFFzI,2023-02-23,160.0,6.0,3628.0,0.9827410578727722,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JvFRG_k-5vc,2022-09-27,135.0,3.0,1305.0,-0.9993711113929749,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vQOGUXuqV8s,2023-04-06,65.0,0.0,624.0,0.9984788298606871,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TeYUdPKwRtI,2022-12-07,324.0,0.0,1765.0,0.9981352090835572,Sakshi,cpi narayana,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lm4SdataqhA,2023-03-23,224.0,4.0,6692.0,-0.9985639452934264,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fk0KQof8dsY,2022-11-24,226.0,2.0,9661.0,-0.9951059818267822,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yGwpkv2N8YY,2023-03-13,301.0,17.0,8293.0,-0.9978806972503662,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jV1dyyUc0j8,2023-01-03,270.0,1.0,2146.0,-0.9968401193618774,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vPPK6TWJ0yw,2022-11-15,317.0,1.0,1640.0,0.9981260895729064,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
goJu_9CQdg8,2023-02-27,53.0,5.0,9637.0,-0.9989812970161438,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qWcy9kGz0g8,2023-02-17,125.0,78.0,27896.0,0.9929137229919434,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dDt_vLJde0I,2023-03-24,230.0,10.0,14148.0,-0.9927929639816284,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wbGCw5WvGKg,2023-04-04,223.0,2.0,1202.0,-0.9976231455802916,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5pRNESmtwj4,2022-11-25,255.0,1.0,1471.0,-0.997866690158844,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IfQgYYwmGJ8,2023-03-20,179.0,7.0,3675.0,-0.9994847774505616,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U9qXIskvfZQ,2022-12-01,74.0,2.0,455.0,-0.9980966448783876,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w8pUHDc7g3o,2022-11-26,300.0,0.0,2057.0,-0.9985380172729492,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2B9iOT1Hefc,2023-03-13,40.0,0.0,3236.0,0.9988161325454712,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0S6h-gU19Ds,2022-11-23,340.0,1.0,4121.0,-0.9968288540840148,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaeCmqXeq64,2023-03-07,262.0,1.0,901.0,-0.9982476234436036,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EC9L9KQ-h9Y,2023-04-14,320.0,3.0,832.0,-0.998360812664032,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eeHdoWo1xGc,2023-03-03,308.0,3.0,1517.0,0.9132390022277832,TV5,cpi narayana,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s8-LutKdQTA,2022-10-13,270.0,0.0,3758.0,-0.9968464970588684,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y3YbraAJdWQ,2022-10-15,204.0,6.0,432.0,-0.9972244501113892,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yqX7PIikK_M,2022-11-26,121.0,5.0,1342.0,-0.999438226222992,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iHaTVACZHWg,2023-01-11,284.0,16.0,15315.0,-0.995112121105194,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OsuRUN6KKcQ,2022-12-13,357.0,0.0,2240.0,-0.9948548078536988,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lUs1tu_CbY8,2023-01-09,276.0,27.0,32206.0,-0.9985355138778688,TV9,cpi narayana,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
e36e7igrSDE,2022-11-01,188.0,0.0,2227.0,-0.9867141842842102,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-CM-uM7-Big,2022-12-13,228.0,43.0,161596.0,-0.997675359249115,TV9,cpi narayana,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
yz7HY0BWZGE,2023-04-02,178.0,30.0,4233.0,-0.9991583824157716,Sakshi,cpi narayana,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ymr1lifX2BQ,2023-03-06,246.0,1.0,2592.0,-0.988148868083954,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nAEhBltWYa8,2023-03-21,301.0,2.0,1170.0,0.9861456155776978,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e_zFgVT-UHM,2022-10-19,132.0,7.0,2140.0,0.9980182647705078,ABN,cpi narayana,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MmctLgxCWT8,2023-01-06,271.0,8.0,8774.0,-0.9887197613716124,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAYCUCgf7tI,2022-10-07,325.0,8.0,20937.0,-0.998739778995514,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T6nl70DAoHE,2022-10-31,223.0,78.0,17426.0,-0.9976263642311096,Sakshi,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLLoeRzQQQc,2023-02-05,228.0,18.0,10992.0,0.9863103628158568,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WGJR6kqs6R0,2023-03-09,297.0,7.0,1749.0,-0.9984232187271118,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWWhR83O0bw,2023-02-23,185.0,6.0,5473.0,0.9974059462547302,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tVZfCzO87aM,2023-03-07,180.0,20.0,8943.0,-0.997878909111023,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9b2--WLSf8w,2023-03-04,71.0,8.0,2712.0,-0.9936001300811768,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zNHPeptZfdA,2022-11-23,252.0,4.0,695.0,-0.9807207584381104,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
39Y2KYjY8tY,2022-11-25,209.0,1.0,38865.0,-0.993236005306244,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_VsZ2YvSFls,2023-03-20,180.0,2.0,3141.0,-0.9890041947364808,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
rQmfsWS6bXI,2022-12-29,204.0,3.0,1017.0,-0.9969407916069032,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3c8l-wnRqwY,2023-04-20,147.0,0.0,1684.0,0.9934105277061462,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
feN9CaCB3Kg,2023-04-11,140.0,8.0,791.0,-0.9979416728019714,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jvhSolsb0cs,2023-01-18,213.0,7.0,6185.0,0.9955358505249025,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2qkOgQi-BoQ,2023-03-13,88.0,0.0,1716.0,0.9934751391410828,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yiitagz0ha4,2023-02-23,85.0,28.0,42265.0,0.9973311424255372,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6vfF0oYYnbw,2023-02-21,180.0,4.0,3594.0,0.9903566241264344,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QvJ02okZw-c,2022-11-25,201.0,5.0,1497.0,-0.998263657093048,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w6w4OlfnxGs,2022-09-12,213.0,9.0,4489.0,-0.9993818998336792,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uGqS1-CHx7Q,2023-02-01,137.0,2.0,3027.0,0.988838791847229,TV5,cpi narayana,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8aPdeIQKppc,2023-03-31,277.0,0.0,677.0,-0.8419522047042847,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTg54gCpq40,2022-12-13,260.0,4.0,2364.0,-0.9968606233596802,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
