ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,gandhar_nellore.png,kodur.png,venkatagiri.png,alur.png,kakinada.png,narsapuram_l.png,palakollu.png,pulivendula.png,kanigiri.png,kalayan_durg.png,madugula.png,sattenapalli.png,Venkata_Mahesh.png,paturi_nagabhusnam.png,vizianagaram.png,tekkali.png,pawan.png
5b9CfZI-k7Y,2023-04-17,240.0,1.0,322.0,0.9981220364570618,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_lPzAk56SM,2021-02-20,213.0,0.0,2274.0,0.998498558998108,Sakshi,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TLX0-q9mKcQ,2022-12-01,231.0,2.0,22348.0,-0.9966452717781068,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mqb88ru1RSc,2022-08-22,119.0,35.0,4433.0,-0.983911395072937,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hIaovz9XyE0,2023-04-05,110.0,0.0,2629.0,0.9881068468093872,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3Bfk4jzIYKI,2023-01-11,161.0,0.0,809.0,0.9587414264678956,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DF0Cc-bkyv0,2023-02-12,316.0,34.0,48267.0,0.9969791173934937,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MzEFYrXB3jA,2023-02-23,209.0,51.0,33647.0,0.9851503968238832,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frEZg6-NzkE,2023-01-24,74.0,0.0,874.0,0.9836058616638184,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7V3ZUZaXz0U,2023-02-23,285.0,3.0,1966.0,-0.99332457780838,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WACK_4HvYig,2022-10-13,320.0,0.0,2143.0,-0.9913399815559388,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VpKMXgBOtQk,2023-04-05,236.0,1.0,4831.0,-0.9957727789878844,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gEaFwgexzKA,2023-02-20,335.0,1.0,1258.0,-0.9949106574058532,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXR09RxRyM,2023-03-30,81.0,21.0,31319.0,-0.9981367588043212,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kC2XjDIrRzI,2022-12-08,400.0,1.0,6108.0,0.9982014894485474,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9IOeYtHHnJA,2022-12-08,73.0,6.0,2112.0,0.9962536096572876,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
wfP3LZ4bcMQ,2023-04-09,191.0,4.0,5003.0,-0.99737811088562,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QjpyxzjLe_s,2023-03-21,136.0,28.0,5852.0,0.9952978491783142,Sakshi,cpi narayana,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2vu-m6BMFt8,2023-03-28,237.0,1.0,2471.0,-0.9975409507751464,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qGam3igFkTs,2023-01-26,62.0,4.0,1338.0,-0.9988382458686828,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tLY-xMOe18Q,2022-12-08,187.0,10.0,3410.0,0.9963597655296326,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gdajiyiiykc,2022-12-03,69.0,0.0,1194.0,-0.977229654788971,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uohYErvIhQw,2022-09-16,145.0,11.0,3620.0,-0.9983919262886048,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cbacQ77spio,2023-03-13,219.0,11.0,29839.0,-0.9994353652000428,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TDsMzGOO7QA,2022-12-20,204.0,18.0,21626.0,-0.993137001991272,TV9,cpi narayana,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
neCh7o4q18Y,2023-04-07,130.0,16.0,19265.0,0.9987560510635376,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AZIc9f6HBhY,2021-02-15,186.0,0.0,1664.0,0.9921661615371704,Sakshi,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
via58kV5-w8,2022-12-31,145.0,3.0,1068.0,-0.9994589686393738,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exyaLF4_YTA,2022-11-25,218.0,8.0,28606.0,-0.9941347241401672,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rk-V3XmxIck,2023-02-04,220.0,0.0,428.0,-0.9888022541999816,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPnw18oXD_c,2022-12-26,105.0,3.0,1328.0,-0.9992977380752563,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NQgqGK0QWoc,2023-02-23,21.0,9.0,13390.0,0.9966942071914672,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCCl5MtzRY8,2023-03-05,264.0,20.0,5396.0,-0.9973057508468628,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kDK_1Kx5a-w,2023-03-26,103.0,3.0,25533.0,-0.9980202913284302,TV5,cpi narayana,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
QQ2OzdHsGkE,2022-12-29,250.0,1.0,1519.0,-0.9979864358901978,ABN,cpi narayana,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
_Csrr3wzzHw,2023-03-27,150.0,5.0,646.0,-0.999037265777588,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g4mbmywWF4Y,2023-03-22,252.0,4.0,3192.0,0.9973052740097046,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79J85NS9vUo,2023-03-27,265.0,14.0,12560.0,0.9971209168434144,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G4XW1zQVoI4,2023-04-12,62.0,2.0,1455.0,0.9985200762748718,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wbT0oD9EYj4,2022-12-02,110.0,6.0,2235.0,-0.9984011054039,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wez7TDBgPkI,2023-03-13,219.0,1.0,3572.0,-0.996773898601532,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kfcy8hd21hk,2022-12-19,219.0,9.0,144843.0,-0.9909446239471436,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p7Mz99mbj_M,2023-02-04,151.0,3.0,3972.0,-0.9980291724205016,Sakshi,cpi narayana,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
yQPrpv629ak,2023-03-31,79.0,2.0,874.0,-0.8149866461753845,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ugs76ijXREU,2023-03-23,178.0,48.0,141873.0,0.9841030836105348,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S9npJYigyW0,2022-11-27,68.0,0.0,1156.0,-0.9908213019371032,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TapbfbJsSng,2022-09-29,215.0,2.0,1235.0,0.9760452508926392,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kC_v-fIqJLE,2022-11-21,188.0,2.0,12016.0,0.994716227054596,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVb_u6J0Mzc,2021-02-13,209.0,0.0,3128.0,0.9985673427581788,Sakshi,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42h7Ry4IY4Q,2023-03-26,212.0,1.0,3263.0,0.9986752867698668,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0EHrYdZz_6I,2022-11-04,321.0,10.0,9182.0,0.996951937675476,Sakshi,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dZR6Tl6buDg,2022-11-24,245.0,6.0,800.0,-0.9732986688613892,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1Nw9g6YdS3o,2023-02-22,203.0,1.0,2647.0,-0.9987840056419371,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HBA6DeqeSzk,2022-11-24,4090.0,5.0,28595.0,0.9955915808677672,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wo43EsB1hhY,2023-03-25,219.0,10.0,154499.0,0.992953598499298,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7Hru_oAnhF4,2022-12-21,241.0,17.0,14577.0,-0.9943262934684752,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dUM2QL4G4tA,2023-03-08,226.0,0.0,46766.0,-0.9899062514305116,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xG9Q9g5mmF4,2022-12-09,245.0,4.0,2185.0,-0.9947564601898192,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2gQvpi1YWn8,2023-04-05,313.0,14.0,7247.0,-0.998804211616516,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dC-N4kc8Aok,2023-02-23,195.0,5.0,4161.0,-0.9943314790725708,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCYO6UP20N8,2023-04-03,74.0,0.0,1203.0,-0.9893179535865784,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hfMyioXUEh4,2023-01-05,177.0,5.0,49964.0,-0.985933482646942,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eqsp8MEc9fo,2022-10-12,316.0,42.0,15494.0,0.998273491859436,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CgSm6ZNaHZA,2022-07-09,290.0,84.0,140439.0,0.9978156089782716,Sakshi,cpi narayana,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JDfqCKgO6vY,2023-04-15,113.0,4.0,399.0,-0.9987612962722778,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kao7VLa36Wo,2023-04-08,332.0,27.0,2291.0,-0.998233437538147,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kwfxi4_P5RU,2023-01-07,324.0,2.0,1065.0,-0.9927918910980223,TV5,cpi narayana,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6RpN_7bF55E,2022-10-09,204.0,14.0,6129.0,0.9779642820358276,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WoH29aQmJV0,2022-11-18,43.0,0.0,2769.0,-0.9900780916213988,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wRhXk5pqflo,2022-11-09,410.0,75.0,16288.0,0.9939749836921692,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g4uySnsCm4s,2022-12-19,129.0,0.0,272.0,0.9986146688461304,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KopmVsSx99E,2022-12-07,203.0,42.0,40768.0,0.998368203639984,Sakshi,cpi narayana,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
g5Q000HGyxo,2023-04-18,275.0,4.0,2124.0,0.9976992011070251,TV9,cpi narayana,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sqpTQ38N_fU,2022-08-21,152.0,3.0,585.0,0.9973862767219543,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L9-YPV2rabY,2022-12-22,112.0,1.0,358.0,-0.9883025288581848,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C43e-ZdW1-8,2023-04-10,305.0,14.0,12562.0,-0.9974021911621094,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2ibPRd-EM9Q,2023-03-28,335.0,3.0,1836.0,-0.9922869205474854,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ri7wHYqpPgQ,2021-11-17,310.0,48.0,11604.0,-0.9754629731178284,Sakshi,cpi narayana,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
BkV8pA-5eDk,2022-12-09,178.0,0.0,467.0,-0.9973241090774536,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lTfi-zC-tpk,2022-12-07,361.0,0.0,886.0,-0.9967845678329468,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gawnyt6u2SA,2022-09-13,504.0,121.0,25706.0,-0.9991912245750428,Sakshi,cpi narayana,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
te0y4DRnmP0,2022-10-16,352.0,85.0,29234.0,-0.994621992111206,ABN,cpi narayana,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
rZWhOuXjhpU,2023-03-01,124.0,2.0,510.0,-0.9987362027168274,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RgWssUHmkjo,2023-01-23,321.0,2.0,3027.0,-0.9941463470458984,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yHXtV4BgM_c,2023-01-05,226.0,30.0,164406.0,-0.9968475699424744,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WdP-xPwi5Ak,2023-03-01,91.0,33.0,14200.0,-0.9983721375465392,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BqPQABirIMo,2022-11-18,91.0,3.0,694.0,-0.9964566826820374,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ah5_lkaGa04,2022-11-10,111.0,1.0,540.0,-0.9983140230178832,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9up_g4SvRkM,2023-02-21,74.0,1.0,718.0,0.9977930784225464,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2aYzNSO9xY,2022-08-22,314.0,0.0,2156.0,-0.9994359612464904,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XN_1qPW2lkU,2023-02-22,220.0,8.0,5685.0,0.997666835784912,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i2UhikF5qVM,2023-01-21,290.0,17.0,10386.0,0.9847169518470764,Sakshi,cpi narayana,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RET1qa66-no,2023-04-12,297.0,0.0,1054.0,-0.9986133575439452,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4FXVSJpsxw,2023-04-19,94.0,4.0,14786.0,-0.9980695843696594,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iYHqKetD9OE,2023-03-10,155.0,4.0,2941.0,-0.99729984998703,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOer1MvYBT0,2022-12-22,261.0,1.0,1736.0,0.9950401186943054,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kN--hEpGfAo,2023-03-05,75.0,0.0,1975.0,0.9953364729881288,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0xaEOd_y1DA,2022-11-23,218.0,1.0,16751.0,-0.9913821816444396,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iUlzXuHqebc,2022-10-11,204.0,1.0,1821.0,-0.9914951324462892,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4RYa84ygRo0,2022-11-29,61.0,1.0,496.0,0.9959803819656372,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BiFoB8Z0AZU,2023-03-20,270.0,9.0,1486.0,0.9850412011146544,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ggANGyRCufE,2023-04-08,236.0,4.0,3686.0,-0.9985899329185486,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IELJhzHEoSk,2023-02-02,55.0,69.0,637325.0,-0.99689519405365,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CyKsJ73FtLA,2022-09-04,252.0,25.0,12233.0,0.9981881976127625,Sakshi,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NfGW-7YXB18,2023-04-11,77.0,3.0,11152.0,0.9881795644760132,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1rzcynU-QMs,2022-04-22,203.0,92.0,61592.0,0.9501714110374452,Sakshi,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ynzwjLWEasE,2023-03-12,293.0,6.0,2329.0,0.9982945322990416,Sakshi,cpi narayana,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1n64ptWq0I4,2023-04-02,553.0,52.0,20395.0,0.9959294199943542,Sakshi,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H43LZBe0iIc,2022-12-23,209.0,12.0,127954.0,0.9782228469848632,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meu2Aqo4I70,2023-04-17,181.0,12.0,2427.0,0.9965850114822388,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GNwapHK9ZpY,2023-02-27,253.0,1.0,1215.0,-0.9990744590759276,TV9,cpi narayana,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1
mWZlzE6_vyk,2023-02-18,268.0,0.0,591.0,0.996601700782776,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nZKSl1M56h4,2022-12-08,97.0,42.0,52245.0,0.9974272847175598,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D1XVgoOjT_E,2023-04-03,37.0,4.0,6744.0,0.9961692690849304,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KaUOWaNM-94,2023-04-03,42245.0,5.0,20052.0,0.996215283870697,Sakshi,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agN0utEQahI,2023-01-22,223.0,3.0,4424.0,-0.9981959462165833,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
xcyc0lq_2fU,2023-04-09,87.0,3.0,940.0,-0.9947945475578308,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wWI42X7MUrM,2022-10-30,230.0,1.0,843.0,0.994828760623932,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4s0SfraOhV0,2022-10-20,212.0,5.0,4788.0,0.9986732006072998,Sakshi,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2i0b86GwENU,2023-04-06,275.0,1.0,595.0,-0.997639298439026,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CbLKnVtg2-c,2020-03-03,313.0,2.0,1592.0,-0.7855595350265503,Sakshi,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5BIJvqcgfec,2023-03-14,316.0,70.0,137584.0,-0.9799428582191468,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F4mFSduljmA,2023-02-20,444.0,2.0,4731.0,0.611286461353302,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DbzBLJwEur4,2022-11-21,143.0,3.0,4655.0,0.9973383545875548,Sakshi,cpi narayana,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
W-gEXqv2oQE,2022-10-20,279.0,6.0,3846.0,-0.999190390110016,Sakshi,cpi narayana,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
K4sLrqMPh94,2022-10-27,230.0,4.0,5935.0,0.9943934679031372,TV5,cpi narayana,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ivVy501z8Sg,2023-01-28,76.0,4.0,13042.0,0.998688280582428,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hdo0L6KMShE,2023-04-15,357.0,5.0,4390.0,0.9940199851989746,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1WlBhpsg0h8,2023-03-13,212.0,1.0,1134.0,-0.9974633455276488,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
65JtYB79rWA,2022-11-18,110.0,0.0,1212.0,-0.9912618398666382,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iSvGZgph0Zo,2023-01-25,297.0,0.0,682.0,-0.9966082572937012,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
_OwcAFmK_wI,2022-12-02,218.0,2.0,19461.0,-0.9816837310791016,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fDxlu62IOII,2023-03-03,176.0,4.0,1583.0,0.9974034428596495,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79Acjc2OVRA,2022-12-24,201.0,9.0,7326.0,0.9904201626777648,TV9,cpi narayana,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F36r1tohNqI,2023-02-03,305.0,41.0,55805.0,-0.9989787340164183,ABN,cpi narayana,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9auu59bqWzk,2023-02-21,218.0,3.0,67958.0,-0.9875405430793762,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waSVjNsY7XU,2023-02-25,107.0,0.0,2203.0,0.9985339641571044,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DlBF4VnFwsc,2022-11-10,105.0,0.0,1112.0,-0.9945947527885436,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1_JUSu9NCE,2022-11-10,260.0,5.0,2321.0,-0.9984660148620604,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dEWlXqqnHD8,2022-10-09,86.0,2.0,1536.0,0.9956484436988832,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cTYxEAkyUgc,2023-01-06,305.0,47.0,31328.0,-0.9985218644142152,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zp2MVwQ-r4M,2023-02-23,106.0,0.0,889.0,-0.998264729976654,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
utLiF5qM0t8,2022-02-19,303.0,3.0,2484.0,0.9970327615737916,Sakshi,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RXo4yRgWiYI,2022-10-13,220.0,38.0,62543.0,-0.9983585476875304,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qL_1fkkB0rw,2022-10-16,219.0,0.0,1866.0,-0.9965537786483764,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vKdRK4vFwRQ,2023-02-12,198.0,21.0,4538.0,0.9935612678527832,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h60lNi5PLSg,2023-03-23,34.0,0.0,396.0,-0.9857282042503356,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uC6BCTqwF4Q,2023-03-13,355.0,1.0,691.0,0.9929165840148926,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0DL1hPQok1g,2023-03-14,213.0,0.0,399.0,-0.9928529858589172,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QZPNAQxmKWY,2023-02-22,297.0,76.0,38161.0,-0.9339285492897034,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOmRZPbUI5w,2023-03-07,262.0,1.0,789.0,-0.9989147186279296,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UjnrIOtngCo,2023-04-18,220.0,6.0,3069.0,-0.9984000325202942,ABN,cpi narayana,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4wjqwKowne4,2022-09-11,224.0,5.0,3652.0,0.9980756044387816,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HU_wD0BYsXw,2022-12-04,379.0,22.0,43990.0,0.9984147548675536,Sakshi,cpi narayana,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
uk4F2GUtz_E,2022-12-04,90.0,0.0,562.0,0.997399926185608,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vxpT8cWAzGo,2022-04-01,267.0,1.0,2180.0,0.9924641847610474,Sakshi,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E-ndHcku_4w,2022-11-12,242.0,10.0,3042.0,-0.9982467889785768,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR4a8mDhEf4,2023-03-23,305.0,130.0,87117.0,0.9986224174499512,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mjKoeiNPMmY,2021-02-17,228.0,1.0,4760.0,0.991859257221222,Sakshi,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xb6fj4tQaVw,2023-03-23,244.0,56.0,139115.0,-0.9850178360939026,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
