ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,raptadu.png,gandhar_nellore.png,banaganapalle.png,penukonda.png,vizianagaram_.png,razole.png,rapka.png,gannavaram_vamsi.png,machillipatnam.png,jaggayyapeta.png,kodur.png,srikakulam_.png,venkatagiri.png,urvakonda.png,alur.png,vishakapatnam_west.png,kakinada.png,narsapuram_l.png,tadikonda.png,eluru.png,venkat_krishna.png,palakollu.png,gudivada.png,cheepurupali.png,penamaluru.png,myudukur.png,pulivendula.png,kanigiri.png,sarvepalli.png,vishakapatnam_south.png,kalayan_durg.png,madugula.png,unguturu.png,repalle.png,sattenapalli.png,Venkata_Mahesh.png,paturi_nagabhusnam.png,rayachoti.png,nandyal_l.png,paderu.png,vizianagaram.png,tadepalligudem.png,sambasivarao.png,tekkali.png,jammalamadugu.png,kadiri.png,hindupur.png,denduluru.png,pawan.png,palakonda.png,Narasannapeta.png
_vjXW-L6JHw,2023-01-06,130.0,2.0,959.0,-0.9993366599082948,ABN,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ji2uoQLbboE,2022-11-21,220.0,0.0,1380.0,-0.9688612222671508,ABN,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11lWMvGWA4Q,2022-09-15,286.0,94.0,44407.0,-0.9941146969795228,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V6SaN67wuVk,2023-01-13,285.0,59.0,47257.0,-0.9934425354003906,TV5,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
R40IPcKA8Lw,2022-12-28,324.0,28.0,7010.0,-0.9973883032798768,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MU8lRS0-bmY,2022-10-29,146.0,0.0,734.0,-0.993998885154724,TV5,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CifW3KYQ2xY,2021-12-02,127.0,5.0,2077.0,0.998694121837616,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56ag6cqBOgU,2022-12-29,300.0,3.0,4662.0,-0.9974092841148376,ABN,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N45Ci2hOjvM,2023-02-14,48.0,215.0,243415.0,-0.9956417083740234,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o6BudOEPIc0,2023-01-20,390.0,1.0,789.0,-0.9983783960342408,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
B-9GhZrz34I,2022-07-01,86.0,11.0,5917.0,-0.9884910583496094,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TyfXsDNu9Pg,2022-05-09,276.0,60.0,17036.0,0.9972994923591614,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
VSKOVcvy3WU,2022-12-20,207.0,12.0,2131.0,0.9965184926986694,TV5,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
iOgBPVi1Bhc,2023-01-20,53.0,39.0,32652.0,-0.9991806149482728,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q3KQjNJyZCc,2023-01-13,321.0,7.0,4324.0,-0.9915278553962708,Sakshi,Ramoji Rao,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ksDi1JRZImg,2022-12-21,260.0,0.0,860.0,0.9832006692886353,TV5,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eM62-0FaT1c,2022-07-02,274.0,27.0,18344.0,-0.9981110095977784,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3rOu_MuIgN0,2023-02-13,285.0,1.0,1890.0,0.988647162914276,TV5,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seYAvb3NaY4,2021-02-21,206.0,0.0,3778.0,0.9983708262443542,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BhUyo30s53Y,2023-02-28,307.0,845.0,195793.0,-0.9956086277961732,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-KXbhm42RUY,2022-12-17,344.0,3.0,4630.0,-0.9985289573669434,TV9,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6fT_F1wtRiU,2022-12-28,520.0,3.0,2313.0,0.993505597114563,TV5,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aSws9Z79pUA,2023-01-23,205.0,23.0,11957.0,-0.9986121654510498,TV5,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MlodSrpj7Zs,2023-04-15,628.0,51.0,17236.0,0.9976370334625244,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kGLtPCWfxLg,2023-02-27,68.0,3.0,4007.0,-0.9975905418395996,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dfdMoQpyj5Q,2023-01-14,492.0,8.0,39446.0,-0.9678807854652404,ABN,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
me4JxZvR8ng,2021-10-26,41.0,10.0,15875.0,0.9938815832138062,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8sLUGzMw5ck,2022-09-16,303.0,1.0,2040.0,-0.9942500591278076,TV5,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JlJlkJQyLKk,2023-01-12,172.0,65.0,66474.0,0.9711797833442688,ABN,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lNVR1KpaBPw,2022-11-25,248.0,6.0,2154.0,0.998023509979248,TV5,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2-NBs0mUXo,2023-01-30,82.0,4.0,1127.0,-0.9981095790863036,ABN,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ycGtKlVlaAc,2022-07-21,258.0,21.0,5632.0,-0.9977601766586304,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
YKemlUZYxe0,2023-04-16,677.0,20.0,2021.0,-0.998104214668274,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iSf1VCKXi-c,2022-10-18,84.0,22.0,9254.0,-0.9981860518455504,TV5,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qaIv064yIMc,2022-09-26,54.0,362.0,890303.0,-0.9983282685279846,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4KTBeFg5J0g,2023-04-18,296.0,1.0,3231.0,-0.9974325299263,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bh4TqIi8eqU,2021-12-17,71.0,16.0,8159.0,-0.990068256855011,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rp72Zv-KFGM,2022-09-19,341.0,252.0,141321.0,-0.984641969203949,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iL581SnsWhE,2022-01-23,327.0,99.0,26335.0,-0.9969287514686584,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
vreoqpXLb7k,2020-03-04,138.0,13.0,4896.0,-0.9983855485916138,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UdLMA38sDN8,2022-10-11,319.0,9.0,1994.0,-0.9982898831367492,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Btv8hzPl0fw,2022-08-13,226.0,197.0,283678.0,0.9939203262329102,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXmFbeQpICI,2023-01-24,173.0,0.0,278.0,-0.9955581426620485,TV5,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mAAaDMh3SXs,2023-04-03,194.0,4.0,3190.0,0.9986812472343444,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GyllEV-b_FU,2022-12-20,294.0,0.0,851.0,-0.994375228881836,ABN,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
qO0iVKu94WE,2022-09-15,139.0,153.0,46129.0,-0.999025821685791,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h837nn5f_D8,2022-03-14,130.0,8.0,4449.0,-0.997952938079834,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
j21Zt3LupY8,2022-01-06,233.0,266.0,44456.0,-0.9987955093383788,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
ep9TK7d6n6k,2023-01-19,326.0,3.0,2481.0,-0.9964079260826112,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J7enxAr5E5I,2022-08-20,246.0,33.0,10908.0,0.9914594888687134,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bLdt_4WY1cE,2022-06-18,87.0,130.0,50610.0,-0.9912529587745668,Sakshi,Ramoji Rao,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
dKqp1vZbKqo,2022-10-20,290.0,11.0,25678.0,-0.9984583854675292,TV5,Ramoji Rao,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
vnNRfsQb-vA,2023-04-04,414.0,35.0,20093.0,0.9959986209869384,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN-rMuQrL9A,2022-02-28,297.0,4.0,8043.0,0.9934108853340148,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1Lbik1LMmjE,2022-08-24,289.0,272.0,331771.0,-0.9907726049423218,TV5,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5G-38fAl_Lg,2023-01-26,72.0,1.0,1188.0,-0.9994372725486756,TV9,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LhQExkNiObo,2022-12-02,170.0,1.0,1181.0,0.9977442026138306,TV5,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFh3aw4G3AI,2022-11-12,483.0,18.0,5046.0,-0.997740626335144,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
hh2imbhjHb8,2022-08-22,85.0,329.0,94222.0,-0.99148690700531,TV5,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OZLG7z6stsg,2022-11-22,245.0,7.0,1481.0,-0.9988864064216614,ABN,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_Hq03snBuLM,2022-09-20,232.0,0.0,1059.0,-0.9992250204086304,TV5,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5fCP2VqxupA,2023-02-08,125.0,5.0,2686.0,-0.99668151140213,TV9,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sKHNl206as8,2019-12-21,104.0,0.0,503.0,0.9984605312347412,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31PV4-DH-ec,2023-03-02,65.0,8.0,7151.0,0.99583238363266,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUlR2sKFOxc,2023-02-08,124.0,147.0,105058.0,0.9985664486885072,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
cZj_6oOXHyY,2023-03-06,188.0,174.0,128370.0,-0.9982702732086182,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A232W5XIJ_o,2023-01-18,58.0,4.0,3420.0,-0.9985505938529968,ABN,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NmnPGBBk18M,2022-12-05,239.0,13.0,2690.0,0.7283102869987488,Sakshi,Ramoji Rao,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1y_FrD9Yi5c,2023-03-03,220.0,42.0,5093.0,0.9850672483444214,ABN,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
idbXeo-WQaI,2022-04-27,233.0,47.0,16902.0,-0.9888195395469666,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0R2aou74yNk,2023-04-19,291.0,13.0,4323.0,0.9977638721466064,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPgIuaE1ODA,2023-04-14,235.0,0.0,2386.0,-0.9993597865104676,ABN,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fCSY7CNv0qQ,2023-04-05,196.0,1.0,452.0,-0.9983308911323548,TV9,Ramoji Rao,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tzSfPqALKUw,2023-04-11,390.0,10.0,6783.0,0.9901537299156188,TV5,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zf-BYM_bYbs,2023-02-20,58.0,4.0,20357.0,0.9963571429252625,ABN,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kFeR24gV7u8,2023-03-29,752.0,16.0,3642.0,0.9978579878807068,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agzs-IVAXkw,2022-10-11,76.0,19.0,5760.0,-0.99835205078125,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cNcErRLEp-E,2022-11-14,219.0,6.0,3575.0,-0.9932443499565125,ABN,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eKcUYBNc_CI,2022-05-11,232.0,32.0,22586.0,-0.9740834832191468,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yum-US-aTLM,2023-04-02,264.0,108.0,21397.0,0.971515953540802,TV9,Ramoji Rao,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oiB8bYxFy84,2023-01-17,310.0,1.0,1577.0,-0.998596727848053,ABN,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ceSRpnb3eQ0,2023-01-03,195.0,5.0,3470.0,-0.9967485666275024,TV5,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cXMH0WQJfQs,2022-11-28,183.0,6.0,1838.0,0.9983299374580384,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9I818YEKEuI,2022-05-23,262.0,21.0,14552.0,0.9951459765434264,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xy04DTOiaik,2023-01-14,254.0,29.0,3527.0,0.997042953968048,TV9,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r2w_a87LUrM,2023-03-16,130.0,45.0,77776.0,-0.9908086657524108,Sakshi,Ramoji Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
