ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,raptadu.png,vizianagaram_.png,gannavaram_vamsi.png,jaggayyapeta.png,kodur.png,venkatagiri.png,urvakonda.png,vishakapatnam_west.png,kakinada.png,narsapuram_l.png,rajahmundry_rural.png,visakapatnam.png,eluru.png,venkat_krishna.png,palakollu.png,gudivada.png,myudukur.png,Rajam.png,pulivendula.png,kanigiri.png,kalayan_durg.png,madugula.png,unguturu.png,sattenapalli.png,Venkata_Mahesh.png,prathipadu.png,paturi_nagabhusnam.png,vijayawada_east.png,hindupur_l.png,nandyal_l.png,paderu.png,nandikotkur.png,vizianagaram.png,sambasivarao.png,tekkali.png,jammalamadugu.png
Hfolp54NI-s,2022-12-13,158.0,0.0,1734.0,-0.9993491768836976,TV9,gorantla ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TO9JRafNVm0,2022-09-30,310.0,19.0,11322.0,-0.9960654377937316,TV5,gorantla ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8vwnFIfhDV0,2022-12-21,585.0,16.0,3180.0,0.99604332447052,ABN,gorantla ,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0
JX-ZPYIsdYE,2022-10-13,175.0,1.0,2093.0,-0.9990346431732178,TV5,gorantla ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9DiLSzKopCE,2023-01-14,206.0,5.0,55892.0,-0.9928379654884338,TV9,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96xyJrLPXBY,2022-11-07,60.0,1.0,254.0,-0.9957770109176636,ABN,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5mziA7W7TLg,2022-10-03,210.0,13.0,7207.0,-0.9984363913536072,TV5,gorantla ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DdLcDurQEFw,2022-08-10,290.0,156.0,28191.0,0.9829634428024292,Sakshi,gorantla ,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
J7enxAr5E5I,2022-08-20,246.0,33.0,10908.0,0.9914594888687134,Sakshi,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
73sB9FapvE4,2022-09-30,240.0,388.0,114558.0,-0.9772980213165284,TV5,gorantla ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RjSzFF2jq7E,2022-08-10,18776.0,19.0,47337.0,0.9902580976486206,Sakshi,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yiW1VMMzusQ,2022-09-28,350.0,10.0,2768.0,-0.9979040622711182,TV5,gorantla ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-dReNwkvyrM,2023-04-19,132.0,12.0,14093.0,0.996772825717926,Sakshi,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ile13jaKkl8,2022-07-09,266.0,2.0,1930.0,0.9984918832778932,Sakshi,gorantla ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZJXvLShJe5c,2022-08-29,257.0,2.0,2570.0,-0.9988002777099608,TV5,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
klzTZW2GNIk,2023-02-18,397.0,5.0,10397.0,-0.9890887141227722,TV9,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QLZxb10_9Q4,2021-02-21,226.0,1.0,845.0,0.9984815716743468,Sakshi,gorantla ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
fCDjYGFnfv8,2022-10-13,520.0,1.0,2214.0,0.9857686161994934,TV5,gorantla ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lrcoP9NFZt0,2022-10-12,307.0,0.0,1041.0,0.9963924288749696,TV5,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UQPTbm8xb_Y,2022-08-29,140.0,98.0,11782.0,-0.981359601020813,TV5,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-BRMxAgBXok,2022-09-30,240.0,15.0,8775.0,-0.9982271790504456,TV5,gorantla ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9zfhEIu43WU,2023-01-03,391.0,11.0,3340.0,-0.9813410043716432,ABN,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sKHNl206as8,2019-12-21,104.0,0.0,503.0,0.9984605312347412,Sakshi,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afp_ZUi1V7E,2022-09-16,341.0,64.0,64641.0,-0.997050642967224,TV5,gorantla ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
OGelxB0tgIk,2022-10-04,111.0,16.0,2172.0,0.997655749320984,TV5,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z834KaD5ndw,2022-09-23,42897.0,4.0,75754.0,0.9937931299209596,TV5,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8H24Ge1Qetg,2022-09-24,102.0,236.0,653832.0,-0.9983032941818236,TV5,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HgvsnOpO5jg,2023-04-21,200.0,0.0,1407.0,-0.9966028928756714,ABN,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GVHqgf-MqbA,2023-03-04,85.0,0.0,2380.0,-0.9985108971595764,ABN,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIbSq65Wba4,2023-03-19,346.0,0.0,2454.0,0.9904049634933472,TV9,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c6QOAGL76X4,2023-03-20,187.0,3.0,1314.0,-0.9991216063499452,ABN,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o9-F7I7i5q8,2022-12-08,362.0,36.0,20652.0,-0.9964115023612976,TV9,gorantla ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7C9vvWZ9QTs,2022-12-02,150.0,1.0,2310.0,-0.9976083040237428,TV5,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
njBcMrvhgTE,2023-01-24,336.0,2.0,3059.0,-0.9907073974609376,ABN,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0FzJF3NtBGI,2022-10-14,330.0,3.0,3733.0,-0.9896920323371888,ABN,gorantla ,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIVMg3GL6LM,2022-12-09,157.0,0.0,732.0,-0.9982481002807616,ABN,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pMaw7eUPI8E,2022-11-13,265.0,9.0,2984.0,0.994225800037384,ABN,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5M-DZRdp_lI,2023-03-27,143.0,101.0,94412.0,-0.9975876808166504,TV5,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bxgwlh7VCYk,2023-02-02,236.0,3.0,27652.0,0.9894144535064696,TV9,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yGGNb0HLSj0,2023-03-21,216.0,5.0,913.0,0.9987959861755372,TV9,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XCWFsaroSEw,2022-12-13,210.0,3.0,2959.0,-0.9994326233863832,ABN,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ji6w7jUuUuE,2023-04-12,220.0,108.0,11440.0,-0.9958829879760742,Sakshi,gorantla ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lXw44H_uR4M,2023-03-16,260.0,5.0,3076.0,-0.9984886646270752,TV9,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DlPFCsPR5ug,2023-01-05,55.0,0.0,1131.0,-0.9977327585220336,TV9,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09mgQt1mHRM,2023-04-01,81.0,1.0,1788.0,-0.9993345141410828,TV9,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wjYNeSShIc8,2022-12-07,97.0,14.0,1736.0,0.9820305705070496,TV9,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AXhKSEGrLRY,2023-01-28,87.0,64.0,146125.0,0.9935802221298218,TV5,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3Er1139O26Q,2022-12-02,287.0,18.0,23890.0,0.9923611283302308,TV5,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h16C8gqw-W8,2023-03-09,215.0,4.0,718.0,-0.998111128807068,TV5,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n_KxFDik0GI,2022-08-29,277.0,27.0,6454.0,-0.9944104552268982,TV5,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8T-1szQd-5s,2022-08-06,124.0,20.0,4678.0,0.9935402274131776,Sakshi,gorantla ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gHAutI4MVGE,2023-04-04,147.0,5.0,1517.0,-0.9842222332954408,TV9,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PpIHGSYIFY0,2023-01-24,247.0,2.0,923.0,-0.9969488978385924,ABN,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zck6_Ko4nDc,2022-09-30,340.0,10.0,4617.0,0.9594681262969972,TV5,gorantla ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tWfWLtnDL-Q,2022-05-29,385.0,260.0,92495.0,-0.9863065481185912,Sakshi,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rUa5HhcDH5w,2023-04-05,125.0,1.0,1427.0,0.9977287650108336,TV9,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H9MA6jp4xMo,2022-12-12,268.0,1.0,2839.0,-0.998284637928009,TV9,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SZOW1jf5wW4,2023-03-15,181.0,173.0,200554.0,-0.998810887336731,Sakshi,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TS0vb5A7t88,2022-08-18,501.0,23.0,10538.0,-0.9965998530387878,Sakshi,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R4RxbJag2Cw,2022-12-13,86.0,0.0,291.0,-0.9979202151298524,ABN,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CeJwI7vc048,2022-08-19,20852.0,17.0,106767.0,0.9973176121711732,Sakshi,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MX6y5ikXOwg,2023-04-06,120.0,11.0,7815.0,0.992923617362976,TV5,gorantla ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aVxviY7Sj5U,2022-09-04,168.0,3.0,2438.0,0.992869198322296,TV5,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GvNNZN23LYo,2023-03-28,245.0,46.0,40836.0,-0.9989991784095764,TV5,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V8kTqqwc_og,2022-11-05,237.0,0.0,1419.0,-0.9940820336341858,ABN,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TLX0-q9mKcQ,2022-12-01,231.0,2.0,22348.0,-0.9966452717781068,TV9,gorantla ,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lVHzer2IaGM,2023-03-20,100.0,5.0,3308.0,-0.998001992702484,TV9,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DF0Cc-bkyv0,2023-02-12,316.0,34.0,48267.0,0.9969791173934937,TV5,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
je8wqaeRwyM,2022-09-21,215.0,86.0,12294.0,-0.988197386264801,TV5,gorantla ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vNIzsotqsjs,2022-08-04,202.0,0.0,174820.0,-0.9989205598831176,Sakshi,gorantla ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GvywGDhhYSU,2022-08-13,113.0,24.0,5199.0,0.998637855052948,Sakshi,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5BoQm9aTstc,2022-08-24,130.0,1.0,1921.0,-0.994331121444702,TV5,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KkV6-U0Y3XA,2022-09-15,42896.0,6.0,77377.0,0.9935275912284852,TV5,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E0HzgKdXbyI,2022-10-03,595.0,0.0,1039.0,0.998230278491974,TV5,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ghOshHMwBk,2023-03-27,205.0,4.0,928.0,-0.9963860511779784,ABN,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tgr5jxr6Syg,2022-08-18,554.0,629.0,171956.0,-0.9806475043296814,Sakshi,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74Ubi83mpfI,2022-12-30,204.0,1.0,708.0,-0.9991100430488586,TV9,gorantla ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UFIqhp1VATw,2023-03-27,105.0,12.0,8044.0,-0.9994300007820128,TV5,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mTq8PwE_LXw,2022-12-17,221.0,3.0,7325.0,-0.9988253712654114,Sakshi,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
QjpyxzjLe_s,2023-03-21,136.0,28.0,5852.0,0.9952978491783142,Sakshi,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2uB2HFzXzC8,2022-09-06,42895.0,1.0,50369.0,0.9935275912284852,TV5,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
upYnTcV4_WY,2022-08-19,205.0,17.0,8406.0,-0.9981362819671632,Sakshi,gorantla ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gOV2Lat0cwY,2023-01-27,192.0,6.0,25320.0,0.9957255125045776,TV9,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5wRLmxTlA0E,2023-03-23,283.0,1.0,10342.0,-0.9992501139640808,TV9,gorantla ,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
cbacQ77spio,2023-03-13,219.0,11.0,29839.0,-0.9994353652000428,ABN,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TDsMzGOO7QA,2022-12-20,204.0,18.0,21626.0,-0.993137001991272,TV9,gorantla ,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pi1MuIruvrI,2022-08-30,349.0,4.0,4111.0,-0.9975458979606628,TV5,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SQP8E2DUFU4,2022-08-10,170.0,107.0,88725.0,-0.9978588223457336,Sakshi,gorantla ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
eh3GHg3jick,2023-03-16,190.0,5.0,4808.0,-0.9993376135826112,TV5,gorantla ,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NSlogXb40Fc,2023-02-13,195.0,3.0,4742.0,0.9924591183662416,ABN,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CxDhlMd2G8M,2022-08-12,316.0,54.0,14506.0,-0.9942983984947203,Sakshi,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
wCwpGeSRuWg,2023-02-28,134.0,1.0,251.0,-0.99650239944458,ABN,gorantla ,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_d0FzkDUiSI,2022-09-21,115.0,18.0,6658.0,-0.977127492427826,TV5,gorantla ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
QQ2OzdHsGkE,2022-12-29,250.0,1.0,1519.0,-0.9979864358901978,ABN,gorantla ,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
IxKe9la-87U,2023-03-17,299.0,2.0,1223.0,0.998814582824707,Sakshi,gorantla ,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
bSzRFTWuys4,2023-03-13,292.0,1.0,1214.0,-0.9989880919456482,TV9,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
g4mbmywWF4Y,2023-03-22,252.0,4.0,3192.0,0.9973052740097046,TV9,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8EUN9S-p7s0,2023-03-16,155.0,4.0,779.0,-0.9989200830459596,ABN,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A5CxxKOU16E,2023-01-31,202.0,0.0,2636.0,-0.9987473487854004,ABN,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6oOQr3wYB_Y,2023-02-03,375.0,13.0,18807.0,-0.9928009510040284,TV5,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
KydWNSlIGNA,2023-03-21,218.0,9.0,37966.0,-0.9980192184448242,TV9,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R5MkYiSDArs,2022-08-22,268.0,2.0,1490.0,-0.9905897378921508,TV5,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ugs76ijXREU,2023-03-23,178.0,48.0,141873.0,0.9841030836105348,TV5,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S9npJYigyW0,2022-11-27,68.0,0.0,1156.0,-0.9908213019371032,TV9,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POOmgzA8pa0,2022-08-23,96.0,8.0,5288.0,0.8472433686256409,TV5,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
kC_v-fIqJLE,2022-11-21,188.0,2.0,12016.0,0.994716227054596,TV9,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PirGxX1DZ9Q,2022-08-19,373.0,40.0,19751.0,0.9848747849464417,Sakshi,gorantla ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mseyirYWv08,2022-11-01,107.0,3.0,667.0,-0.9985163807868958,ABN,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HcIzcyvmePs,2022-12-16,171.0,1.0,2581.0,-0.9964755177497864,TV9,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wo43EsB1hhY,2023-03-25,219.0,10.0,154499.0,0.992953598499298,TV9,gorantla ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
