ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,kakinada.png,pulivendula.png,kalayan_durg.png,sattenapalli.png,tekkali.png
RNsKH1BFih0,2022-03-16,73.0,2.0,3653.0,-0.995739221572876,Sakshi,vidya deevena ,0,0,0,0,0
lM3nUJlfO84,2023-03-19,151.0,59.0,21669.0,-0.9955925345420836,Sakshi,vidya deevena ,0,1,0,0,0
uk4F2GUtz_E,2022-12-04,90.0,0.0,562.0,0.997399926185608,TV9,vidya deevena ,0,0,0,0,0
qO6WJeGwjqM,2023-04-15,313.0,8.0,878.0,0.9943935871124268,TV9,vidya deevena ,0,0,0,0,0
EaupHj74p50,2023-01-22,416.0,8.0,5825.0,0.9980358481407166,TV9,vidya deevena ,0,0,0,0,0
0tRVJsIfpXw,2023-01-16,190.0,2.0,68914.0,0.9967324733734132,TV9,vidya deevena ,0,0,0,0,0
MC6Cn6ulrPM,2022-11-10,413.0,3.0,5353.0,0.9984056353569032,TV5,vidya deevena ,0,0,0,0,0
rIMr9hxtIY8,2023-01-21,154.0,0.0,893.0,-0.9982473850250244,ABN,vidya deevena ,0,0,0,1,0
oNOc7m5gvsQ,2022-03-10,470.0,7.0,3733.0,0.9885546565055848,Sakshi,vidya deevena ,0,0,0,0,0
ihnFpKuNNcs,2022-03-16,2812.0,1.0,1243.0,0.9938420057296752,Sakshi,vidya deevena ,0,0,0,0,0
DlXkNKYqdEg,2023-03-20,42895.0,27.0,85519.0,0.9987323880195618,Sakshi,vidya deevena ,0,0,0,0,0
I5__sFcrmLU,2023-03-28,199.0,0.0,314.0,-0.9957857728004456,ABN,vidya deevena ,0,0,0,0,0
yz09yGZWA9c,2023-03-19,154.0,10.0,3347.0,-0.995610773563385,TV9,vidya deevena ,0,0,0,0,0
ImPpFyC3Urk,2023-04-06,159.0,50.0,87267.0,-0.991300642490387,Sakshi,vidya deevena ,0,0,0,0,0
6OLOGgfuTgM,2022-10-04,45.0,0.0,468.0,0.9976732134819032,TV5,vidya deevena ,0,0,0,0,0
m8gbfVwf_xI,2022-03-15,259.0,4.0,982.0,-0.9838993549346924,Sakshi,vidya deevena ,0,0,0,0,0
ltbqjU7eVms,2022-08-26,54.0,12.0,10335.0,-0.9982933402061462,TV5,vidya deevena ,0,0,0,0,0
y7QTOZ35MqU,2021-08-17,196.0,6.0,2007.0,0.9977859258651732,Sakshi,vidya deevena ,0,1,0,0,0
BKxM8wEaSM0,2022-12-11,403.0,3.0,3808.0,0.9848981499671936,TV5,vidya deevena ,0,0,0,0,0
I9bm1YeXzi8,2023-01-26,2341.0,2.0,963.0,0.9960057139396667,Sakshi,vidya deevena ,0,0,0,0,0
5RAU4YcX8fM,2023-01-26,238.0,16.0,12726.0,0.9848341941833496,TV5,vidya deevena ,0,0,1,0,0
gjXWRuNtNTM,2021-07-30,294.0,12.0,1906.0,0.997617781162262,Sakshi,vidya deevena ,1,1,0,0,0
ly-CnDcNqj8,2023-01-11,232.0,1.0,1737.0,-0.9896592497825624,TV9,vidya deevena ,0,0,0,0,0
NovykmfoZ-4,2021-02-21,140.0,0.0,972.0,0.9960917830467224,Sakshi,vidya deevena ,0,0,0,0,0
OhwVV-o1a94,2022-09-26,115.0,15.0,4852.0,0.9930568933486938,TV5,vidya deevena ,0,0,0,0,0
kTy96LQBUrM,2022-11-26,95.0,0.0,1894.0,-0.9866856336593628,TV5,vidya deevena ,0,0,0,0,0
rhS81xN5aBU,2023-02-10,32.0,1.0,6448.0,0.9960837364196776,TV9,vidya deevena ,0,0,0,0,0
c2DUkt44zes,2023-01-26,251.0,18.0,13834.0,-0.9984385371208192,TV5,vidya deevena ,0,0,1,1,0
vSxXS6837WM,2023-02-28,51.0,0.0,649.0,-0.9959850311279296,TV9,vidya deevena ,0,0,0,0,0
3E5p-sJnwXo,2021-11-30,215.0,27.0,7196.0,0.992420494556427,Sakshi,vidya deevena ,0,1,0,0,0
jtx6w482IpY,2022-12-20,204.0,0.0,2364.0,0.982479691505432,TV5,vidya deevena ,0,0,0,0,0
AQ7R-WMU5Qc,2023-02-06,447.0,16.0,26666.0,-0.9978943467140198,TV5,vidya deevena ,0,0,0,0,0
_PVqXgf_vsc,2023-04-08,175.0,0.0,486.0,0.9987673759460448,TV5,vidya deevena ,0,0,0,0,0
Hjv_deoWzWo,2023-01-18,327.0,12.0,5819.0,0.9977787137031556,TV9,vidya deevena ,0,0,0,0,0
DNsXirm9bvI,2023-03-20,343.0,3.0,8862.0,-0.9811490774154664,TV9,vidya deevena ,0,0,0,0,0
ndGqG4reF8Y,2022-10-06,78.0,27.0,6241.0,-0.9980383515357972,TV5,vidya deevena ,0,0,0,0,0
Hy6K2G68mZw,2023-02-05,63.0,2.0,756.0,-0.9972195625305176,TV9,vidya deevena ,0,0,0,0,0
HFQXMIw0hZk,2023-02-07,137.0,1.0,606.0,0.9982081651687622,TV5,vidya deevena ,0,0,0,0,0
wTHcNlcJWms,2023-03-02,123.0,39.0,125305.0,0.9983142614364624,TV9,vidya deevena ,0,0,0,0,0
7-fhZ_MVfEE,2023-03-19,2581.0,146.0,20492.0,0.9983713030815125,Sakshi,vidya deevena ,0,0,0,0,0
QPLuQuf955U,2021-09-22,257.0,3.0,1295.0,0.9987632036209106,Sakshi,vidya deevena ,1,0,0,0,0
aMbIuuOlxEg,2021-12-18,217.0,37.0,4267.0,0.9920320510864258,Sakshi,vidya deevena ,0,1,0,0,0
7Sobb-e3sk4,2022-11-26,48.0,149.0,43564.0,0.99710875749588,TV9,vidya deevena ,0,0,0,0,0
rKYZNejpK34,2023-04-07,63.0,4.0,1261.0,-0.995564103126526,TV5,vidya deevena ,0,0,0,0,0
2bqcovYqZYY,2023-04-13,274.0,19.0,11452.0,-0.9744516611099244,ABN,vidya deevena ,0,0,0,0,0
UTKt3o5nXCY,2022-08-11,129.0,31.0,73074.0,0.9914774298667908,Sakshi,vidya deevena ,0,0,0,0,0
vQGiv-fvjSQ,2023-04-21,158.0,0.0,1106.0,0.9980049729347228,ABN,vidya deevena ,0,0,0,0,0
RIqavDMhscg,2023-03-04,144.0,38.0,49153.0,-0.9679073095321656,ABN,vidya deevena ,0,0,0,0,0
26LwRPinro8,2022-12-21,78.0,1.0,1625.0,0.9987229704856871,ABN,vidya deevena ,0,0,0,0,0
EDaQT1Hvc78,2022-08-11,325.0,19.0,10336.0,0.998305320739746,Sakshi,vidya deevena ,0,1,0,0,0
Rj6_78gIRsY,2022-10-07,329.0,8.0,3053.0,-0.9979896545410156,TV5,vidya deevena ,0,0,0,0,0
Dc9vJTsh2kU,2022-07-21,182.0,7.0,2398.0,0.9696957468986512,Sakshi,vidya deevena ,0,1,0,0,0
1z5z6sDFfVU,2023-02-22,27.0,0.0,813.0,0.998781144618988,TV9,vidya deevena ,0,0,0,0,0
w3JiAZgqKU4,2023-03-13,131.0,0.0,3115.0,0.9983201622962952,TV5,vidya deevena ,0,0,0,0,0
E7TLWfrJGSI,2022-12-26,39.0,0.0,1126.0,-0.9976062774658204,TV9,vidya deevena ,0,0,0,0,0
xbACCC8YT0Y,2022-09-11,100.0,0.0,1469.0,0.9958680868148804,TV5,vidya deevena ,0,0,0,0,0
QByDymTeAUc,2023-03-23,310.0,73.0,56898.0,0.987217366695404,TV5,vidya deevena ,0,0,0,0,0
vAYBTB5NBb0,2023-01-26,169.0,0.0,1396.0,0.9969807267189026,TV9,vidya deevena ,0,0,0,0,0
gaGtzE34u24,2023-03-18,269.0,4.0,3412.0,0.9984285235404968,TV9,vidya deevena ,0,0,0,0,0
BRgF89ZNgo8,2022-12-03,40.0,1.0,2640.0,0.9941216111183168,TV5,vidya deevena ,0,0,0,0,0
p8vihxtSDZo,2022-05-05,457.0,397.0,358079.0,0.9984872341156006,Sakshi,vidya deevena ,0,0,1,0,0
XPoJJy6Jolg,2022-09-15,300.0,18.0,5960.0,0.9946139454841614,TV5,vidya deevena ,0,0,0,0,0
zKjjCMLCPFU,2022-10-15,243.0,35.0,22322.0,-0.9979416728019714,TV5,vidya deevena ,0,0,0,0,0
HmaoQYzes9U,2022-08-11,227.0,8.0,13162.0,0.9986203908920288,Sakshi,vidya deevena ,0,0,0,0,0
6BiGjFNwZeI,2023-01-29,125.0,13.0,10656.0,0.9938071370124816,TV9,vidya deevena ,0,0,0,0,0
q7rKr67jRxw,2023-02-03,150.0,5.0,1867.0,0.9974240064620972,TV9,vidya deevena ,0,1,0,0,0
MZQC1t2PXks,2023-01-06,51.0,0.0,389.0,-0.9969636797904968,ABN,vidya deevena ,0,0,0,0,0
tOcT_fE_cbA,2022-07-09,230.0,20.0,14346.0,0.9986799359321594,Sakshi,vidya deevena ,0,0,0,0,0
QEkGRV_EScE,2022-11-21,254.0,0.0,2432.0,0.9861149787902832,TV5,vidya deevena ,0,0,0,0,0
a5KKerGd9cc,2022-11-26,228.0,63.0,15875.0,-0.9979959726333618,ABN,vidya deevena ,0,0,0,0,0
CJ77aU3a-Qw,2023-01-01,234.0,0.0,778.0,0.9980886578559875,TV5,vidya deevena ,0,0,0,0,0
KEQbw71kcuk,2023-02-03,79.0,7.0,9829.0,0.9919262528419496,TV5,vidya deevena ,0,0,0,0,0
ubKN44nzRro,2022-09-27,89.0,4.0,3167.0,-0.9958125948905944,TV5,vidya deevena ,0,0,0,0,0
-vLoZUPRbw8,2022-12-01,90.0,0.0,2396.0,0.9945642948150636,TV5,vidya deevena ,0,0,0,0,0
zF0O_rFuJJM,2023-04-20,73.0,151.0,85371.0,0.9949241876602172,Sakshi,vidya deevena ,0,0,0,0,0
1dUifHvZWho,2023-03-02,60.0,39.0,56657.0,0.9961940050125122,Sakshi,vidya deevena ,0,0,0,0,0
Uy3SrzaX1yI,2021-08-17,42.0,6.0,2929.0,0.9872559309005736,Sakshi,vidya deevena ,0,0,0,0,0
yTSqE5o7Jsw,2022-05-05,211.0,85.0,147579.0,0.997533679008484,Sakshi,vidya deevena ,0,0,0,0,0
1uMiRxCAMWo,2023-01-18,209.0,4.0,1312.0,-0.9973944425582886,TV9,vidya deevena ,0,0,0,0,0
KVbPAFSQmV4,2022-12-16,37.0,0.0,13240.0,0.9948668479919434,TV9,vidya deevena ,0,0,0,0,0
PT69EPULNxE,2023-02-15,279.0,2.0,185.0,0.9975666999816896,TV9,vidya deevena ,0,0,0,0,0
khwlSCg_jQQ,2022-12-13,157.0,4.0,790.0,0.9935125708580016,TV5,vidya deevena ,0,0,0,0,0
eWoUl7SfoAw,2023-03-08,47.0,0.0,2199.0,0.9788073301315308,TV9,vidya deevena ,0,0,0,0,0
Fgm_R2UjeS0,2023-02-05,148.0,0.0,467.0,0.997270166873932,TV5,vidya deevena ,0,0,1,0,0
aIvQuIeinBc,2022-11-10,239.0,2.0,3466.0,-0.9967691898345948,ABN,vidya deevena ,0,0,0,0,0
pvOkxAORTIM,2023-04-07,83.0,27.0,13548.0,-0.9888405203819276,TV9,vidya deevena ,0,0,0,0,0
NKMGsZp4xBQ,2021-08-17,1491.0,4.0,1504.0,0.9975928664207458,Sakshi,vidya deevena ,0,0,0,0,0
vuuhTw-T4CU,2023-04-12,100.0,0.0,1269.0,-0.9989226460456848,TV5,vidya deevena ,0,0,0,0,0
qqw-FIlx-nA,2021-12-31,1165.0,13.0,1943.0,0.9976917505264282,Sakshi,vidya deevena ,0,0,0,0,0
y8CPmZj4u4c,2023-02-04,453.0,15.0,6586.0,-0.998298704624176,TV5,vidya deevena ,0,1,1,0,0
yGwpkv2N8YY,2023-03-13,301.0,17.0,8293.0,-0.9978806972503662,TV5,vidya deevena ,0,0,0,0,0
BrSTETWHjt4,2023-02-26,141.0,2.0,2568.0,-0.9947288632392884,TV9,vidya deevena ,0,0,0,0,0
IYKywQ08FbU,2022-11-09,137.0,1.0,4087.0,-0.9985805749893188,TV5,vidya deevena ,0,0,0,0,0
Pif05VoZvA0,2023-01-25,128.0,3.0,1558.0,-0.9982348680496216,TV9,vidya deevena ,1,0,0,0,0
qWcy9kGz0g8,2023-02-17,125.0,78.0,27896.0,0.9929137229919434,TV5,vidya deevena ,0,0,0,0,0
OA4232GYGnc,2022-12-14,415.0,3.0,1803.0,-0.9551138281822203,ABN,vidya deevena ,0,0,0,1,1
gb255DCft0s,2023-04-21,99.0,11.0,5871.0,-0.997729480266571,TV5,vidya deevena ,0,0,0,0,0
wbGCw5WvGKg,2023-04-04,223.0,2.0,1202.0,-0.9976231455802916,ABN,vidya deevena ,0,0,0,0,0
F-5jZ87MBJQ,2023-02-04,30.0,1.0,18057.0,-0.9976364374160768,TV9,vidya deevena ,0,0,0,0,0
KoHb-Uq7s3g,2022-11-07,88.0,1.0,823.0,0.9977206587791444,ABN,vidya deevena ,0,0,0,0,0
7ydxpdGIpNk,2022-10-12,220.0,4.0,2545.0,-0.9990980625152588,TV5,vidya deevena ,0,0,0,0,0
dDCMqNMZ_xg,2023-04-05,174.0,8.0,3771.0,0.9976874589920044,TV5,vidya deevena ,0,0,0,0,0
P9MxR68HXD8,2022-12-08,212.0,5.0,623.0,0.9965577721595764,TV5,vidya deevena ,0,0,1,0,0
lImBZMSQ74Q,2022-09-22,70.0,204.0,71077.0,-0.9981266856193542,TV5,vidya deevena ,0,0,0,0,0
4LtmTrR45k0,2023-01-15,210.0,3.0,53840.0,0.9953296184539796,TV9,vidya deevena ,0,0,0,0,0
e36e7igrSDE,2022-11-01,188.0,0.0,2227.0,-0.9867141842842102,ABN,vidya deevena ,0,0,0,0,0
bBAe0f_Bz2g,2022-12-19,127.0,1.0,1673.0,0.9929469227790833,ABN,vidya deevena ,0,0,0,0,0
xO4C1itKGUE,2022-09-28,82.0,0.0,1935.0,-0.997642457485199,TV5,vidya deevena ,0,0,0,0,0
a66JTpGkxYU,2023-03-19,413.0,100.0,50343.0,0.9985336065292358,Sakshi,vidya deevena ,0,0,0,0,0
nAEhBltWYa8,2023-03-21,301.0,2.0,1170.0,0.9861456155776978,ABN,vidya deevena ,0,0,0,0,0
uUwLlqyOpY8,2021-08-04,1273.0,13.0,2520.0,0.9968184232711792,Sakshi,vidya deevena ,0,0,0,0,0
OoJFeSzPj20,2023-01-07,126.0,5.0,953.0,-0.9979653358459472,Sakshi,vidya deevena ,0,0,0,1,0
CmPxVD6dyTY,2023-01-23,449.0,9.0,7594.0,0.9984554052352904,TV5,vidya deevena ,0,0,0,0,0
4xFhnFkwc24,2021-12-30,222.0,20.0,1734.0,0.9985913634300232,Sakshi,vidya deevena ,0,0,0,0,0
NtVFm-OB15I,2022-08-11,220.0,14.0,9231.0,-0.9856906533241272,Sakshi,vidya deevena ,0,0,0,0,0
nlbGa7ELvXg,2022-05-05,5593.0,86.0,208972.0,0.9960716962814332,Sakshi,vidya deevena ,0,0,0,0,0
cyt4U3NEi50,2023-02-06,169.0,24.0,25140.0,-0.9980849027633668,TV5,vidya deevena ,0,0,0,0,0
WGJR6kqs6R0,2023-03-09,297.0,7.0,1749.0,-0.9984232187271118,TV9,vidya deevena ,0,0,0,0,0
qrIa9vnCJmI,2023-03-31,45.0,1.0,1261.0,-0.9983701109886168,TV9,vidya deevena ,0,0,0,0,0
GDADEju6UFs,2022-11-07,55.0,0.0,332.0,-0.9924916625022888,ABN,vidya deevena ,0,0,0,0,0
9u5IFqSshPE,2022-12-12,174.0,4.0,8153.0,0.9967271089553832,TV5,vidya deevena ,0,0,0,0,0
FE_yVcla2sw,2023-03-06,42.0,3.0,2430.0,-0.9853460788726808,TV9,vidya deevena ,0,0,0,0,0
USMF4vtUg2g,2023-03-28,153.0,1.0,825.0,-0.9920302629470824,TV5,vidya deevena ,0,0,0,0,0
kzeNwFn_zfI,2023-03-27,90.0,1.0,765.0,-0.990546703338623,TV5,vidya deevena ,0,0,0,0,0
8aPdeIQKppc,2023-03-31,277.0,0.0,677.0,-0.8419522047042847,TV9,vidya deevena ,0,0,0,0,0
gZh5GoJGlgY,2023-02-20,65.0,0.0,4873.0,-0.9946836829185486,TV5,vidya deevena ,0,0,0,0,0
U8ldfBc8jDM,2022-11-27,261.0,1.0,1735.0,-0.9992228746414183,ABN,vidya deevena ,0,0,0,0,0
jHXCFxGNo2s,2023-03-27,221.0,3.0,3822.0,0.9495095014572144,TV9,vidya deevena ,0,0,0,0,0
AJTko3r05Tc,2023-03-08,53.0,2.0,2632.0,-0.9824478030204772,TV9,vidya deevena ,0,0,0,0,0
OWNLKIBtnec,2022-12-19,158.0,2.0,2458.0,-0.9668669104576112,TV5,vidya deevena ,0,0,0,0,0
-cyrYgIW12Y,2022-03-15,326.0,0.0,702.0,0.9970563650131226,Sakshi,vidya deevena ,0,0,0,0,0
kORjhMkvD2U,2023-01-01,253.0,1.0,517.0,-0.7133209109306335,TV9,vidya deevena ,0,0,0,0,0
v6-gNIqXHP4,2020-03-12,87.0,4.0,860.0,0.9878536462783812,Sakshi,vidya deevena ,0,0,0,0,0
vOuiRlNn-Hk,2023-03-09,140.0,2.0,794.0,0.9869315028190612,ABN,vidya deevena ,0,0,0,0,0
CysU7tUBguE,2023-02-11,254.0,1.0,2199.0,-0.9983657002449036,TV9,vidya deevena ,0,0,0,0,0
WXSCz4nfYUk,2023-02-10,44.0,4.0,713.0,-0.9977850914001464,TV9,vidya deevena ,0,0,0,0,0
FG0hspWQTjA,2023-01-07,135.0,20.0,19268.0,-0.997383177280426,ABN,vidya deevena ,0,0,0,0,0
cmNfsQ-dOfo,2023-01-21,195.0,3.0,1000.0,-0.9972648620605468,TV5,vidya deevena ,0,0,1,0,0
0ov2i80V1Tw,2023-03-07,57.0,0.0,672.0,0.9982977509498596,TV9,vidya deevena ,0,0,0,0,0
uPSZMAIgYzw,2022-12-28,250.0,0.0,1538.0,0.9935330152511596,Sakshi,vidya deevena ,0,0,0,1,0
bQ6RFBPh4zc,2023-02-06,254.0,8.0,5705.0,-0.997901439666748,TV5,vidya deevena ,0,0,0,0,0
9s9bOfl6Bno,2023-02-09,173.0,2.0,2851.0,-0.998469889163971,ABN,vidya deevena ,0,0,0,0,0
V0r7DDsBHmM,2023-02-25,202.0,0.0,1842.0,0.9962230920791626,ABN,vidya deevena ,0,0,0,0,0
aDWK0IyjgEE,2023-02-12,69.0,2.0,504.0,-0.9994924068450928,TV9,vidya deevena ,0,0,0,0,0
ykqFExwpOzs,2023-01-24,210.0,151.0,132864.0,-0.9940640330314636,TV5,vidya deevena ,0,0,0,0,0
tOVU4oPcL3M,2022-11-30,2164.0,41.0,15931.0,0.9959050416946412,Sakshi,vidya deevena ,0,0,0,0,0
_5h7Fv6ensk,2023-01-31,41.0,2.0,1451.0,0.9929800629615784,ABN,vidya deevena ,0,0,0,0,0
Ml6N3EdQeQE,2022-03-08,209.0,5.0,2907.0,-0.984889566898346,Sakshi,vidya deevena ,0,1,0,0,0
FsEpTh17ewo,2023-01-17,151.0,6.0,20632.0,-0.9982178807258606,TV9,vidya deevena ,0,0,0,0,0
Ib2bzOIerJ8,2023-01-27,422.0,39.0,147446.0,0.996070146560669,TV9,vidya deevena ,0,0,0,0,0
_hVC-PoEbFM,2023-02-03,306.0,2.0,2219.0,0.995941698551178,TV9,vidya deevena ,0,1,0,0,0
CixTgR51GAc,2022-08-12,174.0,3.0,10855.0,0.9983770847320556,Sakshi,vidya deevena ,0,1,0,0,0
ToikmYy9_-A,2023-04-01,92.0,22.0,57086.0,0.9828709363937378,TV5,vidya deevena ,0,0,0,0,0
rRkTtNU3b9Q,2022-10-19,61.0,1.0,2267.0,0.998365581035614,ABN,vidya deevena ,0,0,0,0,0
OTrMWkdTLJ8,2023-03-27,271.0,476.0,163841.0,0.9953540563583374,Sakshi,vidya deevena ,1,0,0,0,0
QE4xJoGlD4U,2023-02-18,62.0,2.0,890.0,-0.990415096282959,TV9,vidya deevena ,0,0,0,0,0
cyv5d4bVKXw,2022-11-29,296.0,1.0,468.0,0.9936326146125792,Sakshi,vidya deevena ,0,0,0,0,0
9E7JpMLdWtk,2022-12-01,41.0,1.0,850.0,0.9973995685577391,TV9,vidya deevena ,0,0,0,0,0
ULmyXVgRHf4,2022-12-19,220.0,17.0,14981.0,0.997160792350769,TV5,vidya deevena ,0,0,0,0,0
5gDsnI3UTiI,2022-03-16,3016.0,61.0,119344.0,0.9960939288139344,Sakshi,vidya deevena ,0,0,0,0,0
iSUNkyAemVI,2023-01-12,91.0,0.0,2484.0,-0.992363214492798,TV9,vidya deevena ,0,0,0,0,0
L971Gb0svvY,2022-12-27,82.0,0.0,1082.0,-0.9961256384849548,TV9,vidya deevena ,0,0,0,0,0
b0OioOd1TyU,2023-02-10,344.0,9.0,3882.0,-0.9965596795082092,TV9,vidya deevena ,0,0,0,0,0
WdG8EJPkTzc,2023-04-14,72.0,4.0,973.0,-0.9991154074668884,TV9,vidya deevena ,0,0,0,0,0
6Hk-g9Bzi0E,2023-04-19,70.0,0.0,1887.0,-0.9910596013069152,ABN,vidya deevena ,0,0,0,0,0
8sRs0bHnaEA,2022-10-18,291.0,4.0,4685.0,0.9983772039413452,TV5,vidya deevena ,0,0,0,0,0
lFCOJuYqoY0,2023-03-19,285.0,9.0,2008.0,-0.9914348721504213,TV9,vidya deevena ,0,1,0,0,0
X5_3z_DBQp8,2023-01-14,191.0,5.0,55085.0,-0.9915801882743835,TV9,vidya deevena ,0,0,0,0,0
_E1WEDDdxiE,2023-01-30,142.0,149.0,180197.0,0.9986989498138428,TV5,vidya deevena ,0,0,0,0,0
EaFL1jTEv0U,2022-12-31,239.0,2.0,36144.0,-0.9927859902381896,TV9,vidya deevena ,0,0,0,0,0
olBMJCSvDOE,2021-02-15,58.0,1.0,1492.0,0.9961156845092772,Sakshi,vidya deevena ,0,0,0,0,0
Tczbf4NwKPo,2023-04-19,151.0,43.0,15585.0,0.9856597185134888,Sakshi,vidya deevena ,0,0,0,0,0
rC-9d86lZgc,2023-04-21,307.0,4.0,6736.0,0.992490828037262,TV9,vidya deevena ,0,0,0,0,0
lm1AIVo8fPk,2023-02-11,140.0,8.0,5320.0,-0.98467618227005,TV5,vidya deevena ,0,0,0,0,0
LqMWRNmhT58,2021-12-15,889.0,15.0,2587.0,0.9976297616958618,Sakshi,vidya deevena ,0,0,0,0,0
V9dmoVop3Uk,2022-02-17,299.0,28.0,11110.0,-0.9845387935638428,Sakshi,vidya deevena ,0,0,0,0,0
Lt7PUzOSZzw,2022-11-30,134.0,2.0,879.0,0.994592010974884,TV9,vidya deevena ,0,0,0,0,0
R97JvEIc1UM,2023-02-07,150.0,161.0,20097.0,-0.9958817958831788,TV5,vidya deevena ,0,0,0,0,0
oGH2yO4Q-Zg,2023-03-19,69.0,32.0,13993.0,0.9981333613395692,Sakshi,vidya deevena ,0,0,0,0,0
hNSPh80YMms,2023-01-13,98.0,6.0,4560.0,-0.9992645382881165,TV5,vidya deevena ,0,0,0,0,0
QCOLx6RusQE,2022-08-11,326.0,128.0,77569.0,0.9985824823379515,Sakshi,vidya deevena ,0,0,0,0,0
O1WbqZ2TnnI,2023-01-25,54.0,12.0,13140.0,0.9972259402275084,TV9,vidya deevena ,0,0,0,0,0
UlWbZs0i638,2023-02-16,215.0,3.0,3348.0,-0.9918261766433716,TV9,vidya deevena ,0,0,0,0,0
cL83zegXpXc,2022-12-12,32.0,5.0,18160.0,0.9981691837310792,TV5,vidya deevena ,0,0,0,0,0
2So7uIpec8Q,2022-11-07,71.0,1.0,3553.0,-0.9878271222114564,ABN,vidya deevena ,0,0,0,0,0
mEp6ZVbN3WI,2022-10-23,60.0,1.0,625.0,-0.9977856874465942,ABN,vidya deevena ,0,0,0,0,0
lXw8m-KQi3A,2021-12-15,1441.0,8.0,14515.0,0.9964996576309204,Sakshi,vidya deevena ,0,0,0,0,0
fqdIV6pJg2E,2023-03-18,231.0,43.0,20715.0,0.9962974190711976,Sakshi,vidya deevena ,0,0,0,0,0
YF01WPVucC4,2022-11-24,53.0,0.0,549.0,-0.9951724410057068,TV9,vidya deevena ,0,0,0,0,0
hv5l01-Cogg,2022-08-11,319.0,2.0,1960.0,0.9971799850463868,Sakshi,vidya deevena ,0,1,0,0,0
0NZ7cOk2O_E,2022-11-30,328.0,9.0,7155.0,0.995469570159912,Sakshi,vidya deevena ,0,1,0,0,0
QAlCpAlP8rM,2022-11-27,176.0,1.0,684.0,-0.9975969195365906,ABN,vidya deevena ,0,0,0,0,0
DXVfLGUxUP8,2022-11-08,125.0,11.0,2695.0,0.9980327486991882,ABN,vidya deevena ,0,0,0,0,0
Ierg_wH4yr4,2021-11-30,258.0,17.0,3776.0,0.99712735414505,Sakshi,vidya deevena ,1,1,0,1,0
c3ExSkCN9Z0,2022-12-27,190.0,9.0,1939.0,-0.9993963241577148,ABN,vidya deevena ,0,0,0,0,0
fDdQFuYIIls,2023-01-20,108.0,2.0,1307.0,-0.9764786958694458,ABN,vidya deevena ,0,0,0,0,0
jXlgHhviaf0,2023-02-08,134.0,1.0,2760.0,0.9973299503326416,TV9,vidya deevena ,0,0,0,0,0
wRaXyoTXtAE,2022-11-16,145.0,0.0,520.0,0.9870744943618774,ABN,vidya deevena ,0,0,1,0,0
D82PBAAt5rI,2023-03-19,11110.0,22.0,58851.0,0.9973554611206056,TV9,vidya deevena ,0,0,0,0,0
eQGse_CsRlw,2023-01-25,309.0,0.0,831.0,0.9970331192016602,TV5,vidya deevena ,0,0,1,0,0
h1D-s9Zreto,2022-12-07,184.0,11.0,3277.0,0.998729646205902,TV9,vidya deevena ,0,0,0,0,0
R5dg6fQOTTA,2022-12-19,312.0,3.0,1456.0,-0.9980154037475586,TV5,vidya deevena ,0,0,1,0,0
AUc1ZSkajDc,2023-02-07,63.0,0.0,1396.0,-0.9978901743888856,TV9,vidya deevena ,0,0,0,0,0
YpXsMYRBqi0,2022-11-18,228.0,3.0,33617.0,-0.9658622145652772,TV9,vidya deevena ,0,0,0,0,0
iM-FL6LXABw,2022-03-15,1460.0,17.0,6655.0,0.9960535764694214,Sakshi,vidya deevena ,0,0,0,0,0
nroWMzwVGjs,2023-03-19,107.0,54.0,40092.0,0.9976085424423218,Sakshi,vidya deevena ,0,0,0,0,0
THLhZayj6EU,2022-09-18,80.0,0.0,2401.0,0.9925946593284608,TV5,vidya deevena ,0,0,0,0,0
lAAEJieOMyk,2023-04-17,343.0,6.0,10791.0,-0.9980514049530028,ABN,vidya deevena ,0,0,0,0,0
VK6-ksSNfOE,2023-01-28,65.0,3.0,5243.0,0.9984459280967712,TV5,vidya deevena ,0,0,0,0,0
ElJHaTbndxA,2022-10-03,85.0,0.0,4042.0,0.998363196849823,TV5,vidya deevena ,0,0,0,0,0
lPKJ9vTGhdU,2022-11-20,85.0,1.0,1325.0,0.9943934679031372,TV5,vidya deevena ,0,0,0,0,0
iqzQINHr0yE,2023-04-01,53.0,0.0,342.0,0.9981170892715454,TV5,vidya deevena ,0,0,1,0,0
KfLxM_SbUBI,2022-09-08,94.0,10.0,13632.0,0.9936851859092712,Sakshi,vidya deevena ,0,0,0,0,0
GreVSWNyVUg,2022-03-15,1063.0,96.0,227221.0,0.9930746555328368,Sakshi,vidya deevena ,0,0,0,0,0
5Mn_vkO0ooo,2023-02-05,520.0,4.0,2934.0,-0.991951823234558,TV5,vidya deevena ,0,0,0,0,0
kW60ea1GePA,2023-01-05,316.0,19.0,4831.0,0.9801733493804932,ABN,vidya deevena ,0,0,0,0,0
3DNzgJvFPtg,2023-03-21,120.0,1.0,4849.0,-0.9988744854927064,TV5,vidya deevena ,0,0,0,0,0
0AcZ4Ra4oec,2023-03-05,241.0,7.0,16400.0,0.9965800642967224,TV5,vidya deevena ,0,0,0,0,1
by16zCejktk,2022-08-11,309.0,38.0,126861.0,0.9986276626586914,Sakshi,vidya deevena ,0,0,0,0,0
6Dk3y1q35wY,2022-09-14,70.0,3.0,3297.0,-0.9931600093841552,TV5,vidya deevena ,0,0,0,0,0
