ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,venkatagiri.png,kakinada.png,kalayan_durg.png,sambasivarao.png
XiJ7Gdcw0wI,2023-04-03,203.0,5.0,7882.0,0.9894312620162964,Sakshi,MLC Elections 2023,0,0,0,0
Lc8nal1iLd8,2023-03-22,202.0,4.0,42606.0,0.9499197006225586,TV9,MLC Elections 2023,0,0,0,0
oLSk81NRpCo,2023-03-13,436.0,16.0,23378.0,-0.9984681010246276,TV5,MLC Elections 2023,0,0,0,0
uzG5SZQqw0I,2023-03-13,331.0,6.0,2400.0,-0.9981867671012878,TV5,MLC Elections 2023,0,0,0,0
TpN4mRywC3w,2023-03-13,357.0,58.0,77468.0,-0.9969754219055176,TV5,MLC Elections 2023,0,0,0,0
9sAO3zefj-M,2023-02-20,200.0,4.0,153954.0,0.9902524948120116,TV9,MLC Elections 2023,0,0,0,0
hoy0obWn0zw,2023-03-07,334.0,0.0,2651.0,0.9969854950904846,ABN,MLC Elections 2023,0,0,0,0
mIP-qVv0TkY,2023-03-17,95.0,3.0,6836.0,-0.98966646194458,TV5,MLC Elections 2023,0,0,0,1
5PH_Cmp0UCk,2023-03-14,2630.0,34.0,23836.0,-0.9994712471961976,TV5,MLC Elections 2023,0,0,0,0
U7gmOpMf5Dk,2023-03-12,216.0,2.0,79188.0,-0.9978427886962892,TV9,MLC Elections 2023,0,0,0,0
3UUMg1T3uYo,2023-02-24,198.0,6.0,2934.0,-0.9993202686309814,TV5,MLC Elections 2023,0,0,0,0
2bm4hEYwkqo,2023-03-19,158.0,3.0,6106.0,-0.9986220598220824,TV5,MLC Elections 2023,0,0,0,0
T8QKYPLopBY,2023-03-24,321.0,1.0,2819.0,0.998407542705536,TV5,MLC Elections 2023,0,0,0,0
ORsTWQq0Afg,2023-03-13,175.0,2.0,10579.0,-0.9979985356330872,TV9,MLC Elections 2023,0,0,1,0
6pjb7U0SInI,2023-03-10,100.0,0.0,417.0,0.9906427264213562,TV5,MLC Elections 2023,0,0,0,0
-HnYWfJ42e4,2023-03-17,180.0,110.0,98122.0,0.9896904230117798,TV5,MLC Elections 2023,0,0,0,0
kqBBigBFWYI,2023-03-19,251.0,7.0,3992.0,0.9758042693138124,TV9,MLC Elections 2023,0,0,0,0
PBdyDl-azs0,2022-09-15,218.0,2.0,762.0,0.9949140548706056,TV5,MLC Elections 2023,0,0,0,0
Z5t4WcMAtPY,2023-03-14,302.0,60.0,13841.0,-0.9993740916252136,TV5,MLC Elections 2023,0,0,0,0
HtI05t_rEBI,2023-03-25,59.0,13.0,14310.0,-0.9984847903251648,ABN,MLC Elections 2023,0,0,0,0
N428W2aGw1g,2023-03-13,344.0,1.0,8802.0,-0.9974392652511596,TV5,MLC Elections 2023,0,0,0,0
0xusPXblHXo,2023-03-13,89.0,1.0,620.0,0.9733561277389526,TV5,MLC Elections 2023,0,0,0,0
0ta4pfR1dMg,2023-03-17,153.0,17.0,11060.0,-0.9970388412475586,TV5,MLC Elections 2023,0,0,0,0
SvUpORB8s04,2023-03-15,229.0,2.0,2526.0,0.9955992698669434,TV5,MLC Elections 2023,0,0,0,0
bx71oH6Gilc,2023-03-13,315.0,8.0,2535.0,-0.9968860745429992,TV5,MLC Elections 2023,0,0,0,1
xm5_thKVFt4,2023-03-17,226.0,151.0,210250.0,0.9980664849281312,ABN,MLC Elections 2023,0,0,0,0
L1sMfVBPxBk,2023-03-17,115.0,11.0,7513.0,-0.9986686706542968,TV5,MLC Elections 2023,0,0,0,0
eJLHW_T50B0,2023-03-24,276.0,176.0,81673.0,0.9937723278999328,Sakshi,MLC Elections 2023,0,1,0,0
E_yyJb1xnz4,2023-03-11,219.0,7.0,10781.0,0.9973318576812744,TV5,MLC Elections 2023,0,1,0,0
0Dr38tKBtrY,2023-03-14,145.0,2.0,1256.0,-0.999414324760437,TV5,MLC Elections 2023,0,0,0,0
yAIQ0CdO5sU,2023-03-22,239.0,19.0,117817.0,-0.9983256459236144,TV9,MLC Elections 2023,0,0,0,0
hJr8aJeROzA,2023-03-18,351.0,77.0,201260.0,-0.9978061318397522,TV5,MLC Elections 2023,0,0,0,0
R19UDQ1n9HA,2023-03-09,454.0,79.0,95759.0,-0.9970895648002625,ABN,MLC Elections 2023,0,0,0,0
eHa6rhJ-OKs,2023-02-28,210.0,11.0,196408.0,-0.9948148131370544,TV9,MLC Elections 2023,0,0,0,0
O-Wm-VTg05U,2023-03-17,215.0,135.0,266315.0,-0.9293466210365297,TV5,MLC Elections 2023,0,0,0,0
axfxOXneLYg,2023-03-25,132.0,35.0,47649.0,-0.9942460656166076,ABN,MLC Elections 2023,1,0,0,0
DNT_8Kba02I,2023-03-19,325.0,54.0,39944.0,-0.9915397763252258,TV5,MLC Elections 2023,0,0,0,0
DT6hma3UnpM,2023-03-19,275.0,7.0,14966.0,0.9963365793228148,TV5,MLC Elections 2023,0,0,0,0
xbyV4O0T6gY,2023-03-16,160.0,3.0,21319.0,-0.9966259002685548,TV9,MLC Elections 2023,0,0,0,0
9n0um5hkMAY,2023-03-22,169.0,37.0,10528.0,-0.9986680746078492,Sakshi,MLC Elections 2023,0,0,0,0
SpaRd8iPsG4,2023-03-19,530.0,24.0,22626.0,-0.9965083003044128,TV5,MLC Elections 2023,0,0,0,0
-FZroxFRHNg,2023-03-20,214.0,11.0,11597.0,-0.9851500391960144,TV5,MLC Elections 2023,0,0,0,0
IVnhVNz8VyE,2023-03-13,46.0,0.0,1194.0,-0.9981223940849304,TV5,MLC Elections 2023,0,0,0,0
kW60ea1GePA,2023-01-05,316.0,19.0,4831.0,0.9801733493804932,ABN,MLC Elections 2023,0,0,0,0
NzqxZSzlnjs,2023-03-17,213.0,21.0,111845.0,0.9955201148986816,TV9,MLC Elections 2023,0,0,0,0
KkcML1vqyaA,2023-04-01,229.0,1.0,52663.0,-0.9969171285629272,TV9,MLC Elections 2023,0,0,0,0
2jhToCrf728,2023-03-18,142.0,24.0,126221.0,-0.9965972304344176,TV9,MLC Elections 2023,0,0,0,0
3S0CStiNAwA,2023-03-13,207.0,1.0,1890.0,-0.999396562576294,TV5,MLC Elections 2023,0,0,0,0
9OdNTZCbf8M,2023-03-11,157.0,2.0,1361.0,0.9957306981086732,Sakshi,MLC Elections 2023,0,0,0,0
ApwKFvDQ4w4,2023-03-16,177.0,3.0,111553.0,-0.997632384300232,TV9,MLC Elections 2023,0,0,0,0
eRPcijnKojA,2023-03-24,181.0,8.0,3439.0,-0.9116970300674438,TV9,MLC Elections 2023,1,0,0,0
jrMlB7JVRyg,2023-03-24,160.0,0.0,4842.0,-0.9966854453086852,TV5,MLC Elections 2023,0,0,0,0
yq8bUUNEY4s,2023-03-17,150.0,5.0,3503.0,-0.9976715445518494,TV5,MLC Elections 2023,1,1,0,0
Bgn7laisl8c,2023-03-10,287.0,10.0,3248.0,0.9976186156272888,Sakshi,MLC Elections 2023,0,1,0,0
l46FsuhwJJ0,2023-03-17,42896.0,11.0,501953.0,0.9985260367393494,TV5,MLC Elections 2023,0,0,0,0
bQCrM69hjvM,2023-03-24,272.0,1.0,768.0,-0.987585186958313,TV5,MLC Elections 2023,0,0,0,0
nlhyKHHybeI,2023-03-16,289.0,14.0,16911.0,0.9962450861930848,TV9,MLC Elections 2023,0,0,0,0
2j1x-Cgwi5Y,2023-04-04,227.0,44.0,29546.0,0.9980432987213136,Sakshi,MLC Elections 2023,0,0,0,0
pgfvgMApyG4,2023-03-24,337.0,4.0,4041.0,0.9818674325942992,TV5,MLC Elections 2023,0,0,0,0
UyNoxLdX0Ws,2023-04-03,220.0,16.0,10431.0,-0.9987574815750122,TV5,MLC Elections 2023,0,0,0,0
vbhBi37F1K8,2022-12-05,208.0,8.0,9539.0,-0.9971676468849182,TV5,MLC Elections 2023,0,0,0,0
69n9vJGlby4,2022-10-21,87.0,7.0,2478.0,0.9973623156547546,ABN,MLC Elections 2023,0,0,0,0
r2NTA1shaFY,2023-03-17,213.0,9.0,9945.0,0.9961519837379456,TV5,MLC Elections 2023,0,0,0,0
QH7wybUIZXE,2023-04-01,134.0,1.0,3695.0,0.9765510559082032,TV9,MLC Elections 2023,0,0,0,0
K6I_ZXwHMpI,2023-03-23,84.0,19.0,21094.0,0.9977203011512756,Sakshi,MLC Elections 2023,0,0,0,0
O8y2ggzQzPI,2023-03-16,261.0,9.0,39929.0,0.998033344745636,TV9,MLC Elections 2023,0,0,0,0
Uy2Lhh4pBFE,2023-03-20,210.0,1.0,2910.0,-0.9976435303688048,TV5,MLC Elections 2023,0,0,0,0
eH7Ct_TGzNY,2023-03-18,155.0,23.0,59323.0,0.9976915121078492,ABN,MLC Elections 2023,0,0,0,0
JfejFKgt3ZE,2023-03-19,470.0,23.0,15739.0,-0.9977553486824036,TV5,MLC Elections 2023,0,0,0,0
jNfD4BG0pHw,2023-03-17,90.0,60.0,105018.0,0.9944414496421814,TV5,MLC Elections 2023,0,0,0,0
doE_5eqdo60,2023-03-17,207.0,8.0,87099.0,0.9888309836387634,TV9,MLC Elections 2023,0,0,0,0
Dh4DLjVgrvk,2022-11-05,303.0,0.0,1215.0,0.9975011944770812,TV5,MLC Elections 2023,0,0,0,0
SNeQ_m7pv80,2023-03-01,230.0,161.0,64216.0,-0.9982036352157592,ABN,MLC Elections 2023,0,0,0,0
bOjbRQB7HMs,2023-03-28,130.0,19.0,4534.0,-0.9812365770339966,Sakshi,MLC Elections 2023,0,0,1,0
m3gYZtA4-b8,2023-03-02,305.0,0.0,3227.0,-0.9961179494857788,TV5,MLC Elections 2023,0,0,0,0
ufjSutQOgg4,2023-03-19,21.0,0.0,779.0,0.998424768447876,TV9,MLC Elections 2023,0,0,0,0
9x9hdmyHAq0,2023-03-19,294.0,106.0,435606.0,-0.9914276599884032,TV9,MLC Elections 2023,0,0,0,0
8yZPjDi8WAo,2023-02-23,55.0,0.0,716.0,0.9861167073249816,TV5,MLC Elections 2023,0,0,0,0
Gpcs78Sdmi4,2023-02-23,171.0,8.0,131202.0,-0.9975557327270508,TV9,MLC Elections 2023,0,0,0,0
MThXMf0_744,2023-03-13,305.0,18.0,14056.0,-0.9991471767425536,TV5,MLC Elections 2023,0,0,0,0
qypBfKTF2rQ,2023-03-18,180.0,36.0,63934.0,0.997726023197174,TV5,MLC Elections 2023,0,0,0,0
LtY7fbFccOM,2023-03-16,227.0,12.0,153130.0,-0.9976804256439208,TV9,MLC Elections 2023,0,0,0,0
mSGb6AAu7Lc,2023-03-18,184.0,25.0,64259.0,-0.9993314743041992,TV5,MLC Elections 2023,0,0,0,0
mNgvztciYUc,2023-03-19,165.0,13.0,14672.0,0.9982861876487732,TV5,MLC Elections 2023,0,0,0,0
