ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,raptadu.png,penukonda.png,vizianagaram_.png,gannavaram_vamsi.png,Srungavarapukota.png,tenali.png,dharmavaram.png,kodur.png,srikakulam_.png,venkatagiri.png,urvakonda.png,alur.png,vishakapatnam_west.png,kakinada.png,narsapuram_l.png,tadikonda.png,eluru.png,venkat_krishna.png,palakollu.png,rajinikanth.png,narasaraopet.png,kondapi.png,gajapathinagram.png,penamaluru.png,myudukur.png,pulivendula.png,kanigiri.png,vinukonda.png,sarvepalli.png,kalayan_durg.png,madugula.png,unguturu.png,sattenapalli.png,Venkata_Mahesh.png,prathipadu.png,paturi_nagabhusnam.png,bhimavaram.png,rayachoti.png,nandikotkur.png,vizianagaram.png,tadepalligudem.png,tekkali.png,jammalamadugu.png,denduluru.png,pawan.png,Narasannapeta.png,tirupati_l2.png
1rlVcLyzFfY,2021-02-15,250.0,0.0,2149.0,0.9884479641914368,Sakshi,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moeYYRPj0DI,2022-01-08,149.0,6.0,3160.0,-0.9994599223136902,Sakshi,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
be_omFeCrfQ,2023-04-10,219.0,42.0,20891.0,0.9879006147384644,Sakshi,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wyvh-UzGF0U,2022-11-13,147.0,0.0,999.0,-0.9993834495544434,TV5,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iDEID60MfRs,2023-02-02,279.0,2.0,1055.0,-0.9929826259613036,TV9,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sFhQ35_sUtQ,2023-01-30,365.0,18.0,13612.0,-0.9979110360145568,ABN,Kethireddy Venkatarami Reddy,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
1ItGponJZks,2023-02-03,140.0,60.0,61522.0,0.9961223006248474,TV5,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1r92WdYU0i4,2023-02-14,142.0,0.0,1122.0,-0.936743974685669,TV9,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HkM8XsaVybQ,2023-02-15,220.0,2.0,422.0,-0.97913658618927,TV5,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMrvP7ILgis,2022-03-27,326.0,1.0,2973.0,0.9980177879333496,Sakshi,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-bj6GAIvnp4,2022-10-22,130.0,15.0,4897.0,-0.8912807703018188,TV5,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zNwcOkW9jpc,2022-10-01,49.0,0.0,574.0,-0.9974982142448424,TV5,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F85J8zIgU1U,2023-02-14,361.0,5.0,1025.0,-0.9976491332054138,TV5,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gKPPu0BBbjA,2022-12-16,288.0,0.0,2339.0,-0.9966675639152528,TV9,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
W6T3pE26aJM,2022-09-21,98.0,1.0,844.0,-0.9990473389625548,Sakshi,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
V_Wbl0_8dwE,2022-11-20,197.0,3.0,3828.0,0.9907037615776062,TV9,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PNTE42xQpvk,2022-03-10,177.0,4.0,5910.0,-0.988101363182068,Sakshi,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uQ4U306fLDQ,2022-11-21,141.0,1.0,980.0,-0.996269941329956,ABN,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pqje_5O_Iao,2022-11-14,74.0,0.0,576.0,0.9929712414741516,ABN,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lc-3fL9EMn4,2022-09-18,339.0,21.0,10340.0,0.9978232383728028,Sakshi,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GzxaLk9O0jI,2023-02-07,194.0,0.0,704.0,-0.9988526105880736,ABN,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ixe9_CwAyIY,2022-10-20,150.0,0.0,796.0,-0.9935652613639832,TV5,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O57CVNAiCqc,2022-12-20,63.0,0.0,763.0,-0.9993365406990052,ABN,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XYCp-Dikiok,2023-02-24,80.0,6.0,1442.0,-0.9979469180107116,Sakshi,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
3WtxNYMaXU0,2022-12-26,53.0,0.0,7312.0,-0.9918363690376282,TV9,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e-ld4PNcSl8,2022-08-21,95.0,1.0,3825.0,0.996557354927063,TV5,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ha1USBTlhUA,2021-09-13,521.0,6.0,5169.0,-0.9895756244659424,Sakshi,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yc5eXw87d6M,2023-01-29,149.0,0.0,444.0,-0.9781804084777832,ABN,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QWwMgxuFOB8,2023-01-18,118.0,2.0,816.0,0.9982985854148864,TV5,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l003-UZWq28,2022-11-22,370.0,4.0,3356.0,-0.96382337808609,ABN,Kethireddy Venkatarami Reddy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GTJLaxJP_Z8,2023-01-18,231.0,3.0,3777.0,0.9920638203620912,TV9,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q0vlH15gW_I,2021-11-08,187.0,11.0,4560.0,-0.9980810880661012,Sakshi,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0YepRmVIAJE,2022-12-27,363.0,0.0,695.0,0.9983686804771424,TV9,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OvFVm1DlmbY,2022-12-28,355.0,29.0,14350.0,0.9980514049530028,TV5,Kethireddy Venkatarami Reddy,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
LuI1X0jk798,2022-08-24,141.0,3.0,2255.0,-0.9931055903434752,TV5,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lF2P4Ll-6-c,2022-02-18,205.0,137.0,62774.0,-0.9988711476325988,Sakshi,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75WkhpcYMhk,2022-12-08,68.0,1.0,5082.0,0.9778388738632202,TV9,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pBJEwpxCnTw,2021-02-18,136.0,4.0,3365.0,0.9895617365837096,Sakshi,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DpXQ9B6rveI,2021-11-12,361.0,2.0,443.0,0.9942445158958436,Sakshi,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iCxA30PlK8k,2023-02-11,68.0,1.0,471.0,0.9933947920799256,TV9,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yMpXyCZvXE4,2022-10-30,538.0,15.0,15449.0,0.9987937211990356,TV5,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FXBkjxXIRDU,2022-09-22,177.0,4.0,1099.0,-0.998571515083313,TV5,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I0oUfCZkByg,2022-12-13,92.0,0.0,1631.0,0.9938980937004088,TV9,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WaOofG-fZxA,2022-12-21,456.0,0.0,3586.0,-0.999357521533966,ABN,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-prNMZ1WY0w,2022-10-26,149.0,0.0,789.0,-0.9865559339523317,ABN,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1qRJhJUM0I,2023-02-02,155.0,26.0,32862.0,-0.991126835346222,TV9,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
e3q7QL2MFGc,2023-01-08,337.0,1.0,3038.0,0.9982554316520692,TV9,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04y3WqKpJ18,2022-10-16,264.0,3.0,1270.0,0.9951032400131226,ABN,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HsvqWMuCfDc,2023-01-31,51.0,1.0,1165.0,-0.9971712231636048,ABN,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F2pdFEuHvCY,2022-12-15,22.0,1.0,16169.0,0.985723912715912,TV9,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
u89uMcQN4Ds,2022-09-06,195.0,0.0,544.0,-0.9975451827049256,TV5,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VFkdpA5WxAM,2023-01-16,400.0,85.0,47167.0,-0.9977498650550842,TV5,Kethireddy Venkatarami Reddy,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0
W4mET8eDT50,2022-12-07,253.0,4.0,1988.0,-0.997967541217804,TV9,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
cI95yHCBxm0,2023-03-20,329.0,526.0,232393.0,-0.9993071556091307,Sakshi,Kethireddy Venkatarami Reddy,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7KO2VuPU0BQ,2022-12-14,26.0,0.0,483.0,0.9979516863822936,ABN,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WE_du7MPYoM,2022-12-08,364.0,0.0,1832.0,0.9985752105712892,TV9,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mVHJxmSUNCA,2022-08-23,182.0,5.0,2983.0,0.9878801703453064,TV5,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
omX3-bcdcy8,2022-10-17,303.0,5.0,2409.0,-0.9992031455039978,ABN,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMS2cvpD2Es,2022-12-16,270.0,3.0,2410.0,0.9977911710739136,TV9,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XFE-N0qMh_U,2023-01-19,111.0,0.0,659.0,0.9960475564002992,TV9,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e4JebAbLYfI,2021-08-07,297.0,5.0,1793.0,0.9975021481513976,Sakshi,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2O4GitgeICA,2023-02-14,172.0,10.0,5163.0,-0.9555383324623108,TV9,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2V-FhfJ-C1E,2023-02-04,255.0,0.0,2226.0,-0.9976824522018432,ABN,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v25BL2DVh6U,2022-09-19,264.0,7.0,1015.0,-0.9906694889068604,TV5,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6Fe7OvN9faQ,2021-02-15,101.0,1.0,699.0,-0.9945722222328186,Sakshi,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mKgKuK2mXDc,2023-02-09,129.0,1.0,15766.0,0.9974931478500366,TV9,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6_rzBx0YTW8,2023-01-09,328.0,0.0,1108.0,0.993839681148529,TV5,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sk3hNr1Ui6k,2023-01-10,223.0,37.0,6990.0,0.9981462955474854,Sakshi,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
YUqzd1D3O88,2022-10-22,60.0,1.0,2831.0,-0.9923958778381348,TV5,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PaGEXJ1pZhY,2022-11-30,265.0,4.0,3053.0,0.9881377816200256,TV5,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
izgzYu5fnQU,2022-11-25,254.0,3.0,2138.0,-0.9935176372528076,TV5,Kethireddy Venkatarami Reddy,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
uFD8NSxcZ7A,2023-02-10,90.0,24.0,4532.0,0.9959554672241212,TV9,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5whH0Z-EYs,2023-02-07,475.0,0.0,783.0,0.997885286808014,TV5,Kethireddy Venkatarami Reddy,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1EfsIMdI32Q,2023-01-06,84.0,4.0,2988.0,-0.9938591122627258,TV9,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EpFpMvwu9uI,2022-08-26,95.0,11.0,6444.0,-0.9973709583282472,TV5,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TULet6-tLB4,2023-01-19,110.0,1.0,581.0,-0.9964315891265868,TV5,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qlIjos8nZ4g,2023-02-14,153.0,1.0,705.0,-0.9974042773246764,TV9,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yDVySFYjPfM,2022-11-18,51.0,8.0,2522.0,0.9919266700744628,TV9,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AFDbcct6FwE,2023-03-11,32.0,72.0,25515.0,0.988079845905304,Sakshi,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sPjYSxwIiX4,2023-02-04,117.0,3.0,3399.0,-0.9988634586334229,TV9,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EyMpRkm6JPc,2022-10-30,175.0,1.0,361.0,0.990899920463562,TV5,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CPq52jedlCU,2023-01-09,263.0,3.0,351.0,-0.9791324734687804,TV5,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Lsft5aVYA8,2023-02-04,508.0,1.0,1203.0,0.9987396597862244,TV5,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zMnz_jMtLeU,2018-09-03,191.0,0.0,11919.0,0.9964348077774048,Sakshi,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aM962i7umek,2022-06-26,331.0,57.0,19218.0,-0.998606264591217,Sakshi,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
SkNUAdQMV3Q,2022-12-21,121.0,2.0,592.0,-0.9980206489562988,TV9,Kethireddy Venkatarami Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
