ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,raptadu.png,gandhar_nellore.png,penukonda.png,vizianagaram_.png,machillipatnam.png,jaggayyapeta.png,Srungavarapukota.png,kodur.png,srikakulam_.png,venkatagiri.png,urvakonda.png,alur.png,vishakapatnam_west.png,chodavaram.png,kakinada.png,chintalapudi.png,eluru.png,palakollu.png,gudivada.png,ankapalle.png,cheepurupali.png,penamaluru.png,myudukur.png,Rajam.png,pulivendula.png,jaggampeta.png,kanigiri.png,vinukonda.png,sarvepalli.png,singanamala.png,kalayan_durg.png,pedana.png,kaikuluru.png,madugula.png,unguturu.png,nandyal.png,sattenapalli.png,Etcherla.png,Venkata_Mahesh.png,paturi_nagabhusnam.png,rayachoti.png,pamarru.png,nandyal_l.png,nandikotkur.png,vizianagaram.png,tadepalligudem.png,tekkali.png,kadiri.png,denduluru.png,pawan.png,tirupati_l2.png
m-lM0Jy-RaA,2023-01-04,35.0,17.0,14687.0,-0.998590052127838,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XQRR1Em87kw,2023-01-18,7170.0,1.0,4295.0,-0.9993137121200562,ABN,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fp4JgtgM5Z0,2022-10-04,224.0,0.0,458.0,0.9985053539276124,TV5,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR4wWNrWOsE,2021-02-15,303.0,13.0,24852.0,0.9982421398162842,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DVYHnTJRwTk,2022-06-07,265.0,260.0,125985.0,0.995080828666687,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YgsUjtw8w2k,2022-11-23,494.0,680.0,195805.0,0.9986760020256042,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cVAg9ATncNk,2022-04-17,368.0,145.0,38571.0,-0.993886649608612,Sakshi,Yellow Media,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
wg6dA1OJvYQ,2023-03-11,227.0,12.0,8267.0,0.9954105019569396,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
VNR7ap1M_1A,2022-05-29,312.0,367.0,178213.0,0.9935950636863708,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WC1wTcooqxo,2023-01-17,355.0,2.0,4816.0,-0.999414324760437,ABN,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IxWQmjyefvY,2023-01-24,260.0,0.0,1056.0,-0.9912130236625672,ABN,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8owuP_R3krI,2022-10-01,353.0,59.0,11945.0,-0.9953863024711608,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1DkAzFDEVlE,2023-04-22,816.0,18.0,2287.0,-0.9958797693252563,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qY82pxyDFSc,2022-11-18,239.0,8.0,6935.0,0.9976794123649596,TV5,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kGLtPCWfxLg,2023-02-27,68.0,3.0,4007.0,-0.9975905418395996,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dfdMoQpyj5Q,2023-01-14,492.0,8.0,39446.0,-0.9678807854652404,ABN,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_Ae5sZSWCCU,2022-11-13,960.0,20.0,7058.0,-0.9962185025215148,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WijQDrrgqwg,2022-01-18,98.0,23.0,10909.0,-0.990205466747284,Sakshi,Yellow Media,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1
hZ1X6gq8pyU,2023-01-18,465.0,2.0,674.0,-0.9992644190788268,ABN,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
m4CZChxgCqw,2022-11-21,42895.0,10.0,61640.0,-0.9960049986839294,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t-42HBLVRGA,2023-01-27,6895.0,1.0,10469.0,-0.9982150793075562,ABN,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b6mC9it6Z7Y,2023-01-31,10735.0,1.0,11042.0,-0.9994187355041504,ABN,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ycGtKlVlaAc,2022-07-21,258.0,21.0,5632.0,-0.9977601766586304,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
gZ-3m-gubCU,2022-07-18,217.0,220.0,28916.0,-0.9930797219276428,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-SjN-GL21fw,2022-10-15,292.0,2.0,1456.0,-0.9978500604629515,ABN,Yellow Media,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8EFApxog_1U,2023-01-21,535.0,4.0,2461.0,-0.9992517828941344,ABN,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5vDCPSiBFbY,2023-02-24,96.0,15.0,6047.0,-0.9778854250907898,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iAdlFGAmAEg,2023-03-12,352.0,14.0,6535.0,-0.9952942728996276,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aWQObdPPBdg,2022-05-25,140.0,22.0,2830.0,-0.9953430891036988,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3BsHMILZ34g,2023-01-23,205.0,7.0,3241.0,-0.9984968900680542,ABN,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tz-h5qwah6w,2023-01-21,22820.0,2.0,34537.0,-0.999433934688568,ABN,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rEDhLRcFCWM,2023-01-25,475.0,1.0,1045.0,-0.9990854263305664,ABN,Yellow Media,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RL3tiU8H3us,2022-07-26,490.0,15.0,2917.0,-0.9927178621292114,Sakshi,Yellow Media,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
guQ9R3h8Oag,2022-04-09,310.0,53.0,16531.0,0.998461365699768,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sVjruQ1Ittg,2023-01-23,377.0,7.0,5676.0,-0.9315810799598694,TV9,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b9YBZQ3qW3k,2022-11-10,300.0,31.0,29980.0,0.9978111386299132,TV5,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UdLMA38sDN8,2022-10-11,319.0,9.0,1994.0,-0.9982898831367492,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Opg3gDCXiIc,2022-11-23,176.0,14.0,1662.0,-0.9903661012649536,Sakshi,Yellow Media,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
gbymtYGyCis,2022-01-18,220.0,21.0,6885.0,-0.9979815483093262,Sakshi,Yellow Media,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
mAAaDMh3SXs,2023-04-03,194.0,4.0,3190.0,0.9986812472343444,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bv_tXQwDys0,2022-03-22,201.0,740.0,268532.0,-0.9975385665893556,Sakshi,Yellow Media,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
HGlcgVX-raw,2023-01-11,255.0,11.0,2552.0,-0.9852945804595948,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
j-ERM8QoA6o,2023-01-27,99.0,13.0,5759.0,-0.9764922857284546,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
j21Zt3LupY8,2022-01-06,233.0,266.0,44456.0,-0.9987955093383788,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
EPAo6gE1Cgw,2023-03-28,524.0,205.0,132161.0,0.9914470911026,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tjrIM6bsTDo,2022-12-10,580.0,126.0,43712.0,0.99737286567688,TV5,Yellow Media,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
hlaHRvi6FZM,2023-02-22,58.0,56.0,19871.0,-0.9988755583763124,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COxbu_XGHwc,2022-04-12,131.0,0.0,317988.0,0.998494267463684,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3H0voXoJCTg,2022-02-06,317.0,50.0,7306.0,-0.9983940720558168,Sakshi,Yellow Media,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
tCzdQCQhEwM,2023-01-31,390.0,2.0,2003.0,-0.9993804693222046,ABN,Yellow Media,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s9l8T8Gm-uY,2023-04-03,328.0,17.0,6300.0,0.9855146408081056,Sakshi,Yellow Media,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
gWzp6nnkJdc,2022-12-10,303.0,3.0,3379.0,-0.9923171997070312,Sakshi,Yellow Media,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
sKHNl206as8,2019-12-21,104.0,0.0,503.0,0.9984605312347412,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eSJa2JvO4Co,2023-04-05,203.0,55.0,27462.0,0.9876683354377748,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hUg-1fXuLqk,2021-09-20,630.0,138.0,20854.0,-0.9927507638931274,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vaNFeRNdhBc,2023-02-17,45.0,57.0,101755.0,-0.9984586238861084,ABN,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R7YqoOPUvK4,2022-10-27,294.0,4.0,860.0,0.9981223940849304,Sakshi,Yellow Media,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
tVDTfSYQAE0,2022-01-20,124.0,195.0,47146.0,-0.99826318025589,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NmnPGBBk18M,2022-12-05,239.0,13.0,2690.0,0.7283102869987488,Sakshi,Yellow Media,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9TfR2rm3pTY,2022-11-23,192.0,14.0,3191.0,-0.9994474053382874,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
pUh_whsOHqs,2023-02-24,255.0,6.0,1846.0,-0.9935603141784668,Sakshi,Yellow Media,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ssUdORRZJ_o,2023-04-02,165.0,9.0,9415.0,0.980766773223877,TV5,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wlNOMJtj97E,2022-12-15,1218.0,119.0,41784.0,0.9917545318603516,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XjD4zPWtE28,2023-01-02,129.0,212.0,36756.0,-0.9972898960113524,Sakshi,Yellow Media,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xjs7lv8_-As,2023-03-21,155.0,2.0,956.0,0.9976115226745604,ABN,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uLp80qaaZYQ,2023-03-05,180.0,4.0,6808.0,-0.962207853794098,TV5,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TvG66nD2UZU,2023-01-30,295.0,17.0,13212.0,-0.9855855107307434,ABN,Yellow Media,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
oiB8bYxFy84,2023-01-17,310.0,1.0,1577.0,-0.998596727848053,ABN,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OuNaJSj-bjk,2022-04-06,280.0,32.0,21979.0,-0.8529442548751831,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0
rNOR6DtZb1I,2023-01-24,27067.0,7.0,34146.0,-0.9994227886199952,ABN,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_UVo7KO_og,2023-01-28,620.0,2.0,1910.0,-0.9994325041770936,ABN,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kLzK-EeaRjM,2023-03-10,206.0,5.0,1685.0,0.9976097345352172,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B36AUVFhaFg,2022-07-25,341.0,145.0,52139.0,0.986229419708252,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5OHs3xdvIKo,2022-12-11,588.0,6.0,2024.0,-0.9943842887878418,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WnyDcMyigj8,2022-04-16,147.0,222.0,83749.0,-0.9892563819885254,Sakshi,Yellow Media,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
nDFg0zcS73Y,2023-01-24,103.0,18.0,8781.0,0.9889937043190002,Sakshi,Yellow Media,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dx6lgHAelPc,2023-02-28,77.0,28.0,10506.0,0.987841546535492,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n_KxFDik0GI,2022-08-29,277.0,27.0,6454.0,-0.9944104552268982,TV5,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YdxCfAxf-EM,2021-11-26,246.0,248.0,81541.0,-0.997553050518036,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oR3p2FU61lA,2021-09-03,97.0,51.0,6458.0,0.997757375240326,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6ZOsiF7JMSI,2023-01-18,255.0,2.0,621.0,-0.998644769191742,ABN,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mD5xXHApLg0,2023-01-23,345.0,1.0,422.0,-0.9982755184173584,ABN,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rUa5HhcDH5w,2023-04-05,125.0,1.0,1427.0,0.9977287650108336,TV9,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tAIykUZxBuc,2023-01-01,249.0,0.0,2365.0,-0.9985042810440063,Sakshi,Yellow Media,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDz17MP0AU4,2022-12-15,720.0,20.0,6178.0,-0.9976330995559692,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRdREQlLXc0,2022-06-27,83.0,4.0,9692.0,0.9868730902671814,Sakshi,Yellow Media,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mxK5mNeikeE,2023-03-06,154.0,12.0,4689.0,-0.9982132911682128,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
