ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,raptadu.png,gandhar_nellore.png,penukonda.png,vizianagaram_.png,machillipatnam.png,jaggayyapeta.png,Srungavarapukota.png,kodur.png,srikakulam_.png,venkatagiri.png,urvakonda.png,alur.png,vishakapatnam_west.png,chodavaram.png,kakinada.png,chintalapudi.png,eluru.png,palakollu.png,gudivada.png,ankapalle.png,cheepurupali.png,penamaluru.png,myudukur.png,Rajam.png,pulivendula.png,jaggampeta.png,kanigiri.png,vinukonda.png,sarvepalli.png,singanamala.png,kalayan_durg.png,pedana.png,kaikuluru.png,madugula.png,unguturu.png,nandyal.png,sattenapalli.png,Etcherla.png,Venkata_Mahesh.png,paturi_nagabhusnam.png,rayachoti.png,pamarru.png,nandyal_l.png,nandikotkur.png,vizianagaram.png,tadepalligudem.png,tekkali.png,kadiri.png,denduluru.png,pawan.png,tirupati_l2.png
8kyvOKGaOE8,2023-04-21,74.0,2.0,803.0,-0.9962508082389832,TV9,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1glEEQUw6EE,2021-12-19,85.0,93.0,31540.0,0.9609017372131348,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YF0a71o52CI,2023-03-29,61.0,2.0,426.0,-0.9992910623550416,TV9,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCwvSMr2jBE,2023-02-02,650.0,0.0,3555.0,-0.999398112297058,ABN,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QRvXGRFjSy8,2023-02-11,262.0,6.0,3897.0,0.997340738773346,TV5,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w00HDCOyhuU,2023-02-20,53.0,9.0,41551.0,-0.9981566071510316,ABN,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LB5biV0baAk,2023-04-18,200.0,12.0,6413.0,-0.9947392344474792,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_smgE8b1MLU,2023-03-23,161.0,1.0,1512.0,-0.579586923122406,TV9,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p_P2h-SQEi0,2022-07-02,444.0,216.0,79695.0,-0.9956746697425842,Sakshi,Yellow Media,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
3_dLcz2--Gk,2022-02-27,308.0,444.0,110810.0,-0.9982988238334656,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l9xiiYkI6N8,2023-01-13,3045.0,9.0,13621.0,-0.9993694424629213,ABN,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QrA-rtBSTOY,2023-02-01,575.0,4.0,5625.0,-0.99941086769104,ABN,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3vTgdje1uMw,2023-01-19,390.0,1.0,577.0,-0.999306321144104,ABN,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AIBhNnIU7zk,2022-08-11,155.0,166.0,43389.0,0.991706609725952,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
NEXEzy_5Avo,2022-10-16,713.0,115.0,42690.0,0.9986590147018432,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-_D0ZmTOLgE,2023-01-10,224.0,2.0,1159.0,-0.998441755771637,ABN,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cy0H8RLhwQo,2021-02-19,67.0,2.0,2736.0,-0.998102843761444,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rJpgTx_4cXw,2021-11-18,129.0,12.0,7414.0,-0.9973735809326172,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cQ71LBPAswc,2022-10-19,134.0,427.0,33853.0,-0.999419927597046,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H5A_3pmx1Eo,2022-09-16,260.0,38.0,5817.0,-0.9893240332603456,TV5,Yellow Media,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZUx9zUO9AqA,2023-01-31,475.0,47.0,17514.0,-0.9993535876274108,ABN,Yellow Media,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eJafoX-L_JM,2022-07-10,285.0,30.0,17369.0,-0.9907078742980956,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-u4EmlurO74,2023-04-04,117.0,53.0,40404.0,-0.9978073239326476,TV5,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XGFTiW36alE,2022-10-21,185.0,7.0,2941.0,0.9980592131614684,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OeNGxnDeIZc,2022-03-25,190.0,0.0,3294.0,-0.9888984560966492,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6KOTLabMDRc,2022-11-03,96.0,30.0,7106.0,0.9901746511459352,TV5,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qhzy3JklkRg,2023-01-20,480.0,6.0,2256.0,-0.999413013458252,ABN,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6pVncRdaIsM,2023-03-05,308.0,27.0,17967.0,0.9980531930923462,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L7jo4wlhp3Q,2022-01-06,99.0,39.0,13659.0,-0.9908357858657836,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
G5AEqU4ih1I,2023-02-16,111.0,37.0,10752.0,0.9658276438713074,TV9,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xs0qOiKrTfs,2022-10-20,220.0,2.0,1239.0,0.998099148273468,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43FuAdPeTko,2023-01-13,405.0,1.0,1936.0,-0.9994701743125916,ABN,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yGYMhbHlzjo,2023-02-27,320.0,2.0,730.0,-0.99710875749588,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AskHOhb_1hE,2022-02-17,250.0,19.0,18163.0,-0.9891558289527892,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xfuVcTCpZAc,2022-07-13,863.0,7.0,4006.0,-0.9917945265769958,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IuapgVQ6vXc,2023-01-22,13985.0,0.0,14949.0,-0.999123990535736,ABN,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53zu8tKl-T8,2023-01-27,585.0,3.0,1340.0,-0.9994009733200072,ABN,Yellow Media,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
XKI53tQ9MrQ,2022-09-07,114.0,6.0,2295.0,-0.9984375834465028,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0DL1hPQok1g,2023-03-14,213.0,0.0,399.0,-0.9928529858589172,TV5,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ptBlJsoeOuo,2023-01-21,124.0,55.0,4509.0,-0.9897454977035522,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FvPBCHpQgKU,2022-09-09,377.0,54.0,13830.0,-0.9965198040008544,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V6WGHAkuqB4,2022-06-14,2581.0,560.0,186127.0,0.998512327671051,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gRMfhZcDIDc,2022-06-11,72.0,59.0,16971.0,-0.9963313937187196,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-cYX1RzahzQ,2022-07-09,340.0,0.0,1822.0,0.9967027306556702,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hA2kbYRENf8,2022-09-23,181.0,3.0,1474.0,0.9982885718345642,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S0c_SdhjwD0,2022-12-04,79.0,25.0,3150.0,0.9932141304016112,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8aEOylh2nq4,2023-01-30,305.0,16.0,16656.0,-0.9962162375450134,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DVGT9oAFv8o,2022-11-26,373.0,7.0,2946.0,0.998683750629425,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
nDAuO0W3jlo,2023-03-27,248.0,6.0,36706.0,-0.9979428648948668,ABN,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a78Jv4w4Apw,2023-04-12,213.0,6.0,4156.0,0.9834749698638916,Sakshi,Yellow Media,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
5sBMWylvpSI,2022-09-10,671.0,37.0,18283.0,-0.978872776031494,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38lZ4SMpwN4,2021-08-06,309.0,18.0,4655.0,-0.995069146156311,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fydjmNiyE5w,2023-01-10,285.0,0.0,1281.0,-0.9957077503204346,TV9,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CekmVHMxb0I,2021-07-28,1072.0,71.0,20110.0,-0.9962766766548156,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wL0SG3mM-Kk,2023-03-16,260.0,0.0,3707.0,0.9939923882484436,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QDKlE5cHVYY,2022-07-09,404.0,184.0,142852.0,-0.9934275150299072,Sakshi,Yellow Media,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xF2__ymtRoc,2023-02-23,520.0,51.0,22955.0,-0.9936362504959106,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5PttSiARrw0,2022-02-17,388.0,207.0,108491.0,-0.760114848613739,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gwimat41bTk,2021-09-06,167.0,27.0,2752.0,0.9961573481559752,Sakshi,Yellow Media,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
I5__sFcrmLU,2023-03-28,199.0,0.0,314.0,-0.9957857728004456,ABN,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JpiFZDukQBk,2022-11-03,218.0,45.0,19327.0,-0.99567848443985,TV5,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21betK2WcbY,2023-02-02,275.0,3.0,2987.0,-0.9990854263305664,ABN,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IARDtM5z7vo,2022-09-08,324.0,150.0,55344.0,-0.9848902821540833,Sakshi,Yellow Media,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sWpUv-siOgA,2023-01-19,266.0,1.0,542.0,-0.9963514804840088,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4G2EhzSV8rg,2022-01-18,126.0,8.0,3264.0,-0.9974626302719116,Sakshi,Yellow Media,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
ifmgL-op-AE,2023-01-24,335.0,2.0,3001.0,-0.9993298053741456,ABN,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1xpWZPC5oR8,2021-12-31,282.0,32.0,6114.0,0.9970614314079284,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v3BWegKjiJg,2022-09-16,229.0,6.0,2195.0,-0.9887365698814392,Sakshi,Yellow Media,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t815PRqs-vA,2022-07-11,285.0,296.0,238332.0,0.9986513257026672,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
h_y6A2btjNQ,2022-11-07,87.0,0.0,798.0,-0.9993659853935242,ABN,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ly-CnDcNqj8,2023-01-11,232.0,1.0,1737.0,-0.9896592497825624,TV9,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XcuMc_yrJpE,2022-12-25,225.0,3.0,36501.0,-0.991878867149353,TV9,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nfOWg2N3Dr8,2023-01-28,665.0,1.0,1546.0,-0.9994103908538818,ABN,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KykkeiBMaiw,2023-01-24,151.0,117.0,14523.0,-0.998320996761322,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tauq9DX2LhI,2022-04-27,188.0,28.0,14631.0,-0.9994008541107178,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
t1LSo_CRpaI,2022-05-16,356.0,46.0,11729.0,-0.9962932467460632,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0
PfbccJmwOFk,2023-01-21,444.0,6.0,1610.0,-0.9987890124320984,Sakshi,Yellow Media,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jPtv7f_woAk,2023-03-21,266.0,6.0,8414.0,0.9980383515357972,TV5,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZXQgek3x7Xw,2022-12-18,54.0,2.0,2771.0,-0.9968211650848388,TV5,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7UrvG8VMYwo,2023-01-20,260.0,1.0,661.0,-0.9988676309585572,ABN,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
eFL8u9uqqG4,2023-03-05,296.0,215.0,50237.0,-0.9962732791900636,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xc6onKJb-S0,2023-03-06,481.0,11.0,2835.0,-0.995915949344635,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fLpdO0rUjnY,2023-03-10,59.0,39.0,27166.0,-0.9982878565788268,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jHkwDywxXJQ,2023-03-25,262.0,5.0,9773.0,-0.997967541217804,TV9,Yellow Media,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CswFc21A0yQ,2022-08-01,137.0,13.0,7295.0,-0.999229907989502,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jVIupd4w7bc,2023-01-19,420.0,0.0,2663.0,-0.9993436932563782,ABN,Yellow Media,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZNqHwDIUP_U,2023-04-18,712.0,11.0,2198.0,-0.9903310537338256,Sakshi,Yellow Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
