ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,penukonda.png,vizianagaram_.png,gannavaram_vamsi.png,machillipatnam.png,tenali.png,kodur.png,venkatagiri.png,alur.png,vishakapatnam_west.png,kakinada.png,narsapuram_l.png,tadikonda.png,eluru.png,palakollu.png,gudivada.png,myudukur.png,pulivendula.png,kanigiri.png,kalayan_durg.png,madugula.png,sattenapalli.png,Venkata_Mahesh.png,paturi_nagabhusnam.png,paderu.png,sambasivarao.png,tekkali.png
0D0QEQM9Bb4,2023-03-14,42895.0,24.0,177594.0,0.9958475232124328,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oPV8Z8aTb98,2023-03-14,300.0,8.0,5000.0,0.994367778301239,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-ha4uX5IY8g,2023-03-14,219.0,5.0,1694.0,0.9789682030677797,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kVm50yG4L_A,2023-03-14,305.0,12.0,6604.0,0.9897701740264891,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2m_ECV3oRKk,2022-06-28,323.0,14.0,17068.0,-0.9532487392425536,Sakshi,Machilipatnam,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
EShygzwQRKs,2023-03-27,53.0,6.0,6597.0,-0.9906798005104064,Sakshi,Machilipatnam,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMoh5QNa-3Q,2023-03-10,182.0,5.0,3359.0,-0.9994971752166748,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QyyAan8QZd4,2023-03-13,225.0,0.0,1523.0,0.9989007711410522,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_REr0OvIWZU,2022-10-10,128.0,5.0,1511.0,0.9961761236190796,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q0jWmOBnDfc,2022-11-19,94.0,3.0,2532.0,-0.9982566237449646,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4oUwyWsp0ic,2023-04-12,29396.0,4.0,33837.0,0.99089515209198,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R2R8Vn_jQJA,2023-03-14,90.0,1.0,703.0,-0.9992384910583496,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eqi52PpQXUw,2023-02-21,254.0,7.0,10573.0,-0.9974036812782288,ABN,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
KKFlw6F_zho,2023-03-14,1211.0,55.0,490712.0,0.9959331154823304,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WgWVfmf7mH8,2023-03-14,275.0,17.0,2712.0,-0.9773404598236084,TV9,Machilipatnam,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-DQ2i51p6WM,2023-02-07,446.0,3.0,8678.0,-0.9988316893577576,ABN,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S5-kDHlHMsY,2022-11-02,331.0,4.0,1248.0,-0.9905380010604858,ABN,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8DPDFdRPASs,2022-11-29,1299.0,12.0,25160.0,0.9953181147575378,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kL4um9MB8JU,2023-01-17,195.0,3.0,8463.0,-0.9964320659637452,ABN,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n_KpI83r3AI,2021-02-14,192.0,0.0,3221.0,0.9951104521751404,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0DL1hPQok1g,2023-03-14,213.0,0.0,399.0,-0.9928529858589172,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oRyhLkH7vdk,2023-03-15,193.0,0.0,784.0,-0.9990948438644408,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r0sYgot_f6Q,2023-03-14,195.0,6.0,12668.0,0.9979212880134584,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MjUKznUB7Uw,2023-01-10,270.0,8.0,3036.0,-0.998596727848053,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
q8LdwmtodZE,2023-03-06,210.0,11.0,4348.0,0.99277001619339,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mubMY-I2wrc,2022-10-02,280.0,11.0,8588.0,0.9739139080047609,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eMes6W_yB2g,2023-04-08,265.0,34.0,35801.0,-0.99897962808609,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xgORn7-JPm4,2023-03-22,168.0,10.0,11470.0,-0.9975681900978088,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KhnIGhy22co,2023-03-01,141.0,62.0,12444.0,-0.9951772689819336,TV9,Machilipatnam,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0bXDDAKhV68,2023-04-05,102.0,68.0,19322.0,-0.9922631978988647,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_2_w_Ln8AEs,2021-11-03,164.0,13.0,3399.0,0.9985842704772948,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PqqygqTa3Ig,2023-01-05,39.0,0.0,751.0,-0.981932818889618,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR4a8mDhEf4,2023-03-23,305.0,130.0,87117.0,0.9986224174499512,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mjKoeiNPMmY,2021-02-17,228.0,1.0,4760.0,0.991859257221222,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z2J1R45Kjgo,2022-11-12,70.0,0.0,759.0,-0.9973313808441162,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qkjQ3Gt8-DM,2022-06-08,296.0,256.0,119683.0,-0.987845242023468,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nYB6zc5qiDE,2022-09-07,103.0,6.0,3907.0,0.9854969382286072,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S6NMtaQKtHA,2023-03-03,72.0,16.0,15147.0,0.9964683055877686,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFKhNauptak,2023-03-05,159.0,43.0,14804.0,-0.9958059787750244,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTtlqxd-cBk,2022-02-15,285.0,92.0,68240.0,0.9801424741744996,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
hWIJE0Md6O4,2022-02-25,369.0,394.0,101042.0,-0.996916651725769,Sakshi,Machilipatnam,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATUv4TLwr00,2023-02-14,288.0,2.0,1649.0,-0.9982749223709106,ABN,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hAIBQ2oJCxM,2023-03-14,370.0,9.0,4014.0,0.984965205192566,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Iar0rcEKKI,2023-03-14,236.0,0.0,1661.0,-0.9510766267776488,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dJgVvxhmkrc,2023-02-23,200.0,1.0,739.0,-0.9966489672660828,ABN,Machilipatnam,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zw6qsqL6z_c,2023-03-03,106.0,9.0,3990.0,0.9982510209083556,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V-MBy4BM_ww,2022-11-08,270.0,9.0,5062.0,-0.9971852898597716,TV5,Machilipatnam,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
SeyfuPae7p8,2023-02-06,315.0,1.0,2507.0,0.9955299496650696,ABN,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8Rq6o3aNfhc,2022-10-21,235.0,87.0,23408.0,-0.999462902545929,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FVL8qgyDaq4,2023-03-14,497.0,122.0,48560.0,0.9945359230041504,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I5__sFcrmLU,2023-03-28,199.0,0.0,314.0,-0.9957857728004456,ABN,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DS9qwlyPnYM,2022-12-13,324.0,46.0,3060.0,-0.9950127005577089,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RsrsXSHgsgw,2023-03-12,105.0,3.0,7731.0,-0.6587720513343811,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SJy9_kDhJhM,2023-03-14,517.0,3.0,6338.0,0.9970556497573853,ABN,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MFO31B6BllQ,2023-03-15,147.0,15.0,5288.0,0.9980006814002992,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2tYK25DIm98,2023-03-13,264.0,1.0,651.0,0.9987033605575562,TV9,Machilipatnam,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
ObZk_CZKW_s,2023-03-14,361.0,20.0,27497.0,-0.9950485825538636,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Z7T9Xq-Bks,2023-03-13,40.0,253.0,283425.0,0.9988480806350708,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YiV7_FgGoHk,2023-03-30,105.0,5.0,11143.0,0.9944478273391724,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
_nchTI_Pqas,2023-03-14,180.0,8.0,12018.0,0.9987760186195374,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UuFWGHP5fWI,2023-03-14,136.0,3.0,3677.0,0.9971831440925598,ABN,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ly-CnDcNqj8,2023-01-11,232.0,1.0,1737.0,-0.9896592497825624,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b_C9CEgbn6Q,2022-11-08,119.0,38.0,2863.0,0.998513162136078,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sHnXqfZ1PK0,2022-10-12,460.0,0.0,951.0,-0.992544651031494,ABN,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qSdUkVIMg50,2021-09-06,136.0,2.0,10251.0,0.9886904954910278,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G4tYP4-zuz0,2023-03-14,219.0,32.0,15364.0,-0.964779794216156,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8ClDpX9PRlo,2023-01-12,315.0,0.0,1819.0,0.9972055554389954,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
QmyTK-DN7JY,2023-03-14,18735.0,57.0,1048432.0,0.9938477873802184,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jtx6w482IpY,2022-12-20,204.0,0.0,2364.0,0.982479691505432,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EFPjK8Dn3b4,2023-04-18,321.0,24.0,45912.0,0.9623546600341796,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
n-VWVlNjGfo,2023-04-12,197.0,5.0,17352.0,0.9970386028289796,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mls2tshVeQw,2023-03-14,263.0,4.0,2109.0,0.9913564920425416,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
knRE_cNxtRI,2023-03-03,128.0,0.0,620.0,0.8614659905433655,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTNf0JwPdZM,2022-05-27,201.0,14.0,3142.0,0.9984971284866332,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
naTHeR3Ch7U,2023-03-14,87.0,84.0,7229.0,0.9964979887008668,Sakshi,Machilipatnam,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NTIlw_MIyI8,2023-01-18,105.0,0.0,1133.0,-0.9981556534767152,ABN,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-msDvlVUVJM,2022-01-20,256.0,140.0,17177.0,0.9961370825767516,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l6r75wBW618,2023-03-14,190.0,22.0,22396.0,-0.988822102546692,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hbFOREkr7JU,2023-02-28,77.0,1.0,5934.0,0.9976661205291748,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FefhW4Ut22E,2022-09-29,115.0,0.0,3204.0,0.99586820602417,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fRjXOLt2lTI,2021-08-18,268.0,3.0,4548.0,0.9965135455131532,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCDf230qfYE,2023-02-27,105.0,11.0,2632.0,-0.9954267740249634,TV5,Machilipatnam,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEJAHN7nEYM,2022-06-12,223.0,253.0,101319.0,0.998362362384796,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
e5l61zG0e5M,2023-03-10,244.0,1.0,1326.0,0.9804739952087402,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
bBTdad77zgE,2023-03-19,331.0,51.0,19688.0,-0.995240330696106,TV9,Machilipatnam,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-uzLtI8gPhI,2023-01-08,310.0,51.0,4277.0,-0.9853208661079408,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20YpsHntkBs,2023-03-14,309.0,1.0,5047.0,0.9974073767662048,ABN,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oLNkJBZKMsY,2023-03-22,279.0,21.0,3001.0,-0.9925423860549928,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
G4aUQYb6Ygc,2022-08-15,636.0,210.0,859940.0,0.9984334111213684,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rj6_78gIRsY,2022-10-07,329.0,8.0,3053.0,-0.9979896545410156,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L_d-AfJENSs,2020-03-09,224.0,2.0,2860.0,0.9931532144546508,Sakshi,Machilipatnam,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yn6h9bOG-Tw,2022-06-12,140.0,116.0,71127.0,0.9982728958129884,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
jTr5VISWbu0,2023-03-15,348.0,460.0,210998.0,-0.9964781403541564,Sakshi,Machilipatnam,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
V8RLEC0t06Y,2023-01-08,294.0,18.0,2507.0,-0.9900590777397156,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGMWQgHoXOQ,2023-03-14,165.0,10.0,3729.0,-0.9979413151741028,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CKdDS8seCUk,2023-03-14,220.0,2.0,1973.0,0.9966894388198853,TV9,Machilipatnam,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R8APrH0y-QM,2021-02-16,172.0,2.0,42728.0,0.9951778650283812,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sehuUZH3uvk,2023-03-12,202.0,4.0,2531.0,0.9903734922409058,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vAYBTB5NBb0,2023-01-26,169.0,0.0,1396.0,0.9969807267189026,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4yc5gEzdwMI,2022-11-20,80.0,0.0,1054.0,0.9933668971061708,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XPoJJy6Jolg,2022-09-15,300.0,18.0,5960.0,0.9946139454841614,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HOqKW5Z-1r0,2023-03-14,260.0,3.0,2081.0,0.9965993762016296,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p2USxu_91rk,2023-03-14,76.0,3.0,7987.0,0.998612642288208,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uYSJJRqS3z0,2023-03-14,227.0,5.0,3632.0,-0.9979925155639648,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zJZOa5u0vk0,2023-04-12,70.0,0.0,537.0,0.9960183501243592,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pM1XL-8nJT4,2022-11-26,319.0,0.0,3721.0,0.9985003471374512,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
nqXjvGSLDSU,2022-11-30,345.0,0.0,2001.0,-0.9973620772361756,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1g84ugP9Qdw,2022-03-14,153.0,9.0,4178.0,-0.9992227554321288,Sakshi,Machilipatnam,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JLoFJsP4alI,2023-04-08,215.0,9.0,2427.0,-0.9978212118148804,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
byWvqk-YU7E,2023-03-14,265.0,82.0,33461.0,0.9922670722007751,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pCisqwf9n6M,2022-07-10,342.0,115.0,113276.0,0.9983918070793152,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
J_ShOIfA_cU,2023-04-18,74.0,0.0,2888.0,0.9986703395843506,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QEkGRV_EScE,2022-11-21,254.0,0.0,2432.0,0.9861149787902832,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z_kiRP06sfU,2023-02-14,225.0,5.0,2963.0,0.9839841723442078,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WN1HmFQvzkQ,2023-03-23,177.0,31.0,12419.0,-0.9963104128837584,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a5KKerGd9cc,2022-11-26,228.0,63.0,15875.0,-0.9979959726333618,ABN,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F76b7GT9YNU,2023-01-06,84.0,2.0,681.0,-0.9966140389442444,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sw4mQhRDo3g,2023-04-17,98.0,4.0,2752.0,0.9956181049346924,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HRNbSXRFCik,2023-03-12,328.0,7.0,2941.0,0.9692771434783936,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GgnKmOcOvdQ,2022-06-11,209.0,44.0,26948.0,-0.9989891648292542,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3ahnIzn8aCU,2023-03-23,225.0,1.0,1439.0,-0.9984443783760072,ABN,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r9GGR7OSenQ,2023-01-05,52.0,0.0,2637.0,-0.992984175682068,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFOsh7RcjS0,2023-03-15,267.0,5.0,1072.0,0.9945277571678162,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SGUv6oQIwXk,2023-02-01,265.0,22.0,23916.0,0.9906514883041382,ABN,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KBtpfNhml0k,2023-02-21,356.0,1.0,5623.0,-0.9952011108398438,ABN,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dY0O3E8M9Ms,2023-03-14,235.0,21.0,9360.0,-0.9961318969726562,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uOBpIga4y7w,2023-03-28,203.0,72.0,79553.0,0.9964724779129028,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K6XOQXWXa9Q,2023-03-15,150.0,83.0,39920.0,-0.98659348487854,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bo3Xu3bjoag,2023-03-14,75.0,486.0,33072.0,-0.9899502992630004,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cmo57HSzW3E,2022-08-16,183.0,31.0,37932.0,-0.991810381412506,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
