ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,raptadu.png,penukonda.png,vizianagaram_.png,Srungavarapukota.png,tenali.png,kodur.png,srikakulam_.png,venkatagiri.png,vishakapatnam_west.png,kakinada.png,narsapuram_l.png,eluru.png,venkat_krishna.png,palakollu.png,penamaluru.png,myudukur.png,pulivendula.png,kanigiri.png,kalayan_durg.png,murthy.png,madugula.png,unguturu.png,repalle.png,sattenapalli.png,Venkata_Mahesh.png,paturi_nagabhusnam.png,rayachoti.png,nandyal_l.png,nandikotkur.png,tekkali.png,jammalamadugu.png,denduluru.png,pawan.png
L3Sw-Cj07Hg,2022-10-17,288.0,0.0,1289.0,-0.990695595741272,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eCYjSKRYvT0,2022-10-30,211.0,8.0,42104.0,-0.9979262351989746,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LyJYWmWClCA,2023-03-10,277.0,0.0,574.0,0.99628484249115,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PjQCgoc9Zl0,2023-01-04,575.0,275.0,168779.0,0.9860495924949646,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
yb4pdtUkgbg,2022-10-09,255.0,4.0,1386.0,0.9658986926078796,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z_hJbPMD73s,2022-11-03,470.0,0.0,905.0,-0.9988762736320496,ABN,election commission,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Z3EZDkXgfjQ,2023-04-15,87.0,0.0,1157.0,0.997776210308075,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mjKoeiNPMmY,2021-02-17,228.0,1.0,4760.0,0.991859257221222,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-tKMhIh1pEA,2022-10-08,205.0,6.0,2148.0,-0.9974063038825988,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
B14F4Qv4Rmc,2021-02-16,293.0,0.0,943.0,-0.9896355271339417,Sakshi,election commission,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
tu044GmzKpk,2023-03-18,211.0,0.0,3409.0,-0.99212646484375,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0tRVJsIfpXw,2023-01-16,190.0,2.0,68914.0,0.9967324733734132,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yhfY4lPHIMU,2020-03-05,355.0,0.0,1031.0,0.9882181286811828,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JsSsFXmihIU,2022-11-23,311.0,1.0,2041.0,-0.9808760285377502,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t-rGPRe_ecM,2022-12-14,300.0,0.0,2036.0,-0.9841741323471068,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CirKd4onhjg,2020-03-10,253.0,4.0,7142.0,0.9961516261100768,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HcbQOdL6We8,2023-03-13,242.0,12.0,8406.0,-0.99803227186203,TV5,election commission,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5Jw6iDRrqko,2023-04-11,179.0,1.0,4084.0,-0.9978557229042052,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kIYn594yxRg,2023-03-27,160.0,1.0,6898.0,0.9880625009536744,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
fLigGuOzBR8,2020-03-16,201.0,43.0,51214.0,-0.9917013049125672,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
al3AOYgF3jw,2022-10-31,328.0,1.0,2616.0,0.9863256812095642,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gYjSHfBljUk,2023-03-18,243.0,11.0,15559.0,0.9706887602806092,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I5__sFcrmLU,2023-03-28,199.0,0.0,314.0,-0.9957857728004456,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25yGgtKhT0Y,2023-02-27,318.0,0.0,724.0,-0.9980013966560364,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FJ_hC33MuJ4,2021-09-17,198.0,14.0,4250.0,0.997885525226593,Sakshi,election commission,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Qrg5hFx-Rjg,2023-03-13,313.0,11.0,11635.0,-0.9984241724014282,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bWiDy1i7Iw8,2023-04-12,42895.0,85.0,496336.0,-0.9953966736793518,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jVi0hQx_kjk,2022-12-01,170.0,2.0,1431.0,-0.9994008541107178,ABN,election commission,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K453bYSyj14,2023-03-12,248.0,23.0,18130.0,-0.990441918373108,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b0rM597I7Ww,2021-02-21,290.0,0.0,947.0,0.9974026083946228,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CpFg-gJrciQ,2023-03-20,38.0,375.0,1432861.0,0.9880582690238952,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PnsbFusyTcA,2022-12-30,119.0,1.0,2544.0,0.9971741437911988,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syVpIWyfFBs,2023-03-24,185.0,118.0,20622.0,-0.9989247918128968,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rpvBKxu6k0Y,2022-12-15,219.0,2.0,1928.0,0.992861807346344,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ly-CnDcNqj8,2023-01-11,232.0,1.0,1737.0,-0.9896592497825624,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7T7WbmszzvU,2020-03-04,2779.0,13.0,13834.0,0.9933947920799256,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VHzx0OYJ1Eo,2021-02-16,274.0,2.0,3615.0,0.9959558248519896,Sakshi,election commission,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
cfIuWp0n_9U,2023-03-14,220.0,26.0,8479.0,-0.9951798915863036,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hd6fQE9vlh8,2022-10-31,115.0,2.0,1203.0,0.9942957758903505,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a4k7vnExQq0,2022-10-22,128.0,0.0,423.0,-0.9785380959510804,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cilPwYyIoKY,2023-01-04,295.0,0.0,955.0,-0.9891162514686584,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ac29ZiEn3eU,2022-10-31,366.0,0.0,924.0,-0.9963505268096924,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QGh8u3j2voQ,2022-09-22,351.0,11.0,6918.0,-0.9958751797676086,TV5,election commission,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
T_l0UOyCbIg,2023-03-02,355.0,143.0,129081.0,-0.98381108045578,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aeYCGoKZ-pQ,2020-03-14,3116.0,10.0,5104.0,0.9919245839118958,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EFPjK8Dn3b4,2023-04-18,321.0,24.0,45912.0,0.9623546600341796,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YUR6IcS4dK4,2023-03-12,93.0,4.0,2174.0,-0.994238257408142,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cbz3jfZecNQ,2021-02-15,134.0,0.0,847.0,0.9981093406677246,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doqAzi5CfQI,2022-12-17,113.0,1.0,2376.0,-0.9989523887634276,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nnQ7SsuJa8w,2023-02-10,285.0,4.0,6835.0,-0.9982731342315674,ABN,election commission,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ptbg-kE06l0,2022-10-30,255.0,3.0,3206.0,-0.9986698627471924,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
wYnEU6Xh87Q,2023-03-08,275.0,1.0,632.0,-0.999302864074707,ABN,election commission,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2xKNCK1IbA0,2022-10-11,85.0,0.0,1443.0,0.9916252493858336,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zYO8y71funE,2022-10-21,201.0,34.0,11203.0,-0.9966787099838256,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zx_7FP7fLro,2021-02-20,239.0,0.0,846.0,0.997574269771576,Sakshi,election commission,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEv954uCgH0,2022-12-08,259.0,0.0,3309.0,0.9982838034629822,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n5j1_CJCqvs,2022-10-30,55.0,0.0,522.0,-0.9987475872039796,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f8F-_kByyWM,2022-10-28,164.0,1.0,1783.0,-0.9989773035049438,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
m7A3lEJr214,2022-11-05,205.0,8.0,1736.0,-0.9979585409164428,TV5,election commission,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e5l61zG0e5M,2023-03-10,244.0,1.0,1326.0,0.9804739952087402,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mzuWPhT4ExE,2021-02-15,198.0,0.0,1559.0,0.9969457983970642,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M7iOff6o13g,2023-02-26,198.0,4.0,4371.0,0.9983193278312684,TV9,election commission,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
zAcSH9S0uOs,2021-02-13,191.0,5.0,4936.0,0.995061457157135,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
kJce1VAToKQ,2022-11-07,141.0,0.0,1283.0,0.990835428237915,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ebZxxJVn0Y4,2023-03-15,260.0,0.0,6240.0,0.9925299286842346,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pjlJm6zXkn0,2023-04-12,395.0,2.0,2889.0,-0.9880875945091248,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VqnDMuXaxJM,2022-11-03,228.0,0.0,1412.0,-0.9989970326423644,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rTM9BYv9T8U,2022-12-12,164.0,2.0,1337.0,-0.9890081882476808,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rj6_78gIRsY,2022-10-07,329.0,8.0,3053.0,-0.9979896545410156,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yadN8CwQWQI,2023-02-09,69.0,0.0,607.0,0.9938284754753112,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R8APrH0y-QM,2021-02-16,172.0,2.0,42728.0,0.9951778650283812,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qeLPEc4UA2w,2020-03-06,342.0,0.0,2975.0,0.9980396628379822,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sNpw0_CFv30,2022-10-31,221.0,1.0,2149.0,-0.9993305206298828,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lKv87GA50Mg,2023-03-27,192.0,3.0,3942.0,0.9848119020462036,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w3JiAZgqKU4,2023-03-13,131.0,0.0,3115.0,0.9983201622962952,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W4_BhGQwkcc,2022-11-06,145.0,2.0,7317.0,0.9944964051246644,TV5,election commission,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
g3GcXy79Qqk,2021-02-15,205.0,20.0,19702.0,0.997183084487915,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48wXp0eBEXk,2022-12-09,245.0,0.0,1491.0,0.9966875910758972,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cfMtcTAdc08,2022-10-20,172.0,0.0,1347.0,-0.998783528804779,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930tNeA9rI4,2022-10-31,90.0,0.0,848.0,-0.9337550401687622,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grIW3b4PzEE,2021-02-20,225.0,0.0,1253.0,0.9968423843383788,Sakshi,election commission,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QEkGRV_EScE,2022-11-21,254.0,0.0,2432.0,0.9861149787902832,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VR-atVUbzhs,2023-02-19,80.0,0.0,1043.0,0.9956960678100586,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UxELPHKQDH0,2023-03-25,171.0,232.0,176002.0,0.9935139417648317,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q_MzFsvnQSA,2022-12-09,177.0,1.0,2412.0,-0.9905391931533812,TV9,election commission,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ubKN44nzRro,2022-09-27,89.0,4.0,3167.0,-0.9958125948905944,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
nh3ZsJoJyxw,2022-10-29,148.0,0.0,516.0,-0.9673144817352296,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-PO4T8sr_A,2020-03-16,69.0,36.0,17723.0,-0.9993240833282472,Sakshi,election commission,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jpBxWLX6a2I,2023-03-08,195.0,4.0,3241.0,-0.9992207288742064,TV5,election commission,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x1LyU1onhrw,2021-02-17,140.0,0.0,2603.0,0.9985849857330322,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SaMu2qF-pCs,2023-02-15,255.0,39.0,18719.0,0.9941921830177308,TV5,election commission,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DL5OpNY3zXs,2022-10-06,220.0,1.0,1571.0,-0.9916730523109436,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DxUa82QefII,2023-03-15,50.0,15.0,84000.0,0.9961920976638794,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D-lhwxWO3wc,2022-12-22,290.0,8.0,3130.0,-0.9994296431541444,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2CO0ZcjFfvI,2022-09-29,290.0,0.0,2019.0,0.9949485063552856,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uVzQk8aDPDo,2022-10-03,161.0,0.0,1321.0,0.996592938899994,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pVNja42ALnk,2022-11-07,251.0,1.0,1116.0,-0.9987673759460448,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ddNT6a5ftpk,2022-12-08,391.0,8.0,2328.0,0.9939951300621032,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tZycp5BVZSM,2022-12-08,316.0,1.0,2248.0,-0.9944562911987304,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0r7R3nkkaQ0,2023-01-06,169.0,0.0,802.0,-0.986535370349884,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yGwpkv2N8YY,2023-03-13,301.0,17.0,8293.0,-0.9978806972503662,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deUaKSqKx34,2023-01-18,296.0,1.0,1028.0,-0.997672975063324,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RiFRAcGqCVQ,2023-01-24,298.0,4.0,3873.0,0.9980123043060304,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
n6yw88vY3u4,2022-11-05,210.0,3.0,1832.0,0.9981593489646912,ABN,election commission,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
o_56miLpKy0,2020-03-15,2272.0,26.0,4609.0,-0.998910903930664,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ArctPveohdU,2022-12-22,265.0,6.0,4580.0,-0.9855995178222656,ABN,election commission,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aBbD0mMy3I8,2021-10-25,198.0,0.0,500.0,-0.9985343217849731,Sakshi,election commission,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wbGCw5WvGKg,2023-04-04,223.0,2.0,1202.0,-0.9976231455802916,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YvW965AMcPU,2022-10-07,247.0,1.0,1420.0,-0.928538978099823,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2uQUW3ERTtA,2023-02-15,72.0,1.0,1645.0,-0.9980373978614808,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d1VmU1nB6C4,2022-11-24,151.0,5.0,2001.0,-0.9878066182136536,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zO_vcVa8iCY,2022-12-13,143.0,1.0,678.0,-0.9866029024124146,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k4ZNLevOyjI,2022-12-18,84.0,1.0,424.0,0.995016872882843,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8u71Cw2fFh8,2023-03-26,280.0,11.0,3442.0,-0.9947615265846252,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVqyi-5mYro,2021-02-16,174.0,0.0,935.0,0.998467981815338,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_MSR5LJLGuA,2023-03-17,275.0,434.0,626398.0,0.9966303706169128,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LNhMNxF81d0,2022-12-09,182.0,0.0,1479.0,-0.9977582097053528,TV9,election commission,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1pXCtjyojWA,2022-11-02,363.0,0.0,813.0,0.9963786005973816,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
