ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,vizianagaram_.png,kodur.png,venkatagiri.png,vishakapatnam_west.png,kakinada.png,chintalapudi.png,tadikonda.png,palakollu.png,pulivendula.png,kanigiri.png,singanamala.png,kalayan_durg.png,sattenapalli.png,Venkata_Mahesh.png,vijayawada_east.png,kurupam.png,paderu.png,sambasivarao.png,tekkali.png
wbGCw5WvGKg,2023-04-04,223.0,2.0,1202.0,-0.9976231455802916,ABN,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2B9iOT1Hefc,2023-03-13,40.0,0.0,3236.0,0.9988161325454712,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iAdcizFZMKo,2019-12-27,333.0,51.0,565548.0,0.9980785846710204,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dDCMqNMZ_xg,2023-04-05,174.0,8.0,3771.0,0.9976874589920044,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nXx2nuFKlvU,2022-12-27,42897.0,0.0,162292.0,-0.9938172698020936,ABN,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qPteh7Bkdis,2023-04-06,274.0,38.0,66314.0,0.9547166228294371,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IQT79APBBRg,2022-10-10,316.0,80.0,9520.0,-0.9965046644210817,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2jnBjjqi9A0,2022-06-21,658.0,5.0,9642.0,0.9962354302406312,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o3BkSfrjyW8,2023-02-13,245.0,2.0,5737.0,0.9864460229873656,ABN,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lero6O-KTPE,2023-01-01,176.0,15.0,7759.0,-0.9990283250808716,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e36e7igrSDE,2022-11-01,188.0,0.0,2227.0,-0.9867141842842102,ABN,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z2WI8fP0Pco,2022-11-12,70.0,1.0,2243.0,0.9984435439109802,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kUT4VCXoO2Q,2022-07-05,247.0,52.0,33996.0,0.9983962178230286,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fbtANNzzAew,2021-02-25,250.0,2.0,3890.0,0.9977091550827026,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NQ-XdCkJBRc,2022-04-26,65.0,53.0,34203.0,-0.9967617392539978,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
60lqVvgMAbM,2023-03-25,270.0,132.0,181161.0,-0.9907900094985962,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oTgdm174wNM,2023-01-01,264.0,24.0,8804.0,-0.9894282221794128,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J7tskjjBdfA,2023-02-25,80.0,1.0,7713.0,0.9912102222442628,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HteccKVO0KI,2023-04-06,339.0,14.0,19456.0,-0.9908928871154784,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WGJR6kqs6R0,2023-03-09,297.0,7.0,1749.0,-0.9984232187271118,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
my_K5D4Wbwg,2022-09-25,120.0,113.0,50896.0,-0.9971936345100404,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qbib3JT7KZQ,2023-04-06,305.0,30.0,48847.0,0.9967836141586304,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lwFMEJqsDLI,2022-10-19,336.0,19.0,3425.0,-0.9970136880874634,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
swkeaNZAvlU,2023-04-07,510.0,98.0,64504.0,0.99127858877182,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WRXtJ7NoR-A,2023-02-04,156.0,1.0,2428.0,-0.9970243573188782,ABN,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kzeNwFn_zfI,2023-03-27,90.0,1.0,765.0,-0.990546703338623,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8aPdeIQKppc,2023-03-31,277.0,0.0,677.0,-0.8419522047042847,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LkrUQ6z7M5M,2023-04-06,43.0,295.0,241853.0,0.996735155582428,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HDH5lJiJYeU,2022-09-29,120.0,0.0,1360.0,-0.9954662322998048,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
osBgEr3YB4E,2022-09-21,209.0,5.0,6223.0,-0.99433171749115,Sakshi,Vidadala Rajini,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E61PNpHEqlo,2023-02-28,164.0,0.0,1124.0,-0.9887967109680176,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uVxUi8z16Kk,2022-10-21,168.0,1.0,1019.0,-0.9989221096038818,ABN,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U8ldfBc8jDM,2022-11-27,261.0,1.0,1735.0,-0.9992228746414183,ABN,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FWuD-Iaaqr0,2023-02-18,91.0,2.0,2917.0,0.9985318183898926,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM6pqWjbPeI,2022-12-19,1278.0,13.0,3945.0,0.9988076686859132,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sr6oaxXr3Wc,2022-12-19,298.0,90.0,11951.0,-0.9942771792411804,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3CvvyECktn8,2022-07-31,368.0,5.0,5296.0,0.9980168342590332,Sakshi,Vidadala Rajini,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ZTNXJtID_B8,2022-10-07,324.0,8.0,1752.0,-0.987699031829834,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
zw5RSCi3HrQ,2023-04-06,393.0,73.0,29444.0,0.9987242817878724,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1MOe7cNJEoA,2022-05-30,195.0,7.0,6605.0,0.9957926273345948,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qB4LCsGLzzw,2022-07-01,207.0,12.0,7893.0,0.9982720613479614,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
UdYvA66Ayh0,2022-05-07,854.0,42.0,27973.0,0.9985913634300232,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDO78PqsznE,2023-03-16,629.0,8.0,1721.0,0.9987194538116456,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
liHL5bnmF00,2022-10-07,569.0,2.0,989.0,0.9977893829345704,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
PmQcFuK2A-Y,2023-01-30,270.0,53.0,27641.0,-0.996689796447754,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
NWMkOjm4GPg,2022-10-22,205.0,96.0,19493.0,-0.9992603659629822,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UZ5w-F7mzwU,2022-09-27,154.0,9.0,3738.0,-0.9942641854286194,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
_y1IqDF0B4c,2022-08-23,75.0,3.0,6108.0,0.99711275100708,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cvbwm-oKdEA,2023-04-16,179.0,6.0,103767.0,0.99055016040802,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vG2YgMP0WUI,2023-01-01,297.0,5.0,3601.0,-0.9994489550590516,TV9,Vidadala Rajini,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
VT8tZBR3K4I,2023-03-03,105.0,17.0,30534.0,0.996658205986023,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rl7AX2Oz9Fs,2022-11-10,260.0,5.0,3203.0,0.9985735416412354,Sakshi,Vidadala Rajini,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1
8W56_AdGWjw,2022-11-19,188.0,4.0,27135.0,-0.9925554394721984,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9E7JpMLdWtk,2022-12-01,41.0,1.0,850.0,0.9973995685577391,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SzQIAbX9OOI,2022-09-18,125.0,21.0,13382.0,-0.9984065890312196,Sakshi,Vidadala Rajini,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
WVAZHaPofxE,2023-01-02,51.0,0.0,876.0,-0.9871841073036194,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DJWsnudkzGo,2022-06-10,248.0,134.0,64898.0,-0.9990183115005492,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HvHl4asV9K4,2022-11-09,420.0,277.0,568111.0,-0.9351152777671814,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
bPqwvGWGcrk,2023-04-06,145.0,19.0,39718.0,-0.988463819026947,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vt2ybbzGt8s,2022-11-18,35.0,1.0,1353.0,-0.9990226030349731,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
WajH5Pw34Wk,2023-04-06,76.0,26.0,159131.0,0.9937240481376648,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vwGzni2qlwc,2022-09-16,533.0,114.0,91819.0,0.9984980821609496,Sakshi,Vidadala Rajini,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
YzprVCuqmQs,2023-03-28,100.0,107.0,102672.0,0.9949880838394164,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
uNP-2InpahU,2022-12-10,174.0,0.0,2867.0,-0.9954234957695008,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8WTTeY_1VXM,2022-11-20,382.0,0.0,749.0,0.9987308382987976,TV9,Vidadala Rajini,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPlI1lrQxSw,2023-02-13,315.0,1.0,1661.0,-0.9944420456886292,ABN,Vidadala Rajini,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FHZU49mOXBM,2022-05-28,170.0,123.0,21342.0,0.9977084398269652,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1MDdmOPfkcA,2022-04-04,227.0,25.0,31369.0,0.9986799359321594,Sakshi,Vidadala Rajini,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1
q-BKM59mMJ0,2021-02-17,315.0,9.0,13145.0,0.9974488615989684,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l48wECnKYYg,2023-03-03,294.0,2.0,4080.0,0.9887323379516602,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
oZAfigZfhq8,2023-01-10,275.0,3.0,3025.0,-0.9939875602722168,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7hyUl49dPkA,2023-04-06,297.0,2.0,999.0,-0.9964768290519714,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8sRs0bHnaEA,2022-10-18,291.0,4.0,4685.0,0.9983772039413452,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z3PIuyreR0o,2021-02-21,184.0,9.0,12031.0,0.9984667897224426,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-yO498sJjiM,2023-03-20,241.0,3.0,2098.0,-0.9994361996650696,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EaFL1jTEv0U,2022-12-31,239.0,2.0,36144.0,-0.9927859902381896,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rC-9d86lZgc,2023-04-21,307.0,4.0,6736.0,0.992490828037262,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kQqjTGiyc8w,2022-09-21,260.0,1.0,695.0,-0.9948868155479432,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLXDOxrV2z4,2022-09-20,152.0,8.0,7197.0,-0.9927206039428712,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
L9rmSVwu8kE,2022-12-29,243.0,3.0,3607.0,-0.9925200939178468,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7gbnoaySf7s,2022-04-27,157.0,54.0,13211.0,0.9980841875076294,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lt7PUzOSZzw,2022-11-30,134.0,2.0,879.0,0.994592010974884,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tKBlJixb11Q,2023-04-07,7505.0,2.0,17342.0,-0.9961937665939332,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hcmLAnSxTOw,2022-12-20,501.0,29.0,78084.0,0.9944393634796144,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRauc_4gEx0,2022-10-07,484.0,4.0,6000.0,0.996184766292572,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
xcY6HuiQHtU,2023-03-06,112.0,7.0,3511.0,0.9796531200408936,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
La8VD3kaR2k,2023-03-16,309.0,4.0,2548.0,-0.9975141286849976,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
50Hy4kNYmqc,2023-01-03,445.0,82.0,38593.0,-0.9897809028625488,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
dssQP0F1NsA,2022-12-07,586.0,113.0,148047.0,0.998781144618988,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2JSjJxNgNNw,2022-10-11,173.0,13.0,4263.0,-0.987708330154419,Sakshi,Vidadala Rajini,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
38f6UtQ5TgY,2023-03-06,62.0,6.0,2880.0,0.9982137680053712,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
vh5HVaIymNI,2022-12-14,244.0,5.0,1976.0,0.9978961944580078,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
VQUS1wKoYEU,2022-10-11,133.0,4.0,11042.0,0.9977858066558838,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ykVwvuJLj0Q,2022-09-21,105.0,120.0,183575.0,-0.9938381314277648,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0uY32ayU4g,2022-09-18,174.0,5.0,19771.0,-0.9982494115829468,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9L1dPO9my0I,2022-11-23,187.0,0.0,1552.0,0.9858415722846984,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
koW2MX8k3wk,2023-03-13,54.0,1.0,381.0,0.9944214224815368,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZxD8v-5iVCw,2022-11-01,110.0,3.0,14149.0,0.9909496903419496,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N6lS76xbj3U,2023-01-05,121.0,4.0,14142.0,0.988353431224823,ABN,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SkgnlyCjLyw,2023-04-07,4445.0,7.0,13956.0,0.9963679313659668,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sYOOAi1pl8o,2022-10-27,221.0,25.0,5314.0,0.9985256791114808,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
NkBp1C1Na_4,2022-04-18,223.0,7.0,10066.0,0.9986741542816162,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
gfkvIs2gBkA,2023-03-21,231.0,9.0,11767.0,-0.8029448390007019,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zPDznP7Twm4,2022-04-18,428.0,27.0,19901.0,0.9940884113311768,Sakshi,Vidadala Rajini,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
w31rzj3d2Lw,2021-12-26,291.0,6.0,2964.0,0.9978517293930054,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qCHSKBxwKWM,2022-09-13,434.0,0.0,473.0,-0.998068869113922,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERyCQR2JdKE,2022-03-23,233.0,5.0,2567.0,0.9987775683403016,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
9yY_d6_WmMM,2023-01-28,111.0,27.0,6403.0,-0.9913460612297058,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
YpXsMYRBqi0,2022-11-18,228.0,3.0,33617.0,-0.9658622145652772,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IuyvHfz9zgU,2022-11-18,106.0,4.0,2048.0,0.9953161478042604,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uUo1_4sAGNA,2023-03-27,117.0,5.0,3657.0,0.991778552532196,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
psz8yPcHkWg,2023-02-24,147.0,0.0,735.0,-0.9981056451797484,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iom4HERPbII,2023-02-25,274.0,0.0,6999.0,0.9292371273040771,ABN,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BlIr0MBedcI,2022-09-21,130.0,6.0,3763.0,0.9969357252120972,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23WNTghboB0,2022-12-21,207.0,68.0,24521.0,0.9988786578178406,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8aSJMyUjYyQ,2023-02-08,283.0,1.0,4627.0,-0.9641899466514589,TV5,Vidadala Rajini,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
V9BZU-kXOOg,2023-04-06,207.0,6.0,1418.0,0.9982835054397584,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dI1R0gIU4v4,2022-11-22,220.0,3.0,34300.0,-0.9954896569252014,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lNGXPSGXVDg,2022-12-22,229.0,1.0,69964.0,-0.9928659200668336,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hBKlbhrJtXM,2022-04-27,142.0,172.0,47885.0,0.9866808652877808,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
jZk4QypU0iY,2023-02-26,283.0,1.0,563.0,-0.9987062215805054,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kW60ea1GePA,2023-01-05,316.0,19.0,4831.0,0.9801733493804932,ABN,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ueq0D1dOy-o,2023-04-07,160.0,15.0,5085.0,-0.9984121322631836,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iD0-ITz5QWs,2022-05-28,110.0,351.0,118148.0,0.9972457885742188,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0N8Q32t7WZk,2023-02-03,305.0,1.0,777.0,-0.9909352660179138,TV5,Vidadala Rajini,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVCWC1K16hM,2023-01-04,335.0,5.0,928.0,0.9940696954727172,TV9,Vidadala Rajini,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
TT6LcM1EKkM,2022-12-10,268.0,12.0,10764.0,-0.9978103041648864,Sakshi,Vidadala Rajini,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
YM3b7_lGXlU,2023-04-06,331.0,84.0,23908.0,0.9974714517593384,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ww3X2HMOWns,2022-12-10,125.0,1.0,2162.0,0.9917975664138794,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hZJEhoajbng,2023-04-13,297.0,0.0,1269.0,0.9953340888023376,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q3C0PZjn-h0,2022-12-26,97.0,2.0,1639.0,0.994238257408142,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
bQCrM69hjvM,2023-03-24,272.0,1.0,768.0,-0.987585186958313,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4wdMr4ovZzk,2022-11-29,80.0,26.0,10965.0,-0.9916879534721376,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-LOrqOIDSYM,2023-04-21,207.0,6.0,1493.0,-0.9983444213867188,TV9,Vidadala Rajini,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AswcjfI4BQQ,2023-01-28,275.0,3.0,6139.0,0.9961950778961182,TV5,Vidadala Rajini,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q_Tebcc6vwk,2022-12-21,286.0,5.0,1174.0,0.9958052635192872,TV9,Vidadala Rajini,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
lJFz5OQaNiw,2023-01-24,285.0,4.0,1557.0,-0.9989866614341736,ABN,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y4uAFMA8N9E,2023-04-10,77.0,9.0,5568.0,0.9948051571846008,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMdjyg9gV5I,2022-12-16,147.0,1.0,1583.0,0.991337776184082,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vbhBi37F1K8,2022-12-05,208.0,8.0,9539.0,-0.9971676468849182,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hhd9bu4LQx8,2022-11-27,101.0,0.0,1700.0,-0.992572009563446,TV5,Vidadala Rajini,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5I6Az4EzCr0,2022-04-11,144.0,906.0,778931.0,0.9980548620224,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TKFtggR7hIE,2022-12-25,145.0,0.0,1233.0,0.992700695991516,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dbWOPEtIT1A,2023-04-03,140.0,29.0,23084.0,0.9928433299064636,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fgiIDsUoGNw,2023-04-07,95.0,53.0,13085.0,-0.9900951385498048,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOv9ozEkdSQ,2022-11-18,541.0,4.0,9150.0,0.992266833782196,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0
iM6Hg7ST_Zg,2022-11-03,115.0,4.0,2155.0,-0.9988002777099608,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
