ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,penukonda.png,vizianagaram_.png,gannavaram_vamsi.png,machillipatnam.png,jaggayyapeta.png,kodur.png,venkatagiri.png,vishakapatnam_west.png,kakinada.png,palakollu.png,rajinikanth.png,pulivendula.png,kanigiri.png,kalayan_durg.png,madugula.png,repalle.png,sattenapalli.png,paturi_nagabhusnam.png,rayachoti.png,paderu.png,nandikotkur.png,vizianagaram.png,tekkali.png,pawan.png
SEbPi0onGu0,2022-11-20,304.0,68.0,20924.0,-0.9975066781044006,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nhff1dzoIYU,2023-04-11,44.0,6.0,14852.0,-0.9955852031707764,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
g5Q000HGyxo,2023-04-18,275.0,4.0,2124.0,0.9976992011070251,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iumjMDJCUBk,2023-04-14,141.0,2.0,2271.0,-0.9953263998031616,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KkuQR6o-q_c,2022-11-09,327.0,3.0,1148.0,0.994843602180481,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q29urPG5o7E,2021-11-09,247.0,37.0,7953.0,-0.9991907477378844,Sakshi,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VQDX3gDN41o,2022-10-12,293.0,362.0,97369.0,-0.9948556423187256,Sakshi,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cJwBvK4QToE,2023-04-12,108.0,1.0,620.0,-0.9956411123275756,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WJagTN7HPhA,2022-10-29,280.0,51.0,18440.0,-0.9992712140083312,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fPIceOE-FbQ,2022-09-15,276.0,148.0,45282.0,-0.9863231182098388,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
_sILejKnMMc,2022-11-11,327.0,1.0,2522.0,-0.9908081889152528,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7vavLGzqfpM,2023-04-11,117.0,3.0,3610.0,0.9896339178085328,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6h1zX2ewaXI,2023-04-11,289.0,32.0,6106.0,-0.989059567451477,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
St61FRJpTM0,2023-04-11,279.0,11.0,3871.0,-0.9981940388679504,TV9,vizag steel plant,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
QXT03aDKWa4,2022-12-01,70.0,0.0,716.0,-0.9991350769996644,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
cNHOQo4MsDg,2022-11-12,180.0,8.0,3335.0,0.905691623687744,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
r_BRd4E0jpo,2023-04-21,163.0,4.0,1248.0,-0.9978906512260436,TV9,vizag steel plant,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XNg7b90kBVI,2023-04-12,194.0,7.0,1682.0,-0.9976601600646972,TV9,vizag steel plant,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
9m6-l3KHTOs,2023-04-12,308.0,9.0,3409.0,0.9900924563407898,TV9,vizag steel plant,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
CLBzM46bljY,2023-03-18,290.0,7.0,11218.0,-0.997051239013672,ABN,vizag steel plant,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
YCWf6cM9aPU,2023-04-12,182.0,9.0,2513.0,-0.9959231615066528,TV9,vizag steel plant,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
I0__BQHfOvI,2023-04-11,255.0,24.0,49034.0,-0.9954453706741332,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSX9yUiTo8Q,2023-04-11,185.0,4.0,783.0,-0.9955909252166748,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V6aduI68Ndw,2023-03-23,194.0,6.0,3856.0,-0.9980833530426024,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eHXaVzca7e8,2023-03-07,295.0,4.0,1335.0,0.9918689727783204,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UpTe1GVi7JY,2023-04-14,4065.0,32.0,11589.0,0.985161066055298,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MklkiW_F2fE,2023-04-11,7105.0,4.0,15158.0,0.9825294017791748,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meu2Aqo4I70,2023-04-17,181.0,12.0,2427.0,0.9965850114822388,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA2e1CqST2w,2023-04-11,215.0,2.0,1050.0,-0.9873814582824708,TV9,vizag steel plant,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
Rrn2skFCxgc,2023-04-11,57.0,0.0,1924.0,-0.9839611053466796,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
bZtxbd5hCMw,2022-11-09,69.0,0.0,492.0,0.9976599216461182,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jaK45GDcXUU,2022-10-15,120.0,6.0,3705.0,-0.9983585476875304,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
KkXhhbtezAE,2023-01-12,169.0,2.0,1052.0,0.997477114200592,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a-JO4Ns5NOA,2023-04-11,305.0,3.0,2364.0,0.9949790835380554,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rUIY4whko0I,2023-04-21,235.0,6.0,4326.0,0.9884922504425048,TV9,vizag steel plant,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
8CpyLoLOeVI,2023-04-20,224.0,4.0,2271.0,0.9963292479515076,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L_LfNgueKwM,2023-03-23,271.0,1.0,1109.0,-0.998754620552063,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R1rPDfiKNK8,2023-04-20,165.0,0.0,1533.0,-0.9991340041160583,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OjGBdJh81RU,2023-01-02,187.0,8.0,30347.0,-0.9882259964942932,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98A7iozD1R4,2022-11-08,100.0,3.0,3364.0,-0.9903576970100404,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xwk6PMfmaYU,2023-04-17,104.0,46.0,2112.0,-0.9987351298332214,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
gELey6OvoPg,2021-12-13,236.0,130.0,27013.0,0.9721092581748962,Sakshi,vizag steel plant,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
pLN0r89rjFM,2023-04-17,95.0,48.0,5693.0,-0.9983355402946472,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PYFl6dzyBJA,2022-11-08,235.0,16.0,2107.0,-0.9986901879310608,ABN,vizag steel plant,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
aTmnV6ZfK2U,2023-04-13,59.0,6.0,1724.0,0.984014332294464,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QRvW6YN5CyA,2023-04-15,33.0,0.0,1275.0,0.9981206059455872,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hdo0L6KMShE,2023-04-15,357.0,5.0,4390.0,0.9940199851989746,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
sER9_ZItqPM,2023-04-11,318.0,9.0,3173.0,-0.997162401676178,TV9,vizag steel plant,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
Wbwf5XVgCeo,2021-12-13,253.0,124.0,15357.0,-0.9958141446113586,Sakshi,vizag steel plant,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
yrm716HC9Jo,2023-04-14,275.0,1.0,579.0,-0.9980857372283936,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
q3mObreVexA,2023-04-10,205.0,56.0,8541.0,-0.9976364374160768,TV9,vizag steel plant,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8sbXYLXmc3w,2023-04-13,183.0,43.0,10622.0,-0.9977555871009828,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kFnKv6hOmco,2021-02-16,199.0,0.0,761.0,0.9821369051933287,Sakshi,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vW4gw-DHJBs,2022-11-20,245.0,5.0,3391.0,0.9848263263702391,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hvvd5weZN-o,2023-01-03,314.0,0.0,1657.0,0.9890583157539368,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CdCQahtrZiQ,2023-04-10,260.0,36.0,13498.0,-0.9869982600212096,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aYsvbRLdRLA,2022-11-09,75.0,0.0,994.0,-0.9920694828033448,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fUK3gpRgtfg,2023-04-11,347.0,18.0,9696.0,-0.9849971532821656,Sakshi,vizag steel plant,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
_xtfuFWre5U,2022-11-26,72.0,0.0,364.0,-0.99429190158844,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c6f9MDXJb7k,2021-12-13,233.0,57.0,12907.0,-0.9990498423576356,Sakshi,vizag steel plant,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
id9IXnw1O2E,2021-12-13,397.0,88.0,11377.0,-0.9971287846565248,Sakshi,vizag steel plant,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0
iziqz86SRR8,2022-10-16,446.0,14.0,4372.0,-0.9975278973579408,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
l3MfVr50qgM,2023-04-15,159.0,25.0,6150.0,-0.9874383807182312,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
orI9-_nxVQQ,2023-04-13,122.0,14.0,3371.0,0.9984714388847352,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EpnSSn5yf40,2023-04-13,191.0,5.0,2126.0,-0.9924048781394958,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
XyCF4UImXmA,2023-04-12,187.0,5.0,2578.0,-0.992997109889984,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
bkKNGEQhoKE,2023-04-11,205.0,15.0,4795.0,-0.9961299896240234,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FODQac6Tjvk,2023-04-15,61.0,0.0,731.0,0.7697749137878418,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zjjZVdqOvB0,2023-04-15,139.0,0.0,639.0,0.994873821735382,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0-3JaWXd4ro,2022-11-10,307.0,0.0,580.0,-0.998757004737854,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0DL1hPQok1g,2023-03-14,213.0,0.0,399.0,-0.9928529858589172,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOmRZPbUI5w,2023-03-07,262.0,1.0,789.0,-0.9989147186279296,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hQLCxoQlMV0,2021-12-13,633.0,114.0,48971.0,-0.9994385838508606,Sakshi,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MjUKznUB7Uw,2023-01-10,270.0,8.0,3036.0,-0.998596727848053,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
v3Y1-ab4h9Y,2023-04-11,355.0,19.0,9417.0,-0.9939152598381042,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VVc-SJjChxw,2023-04-13,326.0,5.0,3409.0,0.9944369792938232,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UV7TI60yEac,2022-10-31,135.0,6.0,7659.0,0.9884762763977052,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
l0JDziIzfmg,2023-04-20,252.0,0.0,1483.0,0.9958749413490297,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gcazNpby5dw,2023-04-13,211.0,110.0,48950.0,-0.9853479266166688,TV9,vizag steel plant,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
mZ2ljUHebN8,2021-02-17,414.0,3.0,4553.0,-0.9874438643455504,Sakshi,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vZ2juTP9SFk,2022-12-29,17.0,372.0,488019.0,0.995890200138092,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MitgrPIXVUk,2022-11-11,217.0,1.0,1097.0,-0.998784363269806,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P8sIfBJJMfA,2022-10-08,230.0,13.0,3917.0,-0.9983131885528564,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x0iSn86q5yI,2022-11-13,100.0,4.0,1044.0,-0.9992092251777648,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mjKoeiNPMmY,2021-02-17,228.0,1.0,4760.0,0.991859257221222,Sakshi,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ps9Y0X2jnTE,2023-04-10,154.0,4.0,1619.0,0.9794533848762512,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sNwZf97Lckw,2023-04-10,399.0,1.0,1276.0,-0.99765282869339,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wnlXaw9YLGE,2023-03-03,300.0,16.0,3051.0,0.9978378415107728,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mNLk4t1Ctp8,2022-04-02,203.0,139.0,47778.0,-0.996659517288208,Sakshi,vizag steel plant,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1lNCTvW-2H4,2021-08-30,223.0,3.0,725.0,0.9952213168144226,Sakshi,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KAAuo0UsgnU,2023-04-10,158.0,6.0,1618.0,-0.9947525262832642,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sGRStIlqIHU,2023-04-11,259.0,1.0,699.0,0.9947509169578552,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LMEr-Fthwa8,2023-04-11,308.0,9.0,2164.0,-0.9884248971939088,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-QnPsWLVn-o,2023-04-11,111.0,0.0,289.0,-0.9977703094482422,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I5__sFcrmLU,2023-03-28,199.0,0.0,314.0,-0.9957857728004456,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aMJauyF9ov8,2023-04-11,175.0,2.0,3114.0,-0.99345725774765,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kuI67j-S8kw,2023-03-15,227.0,13.0,2367.0,-0.9979089498519896,TV9,vizag steel plant,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
xJqyz-Aj41A,2022-11-04,78.0,3.0,991.0,-0.9973196387290956,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KoJJjBRNeJY,2023-04-11,616.0,6.0,1598.0,-0.993561029434204,Sakshi,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_OY0BG2-dfA,2021-12-10,251.0,2.0,2960.0,-0.9994237422943116,Sakshi,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UWu6MxmhGJs,2021-02-20,247.0,10.0,3203.0,0.9985472559928894,Sakshi,vizag steel plant,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
mdA9_I6WkU8,2023-03-14,315.0,76.0,44950.0,-0.9980424642562866,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
n6BsLePzuYI,2023-01-31,688.0,5.0,2447.0,0.9927124977111816,Sakshi,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EymTevzI-SI,2023-04-13,224.0,315.0,62512.0,-0.9970670342445374,Sakshi,vizag steel plant,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
dPYIYTAiJTM,2023-04-13,346.0,7.0,2527.0,-0.996764063835144,TV9,vizag steel plant,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h1ju1SGctfY,2023-04-11,207.0,0.0,1973.0,-0.9878427982330322,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
CR9ND-rhpaQ,2022-11-12,235.0,3.0,2208.0,-0.999467670917511,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VH67tOcfgY8,2023-04-10,101.0,1.0,645.0,-0.992533802986145,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kozh8Y_ACLE,2023-02-24,275.0,0.0,402.0,-0.998512089252472,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WtHCukAuCng,2022-10-10,95.0,0.0,1958.0,-0.996742308139801,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ly-CnDcNqj8,2023-01-11,232.0,1.0,1737.0,-0.9896592497825624,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LfBqOBbF1-c,2023-04-11,325.0,20.0,4609.0,-0.9965524673461914,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VHzx0OYJ1Eo,2021-02-16,274.0,2.0,3615.0,0.9959558248519896,Sakshi,vizag steel plant,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENv9bOpS5hA,2021-02-17,742.0,0.0,4442.0,0.998664379119873,Sakshi,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0eByJbEzaa0,2022-09-13,295.0,8.0,4841.0,-0.9988844990730286,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
EFPjK8Dn3b4,2023-04-18,321.0,24.0,45912.0,0.9623546600341796,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cM-h8LnbmdM,2023-04-13,135.0,28.0,96638.0,-0.9969528913497924,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BaPwBIhHzA0,2023-04-13,160.0,6.0,3013.0,0.9969452023506165,TV9,vizag steel plant,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Dexg-0HYVuc,2023-04-02,60.0,1.0,888.0,-0.993334412574768,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x75nh-vfWXo,2021-02-20,258.0,3.0,1530.0,0.9979373216629028,Sakshi,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C_RD6fg3ExI,2022-08-29,158.0,5.0,8670.0,-0.9921116828918456,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0Q4RTyi1L2Y,2023-04-13,284.0,2.0,787.0,0.9936833381652832,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPyEk3yxEdI,2023-04-13,159.0,0.0,990.0,0.9814824461936952,TV9,vizag steel plant,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cdCLen52YUM,2023-04-13,215.0,12.0,22039.0,-0.9944341778755188,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ozbk0XsRoT4,2023-04-15,45.0,1.0,324.0,0.9964779019355774,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5S99LH64_-U,2023-04-13,342.0,7.0,1010.0,-0.9820811152458192,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yCeRnYZGcWw,2023-04-10,266.0,1.0,928.0,-0.9979400038719176,TV9,vizag steel plant,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCiz13eOTiE,2023-02-11,235.0,2.0,2691.0,-0.9858426451683044,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cSZ_qRMLZFU,2023-04-14,39.0,1.0,7527.0,0.9930393099784852,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OVIJAykllYg,2023-04-11,309.0,2.0,1073.0,-0.9975639581680298,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sQeJY_lCjY4,2022-11-11,85.0,1.0,540.0,-0.983562171459198,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qTmtxVQxdKc,2023-04-11,58.0,2.0,7035.0,0.9582758545875548,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gh-CjTAqaXg,2023-01-03,218.0,19.0,150748.0,-0.9903296232223512,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aV4mjaJQMxQ,2023-04-17,108.0,269.0,28808.0,-0.9888150095939636,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZD28cGdNkKA,2023-04-02,138.0,6.0,2020.0,-0.9398004412651062,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVTW02gGUUk,2023-03-10,205.0,1.0,620.0,-0.9978610873222352,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
