ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,gandhar_nellore.png,kakinada.png,palakollu.png,gudivada.png,pulivendula.png,kalayan_durg.png,sattenapalli.png,Venkata_Mahesh.png,tekkali.png,pawan.png,Narasannapeta.png
_T3AiqLwJkQ,2023-03-01,313.0,4.0,863.0,-0.9992318153381348,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
ynzwjLWEasE,2023-03-12,293.0,6.0,2329.0,0.9982945322990416,Sakshi,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
uGm3e_OFTeI,2022-10-11,330.0,25.0,11140.0,-0.9950127005577089,TV5,bonda uma ,1,0,0,0,0,0,0,0,0,0,0
H43LZBe0iIc,2022-12-23,209.0,12.0,127954.0,0.9782228469848632,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
wMZrh0MYKpY,2022-10-26,214.0,10.0,1839.0,0.955585777759552,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
gczvoR8NAog,2023-02-25,2955.0,0.0,3509.0,0.9961666464805604,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
8kNHhCAypzo,2023-02-25,282.0,0.0,1017.0,-0.9969338178634644,TV9,bonda uma ,1,0,0,0,0,0,0,0,0,0,0
m8pdR7wM_7I,2022-04-23,357.0,97.0,26221.0,0.9959718585014344,Sakshi,bonda uma ,0,0,0,0,0,0,0,1,0,0,1
W2lugfyi_X8,2022-12-15,110.0,3.0,1163.0,-0.9979251623153688,TV5,bonda uma ,1,0,1,0,0,0,0,0,0,1,0
Cv7FbFqeVFk,2022-12-15,339.0,0.0,3550.0,0.9937517046928406,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
Jx_HfQ9vrTo,2023-03-17,270.0,0.0,565.0,0.99044668674469,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
YZbL_YyXcl4,2023-03-24,78.0,34.0,25687.0,0.9925261735916138,Sakshi,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
EKLqDmsJk9Q,2022-11-13,365.0,2.0,544.0,-0.9956172704696656,ABN,bonda uma ,1,0,0,0,0,0,0,0,0,0,0
gProIe78EJo,2022-01-22,202.0,32.0,16908.0,-0.9986355900764464,Sakshi,bonda uma ,0,0,0,1,0,0,0,0,0,0,0
U06KU6CG7Nc,2023-02-13,108.0,0.0,1927.0,0.9948688745498656,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
wWI42X7MUrM,2022-10-30,230.0,1.0,843.0,0.994828760623932,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
ZxjGrzwEpFo,2023-04-07,64.0,3.0,1671.0,-0.9977151155471802,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
mkgCcveO6OE,2023-02-02,192.0,55.0,41936.0,-0.9945271611213684,TV5,bonda uma ,0,0,0,0,0,0,1,0,1,0,0
cDXQhgsWtXY,2022-12-06,115.0,0.0,226.0,-0.990354299545288,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
Ui1QpfH6Dp0,2023-02-21,277.0,5.0,1035.0,-0.9990270137786864,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
QbHz6S9bnp0,2022-08-27,280.0,1.0,1053.0,-0.9962025284767152,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
V-Q83yeiW8I,2022-10-11,9190.0,4.0,17186.0,0.995546817779541,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
rHHka9wnVz0,2023-04-06,61.0,33.0,51708.0,-0.9993385672569276,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
t6ivVpMHm_Q,2022-12-12,332.0,1.0,1703.0,0.9938401579856871,TV5,bonda uma ,0,0,0,0,0,1,0,0,0,0,0
_OwcAFmK_wI,2022-12-02,218.0,2.0,19461.0,-0.9816837310791016,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
cVvsVqsjcZw,2023-02-22,63.0,5.0,9708.0,-0.9931871891021729,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
TbzEoO23RjU,2022-11-05,175.0,6.0,2680.0,-0.9980600476264954,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
KTkgfAkdV6k,2019-12-21,63.0,0.0,464.0,0.9978755712509156,Sakshi,bonda uma ,0,0,0,0,1,0,0,1,0,0,0
ZmXk1hdrzOs,2023-02-14,441.0,1.0,2031.0,-0.988283634185791,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
tubODVOEmtU,2023-04-11,320.0,1.0,1020.0,-0.9957778453826904,TV5,bonda uma ,1,0,0,0,0,0,0,0,0,0,0
nxdLE9ME1lg,2023-04-09,61.0,1.0,623.0,0.998243808746338,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
1Ex5qN7d4Xw,2023-04-01,146.0,2.0,1132.0,-0.9937089681625366,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
9ySu8y2gVFs,2023-02-21,282.0,9.0,7485.0,-0.9987939596176147,ABN,bonda uma ,1,0,0,0,0,0,0,0,0,0,0
DLWBAxqjCEw,2022-12-15,95.0,56.0,104358.0,-0.9975582361221312,TV5,bonda uma ,1,0,1,0,0,0,0,0,0,1,0
4xi0295g6hg,2023-04-07,153.0,9.0,2400.0,-0.9988447427749634,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
xfIkxi9XtZ0,2023-03-27,255.0,9.0,23578.0,-0.9969672560691832,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
pK14ymRzoTE,2023-02-23,184.0,20.0,12964.0,-0.998171091079712,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
HKzJu2fh68s,2023-03-12,75.0,6.0,23900.0,0.996422290802002,Sakshi,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
0DL1hPQok1g,2023-03-14,213.0,0.0,399.0,-0.9928529858589172,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
jXg5f-hQvM0,2023-04-18,122.0,6.0,2464.0,0.9964727759361268,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
11sZtaTAJy4,2023-01-25,172.0,9.0,1786.0,-0.9980289340019226,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
kXpTEtHXVuM,2023-02-02,47.0,2.0,860.0,-0.9989498257637024,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
Cg1xmByBXTo,2022-10-22,52.0,0.0,1128.0,0.995931088924408,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
OZikMANHHsA,2023-03-09,4030.0,0.0,1904.0,0.9978177547454834,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
240ilRjAm2U,2022-09-22,80.0,1.0,2816.0,-0.9946346282958984,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
bpluXkw-P78,2023-02-13,568.0,0.0,641.0,0.9958887696266174,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
uk4F2GUtz_E,2022-12-04,90.0,0.0,562.0,0.997399926185608,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
PCe_BjXBRh0,2023-02-05,110.0,2.0,772.0,-0.9980200529098512,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
yILV5CSdmKc,2022-08-25,325.0,17.0,25135.0,-0.9993657469749452,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
DHKfF0Gobxk,2023-04-19,79.0,1.0,2212.0,0.9979346990585328,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
TR4a8mDhEf4,2023-03-23,305.0,130.0,87117.0,0.9986224174499512,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
EaupHj74p50,2023-01-22,416.0,8.0,5825.0,0.9980358481407166,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
ZV7vt_vQG3U,2022-04-23,308.0,97.0,19566.0,-0.9960011839866638,Sakshi,bonda uma ,0,0,0,0,0,0,0,1,0,0,1
0tRVJsIfpXw,2023-01-16,190.0,2.0,68914.0,0.9967324733734132,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
MC6Cn6ulrPM,2022-11-10,413.0,3.0,5353.0,0.9984056353569032,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
5ya2ZccbRVg,2023-02-23,200.0,4.0,8928.0,-0.9981502294540404,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
A5j0D4NWJQg,2022-09-01,101.0,1.0,2006.0,-0.9991599321365356,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
_Tp3hMo3aXM,2022-11-29,215.0,442.0,704523.0,0.994289755821228,Sakshi,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
I5__sFcrmLU,2023-03-28,199.0,0.0,314.0,-0.9957857728004456,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
ImPpFyC3Urk,2023-04-06,159.0,50.0,87267.0,-0.991300642490387,Sakshi,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
0HLj4WJUTWw,2022-12-31,101.0,8.0,4277.0,-0.9959547519683838,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
tlIqtIyPexw,2023-03-26,38765.0,1.0,61493.0,0.9919720888137816,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
RdQlCXOFH2E,2022-12-14,277.0,1.0,2113.0,0.9987887740135192,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
nVB8kqdiGxQ,2023-02-25,264.0,0.0,314.0,-0.9886232614517212,TV9,bonda uma ,1,0,0,0,0,0,0,0,0,0,0
lCXzYc1tiBQ,2023-01-27,186.0,2.0,6244.0,0.990432858467102,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
MFO31B6BllQ,2023-03-15,147.0,15.0,5288.0,0.9980006814002992,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
Db9JzFCgwm8,2023-04-11,315.0,0.0,429.0,-0.998970627784729,TV5,bonda uma ,1,0,0,0,0,0,0,0,0,0,0
xNkUTd-Nvv0,2023-04-22,75.0,0.0,429.0,0.996753990650177,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
j0YLYoost_s,2022-12-02,162.0,0.0,1038.0,-0.997660994529724,TV5,bonda uma ,0,0,0,0,0,1,0,0,0,0,0
CNFjy40-dlw,2020-03-12,490.0,1.0,2643.0,0.998685657978058,Sakshi,bonda uma ,0,1,0,0,0,1,1,0,1,0,0
UKl6XltguB4,2023-01-05,399.0,1.0,679.0,0.9729127287864684,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
rpr_WJBQAm4,2023-03-01,246.0,3.0,1786.0,-0.994818150997162,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
ly-CnDcNqj8,2023-01-11,232.0,1.0,1737.0,-0.9896592497825624,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
KdiDfNaV4u4,2023-03-10,263.0,1.0,482.0,-0.9994328618049622,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
rhS81xN5aBU,2023-02-10,32.0,1.0,6448.0,0.9960837364196776,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
c2DUkt44zes,2023-01-26,251.0,18.0,13834.0,-0.9984385371208192,TV5,bonda uma ,0,0,0,0,0,1,1,0,0,0,0
W_Z6h4udQDQ,2022-09-12,243.0,14.0,6275.0,0.960915744304657,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
z3vTLx4QEAg,2023-01-05,420.0,20.0,1587.0,-0.9694412350654602,TV9,bonda uma ,1,0,1,0,0,0,0,0,0,1,0
zsgRbmFCZ8E,2023-04-11,330.0,2.0,2009.0,-0.9994139671325684,TV5,bonda uma ,1,0,0,0,0,0,0,0,0,0,0
qsf6yMzCckI,2023-03-10,269.0,0.0,587.0,-0.994971513748169,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
Dk8pZBuG0NU,2022-11-29,320.0,1.0,3751.0,0.9967216849327089,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
jtx6w482IpY,2022-12-20,204.0,0.0,2364.0,0.982479691505432,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
fqLzQ6gcEO8,2023-01-23,84.0,0.0,585.0,-0.9931801557540894,TV5,bonda uma ,0,0,0,0,0,1,0,0,0,0,0
VQuHdE3BCy4,2023-02-11,580.0,4.0,3120.0,0.9965382814407348,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
ndGqG4reF8Y,2022-10-06,78.0,27.0,6241.0,-0.9980383515357972,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
Hy6K2G68mZw,2023-02-05,63.0,2.0,756.0,-0.9972195625305176,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
WxH0WiBjTvg,2022-10-07,85.0,6.0,2326.0,-0.9989194869995116,TV5,bonda uma ,1,0,0,0,0,0,0,0,0,1,0
Bju1-aCUP7Q,2023-04-22,266.0,1.0,2322.0,-0.9993308782577516,ABN,bonda uma ,0,1,0,0,1,0,0,0,0,0,0
R7hhLQ3g7yo,2023-03-25,433.0,0.0,2392.0,0.9981655478477478,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
FmkKyDuEHrk,2023-02-22,52.0,2.0,2129.0,-0.998577117919922,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
_TFqLhD5Sow,2023-03-10,190.0,0.0,409.0,-0.9988032579421996,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
hgHpnglUHUs,2023-02-21,220.0,14.0,11595.0,-0.9989872574806212,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
6lWLuwpHLEI,2022-01-25,417.0,198.0,174312.0,-0.9902931451797484,Sakshi,bonda uma ,0,0,0,1,0,0,1,0,0,0,0
oUjAq6Fc-A0,2022-12-26,79.0,1.0,1435.0,-0.9935985803604126,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
HrP7HYhjEPg,2022-12-30,207.0,51.0,35451.0,-0.9915302991867064,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
9PVs74FhG8M,2023-02-25,263.0,7.0,684.0,-0.99909508228302,TV9,bonda uma ,1,0,0,0,0,0,0,0,0,0,0
7Sobb-e3sk4,2022-11-26,48.0,149.0,43564.0,0.99710875749588,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
ItzQaWYI0KU,2022-10-31,321.0,8.0,3699.0,-0.997717022895813,TV5,bonda uma ,0,0,0,0,1,0,0,0,0,0,0
2bqcovYqZYY,2023-04-13,274.0,19.0,11452.0,-0.9744516611099244,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
lE4nxzBXQvk,2023-04-01,290.0,0.0,2014.0,-0.9993355870246888,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
2lvp5GRGHtI,2023-02-13,27.0,0.0,4011.0,0.9953906536102296,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
k8ZvO_cGMC0,2022-08-29,305.0,3.0,3019.0,-0.6062717437744141,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
oLNkJBZKMsY,2023-03-22,279.0,21.0,3001.0,-0.9925423860549928,TV9,bonda uma ,0,0,0,0,0,1,0,0,0,0,0
1CHoeTU60ww,2023-03-28,299.0,4.0,2755.0,-0.9987001419067384,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
26LwRPinro8,2022-12-21,78.0,1.0,1625.0,0.9987229704856871,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
PZ7Qip96NeA,2023-01-17,266.0,0.0,721.0,-0.9988927245140076,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
tk3BQOAR2F8,2020-03-12,3037.0,24.0,26448.0,0.9983962178230286,Sakshi,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
Rj6_78gIRsY,2022-10-07,329.0,8.0,3053.0,-0.9979896545410156,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
5oVre9e4Q3Y,2022-12-15,110.0,1.0,2101.0,-0.9937415719032288,ABN,bonda uma ,1,0,0,0,0,0,0,0,0,0,0
1z5z6sDFfVU,2023-02-22,27.0,0.0,813.0,0.998781144618988,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
08ThaIZTu3w,2023-02-21,296.0,21.0,7248.0,-0.9992895126342772,ABN,bonda uma ,1,0,0,0,0,0,0,0,0,0,0
knwxVuwKD4Y,2022-12-17,22465.0,2.0,44367.0,-0.9651491045951844,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
w3JiAZgqKU4,2023-03-13,131.0,0.0,3115.0,0.9983201622962952,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
vAYBTB5NBb0,2023-01-26,169.0,0.0,1396.0,0.9969807267189026,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
gaGtzE34u24,2023-03-18,269.0,4.0,3412.0,0.9984285235404968,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
bmBiJu5mIJA,2023-01-11,370.0,0.0,804.0,-0.9982543587684632,TV5,bonda uma ,1,0,0,0,0,0,0,0,0,0,0
7GTN0FIedyo,2023-01-04,30.0,5.0,9597.0,0.9982561469078064,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
4WiELp9bzjc,2022-08-27,75.0,0.0,2104.0,0.9953430891036988,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
XPoJJy6Jolg,2022-09-15,300.0,18.0,5960.0,0.9946139454841614,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
mpWesTlkKz4,2022-12-10,262.0,0.0,850.0,-0.99733966588974,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
h6QB8ED4LJM,2023-03-16,259.0,0.0,1907.0,0.9979028701782228,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
6BiGjFNwZeI,2023-01-29,125.0,13.0,10656.0,0.9938071370124816,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
k2SD6WM85iQ,2023-03-29,73.0,5.0,763.0,0.9967722296714784,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
ZC7NDQCuzKY,2022-11-20,143.0,2.0,1033.0,-0.9970199465751648,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
B-SsxEw3D90,2023-01-25,276.0,1.0,248.0,0.9925791621208192,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
tOcT_fE_cbA,2022-07-09,230.0,20.0,14346.0,0.9986799359321594,Sakshi,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
QEkGRV_EScE,2022-11-21,254.0,0.0,2432.0,0.9861149787902832,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
wUPQ7KQUUkc,2023-02-18,82.0,1.0,823.0,0.9935826659202576,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
XE8TpAah4cM,2023-02-16,131.0,18.0,5925.0,0.994714081287384,Sakshi,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
a5KKerGd9cc,2022-11-26,228.0,63.0,15875.0,-0.9979959726333618,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
_pfDJAbr3YU,2023-02-23,255.0,40.0,22458.0,0.9914348721504213,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
CJ77aU3a-Qw,2023-01-01,234.0,0.0,778.0,0.9980886578559875,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
KEQbw71kcuk,2023-02-03,79.0,7.0,9829.0,0.9919262528419496,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
xigifynRA4I,2022-12-05,4180.0,1.0,5963.0,0.9857990741729736,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
3WFLRPoN8Co,2022-12-26,300.0,14.0,10356.0,-0.9981549382209778,ABN,bonda uma ,1,0,0,0,0,0,0,0,0,0,0
1dUifHvZWho,2023-03-02,60.0,39.0,56657.0,0.9961940050125122,Sakshi,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
nlyiy8opHcM,2023-04-12,230.0,2.0,3940.0,-0.8551573753356934,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
1uMiRxCAMWo,2023-01-18,209.0,4.0,1312.0,-0.9973944425582886,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
jfbkrRITGnc,2022-10-22,215.0,37.0,19089.0,-0.9987571239471436,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
LLr7GVnp19g,2022-12-23,75.0,13.0,25349.0,0.9965876340866088,Sakshi,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
QASW_fxmUDE,2022-08-26,183.0,0.0,1161.0,0.9857267737388612,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
BqKGhDhWUE0,2023-03-04,302.0,3.0,7626.0,0.9983773231506348,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
NFjqC2gHYWM,2023-02-21,302.0,1.0,460.0,-0.9986757636070251,ABN,bonda uma ,1,0,0,0,0,0,0,0,0,0,0
bAzgMT-4uvg,2023-03-09,358.0,10.0,491.0,-0.9979934692382812,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
pvOkxAORTIM,2023-04-07,83.0,27.0,13548.0,-0.9888405203819276,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
tdYR_JYxOIE,2023-03-11,178.0,6.0,1285.0,-0.9986138343811036,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
BrSTETWHjt4,2023-02-26,141.0,2.0,2568.0,-0.9947288632392884,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
Pif05VoZvA0,2023-01-25,128.0,3.0,1558.0,-0.9982348680496216,TV9,bonda uma ,0,1,0,0,0,0,0,0,0,0,0
OA4232GYGnc,2022-12-14,415.0,3.0,1803.0,-0.9551138281822203,ABN,bonda uma ,0,0,0,0,0,0,1,0,1,0,0
wbGCw5WvGKg,2023-04-04,223.0,2.0,1202.0,-0.9976231455802916,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
rcSEc76j6HI,2023-03-12,136.0,9.0,3199.0,-0.8883428573608398,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
iLWv-TK8Mhg,2023-01-27,181.0,28.0,6242.0,-0.99747496843338,TV9,bonda uma ,0,1,0,0,0,0,1,0,1,0,0
RPUd24x3U7A,2023-04-12,133.0,4.0,2876.0,-0.9992753863334656,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
dDCMqNMZ_xg,2023-04-05,174.0,8.0,3771.0,0.9976874589920044,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
iEFUR72X6uc,2020-03-12,182.0,1.0,1720.0,-0.9983599781990052,Sakshi,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
mwucjVBX4CE,2023-02-25,272.0,3.0,477.0,-0.99900621175766,TV9,bonda uma ,1,0,0,0,0,0,0,0,0,0,0
V7wVrlocnDE,2023-02-21,267.0,3.0,391.0,-0.9970468878746032,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
zFVp9O4v2sU,2023-01-28,31.0,0.0,487.0,-0.9952357411384584,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
HUthNH9iMVk,2019-06-29,28.0,0.0,2230.0,-0.998408019542694,Sakshi,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
4LtmTrR45k0,2023-01-15,210.0,3.0,53840.0,0.9953296184539796,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
e36e7igrSDE,2022-11-01,188.0,0.0,2227.0,-0.9867141842842102,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
ViM-CuyUgRk,2023-03-13,6554.0,4.0,8564.0,0.996465802192688,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
8xWmyOK0IRE,2023-03-26,278.0,3.0,2323.0,-0.999371349811554,TV5,bonda uma ,1,0,1,0,0,0,0,0,0,0,0
jhE8EByVkoo,2022-11-05,342.0,1.0,6879.0,-0.9937678575515748,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
NYUQnfl4eQE,2023-02-25,369.0,1.0,852.0,0.9963257908821106,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
KuX4NiKoR8o,2023-02-24,169.0,0.0,513.0,-0.9994275569915771,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
yevu-71KDuA,2023-02-25,173.0,4.0,827.0,-0.9906708002090454,TV9,bonda uma ,1,0,0,0,0,0,0,0,0,0,0
CmPxVD6dyTY,2023-01-23,449.0,9.0,7594.0,0.9984554052352904,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
L5NEqGpofMQ,2023-04-13,112.0,2.0,1803.0,0.9951175451278688,Sakshi,bonda uma ,0,0,0,0,1,0,0,0,0,0,0
y7MC3SN9m_c,2023-04-03,257.0,6.0,1596.0,-0.998954176902771,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
WGJR6kqs6R0,2023-03-09,297.0,7.0,1749.0,-0.9984232187271118,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
EyNvPGu0zVo,2023-01-17,435.0,1.0,630.0,0.989024579524994,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
5qQliWt3QRE,2023-04-20,40.0,0.0,1078.0,0.9909797310829164,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
fBAjx9IqaTg,2023-02-13,67.0,19.0,12902.0,-0.9969900846481324,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
Q4TDTwHzuB0,2023-03-10,276.0,1.0,533.0,0.9973664879798888,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
QvJ02okZw-c,2022-11-25,201.0,5.0,1497.0,-0.998263657093048,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
8aPdeIQKppc,2023-03-31,277.0,0.0,677.0,-0.8419522047042847,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
HDH5lJiJYeU,2022-09-29,120.0,0.0,1360.0,-0.9954662322998048,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
06pm1Iwyxzs,2023-02-25,264.0,2.0,296.0,-0.9923099279403688,TV9,bonda uma ,1,0,0,0,0,0,0,0,0,0,0
PkWAA9FQtFw,2023-04-15,67.0,0.0,504.0,0.9973326921463012,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
w9rA_uDzC-4,2023-02-20,90.0,1.0,1278.0,-0.9981744289398192,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
u4devJKCJFU,2023-02-23,230.0,23.0,23007.0,-0.9985923171043396,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
mCz-3VIhk-k,2023-03-13,283.0,1.0,3289.0,-0.9967034459114076,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
U8ldfBc8jDM,2022-11-27,261.0,1.0,1735.0,-0.9992228746414183,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
7XtmwAPp1gE,2023-01-23,180.0,2.0,1133.0,-0.9926429390907288,TV5,bonda uma ,1,0,0,0,0,0,0,0,0,0,0
idv0lIWCFg0,2022-12-04,60.0,46.0,29668.0,0.9944571256637572,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
KCGMaNijTyg,2022-11-29,235.0,1.0,561.0,-0.999459445476532,ABN,bonda uma ,1,0,0,0,0,0,0,0,0,0,0
