ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,punganur.png,raptadu.png,penukonda.png,vizianagaram_.png,ramkumar_reddy.png,gannavaram_vamsi.png,jaggayyapeta.png,Srungavarapukota.png,kodur.png,kadapa_l.png,srikakulam_.png,venkatagiri.png,urvakonda.png,Advocate _Sravan Kumar.png,srisailam.png,guntur_east.png,alur.png,vishakapatnam_west.png,undi.png,chodavaram.png,kakinada.png,narsapuram_l.png,tadikonda.png,eluru.png,venkat_krishna.png,palakollu.png,cheepurupali.png,penamaluru.png,myudukur.png,Rajam.png,pulivendula.png,kanigiri.png,vinukonda.png,sarvepalli.png,kalayan_durg.png,murthy.png,madugula.png,unguturu.png,mangalagiri.png,repalle.png,rajempet_l.png,sattenapalli.png,Venkata_Mahesh.png,prathipadu.png,paturi_nagabhusnam.png,bhimavaram.png,vijayawada_east.png,rayachoti.png,nandikotkur.png,vizianagaram.png,tadepalligudem.png,sambasivarao.png,tekkali.png,jammalamadugu.png,kadiri.png,hindupur.png,denduluru.png,pawan.png,Narasannapeta.png
QuuSLazyYCU,2022-10-17,275.0,7.0,4134.0,-0.9948533177375792,TV5,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hIaovz9XyE0,2023-04-05,110.0,0.0,2629.0,0.9881068468093872,TV5,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4Irk6_URFeE,2022-09-30,185.0,4.0,2181.0,-0.9645744562149048,TV5,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DF0Cc-bkyv0,2023-02-12,316.0,34.0,48267.0,0.9969791173934937,TV5,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ovq99Y-UFoU,2022-03-16,306.0,14.0,21469.0,-0.9993675351142884,Sakshi,Anam Ramanarayana Reddy,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
20_k2dlAO98,2023-01-19,82.0,1.0,3403.0,-0.9972813129425048,ABN,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iw3m3ps-SgI,2023-01-14,300.0,16.0,32165.0,-0.9889978766441344,TV5,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7WMMZj0QGbM,2023-03-01,150.0,114.0,62494.0,0.994472324848175,TV5,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WtjFAtiB8vk,2023-02-09,102.0,0.0,531.0,-0.9945040941238404,ABN,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gYbn4YOn-W0,2022-06-23,308.0,21.0,51597.0,-0.9795072674751282,Sakshi,Anam Ramanarayana Reddy,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
is-lhZnjcc4,2023-02-01,58.0,1.0,7536.0,-0.9994553923606871,ABN,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tlHxl6UdZw0,2023-03-15,290.0,1.0,4940.0,0.9954564571380616,TV5,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
_UJgsXxSvAk,2023-03-31,175.0,0.0,341.0,-0.9987523555755616,ABN,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B9UnL29S_N8,2023-01-31,148.0,473.0,210902.0,-0.9427080154418944,Sakshi,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5iKP5nRFyY,2022-12-29,265.0,2.0,9113.0,-0.9972261786460876,ABN,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l-hNQUYm1AA,2023-04-01,199.0,0.0,17880.0,-0.9741644263267516,TV9,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
HxX_845G8YU,2023-02-02,280.0,12.0,6881.0,0.7897443771362305,ABN,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChjLGkIqZdM,2023-02-27,314.0,4.0,4246.0,-0.9988250136375428,TV9,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O5QCOlmwvLU,2020-03-10,29.0,3.0,3626.0,0.9986889958381652,Sakshi,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R80NukmTStA,2023-01-23,244.0,1.0,1864.0,-0.9931098222732544,TV5,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
njo_nTcKwek,2023-02-06,151.0,0.0,7066.0,0.9143259525299072,ABN,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aaW7Xmp-w4o,2022-11-27,190.0,17.0,2136.0,-0.9977365732192992,ABN,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WFyqTqlwcjc,2023-03-25,154.0,36.0,94518.0,-0.9856306910514832,TV9,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rjBYo3c3Aoc,2022-10-31,226.0,0.0,1390.0,-0.9985637068748474,TV5,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oYnlzpHIa1M,2023-01-14,8414.0,3.0,10067.0,-0.9975923895835876,TV5,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WACK_4HvYig,2022-10-13,320.0,0.0,2143.0,-0.9913399815559388,TV5,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isv5CDdA9kA,2022-12-16,70.0,107.0,70494.0,0.9255467653274536,Sakshi,Anam Ramanarayana Reddy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
i6M2xViTE-w,2023-03-04,208.0,1.0,3528.0,-0.9906030893325806,Sakshi,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4gNrGrt-UHw,2023-04-11,262.0,6.0,4993.0,-0.998449444770813,TV9,Anam Ramanarayana Reddy,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77M8k1DRxE8,2023-02-01,268.0,11.0,16346.0,0.9941483736038208,TV9,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zV8dgInC4_g,2023-04-07,234.0,2.0,2099.0,-0.9990254640579224,TV5,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F82WMixvdkM,2023-03-26,21.0,1.0,1839.0,0.994202196598053,TV9,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D6H4Jf8dSLo,2022-03-09,208.0,2.0,4457.0,0.9980130195617676,Sakshi,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Re0LKK6bW5w,2021-02-17,211.0,4.0,6757.0,0.9959354400634766,Sakshi,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1TxHQl3732E,2023-02-22,33.0,10.0,8123.0,0.9974220991134644,Sakshi,Anam Ramanarayana Reddy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
jbGmJ-T8e8c,2023-03-26,244.0,1.0,2386.0,0.9936991930007936,TV9,Anam Ramanarayana Reddy,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Xo7F8qR7Fjk,2022-11-16,291.0,16.0,2641.0,0.996969997882843,Sakshi,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
4grGZ39Jcrc,2023-02-04,144.0,3.0,2683.0,0.9941774606704712,ABN,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IOr-wDfepVU,2022-11-11,166.0,0.0,1685.0,-0.9806267619132996,TV5,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L9rnwX3Wh48,2023-03-26,89.0,18.0,17424.0,-0.9939682483673096,TV5,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_IPvL-pPJV4,2022-11-11,115.0,0.0,704.0,0.9947559833526612,TV5,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cbacQ77spio,2023-03-13,219.0,11.0,29839.0,-0.9994353652000428,ABN,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TDsMzGOO7QA,2022-12-20,204.0,18.0,21626.0,-0.993137001991272,TV9,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jtxnq9MiCUg,2023-02-24,130.0,1.0,3968.0,-0.9981807470321656,TV5,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
c-636KXPOpY,2022-05-27,286.0,4.0,1855.0,-0.9908649325370787,Sakshi,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
eVoRnqwrYOE,2018-09-03,83.0,0.0,6993.0,0.9979199767112732,Sakshi,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GtFf5jYuZeQ,2023-03-26,300.0,96.0,40455.0,-0.9970478415489196,TV9,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIEWi3Xnu3c,2023-02-14,139.0,5.0,4066.0,-0.998930037021637,TV5,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMZUM6TcO4Y,2023-03-16,45.0,5.0,15490.0,0.9974116683006288,TV9,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eoNh_eV6tXI,2022-12-05,69.0,0.0,2523.0,-0.9967516660690308,TV9,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rM7iQdDhr9M,2023-04-17,267.0,1.0,5264.0,0.9866213798522948,TV9,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kDK_1Kx5a-w,2023-03-26,103.0,3.0,25533.0,-0.9980202913284302,TV5,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leRLIR86qq4,2022-11-10,35.0,2.0,3469.0,-0.9964689016342164,ABN,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pecxf7U9VYo,2022-05-28,159.0,498.0,135977.0,-0.9980100989341736,Sakshi,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QIpgCsLMq1Q,2023-03-14,180.0,3.0,12855.0,0.9821158647537231,Sakshi,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eoOxUUc38wI,2022-12-31,360.0,22.0,9414.0,-0.9970071911811828,ABN,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4YkHxX3uqyw,2022-10-03,163.0,4.0,3030.0,-0.998701810836792,TV5,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
yn3wfOX2Qfk,2022-11-22,295.0,6.0,2428.0,-0.9956509470939636,TV5,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y0t7H5C80q0,2022-10-01,228.0,16.0,28566.0,-0.9982768297195436,TV5,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
qnSxllO1SQE,2019-12-26,143.0,0.0,452.0,0.9781021475791932,Sakshi,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05y6v4gct88,2023-02-25,251.0,0.0,457.0,-0.9882110357284546,ABN,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mr5csQmDSws,2023-03-27,334.0,2.0,3442.0,-0.9920637011528016,TV9,Anam Ramanarayana Reddy,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6ntIGDeE-Vg,2023-03-03,283.0,9.0,2908.0,0.9985752105712892,TV9,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y9xI-wW7G0w,2019-06-30,121.0,0.0,5862.0,-0.9981600642204284,Sakshi,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g4CFa6CKMUE,2023-03-23,82.0,2.0,2316.0,-0.9978013634681702,TV9,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p7Mz99mbj_M,2023-02-04,151.0,3.0,3972.0,-0.9980291724205016,Sakshi,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jZ0VtFKH8kA,2022-09-23,90.0,0.0,774.0,-0.9637484550476074,TV5,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a20-IyCn-tA,2023-03-03,277.0,0.0,1819.0,-0.9917246699333192,TV5,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6R_fPgX13f0,2023-03-22,305.0,5.0,1722.0,-0.9992390871047974,TV5,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S9npJYigyW0,2022-11-27,68.0,0.0,1156.0,-0.9908213019371032,TV9,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mKEpL-aMUKA,2022-09-05,440.0,0.0,3266.0,-0.7320054769515991,TV5,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QLsOFkmcsWs,2022-12-23,252.0,18.0,8111.0,-0.991818904876709,Sakshi,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EiTkFydRYqs,2023-01-03,198.0,10.0,7848.0,-0.9970230460166932,TV9,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kC_v-fIqJLE,2022-11-21,188.0,2.0,12016.0,0.994716227054596,TV9,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0EHrYdZz_6I,2022-11-04,321.0,10.0,9182.0,0.996951937675476,Sakshi,Anam Ramanarayana Reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
