ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,kurnool.png,gandhar_nellore.png,banaganapalle.png,penukonda.png,vizianagaram_.png,rajempet.png,achanta.png,gannavaram_vamsi.png,machillipatnam.png,Srungavarapukota.png,tenali.png,kodur.png,srikakulam_.png,venkatagiri.png,urvakonda.png,alur.png,vishakapatnam_west.png,chodavaram.png,kakinada.png,narsapuram.png,narsapuram_l.png,puthalapattu.png,tadikonda.png,eluru.png,venkat_krishna.png,palakollu.png,narasaraopet.png,gudivada.png,penamaluru.png,myudukur.png,Rajam.png,pulivendula.png,vemuru.png,kanigiri.png,vinukonda.png,sarvepalli.png,vishakapatnam_south.png,kalayan_durg.png,kaikuluru.png,madugula.png,unguturu.png,repalle.png,sattenapalli.png,Venkata_Mahesh.png,prathipadu.png,paturi_nagabhusnam.png,nellore_rural.png,rayachoti.png,nandyal_l.png,myalavaram.png,nandikotkur.png,vizianagaram.png,tadepalligudem.png,sambasivarao.png,tekkali.png,hindupur.png,pawan.png,kakinada_city.png,Narasannapeta.png,tirupati_l2.png
ViU3Zg-d0R0,2023-03-08,152.0,2.0,573.0,-0.9659832119941713,TV5,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LIbSq65Wba4,2023-03-19,346.0,0.0,2454.0,0.9904049634933472,TV9,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W09ihvfBnko,2023-03-24,372.0,1.0,1612.0,-0.995534896850586,TV9,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_VdenC16Ow0,2022-09-26,250.0,18.0,11400.0,-0.999123513698578,TV5,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-Ir-xno4AcU,2023-02-04,57.0,3.0,20031.0,-0.9994627833366394,TV9,Kakani,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
CamOEMZNIqY,2023-04-06,288.0,1.0,4918.0,0.9885510802268982,TV5,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL8_0CHclHQ,2023-01-26,144.0,3.0,4609.0,0.9948835968971252,Sakshi,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agzs-IVAXkw,2022-10-11,76.0,19.0,5760.0,-0.99835205078125,Sakshi,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ToKsr5WnHQo,2023-03-09,160.0,2.0,1278.0,-0.9986240863800048,TV5,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ViSb9hUyWIo,2022-02-11,154.0,194.0,131697.0,-0.998829185962677,Sakshi,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBQwa1hlzbY,2022-09-08,18306.0,10.0,35914.0,0.9939529299736024,TV5,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QDDvbuVtQAQ,2023-02-07,333.0,6.0,1680.0,-0.9981617331504822,ABN,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
pi1Haj5NUiI,2023-03-21,278.0,13.0,3190.0,-0.9984569549560548,TV9,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rLuhtoX_JY8,2023-03-08,302.0,5.0,3566.0,0.99787175655365,TV9,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
whZ1OfdbEbM,2022-10-13,101.0,66.0,36750.0,-0.9952752590179444,Sakshi,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vPvUZPydEtI,2023-04-21,227.0,126.0,36305.0,0.9954079985618592,Sakshi,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r2w_a87LUrM,2023-03-16,130.0,45.0,77776.0,-0.9908086657524108,Sakshi,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sKyjelPb_QQ,2022-03-09,74.0,21.0,18954.0,-0.980115294456482,Sakshi,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IzvUmFiNMpU,2022-09-07,290.0,7.0,938.0,-0.9932346940040588,TV5,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
felkF-pPnyA,2022-12-07,147.0,0.0,11034.0,0.9946362376213074,Sakshi,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PoSXyUM5YLE,2022-03-10,683.0,15.0,7920.0,0.9937135577201844,Sakshi,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hptuJtz97SQ,2023-02-03,7637.0,4.0,38107.0,-0.9846639037132264,TV9,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894rHmkVMlc,2022-07-13,204.0,11.0,3589.0,-0.9994080066680908,Sakshi,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qx0yhF8vO5o,2021-02-16,320.0,0.0,5036.0,0.9910224676132202,Sakshi,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lXw44H_uR4M,2023-03-16,260.0,5.0,3076.0,-0.9984886646270752,TV9,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eZ2yHG8b8cM,2023-03-20,215.0,6.0,7198.0,-0.99799382686615,ABN,Kakani,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
WUlY5rq3z0g,2023-03-01,240.0,2.0,730.0,0.9859858751296996,TV9,Kakani,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
LOCivbhzNd4,2022-11-28,322.0,115.0,22704.0,-0.9966374635696412,TV9,Kakani,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
h16C8gqw-W8,2023-03-09,215.0,4.0,718.0,-0.998111128807068,TV5,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n_KxFDik0GI,2022-08-29,277.0,27.0,6454.0,-0.9944104552268982,TV5,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n_YFOupe0Kg,2022-12-01,291.0,9.0,1740.0,-0.9987192153930664,TV9,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F4LZ7fGaTHM,2023-01-26,197.0,84.0,85984.0,-0.9865342378616332,TV5,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WXFcKVhGDjI,2023-02-04,262.0,4.0,2017.0,-0.9969173669815063,TV9,Kakani,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
J4TYRHN6zNA,2022-12-27,308.0,45.0,10212.0,0.9951215386390686,Sakshi,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rUa5HhcDH5w,2023-04-05,125.0,1.0,1427.0,0.9977287650108336,TV9,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HufjC0ZcdQw,2022-11-19,865.0,4.0,2010.0,0.976780891418457,TV9,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-id3-nximx8,2023-03-26,324.0,13.0,12219.0,-0.9968292117118835,TV9,Kakani,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SceE6EE9eIo,2021-02-16,234.0,1.0,585.0,0.9931907057762146,Sakshi,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t5k8CzRmNxM,2023-04-03,489.0,3.0,3318.0,0.998364508152008,Sakshi,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N7x4jSkPuO0,2022-06-17,270.0,7.0,5719.0,-0.9938316345214844,Sakshi,Kakani,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8a1989qCNOQ,2022-12-01,268.0,1.0,2253.0,-0.999061405658722,TV9,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NHeZ4xSaTX0,2022-01-04,167.0,133.0,47132.0,-0.9985104203224182,Sakshi,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNrHHldKPJs,2023-02-07,175.0,2.0,1144.0,-0.9977346658706664,ABN,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aJsGVj-jxsY,2023-01-04,255.0,7.0,28096.0,-0.9904708862304688,TV5,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iWtVZj2w-Oo,2023-02-06,360.0,93.0,58353.0,0.9735894203186036,TV9,Kakani,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iV8RXvHKrNA,2022-12-16,1197.0,15.0,3613.0,0.9912904500961304,Sakshi,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5PmNEQFEFro,2023-02-26,212.0,1.0,7880.0,0.9854778051376344,TV9,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lbup_OYfG2E,2023-04-13,105.0,1.0,3564.0,-0.999278962612152,TV5,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VHxrQKOhhF4,2022-12-31,3375.0,1.0,3471.0,0.9901406168937684,TV9,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5c7YPWNrFDo,2022-10-30,160.0,0.0,477.0,0.9975922107696532,TV5,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
sqxp__ECAFw,2022-06-17,244.0,25.0,26438.0,0.9923526644706726,Sakshi,Kakani,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
q5rbHYS7KC8,2022-12-09,241.0,37.0,62681.0,0.9970109462738036,Sakshi,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s8x_hK7xUpQ,2022-12-06,523.0,15.0,3213.0,-0.998233437538147,Sakshi,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
t_lPzAk56SM,2021-02-20,213.0,0.0,2274.0,0.998498558998108,Sakshi,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z6udof8-gk4,2022-10-09,194.0,4.0,1851.0,-0.9899410605430604,Sakshi,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TLX0-q9mKcQ,2022-12-01,231.0,2.0,22348.0,-0.9966452717781068,TV9,Kakani,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mqb88ru1RSc,2022-08-22,119.0,35.0,4433.0,-0.983911395072937,TV5,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRQF7zdKhlA,2022-05-07,115.0,38.0,6539.0,-0.994038224220276,Sakshi,Kakani,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tCX9qJh6EH4,2023-03-16,194.0,3.0,2108.0,-0.9986502528190612,TV9,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JaS33W4dE5s,2022-08-22,90.0,4.0,2508.0,-0.9984706044197084,TV5,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rWAWJS5Z7r0,2022-11-10,372.0,5.0,1841.0,0.9969311952590942,TV5,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DF0Cc-bkyv0,2023-02-12,316.0,34.0,48267.0,0.9969791173934937,TV5,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZuftFEjhMWI,2022-12-24,305.0,4.0,1191.0,-0.9956811666488647,TV9,Kakani,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
fIV8YOyA1OM,2022-12-30,335.0,0.0,754.0,-0.9992604851722716,ABN,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GMC_QPcTDuk,2022-08-02,166.0,1.0,1352.0,0.9946829676628112,Sakshi,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7fF7VuxuUjE,2022-09-30,75.0,1.0,3023.0,0.771534264087677,TV5,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MWQ7vbaY6zs,2023-01-07,252.0,3.0,4905.0,-0.9962660670280457,TV9,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XPZ7FbfjmtM,2022-11-24,41625.0,1.0,32974.0,-0.991236925125122,ABN,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vek6wLFsF90,2022-12-31,501.0,14.0,4532.0,-0.9944652915000916,Sakshi,Kakani,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
c06SI4mH26I,2022-11-12,215.0,9.0,7036.0,0.9808014035224916,TV5,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vutxw_6zbGI,2023-03-29,331.0,8.0,10189.0,0.9975793957710266,TV5,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M6p_a8MPq9o,2023-02-03,299.0,2.0,2185.0,-0.9988510608673096,TV9,Kakani,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
KZX9EuD0_OQ,2022-12-01,340.0,24.0,14912.0,-0.9905717372894288,TV5,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OtEgneQjhSQ,2023-02-26,72.0,0.0,505.0,0.99854975938797,TV9,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06a5b0v0A1g,2023-03-01,282.0,1.0,348.0,-0.9740138053894044,TV9,Kakani,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5g-ELxywdPg,2022-11-25,150.0,1.0,647.0,0.9986600875854492,TV9,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AsoKJJwyuHs,2023-04-08,526.0,34.0,9499.0,0.9839407801628112,Sakshi,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zMz5p9O2pIE,2023-01-30,464.0,1.0,499.0,-0.9981610178947448,TV5,Kakani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
