ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,raptadu.png,kurnool.png,gandhar_nellore.png,penukonda.png,vizianagaram_.png,vijayawada_l.png,gannavaram_vamsi.png,machillipatnam.png,jaggayyapeta.png,tenali.png,kodur.png,srikakulam_.png,venkatagiri.png,urvakonda.png,mummidivaram.png,alur.png,vishakapatnam_west.png,chodavaram.png,kakinada.png,eluru.png,venkat_krishna.png,palakollu.png,rajinikanth.png,gudivada.png,peddapuram.png,mandanapalli.png,myudukur.png,Rajam.png,pulivendula.png,kanigiri.png,kalayan_durg.png,kaikuluru.png,madugula.png,unguturu.png,repalle.png,sattenapalli.png,Venkata_Mahesh.png,paturi_nagabhusnam.png,rayachoti.png,nandikotkur.png,tadepalligudem.png,tekkali.png,pawan.png,kakinada_city.png
PG_l-Xyf8tM,2023-02-08,120.0,5.0,14614.0,0.9977402687072754,Sakshi,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDWAcw7MIzg,2022-12-27,210.0,11.0,4679.0,0.995884358882904,Sakshi,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I5__sFcrmLU,2023-03-28,199.0,0.0,314.0,-0.9957857728004456,ABN,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xqy2Z4XEoXw,2023-01-18,150.0,6.0,8004.0,-0.9989074468612672,ABN,perni nani ,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kuI67j-S8kw,2023-03-15,227.0,13.0,2367.0,-0.9979089498519896,TV9,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
IARDtM5z7vo,2022-09-08,324.0,150.0,55344.0,-0.9848902821540833,Sakshi,perni nani ,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qogMHthCwEA,2023-02-02,491.0,142.0,75906.0,0.9975334405899048,Sakshi,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77Et5b0r2gI,2022-09-18,275.0,82.0,29542.0,0.9950462579727172,TV5,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ZBR7fqZw-aQ,2021-12-08,305.0,497.0,300484.0,0.9960119724273682,Sakshi,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wlk2x_hHnCI,2022-10-05,95.0,1.0,1237.0,-0.9921091198921204,TV5,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fdat-Jg_Beo,2020-03-09,1051.0,4.0,1987.0,-0.9308420419692992,Sakshi,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EymTevzI-SI,2023-04-13,224.0,315.0,62512.0,-0.9970670342445374,Sakshi,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
t6QiqPELA5o,2023-02-03,42895.0,27.0,160763.0,0.9950029253959656,Sakshi,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7jyH9qfcAls,2022-11-28,172.0,11.0,1430.0,-0.9987812638282776,Sakshi,perni nani ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kELT1dE-U4A,2022-06-28,823.0,905.0,516317.0,-0.9921026825904846,Sakshi,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xNkUTd-Nvv0,2023-04-22,75.0,0.0,429.0,0.996753990650177,TV5,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fvPJEmDCYVU,2023-01-12,125.0,1.0,514.0,0.9984978437423706,TV5,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cKDppOPXnek,2022-12-01,249.0,1.0,2031.0,0.9783529043197632,ABN,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4wn-QfwQdW4,2023-02-23,49.0,0.0,910.0,-0.997919499874115,TV9,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6jRQx8ls7Y0,2023-02-11,118.0,138.0,85708.0,-0.9982559084892272,TV9,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tH4AVF0eNN8,2023-01-12,99.0,6.0,8344.0,0.9975503087043762,TV5,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ykPBYow0gOs,2023-02-01,580.0,181.0,123906.0,0.996340036392212,Sakshi,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4nMqkQR5-Lw,2022-12-01,368.0,2.0,2560.0,0.9930288195610046,ABN,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMgqfDGqAd4,2022-08-27,220.0,1.0,7084.0,-0.9983069896697998,TV5,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ly-CnDcNqj8,2023-01-11,232.0,1.0,1737.0,-0.9896592497825624,TV9,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LXC93M8f-3o,2022-11-27,330.0,59.0,13954.0,-0.9817054271697998,Sakshi,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OhwVV-o1a94,2022-09-26,115.0,15.0,4852.0,0.9930568933486938,TV5,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4hYXnBDmeYw,2023-04-13,234.0,6.0,2718.0,-0.9984526634216307,Sakshi,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
R5MnbmY7EQ0,2022-12-05,237.0,0.0,453.0,0.9642865061759948,TV9,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IilIQjzardk,2023-02-27,228.0,0.0,1034.0,-0.994316041469574,TV5,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm3kBJeDxWQ,2023-01-25,32.0,0.0,603.0,-0.9973690509796144,TV5,perni nani ,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
dY_Z-zxWmdw,2022-12-27,58.0,10.0,2762.0,-0.9972994923591614,ABN,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KKSRzFCpG6U,2023-01-18,208.0,0.0,710.0,-0.9974393844604492,ABN,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Km4-tAk9upU,2023-01-18,79.0,81.0,51162.0,-0.9981048107147216,Sakshi,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rhS81xN5aBU,2023-02-10,32.0,1.0,6448.0,0.9960837364196776,TV9,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krdn6rE9XRw,2022-12-25,183.0,8.0,2994.0,-0.9989125728607178,TV9,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TadLJtORRWI,2022-11-05,327.0,17.0,18449.0,-0.9991937279701232,ABN,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8TAN33tyi5Q,2023-01-13,218.0,19.0,1459.0,-0.9987334609031676,Sakshi,perni nani ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_vyyIEQfdtI,2021-12-17,70.0,119.0,31896.0,-0.8632583022117615,Sakshi,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
bFrLpNPVD4o,2022-06-28,168.0,76.0,111894.0,-0.9909371733665466,Sakshi,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XyzGcO6fUB8,2021-03-02,246.0,8.0,4729.0,-0.9977184534072876,Sakshi,perni nani ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
4Mruz5wqn8I,2022-06-20,89.0,34.0,18172.0,0.9973875880241394,Sakshi,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6bhIBCuBg9w,2023-01-12,240.0,175.0,10907.0,0.9856058955192566,ABN,perni nani ,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r6gyfnblumo,2023-01-15,279.0,27.0,92500.0,0.997860848903656,TV9,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VQuHdE3BCy4,2023-02-11,580.0,4.0,3120.0,0.9965382814407348,ABN,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0jPZtx0l9qI,2022-04-07,386.0,176.0,75171.0,-0.9982149600982666,Sakshi,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naTHeR3Ch7U,2023-03-14,87.0,84.0,7229.0,0.9964979887008668,Sakshi,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4jSXOefB-hA,2023-04-13,250.0,19.0,12740.0,0.997739553451538,TV5,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ndGqG4reF8Y,2022-10-06,78.0,27.0,6241.0,-0.9980383515357972,TV5,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hy6K2G68mZw,2023-02-05,63.0,2.0,756.0,-0.9972195625305176,TV9,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6hezfAUSwxg,2022-04-07,181.0,43.0,31276.0,0.9979361295700072,Sakshi,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z0JIxr-0-LM,2023-04-17,265.0,14.0,4970.0,-0.997975528240204,TV9,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D8HtaomPwlU,2023-02-21,140.0,13.0,5211.0,-0.9979687333106996,ABN,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mXKwF8JOeOI,2022-11-27,181.0,7.0,3076.0,-0.998528003692627,TV9,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f8Zof-hfsx4,2022-11-25,305.0,6.0,2643.0,-0.9990744590759276,TV5,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCh2Bv-NbAQ,2022-11-22,305.0,1.0,2563.0,-0.9981600642204284,TV9,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NIrY5QmfKYQ,2022-10-13,79.0,2.0,2695.0,-0.996535062789917,TV5,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
_I02JLvwqHE,2022-01-22,105.0,24.0,12548.0,-0.9982908368110656,Sakshi,perni nani ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LMXS6M8aoFA,2022-11-27,184.0,5.0,2829.0,-0.9985587000846864,TV9,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z2lyaLJ0eQg,2023-01-02,592.0,81.0,49968.0,-0.9976407289505004,Sakshi,perni nani ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sWLxSQpLmt8,2022-09-10,100.0,4.0,2805.0,0.965592920780182,TV5,perni nani ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vOvhoN_roug,2022-03-15,264.0,453.0,114443.0,-0.9985694885253906,Sakshi,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W_Bxc94I9RU,2023-01-02,143.0,6.0,1844.0,-0.999426245689392,Sakshi,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BXdRYF5wDmY,2022-08-18,516.0,504.0,267841.0,-0.9777712821960448,Sakshi,perni nani ,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
4ECo5Mv5fmE,2022-12-05,171.0,10.0,2851.0,-0.9992538094520568,ABN,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
QtXnv3PXwmY,2023-04-16,382.0,41.0,34846.0,0.9960948824882508,TV5,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEJAHN7nEYM,2022-06-12,223.0,253.0,101319.0,0.998362362384796,Sakshi,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poa410admxM,2022-12-27,529.0,69.0,28476.0,0.993099570274353,Sakshi,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ZMPa8e4_OUE,2022-01-10,43.0,39.0,49409.0,-0.9768381118774414,Sakshi,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC-hQ2v-eM8,2022-06-09,260.0,133.0,52755.0,0.9938912391662598,Sakshi,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISwXaND1Z-E,2022-11-10,202.0,4.0,960.0,0.9971517324447632,ABN,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7Sobb-e3sk4,2022-11-26,48.0,149.0,43564.0,0.99710875749588,TV9,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kfXESjce8Tc,2023-02-11,161.0,14.0,11489.0,-0.9896336793899536,Sakshi,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OgktJOUDYTg,2023-03-13,309.0,4.0,1673.0,0.9776081442832948,TV9,perni nani ,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAPB1z6fa8k,2022-06-08,526.0,49.0,13485.0,-0.994617760181427,Sakshi,perni nani ,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oLNkJBZKMsY,2023-03-22,279.0,21.0,3001.0,-0.9925423860549928,TV9,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JVKN-JpsFsc,2022-06-12,132.0,82.0,17291.0,0.9952300786972046,Sakshi,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Id_UR9qLfdk,2022-10-20,245.0,5.0,4585.0,-0.997444748878479,TV5,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iDms89qIZ2Q,2022-10-15,639.0,312.0,279916.0,0.9961218237876892,Sakshi,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VdyzOsvRfpk,2023-03-29,303.0,68.0,40450.0,-0.9964680671691896,Sakshi,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ttOm9Kmz_D0,2023-01-21,100.0,1.0,1319.0,0.9811764359474182,TV9,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26LwRPinro8,2022-12-21,78.0,1.0,1625.0,0.9987229704856871,ABN,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G4aUQYb6Ygc,2022-08-15,636.0,210.0,859940.0,0.9984334111213684,Sakshi,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rj6_78gIRsY,2022-10-07,329.0,8.0,3053.0,-0.9979896545410156,TV5,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jrox23M9KdM,2021-12-28,2506.0,11.0,26157.0,0.9952067732810974,Sakshi,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yn6h9bOG-Tw,2022-06-12,140.0,116.0,71127.0,0.9982728958129884,Sakshi,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mgvtN_CrV_I,2021-11-20,362.0,12.0,1470.0,-0.9989500641822816,Sakshi,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bsDhTrFygZ4,2022-02-10,137.0,160.0,142581.0,0.9988539218902588,Sakshi,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gzbOnL-9YiA,2021-12-28,308.0,36.0,12368.0,-0.9984306693077089,Sakshi,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iNJ4y97BooI,2023-01-12,206.0,726.0,60881.0,-0.9895852208137512,Sakshi,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wKuqqCfUKwk,2023-02-05,332.0,4.0,6197.0,-0.9933934807777404,TV9,perni nani ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
OPagCxRsdJE,2022-08-22,352.0,401.0,84995.0,0.994375705718994,Sakshi,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MdnSPa17MUQ,2021-11-09,191.0,6.0,3056.0,0.9935518503189088,Sakshi,perni nani ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RkVgRx8LMnQ,2022-03-29,271.0,66.0,14264.0,0.9107549786567688,Sakshi,perni nani ,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xbACCC8YT0Y,2022-09-11,100.0,0.0,1469.0,0.9958680868148804,TV5,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm1SlPIyU0A,2023-03-02,54.0,2.0,7088.0,-0.9994789958000184,ABN,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vAYBTB5NBb0,2023-01-26,169.0,0.0,1396.0,0.9969807267189026,TV9,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
