ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,raptadu.png,kurnool.png,gandhar_nellore.png,penukonda.png,vizianagaram_.png,vijayawada_l.png,gannavaram_vamsi.png,machillipatnam.png,jaggayyapeta.png,tenali.png,kodur.png,srikakulam_.png,venkatagiri.png,urvakonda.png,mummidivaram.png,alur.png,vishakapatnam_west.png,chodavaram.png,kakinada.png,eluru.png,venkat_krishna.png,palakollu.png,rajinikanth.png,gudivada.png,peddapuram.png,mandanapalli.png,myudukur.png,Rajam.png,pulivendula.png,kanigiri.png,kalayan_durg.png,kaikuluru.png,madugula.png,unguturu.png,repalle.png,sattenapalli.png,Venkata_Mahesh.png,paturi_nagabhusnam.png,rayachoti.png,nandikotkur.png,tadepalligudem.png,tekkali.png,pawan.png,kakinada_city.png
XIy1aDzvSOY,2023-01-12,135.0,91.0,9154.0,-0.9984638690948486,TV9,perni nani ,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QQtNXtKqyc8,2023-01-12,176.0,266.0,23084.0,-0.9979718327522278,Sakshi,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
u92eDHFxR34,2022-01-27,148.0,129.0,99215.0,0.9691109657287598,Sakshi,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eDf_I8F7fvA,2023-04-04,129.0,0.0,1718.0,-0.999311089515686,ABN,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ItpeVp_7zk4,2023-01-13,208.0,34.0,3200.0,-0.9983417987823486,Sakshi,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cPQOVKU_e5Q,2022-01-23,247.0,140.0,39340.0,-0.9986758828163148,Sakshi,perni nani ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
_EYNnqPzHDA,2022-07-09,373.0,357.0,279219.0,-0.9826197624206544,Sakshi,perni nani ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PDhZjKYzBbM,2023-02-02,548.0,23.0,8448.0,0.9969083666801452,Sakshi,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
HE-LStc1vSY,2023-01-02,282.0,15.0,6548.0,-0.998619794845581,TV9,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jeJJLafGBIU,2023-04-13,79.0,2.0,2526.0,-0.9913819432258606,ABN,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2hLYOq-pCdA,2022-10-31,533.0,32.0,6527.0,0.9985296726226808,Sakshi,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jS4-l5HM9nI,2022-12-02,188.0,3.0,2096.0,-0.9974418878555298,ABN,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lYahkyijyDY,2022-04-29,203.0,0.0,427181.0,-0.9987391829490662,Sakshi,perni nani ,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
q5rbHYS7KC8,2022-12-09,241.0,37.0,62681.0,0.9970109462738036,Sakshi,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y7XkrhoC0W4,2022-12-12,521.0,39.0,16936.0,0.9965623021125792,Sakshi,perni nani ,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
zgryVtO78lI,2022-09-06,115.0,1.0,2540.0,-0.9896753430366516,TV5,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eowEaYhsC4o,2023-02-02,326.0,3.0,2401.0,0.9930599927902222,TV9,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
TLX0-q9mKcQ,2022-12-01,231.0,2.0,22348.0,-0.9966452717781068,TV9,perni nani ,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7mkgTXW9j0s,2022-10-24,284.0,1.0,698.0,-0.9970079064369202,ABN,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77SRMi_kAjU,2023-02-27,199.0,3.0,1048.0,-0.9960998296737672,TV9,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obyTX6Rruzw,2023-02-06,522.0,0.0,1019.0,0.9913990497589112,TV9,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
_h5aEQsSeFo,2022-10-18,354.0,455.0,75961.0,-0.9983785152435304,Sakshi,perni nani ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lyEB9XiLw1M,2022-07-09,389.0,51.0,19803.0,0.9309064149856568,Sakshi,perni nani ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DF0Cc-bkyv0,2023-02-12,316.0,34.0,48267.0,0.9969791173934937,TV5,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zwEcuyem9S8,2023-03-14,315.0,5.0,1980.0,0.9983125925064088,TV5,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oUXJ7vacOeg,2023-02-27,338.0,1.0,4204.0,-0.967359185218811,TV9,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qa2-22LkkAk,2023-01-20,340.0,0.0,3196.0,-0.9935513734817504,ABN,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0ZHRbcztSIo,2022-10-18,111.0,59.0,50527.0,-0.986205756664276,TV5,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GJvt-Wz25u0,2023-03-13,534.0,49.0,9569.0,0.9880993962287904,Sakshi,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9yY5ecDT0J0,2023-01-17,101.0,21.0,40969.0,-0.9987707734107972,TV9,perni nani ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5KqFLUoHFlY,2022-06-30,4698.0,2.0,2082.0,0.9924412965774536,Sakshi,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yeik4Zb1YGY,2022-12-10,179.0,5.0,1787.0,-0.9919945001602172,TV5,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wlyiiXbDztc,2022-03-14,291.0,47.0,23823.0,-0.9855247139930724,Sakshi,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-uKk_jl268w,2022-12-04,80.0,4.0,3929.0,-0.6073750257492065,TV9,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nepx56HLPfY,2023-04-03,320.0,3.0,4823.0,0.9950683116912842,TV9,perni nani ,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
zt1_Hf0M4mw,2022-10-16,121.0,4.0,2169.0,0.993958592414856,TV5,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pH6W7i9f0eM,2022-12-08,98.0,3.0,1623.0,-0.997931718826294,ABN,perni nani ,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tcCOzfJuOVY,2020-03-11,160.0,13.0,18519.0,0.9927776455879213,Sakshi,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOrce0pIUKM,2022-12-09,150.0,6.0,1993.0,0.9966277480125428,TV5,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGo2CLIBXVw,2022-09-27,100.0,50.0,6799.0,-0.9994792342185974,TV5,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
s190R4AvDVU,2023-02-27,314.0,2.0,1425.0,-0.9872927665710448,TV9,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VfUBMxXFwIY,2022-07-11,307.0,574.0,98224.0,0.994877278804779,Sakshi,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sy8WhnTpjco,2022-06-30,261.0,301.0,164427.0,-0.9831504225730896,Sakshi,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WeFU4dxLpms,2022-04-04,296.0,77.0,53853.0,-0.996232807636261,Sakshi,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wyzgurIcJy8,2022-04-07,2256.0,12.0,105227.0,0.9965303540229796,Sakshi,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YNpelxdWIIY,2022-11-24,60.0,1.0,680.0,-0.9796637296676636,TV5,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8QzsiVPvSfk,2023-03-30,53.0,4.0,2604.0,-0.997391939163208,TV9,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eZeKIn06tAk,2023-02-12,108.0,3.0,4941.0,0.9967564940452576,TV9,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eMgxH4kZxqU,2022-12-24,294.0,0.0,3097.0,-0.9994484782218932,TV9,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e_4TBHig5kU,2023-01-27,513.0,90.0,33694.0,0.9979187846183776,Sakshi,perni nani ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_-yTWyRcQWE,2021-02-18,50.0,1.0,3154.0,0.998681366443634,Sakshi,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MVs_dE4xmYA,2022-09-13,77.0,50.0,23644.0,-0.9985107779502868,TV5,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2PYvJbVOuAA,2022-08-18,18514.0,15.0,61593.0,0.9983794689178468,Sakshi,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ciDq44YP4Bk,2023-02-15,32.0,0.0,342.0,-0.997102439403534,TV9,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lt4sQQgYSSM,2022-06-12,122.0,38.0,31896.0,0.9966506361961364,Sakshi,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jW4eriz9_as,2022-10-17,245.0,0.0,519.0,-0.9884288907051086,ABN,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
nPUaoLpGFeY,2022-12-18,113.0,56.0,22178.0,0.996364951133728,TV5,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vQgDUiMk35U,2023-01-02,308.0,1.0,697.0,-0.9981274008750916,Sakshi,perni nani ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-mOdpDRbmd0,2022-02-10,217.0,293.0,209144.0,0.997582197189331,Sakshi,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cbacQ77spio,2023-03-13,219.0,11.0,29839.0,-0.9994353652000428,ABN,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TDsMzGOO7QA,2022-12-20,204.0,18.0,21626.0,-0.993137001991272,TV9,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ylMuGHcXFwc,2022-03-15,188.0,62.0,12018.0,-0.9978893399238586,Sakshi,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uYgmgL_D6Po,2021-08-07,152.0,6.0,4640.0,0.9977726340293884,Sakshi,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAz8ZU4BJmM,2022-11-27,174.0,4.0,784.0,-0.999466598033905,TV9,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gdMS5Mflfgk,2023-02-21,330.0,225.0,267923.0,0.9908844828605652,ABN,perni nani ,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uH3VXotROcg,2022-07-11,20315.0,34.0,92870.0,0.9945730566978456,Sakshi,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DevSBeoXXKs,2022-02-25,251.0,86.0,23880.0,-0.997024953365326,Sakshi,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3hoFJDdZ5hE,2023-01-17,256.0,4.0,9516.0,-0.9834221005439758,Sakshi,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYD9N26VzpE,2022-11-27,269.0,11.0,5959.0,-0.9946488738059998,TV5,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NQgqGK0QWoc,2023-02-23,21.0,9.0,13390.0,0.9966942071914672,TV9,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSlogXb40Fc,2023-02-13,195.0,3.0,4742.0,0.9924591183662416,ABN,perni nani ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-9XgCOreHtM,2023-04-12,244.0,1.0,3335.0,-0.9992212057113647,ABN,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STE1IRTHhoY,2023-02-07,853.0,80.0,80394.0,0.973947286605835,Sakshi,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53iMF9CoEic,2022-11-23,284.0,42.0,14942.0,-0.9937711358070374,TV9,perni nani ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
DafPSBIDqRw,2023-01-12,1165.0,478.0,71079.0,-0.9949992895126344,Sakshi,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QQ2OzdHsGkE,2022-12-29,250.0,1.0,1519.0,-0.9979864358901978,ABN,perni nani ,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
iGRwxMq9pqU,2022-12-27,489.0,212.0,58987.0,0.9912342429161072,Sakshi,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QIpgCsLMq1Q,2023-03-14,180.0,3.0,12855.0,0.9821158647537231,Sakshi,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Dfa98gj4IM,2023-01-21,90.0,21.0,11936.0,0.9930241107940674,TV5,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rzexkv2cfSY,2023-01-06,274.0,22.0,13239.0,-0.999234676361084,ABN,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G4XW1zQVoI4,2023-04-12,62.0,2.0,1455.0,0.9985200762748718,TV5,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jRtb77CCrbg,2022-07-11,231.0,48.0,13219.0,-0.9852277040481568,Sakshi,perni nani ,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ek1ZKr0DeA4,2022-11-05,68.0,2.0,1082.0,0.9983030557632446,ABN,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6kzhVHKt9UM,2023-02-12,235.0,6.0,1187.0,-0.9994369149208068,ABN,perni nani ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mKKtQX4j4t4,2023-04-17,236.0,5.0,1863.0,-0.9972431659698486,Sakshi,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dAQCh3kzDuY,2023-04-06,1542.0,9.0,2861.0,0.9986633062362672,Sakshi,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LgBgEusyqNY,2023-03-15,292.0,7.0,2216.0,-0.9990863800048828,TV9,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ugs76ijXREU,2023-03-23,178.0,48.0,141873.0,0.9841030836105348,TV5,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LYIr6A3muY0,2023-01-27,298.0,404.0,102123.0,-0.997269570827484,Sakshi,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S9npJYigyW0,2022-11-27,68.0,0.0,1156.0,-0.9908213019371032,TV9,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WMHlwVfOjNU,2022-07-09,1903.0,370.0,204556.0,0.998116374015808,Sakshi,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tI3zxbhNvNo,2022-06-27,400.0,765.0,157440.0,0.9985972046852112,Sakshi,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kC_v-fIqJLE,2022-11-21,188.0,2.0,12016.0,0.994716227054596,TV9,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0EHrYdZz_6I,2022-11-04,321.0,10.0,9182.0,0.996951937675476,Sakshi,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WCMCIwha6o4,2023-03-15,337.0,8.0,1482.0,-0.99686998128891,TV9,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h_dLF-mUGAo,2021-12-28,140.0,198.0,52547.0,-0.9992793202400208,Sakshi,perni nani ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w6NtAeG_1TI,2022-02-27,368.0,341.0,185419.0,0.9948561191558838,Sakshi,perni nani ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
