ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,penukonda.png,vizianagaram_.png,thamballapalle.png,amalapuram.png,Srungavarapukota.png,kodur.png,srikakulam_.png,venkatagiri.png,guntur_east.png,alur.png,vishakapatnam_west.png,undi.png,kakinada.png,eluru.png,venkat_krishna.png,palakollu.png,kondapi.png,penamaluru.png,myudukur.png,Rajam.png,pulivendula.png,kanigiri.png,sarvepalli.png,kalayan_durg.png,pedana.png,kaikuluru.png,madugula.png,sattenapalli.png,Etcherla.png,Venkata_Mahesh.png,vizianagaram.png,tekkali.png
LudSGYZBiJA,2023-04-15,271.0,0.0,436.0,-0.9981101751327516,TV9,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qCft7uM6JVQ,2022-11-27,42.0,1.0,806.0,-0.997775137424469,TV9,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
gNzmEMEhmTc,2022-12-31,30830.0,10.0,9535.0,0.9936625957489014,Sakshi,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WQ8dh4pmQPo,2023-03-12,264.0,11.0,962.0,-0.9992468357086182,TV9,jogi ramesh ,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
QHjx3m760yU,2022-11-04,42895.0,12.0,30784.0,-0.9952221512794496,Sakshi,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MbwxnvnSRo8,2023-01-07,266.0,1.0,692.0,0.9909490942955016,ABN,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nJW8Si-_xYc,2022-09-16,505.0,2.0,3418.0,-0.9883829951286316,Sakshi,jogi ramesh ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
n_KxFDik0GI,2022-08-29,277.0,27.0,6454.0,-0.9944104552268982,TV5,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BzyNmDC2yV8,2023-01-13,300.0,117.0,16602.0,0.9964917302131652,TV9,jogi ramesh ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
BFcl3qsUu3s,2023-01-06,217.0,1.0,2015.0,-0.9983748197555542,ABN,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hj5_Vrp4uh4,2022-12-15,101.0,1.0,663.0,-0.9971700310707092,Sakshi,jogi ramesh ,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
eBWV14waToE,2022-12-21,98.0,2.0,1933.0,0.997403085231781,TV9,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
rUa5HhcDH5w,2023-04-05,125.0,1.0,1427.0,0.9977287650108336,TV9,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WUfuqVRsj9I,2023-01-27,105.0,29.0,11080.0,-0.9967915415763856,TV5,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ykW4khCW3yA,2022-11-13,595.0,25.0,2944.0,0.9821614027023317,Sakshi,jogi ramesh ,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
bLcsvn4QaWs,2022-09-21,136.0,8.0,2388.0,-0.9987239241600036,TV5,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
wOr-osfq7IU,2020-03-13,1012.0,5.0,1934.0,-0.998434603214264,Sakshi,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sC6KLsD_Ams,2022-08-02,542.0,6.0,1854.0,0.9978579878807068,Sakshi,jogi ramesh ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GWXj4LYHwoQ,2022-06-15,332.0,148.0,43448.0,-0.9970762729644777,Sakshi,jogi ramesh ,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1
TLX0-q9mKcQ,2022-12-01,231.0,2.0,22348.0,-0.9966452717781068,TV9,jogi ramesh ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI5Ezoytkic,2022-03-24,294.0,0.0,8810.0,-0.9982353448867798,Sakshi,jogi ramesh ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IfVcmfRVXjw,2023-03-04,299.0,3.0,1436.0,0.9952333569526672,TV9,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
xBkxdsoR79A,2022-07-04,794.0,10.0,2354.0,-0.9974415302276612,Sakshi,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FfAtU6sj0X8,2022-08-25,210.0,75.0,54109.0,-0.9898790121078492,Sakshi,jogi ramesh ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
DF0Cc-bkyv0,2023-02-12,316.0,34.0,48267.0,0.9969791173934937,TV5,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qMKKHbI0Dpc,2021-02-13,198.0,16.0,14945.0,0.9983670115470886,Sakshi,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iTKCwQvMWx8,2022-12-13,110.0,4.0,1148.0,0.9915008544921876,Sakshi,jogi ramesh ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5KqFLUoHFlY,2022-06-30,4698.0,2.0,2082.0,0.9924412965774536,Sakshi,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XZmMWCEBfGs,2022-12-10,295.0,6.0,11632.0,-0.988419771194458,Sakshi,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jOred9DMiFw,2023-04-03,332.0,14.0,5759.0,0.996800661087036,TV9,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
WO59xSxYSiQ,2023-03-14,282.0,7.0,7348.0,0.9310043454170228,TV9,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HWKxCl36Jnk,2023-02-17,1522.0,29.0,7410.0,0.9903809428215028,Sakshi,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AYOXPcKJ0vM,2023-01-28,135.0,5.0,2157.0,0.9985395669937134,ABN,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MsYI3fenJsk,2022-10-15,330.0,0.0,5492480.0,-0.9981328845024108,TV5,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tsQ-YzjDVLI,2023-02-06,101.0,2.0,2078.0,-0.9989014863967896,ABN,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M8vM12RIVS0,2023-01-07,241.0,0.0,480.0,-0.9934225678443908,ABN,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nULt4SMSRvk,2022-09-03,15561.0,4.0,12723.0,0.991609513759613,Sakshi,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sy8WhnTpjco,2022-06-30,261.0,301.0,164427.0,-0.9831504225730896,Sakshi,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
upYnTcV4_WY,2022-08-19,205.0,17.0,8406.0,-0.9981362819671632,Sakshi,jogi ramesh ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
eWQETt6QADI,2022-11-03,1490.0,13.0,5867.0,0.991609513759613,Sakshi,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TDsMzGOO7QA,2022-12-20,204.0,18.0,21626.0,-0.993137001991272,TV9,jogi ramesh ,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
dr4LPqR4rUw,2022-06-11,2357.0,17.0,18090.0,0.9943962097167968,Sakshi,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D3q8DAB36zQ,2022-10-19,142.0,2.0,1524.0,-0.998946487903595,ABN,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IsRPsPRP8X4,2023-01-17,236.0,4.0,2083.0,0.9914684295654296,TV9,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pecxf7U9VYo,2022-05-28,159.0,498.0,135977.0,-0.9980100989341736,Sakshi,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
huTwfX5TIf0,2022-10-28,294.0,4.0,1412.0,0.9968639612197876,TV5,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bhbBayBfIss,2022-12-07,228.0,2.0,953.0,0.9979808926582336,Sakshi,jogi ramesh ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
vnJeKQGz3DQ,2022-10-02,504.0,20.0,3458.0,-0.9982093572616576,Sakshi,jogi ramesh ,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
S9npJYigyW0,2022-11-27,68.0,0.0,1156.0,-0.9908213019371032,TV9,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WvwLa_IdrwE,2022-11-23,309.0,4.0,944.0,-0.9993230104446412,Sakshi,jogi ramesh ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
xXMw4ppl5h8,2022-01-11,1340.0,8.0,13516.0,0.9926345944404602,Sakshi,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P_m8ypUpt1Y,2022-05-31,1785.0,4.0,14275.0,0.9906793236732484,Sakshi,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0hjHqgxogoM,2022-07-13,306.0,42.0,27736.0,-0.9851568937301636,Sakshi,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kC_v-fIqJLE,2022-11-21,188.0,2.0,12016.0,0.994716227054596,TV9,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rdh_X-xk57k,2023-02-27,260.0,1.0,594.0,0.9908135533332824,TV9,jogi ramesh ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vHKX9ttrgCQ,2022-11-21,225.0,15.0,3423.0,-0.9934684038162231,ABN,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MEDWw6bTlNI,2022-12-18,149.0,18.0,12690.0,0.9941062927246094,Sakshi,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dUM2QL4G4tA,2023-03-08,226.0,0.0,46766.0,-0.9899062514305116,TV9,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KFQurOg_d14,2022-11-07,334.0,2.0,1466.0,0.9973763227462769,Sakshi,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
xG9Q9g5mmF4,2022-12-09,245.0,4.0,2185.0,-0.9947564601898192,ABN,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195R-jx1dOs,2022-11-04,540.0,34.0,2150.0,-0.9978308081626892,Sakshi,jogi ramesh ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
TCfdYByFcus,2023-01-11,345.0,1.0,2691.0,-0.9991796612739564,ABN,jogi ramesh ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vXdR5U4lvGM,2022-11-27,237.0,0.0,2082.0,0.9972509741783142,TV9,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P_hKP4ws2sg,2022-10-18,172.0,164.0,27650.0,-0.9878113865852356,Sakshi,jogi ramesh ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
cvnccnPAo2U,2023-02-24,140.0,3.0,1752.0,0.9969214797019958,ABN,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
su7SDEw6t2M,2022-05-31,472.0,74.0,41030.0,0.9873806238174438,Sakshi,jogi ramesh ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Eqsp8MEc9fo,2022-10-12,316.0,42.0,15494.0,0.998273491859436,TV5,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VsdT1am6qWk,2023-04-08,309.0,0.0,849.0,0.9977208971977234,ABN,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3VLtRJTO6AY,2022-03-10,1664.0,14.0,4077.0,-0.9850788116455078,Sakshi,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35KMo3UKSSA,2022-05-22,24228.0,12.0,23848.0,0.9923765063285828,Sakshi,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wY3l2E3hfN8,2022-06-06,7994.0,6.0,8383.0,0.9943962097167968,Sakshi,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KsGd4BMZSUw,2023-01-04,248.0,14.0,1829.0,-0.9993689656257628,TV9,jogi ramesh ,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
aQG2x6FOSzo,2023-04-10,148.0,2.0,1370.0,-0.997878909111023,ABN,jogi ramesh ,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zeMBTC-jWKo,2022-11-28,153.0,77.0,15021.0,-0.9932008385658264,Sakshi,jogi ramesh ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
KrwNrqcWDag,2022-10-02,15358.0,0.0,7282.0,0.9920406937599182,Sakshi,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qroLQ3hlsi8,2023-03-23,108.0,15.0,4805.0,0.997116208076477,TV9,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shphVBHYWME,2022-11-27,328.0,17.0,4034.0,-0.9987329840660096,TV9,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
XmGztkyMm5Q,2023-03-19,60.0,7.0,2295.0,-0.9994558691978456,TV9,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dUeqpuU--0k,2023-04-11,155.0,3.0,634.0,0.998160183429718,TV9,jogi ramesh ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nkep4oy7POI,2023-01-31,345.0,51.0,71559.0,-0.9976654052734376,ABN,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
uNShgyasofc,2022-11-24,146.0,0.0,903.0,0.971345841884613,TV9,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ktubtDOoauo,2022-10-18,305.0,29.0,2095.0,0.9889484643936156,ABN,jogi ramesh ,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
RzHaXQUhn8U,2022-10-18,280.0,16.0,3319.0,-0.9892343282699584,ABN,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vng-04XoqPY,2022-04-28,275.0,315.0,111257.0,-0.9944615364074708,Sakshi,jogi ramesh ,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
gawnyt6u2SA,2022-09-13,504.0,121.0,25706.0,-0.9991912245750428,Sakshi,jogi ramesh ,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
MBe63BVWjfo,2022-03-05,351.0,58.0,11209.0,-0.9911288022994996,Sakshi,jogi ramesh ,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
um2ImorezsI,2022-09-30,70.0,0.0,1205.0,-0.9826481938362122,TV5,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l7s4M2qNE-8,2023-02-09,179.0,5.0,5489.0,0.9951478838920592,ABN,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
jjvfimZ1PV4,2022-06-30,418.0,94.0,134144.0,-0.987716019153595,Sakshi,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W_bB4xcy1LU,2022-12-06,441.0,4.0,1661.0,0.9884757995605468,Sakshi,jogi ramesh ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
8ZJuNRihoKo,2022-08-30,197.0,1.0,404.0,-0.9959568381309508,TV5,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3sTiC6McXPg,2022-11-13,466.0,10.0,2111.0,0.9981186985969543,Sakshi,jogi ramesh ,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
ecUwa9Usesk,2022-02-03,277.0,76.0,7443.0,0.995826780796051,Sakshi,jogi ramesh ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
vn-kXP2t0tE,2023-03-23,314.0,77.0,31489.0,-0.9988954067230223,TV9,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPpv-GPX5iQ,2022-12-03,162.0,0.0,1331.0,-0.9883954524993896,TV5,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rHXVA23fDKc,2022-03-21,153.0,1.0,836.0,-0.9934784173965454,Sakshi,jogi ramesh ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
v-ObKrn8eIk,2022-02-12,411.0,47.0,14752.0,-0.9956647753715516,Sakshi,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
CApkgyG4JjM,2023-04-03,305.0,0.0,1391.0,0.9957951307296752,TV9,jogi ramesh ,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sdufPIKdDR8,2022-02-21,93.0,5.0,4692.0,0.996485471725464,Sakshi,jogi ramesh ,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2rRoRadEihM,2022-09-19,265.0,1.0,2550.0,-0.992180585861206,TV5,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J6QByrHHhAk,2023-02-27,428.0,1.0,501.0,0.9974156618118286,Sakshi,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LDwtIZ-NHTM,2022-03-21,196.0,1.0,2188.0,0.988994300365448,Sakshi,jogi ramesh ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HxCoFcis5mI,2022-09-30,186.0,49.0,10082.0,-0.98954039812088,Sakshi,jogi ramesh ,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
UPycpN825aQ,2022-12-09,276.0,0.0,1095.0,-0.9993391633033752,TV9,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
KdgStVs9wUA,2022-01-11,305.0,19.0,2658.0,-0.990969717502594,Sakshi,jogi ramesh ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
R7cBVBLkomo,2023-03-16,95.0,0.0,4210.0,0.994429886341095,Sakshi,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
hO6KEQ58zwY,2022-09-13,534.0,7.0,1359.0,0.9890769720077516,Sakshi,jogi ramesh ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Fh1__J3EXpU,2022-11-03,263.0,0.0,709.0,-0.998034417629242,ABN,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
mMw5bJuuLTs,2022-10-26,9491.0,3.0,9528.0,0.9936623573303224,Sakshi,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UL3acoyOhcU,2022-10-27,1945.0,6.0,2704.0,0.9962588548660278,Sakshi,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-8j7ZEG3JKE,2022-11-29,112.0,0.0,1263.0,-0.9972221851348876,TV9,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1ki9xXlrwAQ,2022-04-02,386.0,61.0,27509.0,0.9895337224006652,Sakshi,jogi ramesh ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
q0CU7IXRUOU,2022-08-22,489.0,158.0,13122.0,0.9915195107460022,Sakshi,jogi ramesh ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4Wx2c4bqC4Y,2023-02-21,258.0,2.0,1113.0,0.9975033402442932,TV9,jogi ramesh ,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6nLXQ7gUjw0,2022-07-05,2640.0,18.0,24356.0,0.9943960905075072,Sakshi,jogi ramesh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
