ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,punganur.png,raptadu.png,kurnool.png,vizianagaram_.png,tenali.png,kodur.png,venkatagiri.png,urvakonda.png,Advocate _Sravan Kumar.png,guntur_east.png,narsapuram_l.png,eluru.png,venkat_krishna.png,palakollu.png,pedakurapadu.png,macherala.png,Nellimarla.png,penamaluru.png,myudukur.png,pulivendula.png,vinukonda.png,sarvepalli.png,kaikuluru.png,unguturu.png,mangalagiri.png,repalle.png,sattenapalli.png,Venkata_Mahesh.png,paturi_nagabhusnam.png,rayachoti.png,pamarru.png,nandikotkur.png,tadepalligudem.png,sambasivarao.png,tekkali.png,hindupur.png,denduluru.png,pawan.png,kakinada_city.png,Narasannapeta.png
I6XOQf1_rAY,2023-01-22,428.0,36.0,10502.0,-0.998128354549408,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
QeLfMr_0bWA,2022-11-11,73.0,0.0,1037.0,-0.7889353632926941,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_OY0BG2-dfA,2021-12-10,251.0,2.0,2960.0,-0.9994237422943116,Sakshi,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jVi0hQx_kjk,2022-12-01,170.0,2.0,1431.0,-0.9994008541107178,ABN,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
_FKGawjvQh8,2023-04-22,145.0,72.0,45268.0,-0.998344659805298,TV5,raghurama ,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hIuXXXMCwQs,2023-03-08,221.0,249.0,76162.0,-0.9928733110427856,Sakshi,raghurama ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ygEXFjFLGeg,2023-04-20,195.0,8.0,18434.0,-0.9987199306488036,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZBR7fqZw-aQ,2021-12-08,305.0,497.0,300484.0,0.9960119724273682,Sakshi,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XCumfvWfsf0,2022-11-21,220.0,25.0,10215.0,-0.9989315867424012,ABN,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
J0OElKAVNK4,2023-04-18,170.0,19.0,16361.0,-0.9702136516571044,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
fD4k90JvHAY,2023-01-09,352.0,16.0,5994.0,0.9987741112709044,Sakshi,raghurama ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85FB07FqTX8,2023-01-23,135.0,6.0,6979.0,-0.9932674169540404,ABN,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
pq6R1DYmpHc,2023-03-18,205.0,76.0,33087.0,0.9971269965171814,TV5,raghurama ,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x8iGRzhHTFQ,2022-12-29,125.0,3.0,1522.0,-0.998780071735382,ABN,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
Q5Qrjzen-sA,2022-09-07,305.0,7.0,2293.0,-0.9971045851707458,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tpcu2JI-Epo,2023-04-13,57.0,52.0,21683.0,-0.9872140884399414,Sakshi,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N4sHkD9Qtng,2023-01-05,175.0,2.0,1809.0,-0.9984813332557678,TV5,raghurama ,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
J7ELQemddpI,2023-03-23,255.0,18.0,17825.0,-0.996990203857422,TV5,raghurama ,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
IVnv92Sub-8,2023-03-17,191.0,42.0,30553.0,-0.9987824559211732,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_nchTI_Pqas,2023-03-14,180.0,8.0,12018.0,0.9987760186195374,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
rQ6hpNGkMcA,2022-11-23,380.0,18.0,8844.0,0.9937306642532348,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ly-CnDcNqj8,2023-01-11,232.0,1.0,1737.0,-0.9896592497825624,TV9,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rwiSsnIW_kg,2023-01-05,215.0,5.0,3429.0,-0.9859215617179872,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OZRfie9V3lk,2023-02-03,12815.0,1.0,32848.0,0.9840775728225708,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F7SWuQcAnAw,2022-09-19,163.0,27.0,10399.0,-0.9963215589523317,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IrfN9PSXiHU,2023-01-03,355.0,6.0,6857.0,-0.9926984906196594,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
b5fYlIasQgg,2022-11-23,190.0,2.0,999.0,-0.9994256496429444,ABN,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
xIPQ3XekwEo,2022-12-12,185.0,0.0,5472.0,-0.998262345790863,ABN,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8dZe94rfz7Y,2022-11-14,100.0,2.0,3427.0,-0.9994508624076844,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0CWrv_lu9oc,2023-04-16,100.0,25.0,9717.0,0.9978764057159424,TV5,raghurama ,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
_7--WVdDgrc,2023-03-24,200.0,26.0,22018.0,0.9938887357711792,TV5,raghurama ,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rhS81xN5aBU,2023-02-10,32.0,1.0,6448.0,0.9960837364196776,TV9,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1FsPaBRtS0,2023-02-11,231.0,1.0,2296.0,-0.991977035999298,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yo2rkHWd89Y,2022-11-23,195.0,10.0,3709.0,-0.9994520545005798,TV5,raghurama ,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
sc0uLlDLVSU,2022-09-04,230.0,20.0,7421.0,-0.9980583786964417,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
PdVPwQuWoj4,2022-12-29,24275.0,12.0,40440.0,0.9849051833152772,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tkpT6TpYF4g,2023-01-30,142.0,34.0,5391.0,-0.9885795712471008,TV9,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0geyWW6XhQ,2022-11-21,195.0,14.0,5032.0,-0.9986971020698548,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ktKU6UDJu0c,2023-03-10,8810.0,2.0,13811.0,0.987486720085144,ABN,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mQO2R9yiyJ0,2023-01-11,125.0,0.0,2361.0,-0.9978299736976624,ABN,raghurama ,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
qjp1D9TnvT0,2023-02-27,220.0,2.0,5295.0,-0.9994438290596008,ABN,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vKAPbMQFwC0,2023-04-18,180.0,30.0,52475.0,-0.9993150234222412,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_V1ia0qNhww,2023-04-14,145.0,3.0,964.0,0.9978500604629515,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
PpkynB0PIFU,2023-03-15,195.0,20.0,21586.0,-0.9991102814674376,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t24sB3Gu7FM,2023-03-28,350.0,15.0,13706.0,-0.9985431432724,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GZwy3fb1a7w,2022-09-08,111.0,4.0,2872.0,-0.9984288811683656,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kWqlE0CsWuw,2022-12-29,130.0,22.0,7268.0,-0.9977906942367554,ABN,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0
wcZPMmKTf_w,2021-12-07,141.0,93.0,31218.0,-0.9977445602416992,Sakshi,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reaEX3-6bzU,2023-02-24,25220.0,8.0,46197.0,0.9840775728225708,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G8rOdbJ6vqM,2023-02-10,77.0,52.0,65535.0,-0.9847175478935242,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bgaqmj2FOzE,2022-11-26,295.0,60.0,20135.0,-0.9981594681739808,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HRjMPLZy69U,2023-03-01,190.0,19.0,10757.0,0.9882922768592834,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eMARNrVoLN4,2023-03-24,250.0,16.0,13118.0,-0.9941883087158204,TV5,raghurama ,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
VQuHdE3BCy4,2023-02-11,580.0,4.0,3120.0,0.9965382814407348,ABN,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ortCX139hlU,2022-12-19,17414.0,0.0,12863.0,-0.9975913763046264,ABN,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBMdPsEcVbw,2023-01-22,61.0,0.0,600.0,0.998239517211914,TV9,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cdDNcvNLeuc,2022-10-21,185.0,38.0,12513.0,-0.9973739385604858,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KR3LgToYwUQ,2023-04-03,225.0,12.0,12075.0,0.9766501188278198,ABN,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ndGqG4reF8Y,2022-10-06,78.0,27.0,6241.0,-0.9980383515357972,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pMrFC4-Pf0w,2023-03-16,8754.0,0.0,12347.0,0.987486720085144,ABN,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cdCLen52YUM,2023-04-13,215.0,12.0,22039.0,-0.9944341778755188,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HFQXMIw0hZk,2023-02-07,137.0,1.0,606.0,0.9982081651687622,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TxEKw4sFr_Q,2023-03-25,165.0,28.0,24377.0,-0.9953455328941344,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ll21cF4O92k,2022-10-14,320.0,5.0,2440.0,0.9907506108283995,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
fsAy_dHSq6E,2022-12-29,160.0,8.0,2887.0,0.9982081651687622,ABN,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
bDt_nEcogs0,2023-03-18,233.0,47.0,26121.0,-0.9991534948349,TV5,raghurama ,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNDxs4qhh5s,2023-02-27,180.0,54.0,62165.0,-0.9993476271629332,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7NCfuPAk_fk,2023-03-18,320.0,54.0,18351.0,0.9916818737983704,ABN,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-hbFwIfU2yA,2023-02-11,332.0,0.0,3483.0,-0.9942597150802612,TV9,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3RWyPBiTVgo,2022-11-22,42897.0,2.0,65832.0,0.9883732199668884,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mYFgVBcS9aE,2023-03-30,42895.0,0.0,78096.0,0.9883883595466614,ABN,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Nj_16dULbs,2023-03-02,120.0,1.0,1265.0,0.9979104399681092,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zY-OeuCzeV4,2022-10-23,265.0,29.0,7783.0,-0.9973133206367492,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YNFVYHYVJD8,2023-03-25,14273.0,5.0,20603.0,0.9883883595466614,ABN,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CS_nYMgwARU,2022-12-01,161.0,3.0,2761.0,-0.9992169141769408,ABN,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHc2CRW-z-0,2022-11-23,240.0,74.0,28650.0,-0.9971612691879272,ABN,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Qk1-vPE-ZTQ,2023-04-14,305.0,12.0,10511.0,-0.995978593826294,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WMAAza5xrZU,2022-12-20,235.0,8.0,3175.0,0.9941105246543884,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dKLQeG_9VUg,2022-09-30,210.0,29.0,9801.0,0.992141842842102,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cSclam5O65g,2023-02-09,15123.0,3.0,20003.0,0.9840775728225708,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jP_0xcGW4_o,2022-11-21,220.0,125.0,48499.0,-0.9994533658027648,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J8smXfR7Ixw,2022-11-28,2525.0,1.0,3873.0,-0.9886332154273988,ABN,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3oIts5tDblQ,2022-11-05,235.0,206.0,95460.0,-0.9785701036453248,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-e-Yt8OSLME,2022-09-04,245.0,8.0,6547.0,-0.9984571933746338,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Dm4Hc9ekG2g,2023-02-09,305.0,14.0,11560.0,-0.999303936958313,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
s4wg7qDocgs,2023-04-16,185.0,62.0,46676.0,0.9962469935417176,TV5,raghurama ,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
CIJwUUo2xM4,2023-02-21,185.0,14.0,5643.0,-0.9986382126808168,ABN,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4MR9L6SDs70,2023-03-20,120.0,22.0,7677.0,-0.9991552829742432,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
qfuQyfdQ5iY,2022-09-07,190.0,1.0,3537.0,0.6893097162246704,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZxLw1NmZ6pc,2022-12-10,305.0,16.0,10406.0,-0.9801165461540222,ABN,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a-DNUup4g2c,2023-01-03,190.0,20.0,8478.0,-0.9966933727264404,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ayGs4QDOWFs,2023-03-24,295.0,9.0,3085.0,-0.9994055032730104,ABN,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W6umnhkT07c,2023-03-31,172.0,1.0,787.0,0.9981130361557008,TV9,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PBH0YyNavxA,2022-11-11,24469.0,5.0,74481.0,-0.9642251133918762,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6PwSayGOeKs,2023-02-02,150.0,1.0,1959.0,-0.9982448816299438,ABN,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0HFNY2FE0o,2022-10-03,170.0,3.0,1761.0,-0.9994150400161744,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z70K6CdriJA,2023-04-18,18365.0,10.0,63881.0,0.9846610426902772,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iuNN06teMXk,2022-12-05,225.0,3.0,3793.0,-0.9993255138397216,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9BFo04s4wsA,2023-02-22,20680.0,7.0,40786.0,0.9840775728225708,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y_GMB4mtIIY,2023-01-03,176.0,23.0,8265.0,0.9983355402946472,Sakshi,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oIcVdZZ4eok,2023-03-29,65.0,33.0,18025.0,-0.9867960214614868,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
VaxjqdlR9Eg,2022-10-25,21162.0,17.0,54759.0,0.9889819025993348,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lwrg09oLtik,2022-10-02,285.0,2.0,1315.0,-0.9976059198379515,TV5,raghurama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
