ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,vizianagaram_.png,kodur.png,venkatagiri.png,vishakapatnam_west.png,kakinada.png,narsapuram_l.png,venkat_krishna.png,palakollu.png,gudivada.png,myudukur.png,pulivendula.png,kalayan_durg.png,sattenapalli.png,paturi_nagabhusnam.png,tekkali.png
NLagDEGBlDY,2023-03-31,335.0,59.0,37716.0,0.9837037920951844,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BkV8pA-5eDk,2022-12-09,178.0,0.0,467.0,-0.9973241090774536,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5MylbXC3ISA,2023-04-17,51.0,3.0,7570.0,-0.9990311861038208,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LkyDLEH1QxE,2023-03-30,271.0,4.0,2970.0,-0.998319447040558,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
yHXtV4BgM_c,2023-01-05,226.0,30.0,164406.0,-0.9968475699424744,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EK7Gb4umB5c,2023-04-07,34.0,0.0,619.0,-0.9911990761756896,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r3tkjUeTThk,2023-01-11,291.0,1.0,260.0,0.9864816665649414,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h0BLLT3gFZE,2023-04-20,211.0,5.0,4266.0,-0.9882418513298036,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_sILejKnMMc,2022-11-11,327.0,1.0,2522.0,-0.9908081889152528,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d2Q-gt6W1NI,2023-01-13,359.0,2.0,2456.0,-0.9950685501098632,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kOL5ri6xiAU,2023-02-14,235.0,1.0,1064.0,-0.9979535341262816,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chFOz2uDfMQ,2023-04-17,395.0,48.0,58877.0,0.9960002303123474,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lCGFGxlZ5IQ,2023-03-15,123.0,6.0,6130.0,0.9828086495399476,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0xaEOd_y1DA,2022-11-23,218.0,1.0,16751.0,-0.9913821816444396,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZBmc4aw3nLQ,2023-04-17,301.0,23.0,89243.0,-0.9920021295547484,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6y56a58LVLI,2023-04-19,205.0,16.0,8748.0,-0.9927944540977478,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lFK8DdKWGAc,2022-09-15,249.0,15.0,4461.0,-0.9994511008262634,Sakshi,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5UlLd_6dRjY,2023-04-13,615.0,22.0,16153.0,0.9909870028495787,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NfGW-7YXB18,2023-04-11,77.0,3.0,11152.0,0.9881795644760132,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58WNHBaTXko,2023-04-17,70.0,10.0,18487.0,-0.997639298439026,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
myxLlJ8vRW0,2021-02-16,200.0,0.0,1474.0,0.9917044639587402,Sakshi,kodi kathi,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
I0__BQHfOvI,2023-04-11,255.0,24.0,49034.0,-0.9954453706741332,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ynzwjLWEasE,2023-03-12,293.0,6.0,2329.0,0.9982945322990416,Sakshi,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R0TE2Y0lzYA,2022-12-23,298.0,1.0,4490.0,-0.9974789023399352,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
upuroyHCFPo,2023-01-11,258.0,0.0,454.0,-0.993740975856781,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SxGSLsGA190,2022-10-30,90.0,4.0,643.0,-0.9949190020561218,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M6MA9RjDhmM,2023-03-24,320.0,18.0,21286.0,0.99832683801651,ABN,kodi kathi,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
YLX3GijBYD8,2023-02-04,123.0,58.0,14058.0,-0.9961208701133728,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H43LZBe0iIc,2022-12-23,209.0,12.0,127954.0,0.9782228469848632,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w7mfi4wnqx4,2023-04-15,280.0,15.0,12419.0,0.988523006439209,ABN,kodi kathi,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0X37GxO7e58,2022-10-01,207.0,1.0,579.0,0.9766910672187804,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W4kGr-kY7Ic,2022-12-31,273.0,3.0,1973.0,-0.9983720183372498,TV9,kodi kathi,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
96S_T79nyws,2022-10-15,269.0,0.0,516.0,0.997846245765686,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y0YfAD_XB58,2023-04-13,305.0,1.0,1268.0,0.9172182083129884,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4U1m84USC-U,2022-12-05,257.0,1.0,2412.0,-0.9974576830863952,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nu9Z9ZT64sE,2023-03-03,320.0,42.0,13446.0,0.997300922870636,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mWZlzE6_vyk,2023-02-18,268.0,0.0,591.0,0.996601700782776,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cx2mShBuTAo,2022-07-11,221.0,344.0,73285.0,-0.9942901134490968,Sakshi,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qg6rJbyUOM0,2022-11-19,178.0,0.0,553.0,-0.9881261587142944,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A7LtR6s3oqQ,2022-12-15,235.0,3.0,358.0,-0.9971935153007508,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h3j0s86E7ro,2022-12-19,207.0,0.0,2956.0,-0.9977090358734132,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3soL8PkatOY,2023-04-11,249.0,4.0,2925.0,-0.9994308352470398,TV5,kodi kathi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PyDNmwfsij4,2023-04-12,904.0,7.0,6316.0,-0.9981085062026978,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8B8J040epSc,2022-10-25,150.0,3.0,4127.0,0.9919809103012084,TV5,kodi kathi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
btipK9DLm8g,2023-04-17,348.0,1.0,2192.0,0.990868091583252,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bAiKkoI3238,2023-04-04,253.0,1.0,6434.0,0.9737901091575624,TV5,kodi kathi,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
TUhKFk0jaIA,2023-01-27,250.0,6.0,2243.0,0.9950037598609924,ABN,kodi kathi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
O_NiBkx175U,2022-09-28,146.0,3.0,581.0,-0.9979678988456726,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x4Y-riDWKhY,2023-02-02,155.0,2.0,5884.0,0.998057186603546,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ylMDVRmHmIE,2023-04-21,189.0,7.0,4596.0,-0.9954727292060852,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ynn3lcabPDA,2023-04-14,130.0,7.0,4875.0,-0.9973611235618592,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hv1M5gOv8eI,2023-03-17,190.0,7.0,9881.0,-0.9988693594932556,TV5,kodi kathi,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3_09BPW99Aw,2021-02-18,240.0,9.0,18811.0,-0.997835338115692,Sakshi,kodi kathi,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
fH0VqBt9KxE,2022-12-24,287.0,3.0,1327.0,-0.9991393089294434,TV9,kodi kathi,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
UwZWUFsvulY,2022-12-19,219.0,0.0,2313.0,-0.998220145702362,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dqCzwz9KFo0,2023-02-23,135.0,4.0,1880.0,0.9982542395591736,ABN,kodi kathi,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ORk4HcjGNX0,2022-12-27,181.0,9.0,4934.0,0.9905767440795898,Sakshi,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nxdLE9ME1lg,2023-04-09,61.0,1.0,623.0,0.998243808746338,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uroP64WlG9I,2023-01-11,277.0,0.0,838.0,-0.9981474876403807,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AYDtDu3t7OE,2023-01-04,180.0,1.0,3329.0,-0.9989593029022216,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLAZ-fRM3Ok,2023-04-13,296.0,8.0,3039.0,-0.991319477558136,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q3QLjUi4nl4,2023-03-19,99.0,0.0,827.0,-0.9949177503585817,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WPln1gTJEPg,2022-09-07,414.0,165.0,315963.0,-0.9893139600753784,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K-Msz4clPuk,2023-04-11,260.0,11.0,9488.0,-0.9986234903335572,ABN,kodi kathi,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0
jrS6ILWDR9w,2023-04-11,240.0,2.0,1103.0,-0.9978097081184388,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3PlWJ7Uinrs,2022-10-30,292.0,0.0,1009.0,0.9980093836784364,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UY1CxBHEK3Q,2023-04-13,172.0,37.0,40377.0,-0.9980366826057434,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0DL1hPQok1g,2023-03-14,213.0,0.0,399.0,-0.9928529858589172,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MjUKznUB7Uw,2023-01-10,270.0,8.0,3036.0,-0.998596727848053,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11sZtaTAJy4,2023-01-25,172.0,9.0,1786.0,-0.9980289340019226,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1vG0ta9Pzk,2022-10-17,51.0,0.0,4737.0,0.9987277388572692,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4nUBq6ilj_A,2023-04-10,250.0,1.0,275.0,-0.997016429901123,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vp8CkytUPEw,2023-02-26,225.0,55.0,27054.0,-0.9966768026351928,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
zIoYzLXJ2EI,2023-04-17,55.0,5.0,16535.0,-0.9985411167144777,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G_-taFl2uak,2022-12-06,304.0,0.0,1192.0,0.9985439777374268,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7zUaU-rGANQ,2022-12-01,66.0,0.0,864.0,-0.9994875192642212,TV5,kodi kathi,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
uk4F2GUtz_E,2022-12-04,90.0,0.0,562.0,0.997399926185608,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mjKoeiNPMmY,2021-02-17,228.0,1.0,4760.0,0.991859257221222,Sakshi,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74xjUNXcn5s,2023-04-13,35.0,0.0,926.0,-0.9846298098564148,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KoRHjbo7fIE,2023-03-28,305.0,0.0,520.0,0.9964039325714112,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
xb6fj4tQaVw,2023-03-23,244.0,56.0,139115.0,-0.9850178360939026,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0tRVJsIfpXw,2023-01-16,190.0,2.0,68914.0,0.9967324733734132,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC6Cn6ulrPM,2022-11-10,413.0,3.0,5353.0,0.9984056353569032,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AliC0Xvr8Tk,2023-01-11,272.0,8.0,619.0,0.9982830286026,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thHGfsC4y1k,2022-12-13,225.0,2.0,1650.0,-0.99818354845047,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rIMr9hxtIY8,2023-01-21,154.0,0.0,893.0,-0.9982473850250244,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AQ9fSsBbdik,2022-10-11,58.0,2.0,1807.0,-0.9983383417129515,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LYDL-7dOY68,2023-04-18,390.0,4.0,5739.0,-0.9824516177177428,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iBgXUkaZ2rs,2023-03-08,250.0,0.0,271.0,0.9981622099876404,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HFudST7hBn8,2023-03-23,111.0,190.0,604482.0,-0.9942725896835328,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pIUjbHO0D4E,2023-03-25,220.0,7.0,4841.0,-0.9927213788032532,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I5__sFcrmLU,2023-03-28,199.0,0.0,314.0,-0.9957857728004456,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4pvJEmUaHr4,2022-10-23,245.0,0.0,734.0,0.9988057613372804,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UnwFhSzBo9w,2023-04-07,56.0,6.0,6696.0,-0.9994708895683287,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ltbqjU7eVms,2022-08-26,54.0,12.0,10335.0,-0.9982933402061462,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88Ld34zZzlk,2022-09-21,134.0,7.0,3409.0,-0.9994741082191468,Sakshi,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YZmJpb4wQwg,2022-10-26,347.0,7.0,6868.0,-0.9886688590049744,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NraYy_XLpDU,2023-02-27,310.0,12.0,44015.0,0.993937611579895,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Z7T9Xq-Bks,2023-03-13,40.0,253.0,283425.0,0.9988480806350708,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4nMqkQR5-Lw,2022-12-01,368.0,2.0,2560.0,0.9930288195610046,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XFKgvkr-GhM,2022-11-14,39.0,0.0,304.0,0.997635006904602,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ly-CnDcNqj8,2023-01-11,232.0,1.0,1737.0,-0.9896592497825624,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LfBqOBbF1-c,2023-04-11,325.0,20.0,4609.0,-0.9965524673461914,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFJKZk0FO3k,2023-03-14,339.0,130.0,290772.0,0.9958362579345704,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eIXQqSgoKgw,2023-01-13,295.0,7.0,6699.0,-0.9983579516410828,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rhS81xN5aBU,2023-02-10,32.0,1.0,6448.0,0.9960837364196776,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6i5DIHLZO_Q,2023-04-14,141.0,0.0,1376.0,-0.9993727803230286,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-YcVgBDD9I,2022-11-14,235.0,0.0,4754.0,-0.9947226047515868,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Vv_vn5KPtbM,2023-03-23,342.0,1.0,1487.0,0.9967772364616394,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myt1kCPdt0I,2023-01-11,267.0,2.0,480.0,0.9980528354644777,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EFPjK8Dn3b4,2023-04-18,321.0,24.0,45912.0,0.9623546600341796,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65jYnYGhT4s,2023-04-06,177.0,3.0,868.0,-0.9994667172431946,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ndGqG4reF8Y,2022-10-06,78.0,27.0,6241.0,-0.9980383515357972,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tVWu-T-spf0,2022-09-27,173.0,26.0,5925.0,-0.9994277358055116,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E-rDPWciYQE,2023-03-23,329.0,5.0,7914.0,-0.9982300400733948,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f8Zof-hfsx4,2022-11-25,305.0,6.0,2643.0,-0.9990744590759276,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hbFOREkr7JU,2023-02-28,77.0,1.0,5934.0,0.9976661205291748,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bDt_nEcogs0,2023-03-18,233.0,47.0,26121.0,-0.9991534948349,TV5,kodi kathi,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
Av070M2eGpo,2023-04-15,140.0,1.0,1070.0,0.9906326532363892,TV5,kodi kathi,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
EJhoqtWvawg,2023-04-18,114.0,4.0,2187.0,0.9724341630935668,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODckeYIeHVg,2023-03-12,175.0,4.0,3838.0,0.9981295466423036,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qk1-vPE-ZTQ,2023-04-14,305.0,12.0,10511.0,-0.995978593826294,TV5,kodi kathi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
qTmtxVQxdKc,2023-04-11,58.0,2.0,7035.0,0.9582758545875548,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pujlh0BTpqc,2023-02-23,260.0,3.0,2278.0,0.9947328567504884,ABN,kodi kathi,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2bqcovYqZYY,2023-04-13,274.0,19.0,11452.0,-0.9744516611099244,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WCbBzYgysyg,2022-12-23,195.0,6.0,11847.0,0.9923914074897766,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RoBmbBVUSKY,2022-11-22,265.0,14.0,16065.0,-0.98812335729599,TV5,kodi kathi,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
oLNkJBZKMsY,2023-03-22,279.0,21.0,3001.0,-0.9925423860549928,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
JVKN-JpsFsc,2022-06-12,132.0,82.0,17291.0,0.9952300786972046,Sakshi,kodi kathi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hhZK78uUrEg,2022-09-10,164.0,0.0,284.0,-0.9978041052818298,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6mwvYF8HB0c,2023-03-21,35.0,2.0,688.0,-0.658758282661438,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JwiSqjxdW4Y,2022-12-03,344.0,20.0,14801.0,0.9987916350364684,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VdyzOsvRfpk,2023-03-29,303.0,68.0,40450.0,-0.9964680671691896,Sakshi,kodi kathi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tE14wjGdaFo,2023-04-09,143.0,5.0,2739.0,-0.9975671768188475,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WqIygYvxSSY,2023-03-27,143.0,0.0,1618.0,0.9986333250999452,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FjAcU5Z_UY0,2023-04-12,290.0,4.0,4490.0,-0.9963613152503968,TV5,kodi kathi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26LwRPinro8,2022-12-21,78.0,1.0,1625.0,0.9987229704856871,ABN,kodi kathi,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rj6_78gIRsY,2022-10-07,329.0,8.0,3053.0,-0.9979896545410156,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dc9vJTsh2kU,2022-07-21,182.0,7.0,2398.0,0.9696957468986512,Sakshi,kodi kathi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6Ha-yEdPCnc,2023-01-13,255.0,70.0,29074.0,-0.9983481168746948,ABN,kodi kathi,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OeZWeaZ9zjY,2022-12-24,266.0,3.0,2255.0,0.997952938079834,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7Q0a_94kkrM,2022-10-26,331.0,21.0,13343.0,-0.9990355968475342,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vAYBTB5NBb0,2023-01-26,169.0,0.0,1396.0,0.9969807267189026,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gaGtzE34u24,2023-03-18,269.0,4.0,3412.0,0.9984285235404968,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sM4bLc9_cfw,2023-02-22,179.0,14.0,144639.0,-0.9420474767684937,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zKjjCMLCPFU,2022-10-15,243.0,35.0,22322.0,-0.9979416728019714,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
okmFCZ-xQJw,2022-03-25,176.0,251.0,81251.0,0.9889233112335204,Sakshi,kodi kathi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
gGRCpVNYGV0,2023-03-06,120.0,7.0,1587.0,0.9804752469062804,TV9,kodi kathi,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
kZbc1ntCcPQ,2023-03-15,327.0,14.0,46763.0,-0.9949306845664978,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZlfmqkDuoUk,2022-12-10,271.0,3.0,1341.0,-0.9992413520812988,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62isnwCtDPw,2022-10-13,48.0,0.0,306.0,-0.9982764720916748,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0ysMH7XuwNE,2022-10-04,218.0,4.0,11874.0,-0.9984858632087708,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1wtRM1apoA0,2023-03-29,160.0,3.0,3295.0,-0.994860827922821,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CCO9I41cFQ,2022-09-13,237.0,2.0,1660.0,-0.9986322522163392,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grIW3b4PzEE,2021-02-20,225.0,0.0,1253.0,0.9968423843383788,Sakshi,kodi kathi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
QEkGRV_EScE,2022-11-21,254.0,0.0,2432.0,0.9861149787902832,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wHSGS4hQRao,2022-11-07,62.0,0.0,1254.0,0.9983028173446656,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ77aU3a-Qw,2023-01-01,234.0,0.0,778.0,0.9980886578559875,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F76b7GT9YNU,2023-01-06,84.0,2.0,681.0,-0.9966140389442444,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HRNbSXRFCik,2023-03-12,328.0,7.0,2941.0,0.9692771434783936,Sakshi,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA_3r05CMxk,2023-03-10,157.0,0.0,1224.0,-0.991847276687622,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLz4tCLW2Lk,2023-03-15,169.0,19.0,47035.0,-0.9923880100250244,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
k-Ww8h4TUtg,2022-10-30,196.0,0.0,995.0,0.9972746968269348,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ezbK5icle4c,2023-03-27,245.0,7.0,4133.0,-0.9974194765090942,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
h52_fXefols,2023-01-15,326.0,3.0,24974.0,-0.997904658317566,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gl6cih3faJs,2023-03-25,222.0,5.0,1227.0,0.9951798915863036,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q9XJYyRwWuA,2023-04-18,288.0,3.0,829.0,0.9705191850662231,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L1XHgGzBqjA,2023-04-15,155.0,2.0,1132.0,-0.9966437816619872,TV5,kodi kathi,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
