ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,vizianagaram_.png,kodur.png,venkatagiri.png,vishakapatnam_west.png,kakinada.png,narsapuram_l.png,venkat_krishna.png,palakollu.png,gudivada.png,myudukur.png,pulivendula.png,kalayan_durg.png,sattenapalli.png,paturi_nagabhusnam.png,tekkali.png
ft4Jcue_Xs0,2020-03-08,192.0,1.0,7720.0,0.992521584033966,Sakshi,kodi kathi,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
P68U0Yusmxw,2022-11-23,217.0,7.0,34569.0,-0.9986867308616638,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h83aFCOgTuc,2022-12-06,218.0,3.0,2149.0,0.99747234582901,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aZz9sBUuCZ0,2022-12-26,84.0,6.0,3213.0,0.993582546710968,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vGBfo_rW9Yw,2022-06-07,300.0,7.0,2855.0,0.997902512550354,Sakshi,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dOtcPpAfSMw,2023-01-06,467.0,2.0,3214.0,-0.9975138902664183,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
szqRZEEwZAc,2023-01-01,186.0,2.0,2158.0,-0.9965574741363524,Sakshi,kodi kathi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ozLEUXVoumU,2022-02-24,156.0,4.0,4352.0,-0.99273681640625,Sakshi,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LccmVeJ9YsM,2023-01-10,83.0,2.0,7723.0,-0.9812436699867249,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-6cUBHZnmX0,2022-10-16,210.0,0.0,559.0,-0.9915981292724608,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-S4QYOHq2Nw,2022-12-09,284.0,14.0,17495.0,-0.9983383417129515,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZM3-sjt08Ao,2021-11-03,365.0,4.0,3640.0,0.9951784610748292,Sakshi,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9gv7a_ievJc,2022-01-25,294.0,34.0,21043.0,-0.9993959665298462,Sakshi,kodi kathi,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1mDN2xicHVY,2022-11-29,72.0,1.0,2182.0,0.9986528158187866,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_MXAg0LPqI,2022-11-13,359.0,1.0,2297.0,-0.9984949827194214,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GI7JIZP__Gs,2022-11-23,207.0,2.0,11822.0,-0.9948220252990724,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dfdMoQpyj5Q,2023-01-14,492.0,8.0,39446.0,-0.9678807854652404,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rb4nrgdBgm0,2022-09-15,324.0,4.0,4436.0,-0.9978528022766112,TV5,kodi kathi,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
ZUeBzm5v-5g,2023-01-16,100.0,4.0,590.0,-0.9920921325683594,ABN,kodi kathi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
QK2zhsS8xK0,2022-10-04,198.0,3.0,1573.0,-0.9981550574302672,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XvL6HciAAO8,2022-12-27,219.0,3.0,26217.0,-0.9978766441345216,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2PK9KiIGyFk,2022-11-02,185.0,0.0,368.0,-0.9978125095367432,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5kWUlr0K69w,2022-10-11,82.0,74.0,24587.0,0.9969626069068908,Sakshi,kodi kathi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dGwBJdDWVtY,2022-12-28,213.0,1.0,2318.0,0.9931395649909972,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F4sKuiRDn1M,2023-01-31,295.0,3.0,1168.0,-0.998971700668335,TV5,kodi kathi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
g9Tktqdp3ZI,2020-03-03,385.0,0.0,667.0,0.9984508752822876,Sakshi,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WIlX917Cw4w,2022-11-02,306.0,12.0,4551.0,-0.9965535402297974,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VQQ29pwoCyM,2022-12-03,303.0,21.0,17566.0,-0.993121325969696,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YX2F3vSISoM,2019-12-21,283.0,0.0,1516.0,0.9983395338058472,Sakshi,kodi kathi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PVoAhoX0KcM,2022-12-15,378.0,0.0,2620.0,0.99639493227005,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rb7C53MTNL0,2023-03-06,186.0,5.0,2983.0,0.9972947239875792,Sakshi,kodi kathi,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
-n-QM-W61Os,2022-12-14,244.0,3.0,1100.0,0.9961048364639282,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RuOVQy7J15w,2022-10-31,220.0,0.0,1234.0,0.9977585077285768,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EFU7JyvqoEA,2022-11-24,54.0,0.0,422.0,0.9986165761947632,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QLZxb10_9Q4,2021-02-21,226.0,1.0,845.0,0.9984815716743468,Sakshi,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
heHoPS0ls3k,2022-12-19,112.0,14.0,2574.0,-0.9968035221099854,Sakshi,kodi kathi,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
vVM9jhdfbvU,2023-02-07,174.0,0.0,3082.0,0.9931333661079408,TV5,kodi kathi,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
12-i4XTcUQ4,2023-01-03,42897.0,9.0,294834.0,-0.993357241153717,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sKHNl206as8,2019-12-21,104.0,0.0,503.0,0.9984605312347412,Sakshi,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na4-6frvBe8,2023-03-29,246.0,169.0,42552.0,-0.9969812035560608,Sakshi,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
td6pJji2Qic,2023-02-16,380.0,5.0,1596.0,-0.9994472861289978,ABN,kodi kathi,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
jd1gI8Bn62Y,2022-11-12,235.0,0.0,1360.0,0.9968979358673096,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apCccQsq92c,2023-04-18,208.0,11.0,6823.0,-0.994858980178833,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VjemWREFUKI,2023-04-12,275.0,25.0,21231.0,-0.9859613180160522,TV5,kodi kathi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LIbSq65Wba4,2023-03-19,346.0,0.0,2454.0,0.9904049634933472,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ThvDjhCrK8o,2023-04-17,350.0,3.0,2537.0,0.986630380153656,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x0jy1hKFKD8,2023-03-22,355.0,17.0,16487.0,0.9956929087638856,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o9-F7I7i5q8,2022-12-08,362.0,36.0,20652.0,-0.9964115023612976,TV9,kodi kathi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
dEuN8PPiJTg,2022-10-23,139.0,7.0,4314.0,0.9988555908203124,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
rrRZnJxczYU,2023-04-13,740.0,7.0,3355.0,-0.9818284511566162,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OYpBAk0_zuA,2023-03-17,167.0,0.0,610.0,0.9874767661094666,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3QfYEmhN_4I,2023-04-15,180.0,42.0,45100.0,-0.998406708240509,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AM5dHWSiHhY,2023-03-09,200.0,4.0,640.0,-0.9989821314811708,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PlilqosM37s,2023-04-14,203.0,21.0,13195.0,-0.9987254738807678,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nwd787queb0,2023-01-16,180.0,3.0,39421.0,0.99775367975235,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1GziUY9hsg,2022-12-28,114.0,6.0,1994.0,0.9987871050834656,Sakshi,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lXw44H_uR4M,2023-03-16,260.0,5.0,3076.0,-0.9984886646270752,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Id39UlUvKUU,2022-11-25,208.0,0.0,58301.0,-0.996977686882019,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h16C8gqw-W8,2023-03-09,215.0,4.0,718.0,-0.998111128807068,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n_KxFDik0GI,2022-08-29,277.0,27.0,6454.0,-0.9944104552268982,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WgGhKllnHTw,2023-04-15,220.0,5.0,2864.0,-0.9640154838562012,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R8FffW84oQM,2023-04-15,75.0,2.0,763.0,-0.9990604519844056,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
wguQQqUxw3o,2023-04-14,253.0,2.0,6693.0,-0.9994175434112548,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tWZcawz8q_E,2023-04-13,100.0,9.0,1530.0,-0.9828391671180724,Sakshi,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rUa5HhcDH5w,2023-04-05,125.0,1.0,1427.0,0.9977287650108336,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aa_cqoRa73k,2022-12-06,345.0,0.0,2668.0,-0.9969273209571838,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cux41iceU0Q,2022-12-03,234.0,0.0,2134.0,-0.9964215755462646,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hfBPVbOyuGY,2023-04-15,211.0,8.0,9366.0,0.979739248752594,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43hUPDv3EsU,2023-04-12,188.0,0.0,657.0,-0.9949814677238464,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1dbJH9-7P28,2023-04-13,315.0,80.0,84077.0,0.9957672357559204,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_lPzAk56SM,2021-02-20,213.0,0.0,2274.0,0.998498558998108,Sakshi,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eg20EN9KXLk,2023-04-01,260.0,0.0,770.0,-0.9834286570549012,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TLX0-q9mKcQ,2022-12-01,231.0,2.0,22348.0,-0.9966452717781068,TV9,kodi kathi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zoeV5q1Ssf0,2023-04-15,145.0,4.0,1352.0,-0.9785805940628052,TV5,kodi kathi,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
0ehnKQw8T4s,2023-03-03,155.0,0.0,488.0,-0.999450147151947,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DF0Cc-bkyv0,2023-02-12,316.0,34.0,48267.0,0.9969791173934937,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7QxfmWq8-P8,2023-04-10,161.0,62.0,81082.0,0.9667152762413024,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4Eleg8DCAFM,2023-04-13,265.0,39.0,33557.0,0.9946116209030152,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SckaP3VOoc0,2023-03-15,607.0,132.0,102612.0,0.9921903014183044,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89ATnMv1tOI,2022-08-21,265.0,0.0,756.0,0.9917279481887816,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z7cD3GLSje8,2023-04-18,142.0,58.0,9201.0,0.9957013726234436,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GxcX8QFqsnU,2022-10-31,261.0,31.0,2016.0,0.99743914604187,Sakshi,kodi kathi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2by5wnCsVYs,2023-04-13,17106.0,8.0,186875.0,-0.9891891479492188,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2DCLHk5enXM,2023-03-09,330.0,296.0,271883.0,0.9897569417953492,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OtEgneQjhSQ,2023-02-26,72.0,0.0,505.0,0.99854975938797,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
snqf9RzsQKs,2023-04-09,263.0,1.0,3664.0,-0.9994114637374878,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QjpyxzjLe_s,2023-03-21,136.0,28.0,5852.0,0.9952978491783142,Sakshi,kodi kathi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4grGZ39Jcrc,2023-02-04,144.0,3.0,2683.0,0.9941774606704712,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0_Q8gtYC6Ow,2022-12-13,27.0,29.0,16739.0,0.9986711740493774,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cbacQ77spio,2023-03-13,219.0,11.0,29839.0,-0.9994353652000428,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TDsMzGOO7QA,2022-12-20,204.0,18.0,21626.0,-0.993137001991272,TV9,kodi kathi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
neCh7o4q18Y,2023-04-07,130.0,16.0,19265.0,0.9987560510635376,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AZIc9f6HBhY,2021-02-15,186.0,0.0,1664.0,0.9921661615371704,Sakshi,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mZKrjLN3hA8,2023-04-18,226.0,1.0,2961.0,0.9961752891540528,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rM7iQdDhr9M,2023-04-17,267.0,1.0,5264.0,0.9866213798522948,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O7v9kwpMUgk,2023-04-18,255.0,5.0,1819.0,0.9964097142219543,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_IgIsPcLciI,2023-04-17,296.0,7.0,7047.0,0.992572546005249,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSlogXb40Fc,2023-02-13,195.0,3.0,4742.0,0.9924591183662416,ABN,kodi kathi,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
LpTB59s05sg,2023-02-25,280.0,6.0,1015.0,-0.994146466255188,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apIMJdnNLo0,2023-02-16,170.0,22.0,9257.0,-0.995250940322876,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUe4DhsDOoE,2023-03-24,134.0,10.0,22225.0,0.9943872690200806,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qchdj2YqKvY,2021-02-15,191.0,0.0,2025.0,0.9966338276863098,Sakshi,kodi kathi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6eefUKPGh_0,2023-04-11,53.0,5.0,6254.0,-0.9895477294921876,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rzexkv2cfSY,2023-01-06,274.0,22.0,13239.0,-0.999234676361084,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g4mbmywWF4Y,2023-03-22,252.0,4.0,3192.0,0.9973052740097046,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r_zQEDOP9Ls,2022-09-07,305.0,10.0,1723.0,-0.9991162419319152,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wez7TDBgPkI,2023-03-13,219.0,1.0,3572.0,-0.996773898601532,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KoYFENRRKtQ,2023-01-03,230.0,1.0,3098.0,0.9333534836769104,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JWaFSbxqnE8,2022-12-07,122.0,5.0,3999.0,0.9988502264022828,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LYIr6A3muY0,2023-01-27,298.0,404.0,102123.0,-0.997269570827484,Sakshi,kodi kathi,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
u0rXWV8R5fs,2023-04-19,295.0,2.0,1778.0,-0.9964417815208436,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S9npJYigyW0,2022-11-27,68.0,0.0,1156.0,-0.9908213019371032,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kC_v-fIqJLE,2022-11-21,188.0,2.0,12016.0,0.994716227054596,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVb_u6J0Mzc,2021-02-13,209.0,0.0,3128.0,0.9985673427581788,Sakshi,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8a2F55sbQX8,2022-10-26,322.0,13.0,20588.0,-0.9937734007835388,ABN,kodi kathi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uyW46xwf-mg,2022-12-08,178.0,4.0,3654.0,0.9982505440711976,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wo43EsB1hhY,2023-03-25,219.0,10.0,154499.0,0.992953598499298,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dUM2QL4G4tA,2023-03-08,226.0,0.0,46766.0,-0.9899062514305116,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Wrwl-9d854,2023-03-06,116.0,13.0,1378.0,-0.9846479892730712,ABN,kodi kathi,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
TKYmVcTGDVM,2023-04-16,134.0,42.0,8205.0,-0.9989032745361328,TV9,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRtIUj7QtiY,2022-04-16,320.0,70.0,68765.0,0.9964724779129028,Sakshi,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xG9Q9g5mmF4,2022-12-09,245.0,4.0,2185.0,-0.9947564601898192,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eqsp8MEc9fo,2022-10-12,316.0,42.0,15494.0,0.998273491859436,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5pfwGntiaLQ,2022-11-13,63.0,0.0,3732.0,-0.996024489402771,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8yIL6xCbGso,2023-03-09,206.0,1.0,435.0,-0.992437779903412,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XO7Wq7ibmc4,2022-10-19,88.0,57.0,41244.0,0.967506229877472,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wdqmXLu4yD0,2022-08-24,100.0,2.0,1597.0,-0.9971283078193665,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nkep4oy7POI,2023-01-31,345.0,51.0,71559.0,-0.9976654052734376,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HGeJXe527uI,2023-02-27,276.0,22.0,29671.0,0.993839681148529,ABN,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dUgIT-SaPB8,2022-12-03,139.0,2.0,1950.0,-0.9932157397270204,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nakKsDlQ82Y,2023-04-12,95.0,2.0,4181.0,0.996393859386444,TV5,kodi kathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
