ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,penukonda.png,vizianagaram_.png,kodur.png,vishakapatnam_west.png,kakinada.png,narsapuram_l.png,puthalapattu.png,chintalapudi.png,eluru.png,palakollu.png,penamaluru.png,myudukur.png,Rajam.png,jaggampeta.png,kanigiri.png,Pendurthi.png,kalayan_durg.png,pedana.png,kaikuluru.png,Etcherla.png,tekkali.png
qO25A7WttQ8,2022-12-06,137.0,4.0,2224.0,-0.9987757802009584,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18JukaZqisU,2022-04-25,234.0,124.0,23490.0,-0.9949847459793092,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52CBWKNKqV0,2022-11-04,310.0,34.0,23386.0,-0.997463583946228,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TDsMzGOO7QA,2022-12-20,204.0,18.0,21626.0,-0.993137001991272,TV9,ayyanna patrudu ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cXyji7YXbHE,2022-10-01,65.0,2.0,2437.0,-0.9984979629516602,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GVAnyxtXVYY,2022-10-02,595.0,139.0,78161.0,-0.9825066924095154,TV5,ayyanna patrudu ,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CbJv_f68UZ0,2022-11-05,480.0,28.0,18642.0,-0.9972966313362122,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5bBLUvRY1Lo,2022-10-01,195.0,13.0,6165.0,-0.9993698000907898,TV5,ayyanna patrudu ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VLsi1jHCpdU,2022-11-03,145.0,5.0,4703.0,-0.9974160194396972,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bhbBayBfIss,2022-12-07,228.0,2.0,953.0,0.9979808926582336,Sakshi,ayyanna patrudu ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sO5OJTkHFoM,2022-11-23,392.0,1.0,2129.0,-0.9959580302238464,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vnJeKQGz3DQ,2022-10-02,504.0,20.0,3458.0,-0.9982093572616576,Sakshi,ayyanna patrudu ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
S9npJYigyW0,2022-11-27,68.0,0.0,1156.0,-0.9908213019371032,TV9,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WvwLa_IdrwE,2022-11-23,309.0,4.0,944.0,-0.9993230104446412,Sakshi,ayyanna patrudu ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
tI3zxbhNvNo,2022-06-27,400.0,765.0,157440.0,0.9985972046852112,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kC_v-fIqJLE,2022-11-21,188.0,2.0,12016.0,0.994716227054596,TV9,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1RG6wYqCDbo,2023-04-16,82.0,0.0,2525.0,0.9982958436012268,TV9,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wo43EsB1hhY,2023-03-25,219.0,10.0,154499.0,0.992953598499298,TV9,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7A1grYWF0nM,2022-11-03,380.0,18.0,3790.0,-0.9919041991233826,TV5,ayyanna patrudu ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hd7JsSyMhWM,2022-10-28,90.0,171.0,82970.0,0.9904548525810242,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dUM2QL4G4tA,2023-03-08,226.0,0.0,46766.0,-0.9899062514305116,TV9,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XeyshQAk-MY,2022-11-19,210.0,18.0,8055.0,-0.9976986050605774,TV5,ayyanna patrudu ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CHf2nu6BM2k,2022-10-17,238.0,81.0,61810.0,0.9914939403533936,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xG9Q9g5mmF4,2022-12-09,245.0,4.0,2185.0,-0.9947564601898192,ABN,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_F4VzBA6OE8,2023-01-19,175.0,155.0,185140.0,-0.9985812902450562,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c5fvdch9xks,2022-11-03,1863.0,8.0,8428.0,-0.992027223110199,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7fcTstJZOQw,2022-11-09,8645.0,0.0,36117.0,0.9981470108032228,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eqsp8MEc9fo,2022-10-12,316.0,42.0,15494.0,0.998273491859436,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3r2-XH-LzM0,2022-11-03,89.0,0.0,583.0,-0.9986605644226074,ABN,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sXKv4luHiCI,2022-11-30,293.0,20.0,21552.0,-0.6940790414810181,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LkZkfXBoz94,2023-01-22,200.0,7.0,3480.0,-0.9882105588912964,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-cDrctrMkzQ,2022-10-29,216.0,1.0,2256.0,-0.998297393321991,TV5,ayyanna patrudu ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s47aeCfnsEg,2023-01-20,439.0,47.0,80056.0,0.9649443626403807,TV9,ayyanna patrudu ,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Z9mcXysndF4,2022-04-23,193.0,156.0,56120.0,0.9979423880577089,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
QMpGBxrncME,2022-11-03,42465.0,3.0,35328.0,-0.9915615916252136,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hvvBxod87cE,2022-10-28,365.0,1.0,1876.0,-0.9972285628318788,ABN,ayyanna patrudu ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jVEndgZyIV0,2022-11-03,77.0,3.0,2219.0,-0.997154951095581,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MBe63BVWjfo,2022-03-05,351.0,58.0,11209.0,-0.9911288022994996,Sakshi,ayyanna patrudu ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
9keBZJf62nM,2022-06-19,20865.0,5.0,31734.0,0.9889022707939148,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zcHh-qFFJqs,2023-02-16,85.0,0.0,3035.0,0.9618690609931946,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BerHfgPdy6M,2022-10-02,125.0,141.0,71126.0,-0.9984899759292604,TV5,ayyanna patrudu ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kEYZsEu7jxo,2023-02-16,274.0,3.0,1222.0,-0.9994231462478638,TV9,ayyanna patrudu ,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1
HdSLK4SsK7A,2023-01-20,336.0,81.0,42551.0,0.9899584650993348,Sakshi,ayyanna patrudu ,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
i2UhikF5qVM,2023-01-21,290.0,17.0,10386.0,0.9847169518470764,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
EB67n2-Xn98,2022-10-09,164.0,165.0,118113.0,-0.9952195286750792,TV5,ayyanna patrudu ,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
dpSamX1k-Fg,2022-11-05,41930.0,7.0,62181.0,-0.9808474779129028,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d4bU-jWNOe0,2022-11-04,552.0,3.0,1145.0,0.9972243309020996,Sakshi,ayyanna patrudu ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBV0YmDtri8,2022-12-10,83.0,0.0,1062.0,-0.993655800819397,ABN,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E75sz2eWYP8,2022-11-03,79.0,1.0,3122.0,-0.9922866821289062,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MarusSF9u7A,2023-01-30,244.0,2.0,6508.0,0.9971824884414672,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yo6a9xGHTrU,2022-12-06,580.0,6.0,945.0,0.9969788789749146,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
EDxqgCnTAdo,2022-06-19,109.0,188.0,59474.0,-0.9734482169151306,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
JbdmvQ8fQI4,2023-01-09,245.0,4.0,1890.0,-0.9977547526359558,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NfGW-7YXB18,2023-04-11,77.0,3.0,11152.0,0.9881795644760132,ABN,ayyanna patrudu ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ynzwjLWEasE,2023-03-12,293.0,6.0,2329.0,0.9982945322990416,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M_cY1q4wiBY,2022-11-03,360.0,286.0,173558.0,-0.999110996723175,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
KpHHZqVfXxg,2022-11-04,134.0,45.0,10315.0,-0.966463565826416,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MxehcF3FTn4,2022-02-24,219.0,11.0,4467.0,-0.9985740184783936,Sakshi,ayyanna patrudu ,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
H43LZBe0iIc,2022-12-23,209.0,12.0,127954.0,0.9782228469848632,TV9,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aa3_RUq1N60,2022-11-03,70.0,13.0,2234.0,0.99787175655365,TV5,ayyanna patrudu ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rMuoiLtvnhs,2022-10-29,273.0,24.0,6259.0,-0.9921405911445618,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SgScurdglYk,2022-11-25,65.0,11.0,9684.0,0.9963149428367616,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jaK45GDcXUU,2022-10-15,120.0,6.0,3705.0,-0.9983585476875304,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fh1__J3EXpU,2022-11-03,263.0,0.0,709.0,-0.998034417629242,ABN,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TiExajcULfo,2022-11-03,64.0,2.0,3984.0,-0.9993785619735718,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fJCvAkxYLQY,2022-10-11,115.0,0.0,2938.0,-0.998281478881836,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8q5_wsNkLq0,2022-10-01,135.0,30.0,33990.0,-0.993827760219574,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iHuzx_uG2ss,2023-02-17,204.0,509.0,160195.0,0.9674752354621888,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eDNKZ5yIJ1c,2023-03-10,255.0,0.0,722.0,-0.9929922819137572,ABN,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W-RqS6eD9h4,2022-11-05,140.0,10.0,3500.0,-0.9969679713249208,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-rSmikWuKQ0,2022-11-03,68.0,2.0,2320.0,-0.9927281141281128,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2L2EDexawhw,2023-01-20,362.0,0.0,1058.0,-0.9948775768280028,Sakshi,ayyanna patrudu ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PgW9QtXe-_A,2022-11-03,380.0,2.0,2611.0,-0.9946061968803406,ABN,ayyanna patrudu ,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
ZmXk1hdrzOs,2023-02-14,441.0,1.0,2031.0,-0.988283634185791,ABN,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bbwo-BGYBWs,2022-10-03,119.0,52.0,12863.0,-0.9984489679336548,TV5,ayyanna patrudu ,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
hH9FNsYn1WU,2022-11-03,180.0,7.0,4258.0,-0.9949058294296264,TV5,ayyanna patrudu ,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6KOTLabMDRc,2022-11-03,96.0,30.0,7106.0,0.9901746511459352,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uLCFdtWLZO0,2022-11-03,75.0,2.0,1065.0,-0.9981677532196044,TV5,ayyanna patrudu ,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
v02u7cEVFDQ,2022-12-07,314.0,11.0,8071.0,0.9986339211463928,Sakshi,ayyanna patrudu ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P4CmFSAXSsg,2023-02-19,200.0,37.0,9159.0,-0.993558704853058,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
U4pN1AP0jQc,2022-10-02,52.0,0.0,410.0,0.9988324046134948,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LYDk2SJ79fU,2022-10-23,573.0,46.0,13580.0,-0.9901899695396424,Sakshi,ayyanna patrudu ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_1L918BRkZk,2022-10-29,104.0,22.0,4478.0,0.9737188220024108,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
pPkl2x6Lh3k,2023-01-22,437.0,0.0,1462.0,0.9942407608032228,TV9,ayyanna patrudu ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0w_pn77Mjw,2022-10-24,269.0,0.0,1155.0,-0.9971628785133362,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0DL1hPQok1g,2023-03-14,213.0,0.0,399.0,-0.9928529858589172,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cE9iUHBwjXI,2023-01-28,89.0,30.0,5818.0,0.990050733089447,TV9,ayyanna patrudu ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I1UpwAdd-fs,2022-11-03,185.0,0.0,1855.0,-0.9993476271629332,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SOOgTU8kEiM,2023-02-24,283.0,0.0,672.0,-0.9921267032623292,TV9,ayyanna patrudu ,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
N1M0l_oP6vo,2023-02-09,91.0,0.0,1013.0,0.9962051510810852,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hlGdZ0YRd5E,2022-02-19,34321.0,0.0,31728.0,0.992967128753662,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uk4F2GUtz_E,2022-12-04,90.0,0.0,562.0,0.997399926185608,TV9,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UqUDcVCNm2c,2022-10-15,115.0,14.0,7973.0,-0.9985101819038392,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DrzP48Npdoo,2023-01-23,45.0,7.0,11530.0,-0.9940873384475708,TV9,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xVSwNgO5Xrk,2023-01-05,307.0,4.0,3963.0,-0.988564908504486,ABN,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCPsArLPP1o,2022-06-20,122.0,493.0,270220.0,0.9946381449699402,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NrybmCPwkXM,2022-11-03,471.0,41.0,6022.0,-0.9786535501480104,Sakshi,ayyanna patrudu ,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
dvwI0NMox0c,2022-07-02,132.0,170.0,62120.0,-0.9919453263282776,Sakshi,ayyanna patrudu ,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
vAtXfG8RHLs,2023-03-10,270.0,1.0,644.0,-0.9994876384735109,ABN,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
I5__sFcrmLU,2023-03-28,199.0,0.0,314.0,-0.9957857728004456,ABN,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JpiFZDukQBk,2022-11-03,218.0,45.0,19327.0,-0.99567848443985,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ImPpFyC3Urk,2023-04-06,159.0,50.0,87267.0,-0.991300642490387,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cvSI5Lp6KpQ,2023-01-07,50.0,6.0,8110.0,-0.9982389211654664,ABN,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uuxU1O09Jec,2021-12-18,93.0,51.0,22606.0,0.998468816280365,Sakshi,ayyanna patrudu ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q069TyepI6I,2022-11-03,165.0,4.0,6468.0,-0.997450053691864,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-XX_amChf4Y,2022-10-28,155.0,2.0,3444.0,-0.9983238577842712,TV5,ayyanna patrudu ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iKCXkvBZ0jw,2022-11-03,94.0,0.0,2062.0,-0.9993627667427064,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ly-CnDcNqj8,2023-01-11,232.0,1.0,1737.0,-0.9896592497825624,TV9,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22vSVm4gpps,2023-01-07,483.0,1.0,1029.0,-0.9984446167945862,ABN,ayyanna patrudu ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
rhS81xN5aBU,2023-02-10,32.0,1.0,6448.0,0.9960837364196776,TV9,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mZRV_Gypd1A,2022-06-25,172.0,462.0,201540.0,0.9959755539894104,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hLJDL10C_IU,2022-11-03,216.0,3.0,1948.0,-0.9978229999542236,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93NHbmroQ0g,2022-12-02,295.0,5.0,2868.0,0.997536301612854,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4Mruz5wqn8I,2022-06-20,89.0,34.0,18172.0,0.9973875880241394,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1joMqeuhOY0,2022-02-24,72.0,44.0,18512.0,-0.9970380067825316,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VQuHdE3BCy4,2023-02-11,580.0,4.0,3120.0,0.9965382814407348,ABN,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ndGqG4reF8Y,2022-10-06,78.0,27.0,6241.0,-0.9980383515357972,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fBwtDbBqMWk,2022-10-15,316.0,30.0,10070.0,-0.99949848651886,ABN,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HFQXMIw0hZk,2023-02-07,137.0,1.0,606.0,0.9982081651687622,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bEokpE31zaQ,2022-10-19,261.0,75.0,40914.0,-0.7970948815345764,TV5,ayyanna patrudu ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IsV4lZqTFCg,2022-11-19,135.0,0.0,1220.0,0.9976958632469176,TV5,ayyanna patrudu ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FefhW4Ut22E,2022-09-29,115.0,0.0,3204.0,0.99586820602417,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q6c5SCfJxg0,2022-11-03,453.0,10.0,2305.0,-0.9973637461662292,ABN,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-rf-TZDPALY,2023-03-13,183.0,3.0,4368.0,-0.9990189075469972,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
eJF_5AtnJzM,2022-11-03,238.0,58.0,46719.0,0.981623649597168,ABN,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rtnPUA0b89c,2022-10-14,270.0,37.0,20710.0,0.9955586194992064,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NqvZtuU9HHk,2023-03-10,155.0,0.0,951.0,0.9963789582252502,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gbrEv31Mbds,2022-11-23,1003.0,23.0,5672.0,0.998664379119873,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E284pmc9pDg,2022-09-27,566.0,90.0,88187.0,-0.988908350467682,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xyae1FaNipk,2022-12-14,38.0,0.0,2520.0,-0.7658393383026123,ABN,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_b9BmyhtTeY,2022-11-03,391.0,1.0,1994.0,-0.9978256821632384,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVTW02gGUUk,2023-03-10,205.0,1.0,620.0,-0.9978610873222352,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CjpdBX3kJOk,2022-11-03,120.0,1.0,2332.0,-0.9979804158210754,TV5,ayyanna patrudu ,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ZEaqn1pmQyU,2022-10-01,180.0,62.0,29867.0,-0.9989268183708192,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26LwRPinro8,2022-12-21,78.0,1.0,1625.0,0.9987229704856871,ABN,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMZEghHRSyo,2022-11-03,115.0,168.0,59728.0,-0.986950695514679,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rj6_78gIRsY,2022-10-07,329.0,8.0,3053.0,-0.9979896545410156,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VqnH6g1fCuk,2022-11-03,285.0,187.0,112141.0,-0.9985585808753968,TV5,ayyanna patrudu ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
j_ifn069Axw,2022-11-02,8005.0,17.0,36784.0,-0.9811620712280272,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xbACCC8YT0Y,2022-09-11,100.0,0.0,1469.0,0.9958680868148804,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
