ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,penukonda.png,vizianagaram_.png,kodur.png,vishakapatnam_west.png,kakinada.png,narsapuram_l.png,puthalapattu.png,chintalapudi.png,eluru.png,palakollu.png,penamaluru.png,myudukur.png,Rajam.png,jaggampeta.png,kanigiri.png,Pendurthi.png,kalayan_durg.png,pedana.png,kaikuluru.png,Etcherla.png,tekkali.png
GNla5c9u4Ro,2022-06-19,196.0,0.0,2280.0,-0.988398015499115,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
vAYBTB5NBb0,2023-01-26,169.0,0.0,1396.0,0.9969807267189026,TV9,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gaGtzE34u24,2023-03-18,269.0,4.0,3412.0,0.9984285235404968,TV9,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GB0bxu_OsMo,2022-10-24,739.0,68.0,12335.0,0.9961949586868286,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oKQW8ftVRWc,2023-01-19,173.0,5.0,2030.0,0.9941810965538024,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPa0peKlU9I,2022-09-14,160.0,12.0,11891.0,-0.988263726234436,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80EoTnIVbT8,2022-10-31,222.0,8.0,2937.0,-0.9029171466827391,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6WFf3xeVqCI,2023-02-24,256.0,0.0,342.0,-0.973048448562622,TV9,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MDlkPZIfQsg,2022-11-03,160.0,4.0,2805.0,-0.9993972778320312,TV5,ayyanna patrudu ,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
6cgVeXvuO7Q,2023-01-07,190.0,6.0,2192.0,0.7070413827896118,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sJSUQa8h7mo,2021-09-18,1251.0,417.0,266988.0,0.9888784289360046,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tDzl5rspMMo,2023-03-10,210.0,1.0,527.0,-0.9968210458755492,ABN,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
aKcN6TIpehs,2023-02-22,195.0,0.0,443.0,-0.9981696605682372,ABN,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QEkGRV_EScE,2022-11-21,254.0,0.0,2432.0,0.9861149787902832,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ77aU3a-Qw,2023-01-01,234.0,0.0,778.0,0.9980886578559875,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTtZtWc5upI,2023-02-27,391.0,1.0,1636.0,0.9963569045066832,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tUVohUR3Wzk,2022-11-10,287.0,19.0,14844.0,-0.998218834400177,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ujqOSE1trs8,2022-11-03,4254.0,3.0,18858.0,0.9952065348625184,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNedHDa3MsU,2022-11-03,118.0,11.0,3816.0,-0.9847714304924012,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_h52IWkDvA,2023-01-09,305.0,1.0,1366.0,0.99802964925766,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6o5IdfoV6Sc,2022-11-05,215.0,4.0,3485.0,0.9968031644821168,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ezUOkI7_vv0,2023-02-16,315.0,0.0,1114.0,-0.998291790485382,TV5,ayyanna patrudu ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2s4UZNZVGwo,2022-11-20,704.0,29.0,6281.0,-0.9967570900917052,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qd-iSNz_7MQ,2022-10-15,165.0,9.0,6101.0,-0.9962071180343628,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HZNsLAGFt8g,2022-06-21,96.0,27.0,26806.0,-0.9982492923736572,Sakshi,ayyanna patrudu ,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
_rhFW5K3W-4,2023-04-15,125.0,0.0,639.0,-0.9973222613334656,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3K2IZFmYKfk,2023-02-21,75.0,4.0,3676.0,-0.9988640546798706,ABN,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ec9JIm6CACo,2022-11-03,240.0,15.0,4859.0,-0.9994033575057985,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fru2cztfTdA,2022-10-11,150.0,3.0,4942.0,-0.9988238215446472,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
HrB-yieuqNQ,2022-11-03,105.0,57.0,9413.0,-0.9963724613189696,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LLd6TB6fIKc,2022-11-30,149.0,1.0,474.0,0.5968292355537415,ABN,ayyanna patrudu ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FO7c645cI6s,2023-01-21,731.0,108.0,41533.0,-0.995053231716156,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wbGCw5WvGKg,2023-04-04,223.0,2.0,1202.0,-0.9976231455802916,ABN,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brtcU1IEDvM,2022-01-23,168.0,72.0,38714.0,-0.9977988600730896,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dDCMqNMZ_xg,2023-04-05,174.0,8.0,3771.0,0.9976874589920044,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
He6FkyVIEIM,2022-11-03,181.0,0.0,1884.0,-0.99810528755188,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U8Vr1h92Pu4,2022-11-08,245.0,1.0,1427.0,-0.9908499717712402,TV5,ayyanna patrudu ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR7fGGH5fJ0,2023-04-08,227.0,0.0,655.0,-0.9986566305160522,ABN,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HQbZIh5hY1Y,2023-03-10,105.0,1.0,437.0,-0.9992783665657043,ABN,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sBgtyPh91TA,2020-03-13,477.0,1.0,2558.0,0.9917200803756714,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jhE8EByVkoo,2022-11-05,342.0,1.0,6879.0,-0.9937678575515748,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f17SeYq92yU,2022-11-03,167.0,2.0,1940.0,-0.9616090655326844,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5KVmMNzztc,2022-11-23,122.0,0.0,442.0,-0.9994035959243774,ABN,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maIiHPZaa-Q,2022-10-02,289.0,50.0,18384.0,0.9963808655738832,Sakshi,ayyanna patrudu ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
oMah0V9PHF4,2023-02-21,145.0,81.0,40466.0,-0.9980360865592957,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WGJR6kqs6R0,2023-03-09,297.0,7.0,1749.0,-0.9984232187271118,TV9,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xSIOrAOBjT8,2023-01-29,178.0,149.0,83753.0,-0.986563801765442,Sakshi,ayyanna patrudu ,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNoXIzbfGUg,2022-11-19,249.0,4.0,1779.0,0.995290994644165,ABN,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CWZfk2gaa60,2022-11-04,97.0,15.0,5018.0,-0.999243974685669,ABN,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UZUbam-zWqI,2022-11-03,250.0,59.0,137805.0,-0.9986401200294496,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNyPVKC7EY4,2022-11-04,119.0,0.0,3017.0,-0.994419276714325,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ayngvahh8l4,2022-12-12,101.0,3.0,2922.0,-0.999208390712738,ABN,ayyanna patrudu ,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SvDnpXCfmgk,2022-10-01,291.0,6.0,3131.0,-0.9979199767112732,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8aPdeIQKppc,2023-03-31,277.0,0.0,677.0,-0.8419522047042847,TV9,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D5oc1ZFy8hE,2019-12-22,339.0,1.0,2591.0,0.9869411587715148,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
egcW1h9_oLU,2022-11-09,235.0,1.0,4402.0,0.9828506708145142,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U8ldfBc8jDM,2022-11-27,261.0,1.0,1735.0,-0.9992228746414183,ABN,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBmK35CrA2s,2023-02-16,63.0,21.0,8652.0,-0.9964973330497742,TV5,ayyanna patrudu ,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
WiSVvnnkGFQ,2023-02-16,336.0,21.0,2348.0,0.9979853630065918,TV9,ayyanna patrudu ,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1
YotHMCVewQU,2022-06-27,191.0,38.0,13547.0,-0.9977654218673706,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1nblW9eBNjM,2022-11-03,80.0,3.0,3410.0,-0.9978964328765868,TV5,ayyanna patrudu ,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34cLLs3W2oY,2022-09-29,220.0,8.0,4937.0,0.9871724843978882,TV5,ayyanna patrudu ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BXj9Mv_TyXo,2022-11-03,300.0,0.0,1269.0,-0.9985833168029784,ABN,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-SQs7S2aPtc,2021-11-13,316.0,13.0,9316.0,-0.9983617663383484,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G1GzybY9-Hc,2022-10-28,300.0,27.0,9512.0,-0.9970633387565612,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
_5h7Fv6ensk,2023-01-31,41.0,2.0,1451.0,0.9929800629615784,ABN,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GgaiuVeuY2Y,2022-06-27,94.0,4.0,8972.0,-0.9877097606658936,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ToikmYy9_-A,2023-04-01,92.0,22.0,57086.0,0.9828709363937378,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8OUvLHMcZ9I,2022-12-07,207.0,2.0,1824.0,0.9986782670021056,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ePW9rmYIC_U,2023-01-21,196.0,11.0,1913.0,0.9858126640319824,Sakshi,ayyanna patrudu ,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
dTY74KKQ-Ns,2022-09-14,175.0,2.0,3456.0,-0.9878062605857848,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pa884qN9Nd4,2022-11-04,425.0,11.0,7260.0,-0.9914310574531556,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4qTROG-cW6o,2023-01-29,56.0,30.0,24475.0,-0.986710250377655,TV9,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dz9PaM2pD6g,2022-11-03,125.0,18.0,5701.0,-0.9988698363304138,TV5,ayyanna patrudu ,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4et7EHq482s,2022-11-17,214.0,2.0,2818.0,-0.996845245361328,ABN,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I7-no6oIU50,2022-11-22,311.0,5.0,1006.0,0.9952057003974916,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6pjb7U0SInI,2023-03-10,100.0,0.0,417.0,0.9906427264213562,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DP2R9XE0-C8,2023-02-17,1197.0,837.0,181110.0,0.9978141784667968,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jxyuBLBzh24,2022-11-04,365.0,28.0,11667.0,-0.9928396940231324,TV5,ayyanna patrudu ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTScoq7ao5o,2023-03-10,90.0,0.0,325.0,-0.6309375166893005,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NN_JWaLtyls,2022-11-10,179.0,1.0,1083.0,0.9954356551170348,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UcHX_A3enj4,2023-02-16,163.0,1.0,2589.0,-0.9964202642440796,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bWi6T5h1kTc,2022-11-03,842.0,131.0,61303.0,0.9780293703079224,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1KkN7Gn7mBQ,2023-01-20,486.0,8.0,6585.0,-0.9957221746444702,Sakshi,ayyanna patrudu ,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
I_YO8Vag014,2022-11-03,175.0,3.0,2317.0,-0.9832139015197754,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
co-tP05ReLA,2022-11-03,87.0,12.0,2479.0,-0.9976964592933656,TV5,ayyanna patrudu ,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
WDjCY-iwmvw,2023-02-20,188.0,4.0,4318.0,-0.9977259039878844,TV5,ayyanna patrudu ,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
dDoG-MuBYrA,2022-10-21,531.0,207.0,95919.0,0.9544876217842102,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XhTQvElxszk,2023-01-09,10360.0,0.0,10903.0,0.9941741824150084,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRGLHGKwW4E,2023-02-24,106.0,0.0,498.0,-0.998244047164917,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_VTu6XQUZV0,2022-11-03,175.0,9.0,2950.0,-0.99928879737854,TV5,ayyanna patrudu ,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
l48wECnKYYg,2023-03-03,294.0,2.0,4080.0,0.9887323379516602,TV9,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EaFL1jTEv0U,2022-12-31,239.0,2.0,36144.0,-0.9927859902381896,TV9,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fqXnvfqBogI,2023-02-27,95.0,4.0,3052.0,-0.9979336261749268,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
IZcZ3xI9wFA,2022-07-02,166.0,105.0,25783.0,-0.9985112547874452,Sakshi,ayyanna patrudu ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hNSPh80YMms,2023-01-13,98.0,6.0,4560.0,-0.9992645382881165,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUUw41caCUM,2022-11-03,272.0,22.0,15438.0,-0.9932748079299928,TV5,ayyanna patrudu ,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
r31SQy24dOc,2022-10-11,329.0,3.0,2560.0,-0.9981312155723572,TV5,ayyanna patrudu ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hdAj0n6omUA,2022-10-28,195.0,2.0,1010.0,0.9944401979446412,TV5,ayyanna patrudu ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LVWKURxqFnk,2022-09-18,160.0,13.0,2631.0,-0.998710870742798,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fXQcKKZDy4o,2022-09-14,195.0,40.0,33029.0,-0.9994547963142396,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hVZkBSrVhzs,2023-01-19,135.0,26.0,11121.0,-0.9979487061500548,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-c_dzpLG30I,2022-10-19,23685.0,5.0,58560.0,0.9928228855133056,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zdvx8eBDHY8,2023-01-19,273.0,83.0,61573.0,-0.9829308390617372,TV9,ayyanna patrudu ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
cL83zegXpXc,2022-12-12,32.0,5.0,18160.0,0.9981691837310792,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iGnUavQUvsA,2022-09-18,87.0,48.0,25457.0,-0.9916692972183228,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mEp6ZVbN3WI,2022-10-23,60.0,1.0,625.0,-0.9977856874465942,ABN,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0uY32ayU4g,2022-09-18,174.0,5.0,19771.0,-0.9982494115829468,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
os-FeouruiE,2022-02-08,291.0,36.0,8156.0,-0.998377561569214,Sakshi,ayyanna patrudu ,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
_AgsBdf2uf0,2022-11-20,909.0,20.0,8494.0,0.9906033873558044,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QAlCpAlP8rM,2022-11-27,176.0,1.0,684.0,-0.9975969195365906,ABN,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nnExCM1UwX8,2022-11-03,328.0,5.0,6503.0,-0.997252881526947,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2vfX95HjlWE,2022-11-03,116.0,12.0,11106.0,-0.9978514909744264,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fDdQFuYIIls,2023-01-20,108.0,2.0,1307.0,-0.9764786958694458,ABN,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fCKDQU2VGdQ,2022-11-04,289.0,1.0,3295.0,0.9928663969039916,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WWvqIrGztyY,2022-10-30,232.0,26.0,9329.0,0.9651053547859192,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h1D-s9Zreto,2022-12-07,184.0,11.0,3277.0,0.998729646205902,TV9,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MF02yevQ4Dg,2023-01-12,99.0,0.0,1344.0,0.9988036155700684,TV9,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TQ1ggj7GHtU,2022-11-03,298.0,3.0,4551.0,-0.9979331493377686,TV5,ayyanna patrudu ,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
lN61OfD5PMw,2023-01-31,226.0,4.0,5862.0,0.9964315891265868,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eli6Od5RZ4o,2022-09-14,265.0,2.0,2385.0,-0.992556929588318,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
YpXsMYRBqi0,2022-11-18,228.0,3.0,33617.0,-0.9658622145652772,TV9,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O3tGMXFmmEc,2022-06-27,63.0,32.0,29461.0,-0.9986489415168762,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QvOjjitfbbw,2022-11-03,140.0,62.0,14304.0,-0.993120551109314,TV5,ayyanna patrudu ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
y2_O7gUOflo,2022-11-03,410.0,288.0,116525.0,0.9910219311714172,TV5,ayyanna patrudu ,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MO5SXfBFv44,2023-03-25,101.0,1.0,1599.0,0.9700741171836852,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
xCnGoTyFxZo,2023-02-17,297.0,1.0,3387.0,-0.9956158399581908,ABN,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4FDVS1-NhpI,2022-11-05,120.0,56.0,20482.0,-0.9991090893745422,TV5,ayyanna patrudu ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U9o7eg9xM34,2022-10-28,70.0,2.0,1158.0,-0.9994633793830872,ABN,ayyanna patrudu ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
lCCgGg86oUE,2023-01-19,35.0,6.0,14124.0,-0.9836894869804382,ABN,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P4luMfCzPyc,2023-02-22,190.0,4.0,984.0,-0.9903545379638672,TV9,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EK-2ocgddZ4,2021-09-25,44.0,9.0,4824.0,0.993913471698761,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kT1IkZVOXOA,2022-10-01,90.0,194.0,176195.0,0.974545419216156,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alwbFjh7nho,2022-10-01,145.0,17.0,4276.0,-0.9984126091003418,TV5,ayyanna patrudu ,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
WU4GrWozPZE,2022-04-25,265.0,20.0,6703.0,-0.997201919555664,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JmT1IbpNPus,2022-11-04,190.0,10.0,14371.0,-0.9994743466377258,TV5,ayyanna patrudu ,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
bQCrM69hjvM,2023-03-24,272.0,1.0,768.0,-0.987585186958313,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cmzc-eY4LDs,2023-02-24,261.0,0.0,417.0,-0.9870906472206116,TV9,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AswcjfI4BQQ,2023-01-28,275.0,3.0,6139.0,0.9961950778961182,TV5,ayyanna patrudu ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mm2qoGn57Ek,2021-09-18,113.0,10.0,3811.0,-0.9972859621047974,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
