ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,banaganapalle.png,penukonda.png,vizianagaram_.png,vijayawada_l.png,jaggayyapeta.png,kodur.png,venkatagiri.png,alur.png,vishakapatnam_west.png,kakinada.png,narsapuram_l.png,tadikonda.png,venkat_krishna.png,palakollu.png,cheepurupali.png,gajapathinagram.png,myudukur.png,Rajam.png,pulivendula.png,kanigiri.png,kalayan_durg.png,unguturu.png,sattenapalli.png,Venkata_Mahesh.png,paturi_nagabhusnam.png,vizianagaram.png,tadepalligudem.png,sambasivarao.png,tekkali.png,kadiri.png,pawan.png
uHhafnPa_YA,2022-05-17,104.0,523.0,311378.0,0.998684823513031,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b5zOUTqiebA,2022-09-06,70.0,4.0,2684.0,0.9955244064331056,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39xtIr5aX4c,2022-09-28,135.0,7.0,2140.0,-0.9987032413482666,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kMKEIk2s9V8,2022-08-21,130.0,3.0,3040.0,0.9980095028877258,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oKun7qSPVbQ,2019-12-20,922.0,10.0,3930.0,0.9943397641181946,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0BKeeLo8wzI,2022-11-01,305.0,2.0,1181.0,-0.9973753690719604,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y-s8_YOC6pc,2022-10-06,235.0,222.0,66569.0,-0.9989995360374452,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I5__sFcrmLU,2023-03-28,199.0,0.0,314.0,-0.9957857728004456,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9GZrKrf1FBU,2023-03-08,183.0,6.0,3213.0,0.9976919889450072,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
e76XqgQR64s,2023-02-28,95.0,0.0,817.0,-0.9910622835159302,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
x1i10GznEJE,2023-04-01,144.0,3.0,4053.0,0.9958374500274658,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
X9Z7eC25mSE,2023-01-25,225.0,64.0,59103.0,-0.9946686625480652,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ih7wq6pjqkA,2022-10-07,309.0,91.0,49188.0,-0.999402403831482,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pp73KO4EKAo,2020-03-11,685.0,13.0,3507.0,-0.9993091821670532,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dmdma1W_tsk,2023-04-01,26144.0,3.0,29075.0,0.9952556490898132,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlEfk9IBYi4,2022-10-15,157.0,1.0,3149.0,-0.998062551021576,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3a6L2QpDyDs,2023-04-20,152.0,1.0,808.0,0.9863004684448242,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bVkZM97hoUM,2022-10-06,65.0,9.0,3293.0,-0.997094988822937,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JrXc4NfLZyE,2022-09-30,210.0,16.0,14288.0,-0.9980320334434508,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA1GdV6Ajjw,2023-02-27,262.0,1.0,734.0,0.9984691739082336,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAFocdwhg7U,2022-10-09,315.0,0.0,1522.0,-0.9909561276435852,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
j0YLYoost_s,2022-12-02,162.0,0.0,1038.0,-0.997660994529724,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
zta5Y3ljDaY,2023-04-11,5465.0,1.0,8300.0,-0.9978031516075134,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8KK2_48ZR1w,2022-10-08,42895.0,6.0,19386.0,0.9967455863952636,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kfzlDVSnD7Y,2023-04-01,190.0,22.0,2347.0,-0.9978952407836914,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHX5r8TLODo,2022-07-07,1949.0,164.0,37949.0,0.9781071543693542,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lOfQ7WnrHQo,2022-12-08,182.0,1.0,983.0,-0.9980252981185912,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6ApNuCUEgZQ,2022-09-20,308.0,0.0,629.0,-0.9979021549224854,TV5, Botsa ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S8P0PIisU0k,2022-10-06,42898.0,7.0,46352.0,-0.9885002374649048,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ly-CnDcNqj8,2023-01-11,232.0,1.0,1737.0,-0.9896592497825624,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BXCElPYojIM,2023-01-12,348.0,54.0,9855.0,0.9899194240570068,TV9, Botsa ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fr6qC6v6qgc,2022-12-08,95.0,11.0,6205.0,-0.9939542412757874,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eD3hsSyU7ok,2022-10-11,640.0,69.0,35655.0,-0.9828778505325316,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eY7PpQ6aYKA,2023-01-26,431.0,105.0,47142.0,-0.994985818862915,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IREJsebKQh4,2022-09-25,4395.0,19.0,11378.0,0.9900126457214355,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vgZSCjUddMI,2023-03-15,299.0,0.0,924.0,-0.9989280104637146,TV9, Botsa ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iqrh4adKBHk,2022-12-24,13137.0,4.0,12911.0,0.98820823431015,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ige6OlYJKNU,2022-10-06,284.0,117.0,76190.0,-0.9952490329742432,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J-7p5asrLsc,2023-02-13,228.0,3.0,2761.0,0.6560115218162537,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gluxFa9_tCA,2022-09-06,258.0,0.0,1174.0,-0.999478042125702,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
JYTfKFu-shY,2023-02-21,284.0,0.0,1045.0,-0.9864293336868286,TV9, Botsa ,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i4tD8BBtN9A,2022-10-12,106.0,2.0,2399.0,-0.9929053783416748,TV5, Botsa ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YY1jArpvhOw,2022-11-01,1580.0,7.0,5932.0,0.9910184144973756,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bju1-aCUP7Q,2023-04-22,266.0,1.0,2322.0,-0.9993308782577516,ABN, Botsa ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RmfaQ_GBeuQ,2022-04-13,186.0,21.0,20732.0,-0.9987288117408752,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4Req_L5Jq7U,2022-09-06,434.0,6.0,3258.0,0.9958867430686952,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tfPefFNUYSg,2022-11-17,103.0,1.0,1348.0,0.8109051585197449,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hxbizHWJ5Gs,2023-04-01,285.0,247.0,113346.0,0.981283962726593,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FmkKyDuEHrk,2023-02-22,52.0,2.0,2129.0,-0.998577117919922,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qTR4viPi69w,2023-04-08,264.0,65.0,120007.0,-0.9982653260231018,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9hvv3nJAVns,2023-03-17,255.0,3.0,641.0,-0.998379111289978,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ozLmv3ElgNI,2023-03-12,302.0,2.0,599.0,-0.9854690432548524,TV9, Botsa ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eid8_dBozsk,2022-09-06,335.0,34.0,12055.0,-0.9979947805404664,TV5, Botsa ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
e5l61zG0e5M,2023-03-10,244.0,1.0,1326.0,0.9804739952087402,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
xsCefEhzL5o,2022-10-06,218.0,35.0,5441.0,-0.9908705353736876,Sakshi, Botsa ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-e-Yt8OSLME,2022-09-04,245.0,8.0,6547.0,-0.9984571933746338,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
aJyPMn9bWfA,2022-08-24,246.0,2.0,1809.0,-0.9924092292785645,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rKYZNejpK34,2023-04-07,63.0,4.0,1261.0,-0.995564103126526,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BnA8uVbLGvk,2022-10-06,42896.0,1.0,55918.0,0.9932878613471984,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WcQHnG0YKAw,2021-10-01,1635.0,11.0,10999.0,0.984828770160675,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIfPsOzGUyo,2023-03-08,225.0,2.0,2436.0,-0.9981544613838196,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PJd5e-R4ilA,2022-09-01,200.0,0.0,1592.0,-0.9891818165779114,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vWWezsbxpSE,2023-03-23,357.0,21.0,8253.0,-0.998488426208496,TV9, Botsa ,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k8ZvO_cGMC0,2022-08-29,305.0,3.0,3019.0,-0.6062717437744141,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pCxGLral7uE,2023-02-13,260.0,0.0,190.0,-0.9272761344909668,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1CHoeTU60ww,2023-03-28,299.0,4.0,2755.0,-0.9987001419067384,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JCbEdubwiFE,2022-10-08,329.0,53.0,22829.0,0.9727538228034972,TV5, Botsa ,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TNRGi9HrX3w,2023-01-12,110.0,0.0,1555.0,0.998187243938446,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rr9lGoHUvck,2022-08-25,280.0,7.0,1393.0,-0.9963997602462769,TV5, Botsa ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9v8BIBATLMo,2022-06-27,2123.0,1.0,2242.0,0.9941229224205016,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rj6_78gIRsY,2022-10-07,329.0,8.0,3053.0,-0.9979896545410156,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PQDej0AAnLk,2023-03-23,125.0,0.0,577.0,-0.9981876015663148,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5oVre9e4Q3Y,2022-12-15,110.0,1.0,2101.0,-0.9937415719032288,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4kD8YO7cecg,2022-07-28,8468.0,6.0,17103.0,0.9922283291816713,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-y-IQZE3Ixs,2023-01-05,3197.0,4.0,7877.0,0.9922490119934082,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vl6aI8m3zg4,2021-11-17,1144.0,31.0,15578.0,0.99098539352417,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9wLTOhNkr2Y,2019-12-23,92.0,4.0,1172.0,-0.9978647828102112,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oGiCNTlT5Vg,2022-11-12,10745.0,12.0,49885.0,0.98967707157135,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qZyw0p3lPV4,2023-01-19,325.0,0.0,925.0,-0.997619092464447,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o0uQ6OzGtuI,2022-10-03,42895.0,6.0,162264.0,0.9914016127586364,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ItlFcwJR0wE,2023-03-04,18.0,58.0,23847.0,-0.9968000650405884,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gaGtzE34u24,2023-03-18,269.0,4.0,3412.0,0.9984285235404968,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S7Qn2zk_md4,2021-03-04,42898.0,7.0,18456.0,0.9896384477615356,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw30OAuiDAU,2021-11-05,222.0,1.0,850.0,-0.9881157875061036,Sakshi, Botsa ,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PuUv16qZJ7Y,2023-02-04,147.0,2.0,2399.0,0.9957751631736756,TV5, Botsa ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
i3b8Tmm01GU,2022-12-25,32.0,10.0,88044.0,0.9978365302085876,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KqFwNfCP4eU,2022-11-28,38745.0,5.0,10615.0,0.98820823431015,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BZQSy_1aXyU,2022-09-06,42900.0,19.0,101698.0,0.9982532858848572,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YilMZm9Z2Vo,2021-02-15,175.0,76.0,47286.0,0.997654676437378,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5YVpELjbfhQ,2023-04-01,7125.0,12.0,11343.0,0.991631805896759,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36AW6logvbk,2023-02-27,295.0,59.0,16275.0,-0.9983678460121156,ABN, Botsa ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
PAGOxcA4RwU,2022-10-12,237.0,3.0,3620.0,-0.9961950778961182,TV5, Botsa ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EWOS0RG_4Vo,2023-03-01,60.0,0.0,1039.0,0.9973052740097046,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
REZyJHGosnU,2022-09-27,203.0,40.0,3337.0,-0.992091178894043,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IIFfkD7Jq4o,2023-04-01,59.0,5.0,11024.0,0.9946558475494384,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZC7NDQCuzKY,2022-11-20,143.0,2.0,1033.0,-0.9970199465751648,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-SsxEw3D90,2023-01-25,276.0,1.0,248.0,0.9925791621208192,TV9, Botsa ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
REexiakehRI,2022-12-26,5730.0,32.0,53558.0,0.9947721362113952,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t5aNiThez_A,2022-06-18,23734.0,18.0,51662.0,0.9903905391693116,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6iQ_rdj03e4,2022-12-17,317.0,6.0,3019.0,0.9985116124153136,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7-_xHwuFa7I,2022-08-25,298.0,2.0,2987.0,-0.9830516576766968,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QEkGRV_EScE,2022-11-21,254.0,0.0,2432.0,0.9861149787902832,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jx3zl0Kcy-Y,2022-09-25,315.0,50.0,33064.0,-0.9670166373252868,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ePr3e-GHQys,2022-09-15,88.0,274.0,113471.0,-0.9977514147758484,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
bU9XSQb4Vw0,2023-03-13,63.0,11.0,3617.0,0.988591730594635,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
l0AKtf6t_eY,2023-03-13,97.0,8.0,2122.0,-0.9970589876174928,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9TSdtLahcoM,2023-03-14,75.0,16.0,3218.0,0.9923640489578248,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
_pfDJAbr3YU,2023-02-23,255.0,40.0,22458.0,0.9914348721504213,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dQij7hRf66s,2023-04-15,153.0,106.0,21957.0,-0.9980883002281188,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P2U3hkwr0bk,2022-05-28,246.0,77.0,40350.0,0.9941456317901612,Sakshi, Botsa ,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15UTzTqmNQ0,2023-02-16,107.0,6.0,863.0,-0.9975119829177856,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ77aU3a-Qw,2023-01-01,234.0,0.0,778.0,0.9980886578559875,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPsgl77JXnk,2022-11-29,285.0,1.0,1222.0,-0.999126136302948,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEQbw71kcuk,2023-02-03,79.0,7.0,9829.0,0.9919262528419496,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NpU_NAa51Oc,2022-05-04,12635.0,1.0,28839.0,0.9905368685722352,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k-Ww8h4TUtg,2022-10-30,196.0,0.0,995.0,0.9972746968269348,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v6HkoyQlEoE,2023-02-27,42899.0,12.0,180966.0,0.9951807260513306,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nlyiy8opHcM,2023-04-12,230.0,2.0,3940.0,-0.8551573753356934,ABN, Botsa ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HDXaJrIyIks,2023-03-12,281.0,5.0,679.0,0.9824366569519044,TV9, Botsa ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GrISD4yY4-0,2022-07-28,145.0,0.0,3588.0,0.985537588596344,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
