ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,banaganapalle.png,penukonda.png,vizianagaram_.png,vijayawada_l.png,jaggayyapeta.png,kodur.png,venkatagiri.png,alur.png,vishakapatnam_west.png,kakinada.png,narsapuram_l.png,tadikonda.png,venkat_krishna.png,palakollu.png,cheepurupali.png,gajapathinagram.png,myudukur.png,Rajam.png,pulivendula.png,kanigiri.png,kalayan_durg.png,unguturu.png,sattenapalli.png,Venkata_Mahesh.png,paturi_nagabhusnam.png,vizianagaram.png,tadepalligudem.png,sambasivarao.png,tekkali.png,kadiri.png,pawan.png
3bpK6Ci0zFw,2022-08-26,324.0,16.0,7111.0,0.9983410835266112,Sakshi, Botsa ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rEKaPnDwOyM,2022-10-06,18595.0,15.0,35816.0,0.9969283938407898,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUlR2sKFOxc,2023-02-08,124.0,147.0,105058.0,0.9985664486885072,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ZR-DZryDTGc,2022-03-14,68.0,62.0,22811.0,-0.9983503818511964,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n5kHRsLPoiM,2022-02-15,235.0,92.0,60671.0,0.9927086234092712,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PcIwupxwxQ4,2022-09-02,61.0,249.0,155643.0,-0.9787453413009644,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bPCo9hx-fn4,2023-01-30,318.0,57.0,27146.0,-0.981736183166504,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NmnPGBBk18M,2022-12-05,239.0,13.0,2690.0,0.7283102869987488,Sakshi, Botsa ,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ImZIpf4Hu54,2022-11-30,247.0,3.0,3146.0,0.997458040714264,Sakshi, Botsa ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zBH-3bCULok,2022-09-08,178.0,2.0,2718.0,-0.9937946796417236,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6XySGZPXq6w,2022-10-11,300.0,9.0,4081.0,-0.9984790682792664,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jEyyKBB0-Ow,2021-11-05,2388.0,7.0,10865.0,0.9908270239830016,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tavHEABQmfk,2022-09-29,5542.0,5.0,23242.0,0.9895190596580504,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toJRRL0M_74,2023-02-27,92.0,23.0,7682.0,0.9958177208900452,Sakshi, Botsa ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ae4ac2hjcaQ,2023-02-27,296.0,5.0,1676.0,0.987579882144928,TV9, Botsa ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jeAATP1L6VQ,2022-12-04,280.0,1.0,808.0,0.9987275004386902,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
c6ebHtgQ5M8,2023-03-24,61.0,1.0,529.0,0.9927337169647216,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
es0UDzd6Sic,2019-12-24,155.0,3.0,4501.0,-0.9966905117034912,Sakshi, Botsa ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
hSnh4RetBDM,2023-04-07,193.0,1.0,658.0,0.979536235332489,TV9, Botsa ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
whZ1OfdbEbM,2022-10-13,101.0,66.0,36750.0,-0.9952752590179444,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23tjhirIge0,2023-02-28,254.0,21.0,8169.0,-0.997928500175476,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76JW8d3RA3c,2022-09-29,325.0,94.0,85970.0,0.9881508350372314,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4r7kaPfUn7c,2022-10-19,263.0,0.0,895.0,0.5829048156738281,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TeuoFa5EdPo,2023-03-17,100.0,105.0,140366.0,-0.9986686706542968,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3T62MnPA0P8,2023-04-19,146.0,2.0,8724.0,-0.99244225025177,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_Ve5Rp8jAOc,2022-11-14,522.0,12.0,2321.0,-0.9979813694953918,Sakshi, Botsa ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5tn8UUvFXbs,2022-08-25,313.0,1.0,2204.0,0.983509600162506,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kLzK-EeaRjM,2023-03-10,206.0,5.0,1685.0,0.9976097345352172,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CrS9rQt5jPA,2022-10-13,8430.0,8.0,16828.0,0.9945110082626344,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SzAbGgAAH1s,2022-08-25,5560.0,16.0,99040.0,-0.995313048362732,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLBqK9YDy2o,2022-09-26,200.0,16.0,8626.0,-0.982355535030365,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xa9bg4gNHtw,2023-04-15,253.0,1.0,1092.0,-0.9939963817596436,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n_KxFDik0GI,2022-08-29,277.0,27.0,6454.0,-0.9944104552268982,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gUlL6eh2-SY,2022-09-26,196.0,25.0,4899.0,-0.9982479810714722,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iTaI3qBsAsU,2023-03-02,178.0,10.0,4846.0,-0.9990237951278688,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I97Qk8ufnVE,2022-10-11,325.0,1.0,1999.0,-0.9982927441596984,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bDPKd30ovzM,2023-04-15,8840.0,7.0,13300.0,0.9921807050704956,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WXFcKVhGDjI,2023-02-04,262.0,4.0,2017.0,-0.9969173669815063,TV9, Botsa ,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
rUa5HhcDH5w,2023-04-05,125.0,1.0,1427.0,0.9977287650108336,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
olX3oSmLsWg,2023-01-19,54.0,0.0,2393.0,-0.9977189898490906,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uUYBrfm3WKI,2022-12-12,204.0,9.0,2870.0,-0.994056224822998,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bl3eWM6sunk,2022-09-26,381.0,5.0,2291.0,-0.9986114501953124,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AhQTOVBK9dg,2022-10-06,470.0,78.0,44272.0,-0.9948264956474304,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
YUD8TbmGLAE,2023-01-18,150.0,2.0,1572.0,0.9954544305801392,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kNsvBOUyQ0M,2022-11-23,178.0,1.0,1695.0,0.9952899217605592,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0WyH-y-PN0k,2023-04-13,206.0,4.0,19032.0,-0.9983022212982178,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EEL6-EEyiww,2023-03-14,170.0,1.0,1769.0,0.9623424410820008,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iDqHg5gtsB8,2022-09-26,42895.0,10.0,122226.0,0.9764906167984008,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZxGiV_a_FLk,2022-10-13,565.0,265.0,96818.0,-0.9922528862953186,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TLX0-q9mKcQ,2022-12-01,231.0,2.0,22348.0,-0.9966452717781068,TV9, Botsa ,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3iM9kSroK_M,2023-01-26,45.0,18.0,15055.0,-0.999504327774048,TV9, Botsa ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
UtSDwEmg1nU,2022-10-13,326.0,2.0,778.0,-0.9948099851608276,ABN, Botsa ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
GE0lmP84_pY,2022-12-16,195.0,19.0,3702.0,-0.9908874034881592,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5LzJqJAWOKY,2023-03-17,703.0,8.0,1476.0,-0.9976599216461182,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DF0Cc-bkyv0,2023-02-12,316.0,34.0,48267.0,0.9969791173934937,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naPJJ2-fgIs,2022-09-28,260.0,13.0,2043.0,-0.9994896650314332,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1szn_YygIDo,2023-03-12,290.0,0.0,555.0,-0.9978445768356324,TV9, Botsa ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maBCNMcb0Z4,2022-11-17,74.0,9.0,1483.0,0.9862026572227478,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aGCir00OlE0,2023-01-19,39397.0,86.0,55226.0,0.9917538166046144,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xpoRloiFfX4,2023-02-27,264.0,1.0,567.0,0.9964818954467772,TV9, Botsa ,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E0HzgKdXbyI,2022-10-03,595.0,0.0,1039.0,0.998230278491974,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGo2CLIBXVw,2022-09-27,100.0,50.0,6799.0,-0.9994792342185974,TV5, Botsa ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
LAqKgcRuGJM,2022-10-08,182.0,3.0,1779.0,-0.999292254447937,TV5, Botsa ,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
N8o1MsR7YCA,2022-12-07,550.0,124.0,173087.0,-0.9987175464630128,TV5, Botsa ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
cc2GYXCbIEE,2022-10-10,210.0,6.0,2315.0,-0.9937269687652588,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D1S1HED5VEA,2021-12-22,562.0,40.0,13789.0,-0.9933765530586244,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aGaGVIn4q_k,2023-01-26,12175.0,14.0,24678.0,-0.9978557229042052,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vAwY9f7C66I,2023-03-03,235.0,1.0,1673.0,0.9973165392875672,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7GF3AfzEm3M,2022-10-17,286.0,13.0,7511.0,0.998458981513977,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DH4POUwbseE,2022-12-10,348.0,19.0,7112.0,-0.9969614148139954,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NWPWJq4QEqY,2022-09-10,7245.0,2.0,11212.0,-0.997285008430481,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRpIKQSbaHE,2022-11-01,182.0,1.0,713.0,0.9947233200073242,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TDsMzGOO7QA,2022-12-20,204.0,18.0,21626.0,-0.993137001991272,TV9, Botsa ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
qkmwDxQe2No,2023-04-13,283.0,11.0,4206.0,-0.99183452129364,TV9, Botsa ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HgMG2_sMJOU,2022-12-07,303.0,28.0,22653.0,-0.9967220425605774,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GlkDnu2TNOI,2021-02-18,100.0,3.0,5217.0,-0.9970954656600952,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xWdUA1EJTr4,2023-02-01,277.0,20.0,28230.0,-0.99208003282547,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5PsM-AG6wB8,2023-04-01,162.0,7.0,1209.0,-0.9992477893829346,TV9, Botsa ,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
fI-gya0Be-I,2023-03-19,42900.0,24.0,152808.0,-0.997883141040802,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vrIdJvmKmgE,2023-03-23,322.0,169.0,17962.0,0.993446171283722,Sakshi, Botsa ,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBU64nee_wM,2023-04-01,953.0,11.0,5459.0,0.990117609500885,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iRlWldziC9g,2023-03-12,1138.0,28.0,9528.0,-0.9904242157936096,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
petUcAtjC5I,2022-11-08,201.0,5.0,4071.0,0.9986883997917176,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pecxf7U9VYo,2022-05-28,159.0,498.0,135977.0,-0.9980100989341736,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
bdDLJ2aLz80,2022-09-10,106.0,5.0,3297.0,-0.989825963973999,TV5, Botsa ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4YkHxX3uqyw,2022-10-03,163.0,4.0,3030.0,-0.998701810836792,TV5, Botsa ,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6SD7fy7wWyc,2022-12-12,306.0,2.0,6976.0,0.9979780316352844,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EO6w2LAEDfs,2022-10-10,350.0,209.0,147793.0,-0.9986668825149536,TV5, Botsa ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FNaf7lFM2W8,2023-04-13,268.0,40.0,8569.0,-0.998603880405426,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6oOQr3wYB_Y,2023-02-03,375.0,13.0,18807.0,-0.9928009510040284,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NZ-pCz7CUp8,2023-03-14,283.0,0.0,1257.0,0.9943625926971436,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTsoT6I9z4g,2023-01-26,60.0,25.0,10755.0,0.99866783618927,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zW16ZQH9ugk,2021-12-30,143.0,57.0,9369.0,0.9860448837280272,Sakshi, Botsa ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S9npJYigyW0,2022-11-27,68.0,0.0,1156.0,-0.9908213019371032,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6MCWLd3lcYI,2022-10-17,95.0,2.0,3505.0,-0.9987323880195618,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kC_v-fIqJLE,2022-11-21,188.0,2.0,12016.0,0.994716227054596,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uMwZVGuZ_h0,2022-11-11,311.0,26.0,10743.0,0.9987263083457948,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
B8KnWPTxGTQ,2022-09-28,320.0,131.0,37006.0,-0.9923126101493835,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAJKjQ0ECgM,2020-03-06,599.0,1.0,1137.0,-0.9956027269363404,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RJREyAdSkNg,2023-04-06,160.0,4.0,6865.0,-0.997546374797821,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O9X0tJMsrNQ,2023-01-09,33.0,0.0,897.0,-0.9914427399635316,TV9, Botsa ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CmdTOApe3Rc,2023-02-21,356.0,1.0,2743.0,-0.9943891167640686,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dUM2QL4G4tA,2023-03-08,226.0,0.0,46766.0,-0.9899062514305116,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zDLWR6tFkWg,2022-03-14,259.0,4.0,2394.0,-0.9970811009407043,Sakshi, Botsa ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
xG9Q9g5mmF4,2022-12-09,245.0,4.0,2185.0,-0.9947564601898192,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N67sMnlrZO0,2023-03-12,166.0,0.0,2045.0,-0.983288824558258,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUW4jf8mbOE,2022-10-15,10340.0,1.0,31034.0,-0.9829672574996948,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nTX2HoDpWDA,2023-04-21,124.0,4.0,2599.0,0.998778760433197,TV9, Botsa ,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Eqsp8MEc9fo,2022-10-12,316.0,42.0,15494.0,0.998273491859436,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDfqCKgO6vY,2023-04-15,113.0,4.0,399.0,-0.9987612962722778,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r8kPISJ1tW0,2022-10-14,243.0,0.0,1752.0,0.997968852519989,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MxZ72EVPxAg,2022-07-16,575.0,71.0,21839.0,0.9944376945495604,Sakshi, Botsa ,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zd3Ridc_vHo,2022-10-06,190.0,25.0,26333.0,-0.8918445706367493,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nkep4oy7POI,2023-01-31,345.0,51.0,71559.0,-0.9976654052734376,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
jPkVRSe_s-8,2023-02-10,339.0,1.0,1450.0,-0.9993374943733216,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bnWSzBIUuNc,2023-01-26,683.0,16.0,3075.0,-0.9978542923927308,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFZH_XT2IEU,2022-01-28,534.0,21.0,3351.0,-0.9983273148536682,Sakshi, Botsa ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
XmahUp7pblg,2023-03-11,311.0,3.0,4568.0,-0.9992024302482604,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
he0JuivXTiU,2022-12-07,300.0,0.0,1413.0,-0.9986055493354796,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
_gqMl5yoTg4,2022-12-06,196.0,41.0,30971.0,-0.9993896484375,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
