ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,vizianagaram_.png,gannavaram_vamsi.png,jaggayyapeta.png,kodur.png,venkatagiri.png,vishakapatnam_west.png,kakinada.png,rajahmundry_rural.png,venkat_krishna.png,pulivendula.png,kanigiri.png,kalayan_durg.png,sattenapalli.png,Venkata_Mahesh.png,paturi_nagabhusnam.png,tekkali.png,jammalamadugu.png,denduluru.png
74hOmI8nsIM,2023-03-07,300.0,1.0,528.0,0.9953889846801758,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
wcjn31zT0VY,2023-03-05,244.0,3.0,2105.0,0.9986091256141664,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D8Bj1BsdPVo,2023-03-31,248.0,1.0,2420.0,-0.997208535671234,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EKhVObWvlyA,2022-12-30,300.0,18.0,2669.0,-0.9991660118103028,TV9,butchaiah chowdary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
S9aRsCQe5uU,2022-10-27,298.0,4.0,1524.0,0.9983723759651184,TV5,butchaiah chowdary,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PFJt8zQwsJA,2021-02-21,183.0,0.0,1249.0,0.998317003250122,Sakshi,butchaiah chowdary,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
i7RVm3oDcHY,2023-04-01,305.0,0.0,581.0,0.996777594089508,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3W3mlPaqk_c,2023-04-04,326.0,2.0,1334.0,-0.9964439272880554,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h9hu0-xGNAE,2022-10-21,248.0,0.0,275.0,-0.995496153831482,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EShxicagExg,2022-11-19,219.0,0.0,447.0,0.9987480640411376,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2GhHprBliw,2023-03-20,296.0,2.0,6560.0,-0.9985370635986328,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kQjvfEgicGs,2023-04-07,343.0,1.0,2314.0,0.9958482980728148,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OA4232GYGnc,2022-12-14,415.0,3.0,1803.0,-0.9551138281822203,ABN,butchaiah chowdary,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
wbGCw5WvGKg,2023-04-04,223.0,2.0,1202.0,-0.9976231455802916,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2B9iOT1Hefc,2023-03-13,40.0,0.0,3236.0,0.9988161325454712,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dDCMqNMZ_xg,2023-04-05,174.0,8.0,3771.0,0.9976874589920044,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-N_-6PSMlQo,2023-03-22,311.0,1.0,1427.0,0.9970598816871644,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LiWnrqi0_WA,2023-03-04,224.0,5.0,3844.0,0.99849271774292,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VELqfglKwxc,2022-10-22,217.0,16.0,7658.0,-0.9926080703735352,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OsuRUN6KKcQ,2022-12-13,357.0,0.0,2240.0,-0.9948548078536988,TV9,butchaiah chowdary,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MBARb8BSMrA,2023-03-24,223.0,5.0,5024.0,-0.9977253079414368,TV9,butchaiah chowdary,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
e36e7igrSDE,2022-11-01,188.0,0.0,2227.0,-0.9867141842842102,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4Um6BHuwZOI,2023-03-24,260.0,4.0,4049.0,-0.9978201389312744,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
fbtANNzzAew,2021-02-25,250.0,2.0,3890.0,0.9977091550827026,Sakshi,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7YV7dp_UK1A,2021-02-16,187.0,0.0,716.0,0.9947258830070496,Sakshi,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Wuj0S8ey9ws,2022-10-29,319.0,1.0,810.0,-0.99738210439682,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
qhOTcUej0K8,2023-04-20,245.0,6.0,485.0,-0.999431312084198,TV9,butchaiah chowdary,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
WGJR6kqs6R0,2023-03-09,297.0,7.0,1749.0,-0.9984232187271118,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GmpuWh9EDLk,2022-11-18,285.0,24.0,9689.0,0.9802360534667968,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGubY6tLEkU,2023-04-10,135.0,1.0,1541.0,-0.996896266937256,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P6EFNSn8-eU,2023-01-05,285.0,1.0,2292.0,0.9852147698402404,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
8aPdeIQKppc,2023-03-31,277.0,0.0,677.0,-0.8419522047042847,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HDH5lJiJYeU,2022-09-29,120.0,0.0,1360.0,-0.9954662322998048,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_1AxmkOsWLg,2023-04-07,122.0,3.0,1069.0,-0.997961163520813,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QKd2Cn26VpU,2022-12-29,145.0,3.0,1417.0,0.997239589691162,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U8ldfBc8jDM,2022-11-27,261.0,1.0,1735.0,-0.9992228746414183,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-I2ne0kCkk,2023-04-09,304.0,4.0,1297.0,-0.9993231296539308,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lpjX_PmOhAo,2022-12-20,322.0,5.0,2102.0,-0.9950478076934814,Sakshi,butchaiah chowdary,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
UvUvGLAjOEM,2023-04-19,200.0,2.0,2920.0,-0.9956055283546448,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N6gTNy1hinI,2022-09-28,463.0,12.0,3182.0,-0.9967719912528992,TV5,butchaiah chowdary,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
QxkJAKC80FI,2023-03-29,49.0,2.0,1258.0,-0.9986360669136048,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VUjO_z1hOM8,2022-11-09,280.0,2.0,951.0,-0.9994651675224304,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e5sZJELgji8,2023-02-23,201.0,4.0,3276.0,-0.9987939596176147,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EUC5F-q2wC4,2023-01-14,74.0,2.0,1174.0,-0.9983267188072203,TV9,butchaiah chowdary,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7RyHLb9CAZo,2022-10-01,172.0,19.0,8133.0,-0.9971720576286316,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_dT8bQu0nyI,2023-01-23,241.0,3.0,1624.0,-0.9939634203910828,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GCiL7gM6pAc,2023-01-08,95.0,21.0,5598.0,0.9986007809638976,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9sokOJ_AlvU,2022-12-08,386.0,3.0,7850.0,-0.9943238496780396,TV9,butchaiah chowdary,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
msMAfajwLYU,2022-10-01,518.0,1.0,904.0,0.997259259223938,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rgg673CQSGg,2022-08-29,295.0,4.0,1236.0,-0.998144030570984,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nsbi931axQA,2021-02-16,267.0,0.0,418.0,0.9967024922370912,Sakshi,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uzG5SZQqw0I,2023-03-13,331.0,6.0,2400.0,-0.9981867671012878,TV5,butchaiah chowdary,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FsEpTh17ewo,2023-01-17,151.0,6.0,20632.0,-0.9982178807258606,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eJVu32B3uZA,2022-12-11,136.0,0.0,621.0,0.9978526830673218,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IvkAXsjuIQo,2022-12-22,320.0,1.0,1966.0,0.9959916472434998,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kbPSa0G3jmk,2021-08-31,190.0,12.0,3245.0,-0.998694121837616,Sakshi,butchaiah chowdary,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1
VETaYo8lcqI,2022-12-30,220.0,7.0,2961.0,0.9975449442863464,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ToikmYy9_-A,2023-04-01,92.0,22.0,57086.0,0.9828709363937378,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x3A1wpsRe1E,2023-03-25,218.0,0.0,600.0,-0.9887162446975708,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTHp2mcGR5U,2022-12-02,202.0,2.0,3000.0,-0.9987805485725404,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AyJAMhcMk0c,2022-12-12,52.0,2.0,1206.0,-0.9946396946907043,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RiKu78KYNtM,2022-09-07,177.0,12.0,6027.0,-0.9878794550895692,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LSNQGGgGYp8,2022-06-08,126.0,105.0,25788.0,-0.9990923404693604,Sakshi,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fsfgpfkJSd8,2022-11-22,68.0,2.0,1927.0,-0.998358428478241,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4BT9P9B4LQ8,2023-01-07,324.0,6.0,811.0,-0.997314989566803,TV9,butchaiah chowdary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
qr_gLnpfO_E,2023-03-01,274.0,1.0,2301.0,-0.6861288547515869,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h90uNFv4Ido,2023-01-08,64.0,12.0,6930.0,0.9959648847579956,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sUApx1fDj6o,2022-12-24,14805.0,13.0,21361.0,0.998138666152954,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qpa8n4kVTSw,2023-02-21,269.0,4.0,756.0,-0.992486834526062,TV9,butchaiah chowdary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
dKyx_wHXsvo,2023-01-05,281.0,10.0,7338.0,-0.9992319345474244,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95jQAIMA48M,2023-03-29,238.0,2.0,39698.0,-0.9988601207733154,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2s-NUJeoO0,2023-01-19,316.0,211.0,253339.0,-0.9967308044433594,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KUwOda9A5OY,2022-11-30,330.0,35.0,38529.0,-0.992400288581848,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
_KIYH2SxsbA,2022-09-15,262.0,107.0,88061.0,-0.9993560910224916,Sakshi,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L971Gb0svvY,2022-12-27,82.0,0.0,1082.0,-0.9961256384849548,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPlI1lrQxSw,2023-02-13,315.0,1.0,1661.0,-0.9944420456886292,ABN,butchaiah chowdary,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
RKOaGXaYcUI,2023-03-13,333.0,0.0,2694.0,-0.985981583595276,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
qt6ikFeltHU,2022-12-18,140.0,4.0,641.0,0.9928455948829652,ABN,butchaiah chowdary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
UC5V10ubTG0,2022-11-22,235.0,0.0,301.0,-0.9984585046768188,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YgaBLp684vs,2022-09-28,125.0,192.0,56407.0,-0.9994807839393616,TV5,butchaiah chowdary,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HgJmD6YQsWw,2022-12-23,147.0,0.0,790.0,0.9987993240356444,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yLeoXK_Bqes,2022-02-23,285.0,250.0,57885.0,-0.9987910389900208,Sakshi,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NKiNWcFZpiU,2022-09-12,233.0,561.0,199290.0,0.984107255935669,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
u3Dintt6T5E,2023-04-09,261.0,2.0,2668.0,-0.9878968000411988,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trkXMxSG1VU,2023-01-19,216.0,0.0,1647.0,-0.9828786849975586,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5_3z_DBQp8,2023-01-14,191.0,5.0,55085.0,-0.9915801882743835,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EaFL1jTEv0U,2022-12-31,239.0,2.0,36144.0,-0.9927859902381896,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Si4pRg7fiNs,2023-04-10,305.0,10.0,12773.0,-0.9985752105712892,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-UMcQbmL1y8,2023-03-23,415.0,15.0,27062.0,0.9978291392326356,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_wOMsU2CKSc,2023-01-03,255.0,1.0,1176.0,-0.9921112060546876,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t3i21OGnetc,2023-03-24,177.0,3.0,4559.0,-0.9905064702033995,TV9,butchaiah chowdary,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
lEPQJyRPzlc,2023-04-07,136.0,0.0,530.0,-0.9947656393051147,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6_tYuB0FnMA,2023-03-16,315.0,17.0,19754.0,0.9848403334617616,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
099KP3Y1MCI,2020-03-07,126.0,24.0,32299.0,-0.9952130317687988,Sakshi,butchaiah chowdary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
IQCpgNIxXrU,2023-01-03,235.0,6.0,4397.0,-0.9984205961227416,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4MQKBfujio,2022-09-21,317.0,102.0,38791.0,0.9972612857818604,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XKO6ypdQ59c,2023-03-03,238.0,0.0,1565.0,0.997853457927704,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
znv9msd-RTs,2022-10-11,375.0,2.0,3649.0,0.9649925827980042,ABN,butchaiah chowdary,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
ymBCj8TP0fE,2022-09-11,1786.0,32.0,21620.0,-0.998015284538269,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-c8pgh7EqzI,2022-10-11,248.0,1.0,1584.0,0.9943253397941588,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T8Ja42le_aw,2022-10-13,355.0,0.0,476.0,0.9772788882255554,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4UUkiQsxkqQ,2023-01-13,86.0,0.0,1471.0,-0.9986120462417604,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JUdXolxeRNs,2023-02-21,280.0,4.0,2237.0,-0.9994593262672424,ABN,butchaiah chowdary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-NfsZDb9KrU,2023-03-23,195.0,18.0,10995.0,-0.9973503351211548,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hj7PoDf-UaY,2023-03-01,200.0,15.0,9243.0,-0.993710994720459,ABN,butchaiah chowdary,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i8q2giSRIO4,2023-04-15,272.0,0.0,4925.0,0.9903990030288696,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oilrj3sY8Uc,2023-02-09,146.0,4.0,7121.0,-0.9975528120994568,Sakshi,butchaiah chowdary,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
zS7U9EHSvRw,2022-09-11,195.0,37.0,22692.0,-0.9962087869644164,TV5,butchaiah chowdary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GucxsMMsu-M,2022-01-29,249.0,5.0,6736.0,0.9982927441596984,Sakshi,butchaiah chowdary,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
zasvLgTprZQ,2022-10-23,314.0,1.0,1183.0,0.9982607960700988,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YpXsMYRBqi0,2022-11-18,228.0,3.0,33617.0,-0.9658622145652772,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OeOg-9MWbfs,2022-10-07,280.0,105.0,29477.0,-0.9387742877006532,TV5,butchaiah chowdary,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9rWP4I3swxI,2023-03-31,297.0,538.0,141520.0,0.9982798099517822,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9n0um5hkMAY,2023-03-22,169.0,37.0,10528.0,-0.9986680746078492,Sakshi,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SpaRd8iPsG4,2023-03-19,530.0,24.0,22626.0,-0.9965083003044128,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i07LNuGFAH8,2022-10-19,90.0,22.0,9876.0,0.9919880628585817,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dI1R0gIU4v4,2022-11-22,220.0,3.0,34300.0,-0.9954896569252014,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q9ZmJaD5vVA,2022-10-17,67.0,0.0,360.0,-0.9977025389671326,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r-0aCOHjg04,2023-03-16,225.0,3.0,2300.0,0.9939834475517272,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p9cJ5w4WJe8,2021-02-21,168.0,0.0,2913.0,0.9982728958129884,Sakshi,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kW60ea1GePA,2023-01-05,316.0,19.0,4831.0,0.9801733493804932,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLR7YF_Dx7k,2023-02-14,226.0,4.0,6320.0,0.9957907795906068,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PVCWC1K16hM,2023-01-04,335.0,5.0,928.0,0.9940696954727172,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
bcoxm5NcVa4,2022-11-29,264.0,2.0,3248.0,-0.9857100248336792,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
xxBCVvxrY6s,2023-03-31,300.0,4.0,2264.0,-0.9883412718772888,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4BwcDW-8kBs,2022-09-15,113.0,562.0,505134.0,-0.9994180202484132,Sakshi,butchaiah chowdary,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8shC-Y6Itlc,2022-08-12,316.0,13.0,2564.0,0.9633066058158876,Sakshi,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oCT7AOINoPs,2023-04-07,211.0,17.0,33611.0,0.9985108971595764,Sakshi,butchaiah chowdary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0fHwjCp_Kac,2023-01-23,365.0,1.0,1676.0,-0.997908353805542,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
fMxt_AL4CVk,2023-03-28,200.0,4.0,4385.0,-0.9986681938171388,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TexKQbimJu8,2022-10-17,305.0,82.0,16671.0,-0.9988982677459716,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9Pe3konePUA,2022-11-20,80.0,1.0,2259.0,-0.9988019466400146,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LeXoyqfLsnk,2022-10-27,289.0,11.0,2374.0,0.9951506853103638,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
imQenRy7LcE,2023-01-21,148.0,37.0,7244.0,-0.9978272318840028,Sakshi,butchaiah chowdary,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wBnFnp0Df4c,2023-02-25,205.0,6.0,2808.0,-0.9980682730674744,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bQCrM69hjvM,2023-03-24,272.0,1.0,768.0,-0.987585186958313,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JQnLD7dC0Lc,2022-11-24,229.0,14.0,85478.0,-0.998868763446808,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4TvsV4yTeeM,2022-11-29,82.0,1.0,541.0,0.9980791807174684,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AswcjfI4BQQ,2023-01-28,275.0,3.0,6139.0,0.9961950778961182,TV5,butchaiah chowdary,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZPD9kQwhk4U,2022-09-29,8903.0,0.0,11279.0,0.9979552030563354,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLZvncvtQRY,2022-11-08,279.0,0.0,400.0,-0.9986246824264526,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
vbhBi37F1K8,2022-12-05,208.0,8.0,9539.0,-0.9971676468849182,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M9WigKlQP-U,2022-09-21,264.0,2.0,4697.0,-0.9993921518325806,Sakshi,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
L2UzUavcoIg,2023-03-15,326.0,2.0,5187.0,-0.9987157583236694,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xXAhguoQxdU,2022-10-30,330.0,32.0,4281.0,-0.9982682466506958,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pQBWEd1eYd4,2023-02-21,305.0,2.0,703.0,-0.9983545541763306,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44NXqpGJ6sA,2022-10-14,223.0,3.0,1928.0,-0.9988365769386292,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ha1DIX3smC4,2022-11-30,105.0,7.0,3594.0,-0.9910016655921936,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ab48PYmESrI,2022-09-19,348.0,28.0,24659.0,-0.9988176226615906,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k6I4DXWSzTg,2022-10-12,145.0,3.0,1704.0,-0.9988003969192504,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S8MSdbaGzXM,2022-11-03,304.0,3.0,4618.0,-0.9975820779800416,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
