ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,vizianagaram_.png,gannavaram_vamsi.png,jaggayyapeta.png,kodur.png,venkatagiri.png,vishakapatnam_west.png,kakinada.png,rajahmundry_rural.png,venkat_krishna.png,pulivendula.png,kanigiri.png,kalayan_durg.png,sattenapalli.png,Venkata_Mahesh.png,paturi_nagabhusnam.png,tekkali.png,jammalamadugu.png,denduluru.png
dUM2QL4G4tA,2023-03-08,226.0,0.0,46766.0,-0.9899062514305116,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9LQ43VMk3Pw,2022-11-01,250.0,5.0,1670.0,-0.9994741082191468,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
qHTdL3h7ScQ,2023-01-03,180.0,2.0,798.0,-0.9958842396736144,TV5,butchaiah chowdary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ls0HaI2y8lg,2023-03-17,261.0,27.0,18085.0,0.997624933719635,ABN,butchaiah chowdary,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
xG9Q9g5mmF4,2022-12-09,245.0,4.0,2185.0,-0.9947564601898192,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8kBHB3rD59A,2023-03-20,117.0,2.0,1616.0,-0.9985893368721008,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P84A6lwPG7o,2022-09-15,1744.0,194.0,131455.0,0.995149314403534,Sakshi,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hfMyioXUEh4,2023-01-05,177.0,5.0,49964.0,-0.985933482646942,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7MFsoIDnysI,2022-11-19,96.0,3.0,1381.0,0.9953278303146362,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eqsp8MEc9fo,2022-10-12,316.0,42.0,15494.0,0.998273491859436,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k1Lgyov-S4U,2023-01-03,259.0,5.0,2621.0,-0.9975714087486268,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RkiX5dvphYo,2023-01-27,179.0,169.0,181412.0,0.9912978410720824,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RugyYKqzQqc,2022-12-02,284.0,0.0,995.0,-0.9947149157524108,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6aRM_jWiPE,2023-01-27,263.0,6.0,3807.0,-0.991157591342926,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6TSr_1qAaJI,2023-02-21,265.0,15.0,2878.0,-0.9990792274475098,TV9,butchaiah chowdary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ACdOTpAE_LQ,2023-04-09,162.0,3.0,2564.0,-0.9991388320922852,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bbTMGAv_3sE,2023-01-05,290.0,8.0,7336.0,0.9755657315254213,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
uhxhit0WDrA,2023-02-26,270.0,4.0,1785.0,0.9879682064056396,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mwt2ZQtGMt8,2022-12-24,74.0,0.0,367.0,-0.9973115921020508,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDIFqGOsdM4,2022-12-05,140.0,2.0,3171.0,-0.9956628680229188,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W--TkGXeX8w,2023-02-21,172.0,9.0,1910.0,-0.9851888418197632,TV9,butchaiah chowdary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LkyDLEH1QxE,2023-03-30,271.0,4.0,2970.0,-0.998319447040558,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
JZuX9lSY80E,2023-02-24,230.0,3.0,5379.0,0.9908521771430968,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8Zi7EvTMX6I,2023-04-17,250.0,96.0,72763.0,0.9954267740249634,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
eQYwa2dXaOE,2022-12-24,254.0,1.0,711.0,0.998772919178009,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_sd2rjLFfEQ,2023-01-27,105.0,11.0,12045.0,-0.9945045113563538,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WWLcuxkKc2Y,2023-03-06,207.0,0.0,373.0,0.9983412027359008,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hh_3rHH-1eI,2023-03-11,100.0,0.0,645.0,-0.9978006482124328,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LHbd_Kz19Ag,2023-01-03,305.0,5.0,6336.0,-0.999462902545929,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCWf6cM9aPU,2023-04-12,182.0,9.0,2513.0,-0.9959231615066528,TV9,butchaiah chowdary,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
myxLlJ8vRW0,2021-02-16,200.0,0.0,1474.0,0.9917044639587402,Sakshi,butchaiah chowdary,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
mk7pRvmN9VE,2022-11-04,195.0,5.0,722.0,-0.9994342923164368,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xGK9mGRBjvI,2022-11-07,82.0,8.0,2196.0,-0.9918836355209352,TV5,butchaiah chowdary,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
H43LZBe0iIc,2022-12-23,209.0,12.0,127954.0,0.9782228469848632,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r0gY72aFMRw,2023-01-03,255.0,0.0,1721.0,-0.9966270923614502,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
h1cgF54SNJo,2021-02-21,303.0,4.0,25177.0,0.9986677169799804,Sakshi,butchaiah chowdary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8Js7wzDntuQ,2022-08-26,356.0,0.0,1785.0,0.9980196952819824,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uarcGylBWvI,2023-02-22,153.0,0.0,1137.0,-0.9941614270210266,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
XU4MBWFFK5k,2023-03-19,190.0,14.0,13938.0,-0.9914984107017516,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XWBAE5E_LRQ,2023-03-17,252.0,80.0,173558.0,0.9973117113113404,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P-ZPzIVtZIs,2023-01-03,205.0,118.0,97161.0,-0.959550142288208,TV5,butchaiah chowdary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ikw00_cpVMw,2022-12-02,386.0,18.0,10464.0,-0.948876678943634,TV5,butchaiah chowdary,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
i_Cvkqwc--o,2023-01-12,169.0,0.0,1369.0,0.9949507713317872,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iDufBqPzdAs,2022-11-25,269.0,5.0,4282.0,-0.9976449608802797,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0A3Wq1d_lww,2023-03-01,156.0,14.0,15347.0,-0.997302770614624,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ApDM1uxxks,2021-02-21,148.0,1.0,2736.0,0.9980862140655518,Sakshi,butchaiah chowdary,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nRzqV4fbXPw,2023-03-29,73.0,5.0,2405.0,-0.9817102551460266,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-d_4uNxuTNc,2022-09-19,434.0,5.0,2732.0,-0.9985256791114808,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kzep21lHb7o,2023-01-28,118.0,2.0,3706.0,-0.9979240894317628,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7ywNkHtV6oI,2023-02-07,188.0,0.0,612.0,0.99667090177536,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
em9dwSLSXYw,2022-11-18,5104.0,1.0,17038.0,-0.99689519405365,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_09BPW99Aw,2021-02-18,240.0,9.0,18811.0,-0.997835338115692,Sakshi,butchaiah chowdary,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
7QzKzorV_sA,2022-12-02,249.0,0.0,849.0,-0.9970629811286926,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yrm716HC9Jo,2023-04-14,275.0,1.0,579.0,-0.9980857372283936,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_OwcAFmK_wI,2022-12-02,218.0,2.0,19461.0,-0.9816837310791016,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yvu6iKUl9_0,2023-04-13,144.0,0.0,1017.0,-0.9973042011260986,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7eMTGANX3sY,2023-03-18,224.0,14.0,254220.0,-0.9947413206100464,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nxdLE9ME1lg,2023-04-09,61.0,1.0,623.0,0.998243808746338,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jh1r6JcWHhU,2023-04-15,115.0,0.0,2601.0,0.99874347448349,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3waMg5BTFdk,2023-03-16,23.0,5.0,16347.0,-0.9972647428512572,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KTDUtnKNKZQ,2022-10-13,90.0,1.0,1342.0,-0.9976892471313475,TV5,butchaiah chowdary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ChGWNJCV2Cg,2022-12-07,219.0,6.0,9106.0,-0.9813950657844543,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HuMfvC47A6M,2022-10-02,99.0,1.0,223.0,0.99846088886261,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fp1uHQfyjt4,2022-12-29,266.0,1.0,300.0,-0.9911242723464966,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DpJ5LYmSr0Y,2023-01-17,114.0,0.0,858.0,-0.9970224499702454,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9AjUH-Ff3I,2023-02-21,352.0,10.0,7770.0,-0.9991409778594972,ABN,butchaiah chowdary,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
wRYohD0qINI,2023-02-07,329.0,2.0,3232.0,-0.9993621706962584,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0DL1hPQok1g,2023-03-14,213.0,0.0,399.0,-0.9928529858589172,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l4C4fxPqY1Q,2020-03-07,201.0,3.0,4850.0,0.9983116388320924,Sakshi,butchaiah chowdary,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
MjUKznUB7Uw,2023-01-10,270.0,8.0,3036.0,-0.998596727848053,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
UjnrIOtngCo,2023-04-18,220.0,6.0,3069.0,-0.9984000325202942,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
r1vG0ta9Pzk,2022-10-17,51.0,0.0,4737.0,0.9987277388572692,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ju-QeLl2ols,2023-01-07,250.0,0.0,2768.0,-0.9988324046134948,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7zUaU-rGANQ,2022-12-01,66.0,0.0,864.0,-0.9994875192642212,TV5,butchaiah chowdary,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
kp3T2hTM37M,2023-03-20,179.0,1.0,2623.0,-0.9960983991622924,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HcCxnBGiRZM,2022-03-26,272.0,36.0,8554.0,-0.9925814867019652,Sakshi,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h6VMEIk2S8c,2023-02-10,403.0,9.0,8283.0,-0.997932195663452,TV5,butchaiah chowdary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Q5SvG95sOgs,2022-08-22,319.0,3.0,6016.0,0.9971815347671508,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TR4a8mDhEf4,2023-03-23,305.0,130.0,87117.0,0.9986224174499512,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mjKoeiNPMmY,2021-02-17,228.0,1.0,4760.0,0.991859257221222,Sakshi,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2I2swzJd1sY,2022-10-26,324.0,4.0,3769.0,-0.9947578310966492,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hZYnrhaalWQ,2023-03-19,141.0,46.0,81765.0,0.9829148054122924,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thHGfsC4y1k,2022-12-13,225.0,2.0,1650.0,-0.99818354845047,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTuLh7fJWL0,2023-01-27,261.0,1.0,1985.0,0.9961153268814088,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-TL-DTteKd4,2023-03-03,341.0,3.0,6452.0,0.9987943172454834,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0lzYo41FfvA,2022-06-20,322.0,61.0,43953.0,0.9940797090530396,Sakshi,butchaiah chowdary,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
I5__sFcrmLU,2023-03-28,199.0,0.0,314.0,-0.9957857728004456,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4pvJEmUaHr4,2022-10-23,245.0,0.0,734.0,0.9988057613372804,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2rDvNKuwTFM,2022-09-13,4870.0,5.0,4172.0,0.9958676099777222,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K453bYSyj14,2023-03-12,248.0,23.0,18130.0,-0.990441918373108,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lCXzYc1tiBQ,2023-01-27,186.0,2.0,6244.0,0.990432858467102,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3P9IRsdq5ok,2022-11-30,146.0,1.0,2115.0,-0.9982547163963318,Sakshi,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x8iGRzhHTFQ,2022-12-29,125.0,3.0,1522.0,-0.998780071735382,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
g5feyES3bko,2023-04-07,299.0,6.0,1611.0,-0.9981744289398192,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OWut_A3ysBU,2023-04-22,336.0,0.0,1160.0,-0.9973710775375366,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16-7yQu7EIA,2022-11-30,335.0,5.0,4372.0,-0.9977952241897584,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HlcWwnST9mQ,2023-03-31,71.0,4.0,961.0,-0.9975367784500122,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Z7T9Xq-Bks,2023-03-13,40.0,253.0,283425.0,0.9988480806350708,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tof6EkuYkpQ,2023-02-21,251.0,1.0,1900.0,-0.9993717074394226,ABN,butchaiah chowdary,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
ly-CnDcNqj8,2023-01-11,232.0,1.0,1737.0,-0.9896592497825624,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VHzx0OYJ1Eo,2021-02-16,274.0,2.0,3615.0,0.9959558248519896,Sakshi,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
_BkytsYFg5E,2023-04-06,200.0,0.0,351.0,0.982744038105011,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p5Cg2cZBhq8,2022-10-15,332.0,1.0,1268.0,-0.9982879757881165,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
GrC5xJyFigk,2023-03-20,98.0,15.0,3402.0,-0.9981557726860046,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CcQbmQ8WGqE,2023-04-02,306.0,7.0,1815.0,0.996183216571808,TV9,butchaiah chowdary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
65jYnYGhT4s,2023-04-06,177.0,3.0,868.0,-0.9994667172431946,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l3_DN08IxC8,2023-01-28,318.0,25.0,40555.0,0.9912530779838562,TV5,butchaiah chowdary,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hjv_deoWzWo,2023-01-18,327.0,12.0,5819.0,0.9977787137031556,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g7rTh1vEfbU,2022-09-28,190.0,41.0,38367.0,0.9988155364990234,TV5,butchaiah chowdary,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Je5eh5zFnIs,2023-03-13,260.0,3.0,664.0,-0.9993854761123656,TV9,butchaiah chowdary,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4aAuIbEyKao,2023-04-16,51.0,0.0,822.0,-0.9972642660140992,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ndGqG4reF8Y,2022-10-06,78.0,27.0,6241.0,-0.9980383515357972,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_-ZJpWFG11Q,2023-04-22,315.0,0.0,699.0,0.9846150279045104,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eimFMHw0Y9s,2022-11-29,235.0,12.0,5879.0,-0.9992082715034484,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-Uoo7WtqAd0,2022-09-04,469.0,120.0,88799.0,0.9983938336372375,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEv954uCgH0,2022-12-08,259.0,0.0,3309.0,0.9982838034629822,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
urnH2zQWdbs,2023-03-20,154.0,112.0,110493.0,-0.9987523555755616,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JFDKWjNOW6E,2023-02-13,235.0,0.0,805.0,-0.9906228184700012,ABN,butchaiah chowdary,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
qwyte50no1M,2023-02-21,206.0,10.0,1809.0,-0.9973160624504088,TV9,butchaiah chowdary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7yHoSQuFew8,2023-04-22,153.0,1.0,4842.0,-0.9953356385231018,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BSaljNLmtik,2022-10-31,330.0,1.0,511.0,-0.9834442138671876,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7X_lXbq2mdk,2022-09-20,119.0,5.0,1544.0,0.992407500743866,Sakshi,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ixAS4wex0pA,2023-02-22,205.0,8.0,12896.0,0.9508833289146424,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26LwRPinro8,2022-12-21,78.0,1.0,1625.0,0.9987229704856871,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Rj6_78gIRsY,2022-10-07,329.0,8.0,3053.0,-0.9979896545410156,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QKmKaurOjFA,2023-03-04,140.0,2.0,1313.0,-0.9984351992607116,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sg9R8sIKdEo,2023-01-03,330.0,5.0,5654.0,0.8549934029579163,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI_lb4CbPDo,2022-10-14,267.0,69.0,32974.0,-0.998338222503662,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xbACCC8YT0Y,2022-09-11,100.0,0.0,1469.0,0.9958680868148804,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vAYBTB5NBb0,2023-01-26,169.0,0.0,1396.0,0.9969807267189026,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H0inIXGFO6U,2023-02-22,160.0,59.0,60051.0,-0.9980989098548888,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UZf43FePN_4,2023-01-12,309.0,0.0,696.0,0.9981234669685364,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nSheSeFBdWA,2022-12-01,256.0,0.0,2105.0,-0.9920097589492798,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GH2Rxoabs5c,2022-12-09,177.0,15.0,3276.0,-0.9983510971069336,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YkiSwSmxo1o,2022-10-13,222.0,3.0,5388.0,-0.99868243932724,TV5,butchaiah chowdary,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
62isnwCtDPw,2022-10-13,48.0,0.0,306.0,-0.9982764720916748,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PdlVtp5jgjE,2022-09-20,250.0,14.0,7258.0,-0.9974766373634338,Sakshi,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3CCO9I41cFQ,2022-09-13,237.0,2.0,1660.0,-0.9986322522163392,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bRFksvIvBoU,2023-03-03,201.0,18.0,5925.0,-0.9987493753433228,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
grIW3b4PzEE,2021-02-20,225.0,0.0,1253.0,0.9968423843383788,Sakshi,butchaiah chowdary,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QEkGRV_EScE,2022-11-21,254.0,0.0,2432.0,0.9861149787902832,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ77aU3a-Qw,2023-01-01,234.0,0.0,778.0,0.9980886578559875,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LapVIFYy8hw,2022-11-24,226.0,2.0,32891.0,-0.9989192485809326,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i0yzBmWRCLw,2023-03-04,140.0,11.0,4741.0,-0.9994638562202454,ABN,butchaiah chowdary,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HRNbSXRFCik,2023-03-12,328.0,7.0,2941.0,0.9692771434783936,Sakshi,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h52_fXefols,2023-01-15,326.0,3.0,24974.0,-0.997904658317566,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1uMiRxCAMWo,2023-01-18,209.0,4.0,1312.0,-0.9973944425582886,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sd-CKFdKX30,2022-11-23,82.0,3.0,982.0,-0.9969287514686584,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZmyAP-pdokw,2023-03-13,286.0,0.0,2310.0,-0.9985359907150269,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wRIKCAtI65s,2023-02-20,172.0,0.0,683.0,-0.9933539628982544,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_Tur0RN3OG0,2023-03-20,159.0,3.0,9265.0,-0.9928445219993592,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
