ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,raptadu.png,gandhar_nellore.png,vizianagaram_.png,machillipatnam.png,kodur.png,venkatagiri.png,alur.png,rajinikanth.png,myudukur.png,pulivendula.png,kanigiri.png,kalayan_durg.png,madugula.png,Venkata_Mahesh.png,nandikotkur.png,tekkali.png
hP-BDy1ppKs,2023-03-13,98.0,1.0,2817.0,0.9984537363052368,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
As9mBZ8BDbk,2023-02-27,245.0,37.0,41315.0,-0.9968898892402648,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
w5QkWEp9k8E,2023-02-27,201.0,47.0,61273.0,-0.995003879070282,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-cBKPxtqwA8,2022-12-27,234.0,0.0,1168.0,0.9830445051193236,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TDsMzGOO7QA,2022-12-20,204.0,18.0,21626.0,-0.993137001991272,TV9,Preethi,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
vnOpLokbI6Y,2023-02-27,214.0,31.0,109602.0,0.9982692003250122,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZIc9f6HBhY,2021-02-15,186.0,0.0,1664.0,0.9921661615371704,Sakshi,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KM_CWL1_r1I,2023-03-24,140.0,12.0,12149.0,-0.997334599494934,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S5yIXOJ2saQ,2023-02-27,216.0,5.0,5647.0,-0.9982559084892272,TV9,Preethi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
XxdIwkOv_U0,2022-08-24,314.0,4.0,1449.0,-0.9926995635032654,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fyr2YeBVDIM,2023-03-04,199.0,21.0,4677.0,0.9970869421958924,Sakshi,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDsP71YWB7k,2023-04-06,281.0,0.0,2196.0,-0.9898271560668944,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nBLp8p2IBLA,2022-11-17,286.0,0.0,633.0,0.9987267851829528,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QMkaSz95nog,2022-12-14,280.0,0.0,636.0,-0.9970773458480836,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBhrhNERw-o,2023-04-04,234.0,260.0,213771.0,-0.999311089515686,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HFGkOdLvjjg,2023-02-27,348.0,34.0,60609.0,-0.9994660019874572,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-DH6HsW4F70,2023-02-26,194.0,12.0,11582.0,-0.9899916648864746,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pnEG5ILVUF4,2021-12-23,183.0,115.0,208000.0,0.9976341724395752,Sakshi,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9D-T32LCgaQ,2023-02-26,266.0,2.0,4710.0,-0.9980452060699464,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
diXtDO_o3Xo,2023-02-25,80.0,0.0,962.0,-0.9917373061180116,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aSzv1WUjFEc,2023-02-27,6685.0,6.0,59111.0,0.9930950999259948,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QStv_0EQR-M,2023-04-20,193.0,0.0,1407.0,-0.9952139854431152,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fVT0Pm8JMiI,2023-01-03,340.0,1.0,759.0,-0.9988967180252076,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0t7R1eV2sQ4,2023-04-11,187.0,0.0,709.0,-0.986445128917694,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S9npJYigyW0,2022-11-27,68.0,0.0,1156.0,-0.9908213019371032,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kC_v-fIqJLE,2022-11-21,188.0,2.0,12016.0,0.994716227054596,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVb_u6J0Mzc,2021-02-13,209.0,0.0,3128.0,0.9985673427581788,Sakshi,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0EHrYdZz_6I,2022-11-04,321.0,10.0,9182.0,0.996951937675476,Sakshi,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WzbDHbSJVGg,2023-03-01,7331.0,0.0,5474.0,-0.9990721940994264,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3O7508FERm0,2023-02-26,1380.0,52.0,64567.0,0.9964370727539062,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J9vZfIwNwLA,2023-02-26,372.0,9.0,8451.0,-0.9903152585029602,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qtof_uehnNE,2023-03-04,234.0,0.0,388.0,0.9914129972457886,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Wo43EsB1hhY,2023-03-25,219.0,10.0,154499.0,0.992953598499298,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yUTcaVGEqgw,2023-02-26,307.0,7.0,6050.0,-0.997873067855835,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dUM2QL4G4tA,2023-03-08,226.0,0.0,46766.0,-0.9899062514305116,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLZPG3ZyUiQ,2023-03-08,245.0,0.0,662.0,-0.9875499606132508,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ig9exqaLezI,2023-04-05,159.0,0.0,1407.0,-0.9975099563598632,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EafGHfDUQVs,2023-02-28,209.0,0.0,275.0,0.9943825006484984,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
i-sYGBd5CXY,2022-10-21,293.0,29.0,10918.0,-0.9985284805297852,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xG9Q9g5mmF4,2022-12-09,245.0,4.0,2185.0,-0.9947564601898192,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qotW304TEis,2023-02-26,9725.0,5.0,225290.0,0.9964370727539062,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a9lGxsDqZuk,2023-03-26,71.0,0.0,296.0,-0.9875743985176086,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wnTV_WUKqJo,2023-03-06,227.0,7.0,67327.0,-0.9838510155677797,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eqsp8MEc9fo,2022-10-12,316.0,42.0,15494.0,0.998273491859436,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jQ-hIeier_k,2023-02-28,157.0,3.0,7333.0,-0.9806274771690368,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8yIL6xCbGso,2023-03-09,206.0,1.0,435.0,-0.992437779903412,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z98UC9J5X20,2021-10-28,191.0,495.0,82330.0,-0.9981507658958436,Sakshi,Preethi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RXE2tnzKSWg,2023-02-24,424.0,0.0,2274.0,-0.9753262996673584,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cX5dc1vv7qg,2023-02-27,231.0,8.0,14967.0,0.994537889957428,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a4Rtu4BNFjY,2023-03-01,220.0,17.0,24480.0,0.990410566329956,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TLwtOsShJAU,2023-02-23,132.0,0.0,359.0,-0.999268352985382,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QtFI99cM_0s,2023-02-27,139.0,1.0,22498.0,-0.8825200200080872,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eSKcRqXwOX4,2023-02-27,627.0,28.0,53042.0,-0.9956514239311218,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AYHmMDVTQoI,2021-02-21,189.0,0.0,1079.0,0.9984619617462158,Sakshi,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vGwVSy8daYg,2021-09-27,53.0,0.0,2129255.0,-0.99732506275177,Sakshi,Preethi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3PV_8n7s7Dw,2023-03-01,140.0,5.0,11677.0,-0.9983518123626708,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nkep4oy7POI,2023-01-31,345.0,51.0,71559.0,-0.9976654052734376,ABN,Preethi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
jPkVRSe_s-8,2023-02-10,339.0,1.0,1450.0,-0.9993374943733216,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SoqzbIY2xdY,2023-02-27,186.0,97.0,271692.0,-0.996740996837616,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p9IAiwj4Jcs,2023-04-13,180.0,68.0,16335.0,-0.99045592546463,Sakshi,Preethi,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
L8Tv_uiIyjQ,2023-03-07,160.0,1.0,543.0,-0.9988597631454468,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ze9mquPEzkk,2022-02-05,262.0,63.0,20758.0,0.9983910322189332,Sakshi,Preethi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rZWhOuXjhpU,2023-03-01,124.0,2.0,510.0,-0.9987362027168274,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d6KUk_LFvBY,2023-03-05,373.0,1.0,492.0,-0.9983766078948976,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XjhLnwZespI,2023-02-26,68.0,0.0,4009.0,0.9954506754875184,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MeDaPnX3ceI,2023-03-23,247.0,2.0,1268.0,-0.9844573140144348,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yHXtV4BgM_c,2023-01-05,226.0,30.0,164406.0,-0.9968475699424744,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vva-B1EBGu8,2022-11-01,85.0,1.0,957.0,-0.9558596611022948,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLXsU4qLgSg,2023-03-06,2485.0,1.0,6022.0,0.9975191354751588,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kOL5ri6xiAU,2023-02-14,235.0,1.0,1064.0,-0.9979535341262816,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
u-A92o8Zlko,2023-02-23,120.0,0.0,473.0,0.5736333131790161,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kN--hEpGfAo,2023-03-05,75.0,0.0,1975.0,0.9953364729881288,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JYoEhmenvuY,2023-04-15,183.0,2.0,1528.0,-0.9847888946533204,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTvcyjE53t0,2023-02-27,181.0,1.0,2641.0,-0.9959920048713684,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aZfjs2oKw0k,2023-02-24,40.0,1.0,647.0,-0.9597885012626648,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i_wOaZbMOB8,2023-02-04,285.0,1.0,1093.0,-0.9992963075637816,TV5,Preethi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
EP8-v48OtqQ,2023-02-26,168.0,7.0,15368.0,-0.9982958436012268,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ggANGyRCufE,2023-04-08,236.0,4.0,3686.0,-0.9985899329185486,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DQF-NanXGkc,2023-03-19,300.0,3.0,2176.0,-0.991544246673584,TV9,Preethi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NfGW-7YXB18,2023-04-11,77.0,3.0,11152.0,0.9881795644760132,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tAjomZpRWXg,2023-02-24,161.0,6.0,3844.0,0.979156732559204,TV9,Preethi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
iTom3SYi1ys,2023-02-25,448.0,1.0,2620.0,0.9829649329185486,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HRSB0-ppCng,2023-01-15,366.0,5.0,2181.0,-0.989076852798462,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTdm7LoxPTY,2022-01-10,100.0,141.0,83972.0,-0.9987757802009584,Sakshi,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
myxLlJ8vRW0,2021-02-16,200.0,0.0,1474.0,0.9917044639587402,Sakshi,Preethi,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
ynzwjLWEasE,2023-03-12,293.0,6.0,2329.0,0.9982945322990416,Sakshi,Preethi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8hYPfG_PReM,2023-03-02,350.0,3.0,2361.0,-0.9993577599525452,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aeqnw_VsJu0,2023-04-15,130.0,45.0,27631.0,-0.9967483282089232,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mAhgcEXYGDU,2022-12-25,355.0,9.0,1768.0,-0.9977107048034668,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uTEtba3tGfE,2023-02-27,169.0,4.0,2841.0,0.996750831604004,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gRaZQTXCYUk,2023-02-24,277.0,4.0,3107.0,0.9881672263145448,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UB6c55g2nUQ,2022-12-16,50.0,0.0,1561.0,-0.9988952875137328,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H43LZBe0iIc,2022-12-23,209.0,12.0,127954.0,0.9782228469848632,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nkq8zE2XAx8,2023-04-22,470.0,2.0,1100.0,-0.9900208711624146,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bTv7jMj7jWw,2023-04-11,319.0,2.0,1164.0,0.6833752989768982,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9Bbzs8l1pZw,2023-03-02,159.0,0.0,508.0,-0.9988617897033693,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TjAQT-T2-fE,2021-02-21,208.0,1.0,5256.0,0.9975906610488892,Sakshi,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VVLLcXW0kjY,2023-02-27,330.0,0.0,1665.0,-0.9980046153068542,TV5,Preethi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
a0pIaM60VFg,2023-02-27,120.0,6.0,47502.0,-0.999280035495758,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m5uO-SI3uIM,2022-11-09,386.0,1.0,1711.0,0.9967654943466188,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OFNQT6tB0BM,2023-02-28,111.0,9.0,94603.0,-0.9967592358589172,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPun2nBFiJk,2023-04-19,202.0,465.0,762459.0,-0.9985339641571044,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gxFU48Vo6Z4,2022-11-08,340.0,18.0,10630.0,-0.9982750415802002,Sakshi,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6s_lvWDXQCA,2023-04-05,156.0,2.0,1026.0,-0.9967533946037292,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o4XFO0icIgA,2023-02-09,270.0,72.0,45591.0,-0.9848482012748718,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lhL6cyT6koA,2023-02-25,269.0,2.0,871.0,-0.997951328754425,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dc3PWkNdh_Q,2023-02-26,81.0,0.0,4341.0,-0.9964315891265868,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tj2WRdT-RLw,2023-02-11,181.0,13.0,4241.0,-0.9988382458686828,TV9,Preethi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6UmRXcJWfHA,2023-03-05,238.0,0.0,602.0,-0.9940713047981262,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2i0b86GwENU,2023-04-06,275.0,1.0,595.0,-0.997639298439026,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xS1MEXqORzs,2023-02-28,78.0,0.0,960.0,0.9974411725997924,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nl16wABmJY8,2023-03-09,193.0,0.0,699.0,0.9987568855285645,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
jO5IfTTMmGs,2023-02-23,155.0,0.0,448.0,-0.9823296666145324,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DbzBLJwEur4,2022-11-21,143.0,3.0,4655.0,0.9973383545875548,Sakshi,Preethi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JkB0XNdnQdw,2022-10-17,281.0,0.0,1456.0,-0.9909379482269288,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n0cpJsREtHg,2023-04-13,231.0,6.0,2497.0,0.8229193687438965,TV9,Preethi,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7pM4ITOUXso,2023-04-12,170.0,0.0,1661.0,0.9726179242134094,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9d3CiBZ5OqA,2023-03-28,282.0,2.0,537.0,-0.9936402440071106,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIBMjw94NfE,2019-12-20,284.0,2.0,2154.0,0.9982081651687622,Sakshi,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oSpYQLwy7Og,2023-02-26,224.0,1.0,4472.0,-0.9975802898406982,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLZunabLRUU,2023-02-26,789.0,4.0,6226.0,-0.9939594268798828,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gkQRh6jaV00,2023-04-16,134.0,0.0,1090.0,0.9973847270011902,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
zObiz7tbB1Q,2021-02-16,69.0,0.0,2463.0,-0.9763005971908568,Sakshi,Preethi,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
3_09BPW99Aw,2021-02-18,240.0,9.0,18811.0,-0.997835338115692,Sakshi,Preethi,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
u8LRulzhpZk,2022-10-21,290.0,7.0,7636.0,0.9878111481666564,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fOnLqasIneE,2023-04-21,289.0,7.0,1899.0,-0.9875952005386353,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPvnEBoxGBg,2023-02-27,237.0,4.0,50537.0,0.9970683455467224,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mtIHS7DZON0,2023-04-06,93.0,0.0,5272.0,-0.9950636029243468,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WGnkgRrXhq0,2023-03-11,97.0,1.0,961.0,-0.9918980598449708,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ko86kAMu39A,2023-03-06,7300.0,0.0,19853.0,-0.998209834098816,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HKvzzXsJUDM,2023-03-08,78.0,14.0,7118.0,0.9976999163627625,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l_Wwe55lT0M,2023-04-06,268.0,0.0,542.0,-0.9879881143569946,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mwzVb0hB7-E,2023-04-14,143.0,0.0,342.0,-0.9982725381851196,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dtr7we8IJBE,2022-12-16,179.0,3.0,56727.0,-0.9936175346374512,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tcm36kDVyJ4,2023-03-03,177.0,111.0,72869.0,0.9984261989593506,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-lPTYCOg9kE,2023-02-26,326.0,26.0,33902.0,0.9967898726463318,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0BFkUEjse1g,2023-03-18,100.0,57.0,30495.0,-0.9871661067008972,Sakshi,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOW3lN2D5ak,2023-03-06,590.0,5.0,4347.0,0.9898319244384766,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DpJ5LYmSr0Y,2023-01-17,114.0,0.0,858.0,-0.9970224499702454,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
awSp7PRwRy0,2023-04-03,261.0,3.0,3284.0,-0.9961477518081664,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IIzNx1W-tKQ,2023-02-27,10680.0,3.0,14719.0,0.9902949333190918,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l_csvdcVhKg,2023-02-27,551.0,3.0,7081.0,-0.9870600700378418,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L2wIEhGCPwg,2023-02-24,249.0,15.0,8844.0,0.9343740940093994,TV9,Preethi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sO0wEVuz7ec,2022-11-06,330.0,0.0,2575.0,-0.9977206587791444,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z7o899VLY8o,2023-03-08,336.0,2.0,822.0,-0.9978169202804564,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rEruW3l4v3w,2023-02-26,146.0,1.0,6765.0,-0.9785752296447754,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2mm0pucmXV4,2023-02-26,41.0,8.0,3856.0,-0.9964901804924012,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fbYsY61AVDs,2023-03-01,75.0,2.0,1321.0,0.8826290369033813,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sVCexw2ewH0,2022-11-21,213.0,0.0,812.0,-0.9986200332641602,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
n_KpI83r3AI,2021-02-14,192.0,0.0,3221.0,0.9951104521751404,Sakshi,Preethi,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
uC6BCTqwF4Q,2023-03-13,355.0,1.0,691.0,0.9929165840148926,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0DL1hPQok1g,2023-03-14,213.0,0.0,399.0,-0.9928529858589172,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hdPu8QhKmCE,2023-04-22,288.0,0.0,1301.0,0.6755725145339966,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2ZdM1xAc8yY,2023-03-21,177.0,11.0,2592.0,-0.9909374713897704,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYdX5pVy918,2022-12-26,315.0,0.0,1440.0,-0.9961255192756652,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6RKD8Tjp9-I,2023-03-06,174.0,8.0,2837.0,-0.9823982119560242,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERDI2LB9IJ8,2023-02-27,35.0,1.0,1433.0,0.9954606890678406,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-M7SXp_65L4,2023-03-01,196.0,5.0,9024.0,-0.9961586594581604,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uzXnQwY4hPU,2023-02-24,16.0,3.0,897.0,0.9066287875175476,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EcR8Tif2_F8,2023-03-06,5946.0,1.0,9719.0,-0.9036063551902772,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aVNiiq-R1bA,2023-02-27,275.0,123.0,377364.0,0.964130997657776,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TgzbWAfsPV8,2023-03-08,215.0,8.0,11665.0,-0.9986315369606018,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_lJIEdu35HQ,2022-09-05,230.0,1.0,884.0,0.991727352142334,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X65JWBbHl3Q,2023-04-07,147.0,8.0,3125.0,0.9979360103607178,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
giTKVK4qNQo,2023-04-05,272.0,0.0,781.0,0.997102916240692,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k7TikeQ_LZw,2023-02-26,340.0,8.0,5801.0,-0.9911713004112244,TV5,Preethi,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
mjKoeiNPMmY,2021-02-17,228.0,1.0,4760.0,0.991859257221222,Sakshi,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UOIVsQl2OpY,2023-02-27,253.0,4.0,4293.0,-0.9954624772071838,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
