ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,raptadu.png,gandhar_nellore.png,vizianagaram_.png,machillipatnam.png,kodur.png,venkatagiri.png,alur.png,rajinikanth.png,myudukur.png,pulivendula.png,kanigiri.png,kalayan_durg.png,madugula.png,Venkata_Mahesh.png,nandikotkur.png,tekkali.png
uM0d4RWaGFc,2022-12-21,119.0,55.0,17009.0,-0.9943813681602478,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
vVM9jhdfbvU,2023-02-07,174.0,0.0,3082.0,0.9931333661079408,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sKHNl206as8,2019-12-21,104.0,0.0,503.0,0.9984605312347412,Sakshi,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hBkwv1uAqTY,2021-11-09,141.0,10.0,3460.0,-0.9865835309028624,Sakshi,Preethi,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
HooXMEPWFus,2022-01-20,352.0,51.0,6362.0,0.97270929813385,Sakshi,Preethi,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1kzCBgfLSOM,2021-10-31,266.0,46.0,3419.0,0.9922444224357604,Sakshi,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIbSq65Wba4,2023-03-19,346.0,0.0,2454.0,0.9904049634933472,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TpKN7vClU-w,2022-10-16,169.0,29.0,214424.0,-0.9966185092926024,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aZFxM5Ep7xo,2023-02-11,181.0,30.0,15765.0,-0.9975131750106812,TV9,Preethi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
JhQ0Q1QlpX0,2023-02-27,158.0,5.0,11223.0,0.9975908994674684,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9GX57in-NR4,2023-02-24,85.0,1.0,659.0,0.9947620034217834,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
os0qimQjUms,2023-03-30,170.0,117.0,210590.0,-0.9979432225227356,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ToKsr5WnHQo,2023-03-09,160.0,2.0,1278.0,-0.9986240863800048,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XjD4zPWtE28,2023-01-02,129.0,212.0,36756.0,-0.9972898960113524,Sakshi,Preethi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
dEuN8PPiJTg,2022-10-23,139.0,7.0,4314.0,0.9988555908203124,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
vmW9s83MowQ,2023-03-24,200.0,8.0,14465.0,-0.9814262986183168,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEC6QkqIvuY,2023-04-13,173.0,8.0,2114.0,-0.991632640361786,TV9,Preethi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
l4iE3VuYyxQ,2019-06-30,109.0,0.0,3941.0,-0.9931313395500184,Sakshi,Preethi,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sc9KTSap6RQ,2023-02-22,341.0,1.0,275.0,0.9946075677871704,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IecoTw8HaRQ,2023-02-28,295.0,2.0,473.0,-0.9979846477508544,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eS7-aWTlyrk,2022-10-07,137.0,0.0,3054.0,0.9978110194206238,Sakshi,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jcrRYu_nRzM,2023-02-24,1550.0,12.0,23114.0,0.9983339905738832,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L-VFGcWEHxA,2023-02-27,445.0,102.0,355842.0,0.9974445104599,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1EQifvTr_VA,2023-02-27,97.0,1.0,673.0,-0.9946120977401732,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qht2PyHXJn4,2023-03-09,312.0,17.0,2599.0,-0.9948262572288512,TV9,Preethi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nx6UiyHVAXs,2023-02-27,429.0,19.0,43615.0,-0.9848127961158752,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4bvsQ3T6Y3A,2023-01-18,350.0,45.0,21997.0,-0.997731626033783,ABN,Preethi,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
Rzi5Ft6qJUw,2023-03-03,311.0,2.0,1830.0,0.9980313181877136,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nwd787queb0,2023-01-16,180.0,3.0,39421.0,0.99775367975235,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gw9pn_2OS2I,2023-02-24,72.0,9.0,6177.0,0.9926153421401978,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nc7wHBpz5R0,2023-01-24,180.0,1.0,561.0,0.990276575088501,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ZHUBaXpoUvY,2023-03-29,85.0,0.0,571.0,0.9979806542396544,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2cHzfoTc8Fc,2023-02-18,219.0,4.0,365.0,0.997466802597046,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
aHR_i-czrkc,2023-03-18,138.0,0.0,742.0,-0.9924914240837096,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lfh945Takv0,2023-02-23,164.0,0.0,184.0,-0.9967484474182128,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Id39UlUvKUU,2022-11-25,208.0,0.0,58301.0,-0.996977686882019,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4XaUjwOXKaE,2023-01-13,109.0,1.0,3272.0,0.997421383857727,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tdtsPPXY6os,2023-02-26,20028.0,19.0,574299.0,-0.9934988021850586,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SqvASl_HGls,2023-02-26,234.0,12.0,14835.0,-0.9980899691581726,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RsWrdm-YkwQ,2023-02-27,73.0,0.0,2769.0,0.9963892698287964,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n_KxFDik0GI,2022-08-29,277.0,27.0,6454.0,-0.9944104552268982,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yuBnAR7EYAA,2023-03-06,86.0,1.0,897.0,0.9830668568611144,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNNyifijRkY,2023-03-02,2230.0,1.0,2851.0,0.996961772441864,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eXkDM_k_-z8,2023-03-06,256.0,1.0,907.0,-0.9932615160942078,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tWZcawz8q_E,2023-04-13,100.0,9.0,1530.0,-0.9828391671180724,Sakshi,Preethi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rUa5HhcDH5w,2023-04-05,125.0,1.0,1427.0,0.9977287650108336,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_O8dTSKezXc,2022-12-30,182.0,31.0,20050.0,-0.9925752878189088,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DG2xyybVIOM,2023-02-25,21569.0,43.0,276989.0,0.9791554808616638,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f97PjxeZV8g,2023-03-01,185.0,0.0,636.0,-0.9983478784561156,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SO2Y6lBUYDA,2022-09-14,70.0,0.0,828.0,-0.99519944190979,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRdREQlLXc0,2022-06-27,83.0,4.0,9692.0,0.9868730902671814,Sakshi,Preethi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0e4klYQkMno,2022-12-28,93.0,0.0,301.0,-0.9979251623153688,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aa_cqoRa73k,2022-12-06,345.0,0.0,2668.0,-0.9969273209571838,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAIPJjcef7o,2022-09-10,265.0,2.0,595.0,-0.9841833710670472,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AhLs1o5m6RM,2023-04-08,306.0,4.0,2510.0,-0.9981714487075806,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cje13kUaALY,2023-04-08,135.0,8.0,6830.0,-0.999373972415924,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ItpeVp_7zk4,2023-01-13,208.0,34.0,3200.0,-0.9983417987823486,Sakshi,Preethi,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2OJecRM3_dI,2023-04-22,200.0,1.0,1147.0,-0.9929549098014832,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EgjaU6owZC8,2022-11-23,266.0,10.0,5227.0,-0.9761061072349548,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PYlyiDfqTPk,2023-03-01,551.0,0.0,1093.0,-0.8649147152900696,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBidGbH1LH4,2023-03-06,135.0,0.0,988.0,0.694890558719635,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jeJJLafGBIU,2023-04-13,79.0,2.0,2526.0,-0.9913819432258606,ABN,Preethi,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
SdJuC6PUeJU,2023-02-27,96.0,5.0,108913.0,-0.970690131187439,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8FJy41_GXoE,2023-04-01,348.0,6.0,14849.0,0.9964249730110168,TV5,Preethi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
lYahkyijyDY,2022-04-29,203.0,0.0,427181.0,-0.9987391829490662,Sakshi,Preethi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
N8LPpVKpxkY,2023-03-06,237.0,31.0,9078.0,-0.9980071187019348,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0y5z3rnPXI8,2023-02-27,200.0,13.0,3263.0,-0.9994332194328308,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up1buzvd8o4,2023-03-27,186.0,1.0,1167.0,-0.9873150587081908,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_lPzAk56SM,2021-02-20,213.0,0.0,2274.0,0.998498558998108,Sakshi,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TLX0-q9mKcQ,2022-12-01,231.0,2.0,22348.0,-0.9966452717781068,TV9,Preethi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
z-NEks7tR1U,2023-02-27,335.0,1.0,4403.0,-0.9945847392082214,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_xefXeU4wW4,2023-03-01,280.0,3.0,1640.0,-0.9905755519866944,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YlxQClkvarM,2023-03-01,38.0,20.0,30243.0,0.9832853674888612,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-hneaLOpOJ4,2023-02-27,264.0,2.0,2514.0,-0.9932745695114136,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77SRMi_kAjU,2023-02-27,199.0,3.0,1048.0,-0.9960998296737672,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58nFAAWkukk,2023-02-27,32.0,27.0,68516.0,0.9780279397964478,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PhZwe7tAeng,2023-03-26,262.0,6.0,942.0,0.990147054195404,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
dCKyDWCJWB8,2022-12-29,121.0,2.0,2299.0,0.9773796200752258,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DF0Cc-bkyv0,2023-02-12,316.0,34.0,48267.0,0.9969791173934937,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ma2e9MV0mDc,2022-11-05,95.0,270.0,117692.0,0.9965464472770692,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oUXJ7vacOeg,2023-02-27,338.0,1.0,4204.0,-0.967359185218811,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UvM6Duya44Q,2022-11-20,256.0,0.0,2975.0,0.9964459538459778,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p5zIj8O7w5c,2023-02-27,116.0,13.0,37655.0,-0.9885615706443788,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eoGyGhMcbs4,2023-02-23,97.0,0.0,1354.0,-0.9959853291511536,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HKWxesQoCCo,2023-04-14,340.0,2.0,1161.0,0.9978044629096984,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nIs36z5h5Fg,2023-02-26,9005.0,12.0,263959.0,0.6616836190223694,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChjLGkIqZdM,2023-02-27,314.0,4.0,4246.0,-0.9988250136375428,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pH6W7i9f0eM,2022-12-08,98.0,3.0,1623.0,-0.997931718826294,ABN,Preethi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GbanUh59nRg,2023-04-10,247.0,2.0,2641.0,-0.9984447360038756,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vghwo9zQ3nA,2023-03-11,179.0,0.0,1449.0,0.9980443716049194,Sakshi,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54p743YTtJs,2022-12-08,222.0,3.0,4011.0,-0.9706693291664124,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VpKMXgBOtQk,2023-04-05,236.0,1.0,4831.0,-0.9957727789878844,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e2KYtpbVCoo,2023-01-08,262.0,6.0,9544.0,-0.9943856000900269,ABN,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s190R4AvDVU,2023-02-27,314.0,2.0,1425.0,-0.9872927665710448,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6M2Tkrj9WUc,2023-01-31,128.0,7.0,3063.0,-0.9933370351791382,Sakshi,Preethi,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sa40Y1J8gt4,2023-02-27,328.0,72.0,232859.0,-0.996785044670105,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vUVHO41cAxw,2023-03-19,398.0,1.0,2401.0,-0.9936456680297852,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g769CuIknHs,2023-02-25,36.0,0.0,729.0,0.9968921542167664,TV5,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCq6pCJUAE0,2023-02-26,210.0,5.0,6780.0,0.996023654937744,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QjpyxzjLe_s,2023-03-21,136.0,28.0,5852.0,0.9952978491783142,Sakshi,Preethi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
XidBbautqyI,2023-02-27,116.0,3.0,5575.0,-0.990515112876892,TV9,Preethi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
