ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,machillipatnam.png,venkatagiri.png,kakinada.png,pulivendula.png,pawan.png
7KfP5a4_gGs,2023-01-03,291.0,7.0,4756.0,0.9986685514450072,TV9,megastar chiranjeevi,0,0,1,0,0
tj3VRewKr0E,2022-11-20,89.0,0.0,2614.0,-0.9975280165672302,ABN,megastar chiranjeevi,0,0,0,0,0
g_RsxEMCmh4,2022-11-20,194.0,0.0,2518.0,0.9947155117988586,TV9,megastar chiranjeevi,0,0,0,0,0
ly-CnDcNqj8,2023-01-11,232.0,1.0,1737.0,-0.9896592497825624,TV9,megastar chiranjeevi,0,0,0,0,0
7OjbLtKxmuM,2023-02-03,356.0,3.0,3169.0,-0.9963093400001526,TV9,megastar chiranjeevi,0,0,0,0,0
y61iBgbPFPQ,2023-01-11,305.0,17.0,8309.0,-0.9952272176742554,ABN,megastar chiranjeevi,0,0,0,0,0
rfaCK4QdTI0,2023-01-13,288.0,19.0,1711.0,-0.9994538426399232,TV9,megastar chiranjeevi,0,0,0,0,0
b9qMnD_6Dd0,2023-01-14,118.0,9.0,2492.0,0.98613041639328,TV9,megastar chiranjeevi,0,0,0,0,0
ndGqG4reF8Y,2022-10-06,78.0,27.0,6241.0,-0.9980383515357972,TV5,megastar chiranjeevi,0,0,0,0,0
rdqx5P5fjvQ,2023-01-13,142.0,5.0,6241.0,0.9987043142318726,TV9,megastar chiranjeevi,0,0,0,0,0
-yp75kYD_ao,2023-01-17,135.0,8.0,2502.0,-0.998784840106964,TV5,megastar chiranjeevi,0,0,0,0,0
-zQ2p8xqmew,2023-02-03,264.0,0.0,2115.0,-0.9897080659866332,TV5,megastar chiranjeevi,0,0,0,0,0
knHloYJ3lYk,2023-01-28,115.0,0.0,579.0,0.9917075037956238,ABN,megastar chiranjeevi,0,0,1,0,1
e5l61zG0e5M,2023-03-10,244.0,1.0,1326.0,0.9804739952087402,TV5,megastar chiranjeevi,0,0,0,0,0
pqABqgXiuJg,2023-01-08,207.0,3.0,2462.0,-0.9957113265991212,TV9,megastar chiranjeevi,0,1,0,0,0
aQb70NXymTU,2022-10-30,62.0,1.0,1649.0,0.9983103275299072,TV5,megastar chiranjeevi,0,0,0,0,0
1QBgnw5xwgE,2023-01-13,23.0,3.0,17209.0,0.9956674575805664,TV9,megastar chiranjeevi,0,0,0,0,0
eerY1l6plVM,2022-10-30,323.0,3.0,2449.0,0.9981980919837952,ABN,megastar chiranjeevi,0,0,0,0,0
9ejY-hgig0c,2023-02-03,79.0,3.0,8839.0,0.9982006549835204,TV9,megastar chiranjeevi,0,0,0,0,0
Rj6_78gIRsY,2022-10-07,329.0,8.0,3053.0,-0.9979896545410156,TV5,megastar chiranjeevi,0,0,0,0,0
bsDhTrFygZ4,2022-02-10,137.0,160.0,142581.0,0.9988539218902588,Sakshi,megastar chiranjeevi,0,0,0,0,0
NlOo80iB4fk,2022-11-20,130.0,5.0,3050.0,0.9960047602653505,TV9,megastar chiranjeevi,0,0,0,0,1
Vz90vlv8cCI,2023-03-18,87.0,0.0,719.0,0.9985007047653198,TV5,megastar chiranjeevi,0,0,0,0,0
gaGtzE34u24,2023-03-18,269.0,4.0,3412.0,0.9984285235404968,TV9,megastar chiranjeevi,0,0,0,0,0
s7fdIgCFE44,2023-01-13,142.0,0.0,2693.0,0.9945579767227172,TV9,megastar chiranjeevi,0,0,0,0,0
9jdhO7nflB8,2023-01-13,65.0,3.0,3466.0,0.9950867295265198,TV9,megastar chiranjeevi,0,0,0,0,0
fEMokmPbdP4,2023-01-13,43.0,1.0,1016.0,0.9984408020973206,TV9,megastar chiranjeevi,0,0,0,0,0
2DhX1wgtjlY,2022-11-21,109.0,25.0,6282.0,0.9987394213676452,TV9,megastar chiranjeevi,0,0,0,0,0
fWrfKcoWuyU,2023-04-20,50.0,13.0,27217.0,-0.9990478157997132,Sakshi,megastar chiranjeevi,0,0,0,0,0
QEkGRV_EScE,2022-11-21,254.0,0.0,2432.0,0.9861149787902832,TV5,megastar chiranjeevi,0,0,0,0,0
5AQ1sNFD31c,2022-11-21,104.0,7.0,1343.0,0.9947399497032166,TV5,megastar chiranjeevi,0,0,0,0,0
OTarrwf_8Jg,2022-11-20,142.0,407.0,650377.0,0.9985729455947876,TV9,megastar chiranjeevi,0,0,0,0,0
QXPYznjOhIU,2022-01-21,114.0,8.0,3011.0,-0.9972025156021118,Sakshi,megastar chiranjeevi,1,0,0,1,0
2mK8g7QeJTM,2022-02-10,97.0,14.0,10541.0,0.9987514019012452,Sakshi,megastar chiranjeevi,0,0,0,0,0
YPfep3eSEJM,2022-10-21,220.0,11.0,15053.0,0.9894497990608216,TV5,megastar chiranjeevi,0,0,0,1,1
o5nQDt3tYqw,2023-03-08,231.0,10.0,3016.0,-0.9973475933074952,Sakshi,megastar chiranjeevi,0,1,0,0,0
xNS5lABtMFM,2022-04-29,148.0,671.0,1889031.0,0.9948497414588928,Sakshi,megastar chiranjeevi,0,0,0,0,0
X1-esYx8FV0,2022-10-04,5970.0,1.0,3701.0,0.9964699745178224,TV5,megastar chiranjeevi,0,0,0,0,0
Sz9lT8kTdLs,2022-10-04,42897.0,5.0,61202.0,0.9983670115470886,TV5,megastar chiranjeevi,0,0,0,0,0
IyWcsV3Bat8,2022-12-11,201.0,1.0,3939.0,0.9977521300315856,TV5,megastar chiranjeevi,0,0,0,0,0
9GpGhDJdC0c,2023-01-08,211.0,24.0,2267.0,0.994356334209442,Sakshi,megastar chiranjeevi,0,0,0,0,0
LaZJ7_3NPY8,2023-03-20,120.0,86.0,61503.0,0.9974284768104552,TV5,megastar chiranjeevi,0,0,0,0,0
7mEZjLQhKQc,2022-02-10,358.0,13.0,14680.0,0.998143434524536,Sakshi,megastar chiranjeevi,1,0,0,0,0
p7_zMRvmqAk,2023-01-17,96.0,5.0,3006.0,0.997364580631256,TV5,megastar chiranjeevi,0,0,0,0,0
E5w4WU18-a4,2023-01-13,200.0,5.0,5047.0,0.9981374740600586,TV9,megastar chiranjeevi,0,0,0,0,0
qGgogPFrtMY,2022-11-15,191.0,620.0,1520587.0,-0.9973663687705994,TV5,megastar chiranjeevi,0,0,0,0,0
wyiJf1ncb1w,2023-03-08,233.0,44.0,13741.0,0.9981449842453004,Sakshi,megastar chiranjeevi,0,0,0,0,0
d9Gg1yGxtxo,2023-02-18,65.0,0.0,1009.0,0.9971022009849548,ABN,megastar chiranjeevi,0,0,0,0,0
fRFFMLLawR0,2022-12-02,212.0,1.0,2117.0,0.9978519678115844,TV9,megastar chiranjeevi,0,0,1,0,1
98SB294nsLM,2023-03-13,292.0,2.0,710.0,0.9986779093742372,TV5,megastar chiranjeevi,0,0,0,0,0
JxK2GYabrLI,2022-02-10,261.0,19.0,11913.0,0.998590886592865,Sakshi,megastar chiranjeevi,0,0,0,0,0
wbGCw5WvGKg,2023-04-04,223.0,2.0,1202.0,-0.9976231455802916,ABN,megastar chiranjeevi,0,0,0,0,0
adWLrH2A6TU,2022-08-31,4325.0,0.0,5106.0,0.9980983138084412,TV5,megastar chiranjeevi,0,0,0,0,0
7EGNTUVPPtg,2022-12-03,244.0,4.0,1812.0,0.9981631636619568,TV9,megastar chiranjeevi,0,0,0,0,0
aG_3tn39e1A,2023-01-11,201.0,259.0,201999.0,0.9986391663551332,ABN,megastar chiranjeevi,0,0,0,0,0
dxzAtfQk5f0,2023-03-14,178.0,0.0,618.0,0.9960195422172546,TV5,megastar chiranjeevi,0,0,0,0,0
q2kynFmbXh8,2019-06-30,181.0,0.0,4937.0,-0.9992511868476868,Sakshi,megastar chiranjeevi,0,0,0,0,0
LA_Gd-XnYac,2023-01-21,382.0,0.0,3029.0,0.9975152015686036,TV9,megastar chiranjeevi,0,0,0,0,0
mdgqfMZnfH8,2022-11-20,216.0,22.0,8417.0,-0.9840620160102844,TV5,megastar chiranjeevi,0,0,0,0,0
1M3OdM2PAO0,2022-11-20,255.0,23.0,9780.0,-0.9983841180801392,TV9,megastar chiranjeevi,0,0,0,0,0
jfsrLTo5pqA,2022-12-26,219.0,3.0,34018.0,-0.9943373799324036,TV9,megastar chiranjeevi,0,0,0,0,0
kwryMBPbh4M,2023-01-11,220.0,9.0,2275.0,-0.9975090026855468,ABN,megastar chiranjeevi,0,0,0,0,0
rJ2uKqxazo8,2023-03-18,233.0,29.0,9448.0,-0.9957948923110962,TV5,megastar chiranjeevi,0,0,0,0,0
T6nl70DAoHE,2022-10-31,223.0,78.0,17426.0,-0.9976263642311096,Sakshi,megastar chiranjeevi,1,0,0,0,0
Rb0Oub6yMG0,2023-01-13,90.0,15.0,6568.0,-0.9976115226745604,TV9,megastar chiranjeevi,0,0,0,0,0
WGJR6kqs6R0,2023-03-09,297.0,7.0,1749.0,-0.9984232187271118,TV9,megastar chiranjeevi,0,0,0,0,0
OcgaYj1xoKo,2022-12-29,93.0,3.0,1197.0,-0.999222993850708,TV5,megastar chiranjeevi,0,0,0,0,0
rRJnNZzCiEE,2023-01-07,325.0,72.0,55948.0,-0.9992184638977052,TV9,megastar chiranjeevi,0,0,0,0,0
5692XrydRMI,2022-08-21,203.0,75.0,16378.0,-0.9992589354515076,Sakshi,megastar chiranjeevi,0,0,0,0,0
eSDx14wEKno,2023-01-08,216.0,1.0,39767.0,-0.998037040233612,TV9,megastar chiranjeevi,0,0,0,0,0
8aPdeIQKppc,2023-03-31,277.0,0.0,677.0,-0.8419522047042847,TV9,megastar chiranjeevi,0,0,0,0,0
vdi1JutFnro,2022-11-14,586.0,24.0,12045.0,0.998640239238739,Sakshi,megastar chiranjeevi,0,0,0,0,0
pBXcwhNhRD0,2023-01-31,76.0,0.0,2222.0,0.9961907863616944,ABN,megastar chiranjeevi,0,0,0,0,0
YX75wnvZi0s,2023-02-19,162.0,3.0,6321.0,0.9942998886108398,TV5,megastar chiranjeevi,0,0,0,0,0
R7JKrwwcwao,2022-02-10,161.0,276.0,310426.0,0.9791725277900696,Sakshi,megastar chiranjeevi,1,0,0,0,0
hgdupJj0CGg,2023-03-17,253.0,168.0,113269.0,-0.998621702194214,TV9,megastar chiranjeevi,1,0,0,0,0
U8ldfBc8jDM,2022-11-27,261.0,1.0,1735.0,-0.9992228746414183,ABN,megastar chiranjeevi,0,0,0,0,0
muEkZQS3KWY,2023-01-28,473.0,0.0,913.0,0.9987245202064514,ABN,megastar chiranjeevi,0,0,0,0,0
xfC8HFqbQtU,2023-02-01,29.0,6.0,54666.0,-0.9937435984611512,TV9,megastar chiranjeevi,0,0,0,0,0
Vzqm2dZLGS8,2023-01-08,115.0,1.0,5605.0,0.9987708926200868,TV9,megastar chiranjeevi,0,0,0,0,0
7Dwwmu4bEWY,2023-02-19,271.0,1.0,1331.0,0.9984086155891418,TV9,megastar chiranjeevi,0,0,0,0,0
Epu0bBOsMHU,2022-12-23,70.0,5.0,14487.0,0.9977266192436218,TV9,megastar chiranjeevi,0,0,0,0,0
YxE6QAw1C3Q,2022-11-14,492.0,19.0,21930.0,0.9983989596366882,Sakshi,megastar chiranjeevi,0,0,0,0,0
-cv-4ew2tQU,2023-01-28,300.0,4.0,4724.0,0.9953941106796264,ABN,megastar chiranjeevi,0,0,0,0,0
ToikmYy9_-A,2023-04-01,92.0,22.0,57086.0,0.9828709363937378,TV5,megastar chiranjeevi,0,0,0,0,0
2Gjkg_7dZLQ,2023-01-28,220.0,0.0,1473.0,0.998522937297821,ABN,megastar chiranjeevi,0,0,0,0,0
7qtel7fFmD0,2023-01-08,315.0,2.0,5866.0,0.9949923157691956,TV9,megastar chiranjeevi,0,0,0,0,0
1hlcJNDVSYw,2023-03-18,280.0,365.0,304540.0,0.9897848963737488,TV5,megastar chiranjeevi,0,0,0,0,0
SzMYTGlJsdU,2022-03-08,363.0,2.0,2602.0,0.9983139038085938,Sakshi,megastar chiranjeevi,0,0,0,0,0
I8__es6bSgY,2022-02-10,520.0,50.0,20012.0,0.9986333250999452,Sakshi,megastar chiranjeevi,0,0,0,1,0
XOV0kK2yB_g,2022-12-25,105.0,3.0,5743.0,-0.9937735199928284,ABN,megastar chiranjeevi,0,0,0,0,0
OzKCmFIdJgo,2022-12-23,366.0,16.0,53245.0,-0.9871030449867249,TV9,megastar chiranjeevi,0,0,0,0,0
bsNSROFo0DM,2023-03-31,126.0,4.0,789.0,0.9986878037452698,ABN,megastar chiranjeevi,0,0,0,0,0
LUxTEsH8jfU,2023-01-08,174.0,0.0,3008.0,0.9987574815750122,TV9,megastar chiranjeevi,0,0,0,0,0
gGB9lnn5s-M,2021-02-17,168.0,1.0,900.0,0.9970306158065796,Sakshi,megastar chiranjeevi,0,0,0,0,0
od-i3JYm1cQ,2023-01-09,280.0,9.0,2595.0,0.993101954460144,ABN,megastar chiranjeevi,0,0,0,0,0
hp9TES64kXo,2022-11-14,299.0,35.0,11615.0,0.9937773942947388,Sakshi,megastar chiranjeevi,0,0,0,0,0
Nz0kl3t2qHw,2023-01-13,110.0,2.0,2310.0,0.9752527475357056,TV9,megastar chiranjeevi,0,0,0,0,0
HwWpIqaI98c,2022-02-10,105.0,187.0,80216.0,0.9977675676345824,Sakshi,megastar chiranjeevi,0,0,0,1,0
swCgyOJvbHI,2023-01-12,1260.0,0.0,1177.0,0.99628084897995,TV5,megastar chiranjeevi,0,0,0,0,0
NupOvWPnJC4,2023-01-13,327.0,3.0,8040.0,0.9987754225730896,TV9,megastar chiranjeevi,0,0,0,0,0
8EYiwXm8fbo,2023-01-28,38.0,530.0,741638.0,-0.9970539808273317,TV9,megastar chiranjeevi,0,0,0,0,0
sL9RHEt_z2U,2023-01-13,123.0,0.0,1136.0,0.9968478083610536,TV9,megastar chiranjeevi,0,0,0,0,0
k3OjgCmoq4g,2023-01-07,117.0,21.0,21822.0,-0.9892452955245972,TV9,megastar chiranjeevi,0,0,0,0,0
h3P35MBVWD0,2023-01-08,239.0,1.0,12707.0,-0.9847347736358644,TV9,megastar chiranjeevi,0,0,0,0,0
2JD9MtBzNCg,2023-04-05,270.0,3.0,1332.0,0.9976636171340942,TV5,megastar chiranjeevi,0,0,0,0,0
ieZxsj-QMAA,2022-10-06,186.0,8.0,3530.0,0.9925447106361388,TV5,megastar chiranjeevi,0,0,0,0,0
95SgYkrz47A,2023-01-07,293.0,15.0,6889.0,-0.9972398281097412,TV9,megastar chiranjeevi,0,0,0,0,0
bdFgH415lNE,2023-03-22,950.0,10.0,3920.0,0.9965956807136536,Sakshi,megastar chiranjeevi,0,0,0,0,0
pXMCbzmYgZk,2023-02-19,63.0,4.0,10953.0,0.998193085193634,ABN,megastar chiranjeevi,0,0,0,0,0
fAuK9t00Nj8,2023-02-20,202.0,13.0,80379.0,0.9982054233551024,TV5,megastar chiranjeevi,0,0,0,0,0
HEQ7kCIjxrs,2022-11-20,257.0,52.0,23261.0,-0.9821729063987732,TV9,megastar chiranjeevi,0,0,0,0,0
B0t-JFgky7E,2022-02-10,262.0,165.0,47932.0,0.9971936345100404,Sakshi,megastar chiranjeevi,0,0,0,1,0
x9J1uD0OwFQ,2022-10-15,279.0,12.0,5116.0,0.998005211353302,TV5,megastar chiranjeevi,0,0,0,0,0
1dUhGks7q3E,2023-03-18,196.0,3.0,2707.0,-0.9975491166114808,TV9,megastar chiranjeevi,0,0,0,0,0
QpfNN-iQ_8Y,2023-01-12,16.0,1.0,14556.0,-0.9964535236358644,ABN,megastar chiranjeevi,0,0,0,0,0
_wKGjYOGytw,2022-11-21,146.0,2.0,45054.0,-0.9964982271194458,TV9,megastar chiranjeevi,0,0,0,0,0
JLcAB8ytb_I,2023-02-19,162.0,3.0,10710.0,0.9977414608001708,TV5,megastar chiranjeevi,0,0,0,0,0
Tx_IXS3N3SY,2023-02-08,201.0,2.0,2416.0,0.9954634308815002,Sakshi,megastar chiranjeevi,0,0,0,0,0
h9OkAz29Reo,2023-01-08,235.0,0.0,2855.0,0.9933205842971802,TV9,megastar chiranjeevi,0,0,0,0,0
YmwIbVO2fs0,2023-04-09,180.0,3.0,10411.0,-0.9899266958236694,TV5,megastar chiranjeevi,0,0,0,0,0
GOfPFxJOWuE,2023-01-13,96.0,2.0,5164.0,0.9988620281219482,TV9,megastar chiranjeevi,0,0,0,0,0
aa-c5BfchoU,2023-01-14,304.0,7.0,3048.0,0.9987006187438964,TV9,megastar chiranjeevi,0,0,0,0,0
3tau0zM_Lig,2022-02-11,193.0,4.0,2562.0,0.9874414205551147,Sakshi,megastar chiranjeevi,1,0,0,0,0
fjoVzHsdsiI,2022-11-14,4701.0,26.0,15903.0,0.9986016154289246,Sakshi,megastar chiranjeevi,0,0,0,0,0
HG-DjVM4hrs,2023-02-04,185.0,85.0,65002.0,0.9980136156082152,Sakshi,megastar chiranjeevi,0,0,1,0,0
OG4QJjv0ruw,2022-11-24,57.0,2.0,7902.0,0.9988572597503662,TV9,megastar chiranjeevi,0,0,0,0,0
_GNGZaNn8UU,2023-03-13,189.0,1.0,1174.0,0.9982632994651794,TV9,megastar chiranjeevi,0,0,0,0,0
5UIrvPUrROw,2023-01-13,334.0,16.0,11707.0,0.9988613128662108,TV9,megastar chiranjeevi,0,0,0,0,0
UARzxZZOWtc,2022-11-15,59.0,5.0,12582.0,0.9981471300125122,ABN,megastar chiranjeevi,0,0,0,0,0
53DVLSFZ6Bc,2022-10-06,416.0,0.0,330.0,-0.9939279556274414,TV5,megastar chiranjeevi,0,0,0,0,0
J_7ShlZ7H4E,2023-01-13,76.0,0.0,1279.0,0.9985572695732116,TV9,megastar chiranjeevi,0,0,0,0,0
U3erOBxZ2aI,2022-02-10,73.0,22.0,14041.0,0.9987329840660096,Sakshi,megastar chiranjeevi,0,0,0,0,0
bfvfHS8GdIc,2023-01-13,20.0,0.0,546.0,0.9965050220489502,TV9,megastar chiranjeevi,0,0,0,0,0
SeqkYGI3xic,2023-01-11,131.0,10.0,14384.0,-0.9934309124946594,TV9,megastar chiranjeevi,0,0,0,0,0
8PWirQFVxB8,2023-03-17,238.0,12.0,9906.0,0.9971103072166444,TV9,megastar chiranjeevi,0,0,0,0,0
qMfDDnywYf4,2023-02-01,51.0,2.0,5890.0,0.9986369013786316,ABN,megastar chiranjeevi,0,0,0,0,0
GxSue8SF8Dc,2022-10-07,95.0,4.0,2238.0,0.998598039150238,TV5,megastar chiranjeevi,0,0,0,0,0
OsxPh16lIso,2022-08-27,269.0,2.0,1634.0,0.9952670335769652,TV5,megastar chiranjeevi,0,0,0,0,0
bQCrM69hjvM,2023-03-24,272.0,1.0,768.0,-0.987585186958313,TV5,megastar chiranjeevi,0,0,0,0,0
Os1T2loVBmg,2023-03-13,569.0,7.0,5624.0,0.9986811280250548,TV5,megastar chiranjeevi,0,0,0,0,0
iSmI2xsGLjM,2023-02-19,369.0,2.0,16669.0,-0.994631290435791,ABN,megastar chiranjeevi,0,0,0,0,0
ah-5GHG-lJo,2022-11-02,425.0,5.0,4518.0,-0.9956159591674804,TV5,megastar chiranjeevi,0,1,0,0,0
BpTPOSdWkfA,2023-01-13,242.0,19.0,14808.0,0.9982690811157228,TV9,megastar chiranjeevi,0,0,0,0,0
vbhBi37F1K8,2022-12-05,208.0,8.0,9539.0,-0.9971676468849182,TV5,megastar chiranjeevi,0,0,0,0,0
hKMb4WYIHGY,2022-10-02,63.0,1.0,1665.0,0.9988067150115968,TV5,megastar chiranjeevi,0,0,0,0,0
OMyh-Eo3n_4,2022-12-29,42.0,0.0,943.0,-0.9991167187690736,TV9,megastar chiranjeevi,0,0,0,0,0
Evhtzpee-n4,2023-01-09,17.0,2.0,15926.0,0.998809576034546,TV9,megastar chiranjeevi,0,0,0,0,0
BM5xCkuvUzY,2023-01-11,41.0,5.0,12506.0,-0.9954102635383606,ABN,megastar chiranjeevi,0,0,0,0,0
ZCjtk0slTlA,2023-01-09,305.0,0.0,3027.0,-0.9906697273254396,ABN,megastar chiranjeevi,0,0,0,0,0
t3dv_XRd6zw,2023-01-20,29.0,2.0,8768.0,-0.9865951538085938,TV9,megastar chiranjeevi,0,0,0,0,0
qWu6zBYBO_A,2023-01-08,118.0,29.0,3998.0,-0.9858923554420472,ABN,megastar chiranjeevi,0,0,0,0,0
cdEIC3R49gs,2023-01-04,147.0,2.0,3908.0,0.9958416819572448,TV9,megastar chiranjeevi,0,0,0,0,0
RWNjXTc3BAs,2022-12-15,290.0,17.0,13635.0,-0.9959920048713684,ABN,megastar chiranjeevi,0,0,0,1,0
tKy56UDLSuQ,2022-11-27,220.0,3.0,3282.0,-0.993617296218872,TV9,megastar chiranjeevi,1,1,0,0,0
SW2SGbx6Y4U,2023-01-08,218.0,2.0,1069.0,0.9988532066345216,TV9,megastar chiranjeevi,0,0,0,0,0
dTUWHhvOtL4,2022-12-03,251.0,0.0,667.0,0.9988046884536744,TV9,megastar chiranjeevi,0,0,0,0,0
X11taDHJ1UE,2022-12-23,226.0,1.0,5672.0,0.9964847564697266,TV9,megastar chiranjeevi,0,0,0,0,0
QduH64sJR8w,2023-02-19,135.0,0.0,4605.0,0.9984801411628724,TV9,megastar chiranjeevi,0,0,0,0,0
gv7d2-S7X94,2023-01-13,334.0,5.0,3055.0,0.9988473653793336,TV9,megastar chiranjeevi,0,0,0,0,0
2AgXUawoqu8,2023-02-03,335.0,0.0,1497.0,0.9987414479255676,ABN,megastar chiranjeevi,0,0,0,0,0
wss2nugMlRM,2023-01-08,147.0,12.0,4024.0,0.9981901049613952,TV9,megastar chiranjeevi,0,0,0,0,0
IVlrlc47bxM,2023-01-07,225.0,23.0,6977.0,0.9969839453697203,TV5,megastar chiranjeevi,0,0,0,0,0
du23lb8FMBw,2023-01-11,365.0,125.0,56103.0,0.7104494571685791,TV9,megastar chiranjeevi,0,0,0,0,0
OHClllX2bMg,2023-01-03,286.0,14.0,3602.0,-0.9975489974021912,TV9,megastar chiranjeevi,0,0,0,0,0
Q48ojCPlGpE,2023-01-14,275.0,2.0,1633.0,0.9878063797950744,TV9,megastar chiranjeevi,0,0,0,0,0
bPgXybq6c0A,2022-10-13,226.0,4.0,2258.0,-0.9992000460624696,ABN,megastar chiranjeevi,0,0,0,0,0
CL7qANOwJCc,2023-01-13,265.0,1.0,5235.0,0.998522937297821,TV9,megastar chiranjeevi,0,0,0,0,0
XVIsrHKXk4g,2023-04-04,326.0,0.0,957.0,-0.9994226694107056,TV5,megastar chiranjeevi,0,0,0,0,0
xD6rsvtC2GA,2021-10-08,34539.0,9.0,23754.0,0.995891809463501,Sakshi,megastar chiranjeevi,0,0,0,0,0
Y6UHjRX0110,2022-02-10,198.0,188.0,96875.0,-0.9945178627967834,Sakshi,megastar chiranjeevi,0,0,0,1,0
os_YKJJednY,2023-01-08,112.0,3.0,6170.0,0.9988356232643129,TV9,megastar chiranjeevi,0,0,0,0,0
FjfwntHkpjw,2023-01-18,185.0,38.0,36658.0,-0.9962526559829712,TV9,megastar chiranjeevi,0,0,0,0,0
gxrQLS4cTKs,2023-03-17,266.0,25.0,9040.0,-0.9879306554794312,TV9,megastar chiranjeevi,0,0,0,0,0
44xnZoBqIz0,2023-01-28,86.0,163.0,172901.0,0.9905506372451782,TV9,megastar chiranjeevi,0,0,0,0,0
