ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,penukonda.png,vizianagaram_.png,gannavaram_vamsi.png,jaggayyapeta.png,kodur.png,venkatagiri.png,urvakonda.png,vishakapatnam_west.png,kakinada.png,narsapuram_l.png,tadikonda.png,palakollu.png,gajapathinagram.png,pulivendula.png,kanigiri.png,kalayan_durg.png,unguturu.png,sattenapalli.png,Venkata_Mahesh.png,paturi_nagabhusnam.png,nandikotkur.png,tadepalligudem.png,sambasivarao.png,tekkali.png,palakonda.png
bTTakT9Bw3Q,2021-12-04,132.0,17.0,13140.0,0.9892618656158448,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eQYwa2dXaOE,2022-12-24,254.0,1.0,711.0,0.998772919178009,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2im6AMOucwQ,2022-11-27,215.0,77.0,20119.0,0.9959983825683594,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XCkWpFSp86A,2022-10-06,295.0,1.0,1635.0,-0.99361914396286,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tebcg5A7fRw,2022-12-30,216.0,0.0,587467.0,-0.9978677034378052,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xvnN6ggumJA,2022-09-26,115.0,33.0,10453.0,-0.9953261613845824,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lLswUwj4vcA,2023-01-23,221.0,0.0,2547.0,-0.9945486187934875,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9PVA2lJq4hg,2022-06-05,104.0,85.0,30785.0,-0.9659187197685242,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1lIQqlwVmKA,2022-06-18,127.0,107.0,21367.0,-0.9994587302207948,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uAFNbyGSJJQ,2022-12-01,474.0,0.0,785.0,0.998710870742798,TV5,lakshmi parvathi,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WVFJOCfaKXA,2023-03-19,154.0,62.0,155002.0,-0.9946674108505248,TV9,lakshmi parvathi,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PAepEeLSKkc,2022-12-03,21.0,0.0,782.0,-0.9961863160133362,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mNqSWCgkCiU,2023-02-19,154.0,30.0,5304.0,0.989022970199585,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hj3EDMIKZkU,2022-09-15,279.0,3.0,7170.0,-0.9928948283195496,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0xaEOd_y1DA,2022-11-23,218.0,1.0,16751.0,-0.9913821816444396,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bSreV-RYAzc,2023-03-18,84.0,1.0,5144.0,-0.9953771829605104,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3o8lQxCiZM,2023-02-19,117.0,664.0,194668.0,-0.9982247948646544,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Htg37pxEmaM,2023-04-11,231.0,310.0,211691.0,0.9968121647834778,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8MT0_RqbdTQ,2022-01-13,63.0,60.0,23370.0,0.998854160308838,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
myxLlJ8vRW0,2021-02-16,200.0,0.0,1474.0,0.9917044639587402,Sakshi,lakshmi parvathi,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ynzwjLWEasE,2023-03-12,293.0,6.0,2329.0,0.9982945322990416,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
JmgRZ-3B9QI,2023-04-12,244.0,14.0,1982.0,-0.9930717349052428,TV9,lakshmi parvathi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VXPGZ6LW6gE,2023-03-26,245.0,1.0,1772.0,-0.9973255395889282,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H43LZBe0iIc,2022-12-23,209.0,12.0,127954.0,0.9782228469848632,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h1cgF54SNJo,2021-02-21,303.0,4.0,25177.0,0.9986677169799804,Sakshi,lakshmi parvathi,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
g6IU-tE6iWc,2022-09-26,356.0,57.0,25725.0,-0.9990891218185424,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XWBAE5E_LRQ,2023-03-17,252.0,80.0,173558.0,0.9973117113113404,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MB_MTvMX1BI,2022-11-19,198.0,28.0,66952.0,-0.9966371059417723,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mWZlzE6_vyk,2023-02-18,268.0,0.0,591.0,0.996601700782776,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BHTwuOQUE2c,2023-03-02,268.0,0.0,775.0,-0.9976905584335328,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7LtR6s3oqQ,2022-12-15,235.0,3.0,358.0,-0.9971935153007508,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PjiykPG-TLE,2022-10-15,150.0,0.0,966.0,-0.9995018243789672,TV5,lakshmi parvathi,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
YLERG7lYuvA,2023-02-09,290.0,3.0,1491.0,-0.9984490871429444,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XzMbDGc51y0,2022-09-27,330.0,246.0,114484.0,-0.993763267993927,TV5,lakshmi parvathi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cpayKQ_4Ycc,2023-02-27,126.0,0.0,919.0,0.9923669695854188,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h3j0s86E7ro,2022-12-19,207.0,0.0,2956.0,-0.9977090358734132,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSLS2SEulOk,2023-01-04,111.0,25.0,8910.0,0.9986913800239564,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4s0SfraOhV0,2022-10-20,212.0,5.0,4788.0,0.9986732006072998,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c9YRKFx5N2g,2022-12-11,188.0,16.0,160629.0,-0.9982125759124756,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nl16wABmJY8,2023-03-09,193.0,0.0,699.0,0.9987568855285645,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
fBxVRdm2Cko,2022-09-26,848.0,106.0,40004.0,-0.975634753704071,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ApDM1uxxks,2021-02-21,148.0,1.0,2736.0,0.9980862140655518,Sakshi,lakshmi parvathi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ySSzZU7H7VY,2023-03-24,181.0,4.0,10025.0,-0.9986168146133424,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
btipK9DLm8g,2023-04-17,348.0,1.0,2192.0,0.990868091583252,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3yQljNMwW6A,2022-09-26,37795.0,18.0,73904.0,0.9624719619750975,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vw_CveC6Vtg,2022-07-08,613.0,137.0,143598.0,0.9970045685768129,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x4Y-riDWKhY,2023-02-02,155.0,2.0,5884.0,0.998057186603546,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stEfgHaqd9A,2022-08-21,131.0,1.0,693.0,0.9918620586395264,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_09BPW99Aw,2021-02-18,240.0,9.0,18811.0,-0.997835338115692,Sakshi,lakshmi parvathi,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
S3WbEWbxEyc,2021-12-01,61.0,5.0,5078.0,0.9982627034187316,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22Md5lkkhGI,2023-01-24,113.0,5.0,699.0,-0.9833558797836304,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pux2Wv_kH_4,2022-12-06,230.0,1.0,1331.0,0.9970802664756776,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jE1BOygRcoo,2023-02-20,310.0,465.0,232545.0,0.9949631690979004,TV5,lakshmi parvathi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
nxdLE9ME1lg,2023-04-09,61.0,1.0,623.0,0.998243808746338,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iBhrSmVerow,2022-09-21,480.0,172.0,105962.0,-0.9861095547676086,TV5,lakshmi parvathi,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
WGnkgRrXhq0,2023-03-11,97.0,1.0,961.0,-0.9918980598449708,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dtr7we8IJBE,2022-12-16,179.0,3.0,56727.0,-0.9936175346374512,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DV0bBB6Xj64,2022-12-20,208.0,3.0,108667.0,-0.9986166954040528,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7fjfxPYKN_k,2022-10-23,230.0,7.0,6824.0,-0.9985631108283995,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DpJ5LYmSr0Y,2023-01-17,114.0,0.0,858.0,-0.9970224499702454,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xfIkxi9XtZ0,2023-03-27,255.0,9.0,23578.0,-0.9969672560691832,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0DI_YyUe5PU,2023-01-28,88.0,3.0,714.0,0.9985937476158142,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n_KpI83r3AI,2021-02-14,192.0,0.0,3221.0,0.9951104521751404,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0DL1hPQok1g,2023-03-14,213.0,0.0,399.0,-0.9928529858589172,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dg69t0TXPYs,2023-02-21,334.0,0.0,404.0,-0.9510406851768494,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1vG0ta9Pzk,2022-10-17,51.0,0.0,4737.0,0.9987277388572692,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tWlQaoHghnQ,2022-12-26,101.0,2.0,2136.0,-0.9906076192855836,TV9,lakshmi parvathi,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
N1M0l_oP6vo,2023-02-09,91.0,0.0,1013.0,0.9962051510810852,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2un8SWhd4HI,2022-12-29,123.0,0.0,347.0,0.9791531562805176,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eHW4QeZ2img,2022-09-14,315.0,1.0,1442.0,0.998601257801056,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3xfD6jNVdAA,2023-01-24,102.0,15.0,897.0,0.992152750492096,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
zs7bVXUj5ps,2023-01-08,313.0,21.0,3915.0,0.9972602128982544,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uk4F2GUtz_E,2022-12-04,90.0,0.0,562.0,0.997399926185608,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5bypvS-vs9Q,2022-12-24,263.0,1.0,842.0,0.9939006567001344,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h6VMEIk2S8c,2023-02-10,403.0,9.0,8283.0,-0.997932195663452,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DHKfF0Gobxk,2023-04-19,79.0,1.0,2212.0,0.9979346990585328,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR4a8mDhEf4,2023-03-23,305.0,130.0,87117.0,0.9986224174499512,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mjKoeiNPMmY,2021-02-17,228.0,1.0,4760.0,0.991859257221222,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ynt1hL2lptA,2022-09-26,145.0,36.0,2865.0,-0.998615860939026,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B14F4Qv4Rmc,2021-02-16,293.0,0.0,943.0,-0.9896355271339417,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
0tRVJsIfpXw,2023-01-16,190.0,2.0,68914.0,0.9967324733734132,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC6Cn6ulrPM,2022-11-10,413.0,3.0,5353.0,0.9984056353569032,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FqYM6F7nj8I,2023-04-21,277.0,1.0,6436.0,0.9926296472549438,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AliC0Xvr8Tk,2023-01-11,272.0,8.0,619.0,0.9982830286026,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rIMr9hxtIY8,2023-01-21,154.0,0.0,893.0,-0.9982473850250244,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
oB_1EtmYR2E,2023-03-11,187.0,6.0,3007.0,-0.9944262504577636,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
n7vw7OXA1C0,2022-11-15,242.0,9.0,14502.0,0.9984256029129028,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zt2DpVy5EHw,2022-11-13,180.0,1.0,3354.0,-0.9975892305374146,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QVxEnlQ3kZU,2022-10-14,70.0,1.0,3308.0,0.9959188103675842,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZQdDkYMBZX4,2021-08-28,122.0,4.0,1435.0,0.9933838248252868,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I5__sFcrmLU,2023-03-28,199.0,0.0,314.0,-0.9957857728004456,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4pvJEmUaHr4,2022-10-23,245.0,0.0,734.0,0.9988057613372804,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lV0qWG2oWe4,2022-12-08,202.0,6.0,6132.0,0.9947956204414368,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RdQlCXOFH2E,2022-12-14,277.0,1.0,2113.0,0.9987887740135192,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7MVwJjmnOIw,2022-09-09,75.0,236.0,103771.0,-0.996344029903412,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zuREXdIHUnw,2023-04-11,604.0,75.0,29575.0,0.9945186972618104,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wlk2x_hHnCI,2022-10-05,95.0,1.0,1237.0,-0.9921091198921204,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b0rM597I7Ww,2021-02-21,290.0,0.0,947.0,0.9974026083946228,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VwVq1BRyyIE,2023-03-13,233.0,1.0,5181.0,0.9972943663597108,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xNkUTd-Nvv0,2023-04-22,75.0,0.0,429.0,0.996753990650177,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rqozmUNyRKA,2022-11-11,148.0,0.0,268.0,0.9968722462654114,ABN,lakshmi parvathi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ytKGMZ89PeM,2022-10-17,63.0,1.0,1081.0,-0.9988455772399902,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FM-lr_ryZzo,2023-02-25,180.0,2.0,5873.0,0.9978625178337096,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yQDCfNXZ9tk,2023-02-02,75.0,1.0,482.0,0.9987086057662964,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Z7T9Xq-Bks,2023-03-13,40.0,253.0,283425.0,0.9988480806350708,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jBAjWNQXrZA,2023-03-28,330.0,0.0,1017.0,0.9777516722679138,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y8AjIjqBaF8,2023-01-24,265.0,89.0,22825.0,-0.9923638105392456,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WAoaOrQnxVY,2022-02-22,276.0,3.0,5221.0,0.9927997589111328,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6ApNuCUEgZQ,2022-09-20,308.0,0.0,629.0,-0.9979021549224854,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667KuuTkGlk,2022-06-18,203.0,48.0,17130.0,-0.997666597366333,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ly-CnDcNqj8,2023-01-11,232.0,1.0,1737.0,-0.9896592497825624,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1xx9XYP2RaQ,2021-11-21,60.0,56.0,133950.0,-0.9976868629455566,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VHzx0OYJ1Eo,2021-02-16,274.0,2.0,3615.0,0.9959558248519896,Sakshi,lakshmi parvathi,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
qSdUkVIMg50,2021-09-06,136.0,2.0,10251.0,0.9886904954910278,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rhS81xN5aBU,2023-02-10,32.0,1.0,6448.0,0.9960837364196776,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KykkeiBMaiw,2023-01-24,151.0,117.0,14523.0,-0.998320996761322,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
yk7KDBxd7KU,2020-03-05,652.0,9.0,3717.0,-0.998374342918396,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yOjeduEjeFg,2023-03-22,120.0,0.0,330.0,0.9986054301261902,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TgNcpWrj2mE,2023-03-01,75.0,1.0,798.0,0.990507960319519,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FChm1P0tlqY,2023-01-10,310.0,2.0,3018.0,-0.9796661734580994,TV9,lakshmi parvathi,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
EFPjK8Dn3b4,2023-04-18,321.0,24.0,45912.0,0.9623546600341796,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8WKi_9huTuE,2021-12-07,160.0,17.0,8035.0,-0.997913658618927,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ndGqG4reF8Y,2022-10-06,78.0,27.0,6241.0,-0.9980383515357972,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zx_7FP7fLro,2021-02-20,239.0,0.0,846.0,0.997574269771576,Sakshi,lakshmi parvathi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hbFOREkr7JU,2023-02-28,77.0,1.0,5934.0,0.9976661205291748,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sWLxSQpLmt8,2022-09-10,100.0,4.0,2805.0,0.965592920780182,TV5,lakshmi parvathi,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BS1yCFpwhMs,2023-01-13,360.0,73.0,117408.0,0.9965566396713256,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEv954uCgH0,2022-12-08,259.0,0.0,3309.0,0.9982838034629822,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fxDmgpQnnzc,2022-09-23,235.0,3.0,1481.0,-0.992901623249054,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
rtnPUA0b89c,2022-10-14,270.0,37.0,20710.0,0.9955586194992064,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
