ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,penukonda.png,vizianagaram_.png,gannavaram_vamsi.png,jaggayyapeta.png,kodur.png,venkatagiri.png,urvakonda.png,vishakapatnam_west.png,kakinada.png,narsapuram_l.png,tadikonda.png,palakollu.png,gajapathinagram.png,pulivendula.png,kanigiri.png,kalayan_durg.png,unguturu.png,sattenapalli.png,Venkata_Mahesh.png,paturi_nagabhusnam.png,nandikotkur.png,tadepalligudem.png,sambasivarao.png,tekkali.png,palakonda.png
fH_8vbKXCOM,2022-11-25,224.0,8.0,2445.0,0.9962555170059204,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
JEHGqyqPacw,2022-09-09,148.0,46.0,11844.0,-0.989556610584259,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ki1NqadHsSM,2022-10-15,275.0,0.0,2176.0,0.9955437779426576,TV5,lakshmi parvathi,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
sKHNl206as8,2019-12-21,104.0,0.0,503.0,0.9984605312347412,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xXcmDPvrEhQ,2022-10-21,421.0,19.0,2764.0,-0.9975489974021912,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
u3jRkhIBZLc,2021-02-21,178.0,0.0,463.0,0.9941983222961426,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jd1gI8Bn62Y,2022-11-12,235.0,0.0,1360.0,0.9968979358673096,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
u6xZ3ESU_YU,2022-10-28,305.0,20.0,33244.0,0.9953077435493468,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
LIbSq65Wba4,2023-03-19,346.0,0.0,2454.0,0.9904049634933472,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IQ_anhDzQ70,2023-04-10,111.0,0.0,1351.0,-0.9911692142486572,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZIh8p-f2ctA,2023-03-14,346.0,2.0,3132.0,-0.9957090616226196,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
wa4ccYoPi6k,2022-12-10,219.0,10.0,94998.0,-0.9981805086135864,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ThvDjhCrK8o,2023-04-17,350.0,3.0,2537.0,0.986630380153656,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x0jy1hKFKD8,2023-03-22,355.0,17.0,16487.0,0.9956929087638856,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o9-F7I7i5q8,2022-12-08,362.0,36.0,20652.0,-0.9964115023612976,TV9,lakshmi parvathi,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
dEuN8PPiJTg,2022-10-23,139.0,7.0,4314.0,0.9988555908203124,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
c8vaF4JDiA8,2022-03-12,101.0,56.0,23593.0,0.9986255168914796,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uLHHP22taoU,2022-11-22,260.0,0.0,405.0,-0.9480788111686708,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g-EHy5H125Q,2023-03-14,278.0,6.0,4878.0,-0.9989836812019348,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7QO_ttKc6xg,2021-07-12,303.0,1.0,25226.0,-0.9581515192985536,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PlilqosM37s,2023-04-14,203.0,21.0,13195.0,-0.9987254738807678,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nwd787queb0,2023-01-16,180.0,3.0,39421.0,0.99775367975235,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6u99BR54t24,2022-08-21,323.0,0.0,1783.0,-0.985787034034729,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1GziUY9hsg,2022-12-28,114.0,6.0,1994.0,0.9987871050834656,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZPTR_ZhkOSo,2022-04-19,124.0,65.0,101715.0,0.9891294240951538,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y2Rk2b5NcZ0,2023-02-11,329.0,0.0,374.0,0.9836422204971312,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZHUBaXpoUvY,2023-03-29,85.0,0.0,571.0,0.9979806542396544,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lXw44H_uR4M,2023-03-16,260.0,5.0,3076.0,-0.9984886646270752,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N9u3O8dFiu4,2021-02-20,168.0,0.0,1911.0,0.9949355721473694,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Id39UlUvKUU,2022-11-25,208.0,0.0,58301.0,-0.996977686882019,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dNyMIVBF6Ns,2023-04-02,55.0,10.0,13495.0,-0.998429238796234,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h16C8gqw-W8,2023-03-09,215.0,4.0,718.0,-0.998111128807068,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n_KxFDik0GI,2022-08-29,277.0,27.0,6454.0,-0.9944104552268982,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-mjcTzdQrw8,2022-10-16,212.0,26.0,16284.0,0.9982422590255736,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xFLJJalYyTA,2021-02-17,180.0,0.0,2723.0,0.9986616373062134,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k887VSgJWBQ,2022-12-11,219.0,5.0,92116.0,-0.9959192872047424,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rUa5HhcDH5w,2023-04-05,125.0,1.0,1427.0,0.9977287650108336,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4COOWQcmfk4,2022-09-27,200.0,7.0,3307.0,-0.9381480813026428,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SO2Y6lBUYDA,2022-09-14,70.0,0.0,828.0,-0.99519944190979,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xd15Fs58RYg,2023-02-28,336.0,0.0,807.0,-0.9897831082344056,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JMtyRCZfcLE,2023-01-10,273.0,0.0,1915.0,-0.9932490587234496,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YUD8TbmGLAE,2023-01-18,150.0,2.0,1572.0,0.9954544305801392,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52b1jItdgQo,2022-11-29,228.0,0.0,22269.0,0.993390679359436,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aa_cqoRa73k,2022-12-06,345.0,0.0,2668.0,-0.9969273209571838,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bwPI6Cws5kw,2023-04-18,77.0,0.0,544.0,0.9985365867614746,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g74QCZrMehw,2022-08-03,23681.0,218.0,254984.0,0.9965283274650574,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eZnpLaI0LGM,2022-11-24,300.0,2.0,2414.0,-0.988382875919342,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
szUss9dnpaU,2021-10-25,321.0,1.0,3835.0,0.9965642094612122,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1gF_Q9CVrqI,2022-04-09,248.0,7.0,2742.0,0.986441731452942,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7o3iDwe9Xo,2022-10-28,204.0,1.0,2849.0,-0.9889969825744628,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NG_N1Gk-4Vw,2021-02-17,218.0,0.0,1829.0,0.9968588352203368,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FkcsyqtCBQ0,2022-08-29,231.0,17.0,7866.0,-0.998830497264862,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
mLxQKC0D54U,2023-04-22,190.0,0.0,540.0,0.9964082837104796,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_lPzAk56SM,2021-02-20,213.0,0.0,2274.0,0.998498558998108,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TLX0-q9mKcQ,2022-12-01,231.0,2.0,22348.0,-0.9966452717781068,TV9,lakshmi parvathi,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dbJc98B7dOI,2022-10-25,220.0,0.0,732.0,0.9989018440246582,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DF0Cc-bkyv0,2023-02-12,316.0,34.0,48267.0,0.9969791173934937,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MzEFYrXB3jA,2023-02-23,209.0,51.0,33647.0,0.9851503968238832,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uu_tpDyaKc0,2022-11-30,260.0,3.0,818.0,-0.9966456294059752,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12Y2i5kfIk8,2022-09-01,279.0,4.0,3053.0,-0.9944551587104796,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hYG_mnYM8Mc,2021-02-17,207.0,0.0,2287.0,0.9970335960388184,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oCYCvavdC9A,2023-04-12,223.0,16.0,11428.0,0.996375858783722,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89ATnMv1tOI,2022-08-21,265.0,0.0,756.0,0.9917279481887816,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD0PAXZQtoc,2022-11-06,252.0,7.0,4087.0,0.9932019114494324,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OySWPJEQqbU,2023-02-28,264.0,2.0,964.0,-0.9981927275657654,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
T7NyY7KZ5ck,2021-11-13,204.0,9.0,4128.0,0.9971550703048706,Sakshi,lakshmi parvathi,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
KZX9EuD0_OQ,2022-12-01,340.0,24.0,14912.0,-0.9905717372894288,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kRxqIq7DaX8,2021-12-04,130.0,383.0,206908.0,0.9828664660453796,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UVRkcKn0s0Y,2020-03-14,307.0,0.0,2650.0,0.9856500029563904,Sakshi,lakshmi parvathi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rK2cWrtKUos,2022-10-27,199.0,2.0,807.0,-0.9812691807746888,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QjpyxzjLe_s,2023-03-21,136.0,28.0,5852.0,0.9952978491783142,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
wimvhKRo89c,2022-09-26,325.0,36.0,4901.0,-0.99860280752182,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCYaPdpDEok,2022-11-09,80.0,1.0,2200.0,-0.9895328283309937,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cbacQ77spio,2023-03-13,219.0,11.0,29839.0,-0.9994353652000428,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TDsMzGOO7QA,2022-12-20,204.0,18.0,21626.0,-0.993137001991272,TV9,lakshmi parvathi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AZIc9f6HBhY,2021-02-15,186.0,0.0,1664.0,0.9921661615371704,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kM6CC74QS1Y,2022-12-07,157.0,7.0,5822.0,0.9986120462417604,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gdMS5Mflfgk,2023-02-21,330.0,225.0,267923.0,0.9908844828605652,ABN,lakshmi parvathi,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exyaLF4_YTA,2022-11-25,218.0,8.0,28606.0,-0.9941347241401672,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NQgqGK0QWoc,2023-02-23,21.0,9.0,13390.0,0.9966942071914672,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSlogXb40Fc,2023-02-13,195.0,3.0,4742.0,0.9924591183662416,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
xW-gvnoiPAY,2021-02-15,229.0,2.0,8899.0,0.9969367980957032,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HKNfMFT8jlA,2023-02-20,42895.0,3.0,185932.0,0.9979146122932434,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUe4DhsDOoE,2023-03-24,134.0,10.0,22225.0,0.9943872690200806,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kjs6hWAGCAE,2022-08-30,210.0,1.0,1771.0,-0.9989429116249084,TV5,lakshmi parvathi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i2WMWUBHhXU,2022-09-15,172.0,39.0,24300.0,0.9940332770347596,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qchdj2YqKvY,2021-02-15,191.0,0.0,2025.0,0.9966338276863098,Sakshi,lakshmi parvathi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QQ2OzdHsGkE,2022-12-29,250.0,1.0,1519.0,-0.9979864358901978,ABN,lakshmi parvathi,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
g4mbmywWF4Y,2023-03-22,252.0,4.0,3192.0,0.9973052740097046,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L0uw-8L7AqU,2022-10-14,197.0,2.0,953.0,-0.9993306398391724,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qnSxllO1SQE,2019-12-26,143.0,0.0,452.0,0.9781021475791932,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G4XW1zQVoI4,2023-04-12,62.0,2.0,1455.0,0.9985200762748718,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wez7TDBgPkI,2023-03-13,219.0,1.0,3572.0,-0.996773898601532,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kfcy8hd21hk,2022-12-19,219.0,9.0,144843.0,-0.9909446239471436,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q8wmVw0qSKM,2022-09-21,40.0,20.0,6783.0,-0.998607337474823,TV5,lakshmi parvathi,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KemEpT4Rs1E,2022-12-31,86.0,13.0,7894.0,-0.9935675263404846,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JE8zz-8CMjw,2022-10-13,221.0,1.0,1127.0,-0.998136043548584,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S9npJYigyW0,2022-11-27,68.0,0.0,1156.0,-0.9908213019371032,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kC_v-fIqJLE,2022-11-21,188.0,2.0,12016.0,0.994716227054596,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVb_u6J0Mzc,2021-02-13,209.0,0.0,3128.0,0.9985673427581788,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tjHncN_omUw,2022-07-03,272.0,2.0,2136.0,-0.99374121427536,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2mD0KQ38lCk,2022-08-22,259.0,5.0,3866.0,0.9967477321624756,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1RG6wYqCDbo,2023-04-16,82.0,0.0,2525.0,0.9982958436012268,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kry5MI-a5Tw,2023-01-24,2195.0,39.0,11776.0,0.9934083223342896,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uyW46xwf-mg,2022-12-08,178.0,4.0,3654.0,0.9982505440711976,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wo43EsB1hhY,2023-03-25,219.0,10.0,154499.0,0.992953598499298,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dUM2QL4G4tA,2023-03-08,226.0,0.0,46766.0,-0.9899062514305116,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6dnnHSfKrxw,2023-03-03,267.0,1.0,1770.0,0.9975165128707886,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L6SZcLkCPbQ,2022-11-03,216.0,0.0,1136.0,0.9968630075454712,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xG9Q9g5mmF4,2022-12-09,245.0,4.0,2185.0,-0.9947564601898192,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hfMyioXUEh4,2023-01-05,177.0,5.0,49964.0,-0.985933482646942,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qk3My3eVvaw,2021-12-08,235.0,29.0,5546.0,0.9985699653625488,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Eqsp8MEc9fo,2022-10-12,316.0,42.0,15494.0,0.998273491859436,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rBx2lb03FYo,2023-01-04,191.0,4.0,1352.0,-0.9931893348693848,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
mpE3cvbWKAE,2023-02-23,93.0,1.0,1803.0,0.8131076693534851,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P9N_bqbVLyU,2022-09-13,75.0,0.0,1052.0,-0.9837819337844848,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-uQ-aDBIExU,2023-04-02,258.0,0.0,3014.0,-0.998704433441162,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AYHmMDVTQoI,2021-02-21,189.0,0.0,1079.0,0.9984619617462158,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
XcTbHoqnCP4,2022-09-26,90.0,32.0,9426.0,-0.9925692677497864,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tupcbbFw0zk,2023-03-15,304.0,0.0,480.0,0.99855774641037,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2xkMoGZmG14,2023-04-12,270.0,1.0,473.0,-0.9911967515945436,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nkep4oy7POI,2023-01-31,345.0,51.0,71559.0,-0.9976654052734376,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
cOKLCKxQTYY,2023-01-29,112.0,18.0,23223.0,0.9984806180000304,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kZhX7pN9cSM,2023-04-13,325.0,25.0,48304.0,0.9984079003334044,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
IJsKYcQfSjE,2023-01-01,286.0,0.0,2672.0,0.9982061386108398,Sakshi,lakshmi parvathi,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
K-RVcnmNMn8,2022-09-12,145.0,0.0,450.0,0.9946656227111816,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rZWhOuXjhpU,2023-03-01,124.0,2.0,510.0,-0.9987362027168274,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LkyDLEH1QxE,2023-03-30,271.0,4.0,2970.0,-0.998319447040558,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GtCAi7C0MYw,2022-10-19,95.0,0.0,581.0,-0.9970622658729552,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yHXtV4BgM_c,2023-01-05,226.0,30.0,164406.0,-0.9968475699424744,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
