ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,raptadu.png,banaganapalle.png,penukonda.png,vizianagaram_.png,gannavaram_vamsi.png,jaggayyapeta.png,Srungavarapukota.png,tenali.png,kodur.png,srikakulam_.png,venkatagiri.png,urvakonda.png,Advocate _Sravan Kumar.png,alur.png,vishakapatnam_west.png,kakinada.png,narsapuram_l.png,puthalapattu.png,tadikonda.png,eluru.png,venkat_krishna.png,palakollu.png,cheepurupali.png,penamaluru.png,myudukur.png,Rajam.png,pulivendula.png,kanigiri.png,vinukonda.png,kalayan_durg.png,kaikuluru.png,murthy.png,unguturu.png,sattenapalli.png,Venkata_Mahesh.png,paturi_nagabhusnam.png,bhimavaram.png,pamarru.png,nandikotkur.png,vizianagaram.png,tadepalligudem.png,sambasivarao.png,tekkali.png,kadiri.png,denduluru.png,pawan.png,Narasannapeta.png
TLX0-q9mKcQ,2022-12-01,231.0,2.0,22348.0,-0.9966452717781068,TV9,tdp leaders arrest,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rszaf8DyVZI,2023-02-27,101.0,0.0,787.0,-0.9975153207778932,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_XLg-ZA870,2022-09-23,269.0,4.0,2203.0,-0.9986847043037416,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qYcAobaoQ-4,2022-11-03,328.0,1.0,4714.0,-0.9824935793876648,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
odd1fZB3EyY,2023-01-01,106.0,7.0,3897.0,-0.9966088533401488,TV9,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0zUdMDfpWFA,2022-11-30,242.0,0.0,1592.0,-0.989658772945404,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0ehnKQw8T4s,2023-03-03,155.0,0.0,488.0,-0.999450147151947,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DF0Cc-bkyv0,2023-02-12,316.0,34.0,48267.0,0.9969791173934937,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPHPXIRwAYQ,2022-10-12,9320.0,1.0,8291.0,-0.9940728545188904,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jFzd2gw9HF4,2023-02-21,287.0,164.0,142169.0,-0.9960193037986756,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3ufwdJEOhd0,2022-11-03,104.0,9.0,2322.0,-0.998449206352234,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hCmsd2N6qA8,2023-04-12,280.0,15.0,6194.0,-0.9480007290840148,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SnC9ogjs08M,2022-01-31,199.0,52.0,18977.0,-0.9986138343811036,Sakshi,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5SjQ5BJC_No,2023-04-09,24.0,3.0,2818.0,-0.9990915060043336,TV9,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNf40xGHpz0,2023-04-06,325.0,8.0,3223.0,-0.997795581817627,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H8jxsLlUyp0,2023-04-01,220.0,10.0,7213.0,-0.998777449131012,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61aFwYWbIro,2022-09-20,66.0,182.0,68378.0,-0.9933232665061952,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0HXGA6zfKpo,2023-01-14,100.0,13.0,5139.0,-0.9966282248497008,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dIRxcsZu3jQ,2023-03-06,177.0,1.0,491.0,-0.9963441491127014,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JO4IFj0NHYk,2023-02-18,148.0,0.0,5638.0,-0.9961308240890504,TV9,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3QEgzMj3GF4,2022-10-20,110.0,37.0,5468.0,-0.9982230067253112,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W8i7WVPWqww,2022-10-29,325.0,0.0,766.0,-0.9961161613464355,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QD0AiA_Tg8Y,2023-04-06,201.0,1.0,872.0,-0.9973278045654296,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HgejdxPqKms,2023-04-05,271.0,2.0,1413.0,-0.9659273624420166,TV9,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VDpBjMauDi4,2023-02-19,340.0,2.0,5429.0,-0.9961445331573486,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PoGRyAvk16M,2022-11-03,240.0,1.0,4151.0,0.9875186085700988,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5R1JyWKJYdU,2023-03-07,210.0,1.0,5270.0,-0.9769192337989808,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6KSki24yPzk,2022-11-03,257.0,1.0,1955.0,-0.9988572597503662,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yMoB3b8-BlI,2023-03-17,305.0,3.0,1976.0,-0.9993093013763428,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vUeS8qg61qg,2023-04-06,135.0,0.0,1222.0,-0.9986283779144288,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4jHkYh-Ut4o,2023-01-09,142.0,0.0,582.0,-0.9975070357322692,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YmepSQFq_A4,2023-01-04,52.0,5.0,12169.0,-0.9984055161476136,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ng3xqVfZAOM,2023-02-15,240.0,2.0,1005.0,-0.9985663294792176,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vH3VLHGFpuY,2022-12-30,40.0,0.0,1036.0,0.9957916736602784,TV9,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oePNAp0KJas,2023-02-26,205.0,0.0,598.0,-0.9987403750419616,TV9,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-MgVh8gT4Hg,2023-02-21,70.0,3.0,4238.0,-0.9987379908561708,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NxBW_rnX_9k,2022-10-14,75.0,0.0,720.0,0.9912817478179932,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TWSINU9i1n0,2023-01-02,237.0,7.0,82134.0,-0.997041404247284,TV9,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juptli2vELY,2022-11-22,290.0,0.0,1162.0,-0.997506320476532,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fy5UlRvyD-c,2023-02-05,223.0,26.0,24971.0,-0.9926835894584656,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4b-yLaG1Yek,2023-02-28,249.0,17.0,23534.0,-0.9936459064483644,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SW71ShWbOL4,2022-10-19,171.0,1.0,2134.0,-0.9983463287353516,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1q95brjPuvE,2023-02-11,108.0,0.0,3156.0,-0.9987316727638244,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agnjZbEG5vg,2022-12-01,145.0,0.0,1384.0,-0.9925754070281982,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7vhHYAwDye4,2023-03-04,315.0,4.0,4438.0,-0.9992586970329284,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
_dZcdBY80c0,2023-04-14,215.0,2.0,1411.0,-0.9992982149124146,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jf2rSi03ntA,2023-04-13,279.0,2.0,1183.0,-0.9978493452072144,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cbacQ77spio,2023-03-13,219.0,11.0,29839.0,-0.9994353652000428,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TDsMzGOO7QA,2022-12-20,204.0,18.0,21626.0,-0.993137001991272,TV9,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sVAylD4r5ak,2022-12-18,173.0,12.0,5467.0,-0.9769191145896912,TV9,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qqwGtQKtgZA,2023-03-04,291.0,10.0,6921.0,0.9951371550559998,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LxciFtcBwlY,2023-04-06,285.0,3.0,2042.0,-0.99653959274292,TV9,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XDcQ9h7qh74,2023-03-05,319.0,4.0,2418.0,-0.9977826476097108,TV9,tdp leaders arrest,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1-lEp8mUOO0,2023-03-30,334.0,0.0,453.0,-0.9978204965591432,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
zf--2hFfPSY,2023-03-24,100.0,0.0,1108.0,-0.9933089017868042,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ehZnzknIzg8,2023-03-13,58.0,2.0,8203.0,-0.9943668246269226,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gdMS5Mflfgk,2023-02-21,330.0,225.0,267923.0,0.9908844828605652,ABN,tdp leaders arrest,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZmT1zOy0-Lk,2023-02-23,241.0,5.0,4348.0,-0.998158037662506,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CrwKXph2wk8,2023-03-31,242.0,0.0,1037.0,-0.9920119643211364,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kjs6hWAGCAE,2022-08-30,210.0,1.0,1771.0,-0.9989429116249084,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dCkINwLycmw,2023-02-21,271.0,93.0,166390.0,-0.9983423948287964,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aTQYnXnBvQY,2023-02-14,109.0,3.0,3525.0,-0.999362051486969,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QMkaSz95nog,2022-12-14,280.0,0.0,636.0,-0.9970773458480836,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KYWVB2stGNk,2023-04-06,349.0,4.0,12663.0,-0.9979658126831056,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nTa76BT5muY,2022-10-13,235.0,1.0,1058.0,-0.998804807662964,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMxkHc7kOfA,2022-12-06,326.0,1.0,919.0,-0.9983211159706116,ABN,tdp leaders arrest,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q4cozy6_MEE,2023-04-03,203.0,0.0,1170.0,-0.9979367256164552,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZcDFsDo2P9s,2022-08-27,220.0,17.0,10496.0,-0.9990216493606568,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TnxuyTFnRxY,2023-03-13,222.0,21.0,24802.0,-0.999277412891388,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1t55_NZ1bIA,2023-04-05,166.0,8.0,3088.0,-0.996929943561554,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wbT0oD9EYj4,2022-12-02,110.0,6.0,2235.0,-0.9984011054039,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SI0C2-HfQWw,2023-01-12,256.0,4.0,7214.0,0.7582423090934753,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JD7LfJMTQGE,2022-11-21,187.0,1.0,23840.0,0.9868276119232178,TV9,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tKSh51b6Qgc,2022-11-24,231.0,0.0,4024.0,-0.997340977191925,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V7JBrbF5U2w,2023-01-02,287.0,0.0,2272.0,-0.997806966304779,TV9,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tGpZP5iLE4c,2023-03-08,109.0,1.0,365.0,-0.9979047775268556,TV9,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gX0hBgh7Crs,2023-03-09,290.0,8.0,3414.0,-0.9991459846496582,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6R_fPgX13f0,2023-03-22,305.0,5.0,1722.0,-0.9992390871047974,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
u0rXWV8R5fs,2023-04-19,295.0,2.0,1778.0,-0.9964417815208436,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S9npJYigyW0,2022-11-27,68.0,0.0,1156.0,-0.9908213019371032,TV9,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IB1GBNzq604,2022-11-03,241.0,0.0,1632.0,-0.9919834733009338,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WAZsv-zFJw4,2022-11-28,200.0,1.0,1335.0,-0.9980858564376832,TV9,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
llbfVuEIiWE,2023-04-18,355.0,46.0,22098.0,-0.9988180994987488,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kC_v-fIqJLE,2022-11-21,188.0,2.0,12016.0,0.994716227054596,TV9,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KzNPUq-_IpM,2023-04-08,282.0,2.0,1241.0,-0.9979109168052672,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DgfYkokvano,2023-03-02,111.0,1.0,629.0,-0.993069052696228,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5KaUG1NHZX0,2022-08-27,75.0,2.0,2323.0,-0.9975613355636596,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iL0bwqX-moo,2023-03-30,200.0,4.0,5308.0,-0.9829666614532472,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GtTW6SD1itQ,2022-11-29,163.0,0.0,1445.0,-0.9893110990524292,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
fJsCLAsKdWI,2023-04-20,133.0,0.0,474.0,-0.9990296363830566,TV9,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
