ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,vizianagaram_.png,gannavaram_vamsi.png,jaggayyapeta.png,venkatagiri.png,kakinada.png,eluru.png,pulivendula.png,kalayan_durg.png,Venkata_Mahesh.png,tekkali.png,denduluru.png,tirupati_l2.png
HDH5lJiJYeU,2022-09-29,120.0,0.0,1360.0,-0.9954662322998048,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
PkWAA9FQtFw,2023-04-15,67.0,0.0,504.0,0.9973326921463012,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
9D4tsc5Fbks,2023-01-02,377.0,1.0,2759.0,-0.9978761672973632,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
E61PNpHEqlo,2023-02-28,164.0,0.0,1124.0,-0.9887967109680176,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
U8ldfBc8jDM,2022-11-27,261.0,1.0,1735.0,-0.9992228746414183,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
CoaZMfiQD-0,2023-02-05,151.0,3.0,2577.0,-0.9981836676597596,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
7-I2ne0kCkk,2023-04-09,304.0,4.0,1297.0,-0.9993231296539308,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
wp85up1uwRM,2023-03-03,302.0,34.0,17538.0,0.9987454414367676,Sakshi,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
lpjX_PmOhAo,2022-12-20,322.0,5.0,2102.0,-0.9950478076934814,Sakshi,chintamaneni prabhakar,1,1,0,0,0,0,1,0,1,0,1,0
2DYxqrGjVlQ,2023-03-02,143.0,2.0,740.0,-0.9994460940361024,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
lAE19K8Cqfg,2023-02-23,55.0,3.0,609.0,-0.999402403831482,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
OAExYG1ndAQ,2023-03-15,82.0,0.0,1012.0,0.998782217502594,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
5eIswqLtDMg,2023-03-30,69.0,0.0,895.0,0.9984367489814758,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
oE-_v1JqFxo,2023-03-07,100.0,0.0,403.0,0.9988563060760498,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
i0aCGgo61Jk,2023-01-05,273.0,1.0,3364.0,-0.975214421749115,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
s711vnsJRc4,2022-11-02,121.0,1.0,1122.0,0.9945279955863952,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
xB-d_dpDGoY,2023-03-17,330.0,39.0,66342.0,-0.995071828365326,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
wNrAzzH-Hhs,2023-04-04,116.0,0.0,534.0,-0.9955233335494996,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
7RyHLb9CAZo,2022-10-01,172.0,19.0,8133.0,-0.9971720576286316,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
ExzTNjSqSBQ,2022-04-26,212.0,121.0,56694.0,-0.9988844990730286,Sakshi,chintamaneni prabhakar,1,0,1,0,0,0,0,0,0,0,0,0
9sokOJ_AlvU,2022-12-08,386.0,3.0,7850.0,-0.9943238496780396,TV9,chintamaneni prabhakar,0,1,0,1,0,1,0,0,0,0,0,0
aCY_vcIKrjQ,2023-01-17,209.0,4.0,22455.0,-0.9858289957046508,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
nsbi931axQA,2021-02-16,267.0,0.0,418.0,0.9967024922370912,Sakshi,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
IvkAXsjuIQo,2022-12-22,320.0,1.0,1966.0,0.9959916472434998,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
F9g6XagC-ZE,2023-01-02,245.0,8.0,18452.0,-0.989060878753662,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
5855vPePJ74,2022-11-26,272.0,0.0,899.0,-0.999458372592926,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,1,0
GdNkuQoc3i4,2022-10-10,296.0,2.0,1513.0,-0.9984328150749208,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
_YJj0cnltMw,2021-02-15,326.0,0.0,3108.0,0.994706928730011,Sakshi,chintamaneni prabhakar,0,0,0,0,0,0,0,0,1,0,0,0
kbPSa0G3jmk,2021-08-31,190.0,12.0,3245.0,-0.998694121837616,Sakshi,chintamaneni prabhakar,1,0,0,1,1,1,0,0,0,1,1,1
QKWxdxqWhBs,2023-04-06,170.0,2.0,2925.0,0.9985606074333192,TV5,chintamaneni prabhakar,0,1,0,1,0,0,0,0,0,0,0,0
cvbwm-oKdEA,2023-04-16,179.0,6.0,103767.0,0.99055016040802,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
qr_gLnpfO_E,2023-03-01,274.0,1.0,2301.0,-0.6861288547515869,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
2KfUVi9ZMKE,2023-01-30,253.0,1.0,3752.0,-0.9982224106788636,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
MknAo4wvUPc,2023-03-25,228.0,7.0,795.0,-0.9772884249687196,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
7qdxkuReIHI,2022-06-09,418.0,57.0,54541.0,0.9910715222358704,Sakshi,chintamaneni prabhakar,1,0,0,0,0,1,0,0,0,0,1,1
9E7JpMLdWtk,2022-12-01,41.0,1.0,850.0,0.9973995685577391,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
jeezkzg-B3g,2022-12-30,73.0,0.0,3876.0,0.9808334112167358,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
7g7TGiuYgZQ,2023-01-05,387.0,0.0,2042.0,-0.9988512992858888,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
xemojdRQ0eg,2023-03-07,294.0,2.0,769.0,0.997011661529541,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
a-HFprdHPI8,2022-10-02,227.0,3.0,857.0,0.9988080263137816,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
uNP-2InpahU,2022-12-10,174.0,0.0,2867.0,-0.9954234957695008,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
Ezq3Wh_Erpc,2023-01-10,187.0,1.0,1666.0,-0.9779850244522096,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
_xF6tBHrv4E,2022-09-07,80.0,46.0,55057.0,-0.997144877910614,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
JwniNXphdpQ,2022-10-07,132.0,0.0,1735.0,0.9959393739700316,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
z3PIuyreR0o,2021-02-21,184.0,9.0,12031.0,0.9984667897224426,Sakshi,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
EaFL1jTEv0U,2022-12-31,239.0,2.0,36144.0,-0.9927859902381896,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
rpzzKIzxOD0,2022-09-24,182.0,7.0,6516.0,-0.9939741492271424,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
11blCRivDC8,2021-02-18,242.0,1.0,1929.0,0.9933423399925232,Sakshi,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
03TJbVnUvog,2023-04-21,332.0,89.0,46890.0,-0.99379163980484,TV9,chintamaneni prabhakar,1,1,1,0,0,0,1,0,1,0,0,0
XO5ekLIGTWM,2022-09-24,262.0,49.0,39032.0,0.9957332015037536,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
KwwIylMG7cE,2023-01-10,109.0,0.0,518.0,-0.9877209067344666,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
N53cPmtS4OE,2023-02-23,300.0,5.0,2695.0,-0.9979671835899352,TV5,chintamaneni prabhakar,1,0,1,0,0,0,0,0,1,0,0,0
koW2MX8k3wk,2023-03-13,54.0,1.0,381.0,0.9944214224815368,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
NpOd2kBd3xk,2022-11-26,99.0,0.0,743.0,0.9954875111579896,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,1,0,0,0,0
vXIi-Q3ZfXY,2023-01-13,315.0,0.0,890.0,-0.9694501161575316,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
gkV0Mue0TCM,2021-02-17,188.0,4.0,7398.0,0.9907476902008056,Sakshi,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
T8Ja42le_aw,2022-10-13,355.0,0.0,476.0,0.9772788882255554,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
JZaE08BU498,2022-11-30,670.0,194.0,231284.0,0.9979994893074036,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
N6lS76xbj3U,2023-01-05,121.0,4.0,14142.0,0.988353431224823,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
0PQs_A-jEUc,2022-08-30,146.0,2.0,1808.0,-0.9986396431922911,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
w31rzj3d2Lw,2021-12-26,291.0,6.0,2964.0,0.9978517293930054,Sakshi,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
IP4NtMZGIRw,2023-04-20,262.0,14.0,12454.0,-0.9986446499824524,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
1cRik-HtCGo,2023-01-12,301.0,0.0,982.0,0.9974735379219056,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
yzWXzOZ89eo,2021-02-21,230.0,0.0,3149.0,0.998266577720642,Sakshi,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
zasvLgTprZQ,2022-10-23,314.0,1.0,1183.0,0.9982607960700988,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
YpXsMYRBqi0,2022-11-18,228.0,3.0,33617.0,-0.9658622145652772,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
9rWP4I3swxI,2023-03-31,297.0,538.0,141520.0,0.9982798099517822,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
S1GSFR-UctQ,2022-09-05,95.0,0.0,1029.0,0.9671708345413208,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
7m6TvT4p43k,2023-03-08,314.0,0.0,375.0,0.99674654006958,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
eITy9sMmOp8,2023-01-02,75.0,3.0,2631.0,-0.9993488192558287,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
iqzQINHr0yE,2023-04-01,53.0,0.0,342.0,0.9981170892715454,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,1,0,0,0,0
lNGXPSGXVDg,2022-12-22,229.0,1.0,69964.0,-0.9928659200668336,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
q9ZmJaD5vVA,2022-10-17,67.0,0.0,360.0,-0.9977025389671326,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
kW60ea1GePA,2023-01-05,316.0,19.0,4831.0,0.9801733493804932,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
i7_RXBl1dpI,2023-04-21,122.0,41.0,28038.0,0.997261643409729,Sakshi,chintamaneni prabhakar,0,1,1,0,0,0,1,0,0,0,0,0
PVCWC1K16hM,2023-01-04,335.0,5.0,928.0,0.9940696954727172,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,1,0,0,0
EY1kcehnaQU,2022-09-23,239.0,134.0,186580.0,0.9981001019477844,Sakshi,chintamaneni prabhakar,0,0,0,0,0,0,1,0,0,0,0,0
JdszZ3y6WUM,2022-12-07,70.0,2.0,4665.0,-0.9949488639831544,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
0VZEFPGUdq0,2021-12-10,261.0,2.0,1692.0,0.8783113956451416,Sakshi,chintamaneni prabhakar,0,0,0,0,0,0,0,1,0,0,0,0
bQCrM69hjvM,2023-03-24,272.0,1.0,768.0,-0.987585186958313,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
4TvsV4yTeeM,2022-11-29,82.0,1.0,541.0,0.9980791807174684,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
AswcjfI4BQQ,2023-01-28,275.0,3.0,6139.0,0.9961950778961182,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
XLZvncvtQRY,2022-11-08,279.0,0.0,400.0,-0.9986246824264526,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,1,0,0,0,0
vbhBi37F1K8,2022-12-05,208.0,8.0,9539.0,-0.9971676468849182,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
pQj6nsLxxgA,2023-03-21,324.0,79.0,74176.0,-0.9994163513183594,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
7Vvo9s4X_RQ,2022-12-17,154.0,3.0,1195.0,0.9975774884223938,Sakshi,chintamaneni prabhakar,0,0,0,0,0,0,0,1,0,1,0,1
0eewhif45kU,2023-03-05,156.0,0.0,773.0,-0.9977350234985352,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
42o5U2kdwYM,2023-03-09,253.0,72.0,9203.0,-0.9965218305587769,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
MHY-R3qP1yw,2023-04-20,97.0,1.0,1240.0,0.9986076951026917,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
wfjN_OHBfII,2023-02-20,93.0,0.0,4994.0,0.9939111471176147,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
tkFAQLk_8Xo,2022-12-14,224.0,0.0,188.0,0.9970358610153198,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
QcSO4guXbto,2023-01-02,205.0,2.0,3577.0,-0.9988572597503662,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
2h1kd5Vx7k4,2022-12-03,188.0,0.0,529.0,-0.981850564479828,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
dHGj2MavTsw,2023-03-02,175.0,3.0,567.0,0.99305659532547,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
TOPPBzFmtmI,2023-03-14,66.0,0.0,486.0,0.9983600974082948,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
wxNxhjTSVZ4,2023-02-26,316.0,1.0,7329.0,-0.9936707019805908,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
7bpIsF-1E0g,2023-02-28,328.0,0.0,224.0,-0.8711227178573608,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
YMkN8fkv7fU,2023-04-07,63.0,1.0,424.0,0.998778760433197,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
Dh4DLjVgrvk,2022-11-05,303.0,0.0,1215.0,0.9975011944770812,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
tM360Sb0Fb4,2022-10-29,175.0,3.0,569.0,-0.9979052543640136,ABN,chintamaneni prabhakar,1,0,0,0,0,0,0,0,0,0,0,0
SHGAB0Jis4Q,2021-02-21,272.0,1.0,15505.0,0.9874677658081056,Sakshi,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
p1Y_-6GcOfs,2022-11-27,212.0,4.0,1762.0,-0.9862337112426758,TV9,chintamaneni prabhakar,0,0,0,1,0,0,0,0,0,0,0,0
5jpf_48xQLo,2022-12-15,45.0,3.0,6944.0,0.9987176656723022,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
WAYuQKpc1wc,2022-09-25,172.0,40.0,46974.0,-0.9975401163101196,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
tQ9Ej5IxRqw,2023-02-27,285.0,0.0,384.0,0.9961066842079164,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
SFAeY4VMSTQ,2022-12-08,380.0,24.0,17962.0,0.9839625954627992,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
hc1AwTzO6bw,2021-06-30,327.0,15.0,3117.0,0.9969496130943298,Sakshi,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
UmWt4IuSQA4,2023-02-07,330.0,15.0,1051.0,-0.9858890175819396,ABN,chintamaneni prabhakar,0,0,0,1,1,1,0,0,0,1,0,0
M__jpUpCN9M,2022-08-31,403.0,0.0,2129.0,0.9959820508956908,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
sCViY9A8V3s,2022-10-07,80.0,2.0,2321.0,-0.9943122863769532,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
9BH-vpte5nE,2022-11-02,280.0,0.0,905.0,-0.9955745935440063,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
HM85XkwTt1w,2022-12-02,398.0,2.0,2505.0,-0.9984951019287108,TV5,chintamaneni prabhakar,0,0,0,0,0,0,1,0,0,0,0,0
WgeZtZBUZeU,2022-11-24,213.0,1.0,1240.0,-0.99464213848114,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
wNtK-to3dC4,2023-03-22,226.0,1.0,365.0,0.9985687732696532,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
nC1u17JKqec,2022-11-21,378.0,0.0,2222.0,-0.9892048835754396,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
dUspmUO4FeY,2022-10-28,80.0,0.0,783.0,0.9978669285774232,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
1Ykhy17QfDo,2021-02-15,267.0,2.0,2518.0,0.9796199202537536,Sakshi,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
8Xfyls10rzA,2022-12-17,226.0,0.0,706.0,-0.9692798256874084,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
ks9CyGp1l9M,2023-04-17,197.0,0.0,1781.0,0.9913495779037476,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
HnVuYnySXe0,2022-09-02,425.0,26.0,30980.0,-0.9921826720237732,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
Lz9W8_DRCww,2023-04-12,70.0,1.0,479.0,0.9983554482460022,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
