ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,vizianagaram_.png,gannavaram_vamsi.png,jaggayyapeta.png,venkatagiri.png,kakinada.png,eluru.png,pulivendula.png,kalayan_durg.png,Venkata_Mahesh.png,tekkali.png,denduluru.png,tirupati_l2.png
Aeqnw_VsJu0,2023-04-15,130.0,45.0,27631.0,-0.9967483282089232,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
OhnY3L8mjp4,2022-12-09,245.0,0.0,1398.0,-0.9984245300292968,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
RRxqyPx-lBs,2022-10-24,11970.0,8.0,31958.0,0.9972570538520812,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
i8aSeiIckzg,2023-02-19,378.0,0.0,2680.0,-0.9948975443840028,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,1,0,0,0
-Y22sSbcjKs,2023-02-07,167.0,93.0,25594.0,0.9977349042892456,Sakshi,chintamaneni prabhakar,0,0,0,1,1,1,0,0,0,0,0,0
H43LZBe0iIc,2022-12-23,209.0,12.0,127954.0,0.9782228469848632,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
7UebryuSB6o,2022-12-31,278.0,0.0,3129.0,0.9981698989868164,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
h1cgF54SNJo,2021-02-21,303.0,4.0,25177.0,0.9986677169799804,Sakshi,chintamaneni prabhakar,0,0,0,0,1,0,0,0,0,0,0,1
MB_MTvMX1BI,2022-11-19,198.0,28.0,66952.0,-0.9966371059417723,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
mWZlzE6_vyk,2023-02-18,268.0,0.0,591.0,0.996601700782776,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
qg6rJbyUOM0,2022-11-19,178.0,0.0,553.0,-0.9881261587142944,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,1,0,0,0,0
h3j0s86E7ro,2022-12-19,207.0,0.0,2956.0,-0.9977090358734132,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
6UmRXcJWfHA,2023-03-05,238.0,0.0,602.0,-0.9940713047981262,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
81HLiNosSQM,2023-03-14,185.0,1.0,3197.0,-0.9981330037117004,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
c9YRKFx5N2g,2022-12-11,188.0,16.0,160629.0,-0.9982125759124756,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
4ApDM1uxxks,2021-02-21,148.0,1.0,2736.0,0.9980862140655518,Sakshi,chintamaneni prabhakar,1,0,0,0,0,1,0,0,0,0,0,0
aLHGBfdBREQ,2023-01-02,235.0,5.0,2913.0,-0.9975076913833618,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
JYKeQ2--K5c,2023-04-06,132.0,11.0,9985.0,-0.9970138072967528,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
rUDcsmZTlKI,2022-12-28,582.0,0.0,1049.0,0.993419349193573,Sakshi,chintamaneni prabhakar,1,1,0,0,0,0,1,0,1,0,1,1
Uzmnr7Qdc2I,2022-09-26,75.0,6.0,7413.0,0.981104016304016,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
O_NiBkx175U,2022-09-28,146.0,3.0,581.0,-0.9979678988456726,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
WbSEQsygFfc,2022-12-03,258.0,0.0,1251.0,0.9977123737335204,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
3_09BPW99Aw,2021-02-18,240.0,9.0,18811.0,-0.997835338115692,Sakshi,chintamaneni prabhakar,1,0,0,0,0,0,0,0,0,0,1,0
xzmDcR2yvmA,2023-04-04,100.0,0.0,1012.0,0.9849840998649596,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
pux2Wv_kH_4,2022-12-06,230.0,1.0,1331.0,0.9970802664756776,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
UGpsw5JeR-A,2022-10-22,122.0,0.0,1426.0,-0.998897910118103,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
_OwcAFmK_wI,2022-12-02,218.0,2.0,19461.0,-0.9816837310791016,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
LHU_XnbgFCk,2023-02-09,153.0,6.0,1800.0,-0.997077703475952,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
gaf_rPYhre0,2022-03-16,252.0,22.0,16909.0,-0.9950336217880248,Sakshi,chintamaneni prabhakar,0,0,0,0,0,0,0,1,0,0,0,0
Db74Osl0PWE,2022-08-10,19500.0,3.0,39033.0,0.9948596954345704,Sakshi,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
7eMTGANX3sY,2023-03-18,224.0,14.0,254220.0,-0.9947413206100464,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
nxdLE9ME1lg,2023-04-09,61.0,1.0,623.0,0.998243808746338,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
XuMKclSYiTs,2022-10-16,90.0,0.0,3146.0,0.9861730933189392,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
Dtr7we8IJBE,2022-12-16,179.0,3.0,56727.0,-0.9936175346374512,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
DpJ5LYmSr0Y,2023-01-17,114.0,0.0,858.0,-0.9970224499702454,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
q3QLjUi4nl4,2023-03-19,99.0,0.0,827.0,-0.9949177503585817,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,1,0,0,0,0
2fZHAzcd264,2022-10-19,154.0,0.0,448.0,0.9712057709693908,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
dS8W_bZIPYg,2022-11-29,291.0,140.0,113218.0,0.9801738262176514,Sakshi,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
0DL1hPQok1g,2023-03-14,213.0,0.0,399.0,-0.9928529858589172,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
l4C4fxPqY1Q,2020-03-07,201.0,3.0,4850.0,0.9983116388320924,Sakshi,chintamaneni prabhakar,1,0,0,0,0,0,0,0,0,1,1,0
r1vG0ta9Pzk,2022-10-17,51.0,0.0,4737.0,0.9987277388572692,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
Npx8ZCNHaQQ,2022-09-24,59.0,18.0,6891.0,0.9943947792053224,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
N1M0l_oP6vo,2023-02-09,91.0,0.0,1013.0,0.9962051510810852,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
xgORn7-JPm4,2023-03-22,168.0,10.0,11470.0,-0.9975681900978088,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
kp3T2hTM37M,2023-03-20,179.0,1.0,2623.0,-0.9960983991622924,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
uk4F2GUtz_E,2022-12-04,90.0,0.0,562.0,0.997399926185608,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
J4vwtdeLChc,2023-01-02,263.0,10.0,1736.0,-0.998291552066803,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
OPOY3PTWsZs,2022-09-05,222.0,0.0,1612.0,-0.9983859062194824,TV5,chintamaneni prabhakar,0,0,0,1,0,0,0,0,0,0,0,0
h6VMEIk2S8c,2023-02-10,403.0,9.0,8283.0,-0.997932195663452,TV5,chintamaneni prabhakar,0,0,0,0,1,0,0,0,0,1,0,0
8ptwlVYjEgY,2022-10-03,301.0,0.0,863.0,0.9988632202148438,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
TR4a8mDhEf4,2023-03-23,305.0,130.0,87117.0,0.9986224174499512,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
mjKoeiNPMmY,2021-02-17,228.0,1.0,4760.0,0.991859257221222,Sakshi,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
B14F4Qv4Rmc,2021-02-16,293.0,0.0,943.0,-0.9896355271339417,Sakshi,chintamaneni prabhakar,0,0,0,0,1,0,0,0,0,1,0,1
u8xiaf17MUI,2023-03-17,227.0,0.0,1962.0,-0.9982195496559144,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
0tRVJsIfpXw,2023-01-16,190.0,2.0,68914.0,0.9967324733734132,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
MC6Cn6ulrPM,2022-11-10,413.0,3.0,5353.0,0.9984056353569032,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
thHGfsC4y1k,2022-12-13,225.0,2.0,1650.0,-0.99818354845047,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
rIMr9hxtIY8,2023-01-21,154.0,0.0,893.0,-0.9982473850250244,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
kMKEIk2s9V8,2022-08-21,130.0,3.0,3040.0,0.9980095028877258,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
-TL-DTteKd4,2023-03-03,341.0,3.0,6452.0,0.9987943172454834,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
yg2TeVPpuYI,2023-03-01,283.0,2.0,10672.0,-0.999358594417572,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
SyQ-gugX9OI,2022-11-25,228.0,1.0,34652.0,-0.9941493272781372,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
I5__sFcrmLU,2023-03-28,199.0,0.0,314.0,-0.9957857728004456,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
4pvJEmUaHr4,2022-10-23,245.0,0.0,734.0,0.9988057613372804,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
RdQlCXOFH2E,2022-12-14,277.0,1.0,2113.0,0.9987887740135192,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
t8dT66h581w,2022-09-24,198.0,38.0,34164.0,-0.9986925721168518,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,1,0,0,0,0
3P9IRsdq5ok,2022-11-30,146.0,1.0,2115.0,-0.9982547163963318,Sakshi,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
uHi5FOXFM48,2023-01-09,424.0,2.0,1826.0,-0.9974403381347656,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
b0rM597I7Ww,2021-02-21,290.0,0.0,947.0,0.9974026083946228,Sakshi,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
j05G9Aw5O2E,2023-01-02,264.0,9.0,2136.0,-0.9917582869529724,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
0hQ_dL4jtv4,2022-12-15,361.0,1.0,7701.0,0.9930630326271056,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
2Z7T9Xq-Bks,2023-03-13,40.0,253.0,283425.0,0.9988480806350708,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
ly-CnDcNqj8,2023-01-11,232.0,1.0,1737.0,-0.9896592497825624,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
VHzx0OYJ1Eo,2021-02-16,274.0,2.0,3615.0,0.9959558248519896,Sakshi,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,1,0,1
M95OAMqk4qU,2023-02-17,99.0,0.0,882.0,-0.9981332421302797,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
rhS81xN5aBU,2023-02-10,32.0,1.0,6448.0,0.9960837364196776,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
e4Hdww5q1A4,2023-02-06,205.0,0.0,676.0,-0.9973843693733216,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
EFPjK8Dn3b4,2023-04-18,321.0,24.0,45912.0,0.9623546600341796,TV9,chintamaneni prabhakar,0,0,0,0,0,1,0,0,0,0,0,0
cbz3jfZecNQ,2021-02-15,134.0,0.0,847.0,0.9981093406677246,Sakshi,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
Hjv_deoWzWo,2023-01-18,327.0,12.0,5819.0,0.9977787137031556,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
Kzr61hnwBe4,2023-04-21,110.0,26.0,12576.0,-0.9975863695144652,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
ndGqG4reF8Y,2022-10-06,78.0,27.0,6241.0,-0.9980383515357972,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
D1hL6z6HaOs,2023-01-02,34760.0,3.0,35250.0,0.9978460073471068,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
WU5u6inqOTY,2022-11-02,431.0,0.0,1681.0,-0.9982264637947084,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
sIA32UaxlUc,2022-10-14,199.0,2.0,2064.0,-0.996513307094574,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
fRjXOLt2lTI,2021-08-18,268.0,3.0,4548.0,0.9965135455131532,Sakshi,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
NqvZtuU9HHk,2023-03-10,155.0,0.0,951.0,0.9963789582252502,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
u_AynWG43NQ,2022-12-17,228.0,4.0,69530.0,-0.9956639409065248,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
rdTuV3_18lI,2023-03-22,169.0,24.0,20885.0,-0.9988129138946532,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,1,0,0,0,0
e5l61zG0e5M,2023-03-10,244.0,1.0,1326.0,0.9804739952087402,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,1,0,0,0,0
q4VKzrCla7Q,2022-10-25,166.0,0.0,4019.0,-0.9952034950256348,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
Fk5zWu4Kq9Q,2023-01-07,103.0,0.0,682.0,-0.998180627822876,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
j4NS2EpPXy0,2023-02-13,218.0,0.0,2201.0,-0.9891118407249452,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
oLNkJBZKMsY,2023-03-22,279.0,21.0,3001.0,-0.9925423860549928,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,1,0,0,0,0
ttOm9Kmz_D0,2023-01-21,100.0,1.0,1319.0,0.9811764359474182,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
nmhl10MhMsc,2022-11-08,235.0,1.0,605.0,0.9901701807975768,ABN,chintamaneni prabhakar,0,0,0,1,0,0,0,0,0,0,0,0
Rj6_78gIRsY,2022-10-07,329.0,8.0,3053.0,-0.9979896545410156,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
l1fwA9fIXhQ,2023-01-02,2306.0,41.0,22779.0,0.9967446327209472,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
qqJTtjFEcHw,2023-01-02,125.0,1.0,1947.0,-0.9934011101722716,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
C1LP3WMM-nI,2022-03-07,278.0,3.0,2634.0,0.991979718208313,Sakshi,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
89y3pWLVltM,2021-02-14,62.0,17.0,10950.0,0.9983420372009276,Sakshi,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
zIPxw946gg0,2022-08-25,394.0,36.0,44190.0,-0.993504524230957,TV5,chintamaneni prabhakar,0,0,0,1,0,0,0,0,0,0,0,0
qLWq66ob50s,2022-12-02,194.0,0.0,696.0,-0.9961125254631042,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
bhoXvK57Lt0,2023-02-11,354.0,0.0,1966.0,0.9969103932380676,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
w3JiAZgqKU4,2023-03-13,131.0,0.0,3115.0,0.9983201622962952,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
vAYBTB5NBb0,2023-01-26,169.0,0.0,1396.0,0.9969807267189026,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
gaGtzE34u24,2023-03-18,269.0,4.0,3412.0,0.9984285235404968,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
hQwCBocQ1Xg,2021-02-18,132.0,0.0,1783.0,0.997515082359314,Sakshi,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
RxhGkKXEhN8,2023-01-02,90.0,1.0,525.0,-0.9983865022659302,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
4_6PHA27u5I,2022-11-30,494.0,15.0,6271.0,0.9910518527030944,Sakshi,chintamaneni prabhakar,1,0,0,0,0,0,0,0,0,0,1,0
nSheSeFBdWA,2022-12-01,256.0,0.0,2105.0,-0.9920097589492798,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,1,0,0,0,0
oIuE2VpIyM4,2023-01-02,352.0,3.0,2895.0,-0.9934061765670776,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
62isnwCtDPw,2022-10-13,48.0,0.0,306.0,-0.9982764720916748,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
pS2WTIcYAxE,2023-01-13,283.0,0.0,4090.0,0.9972184896469116,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
NXvMZ62Dir0,2023-01-02,232.0,3.0,2297.0,-0.9963096976280212,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
tHIOxdXCIBs,2023-01-02,85.0,1.0,793.0,-0.9967164397239684,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
GU2DhxCVNiQ,2023-02-25,90.0,0.0,1058.0,-0.9968342185020448,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
3CCO9I41cFQ,2022-09-13,237.0,2.0,1660.0,-0.9986322522163392,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
OPQVkH0LQEI,2022-09-06,80.0,0.0,6582.0,0.9960975050926208,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
QEkGRV_EScE,2022-11-21,254.0,0.0,2432.0,0.9861149787902832,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
V9onPiFs3zY,2023-03-24,342.0,11.0,13893.0,-0.993891716003418,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
CJ77aU3a-Qw,2023-01-01,234.0,0.0,778.0,0.9980886578559875,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
HRNbSXRFCik,2023-03-12,328.0,7.0,2941.0,0.9692771434783936,Sakshi,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
-0Io1SziG0Q,2023-01-03,312.0,1.0,883.0,-0.9970296621322632,TV5,chintamaneni prabhakar,1,0,1,1,0,0,0,0,1,0,0,0
h52_fXefols,2023-01-15,326.0,3.0,24974.0,-0.997904658317566,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
1ZixFGtEV4A,2022-12-03,87.0,2.0,1191.0,-0.9977070093154908,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
QzdnY8MT6go,2023-03-14,81.0,2.0,2434.0,-0.9937952756881714,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
bq_XV11a9WQ,2022-10-25,221.0,0.0,592.0,-0.9992988109588624,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
JZcY6cHV1Us,2022-11-22,288.0,5.0,2846.0,0.9914212822914124,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
Q-2UOlSTrzs,2023-01-02,84.0,14.0,9417.0,-0.9975773692131042,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
7VsVVD4hVC4,2019-12-24,224.0,0.0,2201.0,0.9987961053848268,Sakshi,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
iTa-80X2-q8,2023-03-01,216.0,27.0,44349.0,-0.997787594795227,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
vQOGUXuqV8s,2023-04-06,65.0,0.0,624.0,0.9984788298606871,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
OXyUiq1gdV0,2021-12-16,334.0,1.0,2064.0,0.9970034956932068,Sakshi,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
1ZF_M9PSQjo,2023-01-16,226.0,1.0,3685.0,0.997994065284729,TV9,chintamaneni prabhakar,0,0,1,0,0,0,0,0,0,0,0,0
yGwpkv2N8YY,2023-03-13,301.0,17.0,8293.0,-0.9978806972503662,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
GdCUu4E26Uw,2023-01-25,85.0,2.0,1395.0,0.9905969500541688,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
dDt_vLJde0I,2023-03-24,230.0,10.0,14148.0,-0.9927929639816284,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
OA4232GYGnc,2022-12-14,415.0,3.0,1803.0,-0.9551138281822203,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,1,0,0
53V7R-kr05U,2023-01-02,60.0,5.0,6321.0,-0.9987450838088988,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
gb255DCft0s,2023-04-21,99.0,11.0,5871.0,-0.997729480266571,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
wbGCw5WvGKg,2023-04-04,223.0,2.0,1202.0,-0.9976231455802916,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
2B9iOT1Hefc,2023-03-13,40.0,0.0,3236.0,0.9988161325454712,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
gjeLP91z2KE,2022-08-24,335.0,2.0,11678.0,-0.99472576379776,TV5,chintamaneni prabhakar,0,0,0,0,0,1,0,0,0,0,0,0
dDCMqNMZ_xg,2023-04-05,174.0,8.0,3771.0,0.9976874589920044,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
gDBn9R9kobk,2023-01-10,225.0,3.0,2056.0,0.9987049102783204,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
eeHdoWo1xGc,2023-03-03,308.0,3.0,1517.0,0.9132390022277832,TV5,chintamaneni prabhakar,0,0,0,0,1,0,0,0,0,0,0,0
SxloH_Px_Mo,2021-02-18,160.0,2.0,2918.0,0.9882798194885254,Sakshi,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
toxr0BbS9Ms,2023-03-01,291.0,15.0,3146.0,-0.9985313415527344,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
svcI_rBWVMA,2022-06-09,712.0,77.0,61197.0,-0.9978690147399902,Sakshi,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
e36e7igrSDE,2022-11-01,188.0,0.0,2227.0,-0.9867141842842102,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
dtDr0MJzVlw,2022-10-05,208.0,94.0,51844.0,0.9914173483848572,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
fbtANNzzAew,2021-02-25,250.0,2.0,3890.0,0.9977091550827026,Sakshi,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
sR8w_3Wur-E,2022-05-14,1170.0,10.0,5299.0,0.9867586493492126,Sakshi,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
mbrsYTJ61Vg,2023-01-30,83.0,0.0,1246.0,0.9968087077140808,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
VAo-12Cd40w,2022-12-28,492.0,2.0,756.0,0.998704195022583,Sakshi,chintamaneni prabhakar,1,1,0,0,0,0,1,0,1,0,1,1
qAWXP1RsRJs,2023-03-19,117.0,0.0,841.0,-0.9949125051498412,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
zAdgAB7fkqs,2023-03-19,73.0,0.0,16661.0,0.9805072546005248,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
qqzeyJF7q8o,2023-03-18,146.0,0.0,545.0,0.998808741569519,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
PEazJ0zIHpY,2022-12-26,116.0,0.0,1483.0,-0.9953281879425048,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
-Thm6FImZEA,2023-04-11,95.0,1.0,1676.0,-0.988564431667328,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
WGJR6kqs6R0,2023-03-09,297.0,7.0,1749.0,-0.9984232187271118,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
0wqf7A3X7Rw,2023-01-02,175.0,4.0,4999.0,-0.9730441570281982,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
GDADEju6UFs,2022-11-07,55.0,0.0,332.0,-0.9924916625022888,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
KoACr1OjYew,2023-01-02,205.0,2.0,1781.0,0.9846771955490112,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
QvJ02okZw-c,2022-11-25,201.0,5.0,1497.0,-0.998263657093048,ABN,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
_I4H7SsXPcg,2023-01-02,268.0,2.0,1000.0,-0.9980461597442628,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
xYpuNye57j8,2022-10-24,167.0,11.0,5723.0,-0.9975106716156006,TV5,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
SC-qky7r-lw,2022-01-23,114.0,108.0,92317.0,-0.9994139671325684,Sakshi,chintamaneni prabhakar,1,0,0,0,0,0,0,0,0,0,1,0
8aPdeIQKppc,2023-03-31,277.0,0.0,677.0,-0.8419522047042847,TV9,chintamaneni prabhakar,0,0,0,0,0,0,0,0,0,0,0,0
