ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,penukonda.png,vizianagaram_.png,machillipatnam.png,Srungavarapukota.png,srikakulam_.png,venkatagiri.png,vishakapatnam_west.png,kakinada.png,palakollu.png,rajinikanth.png,pulivendula.png,kanigiri.png,kalayan_durg.png,madugula.png,sattenapalli.png,Venkata_Mahesh.png,nandikotkur.png,tekkali.png,kadiri.png
rYRU5D8m_ao,2021-02-20,197.0,0.0,1659.0,0.9957483410835266,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8RiBOsiGyZw,2023-04-13,253.0,1.0,905.0,-0.9913923740386964,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
QOFcu_T1QTg,2023-01-18,239.0,14.0,61478.0,0.5972240567207336,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6oOQr3wYB_Y,2023-02-03,375.0,13.0,18807.0,-0.9928009510040284,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mKKtQX4j4t4,2023-04-17,236.0,5.0,1863.0,-0.9972431659698486,Sakshi,privatization,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gnfW_Zo2qAs,2023-04-08,340.0,1.0,1239.0,-0.9994496703147888,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2MWwkzP45Fk,2022-11-26,120.0,12.0,5752.0,0.9961601495742798,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NithFIV_VDk,2023-01-05,181.0,3.0,1573.0,-0.997461438179016,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
S9npJYigyW0,2022-11-27,68.0,0.0,1156.0,-0.9908213019371032,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSJBom_SKJM,2022-11-09,403.0,3.0,1888.0,-0.9964022636413574,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RmQ9BpOE6dM,2023-02-22,27.0,0.0,3564.0,-0.995546817779541,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9EOF54I4_Zs,2022-11-17,185.0,7.0,3807.0,-0.9979191422462464,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tmULZ0eJxvg,2022-10-29,280.0,168.0,56360.0,0.9850864410400392,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kC_v-fIqJLE,2022-11-21,188.0,2.0,12016.0,0.994716227054596,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMlLi2VeJSg,2022-09-22,100.0,27.0,10562.0,-0.998382568359375,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eipstci5d4E,2023-04-20,198.0,4.0,59946.0,-0.9965705871582032,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ks5msFl0mk0,2022-11-11,271.0,1.0,632.0,-0.9933905601501464,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nI7MDXB8yps,2023-04-08,167.0,1.0,353.0,-0.9902335405349731,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHu6II9qfgQ,2021-02-18,259.0,9.0,4534.0,-0.9990240335464478,Sakshi,privatization,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
W_ruypQ4Eio,2023-01-18,240.0,31.0,16251.0,0.9958932399749756,TV9,privatization,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
x6yIknq-IfM,2022-12-31,271.0,9.0,7267.0,-0.9982492923736572,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dUM2QL4G4tA,2023-03-08,226.0,0.0,46766.0,-0.9899062514305116,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xG9Q9g5mmF4,2022-12-09,245.0,4.0,2185.0,-0.9947564601898192,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7ukMMZDaaOY,2023-04-14,2390.0,26.0,15103.0,-0.9979454874992372,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eqsp8MEc9fo,2022-10-12,316.0,42.0,15494.0,0.998273491859436,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QOnQ5wRQ47g,2023-04-12,299.0,12.0,7991.0,-0.9931975603103638,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SwQYmJhXBUo,2022-12-21,235.0,11.0,2271.0,-0.9970744848251344,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gsyT8U3V1nY,2022-11-12,352.0,1.0,1536.0,-0.9983654618263244,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vkjMouWToAY,2022-12-08,305.0,5.0,2281.0,-0.9888127446174622,TV9,privatization,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1
sWaonDTiuoQ,2022-12-10,514.0,0.0,564.0,-0.9066523909568788,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
OZSAvA3stZc,2023-01-18,335.0,0.0,1949.0,-0.9985066056251526,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nkep4oy7POI,2023-01-31,345.0,51.0,71559.0,-0.9976654052734376,ABN,privatization,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
yrYt6W-Aga0,2023-04-06,121.0,2.0,1537.0,-0.9946840405464172,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iumjMDJCUBk,2023-04-14,141.0,2.0,2271.0,-0.9953263998031616,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KkuQR6o-q_c,2022-11-09,327.0,3.0,1148.0,0.994843602180481,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QhCCba9dcUU,2023-03-24,324.0,7.0,5309.0,0.9814930558204652,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cJwBvK4QToE,2023-04-12,108.0,1.0,620.0,-0.9956411123275756,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_sILejKnMMc,2022-11-11,327.0,1.0,2522.0,-0.9908081889152528,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rm1JOTOg68I,2023-03-14,244.0,2.0,1957.0,0.9982115030288696,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7vavLGzqfpM,2023-04-11,117.0,3.0,3610.0,0.9896339178085328,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St61FRJpTM0,2023-04-11,279.0,11.0,3871.0,-0.9981940388679504,TV9,privatization,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
X4HRXezpJl0,2023-03-08,284.0,1.0,9132.0,-0.9947341680526732,ABN,privatization,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
cNHOQo4MsDg,2022-11-12,180.0,8.0,3335.0,0.905691623687744,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
r_BRd4E0jpo,2023-04-21,163.0,4.0,1248.0,-0.9978906512260436,TV9,privatization,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
qV_CsO7FbGM,2023-02-11,343.0,0.0,1347.0,-0.9938876032829284,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ZtY4sizb3DY,2022-11-29,350.0,5.0,5116.0,-0.9989612102508544,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCWf6cM9aPU,2023-04-12,182.0,9.0,2513.0,-0.9959231615066528,TV9,privatization,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
9DNA_ncAiPQ,2023-04-06,238.0,1.0,23632.0,-0.9921218156814576,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Et6Gt0afMIE,2023-04-06,100.0,3.0,1684.0,-0.9816830158233644,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I0__BQHfOvI,2023-04-11,255.0,24.0,49034.0,-0.9954453706741332,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8U1f4nN6wU,2023-04-16,64.0,0.0,581.0,0.996726393699646,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sxx7buVchmI,2023-04-07,325.0,11.0,3814.0,-0.9958742260932922,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V6aduI68Ndw,2023-03-23,194.0,6.0,3856.0,-0.9980833530426024,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MklkiW_F2fE,2023-04-11,7105.0,4.0,15158.0,0.9825294017791748,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meu2Aqo4I70,2023-04-17,181.0,12.0,2427.0,0.9965850114822388,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA2e1CqST2w,2023-04-11,215.0,2.0,1050.0,-0.9873814582824708,TV9,privatization,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
bZtxbd5hCMw,2022-11-09,69.0,0.0,492.0,0.9976599216461182,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gt8-Uw1sAKY,2021-09-27,344.0,72.0,17353.0,-0.9993070363998412,Sakshi,privatization,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96S_T79nyws,2022-10-15,269.0,0.0,516.0,0.997846245765686,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a-JO4Ns5NOA,2023-04-11,305.0,3.0,2364.0,0.9949790835380554,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dnd1Lc5ew1A,2022-10-30,260.0,4.0,1540.0,-0.9911357164382936,ABN,privatization,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kk00IVOZgRY,2023-04-15,261.0,0.0,1107.0,0.996122181415558,TV9,privatization,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
YLERG7lYuvA,2023-02-09,290.0,3.0,1491.0,-0.9984490871429444,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8CpyLoLOeVI,2023-04-20,224.0,4.0,2271.0,0.9963292479515076,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YO9WLIQ0ybU,2022-11-09,542.0,0.0,1004.0,-0.9971265196800232,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7ZldeiTW_yA,2023-04-13,418.0,21.0,4242.0,0.7140859961509705,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p701VZoiS28,2022-09-15,319.0,4.0,2985.0,-0.9985756874084472,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PYFl6dzyBJA,2022-11-08,235.0,16.0,2107.0,-0.9986901879310608,ABN,privatization,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
aTmnV6ZfK2U,2023-04-13,59.0,6.0,1724.0,0.984014332294464,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hdo0L6KMShE,2023-04-15,357.0,5.0,4390.0,0.9940199851989746,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sER9_ZItqPM,2023-04-11,318.0,9.0,3173.0,-0.997162401676178,TV9,privatization,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
yrm716HC9Jo,2023-04-14,275.0,1.0,579.0,-0.9980857372283936,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
q3mObreVexA,2023-04-10,205.0,56.0,8541.0,-0.9976364374160768,TV9,privatization,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
kFnKv6hOmco,2021-02-16,199.0,0.0,761.0,0.9821369051933287,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fUK3gpRgtfg,2023-04-11,347.0,18.0,9696.0,-0.9849971532821656,Sakshi,privatization,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1
_xtfuFWre5U,2022-11-26,72.0,0.0,364.0,-0.99429190158844,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l3MfVr50qgM,2023-04-15,159.0,25.0,6150.0,-0.9874383807182312,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
orI9-_nxVQQ,2023-04-13,122.0,14.0,3371.0,0.9984714388847352,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F-mo50u8lwA,2023-04-19,134.0,0.0,756.0,-0.9984869956970216,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EpnSSn5yf40,2023-04-13,191.0,5.0,2126.0,-0.9924048781394958,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
XyCF4UImXmA,2023-04-12,187.0,5.0,2578.0,-0.992997109889984,TV9,privatization,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
idcuhqT6oHU,2023-02-01,93.0,1.0,748.0,-0.9988781809806824,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bkKNGEQhoKE,2023-04-11,205.0,15.0,4795.0,-0.9961299896240234,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FODQac6Tjvk,2023-04-15,61.0,0.0,731.0,0.7697749137878418,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zjjZVdqOvB0,2023-04-15,139.0,0.0,639.0,0.994873821735382,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ztAk5gF147o,2023-04-07,293.0,4.0,1453.0,0.9903772473335266,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iz8F4eQJnPQ,2023-04-22,272.0,34.0,25557.0,0.9970147609710692,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S5-kDHlHMsY,2022-11-02,331.0,4.0,1248.0,-0.9905380010604858,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0DL1hPQok1g,2023-03-14,213.0,0.0,399.0,-0.9928529858589172,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v3Y1-ab4h9Y,2023-04-11,355.0,19.0,9417.0,-0.9939152598381042,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VVc-SJjChxw,2023-04-13,326.0,5.0,3409.0,0.9944369792938232,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_IOUDLQX06A,2023-02-09,125.0,0.0,1513.0,-0.8830869197845459,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM7hN_8TtE4,2023-01-27,177.0,217.0,121100.0,0.97044837474823,TV5,privatization,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ufWSUYnbpkw,2023-04-11,152.0,33.0,29713.0,0.9948430061340332,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eWmflgzInmM,2021-08-31,283.0,2.0,1954.0,0.9980589747428894,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gcazNpby5dw,2023-04-13,211.0,110.0,48950.0,-0.9853479266166688,TV9,privatization,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
mZ2ljUHebN8,2021-02-17,414.0,3.0,4553.0,-0.9874438643455504,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MuKB527s-VM,2023-04-01,247.0,4.0,12174.0,-0.9992908239364624,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xCXl_GOZb1E,2022-11-18,77.0,3.0,2712.0,0.982388198375702,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR49yrla0N4,2023-03-28,268.0,0.0,369.0,0.9980675578117372,TV9,privatization,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
sNwZf97Lckw,2023-04-10,399.0,1.0,1276.0,-0.99765282869339,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mNLk4t1Ctp8,2022-04-02,203.0,139.0,47778.0,-0.996659517288208,Sakshi,privatization,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1lNCTvW-2H4,2021-08-30,223.0,3.0,725.0,0.9952213168144226,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGx4hmZgkIA,2023-01-22,85.0,0.0,539.0,-0.9985199570655824,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FqYM6F7nj8I,2023-04-21,277.0,1.0,6436.0,0.9926296472549438,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAAuo0UsgnU,2023-04-10,158.0,6.0,1618.0,-0.9947525262832642,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ahfl0EmVdUM,2022-12-30,32.0,1.0,520.0,0.998433530330658,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IChNC9Bnv50,2023-03-21,80.0,11.0,20683.0,-0.998059332370758,TV9,privatization,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-QnPsWLVn-o,2023-04-11,111.0,0.0,289.0,-0.9977703094482422,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I5__sFcrmLU,2023-03-28,199.0,0.0,314.0,-0.9957857728004456,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aMJauyF9ov8,2023-04-11,175.0,2.0,3114.0,-0.99345725774765,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xJqyz-Aj41A,2022-11-04,78.0,3.0,991.0,-0.9973196387290956,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KoJJjBRNeJY,2023-04-11,616.0,6.0,1598.0,-0.993561029434204,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VZYQyXj5thk,2023-04-02,320.0,7.0,3263.0,-0.9951847195625304,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_OY0BG2-dfA,2021-12-10,251.0,2.0,2960.0,-0.9994237422943116,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69FxL6oFL-k,2021-08-22,305.0,3.0,4181.0,0.9889804124832152,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UWu6MxmhGJs,2021-02-20,247.0,10.0,3203.0,0.9985472559928894,Sakshi,privatization,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
nVB8kqdiGxQ,2023-02-25,264.0,0.0,314.0,-0.9886232614517212,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bNtnZL4yQ5o,2022-12-06,48.0,3.0,707.0,-0.9957497119903564,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n6BsLePzuYI,2023-01-31,688.0,5.0,2447.0,0.9927124977111816,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EymTevzI-SI,2023-04-13,224.0,315.0,62512.0,-0.9970670342445374,Sakshi,privatization,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
dPYIYTAiJTM,2023-04-13,346.0,7.0,2527.0,-0.996764063835144,TV9,privatization,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-Cz6LLTnZHc,2023-03-24,341.0,5.0,6784.0,-0.9985455274581908,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
h1ju1SGctfY,2023-04-11,207.0,0.0,1973.0,-0.9878427982330322,TV9,privatization,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
CR9ND-rhpaQ,2022-11-12,235.0,3.0,2208.0,-0.999467670917511,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ly-CnDcNqj8,2023-01-11,232.0,1.0,1737.0,-0.9896592497825624,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENv9bOpS5hA,2021-02-17,742.0,0.0,4442.0,0.998664379119873,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7d3njymx5_8,2022-12-05,286.0,5.0,941.0,-0.9963615536689758,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uJO4kTcqpUQ,2023-04-14,7765.0,3.0,11492.0,-0.9974773526191713,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927I8HpHRcI,2022-10-28,410.0,1.0,903.0,0.998815655708313,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OVktt_MvS08,2023-04-08,278.0,0.0,546.0,-0.9967009425163268,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BaPwBIhHzA0,2023-04-13,160.0,6.0,3013.0,0.9969452023506165,TV9,privatization,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
x75nh-vfWXo,2021-02-20,258.0,3.0,1530.0,0.9979373216629028,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C_RD6fg3ExI,2022-08-29,158.0,5.0,8670.0,-0.9921116828918456,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2WHi72KAjNE,2023-03-27,338.0,0.0,1325.0,-0.9961223006248474,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ozbk0XsRoT4,2023-04-15,45.0,1.0,324.0,0.9964779019355774,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5S99LH64_-U,2023-04-13,342.0,7.0,1010.0,-0.9820811152458192,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yCeRnYZGcWw,2023-04-10,266.0,1.0,928.0,-0.9979400038719176,TV9,privatization,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uUs0JB2GrJI,2021-02-15,822.0,11.0,7810.0,0.7866935729980469,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cSZ_qRMLZFU,2023-04-14,39.0,1.0,7527.0,0.9930393099784852,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T5R5xpOPdF4,2022-12-08,177.0,0.0,1164.0,0.9988222718238832,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qTmtxVQxdKc,2023-04-11,58.0,2.0,7035.0,0.9582758545875548,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mtP4JSLEIww,2023-04-18,170.0,2.0,360.0,-0.9973146319389344,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wC_1HIo_SsA,2023-04-11,521.0,23.0,5186.0,-0.9982753992080688,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZD28cGdNkKA,2023-04-02,138.0,6.0,2020.0,-0.9398004412651062,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3k6iX4RuEBk,2023-04-02,262.0,12.0,1556.0,0.9782910346984864,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPV4PFuZT4g,2023-04-11,289.0,1.0,1894.0,0.9976744055747986,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NxAWUwIHTxM,2022-12-12,292.0,11.0,5165.0,0.9591357707977296,TV5,privatization,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
ZKM20-_ihRo,2023-03-04,116.0,1.0,1119.0,-0.9964800477027892,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SZmzu88MWTw,2023-04-08,179.0,0.0,448.0,-0.9993723034858704,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TcHHcz2gnVc,2023-04-13,309.0,23.0,6512.0,-0.9838107824325562,TV9,privatization,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
U29XqGNwiWI,2023-03-22,262.0,3.0,2491.0,-0.9986836314201356,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zw5j2r-DgFU,2022-10-30,145.0,8.0,764.0,-0.9981106519699096,TV5,privatization,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rj6_78gIRsY,2022-10-07,329.0,8.0,3053.0,-0.9979896545410156,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7hQm_wGB1oY,2023-04-14,138.0,2.0,8115.0,0.9961554408073424,TV9,privatization,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1nT07JIoqGc,2021-02-20,79.0,2.0,711.0,0.9984126091003418,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO1u8KVFPto,2022-10-15,251.0,3.0,1451.0,-0.9895400404930116,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5g_GbpgOwhU,2023-03-09,325.0,1.0,783.0,-0.9660500884056092,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
