ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,vizianagaram_.png,tenali.png,venkatagiri.png,eluru.png,venkat_krishna.png,palakollu.png,vinukonda.png,kalayan_durg.png,Venkata_Mahesh.png,paturi_nagabhusnam.png,tekkali.png,jammalamadugu.png
IJyHFjEwm38,2022-05-28,314.0,3.0,2900.0,0.9960220456123352,Sakshi,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
5sd9ZTh3Qe4,2022-11-19,660.0,106.0,50544.0,0.9956021308898926,Sakshi,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
e36e7igrSDE,2022-11-01,188.0,0.0,2227.0,-0.9867141842842102,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
fbtANNzzAew,2021-02-25,250.0,2.0,3890.0,0.9977091550827026,Sakshi,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
vp-3DW-kZPA,2023-03-15,145.0,0.0,2710.0,0.9949474334716796,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,1,0
WExp5fGUZl4,2023-03-14,687.0,82.0,36746.0,0.9965750575065612,Sakshi,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
7YV7dp_UK1A,2021-02-16,187.0,0.0,716.0,0.9947258830070496,Sakshi,undavalli arun kumar,0,0,0,0,0,0,0,1,0,0,0,0
XgV_89dXyD8,2022-12-10,143.0,16.0,13746.0,-0.984828770160675,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,1
2wF2W46R1fE,2023-03-06,256.0,2.0,2387.0,0.997796893119812,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
uxO1FXCK7Yo,2022-03-15,313.0,120.0,24418.0,-0.9983898401260376,Sakshi,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
QnONUrBTaOk,2022-12-26,288.0,0.0,998.0,-0.9923654198646544,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
knbYReAVwX0,2022-11-21,338.0,0.0,3811.0,-0.9987860321998596,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
PEazJ0zIHpY,2022-12-26,116.0,0.0,1483.0,-0.9953281879425048,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
WGJR6kqs6R0,2023-03-09,297.0,7.0,1749.0,-0.9984232187271118,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
QvJ02okZw-c,2022-11-25,201.0,5.0,1497.0,-0.998263657093048,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
8aPdeIQKppc,2023-03-31,277.0,0.0,677.0,-0.8419522047042847,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
HDH5lJiJYeU,2022-09-29,120.0,0.0,1360.0,-0.9954662322998048,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
PkWAA9FQtFw,2023-04-15,67.0,0.0,504.0,0.9973326921463012,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
wcy05Ehb2AE,2023-02-23,146.0,0.0,1746.0,-0.996938705444336,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
E61PNpHEqlo,2023-02-28,164.0,0.0,1124.0,-0.9887967109680176,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
U8ldfBc8jDM,2022-11-27,261.0,1.0,1735.0,-0.9992228746414183,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
NRb1y0mcJoY,2023-04-22,156.0,2.0,966.0,0.998740017414093,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
DsiIeP-SU4Y,2022-11-19,22755.0,10.0,96040.0,0.9964446425437928,Sakshi,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
i0aCGgo61Jk,2023-01-05,273.0,1.0,3364.0,-0.975214421749115,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
LZb-1hbUdbs,2023-01-12,145.0,3.0,1655.0,0.9977473616600036,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
lbAgbbWzb7I,2022-12-10,134.0,3.0,3242.0,0.9983807802200316,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
_5h7Fv6ensk,2023-01-31,41.0,2.0,1451.0,0.9929800629615784,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,1
U5bQYJyqwFU,2023-02-24,116.0,0.0,1511.0,-0.9968757629394532,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
nsbi931axQA,2021-02-16,267.0,0.0,418.0,0.9967024922370912,Sakshi,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
IvkAXsjuIQo,2022-12-22,320.0,1.0,1966.0,0.9959916472434998,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
5855vPePJ74,2022-11-26,272.0,0.0,899.0,-0.999458372592926,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
L7JwPO90JVw,2022-12-07,210.0,7.0,6636.0,-0.9978764057159424,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
cvbwm-oKdEA,2023-04-16,179.0,6.0,103767.0,0.99055016040802,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
s3pskcKVg2w,2023-03-31,65.0,0.0,564.0,0.9986227750778198,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
BcWbdAF_4pw,2023-04-04,348.0,0.0,1118.0,-0.994956076145172,TV9,undavalli arun kumar,0,0,0,1,0,0,0,0,0,0,0,0
dZJED7wcT70,2023-02-08,262.0,25.0,25245.0,-0.997307538986206,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
rKhNXI3Hb5c,2023-02-19,354.0,8.0,3770.0,-0.9981302618980408,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
YQw-3ert-EE,2023-03-14,525.0,155.0,112971.0,-0.995705783367157,Sakshi,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
9E7JpMLdWtk,2022-12-01,41.0,1.0,850.0,0.9973995685577391,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
xb_n-xNBW_I,2023-04-18,65.0,0.0,443.0,-0.9882928729057312,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
HdnIsNh46e0,2023-02-18,279.0,5.0,8629.0,0.976075291633606,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
BJxtQdZibOw,2021-02-15,192.0,0.0,2580.0,0.997225821018219,Sakshi,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
hqFoxtH02J8,2022-10-13,149.0,16.0,12584.0,-0.993129312992096,Sakshi,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
a-HFprdHPI8,2022-10-02,227.0,3.0,857.0,0.9988080263137816,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
pEkIXb8NGuE,2022-12-09,165.0,2.0,4681.0,0.9900492429733276,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,1,0
RTpZPzcEke4,2022-08-22,100.0,44.0,18071.0,-0.9957213401794434,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
TRA4UKRMCiE,2022-10-28,180.0,0.0,760.0,0.9947598576545716,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
roLvMNqEy1s,2023-01-08,265.0,1.0,1136.0,0.9969351291656494,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
uNP-2InpahU,2022-12-10,174.0,0.0,2867.0,-0.9954234957695008,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
RPlI1lrQxSw,2023-02-13,315.0,1.0,1661.0,-0.9944420456886292,ABN,undavalli arun kumar,1,0,0,0,0,1,1,0,0,1,0,0
zHkDyMJb6Q4,2023-02-18,311.0,18.0,5898.0,-0.99847012758255,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,1
8sRs0bHnaEA,2022-10-18,291.0,4.0,4685.0,0.9983772039413452,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
-dtnPh-WJvQ,2022-12-11,273.0,2.0,2215.0,-0.9975526928901672,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
EaFL1jTEv0U,2022-12-31,239.0,2.0,36144.0,-0.9927859902381896,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
4MkZWZGbDGU,2023-02-02,227.0,0.0,303.0,-0.9980428218841552,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
11blCRivDC8,2021-02-18,242.0,1.0,1929.0,0.9933423399925232,Sakshi,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
c4izW37kCVk,2023-03-14,263.0,0.0,974.0,-0.9972243309020996,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,1
6jjCkwIvqbA,2022-08-22,125.0,11.0,4872.0,-0.9991347193717957,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
LQy5rLMylC0,2022-12-08,266.0,2.0,879.0,-0.9985070824623108,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
UxDRDuXR6Fg,2023-03-06,276.0,0.0,590.0,0.9904008507728576,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
6D3qlnT_GG4,2020-03-14,1139.0,18.0,8126.0,0.9982638955116272,Sakshi,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
LSXCSJW1mgQ,2023-03-14,506.0,76.0,51549.0,-0.989501416683197,Sakshi,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
3bxUiYmYRKY,2023-03-14,292.0,1.0,1718.0,-0.9979256391525269,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,1
5lCnp4wo_7A,2022-12-06,225.0,1.0,2209.0,0.9933735132217408,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
4o4pJHSks5g,2022-08-22,152.0,162.0,226072.0,0.9879078269004822,Sakshi,undavalli arun kumar,0,0,1,0,0,0,1,0,0,0,0,0
9WsRSLz57KM,2022-12-08,505.0,5.0,2454.0,0.9663529992103576,TV5,undavalli arun kumar,1,1,0,0,0,0,0,0,0,1,0,0
Q_hf2d2wiEo,2022-11-28,407.0,0.0,1810.0,-0.9876377582550048,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,1,0
koW2MX8k3wk,2023-03-13,54.0,1.0,381.0,0.9944214224815368,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
NpOd2kBd3xk,2022-11-26,99.0,0.0,743.0,0.9954875111579896,TV5,undavalli arun kumar,0,0,0,0,0,0,0,1,0,0,0,0
T8Ja42le_aw,2022-10-13,355.0,0.0,476.0,0.9772788882255554,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
ZjAIrMcRmb0,2022-10-18,145.0,318.0,255272.0,0.9958964586257936,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
fDdQFuYIIls,2023-01-20,108.0,2.0,1307.0,-0.9764786958694458,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
w31rzj3d2Lw,2021-12-26,291.0,6.0,2964.0,0.9978517293930054,Sakshi,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
19OZlfWpaQ0,2022-12-10,150.0,28.0,23681.0,0.9774558544158936,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,1
i8q2giSRIO4,2023-04-15,272.0,0.0,4925.0,0.9903990030288696,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
1uCKvFPBng0,2021-02-21,282.0,0.0,1170.0,0.9972302317619324,Sakshi,undavalli arun kumar,0,0,0,0,0,1,0,0,1,0,0,0
j1zCu1A4enE,2022-08-31,455.0,0.0,758.0,0.998428463935852,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
YpXsMYRBqi0,2022-11-18,228.0,3.0,33617.0,-0.9658622145652772,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
lqPUcHdowlY,2023-04-09,230.0,17.0,2937.0,-0.9967601895332336,TV9,undavalli arun kumar,0,0,1,0,0,0,0,0,0,0,0,0
ac4vPtxj7wg,2023-04-19,206.0,0.0,548.0,0.9922377467155457,TV5,undavalli arun kumar,0,0,0,0,0,0,0,1,0,0,0,0
EBklsJoXv6M,2023-02-16,457.0,1.0,4624.0,-0.9983441829681396,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
BArIbKzNgbQ,2022-12-10,150.0,3.0,7002.0,-0.9861568212509156,TV9,undavalli arun kumar,1,0,0,0,0,0,0,0,0,0,0,1
nqvsdHLScQw,2022-11-20,165.0,5.0,1583.0,0.984311044216156,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,1
kQ3Ho_Tubkg,2023-03-23,83.0,1.0,802.0,0.9970731735229492,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
gw-epYL6NT0,2022-12-17,201.0,8.0,1584.0,-0.9901249408721924,TV9,undavalli arun kumar,0,0,0,1,0,0,0,0,0,0,0,0
d2za9420AVI,2022-11-07,235.0,41.0,15982.0,-0.9991432428359984,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
dI1R0gIU4v4,2022-11-22,220.0,3.0,34300.0,-0.9954896569252014,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
3WRcCNSvTW0,2022-08-22,99.0,92.0,49437.0,-0.9942346215248108,Sakshi,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,1
q9ZmJaD5vVA,2022-10-17,67.0,0.0,360.0,-0.9977025389671326,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
SxMS6Ir84eg,2023-04-14,52.0,2.0,15069.0,-0.9859902858734132,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
k6BlUDsjZHQ,2022-12-25,183.0,1.0,2377.0,0.9964465498924256,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
PVCWC1K16hM,2023-01-04,335.0,5.0,928.0,0.9940696954727172,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,1,0,0,0
l9ODH9DTOVg,2022-08-23,8411.0,18.0,17376.0,0.9970736503601074,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
nG-_yaXcvOs,2022-10-02,95.0,3.0,1858.0,0.998705506324768,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
wJyEvwiNXLE,2023-02-13,329.0,3.0,3052.0,-0.9910474419593812,Sakshi,undavalli arun kumar,1,0,0,0,0,0,0,0,0,0,0,0
sf4pPadq2dE,2022-12-29,224.0,2.0,950.0,-0.9993292093276978,TV9,undavalli arun kumar,0,0,0,0,0,1,0,0,0,0,1,0
bQCrM69hjvM,2023-03-24,272.0,1.0,768.0,-0.987585186958313,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
ElLF30vh05c,2022-11-22,71.0,0.0,735.0,0.9987390637397766,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
4TvsV4yTeeM,2022-11-29,82.0,1.0,541.0,0.9980791807174684,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
AswcjfI4BQQ,2023-01-28,275.0,3.0,6139.0,0.9961950778961182,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
XIdCdinBhUE,2022-11-03,445.0,0.0,1390.0,-0.9976648092269896,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
XLZvncvtQRY,2022-11-08,279.0,0.0,400.0,-0.9986246824264526,ABN,undavalli arun kumar,0,0,0,0,0,0,0,1,0,0,0,0
12tv-swgxx8,2022-08-21,154.0,19.0,10036.0,-0.9993658661842346,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
vbhBi37F1K8,2022-12-05,208.0,8.0,9539.0,-0.9971676468849182,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
0eewhif45kU,2023-03-05,156.0,0.0,773.0,-0.9977350234985352,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
AYrwlchimlM,2023-03-14,292.0,0.0,1517.0,-0.9978370070457458,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
mef3WiqVzj0,2019-12-21,1207.0,21.0,82115.0,0.998531699180603,Sakshi,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
gYc1KPpngdE,2022-11-22,308.0,0.0,2251.0,0.98618084192276,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
9klDWG1qH9A,2023-01-26,105.0,1.0,735.0,0.9986552000045776,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
oSKDSSM5OBI,2022-12-07,220.0,1.0,2626.0,0.9911150932312012,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
dHGj2MavTsw,2023-03-02,175.0,3.0,567.0,0.99305659532547,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
YMkN8fkv7fU,2023-04-07,63.0,1.0,424.0,0.998778760433197,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
IryEiXfCtlQ,2022-08-22,190.0,84.0,28332.0,-0.9994834661483764,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
Dh4DLjVgrvk,2022-11-05,303.0,0.0,1215.0,0.9975011944770812,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
nOadmO3BqF8,2022-11-18,71.0,3.0,3895.0,-0.9982934594154358,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
SHGAB0Jis4Q,2021-02-21,272.0,1.0,15505.0,0.9874677658081056,Sakshi,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
HqodrYm9PuM,2022-11-24,339.0,9.0,4017.0,-0.9982781410217284,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
8znacEXZy-U,2022-10-24,307.0,2.0,1001.0,-0.9993428587913512,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
ALbUMdbjsts,2023-02-18,351.0,0.0,3257.0,-0.9943395256996156,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,1
4yEzfNfzbJY,2022-11-29,80.0,0.0,435.0,0.9936326146125792,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
exIgQzUdYlE,2022-09-03,177.0,16.0,4845.0,0.9985589385032654,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
eL1vd90Kolc,2021-07-22,299.0,3.0,5665.0,0.997840166091919,Sakshi,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
5W2VkhHrBeY,2023-01-05,301.0,2.0,2532.0,-0.9990299940109252,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
p1Y_-6GcOfs,2022-11-27,212.0,4.0,1762.0,-0.9862337112426758,TV9,undavalli arun kumar,0,0,1,0,0,0,0,0,0,0,0,0
g50Vop1_lyM,2022-11-07,665.0,46.0,20946.0,0.9984857439994812,Sakshi,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
fME-BOqIaOQ,2023-04-20,205.0,14.0,15096.0,-0.976937174797058,ABN,undavalli arun kumar,0,0,0,0,1,0,0,0,0,0,0,0
tQ9Ej5IxRqw,2023-02-27,285.0,0.0,384.0,0.9961066842079164,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
hc1AwTzO6bw,2021-06-30,327.0,15.0,3117.0,0.9969496130943298,Sakshi,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
9BH-vpte5nE,2022-11-02,280.0,0.0,905.0,-0.9955745935440063,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
Q3MnugaoAl4,2022-12-11,163.0,42.0,41062.0,-0.9993878602981568,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
HM85XkwTt1w,2022-12-02,398.0,2.0,2505.0,-0.9984951019287108,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
GayANK-AALU,2023-03-23,294.0,8.0,4263.0,0.585432231426239,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
nC1u17JKqec,2022-11-21,378.0,0.0,2222.0,-0.9892048835754396,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
1Ykhy17QfDo,2021-02-15,267.0,2.0,2518.0,0.9796199202537536,Sakshi,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
BR0XAlxFZWI,2022-09-16,294.0,0.0,1300.0,-0.9976691603660583,Sakshi,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
YGC4Y1Lkj0g,2022-11-19,486.0,29.0,9795.0,0.9966415166854858,Sakshi,undavalli arun kumar,0,0,0,0,0,0,1,0,0,0,0,0
qq4acxroqb0,2023-02-15,297.0,1.0,635.0,-0.9935051202774048,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
Lz9W8_DRCww,2023-04-12,70.0,1.0,479.0,0.9983554482460022,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
