ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,vizianagaram_.png,gannavaram_vamsi.png,jaggayyapeta.png,kodur.png,venkatagiri.png,vishakapatnam_west.png,kakinada.png,tadikonda.png,eluru.png,venkat_krishna.png,pulivendula.png,kanigiri.png,kalayan_durg.png,sattenapalli.png,tekkali.png
26LwRPinro8,2022-12-21,78.0,1.0,1625.0,0.9987229704856871,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Rj6_78gIRsY,2022-10-07,329.0,8.0,3053.0,-0.9979896545410156,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KyVZQ5QoOLw,2022-09-16,101.0,1.0,2493.0,0.9966159462928772,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1z5z6sDFfVU,2023-02-22,27.0,0.0,813.0,0.998781144618988,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
urDvcV6hVUQ,2022-10-26,417.0,2.0,1534.0,-0.9911415576934814,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBMyg2mP6W4,2023-04-12,61.0,0.0,302.0,0.9933833479881288,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w3JiAZgqKU4,2023-03-13,131.0,0.0,3115.0,0.9983201622962952,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xbACCC8YT0Y,2022-09-11,100.0,0.0,1469.0,0.9958680868148804,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GZaMUDqd3Pw,2023-04-13,207.0,0.0,2218.0,0.9953235983848572,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
jz7B5NmsFcE,2023-03-25,241.0,1.0,1913.0,-0.9739988446235656,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vAYBTB5NBb0,2023-01-26,169.0,0.0,1396.0,0.9969807267189026,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gaGtzE34u24,2023-03-18,269.0,4.0,3412.0,0.9984285235404968,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRgF89ZNgo8,2022-12-03,40.0,1.0,2640.0,0.9941216111183168,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zKjjCMLCPFU,2022-10-15,243.0,35.0,22322.0,-0.9979416728019714,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nSheSeFBdWA,2022-12-01,256.0,0.0,2105.0,-0.9920097589492798,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
wijybJxoujA,2022-12-07,132.0,0.0,1136.0,0.989038109779358,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CrWsZulxLlc,2023-02-04,285.0,4.0,2630.0,-0.9976156949996948,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0ysMH7XuwNE,2022-10-04,218.0,4.0,11874.0,-0.9984858632087708,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1wtRM1apoA0,2023-03-29,160.0,3.0,3295.0,-0.994860827922821,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CCO9I41cFQ,2022-09-13,237.0,2.0,1660.0,-0.9986322522163392,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grIW3b4PzEE,2021-02-20,225.0,0.0,1253.0,0.9968423843383788,Sakshi,bhuma akhila priya,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
QEkGRV_EScE,2022-11-21,254.0,0.0,2432.0,0.9861149787902832,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fHAukPyYLEI,2023-02-04,646.0,51.0,54990.0,0.994936227798462,Sakshi,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XaB24O-FO5k,2022-12-05,277.0,1.0,634.0,0.9982936978340148,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ77aU3a-Qw,2023-01-01,234.0,0.0,778.0,0.9980886578559875,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F76b7GT9YNU,2023-01-06,84.0,2.0,681.0,-0.9966140389442444,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HRNbSXRFCik,2023-03-12,328.0,7.0,2941.0,0.9692771434783936,Sakshi,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k-Ww8h4TUtg,2022-10-30,196.0,0.0,995.0,0.9972746968269348,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1dUifHvZWho,2023-03-02,60.0,39.0,56657.0,0.9961940050125122,Sakshi,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1ZixFGtEV4A,2022-12-03,87.0,2.0,1191.0,-0.9977070093154908,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bq_XV11a9WQ,2022-10-25,221.0,0.0,592.0,-0.9992988109588624,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT69EPULNxE,2023-02-15,279.0,2.0,185.0,0.9975666999816896,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WKQE5ORCAuI,2023-02-16,239.0,4.0,4055.0,0.9982328414916992,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8lU_y8YO6hs,2022-11-26,103.0,0.0,1017.0,0.9987899661064148,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nUsHkcrTGL0,2022-12-14,318.0,0.0,977.0,0.9968166947364808,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YoWpo80s6qE,2022-10-19,79.0,0.0,331.0,-0.9952073693275452,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zlcLBHTacc8,2022-12-06,201.0,8.0,3395.0,-0.9980720281600952,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vuuhTw-T4CU,2023-04-12,100.0,0.0,1269.0,-0.9989226460456848,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QrldEOnBvG0,2023-03-25,100.0,0.0,573.0,-0.9926955699920654,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PFJt8zQwsJA,2021-02-21,183.0,0.0,1249.0,0.998317003250122,Sakshi,bhuma akhila priya,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
TeYUdPKwRtI,2022-12-07,324.0,0.0,1765.0,0.9981352090835572,Sakshi,bhuma akhila priya,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5n0lpRZC01s,2023-02-04,286.0,10.0,3702.0,-0.9913449287414552,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h9hu0-xGNAE,2022-10-21,248.0,0.0,275.0,-0.995496153831482,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yGwpkv2N8YY,2023-03-13,301.0,17.0,8293.0,-0.9978806972503662,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deUaKSqKx34,2023-01-18,296.0,1.0,1028.0,-0.997672975063324,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pif05VoZvA0,2023-01-25,128.0,3.0,1558.0,-0.9982348680496216,TV9,bhuma akhila priya,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
qWcy9kGz0g8,2023-02-17,125.0,78.0,27896.0,0.9929137229919434,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dDt_vLJde0I,2023-03-24,230.0,10.0,14148.0,-0.9927929639816284,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OA4232GYGnc,2022-12-14,415.0,3.0,1803.0,-0.9551138281822203,ABN,bhuma akhila priya,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
BOqWiOEK7ns,2023-02-27,340.0,28.0,30212.0,0.998621106147766,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wbGCw5WvGKg,2023-04-04,223.0,2.0,1202.0,-0.9976231455802916,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2B9iOT1Hefc,2023-03-13,40.0,0.0,3236.0,0.9988161325454712,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iGOKn_5YoEY,2023-04-08,136.0,0.0,3056.0,0.998932421207428,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPUd24x3U7A,2023-04-12,133.0,4.0,2876.0,-0.9992753863334656,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KoHb-Uq7s3g,2022-11-07,88.0,1.0,823.0,0.9977206587791444,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dDCMqNMZ_xg,2023-04-05,174.0,8.0,3771.0,0.9976874589920044,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mb4kKJBT9r0,2022-12-02,190.0,5.0,2330.0,-0.9982016086578368,ABN,bhuma akhila priya,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
uTyfwumAVIs,2022-10-11,265.0,2.0,469.0,-0.9904879927635192,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
gDBn9R9kobk,2023-01-10,225.0,3.0,2056.0,0.9987049102783204,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eeHdoWo1xGc,2023-03-03,308.0,3.0,1517.0,0.9132390022277832,TV5,bhuma akhila priya,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
toxr0BbS9Ms,2023-03-01,291.0,15.0,3146.0,-0.9985313415527344,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l2i0spP-OdA,2023-01-16,80.0,7.0,2330.0,-0.994629979133606,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ybZK98wHjME,2023-01-09,340.0,4.0,1943.0,0.9827502965927124,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e36e7igrSDE,2022-11-01,188.0,0.0,2227.0,-0.9867141842842102,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPy7Iu-4zGg,2023-01-17,92.0,5.0,5622.0,0.9970237612724304,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fbtANNzzAew,2021-02-25,250.0,2.0,3890.0,0.9977091550827026,Sakshi,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66DTRmb0zV8,2023-03-08,236.0,4.0,1367.0,-0.9877817630767822,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-GJWroTQjPU,2022-10-30,88.0,1.0,473.0,-0.987532913684845,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MQ_RTqraAxQ,2023-03-25,288.0,0.0,721.0,-0.9983046054840088,TV5,bhuma akhila priya,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
iA8X4orZyMg,2023-04-22,184.0,13.0,1610.0,-0.9984312653541564,TV9,bhuma akhila priya,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
nAEhBltWYa8,2023-03-21,301.0,2.0,1170.0,0.9861456155776978,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uLT8N5ebOoc,2023-03-15,262.0,0.0,628.0,-0.998343586921692,ABN,bhuma akhila priya,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
uxO1FXCK7Yo,2022-03-15,313.0,120.0,24418.0,-0.9983898401260376,Sakshi,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QnONUrBTaOk,2022-12-26,288.0,0.0,998.0,-0.9923654198646544,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oUUvdG-wfQM,2023-04-14,194.0,89.0,185797.0,-0.9981741905212402,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nez8Yh9A3Ik,2023-02-15,140.0,1.0,2089.0,-0.997655987739563,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
knbYReAVwX0,2022-11-21,338.0,0.0,3811.0,-0.9987860321998596,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aF66uCzN4gI,2022-11-13,202.0,59.0,32053.0,0.9967928528785706,TV5,bhuma akhila priya,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
uZntNgHOzmo,2023-02-26,87.0,0.0,592.0,0.998412013053894,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-Thm6FImZEA,2023-04-11,95.0,1.0,1676.0,-0.988564431667328,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7zaz6K2Yjy8,2023-02-15,301.0,8.0,3956.0,0.998467743396759,Sakshi,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qhOTcUej0K8,2023-04-20,245.0,6.0,485.0,-0.999431312084198,TV9,bhuma akhila priya,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
WGJR6kqs6R0,2023-03-09,297.0,7.0,1749.0,-0.9984232187271118,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gyBhq1EbXGs,2022-09-07,110.0,2.0,2805.0,0.9950773119926452,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lwFMEJqsDLI,2022-10-19,336.0,19.0,3425.0,-0.9970136880874634,Sakshi,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
r75vOa-ISyQ,2023-04-14,280.0,2.0,2220.0,-0.9735752940177916,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
QvJ02okZw-c,2022-11-25,201.0,5.0,1497.0,-0.998263657093048,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dMK8Alw6VEk,2022-10-03,323.0,0.0,700.0,0.9959706664085388,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q-dLH5QSyjU,2023-01-13,135.0,0.0,1338.0,-0.9959037899971008,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yvgo68Jb_Yg,2022-09-26,239.0,0.0,2519.0,-0.9982367753982544,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kzeNwFn_zfI,2023-03-27,90.0,1.0,765.0,-0.990546703338623,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8aPdeIQKppc,2023-03-31,277.0,0.0,677.0,-0.8419522047042847,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HDH5lJiJYeU,2022-09-29,120.0,0.0,1360.0,-0.9954662322998048,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z8Q8bwr0180,2022-10-07,84.0,0.0,2570.0,0.9984191656112672,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E61PNpHEqlo,2023-02-28,164.0,0.0,1124.0,-0.9887967109680176,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mCz-3VIhk-k,2023-03-13,283.0,1.0,3289.0,-0.9967034459114076,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U8ldfBc8jDM,2022-11-27,261.0,1.0,1735.0,-0.9992228746414183,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRb1y0mcJoY,2023-04-22,156.0,2.0,966.0,0.998740017414093,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gg8bBm56QNc,2023-04-11,142.0,1.0,471.0,-0.9950001239776612,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJTko3r05Tc,2023-03-08,53.0,2.0,2632.0,-0.9824478030204772,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kORjhMkvD2U,2023-01-01,253.0,1.0,517.0,-0.7133209109306335,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lAE19K8Cqfg,2023-02-23,55.0,3.0,609.0,-0.999402403831482,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g0svco47VZA,2023-03-25,114.0,8.0,3242.0,0.9987186193466188,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5eIswqLtDMg,2023-03-30,69.0,0.0,895.0,0.9984367489814758,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sr6oaxXr3Wc,2022-12-19,298.0,90.0,11951.0,-0.9942771792411804,Sakshi,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
oE-_v1JqFxo,2023-03-07,100.0,0.0,403.0,0.9988563060760498,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MeTQEkr-Oc4,2022-10-19,132.0,3.0,3820.0,-0.9888582229614258,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xB-d_dpDGoY,2023-03-17,330.0,39.0,66342.0,-0.995071828365326,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W61C2CU6eh8,2023-02-07,410.0,2.0,520.0,0.9981391429901124,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aDWK0IyjgEE,2023-02-12,69.0,2.0,504.0,-0.9994924068450928,TV9,bhuma akhila priya,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
__4Uh_FrSXc,2023-01-15,265.0,16.0,11052.0,0.9947255253791808,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vT6GOJj8F3Y,2023-03-09,340.0,0.0,436.0,-0.9874337315559388,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0sJkZG5tEI,2023-02-28,210.0,0.0,510.0,0.997783362865448,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_5h7Fv6ensk,2023-01-31,41.0,2.0,1451.0,0.9929800629615784,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aCY_vcIKrjQ,2023-01-17,209.0,4.0,22455.0,-0.9858289957046508,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XECeSCUliOU,2023-04-13,124.0,20.0,12532.0,0.9985799789428712,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-bqBa5dt1JU,2023-04-15,332.0,7.0,1589.0,-0.9971973896026612,TV9,bhuma akhila priya,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FgJ5en_V9gw,2022-11-18,295.0,28.0,5018.0,-0.9786171317100524,TV9,bhuma akhila priya,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
uVcvcTdYfY8,2022-10-13,98.0,3.0,2164.0,-0.9973758459091188,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
_YJj0cnltMw,2021-02-15,326.0,0.0,3108.0,0.994706928730011,Sakshi,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ToikmYy9_-A,2023-04-01,92.0,22.0,57086.0,0.9828709363937378,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBvGtyqjt6M,2022-09-29,214.0,0.0,866.0,0.9955654740333556,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
bE3ej3SD-us,2023-02-14,312.0,5.0,5585.0,0.9987965822219848,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bFsXDT3wHGg,2023-04-05,324.0,6.0,2129.0,-0.998079776763916,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0_K0bJ2RDus,2023-02-06,255.0,7.0,6509.0,0.9891614317893982,TV5,bhuma akhila priya,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
17brvD4G2Uo,2023-02-21,254.0,12.0,6904.0,-0.9978519678115844,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qr_gLnpfO_E,2023-03-01,274.0,1.0,2301.0,-0.6861288547515869,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2KfUVi9ZMKE,2023-01-30,253.0,1.0,3752.0,-0.9982224106788636,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9K9XfcXYJzs,2023-01-25,60.0,2.0,748.0,0.9829046726226808,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c4OoOyPEHUg,2022-12-28,111.0,86.0,11904.0,-0.9940567016601562,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8W56_AdGWjw,2022-11-19,188.0,4.0,27135.0,-0.9925554394721984,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9E7JpMLdWtk,2022-12-01,41.0,1.0,850.0,0.9973995685577391,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p5LEgITbIo8,2023-04-06,81.0,14.0,6091.0,-0.9923741221427916,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VbHr2u6b2_U,2022-07-30,245.0,34.0,12228.0,-0.9935582280158995,Sakshi,bhuma akhila priya,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
N2xeyr8n_pc,2023-03-17,220.0,2.0,894.0,-0.9982383251190186,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p2oaraHhlzE,2021-02-21,267.0,1.0,2013.0,0.9939165711402892,Sakshi,bhuma akhila priya,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7g7TGiuYgZQ,2023-01-05,387.0,0.0,2042.0,-0.9988512992858888,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iSUNkyAemVI,2023-01-12,91.0,0.0,2484.0,-0.992363214492798,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9JZRxgeOdR0,2023-03-12,719.0,6.0,1270.0,-0.9932562112808228,Sakshi,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qt2_Y8ThYD8,2023-03-10,193.0,2.0,1889.0,-0.9975685477256776,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gvaDdUoemI0,2021-02-18,291.0,4.0,4608.0,-0.9933155179023744,Sakshi,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPlI1lrQxSw,2023-02-13,315.0,1.0,1661.0,-0.9944420456886292,ABN,bhuma akhila priya,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ePMKkn85OMA,2023-03-03,145.0,1.0,519.0,-0.9937352538108826,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ezq3Wh_Erpc,2023-01-10,187.0,1.0,1666.0,-0.9779850244522096,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PLUwDgr5os0,2023-02-21,306.0,213.0,281930.0,-0.9992271661758424,TV9,bhuma akhila priya,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
q_n-R8MHSPU,2022-10-29,137.0,32.0,27272.0,-0.998920202255249,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
u3Dintt6T5E,2023-04-09,261.0,2.0,2668.0,-0.9878968000411988,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6Hk-g9Bzi0E,2023-04-19,70.0,0.0,1887.0,-0.9910596013069152,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l48wECnKYYg,2023-03-03,294.0,2.0,4080.0,0.9887323379516602,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8sRs0bHnaEA,2022-10-18,291.0,4.0,4685.0,0.9983772039413452,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_E1WEDDdxiE,2023-01-30,142.0,149.0,180197.0,0.9986989498138428,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EaFL1jTEv0U,2022-12-31,239.0,2.0,36144.0,-0.9927859902381896,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-jodZf5oGZA,2022-09-08,293.0,1.0,1875.0,-0.9983090162277222,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rC-9d86lZgc,2023-04-21,307.0,4.0,6736.0,0.992490828037262,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iZCBDPPhMsY,2023-02-14,315.0,12.0,6479.0,0.9956349730491638,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xbYBSUBlCWQ,2023-04-09,93.0,0.0,1289.0,0.99871027469635,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lt7PUzOSZzw,2022-11-30,134.0,2.0,879.0,0.994592010974884,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RK5JxCFpmgo,2022-12-24,199.0,2.0,38466.0,0.9983845949172974,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ecASC-_rwac,2023-02-27,195.0,3.0,5074.0,-0.9975897073745728,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
49dFkOUFMoM,2023-01-30,124.0,0.0,1765.0,0.9945381283760072,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e4CnoBQ7-CY,2022-09-29,116.0,7.0,5681.0,-0.9970500469207764,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-mbxZZtQ1fg,2022-11-19,133.0,2.0,694.0,-0.998102605342865,TV9,bhuma akhila priya,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
