ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,raptadu.png,penukonda.png,vizianagaram_.png,jaggayyapeta.png,Srungavarapukota.png,tenali.png,kodur.png,venkatagiri.png,urvakonda.png,vishakapatnam_west.png,kakinada.png,narsapuram_l.png,tadikonda.png,eluru.png,palakollu.png,pulivendula.png,kanigiri.png,kalayan_durg.png,madugula.png,unguturu.png,sattenapalli.png,Venkata_Mahesh.png,prathipadu.png,paturi_nagabhusnam.png,rayachoti.png,paderu.png,nandikotkur.png,tadepalligudem.png,tekkali.png,jammalamadugu.png,pawan.png
CmeXiS3uUZM,2023-03-25,19100.0,1.0,96262.0,-0.8713023662567139,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
j_7GodKY-Ow,2022-11-24,125.0,4.0,3427.0,-0.990224301815033,TV5,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cjaD7T98oKQ,2022-02-03,122.0,121.0,24164.0,0.9951624274253844,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LvaJBYNQYP8,2020-03-04,218.0,1.0,5262.0,-0.9975953698158264,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUxziByOzzA,2020-03-15,162.0,2.0,1667.0,0.9962282180786132,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZGVBaWveOrs,2023-03-26,133.0,1.0,2077.0,0.9954379200935364,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SlZxioBy50o,2023-03-15,220.0,4.0,32854.0,-0.99893456697464,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikp4cmBldCg,2023-03-31,70.0,0.0,500.0,0.998387575149536,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XbufKDAafD8,2022-11-12,596.0,0.0,507.0,0.9983516931533812,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Q0clLJZDXo,2022-12-20,66.0,0.0,2589.0,0.9848371148109436,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zjyk-Sd6Nfc,2023-03-08,285.0,1.0,493.0,-0.9852038621902466,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_ML39PkVBAo,2022-12-21,260.0,4.0,6012.0,0.6311060786247253,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pmIyV1LmzA0,2022-11-24,347.0,1.0,1798.0,-0.9985583424568176,TV5,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RrTtH9eFHV8,2021-06-05,1260.0,13.0,10749.0,-0.980728805065155,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FYtwKUcgcyw,2020-03-14,417.0,1.0,1836.0,0.9838179349899292,Sakshi,Corona,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
u-7msnBHUCQ,2023-01-14,228.0,1.0,14738.0,-0.9956941604614258,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KzthxUAMMeQ,2022-11-20,269.0,5.0,4468.0,-0.990304946899414,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g2JGASBSY28,2020-03-03,206.0,30.0,203346.0,0.984397828578949,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JGhxFWN-Lp0,2023-03-31,7550.0,3.0,31049.0,0.9975534081459044,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U97TFjsyZ5o,2023-04-10,134.0,10.0,2714.0,-0.989396035671234,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nHcBe8_sop4,2022-01-20,311.0,15.0,3381.0,0.9978790283203124,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DotZdtIpKyI,2022-01-07,321.0,2.0,2699.0,0.99320650100708,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S9npJYigyW0,2022-11-27,68.0,0.0,1156.0,-0.9908213019371032,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5yW3srviAc,2023-03-22,315.0,3.0,4136.0,0.993024468421936,TV5,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uxap0ck56jg,2023-02-11,119.0,0.0,1118.0,0.9962093830108644,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kC_v-fIqJLE,2022-11-21,188.0,2.0,12016.0,0.994716227054596,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0EHrYdZz_6I,2022-11-04,321.0,10.0,9182.0,0.996951937675476,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hdt-eKGGfek,2023-04-19,268.0,2.0,5790.0,-0.9820918440818788,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e28SH1vrbOY,2023-03-28,282.0,0.0,692.0,-0.9850984811782836,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHUE7BKbX_k,2023-04-22,191.0,0.0,801.0,-0.9966713786125184,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIyFt3B9TlE,2022-07-07,237.0,0.0,1162.0,0.9961491823196412,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
lN_wmfF7ds8,2023-03-12,266.0,2.0,641.0,0.9975972771644592,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dUM2QL4G4tA,2023-03-08,226.0,0.0,46766.0,-0.9899062514305116,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-rl6g7zzNXs,2020-03-14,270.0,0.0,1527.0,-0.9923381209373474,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GjCN6bmq5y0,2023-03-26,308.0,5.0,4359.0,-0.997774064540863,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PSdrvPOUry0,2023-04-18,2980.0,6.0,91094.0,0.9983285069465636,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x4k5tViwCvQ,2023-01-10,69.0,0.0,756.0,0.9960307478904724,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cOFXhPqI7n8,2023-02-26,229.0,0.0,322.0,0.9975700974464417,TV5,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VZbIji2r2uc,2022-12-26,163.0,0.0,3710.0,-0.9935100674629213,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xG9Q9g5mmF4,2022-12-09,245.0,4.0,2185.0,-0.9947564601898192,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1nwDE7I5nY,2022-12-26,114.0,4.0,3261.0,-0.9913641214370728,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oy0h4liF3eQ,2022-12-23,239.0,4.0,3402.0,0.9480328559875488,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hfMyioXUEh4,2023-01-05,177.0,5.0,49964.0,-0.985933482646942,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afi48hSx6sA,2022-12-27,210.0,0.0,27705.0,-0.9972212314605712,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M8HB9dfpv0A,2020-03-14,838.0,0.0,1075.0,0.9985870122909546,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g4x_ArUI_io,2020-03-07,274.0,3.0,3822.0,-0.988909900188446,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eqsp8MEc9fo,2022-10-12,316.0,42.0,15494.0,0.998273491859436,TV5,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gTriCkcIFf0,2022-12-23,198.0,0.0,3180.0,0.9818817973136902,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sTbcH8w9zlg,2023-03-29,356.0,0.0,573.0,0.998166799545288,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ge0JAfTjOlI,2023-01-25,228.0,2.0,175.0,-0.9890974760055542,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AaEmlxQvCPo,2020-03-05,279.0,0.0,826.0,-0.9944086670875548,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WOq1v8FO6vA,2023-03-28,280.0,0.0,354.0,0.9965001344680786,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eGew03LLz4s,2023-03-30,122.0,1.0,4853.0,-0.994761049747467,TV5,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xzy0GCAfYlI,2023-01-12,141.0,0.0,793.0,-0.9844245910644532,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ondKzKMKG9M,2020-03-15,271.0,16.0,10322.0,0.9958446621894836,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fi4yhNtQg-U,2022-01-22,124.0,90.0,33911.0,-0.9960814118385316,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ftaf8ZyH8Fc,2023-03-24,95.0,0.0,1529.0,-0.9453644156455994,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7egIhgtol5U,2022-12-14,219.0,5.0,42198.0,-0.9954276084899902,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ON8aVIYhn60,2021-09-17,170.0,17.0,15662.0,0.9917579293251038,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l1nWz71F998,2022-12-22,263.0,1.0,515.0,-0.9896827936172484,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hIp8tk0nxIU,2022-11-10,182.0,2.0,1022.0,-0.9979155659675598,TV5,Corona,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
li8WoDBEeDY,2023-02-07,337.0,4.0,1243.0,-0.9983482360839844,ABN,Corona,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
pCtgnbt64ZI,2022-11-18,554.0,3.0,1325.0,0.9952687621116638,TV9,Corona,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GACCi472Flk,2023-03-27,55.0,4.0,20209.0,-0.9928311109542848,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPBMgKa86TA,2022-12-21,143.0,4.0,2657.0,-0.983567476272583,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yvp4V-37lKk,2021-12-30,369.0,7.0,2573.0,0.9881121516227722,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
uDTi4Sj_imU,2021-08-14,286.0,3.0,2936.0,0.9944728016853333,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AkHXhUNjyx0,2022-12-27,52.0,2.0,5465.0,-0.9964727759361268,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lYv5SlN3uyc,2021-07-06,318.0,5.0,6405.0,0.9914118051528932,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k9G9FAOZ4_k,2023-03-29,129.0,2.0,4853.0,-0.9915524125099182,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vojh2ucVYyA,2023-04-08,155.0,5.0,908.0,-0.9942658543586732,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sZch_qt7BYg,2023-03-27,284.0,2.0,3607.0,-0.990240216255188,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0_O1v8TlUQk,2023-01-20,6050.0,0.0,23893.0,-0.994507610797882,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yHXtV4BgM_c,2023-01-05,226.0,30.0,164406.0,-0.9968475699424744,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wHWJ1Y5Tydg,2020-03-06,202.0,0.0,466.0,-0.9753771424293518,Sakshi,Corona,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
SfAi3YE4RZ8,2023-04-19,145.0,2.0,2328.0,-0.9938684105873108,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2U7XfBG4kQc,2020-03-16,132.0,9.0,2622.0,-0.999486207962036,Sakshi,Corona,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
9up_g4SvRkM,2023-02-21,74.0,1.0,718.0,0.9977930784225464,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E5Zbh2QYa2U,2023-04-07,311.0,12.0,8097.0,-0.999440371990204,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
wNVYYXR97ZY,2023-03-25,12860.0,2.0,30510.0,0.9900415539741516,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
983hdxuUEVY,2022-10-18,310.0,11.0,14380.0,-0.9952281713485718,TV5,Corona,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
srpFhQNhks8,2023-04-16,207.0,1.0,555.0,-0.7951145768165588,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XBd_u4A4YJU,2023-01-11,285.0,4.0,2991.0,-0.9947649240493774,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
DH72r-nVeJE,2023-04-11,287.0,2.0,1074.0,-0.981310486793518,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VGL6vSaLGR0,2023-04-19,118.0,0.0,1203.0,-0.9919667840003968,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p4IzH8Fb_hA,2023-02-20,311.0,0.0,633.0,-0.9935382008552552,Sakshi,Corona,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
4vhRpnVmS6k,2023-03-25,198.0,6.0,1407.0,-0.9970473647117616,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O61rQEq2XTI,2022-01-11,332.0,2.0,3016.0,0.9943897128105164,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dVnz9ETS3Rw,2022-09-30,293.0,0.0,1330.0,0.9986762404441832,TV5,Corona,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
UG8Fy7xi_U0,2023-04-22,75.0,0.0,288.0,0.9943918585777284,TV5,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z4_jOx8oqkg,2023-02-26,309.0,0.0,1096.0,0.9988387227058412,TV9,Corona,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
wv02glQzddA,2023-04-15,51.0,1.0,1036.0,0.9850756525993348,TV5,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOer1MvYBT0,2022-12-22,261.0,1.0,1736.0,0.9950401186943054,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
so5kDO_DQrE,2022-12-29,34864.0,18.0,410334.0,-0.9802557229995728,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RiJcYLYjXL0,2023-03-26,4790.0,1.0,33930.0,0.9970996379852296,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RoU9y1WVMrk,2023-03-06,248.0,5.0,1209.0,-0.9961242079734802,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
x4rpIIRSL-U,2022-11-26,284.0,2.0,2564.0,-0.9873917698860168,TV5,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9O7wRtAim90,2023-03-12,274.0,3.0,2356.0,-0.9990148544311525,TV5,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
dQiPN3mhd_U,2022-10-23,248.0,0.0,1333.0,-0.9971721768379213,TV5,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
jR1TqU6c38Q,2022-12-24,356.0,1.0,2533.0,-0.9954375624656676,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOorQ1Dk_oc,2023-01-01,132.0,7.0,8880.0,-0.9948986172676086,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
XjPdlBsrZBY,2022-12-21,179.0,1.0,3466.0,0.9983139038085938,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oeu-iQsCgDQ,2022-12-26,266.0,1.0,2166.0,-0.8775215744972229,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GdfbXVLhgaE,2022-12-14,47.0,1.0,3449.0,-0.9965492486953736,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B4hcJBHxkN8,2023-01-01,42895.0,13.0,114327.0,0.9951919317245485,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eWMYT_VH4E4,2022-12-22,277.0,0.0,3725.0,0.9927698969841005,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ruaZsIoYdo8,2023-03-27,121.0,2.0,2311.0,0.980183482170105,TV5,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DiZVuMBnVL0,2022-12-22,227.0,6.0,6658.0,0.9786479473114014,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
wYeiO_s-EH4,2023-04-10,200.0,0.0,1827.0,-0.9872782230377196,TV5,Corona,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2GRPDwmpHcg,2023-03-06,348.0,0.0,192.0,-0.9984702467918396,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dcMfgiiRma4,2022-05-04,350.0,7.0,12549.0,0.998793363571167,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7Sp3VvsmeRc,2023-04-07,185.0,2.0,2424.0,0.9979707598686218,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H43LZBe0iIc,2022-12-23,209.0,12.0,127954.0,0.9782228469848632,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dsL-mSFVvxo,2022-12-27,142.0,3.0,3838.0,0.9978615641593932,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XvKKmWNARn4,2023-04-10,12495.0,9.0,78357.0,-0.9884846806526184,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B7ZjMXNTK3s,2022-11-17,228.0,0.0,4830.0,0.9973899722099304,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8xpfUmfob_4,2023-01-13,287.0,0.0,780.0,-0.9983546137809752,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qe5388ZFLW4,2023-01-04,240.0,1.0,1707.0,0.5268768668174744,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-Kv878I3Pjs,2023-01-23,462.0,2.0,2321.0,0.9949788451194764,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h3pYFx8BFBk,2023-04-01,79.0,3.0,1906.0,0.9985199570655824,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lsE9HDzJb-Q,2022-11-02,291.0,0.0,1060.0,0.9961054921150208,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JudN9sOkxtQ,2023-03-25,157.0,1.0,4029.0,-0.9952558875083924,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VhEIG2Ekrdc,2023-03-28,288.0,0.0,458.0,-0.9970790147781372,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
