ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,raptadu.png,penukonda.png,vizianagaram_.png,jaggayyapeta.png,Srungavarapukota.png,tenali.png,kodur.png,venkatagiri.png,urvakonda.png,vishakapatnam_west.png,kakinada.png,narsapuram_l.png,tadikonda.png,eluru.png,palakollu.png,pulivendula.png,kanigiri.png,kalayan_durg.png,madugula.png,unguturu.png,sattenapalli.png,Venkata_Mahesh.png,prathipadu.png,paturi_nagabhusnam.png,rayachoti.png,paderu.png,nandikotkur.png,tadepalligudem.png,tekkali.png,jammalamadugu.png,pawan.png
BryGMKH3448,2022-12-27,440.0,0.0,403.0,0.9941097497940063,TV9,Corona,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xywqKQPM83g,2022-12-27,291.0,1.0,4471.0,0.997244358062744,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_eyk7mq_1m4,2022-11-04,529.0,2.0,1228.0,-0.9951933026313782,TV5,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
MwKDrUgWJG0,2022-12-23,232.0,22.0,66992.0,-0.9908654093742372,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iL581SnsWhE,2022-01-23,327.0,99.0,26335.0,-0.9969287514686584,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
jwr42Zn6pTw,2021-08-12,254.0,3.0,2681.0,0.994456112384796,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lJ1R9xjwAxA,2022-12-24,19760.0,6.0,218381.0,-0.987204372882843,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LesyqMUHYW4,2022-12-27,271.0,0.0,2434.0,-0.9989769458770752,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4sFavX-z2FE,2021-12-30,266.0,21.0,2527.0,0.996360719203949,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8oxVlV83UW0,2021-07-26,298.0,0.0,3574.0,0.9959816932678224,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2dTMJNiunNw,2022-07-15,211.0,7.0,1994.0,0.9975922107696532,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
kTxG9vz0qx0,2021-10-23,331.0,3.0,2303.0,0.9847560524940492,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xw0O1foV39M,2023-01-13,257.0,2.0,4342.0,0.9767341613769532,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FjJhtlOUGKw,2021-12-06,315.0,0.0,3326.0,-0.9920973777770996,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72u0nKLaG40,2022-05-02,318.0,2.0,2185.0,0.9921452403068542,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmVqcBn6JSk,2022-12-26,111.0,12.0,27391.0,-0.9891112446784972,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AfAb4I9rcPQ,2021-11-12,63.0,7.0,2541.0,-0.9979458451271056,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rkQY-sz2e6Y,2022-12-22,208.0,3.0,1100.0,-0.998534083366394,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RuOVQy7J15w,2022-10-31,220.0,0.0,1234.0,0.9977585077285768,TV5,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BcyohDYrVPw,2021-06-21,2541.0,112.0,12695.0,0.9891743659973145,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i80tvzW1bWE,2022-12-22,262.0,1.0,1045.0,0.992023468017578,TV9,Corona,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TDC-ldvhfu8,2022-12-22,262.0,3.0,8442.0,-0.9949280023574828,TV9,Corona,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4S0-bAcTnkI,2022-03-10,115.0,173.0,113433.0,-0.9991409778594972,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bArlfnVmhjs,2019-12-23,282.0,2.0,955.0,0.9949355721473694,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zTtg9c8AN7k,2020-03-05,51.0,12.0,5989.0,0.9898678064346312,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sKHNl206as8,2019-12-21,104.0,0.0,503.0,0.9984605312347412,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t8dthiRs8f0,2022-12-21,12210.0,4.0,45040.0,-0.9952697157859802,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zFNToqJB7dw,2022-10-31,164.0,1.0,3385.0,0.9960737228393556,TV5,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eANaDuhLDD4,2023-01-31,295.0,82.0,59501.0,-0.9977820515632628,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
aQAgKrqICMg,2022-12-22,176.0,1.0,10932.0,-0.99289470911026,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iIgdHuGT-8w,2023-03-07,330.0,1.0,612.0,-0.9951542615890504,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
edO3W4WqzVk,2023-03-31,125.0,2.0,3872.0,0.8773645758628845,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uo_YrR2u7Bc,2023-03-25,90.0,1.0,1006.0,0.9961848855018616,TV5,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ioQYIyOuNlc,2023-03-29,67.0,1.0,11090.0,-0.9399445056915284,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3imO0xsGTFE,2022-08-23,283.0,41.0,24009.0,0.9958283305168152,Sakshi,Corona,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
bSNbR188CdY,2020-03-05,273.0,0.0,922.0,-0.9807559847831726,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wkr52gcpTP4,2022-11-18,74.0,1.0,422.0,0.9910027980804444,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6_3FHE-nc4g,2022-12-27,128.0,0.0,1221.0,-0.9932443499565125,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z8wSIGGkro8,2023-03-12,93.0,1.0,1469.0,-0.994376540184021,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZWOZdOF0FY0,2022-12-21,193.0,18.0,17191.0,0.9799625873565674,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26EfjcChm0E,2023-04-18,87.0,0.0,465.0,-0.9759111404418944,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNxtHN6rGtw,2022-12-21,203.0,3.0,1192.0,0.9411800503730774,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSeIAlRAIIc,2022-10-19,66.0,0.0,459.0,-0.998117446899414,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ifl6OawwWBY,2023-04-13,1890.0,5.0,25590.0,-0.9932716488838196,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sb-zcZbESAs,2022-11-22,343.0,18.0,172926.0,0.9620472192764282,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9jU9Jeo7BKk,2020-03-17,56.0,10.0,6729.0,0.99201899766922,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gOusMwuXsoo,2020-03-03,751.0,0.0,1053.0,0.997229278087616,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0fJ8IbJWgDI,2020-03-06,152.0,0.0,5820.0,0.9949994087219238,Sakshi,Corona,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
lmVe0uHRtW8,2023-04-07,114.0,2.0,1252.0,0.9973130822181702,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R2FN0yUtFwo,2023-03-09,270.0,1.0,501.0,-0.9884353876113892,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
j3_UGsDgG90,2023-04-13,31.0,0.0,2252.0,-0.9942185878753662,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ImdRos5GbNU,2022-11-12,501.0,8.0,2717.0,-0.9916098713874816,TV5,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iIjoW1VPadA,2022-08-02,351.0,3.0,2812.0,-0.9980102181434632,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
wPqp7F9pUds,2023-01-19,71.0,0.0,1059.0,0.9844405651092528,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Id39UlUvKUU,2022-11-25,208.0,0.0,58301.0,-0.996977686882019,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEqfnl3Oh_U,2023-03-06,200.0,1.0,4965.0,-0.9937291145324708,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NbkKsHECnak,2023-03-25,262.0,2.0,1500.0,-0.9953235983848572,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40i3iE4aUbA,2022-10-21,497.0,0.0,486.0,-0.9915086030960084,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c1StCmbqhKE,2022-12-22,285.0,20.0,15385.0,0.9930222630500792,ABN,Corona,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
n_KxFDik0GI,2022-08-29,277.0,27.0,6454.0,-0.9944104552268982,TV5,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jJOIILDc5kM,2021-08-19,294.0,3.0,3681.0,-0.9979537725448608,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0qM8X_vhFGU,2023-03-03,320.0,19.0,7827.0,0.9923635721206664,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BkgqUQYC738,2023-04-10,126.0,4.0,13055.0,0.9853324294090272,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hf9KkSGo-jM,2023-01-23,123.0,0.0,1059.0,-0.9960508942604064,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eBWV14waToE,2022-12-21,98.0,2.0,1933.0,0.997403085231781,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pnLNkqxziCg,2022-12-25,3069.0,0.0,38323.0,0.9843001961708068,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rUa5HhcDH5w,2023-04-05,125.0,1.0,1427.0,0.9977287650108336,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kAeW7qC0eEs,2022-10-18,194.0,1.0,3451.0,-0.9852563142776488,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhecyJzzlYQ,2023-04-17,220.0,7.0,33402.0,-0.9979484677314758,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R9Wg0nqqsyU,2023-03-26,12705.0,2.0,55139.0,0.9970996379852296,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
borXax8X-UY,2023-03-24,60.0,5.0,10334.0,0.9902839064598083,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fsyqanP67TA,2020-03-14,192.0,2.0,11976.0,-0.9976254105567932,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uip7lntce7c,2022-12-21,225.0,26.0,52751.0,-0.9875836968421936,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hQC5MhqyCag,2023-01-03,160.0,4.0,3922.0,0.9848784804344176,TV5,Corona,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FeEzjXH33R4,2020-03-16,197.0,62.0,115022.0,-0.9831398129463196,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
folpGzW_-Gk,2022-10-31,292.0,2.0,1902.0,-0.9987263083457948,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GM3zIZjHMPo,2023-01-01,8140.0,4.0,36563.0,0.9773595929145812,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEnz_ytcBq0,2023-02-08,329.0,25.0,9941.0,-0.9917650818824768,TV5,Corona,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chQKUzvcb6c,2023-02-13,197.0,0.0,711.0,-0.9906952381134032,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gVFmR1edHW4,2022-11-18,227.0,4.0,108786.0,0.9892858862876892,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_vu7-dFn6vI,2022-11-18,167.0,6.0,493.0,-0.9933926463127136,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5K78p50oiqU,2022-03-04,325.0,87.0,45661.0,0.9979585409164428,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VD-NdX-a3ZQ,2023-04-17,160.0,2.0,1139.0,-0.9984520673751832,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
21HzhKrJn08,2023-04-13,35.0,0.0,2505.0,-0.9908064007759094,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zb9O0U7MFiA,2023-03-25,611.0,0.0,2631.0,0.9951446652412416,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TLX0-q9mKcQ,2022-12-01,231.0,2.0,22348.0,-0.9966452717781068,TV9,Corona,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI5Ezoytkic,2022-03-24,294.0,0.0,8810.0,-0.9982353448867798,Sakshi,Corona,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lnS1arfTkC4,2023-01-18,5198.0,10.0,43156.0,-0.9978772401809692,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MuRwEKSTVFg,2022-01-13,67.0,149.0,101158.0,0.9970340728759766,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03WZkL5eh-s,2023-02-09,222.0,0.0,2879.0,0.9967105388641356,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DF0Cc-bkyv0,2023-02-12,316.0,34.0,48267.0,0.9969791173934937,TV5,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ys0lDC3ak4c,2021-11-27,360.0,2.0,2891.0,0.9948443174362184,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NmU_uheL-z8,2023-04-12,7665.0,6.0,36321.0,-0.988884687423706,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UXJJc_mgmUo,2023-04-08,241.0,2.0,2064.0,0.9978784322738647,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23M7DiyxVJo,2021-08-11,264.0,1.0,1931.0,-0.9948581457138062,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0nH9wN3l7NU,2022-12-25,154.0,0.0,703.0,0.9986363053321838,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yu_dp09gPSw,2023-02-27,291.0,0.0,1274.0,0.9982293248176576,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
WbOay2hwwKM,2023-01-06,320.0,0.0,3230.0,-0.9987573623657228,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H49SGDR9OmA,2022-12-25,271.0,0.0,467.0,0.9936577677726746,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4glrJ3Hoovk,2023-03-13,115.0,3.0,3291.0,-0.9968955516815186,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YWspyxFt_m8,2023-03-28,316.0,0.0,717.0,0.9927064776420592,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XSxd6Vk4d6o,2023-04-09,208.0,0.0,3027.0,-0.9969070553779602,TV5,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VnJKzATV8Wc,2022-10-24,180.0,8.0,9646.0,0.9979396462440492,TV5,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDPDKlp8hY0,2021-08-08,313.0,5.0,3942.0,0.9958386421203612,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOrf_PCCymU,2020-03-05,129.0,3.0,845.0,-0.9925163388252258,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1ub4qb81YAg,2022-12-24,161.0,6.0,2965.0,-0.9987751841545104,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
_zotpfALf4U,2020-03-16,232.0,8.0,2237.0,0.9964620471000672,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yzyV27-j45c,2023-04-22,208.0,4.0,1585.0,-0.9879847764968872,TV9,Corona,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
lfvvHPaSYCw,2022-11-21,84.0,0.0,874.0,0.994915246963501,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SrfZixJ1F7k,2020-03-07,1596.0,7.0,7632.0,0.9930075407028198,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_OhWx2GiVjc,2022-12-20,197.0,0.0,17031.0,0.9787841439247132,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2bI2JXVO3M4,2023-04-04,229.0,0.0,6704.0,0.9984232187271118,TV5,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4g-NpwZKlzg,2022-12-21,33140.0,19.0,826235.0,-0.9930933713912964,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3V9G5T2R9YQ,2021-06-25,329.0,32.0,6178.0,0.9579599499702454,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2vu-m6BMFt8,2023-03-28,237.0,1.0,2471.0,-0.9975409507751464,TV5,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5IaFYAa2Fyc,2023-04-22,51.0,0.0,402.0,-0.9975770115852356,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0L9wMIBX7nY,2023-03-27,8350.0,23.0,205859.0,-0.7745112776756287,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ha_HQ76rWt4,2023-02-25,61.0,29.0,8648.0,-0.9972353577613832,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zmc5lwqCwaA,2023-02-28,70.0,1.0,1623.0,-0.982299506664276,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F-r2nBavVJ0,2023-04-20,286.0,2.0,1977.0,0.9962564706802368,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hhGd5mQM_rk,2023-01-12,341.0,4.0,5394.0,0.9986011385917664,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TDsMzGOO7QA,2022-12-20,204.0,18.0,21626.0,-0.993137001991272,TV9,Corona,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
jtxnq9MiCUg,2023-02-24,130.0,1.0,3968.0,-0.9981807470321656,TV5,Corona,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
