ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,tenali.png,kodur.png,pulivendula.png,Venkata_Mahesh.png,myalavaram.png
lN9bfmgpp7o,2022-11-17,331.0,24.0,16370.0,0.9945011138916016,TV5,Devineni Uma,0,0,0,0,0
4AxS_2eMbsM,2022-12-28,395.0,51.0,25764.0,-0.9970933198928832,TV9,Devineni Uma,0,0,0,0,0
rhS81xN5aBU,2023-02-10,32.0,1.0,6448.0,0.9960837364196776,TV9,Devineni Uma,0,0,0,0,0
Vv_vn5KPtbM,2023-03-23,342.0,1.0,1487.0,0.9967772364616394,TV9,Devineni Uma,0,0,0,0,0
UyZCIylGPc4,2023-01-29,1172.0,0.0,1586.0,-0.9977351427078248,TV5,Devineni Uma,0,0,0,0,0
Y7I_5e-qt00,2022-12-17,165.0,5.0,2844.0,-0.9975298047065736,ABN,Devineni Uma,0,0,0,0,0
TzucSIDgYoM,2023-02-06,232.0,0.0,1562.0,0.99772709608078,TV9,Devineni Uma,0,0,0,0,0
qXjjk38Xyvk,2022-11-26,174.0,18.0,26033.0,0.9872137308120728,TV9,Devineni Uma,0,0,0,0,0
HFQXMIw0hZk,2023-02-07,137.0,1.0,606.0,0.9982081651687622,TV5,Devineni Uma,0,0,0,0,0
sM81Enxy4Wc,2023-01-30,166.0,0.0,654.0,0.9982886910438538,ABN,Devineni Uma,0,0,0,0,0
hbFOREkr7JU,2023-02-28,77.0,1.0,5934.0,0.9976661205291748,TV5,Devineni Uma,0,0,0,0,0
YNZj9nSFjHQ,2023-04-02,90.0,2.0,3123.0,0.9861345887184144,TV9,Devineni Uma,0,0,0,0,0
FefhW4Ut22E,2022-09-29,115.0,0.0,3204.0,0.99586820602417,TV5,Devineni Uma,0,0,0,0,0
X7_KM0R_0tc,2022-09-14,225.0,0.0,993.0,-0.9677715301513672,TV5,Devineni Uma,0,0,0,0,0
GIF17l-QXQQ,2022-12-16,61.0,0.0,1876.0,-0.9993046522140504,ABN,Devineni Uma,0,0,0,0,0
u_AynWG43NQ,2022-12-17,228.0,4.0,69530.0,-0.9956639409065248,TV9,Devineni Uma,0,0,0,0,0
Oo2dMS5P9u0,2023-01-18,426.0,49.0,101689.0,-0.9965732097625732,Sakshi,Devineni Uma,0,0,0,0,0
QeuYG2sI6vY,2023-03-23,120.0,4.0,6214.0,0.99811589717865,ABN,Devineni Uma,0,0,0,0,0
gSTg8GO7UZU,2023-04-05,59.0,0.0,594.0,0.998626470565796,TV9,Devineni Uma,0,0,0,0,0
Re7WqcyPyUk,2022-09-11,221.0,8.0,5136.0,-0.9967190623283386,TV5,Devineni Uma,0,0,0,0,0
Xw_4xaZ9s50,2023-04-01,125.0,3.0,4819.0,-0.969343900680542,TV5,Devineni Uma,0,0,0,0,0
oLNkJBZKMsY,2023-03-22,279.0,21.0,3001.0,-0.9925423860549928,TV9,Devineni Uma,0,0,0,0,0
ttOm9Kmz_D0,2023-01-21,100.0,1.0,1319.0,0.9811764359474182,TV9,Devineni Uma,0,0,0,0,0
pLq2MSiVXqU,2023-04-09,731.0,21.0,27441.0,0.9974417686462402,Sakshi,Devineni Uma,0,0,0,0,0
Rj6_78gIRsY,2022-10-07,329.0,8.0,3053.0,-0.9979896545410156,TV5,Devineni Uma,0,0,0,0,0
EnbsZKZLqTw,2023-02-19,96.0,0.0,2967.0,0.990729033946991,TV5,Devineni Uma,0,0,0,1,0
Dc9vJTsh2kU,2022-07-21,182.0,7.0,2398.0,0.9696957468986512,Sakshi,Devineni Uma,0,0,1,0,0
qLWq66ob50s,2022-12-02,194.0,0.0,696.0,-0.9961125254631042,ABN,Devineni Uma,0,0,0,0,0
w3JiAZgqKU4,2023-03-13,131.0,0.0,3115.0,0.9983201622962952,TV5,Devineni Uma,0,0,0,0,0
xbACCC8YT0Y,2022-09-11,100.0,0.0,1469.0,0.9958680868148804,TV5,Devineni Uma,0,0,0,0,0
vAYBTB5NBb0,2023-01-26,169.0,0.0,1396.0,0.9969807267189026,TV9,Devineni Uma,0,0,0,0,0
bKT9iX4ZYZ4,2023-04-17,131.0,0.0,377.0,0.9967967867851256,TV5,Devineni Uma,0,0,0,0,0
HLI-qkwgZLI,2022-07-25,172.0,21.0,4642.0,-0.9973328113555908,Sakshi,Devineni Uma,0,0,0,0,0
28-mpFQsr1Y,2022-11-29,278.0,0.0,1056.0,0.998263657093048,TV5,Devineni Uma,0,0,0,1,0
GU2DhxCVNiQ,2023-02-25,90.0,0.0,1058.0,-0.9968342185020448,TV5,Devineni Uma,0,0,0,0,0
3CCO9I41cFQ,2022-09-13,237.0,2.0,1660.0,-0.9986322522163392,TV5,Devineni Uma,0,0,0,0,0
OPQVkH0LQEI,2022-09-06,80.0,0.0,6582.0,0.9960975050926208,TV5,Devineni Uma,0,0,0,0,0
QEkGRV_EScE,2022-11-21,254.0,0.0,2432.0,0.9861149787902832,TV5,Devineni Uma,0,0,0,0,0
iJJxk_e8psU,2023-02-22,720.0,0.0,2529.0,0.991024374961853,TV5,Devineni Uma,0,0,0,0,0
a5KKerGd9cc,2022-11-26,228.0,63.0,15875.0,-0.9979959726333618,ABN,Devineni Uma,0,0,0,0,0
uf_FL87YiBQ,2023-04-13,192.0,1.0,1176.0,-0.9994068145751952,TV9,Devineni Uma,0,0,0,0,1
PWZARA8YL1k,2022-10-26,105.0,0.0,1207.0,-0.9894713163375854,TV5,Devineni Uma,0,0,0,0,0
CJ77aU3a-Qw,2023-01-01,234.0,0.0,778.0,0.9980886578559875,TV5,Devineni Uma,0,0,0,0,0
vj-kow0w6uE,2023-04-09,27.0,0.0,937.0,0.9949032068252563,TV9,Devineni Uma,0,0,0,0,0
HRNbSXRFCik,2023-03-12,328.0,7.0,2941.0,0.9692771434783936,Sakshi,Devineni Uma,0,0,0,0,0
0H0x267NEro,2022-07-21,489.0,69.0,37135.0,-0.9943901896476746,Sakshi,Devineni Uma,0,0,0,0,0
IUXnT9EIAzo,2023-04-18,337.0,0.0,2519.0,0.9889724850654602,TV9,Devineni Uma,0,0,0,0,0
1uMiRxCAMWo,2023-01-18,209.0,4.0,1312.0,-0.9973944425582886,TV9,Devineni Uma,0,0,0,0,0
G9Daiak2rls,2022-11-26,70.0,0.0,897.0,-0.999455988407135,TV9,Devineni Uma,0,0,0,0,1
Tyqqd1KkWM4,2023-01-13,172.0,0.0,2613.0,-0.9932175278663636,TV9,Devineni Uma,1,0,0,1,0
S5_KTX32HO8,2023-01-07,218.0,3.0,64200.0,-0.997812271118164,TV9,Devineni Uma,0,0,0,0,0
D3xSNGQYVJ4,2022-12-22,18.0,1.0,13949.0,-0.9979984164237976,TV9,Devineni Uma,0,0,0,0,0
61fsdKPHNmo,2022-11-04,70.0,0.0,1208.0,-0.9952054023742676,TV5,Devineni Uma,0,0,0,0,0
PTPFTWd_RUY,2023-02-12,285.0,13.0,5836.0,-0.9993700385093688,TV5,Devineni Uma,0,0,0,0,0
vQOGUXuqV8s,2023-04-06,65.0,0.0,624.0,0.9984788298606871,TV9,Devineni Uma,0,0,0,0,0
6LDPEUzPu9k,2022-12-03,73.0,1.0,723.0,0.9986781477928162,TV9,Devineni Uma,0,0,0,0,0
1aF6SPTwDx4,2022-09-06,361.0,0.0,1978.0,0.9987336993217468,TV5,Devineni Uma,0,0,0,0,0
NUQrFUyS48o,2022-08-26,60.0,121.0,247829.0,0.997995376586914,TV5,Devineni Uma,0,0,0,0,0
OXyUiq1gdV0,2021-12-16,334.0,1.0,2064.0,0.9970034956932068,Sakshi,Devineni Uma,0,0,0,0,0
u6cKi5fPIDw,2023-04-19,155.0,3.0,1501.0,-0.9977065324783324,TV5,Devineni Uma,0,0,0,0,0
f4BVsNkiuyo,2022-06-24,277.0,203.0,120644.0,-0.9981043338775636,Sakshi,Devineni Uma,0,0,0,0,0
Hca6nQni3ms,2023-03-24,151.0,3.0,2174.0,-0.9444840550422668,TV9,Devineni Uma,0,0,1,0,0
wbGCw5WvGKg,2023-04-04,223.0,2.0,1202.0,-0.9976231455802916,ABN,Devineni Uma,0,0,0,0,0
2B9iOT1Hefc,2023-03-13,40.0,0.0,3236.0,0.9988161325454712,TV9,Devineni Uma,0,0,0,0,0
iAdcizFZMKo,2019-12-27,333.0,51.0,565548.0,0.9980785846710204,Sakshi,Devineni Uma,0,0,0,0,0
Rve9Fhmyva0,2023-02-12,20594.0,0.0,7825.0,0.9883142709732056,TV5,Devineni Uma,0,0,0,0,0
LHjmisBhHIk,2022-12-08,412.0,1.0,1895.0,-0.9977309107780457,ABN,Devineni Uma,0,0,0,0,0
4LtmTrR45k0,2023-01-15,210.0,3.0,53840.0,0.9953296184539796,TV9,Devineni Uma,0,0,0,0,0
clptP70PPrA,2023-03-05,5255.0,3.0,9553.0,-0.9907637238502502,TV9,Devineni Uma,0,0,0,0,0
e36e7igrSDE,2022-11-01,188.0,0.0,2227.0,-0.9867141842842102,ABN,Devineni Uma,0,0,0,0,0
z2WI8fP0Pco,2022-11-12,70.0,1.0,2243.0,0.9984435439109802,TV5,Devineni Uma,0,0,0,0,0
4PRWJb_SGLI,2022-12-09,3370.0,2.0,3541.0,0.9948392510414124,TV5,Devineni Uma,0,0,0,0,0
C5x1lFnsVo8,2022-03-05,139.0,18.0,15662.0,-0.997678816318512,Sakshi,Devineni Uma,1,0,0,0,1
yPnqCc1H6Cc,2023-04-02,126.0,3.0,3577.0,-0.9975027441978456,TV9,Devineni Uma,0,0,0,0,0
LR8yVAUlNi8,2022-11-19,110.0,1.0,186.0,0.9947808384895324,ABN,Devineni Uma,0,0,0,0,0
y7MC3SN9m_c,2023-04-03,257.0,6.0,1596.0,-0.998954176902771,ABN,Devineni Uma,0,0,0,0,0
nz6Qf36SJqI,2022-12-21,74.0,0.0,1147.0,-0.9961166381835938,TV9,Devineni Uma,0,0,0,0,1
KjWfyzfuejs,2023-03-23,370.0,4.0,4016.0,0.9982317090034484,ABN,Devineni Uma,0,0,0,0,0
WGJR6kqs6R0,2023-03-09,297.0,7.0,1749.0,-0.9984232187271118,TV9,Devineni Uma,0,0,0,0,0
HepG3VAYCAw,2023-04-06,352.0,1.0,1920.0,-0.9941917061805724,TV9,Devineni Uma,0,0,0,0,1
gyBhq1EbXGs,2022-09-07,110.0,2.0,2805.0,0.9950773119926452,TV5,Devineni Uma,0,0,0,0,0
9WFxOlJECVQ,2023-03-23,290.0,0.0,2817.0,-0.9929897785186768,ABN,Devineni Uma,0,0,0,0,0
QvJ02okZw-c,2022-11-25,201.0,5.0,1497.0,-0.998263657093048,ABN,Devineni Uma,0,0,0,0,0
GX_29Q8dD8s,2023-04-18,170.0,1.0,1289.0,-0.9921332597732544,TV9,Devineni Uma,0,0,0,0,0
sn-vuERSVIo,2023-04-09,272.0,0.0,2071.0,-0.9994787573814392,TV9,Devineni Uma,0,0,0,0,0
8aPdeIQKppc,2023-03-31,277.0,0.0,677.0,-0.8419522047042847,TV9,Devineni Uma,0,0,0,0,0
HDH5lJiJYeU,2022-09-29,120.0,0.0,1360.0,-0.9954662322998048,TV5,Devineni Uma,0,0,0,0,0
dTSvDFw6-oY,2019-12-24,87.0,2.0,616.0,-0.9973604083061218,Sakshi,Devineni Uma,0,0,0,0,0
PkWAA9FQtFw,2023-04-15,67.0,0.0,504.0,0.9973326921463012,TV9,Devineni Uma,0,0,0,0,0
FIrZ9t8-f0o,2022-09-13,42895.0,5.0,58398.0,0.9960973858833312,TV5,Devineni Uma,0,0,0,0,0
E61PNpHEqlo,2023-02-28,164.0,0.0,1124.0,-0.9887967109680176,TV5,Devineni Uma,0,0,0,0,0
yAMeGwFsn7Y,2022-11-20,68.0,0.0,832.0,0.9987106323242188,TV9,Devineni Uma,0,0,0,0,0
U8ldfBc8jDM,2022-11-27,261.0,1.0,1735.0,-0.9992228746414183,ABN,Devineni Uma,0,0,0,0,0
T3Bwgxv6EJg,2023-03-08,109.0,1.0,2626.0,-0.991932451725006,TV5,Devineni Uma,0,0,0,0,0
CoaZMfiQD-0,2023-02-05,151.0,3.0,2577.0,-0.9981836676597596,ABN,Devineni Uma,0,0,0,0,0
RRBkZKUeHdc,2023-03-08,41514.0,0.0,38424.0,0.9976933598518372,ABN,Devineni Uma,0,0,0,0,0
bwcQi54brsk,2023-04-02,121.0,1.0,4445.0,-0.9979590177536012,TV9,Devineni Uma,0,0,0,0,0
wnOmSzS_9w4,2022-12-07,66.0,0.0,296.0,0.9987738728523254,TV9,Devineni Uma,0,0,0,0,0
oE-_v1JqFxo,2023-03-07,100.0,0.0,403.0,0.9988563060760498,ABN,Devineni Uma,0,0,0,0,0
MeTQEkr-Oc4,2022-10-19,132.0,3.0,3820.0,-0.9888582229614258,TV5,Devineni Uma,0,0,0,0,0
DS0FGvL07cQ,2023-02-10,548.0,24.0,35279.0,0.997376561164856,Sakshi,Devineni Uma,0,0,0,0,1
aCY_vcIKrjQ,2023-01-17,209.0,4.0,22455.0,-0.9858289957046508,TV9,Devineni Uma,0,0,0,0,0
ify8mBsK2qc,2022-11-25,210.0,0.0,4230.0,-0.992241144180298,TV9,Devineni Uma,0,0,0,0,1
cvbwm-oKdEA,2023-04-16,179.0,6.0,103767.0,0.99055016040802,TV9,Devineni Uma,0,0,0,0,0
s3pskcKVg2w,2023-03-31,65.0,0.0,564.0,0.9986227750778198,TV9,Devineni Uma,0,0,0,0,0
XOnzTNrSbRs,2023-03-05,230.0,7.0,10453.0,-0.9986464381217957,ABN,Devineni Uma,0,0,0,0,0
eH9cmpCOw9Q,2022-11-25,83.0,2.0,1284.0,-0.9919448494911194,TV9,Devineni Uma,0,0,0,0,0
8W56_AdGWjw,2022-11-19,188.0,4.0,27135.0,-0.9925554394721984,TV9,Devineni Uma,0,0,0,0,0
9E7JpMLdWtk,2022-12-01,41.0,1.0,850.0,0.9973995685577391,TV9,Devineni Uma,0,0,0,0,0
iqoH_2XPhWw,2023-04-10,171.0,5.0,1110.0,-0.9904181361198424,TV9,Devineni Uma,0,0,0,0,0
a-HFprdHPI8,2022-10-02,227.0,3.0,857.0,0.9988080263137816,TV5,Devineni Uma,0,0,0,0,0
C28rWh1eQPo,2022-10-06,80.0,0.0,825.0,0.9984458088874816,TV5,Devineni Uma,0,0,0,0,0
ejenVoDlSfs,2022-11-28,67.0,0.0,2055.0,0.9981753826141356,TV9,Devineni Uma,0,0,0,0,0
uNP-2InpahU,2022-12-10,174.0,0.0,2867.0,-0.9954234957695008,TV9,Devineni Uma,0,0,0,0,0
L971Gb0svvY,2022-12-27,82.0,0.0,1082.0,-0.9961256384849548,TV9,Devineni Uma,0,0,0,0,0
8WTTeY_1VXM,2022-11-20,382.0,0.0,749.0,0.9987308382987976,TV9,Devineni Uma,1,0,0,0,0
RPlI1lrQxSw,2023-02-13,315.0,1.0,1661.0,-0.9944420456886292,ABN,Devineni Uma,0,1,0,0,0
9V4AiVQd0vo,2022-10-20,195.0,0.0,821.0,-0.9968358874320984,ABN,Devineni Uma,0,0,0,0,0
Ezq3Wh_Erpc,2023-01-10,187.0,1.0,1666.0,-0.9779850244522096,ABN,Devineni Uma,0,0,0,0,0
jNKKQ9fluwg,2022-10-20,205.0,97.0,51284.0,-0.9982250332832336,TV5,Devineni Uma,0,0,0,0,0
8sRs0bHnaEA,2022-10-18,291.0,4.0,4685.0,0.9983772039413452,TV5,Devineni Uma,0,0,0,0,0
u46YTQgJqL4,2023-01-30,305.0,0.0,2031.0,-0.9994428753852844,ABN,Devineni Uma,0,0,0,0,0
EaFL1jTEv0U,2022-12-31,239.0,2.0,36144.0,-0.9927859902381896,TV9,Devineni Uma,0,0,0,0,0
rC-9d86lZgc,2023-04-21,307.0,4.0,6736.0,0.992490828037262,TV9,Devineni Uma,0,0,0,0,0
cfYv-BV6-JI,2022-11-25,200.0,0.0,10629.0,-0.991374671459198,TV9,Devineni Uma,0,0,0,0,0
5Iu0QYqOxtk,2023-03-23,250.0,2.0,3211.0,-0.9980248212814332,ABN,Devineni Uma,0,0,0,0,0
XToSesAaojg,2023-01-14,242.0,0.0,369.0,0.9988881945610046,ABN,Devineni Uma,0,0,0,0,0
cL83zegXpXc,2022-12-12,32.0,5.0,18160.0,0.9981691837310792,TV5,Devineni Uma,0,0,0,0,0
4HOeoj6IjTA,2023-03-28,133.0,2.0,759.0,0.9926302433013916,TV9,Devineni Uma,0,0,0,0,0
ptxoOxtGceo,2022-12-20,486.0,8.0,5235.0,-0.998062551021576,TV5,Devineni Uma,0,0,0,0,0
koW2MX8k3wk,2023-03-13,54.0,1.0,381.0,0.9944214224815368,TV5,Devineni Uma,0,0,0,0,0
uBXTO-8kn9Y,2023-02-03,299.0,3.0,2001.0,-0.9192546010017396,TV9,Devineni Uma,1,0,0,0,0
0MghXwlmj00,2022-11-09,365.0,0.0,3044.0,-0.9955291152000428,ABN,Devineni Uma,1,0,0,0,0
wXR3c-ZctUY,2022-09-08,427.0,6.0,4740.0,0.9943038821220398,TV5,Devineni Uma,0,0,0,0,0
AxwgeK_BTaE,2023-01-02,4915.0,2.0,6381.0,-0.99757581949234,TV5,Devineni Uma,0,0,0,0,0
j2CN1IwWubE,2022-12-01,133.0,1.0,1142.0,-0.9899790287017822,TV9,Devineni Uma,0,0,0,0,0
i3PDp3aBXkY,2023-02-16,79.0,0.0,657.0,0.9978297352790833,TV9,Devineni Uma,0,0,0,0,0
i8q2giSRIO4,2023-04-15,272.0,0.0,4925.0,0.9903990030288696,TV9,Devineni Uma,0,0,0,0,0
ySTxdai1xuA,2022-12-09,109.0,7.0,9175.0,0.9437050223350524,TV9,Devineni Uma,0,0,0,0,0
YpXsMYRBqi0,2022-11-18,228.0,3.0,33617.0,-0.9658622145652772,TV9,Devineni Uma,0,0,0,0,0
9rWP4I3swxI,2023-03-31,297.0,538.0,141520.0,0.9982798099517822,TV9,Devineni Uma,0,0,0,0,0
S1GSFR-UctQ,2022-09-05,95.0,0.0,1029.0,0.9671708345413208,TV5,Devineni Uma,0,0,0,0,0
THLhZayj6EU,2022-09-18,80.0,0.0,2401.0,0.9925946593284608,TV5,Devineni Uma,0,0,0,0,0
SNbcK_QVyAE,2023-01-30,8914.0,6.0,10563.0,-0.9977351427078248,TV5,Devineni Uma,0,0,0,0,0
6SyqEAMcGBo,2022-11-07,404.0,1.0,1674.0,-0.9987677335739136,ABN,Devineni Uma,0,0,0,0,0
zkRlUwDLkNY,2023-04-14,79.0,0.0,295.0,0.9976180195808412,TV9,Devineni Uma,0,0,0,0,0
e-yDaekneNU,2022-08-30,80.0,0.0,5021.0,0.9969810843467712,TV5,Devineni Uma,0,0,0,0,0
kQ3Ho_Tubkg,2023-03-23,83.0,1.0,802.0,0.9970731735229492,TV5,Devineni Uma,0,0,0,0,0
3DtPNiMh3a0,2022-09-14,401.0,119.0,76485.0,0.9956772923469543,Sakshi,Devineni Uma,0,0,0,0,0
vqCLjQG3E-0,2023-04-09,151.0,1.0,4562.0,-0.99296772480011,TV9,Devineni Uma,0,0,0,0,0
dI1R0gIU4v4,2022-11-22,220.0,3.0,34300.0,-0.9954896569252014,TV9,Devineni Uma,0,0,0,0,0
-IXF4CD8T7o,2023-02-13,270.0,5.0,4282.0,0.9984591007232666,TV5,Devineni Uma,0,1,0,0,0
lNGXPSGXVDg,2022-12-22,229.0,1.0,69964.0,-0.9928659200668336,TV9,Devineni Uma,0,0,0,0,0
myRrFaRVjes,2023-01-11,71.0,16.0,18826.0,0.9923738837242126,TV5,Devineni Uma,0,0,0,0,0
q9ZmJaD5vVA,2022-10-17,67.0,0.0,360.0,-0.9977025389671326,ABN,Devineni Uma,0,0,0,0,0
mxO2IyftNH8,2023-04-18,52.0,3.0,911.0,0.9984583854675292,TV9,Devineni Uma,0,0,0,0,0
5zDwhAGfEGs,2023-03-31,289.0,25.0,12858.0,-0.9990622401237488,Sakshi,Devineni Uma,0,1,0,0,0
-5lWEbZlvU8,2023-01-18,497.0,0.0,2385.0,-0.998397171497345,ABN,Devineni Uma,0,0,0,0,0
EyuhbralOI0,2022-06-03,75.0,35.0,9719.0,0.9925232529640198,Sakshi,Devineni Uma,0,0,0,0,0
_hVVRv0XISA,2022-10-20,9250.0,1.0,21348.0,0.9910728335380554,TV5,Devineni Uma,0,0,0,0,0
CP7tnCy0CwI,2022-11-04,360.0,3.0,2092.0,-0.9971340894699096,ABN,Devineni Uma,0,0,0,0,0
k6BlUDsjZHQ,2022-12-25,183.0,1.0,2377.0,0.9964465498924256,TV9,Devineni Uma,0,0,0,0,0
PVCWC1K16hM,2023-01-04,335.0,5.0,928.0,0.9940696954727172,TV9,Devineni Uma,0,0,0,1,0
JDJCGZ1GG4w,2023-04-03,105.0,9.0,5886.0,-0.992438793182373,TV5,Devineni Uma,0,0,0,0,0
p7ya-LOL_sY,2023-04-01,145.0,33.0,53099.0,-0.9984180927276612,ABN,Devineni Uma,0,0,0,0,0
WCvUzGqKIx0,2023-04-03,170.0,0.0,2013.0,-0.9763226509094238,TV5,Devineni Uma,0,0,0,0,0
oWwJfP86ujA,2023-02-07,558.0,2.0,1101.0,0.997547447681427,TV5,Devineni Uma,0,0,0,0,0
JAaA9Xqn29c,2022-11-18,218.0,9.0,1505.0,-0.998283624649048,ABN,Devineni Uma,0,0,0,0,0
hZJEhoajbng,2023-04-13,297.0,0.0,1269.0,0.9953340888023376,TV9,Devineni Uma,0,0,0,0,0
JF_Q99zjuIQ,2022-11-26,181.0,0.0,585.0,0.996239185333252,TV9,Devineni Uma,0,0,1,0,1
9vCQOGrZI7A,2022-11-23,215.0,1.0,2284.0,0.9970192909240724,ABN,Devineni Uma,0,0,0,0,0
bQCrM69hjvM,2023-03-24,272.0,1.0,768.0,-0.987585186958313,TV5,Devineni Uma,0,0,0,0,0
4TvsV4yTeeM,2022-11-29,82.0,1.0,541.0,0.9980791807174684,TV9,Devineni Uma,0,0,0,0,0
AswcjfI4BQQ,2023-01-28,275.0,3.0,6139.0,0.9961950778961182,TV5,Devineni Uma,0,1,0,0,0
poMCaB-aoSs,2023-02-21,305.0,25.0,17967.0,-0.9986242055892944,TV5,Devineni Uma,0,0,0,0,0
vbhBi37F1K8,2022-12-05,208.0,8.0,9539.0,-0.9971676468849182,TV5,Devineni Uma,0,0,0,0,0
uaHnNgDbshI,2022-09-22,375.0,58.0,52083.0,0.9941258430480956,TV5,Devineni Uma,0,0,0,0,0
0eewhif45kU,2023-03-05,156.0,0.0,773.0,-0.9977350234985352,TV5,Devineni Uma,0,0,0,0,0
RK5BpnkqbJc,2022-09-10,70.0,22.0,22307.0,-0.9985927939414978,TV5,Devineni Uma,0,0,0,0,0
r2NTA1shaFY,2023-03-17,213.0,9.0,9945.0,0.9961519837379456,TV5,Devineni Uma,0,0,0,0,0
TKFtggR7hIE,2022-12-25,145.0,0.0,1233.0,0.992700695991516,TV9,Devineni Uma,0,0,0,0,0
cXC3EJBUT7Q,2023-01-18,388.0,25.0,26081.0,-0.9547739624977112,Sakshi,Devineni Uma,0,0,0,0,0
Zk8SoFnR3kI,2022-10-20,205.0,1.0,1628.0,-0.9992979764938354,TV5,Devineni Uma,0,0,0,0,0
XMvw2WK2dUA,2022-09-11,80.0,0.0,1119.0,0.9924808740615844,TV5,Devineni Uma,0,0,0,0,0
TOPPBzFmtmI,2023-03-14,66.0,0.0,486.0,0.9983600974082948,TV9,Devineni Uma,0,0,0,0,0
95bItalXhyI,2023-04-02,99.0,0.0,796.0,0.9969003200531006,TV9,Devineni Uma,0,0,0,0,0
YMkN8fkv7fU,2023-04-07,63.0,1.0,424.0,0.998778760433197,TV9,Devineni Uma,0,0,0,0,0
KKk93oyrNbs,2022-12-12,426.0,0.0,504.0,-0.9893400073051452,ABN,Devineni Uma,0,0,0,0,0
tM360Sb0Fb4,2022-10-29,175.0,3.0,569.0,-0.9979052543640136,ABN,Devineni Uma,0,0,0,0,0
2MvgSr2gfno,2022-11-25,177.0,1.0,2193.0,-0.9985612034797668,TV9,Devineni Uma,0,0,0,0,1
ndo5NH9RpE4,2022-12-14,135.0,1.0,433.0,-0.9993370175361632,ABN,Devineni Uma,0,0,0,0,0
SHGAB0Jis4Q,2021-02-21,272.0,1.0,15505.0,0.9874677658081056,Sakshi,Devineni Uma,0,0,0,0,0
X9BoWUSOKy8,2022-10-31,75.0,0.0,1005.0,0.9852266907691956,TV5,Devineni Uma,0,0,0,0,0
8znacEXZy-U,2022-10-24,307.0,2.0,1001.0,-0.9993428587913512,ABN,Devineni Uma,0,0,0,0,0
IEN8wPg1u9w,2022-11-07,12739.0,12.0,53488.0,0.9929047226905824,TV5,Devineni Uma,0,0,0,0,0
b4EN4tqP_MU,2022-12-09,135.0,5.0,2309.0,-0.999046504497528,TV5,Devineni Uma,0,0,0,0,0
P8U2i9ToI_c,2022-09-01,85.0,2.0,1565.0,-0.9756851196289062,TV5,Devineni Uma,0,0,0,0,0
Tm8m5yt4BE8,2022-12-18,113.0,2.0,1518.0,-0.9960216879844666,TV5,Devineni Uma,0,0,0,0,0
lIWBRAN6iFQ,2023-04-13,93.0,1.0,2049.0,-0.9992064833641052,TV9,Devineni Uma,0,0,0,0,0
1RuA67NjjAI,2022-12-01,112.0,1.0,4462.0,-0.9953330159187316,TV9,Devineni Uma,0,0,0,0,0
Agjc9LN2rOU,2022-09-21,361.0,8.0,2316.0,-0.99885356426239,TV5,Devineni Uma,0,0,0,0,0
tQ9Ej5IxRqw,2023-02-27,285.0,0.0,384.0,0.9961066842079164,ABN,Devineni Uma,0,0,0,0,0
P9W6EJj3zXc,2023-04-17,227.0,4.0,3283.0,0.9980192184448242,TV9,Devineni Uma,0,0,0,0,0
RvxNeYyZDrE,2022-09-10,200.0,649.0,518077.0,-0.9988791346549988,TV5,Devineni Uma,1,0,0,0,0
HM85XkwTt1w,2022-12-02,398.0,2.0,2505.0,-0.9984951019287108,TV5,Devineni Uma,0,0,1,0,0
dUspmUO4FeY,2022-10-28,80.0,0.0,783.0,0.9978669285774232,TV5,Devineni Uma,0,0,0,0,0
W04LH5Al5fg,2023-01-18,363.0,2.0,2742.0,-0.9977937936782836,TV9,Devineni Uma,0,0,0,1,0
n1OPukCtCWE,2022-11-25,140.0,3.0,2326.0,-0.9927829504013062,TV9,Devineni Uma,0,0,0,0,0
ks9CyGp1l9M,2023-04-17,197.0,0.0,1781.0,0.9913495779037476,TV9,Devineni Uma,0,0,0,0,0
viUK0RXT7gE,2023-01-23,106.0,16.0,16814.0,-0.9917102456092834,TV9,Devineni Uma,0,0,0,0,0
Lz9W8_DRCww,2023-04-12,70.0,1.0,479.0,0.9983554482460022,TV9,Devineni Uma,0,0,0,0,0
ObjjazQyTWw,2023-04-10,188.0,0.0,989.0,-0.9981776475906372,TV9,Devineni Uma,0,0,0,0,0
tTqma8UUPhU,2022-11-14,188.0,1.0,702.0,-0.9928327798843384,ABN,Devineni Uma,0,0,0,0,0
SwgpQFwOe30,2023-02-02,352.0,0.0,803.0,0.9984902143478394,TV9,Devineni Uma,0,0,0,0,0
2aOnKl5c8Z8,2022-10-11,205.0,3.0,1652.0,-0.9992958307266236,TV5,Devineni Uma,0,0,0,0,0
